f,gain,phase
2.01695080097699e-01,2.95604880006517e+01,1.16376494455497e+02
2.02159570251343e-01,2.95951086801257e+01,1.16316543248605e+02
2.02625130094453e-01,2.96297202188285e+01,1.16256254803784e+02
2.03091762090454e-01,2.96643224434418e+01,1.16195628623855e+02
2.03559468708441e-01,2.96989151799926e+01,1.16134664214128e+02
2.04028252423195e-01,2.97334982533020e+01,1.16073361082662e+02
2.04498115715198e-01,2.97680714878449e+01,1.16011718739625e+02
2.04969061070644e-01,2.98026347069173e+01,1.15949736697679e+02
2.05441090981451e-01,2.98371877332306e+01,1.15887414472743e+02
2.05914207945278e-01,2.98717303886836e+01,1.15824751582585e+02
2.06388414465534e-01,2.99062624941917e+01,1.15761747548078e+02
2.06863713051393e-01,2.99407838698475e+01,1.15698401893027e+02
2.07340106217810e-01,2.99752943352338e+01,1.15634714143212e+02
2.07817596485529e-01,3.00097937087235e+01,1.15570683828172e+02
2.08296186381101e-01,3.00442818080766e+01,1.15506310479175e+02
2.08775878436894e-01,3.00787584501717e+01,1.15441593631981e+02
2.09256675191109e-01,3.01132234510529e+01,1.15376532823144e+02
2.09738579187792e-01,3.01476766257337e+01,1.15311127594613e+02
2.10221592976847e-01,3.01821177890208e+01,1.15245377489220e+02
2.10705719114052e-01,3.02165467537612e+01,1.15179282054849e+02
2.11190960161069e-01,3.02509633331623e+01,1.15112840840498e+02
2.11677318685460e-01,3.02853673389903e+01,1.15046053399676e+02
2.12164797260700e-01,3.03197585820690e+01,1.14978919289045e+02
2.12653398466191e-01,3.03541368724319e+01,1.14911438068107e+02
2.13143124887274e-01,3.03885020195304e+01,1.14843609299726e+02
2.13633979115245e-01,3.04228538315284e+01,1.14775432551080e+02
2.14125963747366e-01,3.04571921164355e+01,1.14706907391008e+02
2.14619081386884e-01,3.04915166805710e+01,1.14638033393382e+02
2.15113334643036e-01,3.05258273298026e+01,1.14568810135004e+02
2.15608726131071e-01,3.05601238691393e+01,1.14499237195922e+02
2.16105258472261e-01,3.05944061025000e+01,1.14429314161152e+02
2.16602934293913e-01,3.06286738333540e+01,1.14359040617877e+02
2.17101756229386e-01,3.06629268639377e+01,1.14288416157739e+02
2.17601726918103e-01,3.06971649957556e+01,1.14217440375807e+02
2.18102849005564e-01,3.07313880293679e+01,1.14146112871552e+02
2.18605125143363e-01,3.07655957644647e+01,1.14074433248277e+02
2.19108557989201e-01,3.07997879998680e+01,1.14002401113385e+02
2.19613150206897e-01,3.08339645336203e+01,1.13930016077082e+02
2.20118904466407e-01,3.08681251628301e+01,1.13857277755039e+02
2.20625823443835e-01,3.09022696836117e+01,1.13784185766720e+02
2.21133909821447e-01,3.09363978912955e+01,1.13710739735852e+02
2.21643166287688e-01,3.09705095802593e+01,1.13636939289964e+02
2.22153595537192e-01,3.10046045440554e+01,1.13562784061491e+02
2.22665200270800e-01,3.10386825755040e+01,1.13488273686538e+02
2.23177983195573e-01,3.10727434660656e+01,1.13413407806749e+02
2.23691947024805e-01,3.11067870067876e+01,1.13338186066846e+02
2.24207094478039e-01,3.11408129876248e+01,1.13262608117584e+02
2.24723428281083e-01,3.11748211975215e+01,1.13186673613269e+02
2.25240951166018e-01,3.12088114247728e+01,1.13110382213635e+02
2.25759665871221e-01,3.12427834567878e+01,1.13033733582176e+02
2.26279575141374e-01,3.12767370798544e+01,1.12956727388125e+02
2.26800681727478e-01,3.13106720793438e+01,1.12879363305866e+02
2.27322988386872e-01,3.13445882398611e+01,1.12801641013571e+02
2.27846497883243e-01,3.13784853453439e+01,1.12723560194800e+02
2.28371212986643e-01,3.14123631784996e+01,1.12645120538990e+02
2.28897136473505e-01,3.14462215211225e+01,1.12566321739817e+02
2.29424271126653e-01,3.14800601541504e+01,1.12487163496997e+02
2.29952619735322e-01,3.15138788580221e+01,1.12407645514524e+02
2.30482185095170e-01,3.15476774116644e+01,1.12327767502139e+02
2.31012970008293e-01,3.15814555934170e+01,1.12247529175089e+02
2.31544977283238e-01,3.16152131809260e+01,1.12166930254290e+02
2.32078209735024e-01,3.16489499502400e+01,1.12085970466440e+02
2.32612670185149e-01,3.16826656774492e+01,1.12004649542607e+02
2.33148361461611e-01,3.17163601370878e+01,1.11922967220986e+02
2.33685286398920e-01,3.17500331028513e+01,1.11840923244449e+02
2.34223447838113e-01,3.17836843478400e+01,1.11758517362580e+02
2.34762848626771e-01,3.18173136440693e+01,1.11675749330001e+02
2.35303491619032e-01,3.18509207625854e+01,1.11592618908060e+02
2.35845379675607e-01,3.18845054737857e+01,1.11509125863511e+02
2.36388515663795e-01,3.19180675467618e+01,1.11425269970347e+02
2.36932902457498e-01,3.19516067501932e+01,1.11341051006943e+02
2.37478542937238e-01,3.19851228514643e+01,1.11256468759577e+02
2.38025439990167e-01,3.20186156173599e+01,1.11171523020031e+02
2.38573596510091e-01,3.20520848136542e+01,1.11086213586773e+02
2.39123015397475e-01,3.20855302054224e+01,1.11000540264486e+02
2.39673699559467e-01,3.21189515563970e+01,1.10914502864820e+02
2.40225651909910e-01,3.21523486296719e+01,1.10828101206151e+02
2.40778875369355e-01,3.21857211878275e+01,1.10741335112817e+02
2.41333372865080e-01,3.22190689919945e+01,1.10654204416212e+02
2.41889147331106e-01,3.22523918028020e+01,1.10566708955217e+02
2.42446201708208e-01,3.22856893798242e+01,1.10478848575563e+02
2.43004538943936e-01,3.23189614817086e+01,1.10390623128981e+02
2.43564161992626e-01,3.23522078665454e+01,1.10302032474825e+02
2.44125073815418e-01,3.23854282912428e+01,1.10213076480777e+02
2.44687277380273e-01,3.24186225120245e+01,1.10123755020248e+02
2.45250775661986e-01,3.24517902839442e+01,1.10034067974493e+02
2.45815571642201e-01,3.24849313616499e+01,1.09944015232133e+02
2.46381668309431e-01,3.25180454987599e+01,1.09853596689720e+02
2.46949068659069e-01,3.25511324479779e+01,1.09762812250651e+02
2.47517775693410e-01,3.25841919611927e+01,1.09671661826674e+02
2.48087792421659e-01,3.26172237893347e+01,1.09580145336766e+02
2.48659121859953e-01,3.26502276826987e+01,1.09488262708120e+02
2.49231767031375e-01,3.26832033906553e+01,1.09396013875146e+02
2.49805730965969e-01,3.27161506617203e+01,1.09303398781345e+02
2.50381016700758e-01,3.27490692435718e+01,1.09210417377412e+02
2.50957627279759e-01,3.27819588832205e+01,1.09117069622275e+02
2.51535565753997e-01,3.28148193267044e+01,1.09023355483521e+02
2.52114835181527e-01,3.28476503190261e+01,1.08929274936729e+02
2.52695438627444e-01,3.28804516049358e+01,1.08834827966106e+02
2.53277379163902e-01,3.29132229280537e+01,1.08740014563287e+02
2.53860659870130e-01,3.29459640309905e+01,1.08644834730146e+02
2.54445283832449e-01,3.29786746559127e+01,1.08549288476317e+02
2.55031254144287e-01,3.30113545443836e+01,1.08453375819626e+02
2.55618573906197e-01,3.30440034363770e+01,1.08357096787931e+02
2.56207246225870e-01,3.30766210720106e+01,1.08260451417206e+02
2.56797274218155e-01,3.31092071899796e+01,1.08163439752281e+02
2.57388661005076e-01,3.31417615284804e+01,1.08066061847860e+02
2.57981409715844e-01,3.31742838251758e+01,1.07968317766667e+02
2.58575523486879e-01,3.32067738163453e+01,1.07870207581800e+02
2.59171005461822e-01,3.32392312380149e+01,1.07771731374659e+02
2.59767858791553e-01,3.32716558255861e+01,1.07672889236709e+02
2.60366086634211e-01,3.33040473132807e+01,1.07573681269135e+02
2.60965692155207e-01,3.33364054348857e+01,1.07474107581711e+02
2.61566678527239e-01,3.33687299235214e+01,1.07374168294465e+02
2.62169048930316e-01,3.34010205113297e+01,1.07273863537543e+02
2.62772806551767e-01,3.34332769300203e+01,1.07173193449986e+02
2.63377954586262e-01,3.34654989104290e+01,1.07072158181681e+02
2.63984496235829e-01,3.34976861829070e+01,1.06970757891804e+02
2.64592434709869e-01,3.35298384767727e+01,1.06868992750308e+02
2.65201773225175e-01,3.35619555210278e+01,1.06766862936736e+02
2.65812515005946e-01,3.35940370439520e+01,1.06664368640982e+02
2.66424663283810e-01,3.36260827730708e+01,1.06561510063327e+02
2.67038221297833e-01,3.36580924353008e+01,1.06458287414542e+02
2.67653192294543e-01,3.36900657569306e+01,1.06354700916304e+02
2.68269579527944e-01,3.37220024636137e+01,1.06250750799914e+02
2.68887386259533e-01,3.37539022804084e+01,1.06146437308057e+02
2.69506615758318e-01,3.37857649318445e+01,1.06041760694283e+02
2.70127271300837e-01,3.38175901416048e+01,1.05936721222515e+02
2.70749356171172e-01,3.38493776332845e+01,1.05831319167666e+02
2.71372873660968e-01,3.38811271292647e+01,1.05725554816317e+02
2.71997827069451e-01,3.39128383516725e+01,1.05619428465092e+02
2.72624219703445e-01,3.39445110224151e+01,1.05512940422599e+02
2.73252054877390e-01,3.39761448623499e+01,1.05406091008858e+02
2.73881335913357e-01,3.40077395919942e+01,1.05298880554079e+02
2.74512066141069e-01,3.40392949312913e+01,1.05191309401221e+02
2.75144248897916e-01,3.40708105998568e+01,1.05083377903996e+02
2.75777887528976e-01,3.41022863167180e+01,1.04975086427788e+02
2.76412985387028e-01,3.41337218002157e+01,1.04866435350385e+02
2.77049545832574e-01,3.41651167685438e+01,1.04757425060214e+02
2.77687572233853e-01,3.41964709390696e+01,1.04648055958078e+02
2.78327067966864e-01,3.42277840292897e+01,1.04538328456756e+02
2.78968036415377e-01,3.42590557557556e+01,1.04428242981013e+02
2.79610480970957e-01,3.42902858345202e+01,1.04317799967722e+02
2.80254405032980e-01,3.43214739819059e+01,1.04206999865318e+02
2.80899812008647e-01,3.43526199130311e+01,1.04095843135690e+02
2.81546705313011e-01,3.43837233431268e+01,1.03984330252214e+02
2.82195088368984e-01,3.44147839870827e+01,1.03872461699988e+02
2.82844964607365e-01,3.44458015589297e+01,1.03760237978343e+02
2.83496337466852e-01,3.44767757730069e+01,1.03647659597647e+02
2.84149210394062e-01,3.45077063431753e+01,1.03534727081202e+02
2.84803586843550e-01,3.45385929823989e+01,1.03421440966089e+02
2.85459470277826e-01,3.45694354042220e+01,1.03307801800356e+02
2.86116864167374e-01,3.46002333211843e+01,1.03193810146418e+02
2.86775771990672e-01,3.46309864462531e+01,1.03079466578392e+02
2.87436197234205e-01,3.46616944914097e+01,1.02964771684568e+02
2.88098143392492e-01,3.46923571687958e+01,1.02849726065713e+02
2.88761613968094e-01,3.47229741905719e+01,1.02734330335436e+02
2.89426612471644e-01,3.47535452680364e+01,1.02618585121061e+02
2.90093142421855e-01,3.47840701129788e+01,1.02502491063027e+02
2.90761207345546e-01,3.48145484366498e+01,1.02386048814834e+02
2.91430810777657e-01,3.48449799502013e+01,1.02269259043727e+02
2.92101956261270e-01,3.48753643649203e+01,1.02152122430009e+02
2.92774647347624e-01,3.49057013913659e+01,1.02034639668281e+02
2.93448887596139e-01,3.49359907406319e+01,1.01916811466258e+02
2.94124680574431e-01,3.49662321233707e+01,1.01798638544921e+02
2.94802029858330e-01,3.49964252502034e+01,1.01680121639996e+02
2.95480939031905e-01,3.50265698320122e+01,1.01561261500065e+02
2.96161411687475e-01,3.50566655791925e+01,1.01442058887807e+02
2.96843451425634e-01,3.50867122023761e+01,1.01322514580169e+02
2.97527061855268e-01,3.51167094124865e+01,1.01202629367421e+02
2.98212246593573e-01,3.51466569197204e+01,1.01082404054908e+02
2.98899009266076e-01,3.51765544349429e+01,1.00961839460803e+02
2.99587353506652e-01,3.52064016690715e+01,1.00840936418276e+02
3.00277282957546e-01,3.52361983327023e+01,1.00719695774638e+02
3.00968801269390e-01,3.52659441367523e+01,1.00598118390972e+02
3.01661912101224e-01,3.52956387926895e+01,1.00476205142773e+02
3.02356619120515e-01,3.53252820114153e+01,1.00353956920522e+02
3.03052926003173e-01,3.53548735044223e+01,1.00231374627983e+02
3.03750836433576e-01,3.53844129831512e+01,1.00108459184630e+02
3.04450354104587e-01,3.54139001593543e+01,9.99852115236953e+01
3.05151482717571e-01,3.54433347451720e+01,9.98616325927838e+01
3.05854225982421e-01,3.54727164528580e+01,9.97377233544198e+01
3.06558587617569e-01,3.55020449947001e+01,9.96134847860508e+01
3.07264571350013e-01,3.55313200838686e+01,9.94889178787392e+01
3.07972180915335e-01,3.55605414329486e+01,9.93640236396890e+01
3.08681420057717e-01,3.55897087559781e+01,9.92388030894548e+01
3.09392292529965e-01,3.56188217663618e+01,9.91132572643179e+01
3.10104802093529e-01,3.56478801785209e+01,9.89873872149069e+01
3.10818952518517e-01,3.56768837066692e+01,9.88611940072977e+01
3.11534747583724e-01,3.57058320659683e+01,9.87346787215380e+01
3.12252191076646e-01,3.57347249720510e+01,9.86078424530091e+01
3.12971286793499e-01,3.57635621404533e+01,9.84806863123853e+01
3.13692038539244e-01,3.57923432876991e+01,9.83532114248813e+01
3.14414450127603e-01,3.58210681309910e+01,9.82254189303175e+01
3.15138525381083e-01,3.58497363873445e+01,9.80973099847134e+01
3.15864268130992e-01,3.58783477748212e+01,9.79688857580068e+01
3.16591682217461e-01,3.59069020119896e+01,9.78401474358335e+01
3.17320771489465e-01,3.59353988181798e+01,9.77110962183711e+01
3.18051539804844e-01,3.59638379130021e+01,9.75817333215841e+01
3.18783991030322e-01,3.59922190168552e+01,9.74520599758978e+01
3.19518129041526e-01,3.60205418510768e+01,9.73220774268872e+01
3.20253957723011e-01,3.60488061373122e+01,9.71917869357647e+01
3.20991480968276e-01,3.60770115980237e+01,9.70611897786669e+01
3.21730702679786e-01,3.61051579567414e+01,9.69302872464113e+01
3.22471626768996e-01,3.61332449373162e+01,9.67990806456904e+01
3.23214257156365e-01,3.61612722645967e+01,9.66675712977805e+01
3.23958597771384e-01,3.61892396643114e+01,9.65357605395427e+01
3.24704652552591e-01,3.62171468627904e+01,9.64036497224397e+01
3.25452425447596e-01,3.62449935877936e+01,9.62712402137461e+01
3.26201920413097e-01,3.62727795670921e+01,9.61385333953256e+01
3.26953141414908e-01,3.63005045302264e+01,9.60055306645839e+01
3.27706092427974e-01,3.63281682071585e+01,9.58722334338116e+01
3.28460777436393e-01,3.63557703290706e+01,9.57386431306145e+01
3.29217200433440e-01,3.63833106280199e+01,9.56047611973608e+01
3.29975365421586e-01,3.64107888371103e+01,9.54705890919598e+01
3.30735276412518e-01,3.64382046905100e+01,9.53361282869184e+01
3.31496937427162e-01,3.64655579234337e+01,9.52013802703034e+01
3.32260352495706e-01,3.64928482721004e+01,9.50663465451460e+01
3.33025525657617e-01,3.65200754742916e+01,9.49310286284654e+01
3.33792460961666e-01,3.65472392680763e+01,9.47954280542162e+01
3.34561162465946e-01,3.65743393934187e+01,9.46595463694607e+01
3.35331634237898e-01,3.66013755915585e+01,9.45233851370626e+01
3.36103880354328e-01,3.66283476042340e+01,9.43869459348101e+01
3.36877904901432e-01,3.66552551751924e+01,9.42502303551424e+01
3.37653711974817e-01,3.66820980489397e+01,9.41132400051966e+01
3.38431305679519e-01,3.67088759715889e+01,9.39759765072558e+01
3.39210690130030e-01,3.67355886903793e+01,9.38384414980528e+01
3.39991869450317e-01,3.67622359539817e+01,9.37006366293657e+01
3.40774847773843e-01,3.67888175123699e+01,9.35625635671682e+01
3.41559629243592e-01,3.68153331172897e+01,9.34242239919040e+01
3.42346218012087e-01,3.68417825212663e+01,9.32856195995982e+01
3.43134618241416e-01,3.68681654788636e+01,9.31467520995578e+01
3.43924834103251e-01,3.68944817458710e+01,9.30076232162475e+01
3.44716869778870e-01,3.69207310794606e+01,9.28682346885068e+01
3.45510729459183e-01,3.69469132386884e+01,9.27285882690263e+01
3.46306417344748e-01,3.69730279838484e+01,9.25886857253641e+01
3.47103937645799e-01,3.69990750769065e+01,9.24485288387015e+01
3.47903294582265e-01,3.70250542815987e+01,9.23081194047796e+01
3.48704492383794e-01,3.70509653630583e+01,9.21674592331256e+01
3.49507535289773e-01,3.70768080881375e+01,9.20265501475534e+01
3.50312427549354e-01,3.71025822255445e+01,9.18853939855686e+01
3.51119173421473e-01,3.71282875455297e+01,9.17439925983617e+01
3.51927777174874e-01,3.71539238201398e+01,9.16023478512303e+01
3.52738243088133e-01,3.71794908230674e+01,9.14604616228959e+01
3.53550575449678e-01,3.72049883300105e+01,9.13183358059927e+01
3.54364778557814e-01,3.72304161183506e+01,9.11759723063987e+01
3.55180856720744e-01,3.72557739671719e+01,9.10333730434324e+01
3.55998814256591e-01,3.72810616574977e+01,9.08905399494884e+01
3.56818655493426e-01,3.73062789728003e+01,9.07474749707796e+01
3.57640384769284e-01,3.73314256973502e+01,9.06041800662823e+01
3.58464006432193e-01,3.73565016182711e+01,9.04606572080705e+01
3.59289524840190e-01,3.73815065243302e+01,9.03169083809832e+01
3.60116944361353e-01,3.74064402062752e+01,9.01729355830587e+01
3.60946269373817e-01,3.74313024568376e+01,9.00287408247515e+01
3.61777504265799e-01,3.74560930706260e+01,8.98843261293342e+01
3.62610653435623e-01,3.74808118448859e+01,8.97396935326074e+01
3.63445721291742e-01,3.75054585783039e+01,8.95948450823437e+01
3.64282712252761e-01,3.75300330720351e+01,8.94497828391922e+01
3.65121630747460e-01,3.75545351289975e+01,8.93045088755998e+01
3.65962481214820e-01,3.75789645548865e+01,8.91590252760921e+01
3.66805268104043e-01,3.76033211566657e+01,8.90133341377299e+01
3.67649995874578e-01,3.76276047445957e+01,8.88674375678976e+01
3.68496668996143e-01,3.76518151300281e+01,8.87213376874951e+01
3.69345291948751e-01,3.76759521274283e+01,8.85750366274077e+01
3.70195869222730e-01,3.77000155531840e+01,8.84285365311077e+01
3.71048405318752e-01,3.77240052258142e+01,8.82818395523526e+01
3.71902904747851e-01,3.77479209664769e+01,8.81349478565630e+01
3.72759372031451e-01,3.77717625984272e+01,8.79878636203650e+01
3.73617811701387e-01,3.77955299470586e+01,8.78405890311539e+01
3.74478228299932e-01,3.78192228408782e+01,8.76931262867602e+01
3.75340626379820e-01,3.78428411098196e+01,8.75454775954259e+01
3.76205010504267e-01,3.78663845871476e+01,8.73976451763519e+01
3.77071385247002e-01,3.78898531078291e+01,8.72496312590778e+01
3.77939755192282e-01,3.79132465097133e+01,8.71014380826310e+01
3.78810124934926e-01,3.79365646328791e+01,8.69530678967268e+01
3.79682499080331e-01,3.79598073200875e+01,8.68045229605128e+01
3.80556882244501e-01,3.79829744164479e+01,8.66558055427790e+01
3.81433279054071e-01,3.80060657697529e+01,8.65069179221587e+01
3.82311694146331e-01,3.80290812302055e+01,8.63578623862842e+01
3.83192132169250e-01,3.80520206506473e+01,8.62086412321630e+01
3.84074597781499e-01,3.80748838864861e+01,8.60592567658661e+01
3.84959095652481e-01,3.80976707956752e+01,8.59097113020871e+01
3.85845630462350e-01,3.81203812388881e+01,8.57600071644783e+01
3.86734206902039e-01,3.81430150794946e+01,8.56101466853369e+01
3.87624829673283e-01,3.81655721832416e+01,8.54601322049875e+01
3.88517503488647e-01,3.81880524187296e+01,8.53099660719125e+01
3.89412233071545e-01,3.82104556573863e+01,8.51596506426689e+01
3.90309023156273e-01,3.82327817730399e+01,8.50091882819963e+01
3.91207878488026e-01,3.82550306424533e+01,8.48585813619894e+01
3.92108803822928e-01,3.82772021449517e+01,8.47078322620252e+01
3.93011803928059e-01,3.82992961628415e+01,8.45569433689203e+01
3.93916883581473e-01,3.83213125809898e+01,8.44059170768468e+01
3.94824047572229e-01,3.83432512870555e+01,8.42547557867592e+01
3.95733300700417e-01,3.83651121716664e+01,8.41034619060748e+01
3.96644647777177e-01,3.83868951279977e+01,8.39520378489442e+01
3.97558093624733e-01,3.84086000521413e+01,8.38004860362469e+01
3.98473643076412e-01,3.84302268432483e+01,8.36488088943499e+01
3.99391300976673e-01,3.84517754028547e+01,8.34970088561102e+01
4.00311072181129e-01,3.84732456359034e+01,8.33450883597417e+01
4.01232961556578e-01,3.84946374495903e+01,8.31930498494742e+01
4.02156973981025e-01,3.85159507544268e+01,8.30408957748373e+01
4.03083114343708e-01,3.85371854634487e+01,8.28886285903190e+01
4.04011387545126e-01,3.85583414933060e+01,8.27362507554980e+01
4.04941798497061e-01,3.85794187627471e+01,8.25837647350610e+01
4.05874352122610e-01,3.86004171938269e+01,8.24311729978019e+01
4.06809053356204e-01,3.86213367114392e+01,8.22784780174475e+01
4.07745907143641e-01,3.86421772434769e+01,8.21256822710903e+01
4.08684918442105e-01,3.86629387205930e+01,8.19727882407612e+01
4.09626092220201e-01,3.86836210766910e+01,8.18197984121300e+01
4.10569433457971e-01,3.87042242483126e+01,8.16667152735600e+01
4.11514947146930e-01,3.87247481753446e+01,8.15135413180531e+01
4.12462638290086e-01,3.87451928002048e+01,8.13602790409383e+01
4.13412511901969e-01,3.87655580685832e+01,8.12069309402593e+01
4.14364573008657e-01,3.87858439291202e+01,8.10534995180174e+01
4.15318826647803e-01,3.88060503333127e+01,8.08999872778198e+01
4.16275277868661e-01,3.88261772358770e+01,8.07463967252900e+01
4.17233931732113e-01,3.88462245943260e+01,8.05927303697569e+01
4.18194793310698e-01,3.88661923690540e+01,8.04389907207475e+01
4.19157867688633e-01,3.88860805240172e+01,8.02851802906755e+01
4.20123159961846e-01,3.89058890255393e+01,8.01313015921437e+01
4.21090675238000e-01,3.89256178432640e+01,7.99773571409408e+01
4.22060418636521e-01,3.89452669499243e+01,7.98233494524535e+01
4.23032395288625e-01,3.89648363211309e+01,7.96692810428606e+01
4.24006610337343e-01,3.89843259355243e+01,7.95151544305910e+01
4.24983068937553e-01,3.90037357748367e+01,7.93609721326623e+01
4.25961776256000e-01,3.90230658236961e+01,7.92067366671348e+01
4.26942737471333e-01,3.90423160699854e+01,7.90524505522154e+01
4.27925957774123e-01,3.90614865043064e+01,7.88981163060858e+01
4.28911442366896e-01,3.90805771204963e+01,7.87437364455633e+01
4.29899196464159e-01,3.90995879153986e+01,7.85893134881597e+01
4.30889225292427e-01,3.91185188886007e+01,7.84348499492356e+01
4.31881534090254e-01,3.91373700431139e+01,7.82803483444354e+01
4.32876128108254e-01,3.91561413847428e+01,7.81258111870728e+01
4.33873012609135e-01,3.91748329222952e+01,7.79712409895782e+01
4.34872192867725e-01,3.91934446677691e+01,7.78166402626898e+01
4.35873674171000e-01,3.92119766357243e+01,7.76620115147053e+01
4.36877461818108e-01,3.92304288443645e+01,7.75073572526484e+01
4.37883561120406e-01,3.92488013144760e+01,7.73526799809932e+01
4.38891977401478e-01,3.92670940697632e+01,7.71979822008822e+01
4.39902715997170e-01,3.92853071370945e+01,7.70432664119400e+01
4.40915782255616e-01,3.93034405462438e+01,7.68885351103691e+01
4.41931181537266e-01,3.93214943301012e+01,7.67337907892490e+01
4.42948919214915e-01,3.93394685243811e+01,7.65790359378538e+01
4.43969000673732e-01,3.93573631677574e+01,7.64242730428854e+01
4.44991431311285e-01,3.93751783019760e+01,7.62695045866566e+01
4.46016216537576e-01,3.93929139714505e+01,7.61147330472708e+01
4.47043361775062e-01,3.94105702240065e+01,7.59599608992511e+01
4.48072872458692e-01,3.94281471098482e+01,7.58051906126972e+01
4.49104754035926e-01,3.94456446825782e+01,7.56504246526329e+01
4.50139011966774e-01,3.94630629983270e+01,7.54956654799602e+01
4.51175651723817e-01,3.94804021162320e+01,7.53409155498728e+01
4.52214678792239e-01,3.94976620984727e+01,7.51861773136676e+01
4.53256098669859e-01,3.95148430101737e+01,7.50314532160856e+01
4.54299916867154e-01,3.95319449188964e+01,7.48767456964539e+01
4.55346138907293e-01,3.95489678955036e+01,7.47220571887377e+01
4.56394770326162e-01,3.95659120133370e+01,7.45673901206718e+01
4.57445816672399e-01,3.95827773488822e+01,7.44127469144455e+01
4.58499283507419e-01,3.95995639812458e+01,7.42581299851914e+01
4.59555176405443e-01,3.96162719925206e+01,7.41035417415264e+01
4.60613500953532e-01,3.96329014671803e+01,7.39489845861780e+01
4.61674262751610e-01,3.96494524931672e+01,7.37944609140685e+01
4.62737467412500e-01,3.96659251604317e+01,7.36399731135641e+01
4.63803120561951e-01,3.96823195621942e+01,7.34855235657147e+01
4.64871227838666e-01,3.96986357943528e+01,7.33311146438205e+01
4.65941794894335e-01,3.97148739551742e+01,7.31767487136378e+01
4.67014827393662e-01,3.97310341459090e+01,7.30224281334665e+01
4.68090331014398e-01,3.97471164706923e+01,7.28681552536536e+01
4.69168311447368e-01,3.97631210358995e+01,7.27139324156928e+01
4.70248774396505e-01,3.97790479506913e+01,7.25597619530631e+01
4.71331725578874e-01,3.97948973270970e+01,7.24056461916022e+01
4.72417170724710e-01,3.98106692795419e+01,7.22515874470673e+01
4.73505115577442e-01,3.98263639251233e+01,7.20975880271078e+01
4.74595565893725e-01,3.98419813833698e+01,7.19436502304371e+01
4.75688527443474e-01,3.98575217767946e+01,7.17897763467014e+01
4.76784006009889e-01,3.98729852300219e+01,7.16359686554393e+01
4.77882007389491e-01,3.98883718703309e+01,7.14822294271358e+01
4.78982537392147e-01,3.99036818274419e+01,7.13285609229410e+01
4.80085601841106e-01,3.99189152341154e+01,7.11749653937700e+01
4.81191206573026e-01,3.99340722246043e+01,7.10214450809395e+01
4.82299357438007e-01,3.99491529365664e+01,7.08680022150039e+01
4.83410060299623e-01,3.99641575095342e+01,7.07146390169730e+01
4.84523321034949e-01,3.99790860855113e+01,7.05613576968316e+01
4.85639145534596e-01,3.99939388091974e+01,7.04081604542448e+01
4.86757539702739e-01,4.00087158271123e+01,7.02550494781676e+01
4.87878509457152e-01,4.00234172887574e+01,7.01020269469629e+01
4.89002060729237e-01,4.00380433455488e+01,6.99490950269059e+01
4.90128199464053e-01,4.00525941512846e+01,6.97962558748466e+01
4.91256931620353e-01,4.00670698620509e+01,6.96435116347426e+01
4.92388263170613e-01,4.00814706363660e+01,6.94908644400018e+01
4.93522200101059e-01,4.00957966347820e+01,6.93383164125080e+01
4.94658748411708e-01,4.01100480201397e+01,6.91858696615415e+01
4.95797914116392e-01,4.01242249574315e+01,6.90335262858290e+01
4.96939703242791e-01,4.01383276138481e+01,6.88812883716693e+01
4.98084121832470e-01,4.01523561588731e+01,6.87291579925277e+01
4.99231175940905e-01,4.01663107637892e+01,6.85771372114056e+01
5.00380871637517e-01,4.01801916023103e+01,6.84252280771492e+01
5.01533215005707e-01,4.01939988500075e+01,6.82734326275087e+01
5.02688212142882e-01,4.02077326848216e+01,6.81217528868449e+01
5.03845869160493e-01,4.02213932861248e+01,6.79701908681716e+01
5.05006192184066e-01,4.02349808359761e+01,6.78187485699562e+01
5.06169187353233e-01,4.02484955178103e+01,6.76674279787503e+01
5.07334860821764e-01,4.02619375177466e+01,6.75162310686298e+01
5.08503218757602e-01,4.02753070230146e+01,6.73651597998775e+01
5.09674267342893e-01,4.02886042233154e+01,6.72142161197123e+01
5.10848012774023e-01,4.03018293099070e+01,6.70634019627130e+01
5.12024461261645e-01,4.03149824763254e+01,6.69127192489337e+01
5.13203619030715e-01,4.03280639174011e+01,6.67621698861587e+01
5.14385492320526e-01,4.03410738302633e+01,6.66117557676313e+01
5.15570087384739e-01,4.03540124135168e+01,6.64614787738108e+01
5.16757410491416e-01,4.03668798675884e+01,6.63113407718084e+01
5.17947467923056e-01,4.03796763948465e+01,6.61613436131619e+01
5.19140265976623e-01,4.03924021987153e+01,6.60114891372481e+01
5.20335810963586e-01,4.04050574852601e+01,6.58617791686955e+01
5.21534109209945e-01,4.04176424615947e+01,6.57122155187149e+01
5.22735167056273e-01,4.04301573364326e+01,6.55627999835136e+01
5.23938990857741e-01,4.04426023204091e+01,6.54135343454969e+01
5.25145586984158e-01,4.04549776253798e+01,6.52644203733440e+01
5.26354961820000e-01,4.04672834651433e+01,6.51154598216786e+01
5.27567121764447e-01,4.04795200546608e+01,6.49666544293271e+01
5.28782073231417e-01,4.04916876105971e+01,6.48180059216429e+01
5.29999822649599e-01,4.05037863510343e+01,6.46695160089807e+01
5.31220376462483e-01,4.05158164955730e+01,6.45211863886471e+01
5.32443741128403e-01,4.05277782651162e+01,6.43730187406991e+01
5.33669923120563e-01,4.05396718820907e+01,6.42250147335257e+01
