time,vecg,vdac_upper,vdac_lower
2.137582839999999790e-02,6.165009070000000424e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.206251000000000045e-02,6.172911909999999613e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.262511160000000091e-02,6.179386749999999928e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.326311640000000222e-02,6.186729389999999773e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.387501080000000234e-02,6.190590510000000268e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.444079600000000074e-02,6.192760999999999960e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.506252239999999867e-02,6.195146099999999656e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.563156280000000037e-02,6.197329080000000268e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.625001559999999914e-02,6.199701619999999913e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.687582839999999931e-02,6.202102400000000237e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.750000000000000014e-02,6.202608750000000448e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.812501560000000081e-02,6.195895139999999524e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.870062639999999832e-02,6.189712219999999876e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.937501000000000001e-02,6.182468330000000512e-01,8.477999999999999980e-01,7.536000000000000476e-01
2.993915760000000204e-02,6.176408540000000169e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.062500100000000239e-02,6.169041549999999541e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.118772400000000000e-02,6.162997059999999472e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.180243800000000232e-02,6.156260639999999729e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.237506039999999558e-02,6.149963370000000040e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.300000000000000155e-02,6.143090749999999822e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.356262160000000189e-02,6.136903460000000532e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.418751100000000376e-02,6.130031390000000302e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.475021400000000149e-02,6.123843209999999537e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.533873359999999825e-02,6.118507549999999684e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.593754479999999862e-02,6.116516650000000110e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.655243800000000653e-02,6.114472279999999538e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.712506039999999979e-02,6.112568459999999648e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.775000000000000577e-02,6.110490690000000003e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.831262159999999917e-02,6.108620110000000381e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.893751100000000104e-02,6.106542510000000368e-01,8.477999999999999980e-01,7.536000000000000476e-01
3.950003480000000011e-02,6.107736280000000129e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.011494800000000444e-02,6.110409770000000407e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.068757039999999769e-02,6.112899379999999772e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.131251000000000367e-02,6.115616470000000415e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.187511160000000066e-02,6.118062520000000504e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.250000099999999559e-02,6.120779379999999881e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.306253200000000059e-02,6.124006429999999668e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.365122359999999702e-02,6.135448829999999854e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.425003479999999739e-02,6.147087930000000311e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.486494800000000172e-02,6.159039990000000353e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.543757039999999497e-02,6.170170059999999790e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.606251000000000095e-02,6.182317010000000224e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.662511160000000487e-02,6.193252289999999771e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.721373359999999492e-02,6.204094039999999977e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.781254480000000223e-02,6.214507970000000547e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.842743800000000320e-02,6.225201569999999629e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.900006040000000340e-02,6.235160050000000398e-01,8.477999999999999980e-01,7.536000000000000476e-01
4.962500000000000244e-02,6.246028380000000491e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.018762160000000278e-02,6.255812929999999827e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.081251099999999771e-02,6.266680380000000383e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.137502199999999936e-02,6.271453179999999517e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.196373359999999914e-02,6.276271199999999828e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.256254479999999951e-02,6.281171869999999657e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.317743800000000048e-02,6.286204149999999879e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.375006040000000068e-02,6.290890489999999557e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.437499999999999972e-02,6.296005000000000074e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.493752559999999507e-02,6.296637210000000096e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.551311639999999964e-02,6.289718460000000011e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.612502200000000357e-02,6.282363199999999592e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.671373359999999642e-02,6.275286740000000085e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.731254479999999679e-02,6.268088880000000085e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.792743799999999776e-02,6.260697710000000527e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.850006040000000490e-02,6.253814650000000253e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.907562639999999754e-02,6.244724369999999913e-01,8.477999999999999980e-01,7.536000000000000476e-01
5.968753200000000148e-02,6.234239219999999637e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.027622360000000484e-02,6.224151839999999547e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.087503479999999828e-02,6.213891059999999689e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.148994800000000260e-02,6.203354370000000451e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.212501240000000563e-02,6.192472380000000332e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.268792880000000067e-02,6.183151049999999760e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.331251699999999871e-02,6.174045959999999722e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.387582840000000095e-02,6.165834140000000518e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.450000999999999651e-02,6.156734980000000412e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.506415759999999160e-02,6.148510980000000403e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.568752080000000992e-02,6.139423739999999574e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.625328599999999457e-02,6.131176160000000319e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.687500700000000020e-02,6.129549250000000393e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.743833839999999191e-02,6.131710329999999765e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.806252000000000135e-02,6.134104839999999781e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.862664759999999309e-02,6.136268980000000317e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.925001079999999754e-02,6.138660350000000321e-01,8.477999999999999980e-01,7.536000000000000476e-01
6.981579599999999941e-02,6.140830849999999730e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.043751299999999327e-02,6.143475000000000463e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.100041880000000638e-02,6.148225779999999530e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.162500700000000442e-02,6.153497150000000193e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.218833840000001001e-02,6.158251529999999585e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.281252000000000557e-02,6.163519469999999556e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.337664759999999731e-02,6.168280560000000134e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.400001080000000175e-02,6.173541590000000134e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.456292879999999734e-02,6.180584959999999572e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.518751700000000926e-02,6.191127690000000072e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.575082839999999762e-02,6.200636109999999590e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.637501000000000706e-02,6.211171979999999815e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.693915760000000215e-02,6.220694509999999955e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.756252079999999272e-02,6.231216569999999955e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.812828600000000512e-02,6.240766399999999603e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.875000299999999898e-02,6.249296290000000420e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.931292879999998768e-02,6.256782640000000395e-01,8.477999999999999980e-01,7.536000000000000476e-01
7.993751699999999960e-02,6.265089040000000331e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.050082840000000184e-02,6.272580519999999549e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.112500999999999740e-02,6.280881510000000389e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.168915759999999249e-02,6.288384110000000415e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.231251300000000382e-02,6.292868649999999731e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.287541880000000305e-02,6.289701460000000077e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.350000700000000109e-02,6.286187210000000469e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.406333839999999280e-02,6.283017629999999576e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.468752000000000224e-02,6.279505669999999595e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.525164759999999398e-02,6.276331600000000233e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.587501079999999842e-02,6.272824249999999768e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.643772400000000744e-02,6.272106450000000111e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.706251299999999416e-02,6.272266239999999549e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.762541879999999339e-02,6.272410200000000380e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.825000700000000531e-02,6.272569940000000122e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.881333839999999702e-02,6.272714010000000062e-01,8.477999999999999980e-01,7.536000000000000476e-01
8.943752000000000646e-02,6.272873650000000412e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.000011160000000177e-02,6.273035059999999552e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.062500099999999670e-02,6.273354690000000344e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.118772399999999778e-02,6.273642520000000111e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.181251299999999838e-02,6.273962100000000097e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.237541880000001149e-02,6.274250030000000367e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.300000699999999565e-02,6.274569500000000133e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.356333840000000124e-02,6.274857649999999731e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.418751100000000154e-02,6.278715150000000467e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.475021399999999927e-02,6.284759420000000096e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.537500299999999986e-02,6.291470590000000085e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.593792880000000245e-02,6.297517259999999562e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.656251700000000049e-02,6.304226280000000404e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.712582839999998885e-02,6.310277090000000477e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.775000999999999829e-02,6.316981729999999740e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.831262160000001082e-02,6.322307759999999943e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.893751099999999188e-02,6.328220930000000299e-01,8.477999999999999980e-01,7.536000000000000476e-01
9.950021400000000349e-02,6.333545649999999805e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.001250029999999902e-01,6.339457870000000383e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.006879289999999955e-01,6.344784700000000166e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.013125170000000047e-01,6.350695020000000079e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.018751119999999899e-01,6.353290719999999947e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.025000009999999934e-01,6.351213119999999934e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.030627240000000083e-01,6.349342209999999653e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.036875129999999950e-01,6.347264940000000299e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.042504190000000108e-01,6.345393419999999507e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.048750070000000062e-01,6.343316820000000078e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.054383379999999926e-01,6.341443879999999478e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.060625099999999987e-01,6.330584580000000461e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.066251120000000080e-01,6.318642100000000372e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.072500009999999976e-01,6.305377420000000122e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.078127239999999987e-01,6.293432350000000008e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.084375129999999993e-01,6.280169799999999469e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.090004190000000012e-01,6.268220860000000005e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.096250000000000002e-01,6.256755809999999807e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.101876219999999990e-01,6.251863539999999997e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.108125110000000024e-01,6.246429810000000415e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.113752140000000002e-01,6.241536829999999592e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.120000030000000008e-01,6.236103969999999830e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.125629289999999921e-01,6.231209049999999472e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.131875170000000014e-01,6.225777949999999894e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.137500600000000001e-01,6.223816840000000461e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.143750000000000044e-01,6.223497190000000234e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.149376219999999893e-01,6.223209410000000164e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.155625109999999928e-01,6.222889780000000481e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.161252140000000044e-01,6.222601949999999604e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.167500029999999911e-01,6.222282369999999618e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.173125700000000049e-01,6.222201739999999592e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.179375099999999954e-01,6.234188859999999499e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.185001119999999908e-01,6.244980270000000111e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.191250010000000081e-01,6.256966430000000523e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.196877239999999953e-01,6.267760159999999914e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.203125130000000098e-01,6.279744390000000509e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.208754189999999978e-01,6.290541630000000550e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.214999999999999969e-01,6.303184499999999746e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.220626220000000095e-01,6.315271300000000476e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.228125699999999959e-01,6.331382450000000439e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.236875110000000000e-01,6.350178800000000345e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.244440730000000161e-01,6.366432020000000191e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.251877240000000002e-01,6.382005619999999713e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.260625169999999851e-01,6.395429320000000084e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.268125129999999878e-01,6.406938009999999517e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.275756259999999975e-01,6.418647990000000414e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.283190730000000057e-01,6.430056170000000293e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.290322580000000108e-01,6.441000000000000059e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.297399479999999938e-01,6.449868589999999680e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.304375130000000049e-01,6.458610299999999471e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.311875110000000066e-01,6.468009089999999794e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.318750100000000147e-01,6.476624659999999922e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.325625260000000138e-01,6.485240429999999945e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.331875700000000051e-01,6.487804759999999948e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.338754189999999955e-01,6.481647659999999478e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.345657959999999875e-01,6.475467919999999822e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.352762240000000005e-01,6.469108700000000267e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.360052429999999979e-01,6.462583069999999763e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.367499999999999827e-01,6.455916560000000137e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.374012239999999885e-01,6.447841490000000286e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.381250009999999973e-01,6.438401080000000221e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.388125199999999948e-01,6.429433599999999638e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.394376219999999833e-01,6.421280240000000195e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.401875700000000113e-01,6.411498469999999950e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.408750160000000196e-01,6.402272890000000327e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.415625699999999987e-01,6.391722359999999492e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.422504189999999891e-01,6.381167319999999643e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.429407960000000088e-01,6.370573489999999950e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.436250030000000011e-01,6.360074329999999554e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.443125209999999992e-01,6.349524370000000362e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.450625100000000056e-01,6.341307099999999863e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.456875259999999839e-01,6.336991210000000319e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.463750600000000013e-01,6.332243610000000134e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.470629290000000089e-01,6.327493709999999494e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.477532860000000114e-01,6.322726619999999853e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.484637340000000139e-01,6.317820800000000236e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.491381159999999872e-01,6.316573779999999916e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.498125199999999768e-01,6.316056340000000269e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.505625170000000068e-01,6.315480909999999781e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.512500119999999892e-01,6.314953429999999868e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.519375450000000072e-01,6.314425919999999692e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.526250219999999991e-01,6.316132509999999867e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.533126219999999817e-01,6.327211289999999932e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.540625700000000098e-01,6.339294650000000253e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.547504190000000002e-01,6.350377440000000151e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.554274380000000011e-01,6.361285740000000022e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.561250030000000122e-01,6.372525079999999953e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.568125129999999867e-01,6.380982410000000105e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.575000109999999953e-01,6.387663850000000476e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.581875319999999918e-01,6.394345529999999611e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.589375260000000234e-01,6.401634339999999757e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.596250599999999853e-01,6.408316149999999656e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.603128050000000027e-01,6.414999999999999591e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.610002140000000026e-01,6.414472589999999919e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.616512239999999823e-01,6.413973099999999983e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.623802430000000074e-01,6.413413759999999630e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.631249999999999922e-01,6.412842340000000085e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.638125169999999908e-01,6.412314850000000455e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.645000070000000036e-01,6.413275779999999537e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.651875220000000033e-01,6.416440759999999521e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.658750350000000040e-01,6.419605720000000071e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.665627239999999953e-01,6.422771499999999634e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.673126220000000219e-01,6.426223650000000287e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.679506260000000195e-01,6.429160710000000334e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.686315630000000121e-01,6.434080709999999703e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.693649480000000151e-01,6.440082729999999644e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.700625129999999985e-01,6.445791610000000116e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.708125110000000002e-01,6.451929589999999548e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.715000100000000083e-01,6.457556079999999810e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.721875200000000106e-01,6.464254449999999874e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.728750159999999925e-01,6.474979899999999677e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.735625699999999993e-01,6.485706270000000107e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.741940730000000048e-01,6.495558179999999515e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.749274379999999907e-01,6.506999230000000134e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.756407289999999954e-01,6.518127099999999619e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.763256260000000131e-01,6.525191420000000520e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.770625099999999785e-01,6.529525950000000245e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.777500070000000154e-01,6.533569980000000221e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.784375219999999873e-01,6.537614120000000417e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.791875210000000163e-01,6.542025790000000063e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.798127240000000071e-01,6.545703400000000283e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.804407959999999866e-01,6.544818129999999679e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.811891579999999891e-01,6.543286980000000419e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.818881159999999886e-01,6.541856910000000136e-01,8.477999999999999980e-01,7.536000000000000476e-01
1.826250000000000095e-01,6.540349250000000447e-01,8.477999999999999980e-01,7.536000000000000476e-01
