wout,mag_flicker_0,mag_flicker_1,phase_flicker_0,phase_flicker_1
2.089296130854039757e-01,3.826715549385281889e+01,3.519971882739061186e+01,-3.246037805989763569e+02,-3.055453204351786667e+02
2.128139045982712363e-01,3.832124905347182420e+01,3.530711486218973505e+01,-3.250956007259149487e+02,-3.060261069807356193e+02
2.167704104819695166e-01,3.837403168989930435e+01,3.541320354174128937e+01,-3.255845135989389405e+02,-3.065102316114815721e+02
2.208004733018900378e-01,3.842551971786670606e+01,3.551796899204310876e+01,-3.260703873182096117e+02,-3.069975562105800577e+02
2.249054605835781873e-01,3.847573001146940186e+01,3.562139596617487314e+01,-3.265530946271576340e+02,-3.074879383829718336e+02
2.290867652767773488e-01,3.852467996707069631e+01,3.572346987955053521e+01,-3.270325130156750788e+02,-3.079812315999517409e+02
2.333458062281003331e-01,3.857238746588365075e+01,3.582417684423527504e+01,-3.275085248084475893e+02,-3.084772853584339600e+02
2.376840286624877230e-01,3.861887083638357154e+01,3.592350370216421140e+01,-3.279810172385638793e+02,-3.089759453546424766e+02
2.421029046736178914e-01,3.866414881669897596e+01,3.602143805710128532e+01,-3.284498825066160634e+02,-3.094770536718719995e+02
2.466039337234340045e-01,3.870824051712318692e+01,3.611796830517937451e+01,-3.289150178255684978e+02,-3.099804489818753837e+02
2.511886431509580686e-01,3.875116538288190782e+01,3.621308366386655564e+01,-3.293763254517393193e+02,-3.104859667593454446e+02
2.558585886905645479e-01,3.879294315728530762e+01,3.630677419920863258e+01,-3.298337127022940649e+02,-3.109934395088698693e+02
2.606153549998895258e-01,3.883359384538519521e+01,3.639903085120440096e+01,-3.302870919597052080e+02,-3.115026970036539637e+02
2.654605561975538763e-01,3.887313767824985433e+01,3.648984545717808459e+01,-3.307363806636748791e+02,-3.120135665352232195e+02
2.703958364108843271e-01,3.891159507796065498e+01,3.657921077302192003e+01,-3.311815012910622613e+02,-3.125258731732392334e+02
2.754228703338166273e-01,3.894898662342584572e+01,3.666712049219228930e+01,-3.316223813243875043e+02,-3.130394400344925998e+02
2.805433637951713077e-01,3.898533301709812093e+01,3.675356926235374999e+01,-3.320589532095169147e+02,-3.135540885600646561e+02
2.857590543374946557e-01,3.902065505267353984e+01,3.683855269957764733e+01,-3.324911543031546444e+02,-3.140696387995940881e+02
2.910717118066605269e-01,3.905497358384064910e+01,3.692206740001476106e+01,-3.329189268107847965e+02,-3.145859097015294310e+02
2.964831389524342220e-01,3.908830949413960099e+01,3.700411094897555131e+01,-3.333422177157209489e+02,-3.151027194082030292e+02
3.019951720402015982e-01,3.912068366798278163e+01,3.708468192736584967e+01,-3.337609786999263406e+02,-3.156198855545272295e+02
3.076096814740708063e-01,3.915211696287945387e+01,3.716377991544084125e+01,-3.341751660572720652e+02,-3.161372255690841371e+02
3.133285724315585385e-01,3.918263018289937349e+01,3.724140549385555232e+01,-3.345847405998970316e+02,-3.166545569763648587e+02
3.191537855100761711e-01,3.921224405340200292e+01,3.731756024200563360e+01,-3.349896675583307228e+02,-3.171716976989010846e+02
3.250872973854344039e-01,3.924097919705061344e+01,3.739224673366764051e+01,-3.353899164760263716e+02,-3.176884663580385677e+02
3.311311214825911065e-01,3.926885611112351171e+01,3.746546852996389276e+01,-3.357854610989434150e+02,-3.182046825721074015e+02
3.372873086588689118e-01,3.929589514612779766e+01,3.753723016969183135e+01,-3.361762792607989354e+02,-3.187201672507673607e+02
3.435579478998746494e-01,3.932211648571485796e+01,3.760753715707311073e+01,-3.365623527645909121e+02,-3.192347428843344801e+02
3.499451670283573179e-01,3.934754012789098709e+01,3.767639594699159034e+01,-3.369436672609751326e+02,-3.197482338269344950e+02
3.564511334262442932e-01,3.937218586751108518e+01,3.774381392780333044e+01,-3.373202121240541373e+02,-3.202604665723733888e+02
3.630780547701014105e-01,3.939607328003864239e+01,3.780979940181455135e+01,-3.376919803251135477e+02,-3.207712700216717963e+02
3.698281797802662751e-01,3.941922170655057300e+01,3.787436156353527394e+01,-3.380589683048123106e+02,-3.212804757412712888e+02
3.767037989839089884e-01,3.944165023996163910e+01,3.793751047582750857e+01,-3.384211758443115059e+02,-3.217879182109880958e+02
3.837072454922788589e-01,3.946337771243961612e+01,3.799925704407667837e+01,-3.387786059357935642e+02,-3.222934350608634304e+02
3.908408957924021099e-01,3.948442268397913324e+01,3.805961298852348307e+01,-3.391312646527995298e+02,-3.227968672961412153e+02
3.981071705534973137e-01,3.950480343209975587e+01,3.811859081490113965e+01,-3.394791610207820440e+02,-3.232980595096817069e+02
4.055085354483839444e-01,3.952453794263104925e+01,3.817620378352876997e+01,-3.398223068882444409e+02,-3.237968600812113209e+02
4.130475019901613809e-01,3.954364390154616871e+01,3.823246587701705579e+01,-3.401607167988069023e+02,-3.242931213628913270e+02
4.207266283844441901e-01,3.956213868780319842e+01,3.828739176674547906e+01,-3.404944078645147556e+02,-3.247866998507822700e+02
4.285485203974396251e-01,3.958003936715303439e+01,3.834099677827295949e+01,-3.408233996406755750e+02,-3.252774563418670368e+02
4.365158322401661573e-01,3.959736268687102978e+01,3.839329685584501561e+01,-3.411477140024859409e+02,-3.257652560763862084e+02
4.446312674691088040e-01,3.961412507136957828e+01,3.844430852615986538e+01,-3.414673750236822798e+02,-3.262499688653285830e+02
4.528975799036208949e-01,3.963034261864820706e+01,3.849404886155522831e+01,-3.417824088574266170e+02,-3.267314692030023480e+02
4.613175745603795286e-01,3.964603109753763022e+01,3.854253544277460719e+01,-3.420928436196129496e+02,-3.272096363646991790e+02
4.698941086052153548e-01,3.966120594569475344e+01,3.858978632146860122e+01,-3.423987092747581187e+02,-3.276843544895401124e+02
4.786300923226382564e-01,3.967588226830540066e+01,3.863581998258251815e+01,-3.427000375246186650e+02,-3.281555126486706513e+02
4.875284901033862806e-01,3.969007483745272680e+01,3.868065530677581876e+01,-3.429968616996550850e+02,-3.286230048990408363e+02
4.965923214503361049e-01,3.970379809210943023e+01,3.872431153301330653e+01,-3.432892166534450098e+02,-3.290867303230757557e+02
5.058246620031140450e-01,3.971706613871309344e+01,3.876680822146087735e+01,-3.435771386601289237e+02,-3.295465930545998958e+02
5.152286445817564342e-01,3.972989275228480466e+01,3.880816521681148856e+01,-3.438606653149545309e+02,-3.300025022914363717e+02
5.248074602497725394e-01,3.974229137805230749e+01,3.884840261215889257e+01,-3.441398354379702482e+02,-3.304543722951514724e+02
5.345643593969716667e-01,3.975427513354013342e+01,3.888754071352877872e+01,-3.444146889809031222e+02,-3.309021223784596941e+02
5.445026528424211643e-01,3.976585681109036585e+01,3.892560000516808572e+01,-3.446852669372431706e+02,-3.313456768808410402e+02
5.546257129579107437e-01,3.977704888077906276e+01,3.896260111568471984e+01,-3.449516112555425593e+02,-3.317849651329568132e+02
5.649369748123025392e-01,3.978786349369457298e+01,3.899856478512079860e+01,-3.452137647559285938e+02,-3.322199214104763882e+02
5.754399373371569260e-01,3.979831248554561540e+01,3.903351183303396965e+01,-3.454717710498156862e+02,-3.326504848779478039e+02
5.861381645140287810e-01,3.980840738056797079e+01,3.906746312765206852e+01,-3.457256744627949274e+02,-3.330765995233611534e+02
5.970352865838368661e-01,3.981815939570064700e+01,3.910043955615792299e+01,-3.459755199606698284e+02,-3.334982140840654097e+02
