wout,mag_flicker_0,mag_flicker_1,phase_flicker_0,phase_flicker_1
6.081350012787178905e-01,3.982757944500313840e+01,3.913246199615237941e+01,-3.462213530785988382e+02,-3.339152819647032402e+02
6.194410750767814777e-01,3.983667814428736165e+01,3.916355128833537691e+01,-3.464632198532993925e+02,-3.343277611478309836e+02
6.309573444801933606e-01,3.984546581593895809e+01,3.919372821043661759e+01,-3.467011667582605696e+02,-3.347356140978865255e+02
6.426877173170196800e-01,3.985395249390401773e+01,3.922301345241997694e+01,-3.469352406419085924e+02,-3.351388076591615572e+02
6.546361740672750340e-01,3.986214792881892066e+01,3.925142759297811068e+01,-3.471654886686616237e+02,-3.355373129484235619e+02
6.668067692136222524e-01,3.987006159326190868e+01,3.927899107732693551e+01,-3.473919582628089415e+02,-3.359311052428183189e+02
6.792036326171846383e-01,3.987770268710666244e+01,3.930572419630307479e+01,-3.476146970551452569e+02,-3.363201638636686539e+02
6.918309709189366385e-01,3.988508014295926785e+01,3.933164706676127764e+01,-3.478337528322877574e+02,-3.367044720567621994e+02
7.046930689671468961e-01,3.989220263166106406e+01,3.935677961326297236e+01,-3.480491734886018662e+02,-3.370840168697042714e+02
7.177942912713618506e-01,3.989907856784125784e+01,3.938114155104238279e+01,-3.482610069806601700e+02,-3.374587890268832666e+02
7.311390834834176067e-01,3.990571611550430475e+01,3.940475237023130717e+01,-3.484693012841561313e+02,-3.378287828025751196e+02
7.447319739059892196e-01,3.991212319363783934e+01,3.942763132131992876e+01,-3.486741043531956734e+02,-3.381939958926851091e+02
7.585775750291839925e-01,3.991830748182850641e+01,3.944979740182679961e+01,-3.488754640818872303e+02,-3.385544292855981894e+02
7.726805850957025879e-01,3.992427642587353631e+01,3.947126934414808375e+01,-3.490734282681511900e+02,-3.389100871325828166e+02
7.870457896950989740e-01,3.993003724337724236e+01,3.949206560455293413e+01,-3.492680445796705158e+02,-3.392609766181634541e+02
8.016780633876793294e-01,3.993559692932226568e+01,3.951220435328953329e+01,-3.494593605219041024e+02,-3.396071078308489746e+02
8.165823713585927957e-01,3.994096226160649366e+01,3.953170346576408178e+01,-3.496474234080847623e+02,-3.399484936345780852e+02
8.317637711026708569e-01,3.994613980653714691e+01,3.955058051475322145e+01,-3.498322803311248208e+02,-3.402851495412109557e+02
8.472274141405963244e-01,3.995113592427449589e+01,3.956885276360920045e+01,-3.500139781373547407e+02,-3.406170935843732082e+02
8.629785477669702498e-01,3.995595677421838587e+01,3.958653716041561665e+01,-3.501925634020183224e+02,-3.409443461949285279e+02
8.790225168308842818e-01,3.996060832033129628e+01,3.960365033305124172e+01,-3.503680824064529133e+02,-3.412669300783305175e+02
8.953647655495936553e-01,3.996509633639252712e+01,3.962020858511851884e+01,-3.505405811168815831e+02,-3.415848700940802019e+02
9.120108393559096527e-01,3.996942641117845341e+01,3.963622789269354030e+01,-3.507101051647481427e+02,-3.418981931374898409e+02
9.289663867799362595e-01,3.997360395356466967e+01,3.965172390185387741e+01,-3.508766998285257728e+02,-3.422069280239310842e+02
9.462371613657929448e-01,3.997763419754609515e+01,3.966671192694134618e+01,-3.510404100169328103e+02,-3.425111053757221384e+02
9.638290236239704933e-01,3.998152220717181393e+01,3.968120694951677052e+01,-3.512012802534910065e+02,-3.428107575117889496e+02
9.817479430199843593e-01,3.998527288139177216e+01,3.969522361796479260e+01,-3.513593546623628185e+02,-3.431059183402130088e+02
1.000000000000000000e+00,3.998889095881295219e+01,3.970877624770727010e+01,-3.515146769554068555e+02,-3.433966232537620158e+02
1.018591388054116864e+00,3.999238102236301984e+01,3.972187882198495146e+01,-3.516672904203918506e+02,-3.436829090284788890e+02
1.037528415818012695e+00,3.999574750385981048e+01,3.973454499316779476e+01,-3.518172379103128264e+02,-3.439648137253899449e+02
1.056817509213658468e+00,3.999899468848542483e+01,3.974678808455586676e+01,-3.519645618337527821e+02,-3.442423765953777774e+02
1.076465213629834938e+00,4.000212671916389695e+01,3.975862109263347577e+01,-3.521093041462373208e+02,-3.445156379872472598e+02
1.096478196143185091e+00,4.000514760084180210e+01,3.977005668974086205e+01,-3.522515063425302628e+02,-3.447846392590030291e+02
1.116863247780561119e+00,4.000806120467152738e+01,3.978110722712882819e+01,-3.523912094498214742e+02,-3.450494226923430006e+02
1.137627285823431089e+00,4.001087127209677874e+01,3.979178473836319085e+01,-3.525284540217573408e+02,-3.453100314103606934e+02
1.158777356155126226e+00,4.001358141884072950e+01,3.980210094304717927e+01,-3.526632801332702911e+02,-3.455665092984401099e+02
1.180320635651729733e+00,4.001619513879687418e+01,3.981206725083164599e+01,-3.527957273761614942e+02,-3.458189009283172481e+02
1.202264434617413169e+00,4.001871580782312776e+01,3.982169476568383004e+01,-3.529258348553950100e+02,-3.460672514852746531e+02
1.224616199265048833e+00,4.002114668743980985e+01,3.983099429038743722e+01,-3.530536411860632597e+02,-3.463116066984255781e+02
1.247383514242943248e+00,4.002349092843238765e+01,3.983997633124766935e+01,-3.531791844909845395e+02,-3.465520127740418275e+02
1.270574105208541971e+00,4.002575157435969544e+01,3.984865110297671720e+01,-3.533025023988952285e+02,-3.467885163318694595e+02
1.294195841449986339e+00,4.002793156496898774e+01,3.985702853373613408e+01,-3.534236320432015077e+02,-3.470211643443742560e+02
1.318256738556407237e+00,4.003003373951871424e+01,3.986511827031427657e+01,-3.535426100612567097e+02,-3.472500040788531805e+02
1.342764961137864255e+00,4.003206084001045895e+01,3.987292968341801469e+01,-3.536594725941308752e+02,-3.474750830423444086e+02
1.367728825595849518e+00,4.003401551433131544e+01,3.988047187305935637e+01,-3.537742552868432426e+02,-3.476964489292663529e+02
1.393156802945303863e+00,4.003590031930815485e+01,3.988775367401882477e+01,-3.538869932890262930e+02,-3.479141495717118460e+02
1.419057521689092605e+00,4.003771772367522885e+01,3.989478366136864906e+01,-3.539977212559941222e+02,-3.481282328923232967e+02
1.445439770745927888e+00,4.003947011095674213e+01,3.990157015603996626e+01,-3.541064733501889350e+02,-3.483387468596719714e+02
1.472312502432719494e+00,4.004115978226582229e+01,3.990812123041938264e+01,-3.542132832429781502e+02,-3.485457394460638056e+02
1.499684835502373748e+00,4.004278895902174185e+01,3.991444471396133764e+01,-3.543181841167804009e+02,-3.487492585876934186e+02
1.527566058238073232e+00,4.004435978558684894e+01,3.992054819880367234e+01,-3.544212086674947955e+02,-3.489493521470673159e+02
1.555965631605074950e+00,4.004587433182496170e+01,3.992643904537483479e+01,-3.545223891072138258e+02,-3.491460678776173268e+02
1.584893192461114264e+00,4.004733459558303110e+01,3.993212438798212816e+01,-3.546217571671969608e+02,-3.493394533904264563e+02
1.614358556826487101e+00,4.004874250509758582e+01,3.993761114037125282e+01,-3.547193441010867900e+02,-3.495295561229876284e+02
1.644371723214932413e+00,4.005009992132789876e+01,3.994290600124824664e+01,-3.548151806883483346e+02,-3.497164233099189801e+02
1.674942876026438210e+00,4.005140864021740299e+01,3.994801545975572310e+01,-3.549092972379133926e+02,-3.499001019555591370e+02
1.706082389003124256e+00,4.005267039488526137e+01,3.995294580089612424e+01,-3.550017235920137182e+02,-3.500806388083658476e+02
1.737800828749376247e+00,4.005388685774970980e+01,3.995770311089537330e+01,-3.550924891301868911e+02,-3.502580803370457829e+02
1.770108958317422099e+00,4.005505964258488660e+01,3.996229328250095847e+01,-3.551816227734395284e+02,-3.504324727083413222e+02
1.803017740859569784e+00,4.005619030651284618e+01,3.996672202020921105e+01,-3.552691529885540831e+02,-3.506038617664037247e+02
1.836538343348347313e+00,4.005728035193259018e+01,3.997099484541707426e+01,-3.553551077925252457e+02,-3.507722930136827699e+02
1.870682140365801827e+00,4.005833122838750882e+01,3.997511710149417041e+01,-3.554395147571134999e+02,-3.509378115932659625e+02
1.905460717963248340e+00,4.005934433437314368e+01,3.997909395877162808e+01,-3.555224010135038952e+02,-3.511004622725997706e+02
1.940885877592779529e+00,4.006032101908674292e+01,3.998293041944450721e+01,-3.556037932570584417e+02,-3.512602894285304274e+02
1.976969640111861937e+00,4.006126258412034247e+01,3.998663132238512929e+01,-3.556837177521521767e+02,-3.514173370335998356e+02
2.013724249862389293e+00,4.006217028509873046e+01,3.999020134786513125e+01,-3.557622003370811399e+02,-3.515716486435386514e+02
2.051162178825564730e+00,4.006304533326421335e+01,3.999364502218433159e+01,-3.558392664290353764e+02,-3.517232673858956105e+02
2.089296130854038758e+00,4.006388889700929923e+01,3.999696672220491678e+01,-3.559149410291257141e+02,-3.518722359497484149e+02
2.128139045982711419e+00,4.006470210335913151e+01,4.000017067978983931e+01,-3.559892487274569248e+02,-3.520185965764397338e+02
2.167704104819693889e+00,4.006548603940497344e+01,4.000326098614451098e+01,-3.560622137082400513e+02,-3.521623910512878979e+02
2.208004733018899213e+00,4.006624175369022112e+01,4.000624159606133645e+01,-3.561338597549353153e+02,-3.523036606962186852e+02
2.249054605835780318e+00,4.006697025755034502e+01,4.000911633206663254e+01,-3.562042102554189569e+02,-3.524424463632716993e+02
2.290867652767772267e+00,4.006767252640826626e+01,4.001188888847004677e+01,-3.562732882071688891e+02,-3.525787884289329099e+02
2.333458062281001943e+00,4.006834950102626181e+01,4.001456283531646818e+01,-3.563411162224611530e+02,-3.527127267892486771e+02
2.376840286624875898e+00,4.006900208871599744e+01,4.001714162224096327e+01,-3.564077165335723976e+02,-3.528443008556774316e+02
2.421029046736177470e+00,4.006963116450781115e+01,4.001962858222703545e+01,-3.564731109979837811e+02,-3.529735495516378592e+02
2.466039337234338547e+00,4.007023757228051153e+01,4.002202693526921706e+01,-3.565373211035800978e+02,-3.531005113097131130e+02
2.511886431509579687e+00,4.007082212585308412e+01,4.002433979194058367e+01,-3.566003679738404344e+02,-3.532252240694737679e+02
2.558585886905645257e+00,4.007138561003918653e+01,4.002657015686622088e+01,-3.566622723730151847e+02,-3.533477252758814871e+02
2.606153549998895258e+00,4.007192878166599570e+01,4.002872093210392990e+01,-3.567230547112870340e+02,-3.534680518782399758e+02
2.654605561975539096e+00,4.007245237055820297e+01,4.003079492043310950e+01,-3.567827350499102863e+02,-3.535862403296586081e+02
2.703958364108843160e+00,4.007295708048843608e+01,4.003279482855325000e+01,-3.568413331063261467e+02,-3.537023265869976285e+02
2.754228703338166273e+00,4.007344359009515244e+01,4.003472327019348853e+01,-3.568988682592512873e+02,-3.538163461112638970e+02
2.805433637951713077e+00,4.007391255376908390e+01,4.003658276913448333e+01,-3.569553595537352635e+02,-3.539283338684285809e+02
2.857590543374946446e+00,4.007436460250914223e+01,4.003837576214426974e+01,-3.570108257061854715e+02,-3.540383243306387158e+02
2.910717118066604936e+00,4.007480034474891539e+01,4.004010460182961850e+01,-3.570652851093566937e+02,-3.541463514777968840e+02
2.964831389524342331e+00,4.007522036715464253e+01,4.004177155940445942e+01,-3.571187558373024444e+02,-3.542524487994832043e+02
3.019951720402016537e+00,4.007562523539554178e+01,4.004337882737709720e+01,-3.571712556502867528e+02,-3.543566492971966113e+02
3.076096814740707952e+00,4.007601549488758508e+01,4.004492852215780374e+01,-3.572228019996542798e+02,-3.544589854868917769e+02
3.133285724315585608e+00,4.007639167151135950e+01,4.004642268658851378e+01,-3.572734120326565517e+02,-3.545594894017911543e+02
3.191537855100761600e+00,4.007675427230508092e+01,4.004786329239634313e+01,-3.573231025972336852e+02,-3.546581925954511121e+02
3.250872973854344039e+00,4.007710378613349889e+01,4.004925224257267047e+01,-3.573718902467487624e+02,-3.547551261450628317e+02
3.311311214825911176e+00,4.007744068433342477e+01,4.005059137367943123e+01,-3.574197912446753094e+02,-3.548503206549698348e+02
3.372873086588688896e+00,4.007776542133682085e+01,4.005188245808439262e+01,-3.574668215692349236e+02,-3.549438062603843491e+02
3.435579478998746605e+00,4.007807843527207581e+01,4.005312720612727162e+01,-3.575129969179857312e+02,-3.550356126312864262e+02
3.499451670283573623e+00,4.007838014854431208e+01,4.005432726821803158e+01,-3.575583327123590607e+02,-3.551257689764898942e+02
3.564511334262442599e+00,4.007867096839524379e+01,4.005548423686964554e+01,-3.576028441021454682e+02,-3.552143040478605940e+02
3.630780547701013994e+00,4.007895128744355162e+01,4.005659964866637779e+01,-3.576465459699271605e+02,-3.553012461446727457e+02
3.698281797802662751e+00,4.007922148420620090e+01,4.005767498616981470e+01,-3.576894529354584051e+02,-3.553866231180901991e+02
3.767037989839089107e+00,4.007948192360149164e+01,4.005871167976395242e+01,-3.577315793599919402e+02,-3.554704623757606328e+02
3.837072454922788811e+00,4.007973295743427400e+01,4.005971110944118152e+01,-3.577729393505515532e+02,-3.555527908865101949e+02
3.908408957924021099e+00,4.007997492486435220e+01,4.006067460653065382e+01,-3.578135467641504306e+02,-3.556336351851283553e+02
3.981071705534973137e+00,4.008020815285802740e+01,4.006160345537074363e+01,-3.578534152119547116e+02,-3.557130213772314846e+02
4.055085354483838778e+00,4.008043295662400851e+01,4.006249889492707439e+01,-3.578925580633931531e+02,-3.557909751441964659e+02
4.130475019901614253e+00,4.008064964003377639e+01,4.006336212035775191e+01,-3.579309884502105774e+02,-3.558675217481542177e+02
4.207266283844441901e+00,4.008085849602708350e+01,4.006419428452726805e+01,-3.579687192704677727e+02,-3.559426860370351733e+02
4.285485203974396029e+00,4.008105980700318582e+01,4.006499649947055985e+01,-3.580057631924855173e+02,-3.560164924496572780e+02
4.365158322401661017e+00,4.008125384519815526e+01,4.006576983780868062e+01,-3.580421326587343742e+02,-3.560889650208508783e+02
4.446312674691088596e+00,4.008144087304885517e+01,4.006651533411759658e+01,-3.580778398896690078e+02,-3.561601273866114070e+02
4.528975799036208727e+00,4.008162114354397687e+01,4.006723398625138088e+01,-3.581128968875085548e+02,-3.562300027892734988e+02
4.613175745603795619e+00,4.008179490056267014e+01,4.006792675662132552e+01,-3.581473154399621421e+02,-3.562986140827018176e+02
4.698941086052156102e+00,4.008196237920110860e+01,4.006859457343211517e+01,-3.581811071239001762e+02,-3.563659837374898416e+02
4.786300923226384896e+00,4.008212380608745917e+01,4.006923833187663320e+01,-3.582142833089716873e+02,-3.564321338461642199e+02
4.875284901033865026e+00,4.008227939968562481e+01,4.006985889529038047e+01,-3.582468551611680709e+02,-3.564970861283867976e+02
4.965923214503362715e+00,4.008242937058827238e+01,4.007045709626705587e+01,-3.582788336463334531e+02,-3.565608619361511842e+02
5.058246620031142449e+00,4.008257392179926626e+01,4.007103373773623645e+01,-3.583102295336217367e+02,-3.566234822589693181e+02
5.152286445817567007e+00,4.008271324900624677e+01,4.007158959400456411e+01,-3.583410533989015789e+02,-3.566849677290425120e+02
5.248074602497728947e+00,4.008284754084326096e+01,4.007212541176151177e+01,-3.583713156281085048e+02,-3.567453386264149344e+02
5.345643593969718665e+00,4.008297697914428426e+01,4.007264191105073081e+01,-3.584010264205458043e+02,-3.568046148841044101e+02
5.445026528424214085e+00,4.008310173918742692e+01,4.007313978620835826e+01,-3.584301957921335315e+02,-3.568628160932082665e+02
5.546257129579109879e+00,4.008322198993062813e+01,4.007361970676907958e+01,-3.584588335786070274e+02,-3.569199615079804175e+02
5.649369748123028501e+00,4.008333789423885918e+01,4.007408231834106971e+01,-3.584869494386647375e+02,-3.569760700508772402e+02
5.754399373371572146e+00,4.008344960910319799e+01,4.007452824345095621e+01,-3.585145528570664624e+02,-3.570311603175696291e+02
5.861381645140290253e+00,4.008355728585205213e+01,4.007495808235955081e+01,-3.585416531476815862e+02,-3.570852505819184444e+02
5.970352865838371770e+00,4.008366107035490700e+01,4.007537241384943627e+01,-3.585682594564891588e+02,-3.571383588009115897e+02
6.081350012787182457e+00,4.008376110321869845e+01,4.007577179598542472e+01,-3.585943807645290349e+02,-3.571905026195605615e+02
6.194410750767818108e+00,4.008385751997721513e+01,4.007615676684850570e+01,-3.586200258908053797e+02,-3.572416993757543082e+02
6.309573444801936937e+00,4.008395045127365819e+01,4.007652784524446332e+01,-3.586452034951432211e+02,-3.572919661050693776e+02
6.426877173170199242e+00,4.008404002303677061e+01,4.007688553138780208e+01,-3.586699220809976509e+02,-3.573413195455338496e+02
6.546361740672747231e+00,4.008412635665047219e+01,4.007723030756186233e+01,-3.586941899982174959e+02,-3.573897761423446013e+02
6.668067692136218305e+00,4.008420956911767519e+01,4.007756263875600666e+01,-3.587180154457630579e+02,-3.574373520525366530e+02
6.792036326171842830e+00,4.008428977321793241e+01,4.007788297328044536e+01,-3.587414064743787776e+02,-3.574840631496023775e+02
6.918309709189361278e+00,4.008436707765966389e+01,4.007819174335964618e+01,-3.587643709892218453e+02,-3.575299250280607453e+02
7.046930689671467185e+00,4.008444158722680584e+01,4.007848936570503895e+01,-3.587869167524468139e+02,-3.575749530079757506e+02
7.177942912713614732e+00,4.008451340292020149e+01,4.007877624206749090e+01,-3.588090513857464998e+02,-3.576191621394220306e+02
7.311390834834172736e+00,4.008458262209398981e+01,4.007905275977057613e+01,-3.588307823728508197e+02,-3.576625672068984159e+02
7.447319739059887311e+00,4.008464933858700618e+01,4.007931929222496592e+01,-3.588521170619832787e+02,-3.577051827336883321e+02
7.585775750291835706e+00,4.008471364284950056e+01,4.007957619942487071e+01,-3.588730626682756224e+02,-3.577470229861660869e+02
7.726805850957020994e+00,4.008477562206530109e+01,4.007982382842692459e+01,-3.588936262761420721e+02,-3.577881019780493830e+02
7.870457896950984633e+00,4.008483536026965055e+01,4.008006251381220864e+01,-3.589138148416129752e+02,-3.578284334745976594e+02
8.016780633876789963e+00,4.008489293846264445e+01,4.008029257813200275e+01,-3.589336351946282093e+02,-3.578680309967551807e+02
8.165823713585922405e+00,4.008494843471878255e+01,4.008051433233779903e+01,-3.589530940412924451e+02,-3.579069078252400686e+02
8.317637711026709013e+00,4.008500192429242759e+01,4.008072807619608824e+01,-3.589721979660904481e+02,-3.579450770045781951e+02
8.472274141405963022e+00,4.008505347971959054e+01,4.008093409868858714e+01,-3.589909534340653749e+02,-3.579825513470816531e+02
8.629785477669701166e+00,4.008510317091594999e+01,4.008113267839812011e+01,-3.590093667929590424e+02,-3.580193434367733403e+02
8.790225168308841930e+00,4.008515106527141114e+01,4.008132408388103585e+01,-3.590274442753154176e+02,-3.580554656332554941e+02
8.953647655495936775e+00,4.008519722774124716e+01,4.008150857402624467e+01,-3.590451920005476154e+02,-3.580909300755245113e+02
9.120108393559096527e+00,4.008524172093394355e+01,4.008168639840165071e+01,-3.590626159769693686e+02,-3.581257486857306844e+02
9.289663867799362151e+00,4.008528460519590908e+01,4.008185779758824907e+01,-3.590797221037906297e+02,-3.581599331728835409e+02
9.462371613657929004e+00,4.008532593869308158e+01,4.008202300350228597e+01,-3.590965161730791806e+02,-3.581934950365030659e+02
9.638290236239704711e+00,4.008536577748969165e+01,4.008218223970608562e+01,-3.591130038716875106e+02,-3.582264455702173223e+02
9.817479430199844259e+00,4.008540417562406333e+01,4.008233572170772163e+01,-3.591291907831463845e+02,-3.582587958653059559e+02
1.000000000000000000e+01,4.008544118518177868e+01,4.008248365725006579e+01,-3.591450823895250437e+02,-3.582905568141910067e+02
1.018591388054116997e+01,4.008547685636620628e+01,4.008262624658958373e+01,-3.591606840732591195e+02,-3.583217391138747985e+02
1.037528415818012739e+01,4.008551123756640067e+01,4.008276368276509061e+01,-3.591760011189460329e+02,-3.583523532693244533e+02
1.056817509213658468e+01,4.008554437542266413e+01,4.008289615185702814e+01,-3.591910387151093573e+02,-3.583824095968058714e+02
1.076465213629835027e+01,4.008557631488965711e+01,4.008302383323744777e+01,-3.592058019559317472e+02,-3.584119182271646196e+02
1.096478196143185180e+01,4.008560709929729171e+01,4.008314689981104806e+01,-3.592202958429576825e+02,-3.584408891090565703e+02
1.116863247780561252e+01,4.008563677040939410e+01,4.008326551824768558e+01,-3.592345252867658019e+02,-3.584693320121272109e+02
1.137627285823431045e+01,4.008566536848029926e+01,4.008337984920649433e+01,-3.592484951086120191e+02,-3.584972565301413283e+02
1.158777356155126270e+01,4.008569293230930697e+01,4.008349004755201861e+01,-3.592622100420431934e+02,-3.585246720840623311e+02
1.180320635651730043e+01,4.008571949929331879e+01,4.008359626256268626e+01,-3.592756747344829478e+02,-3.585515879250827993e+02
1.202264434617413080e+01,4.008574510547740033e+01,4.008369863813170753e+01,-3.592888937487882117e+02,-3.585780131376059785e+02
1.224616199265048877e+01,4.008576978560371629e+01,4.008379731296085424e+01,-3.593018715647796739e+02,-3.586039566421795257e+02
1.247383514242943292e+01,4.008579357315853287e+01,4.008389242074733971e+01,-3.593146125807434146e+02,-3.586294271983816202e+02
1.270574105208542015e+01,4.008581650041760724e+01,4.008398409036391996e+01,-3.593271211149071291e+02,-3.586544334076592691e+02
1.294195841449986339e+01,4.008583859848989306e+01,4.008407244603258590e+01,-3.593394014068893512e+02,-3.586789837161210812e+02
1.318256738556407370e+01,4.008585989735976796e+01,4.008415760749201695e+01,-3.593514576191233232e+02,-3.587030864172837141e+02
1.342764961137864255e+01,4.008588042592759848e+01,4.008423969015908739e+01,-3.593632938382550037e+02,-3.587267496547725045e+02
1.367728825595849429e+01,4.008590021204894782e+01,4.008431880528448232e+01,-3.593749140765162338e+02,-3.587499814249783867e+02
1.393156802945303774e+01,4.008591928257229142e+01,4.008439506010282116e+01,-3.593863222730739722e+02,-3.587727895796693360e+02
1.419057521689092560e+01,4.008593766337544650e+01,4.008446855797733122e+01,-3.593975222953546336e+02,-3.587951818285591230e+02
1.445439770745928065e+01,4.008595537940066578e+01,4.008453939853937698e+01,-3.594085179403448933e+02,-3.588171657418322411e+02
1.472312502432719405e+01,4.008597245468834558e+01,4.008460767782295164e+01,-3.594193129358697547e+02,-3.588387487526275095e+02
1.499684835502373836e+01,4.008598891240975348e+01,4.008467348839432276e+01,-3.594299109418469129e+02,-3.588599381594783040e+02
1.527566058238073232e+01,4.008600477489834191e+01,4.008473691947707351e+01,-3.594403155515194044e+02,-3.588807411287124864e+02
1.555965631605075039e+01,4.008602006368008119e+01,4.008479805707260368e+01,-3.594505302926654622e+02,-3.589011646968115770e+02
1.584893192461114175e+01,4.008603479950259896e+01,4.008485698407631048e+01,-3.594605586287872825e+02,-3.589212157727290560e+02
1.614358556826486790e+01,4.008604900236335311e+01,4.008491378038959851e+01,-3.594704039602776220e+02,-3.589409011401698990e+02
1.644371723214932501e+01,4.008606269153673907e+01,4.008496852302788227e+01,-3.594800696255665571e+02,-3.589602274598306622e+02
1.674942876026438299e+01,4.008607588560019508e+01,4.008502128622468064e+01,-3.594895589022464719e+02,-3.589792012716013119e+02
1.706082389003124433e+01,4.008608860245944072e+01,4.008507214153191711e+01,-3.594988750081777198e+02,-3.589978289967287992e+02
1.737800828749376336e+01,4.008610085937272061e+01,4.008512115791674546e+01,-3.595080211025735935e+02,-3.590161169399443679e+02
1.770108958317421965e+01,4.008611267297422387e+01,4.008516840185475871e+01,-3.595170002870666508e+02,-3.590340712915526069e+02
1.803017740859569784e+01,4.008612405929664391e+01,4.008521393741987993e+01,-3.595258156067546906e+02,-3.590516981294857715e+02
1.836538343348347269e+01,4.008613503379292808e+01,4.008525782637110524e+01,-3.595344700512290501e+02,-3.590690034213216677e+02
1.870682140365801516e+01,4.008614561135721743e+01,4.008530012823595001e+01,-3.595429665555835754e+02,-3.590859930262666353e+02
1.905460717963248385e+01,4.008615580634505449e+01,4.008534090039106701e+01,-3.595513080014055731e+02,-3.591026726971040262e+02
1.940885877592779352e+01,4.008616563259288768e+01,4.008538019813985898e+01,-3.595594972177490831e+02,-3.591190480821089750e+02
1.976969640111861892e+01,4.008617510343678703e+01,4.008541807478731300e+01,-3.595675369820901324e+02,-3.591351247269292912e+02
2.013724249862389470e+01,4.008618423173057010e+01,4.008545458171213483e+01,-3.595754300212655039e+02,-3.591509080764333248e+02
2.051162178825566684e+01,4.008619302986321031e+01,4.008548976843633938e+01,-3.595831790123934866e+02,-3.591664034765265114e+02
2.089296130854040356e+01,4.008620150977567675e+01,4.008552368269221944e+01,-3.595907865837788222e+02,-3.591816161759346073e+02
2.128139045982713284e+01,4.008620968297709908e+01,4.008555637048705478e+01,-3.595982553158009978e+02,-3.591965513279563993e+02
2.167704104819694422e+01,4.008621756056041363e+01,4.008558787616532015e+01,-3.596055877417865076e+02,-3.592112139921854350e+02
2.208004733018899302e+01,4.008622515321737012e+01,4.008561824246879013e+01,-3.596127863488651428e+02,-3.592256091362015127e+02
2.249054605835780407e+01,4.008623247125307643e+01,4.008564751059439146e+01,-3.596198535788110462e+02,-3.592397416372319299e+02
2.290867652767772356e+01,4.008623952459995365e+01,4.008567572025003756e+01,-3.596267918288683632e+02,-3.592536162837837423e+02
2.333458062281001943e+01,4.008624632283123645e+01,4.008570290970833128e+01,-3.596336034525619425e+02,-3.592672377772470327e+02
2.376840286624875986e+01,4.008625287517392621e+01,4.008572911585851273e+01,-3.596402907604935990e+02,-3.592806107334697003e+02
2.421029046736177293e+01,4.008625919052134634e+01,4.008575437425633226e+01,-3.596468560211236536e+02,-3.592937396843043985e+02
2.466039337234338547e+01,4.008626527744517176e+01,4.008577871917231050e+01,-3.596533014615382058e+02,-3.593066290791280153e+02
2.511886431509579509e+01,4.008627114420710313e+01,4.008580218363807290e+01,-3.596596292682029343e+02,-3.593192832863340982e+02
2.558585886905645168e+01,4.008627679877001526e+01,4.008582479949120625e+01,-3.596658415877028574e+02,-3.593317065947991296e+02
2.606153549998894903e+01,4.008628224880884261e+01,4.008584659741833889e+01,-3.596719405274689052e+02,-3.593439032153215180e+02
2.654605561975538564e+01,4.008628750172092481e+01,4.008586760699672169e+01,-3.596779281564909638e+02,-3.593558772820365448e+02
2.703958364108843426e+01,4.008629256463605373e+01,4.008588785673435240e+01,-3.596838065060184704e+02,-3.593676328538051052e+02
2.754228703338166184e+01,4.008629744442618659e+01,4.008590737410857230e+01,-3.596895775702479341e+02,-3.593791739155774394e+02
2.805433637951713166e+01,4.008630214771473277e+01,4.008592618560334131e+01,-3.596952433069978952e+02,-3.593905043797334997e+02
2.857590543374946179e+01,4.008630668088557059e+01,4.008594431674510616e+01,-3.597008056383722305e+02,-3.594016280873983078e+02
2.910717118066605025e+01,4.008631105009166617e+01,4.008596179213741095e+01,-3.597062664514104426e+02,-3.594125488097342895e+02
2.964831389524342242e+01,4.008631526126347211e+01,4.008597863549429263e+01,-3.597116275987271479e+02,-3.594232702492107023e+02
3.019951720402016093e+01,4.008631932011694943e+01,4.008599486967234782e+01,-3.597168908991391731e+02,-3.594337960408495292e+02
3.076096814740708041e+01,4.008632323216132676e+01,4.008601051670176219e+01,-3.597220581382817386e+02,-3.594441297534499427e+02
3.133285724315585696e+01,4.008632700270656812e+01,4.008602559781621721e+01,-3.597271310692129873e+02,-3.594542748907899750e+02
3.191537855100761334e+01,4.008633063687060627e+01,4.008604013348160322e+01,-3.597321114130081696e+02,-3.594642348928074398e+02
3.250872973854343684e+01,4.008633413958627045e+01,4.008605414342383710e+01,-3.597370008593424586e+02,-3.594740131367587423e+02
3.311311214825911264e+01,4.008633751560795133e+01,4.008606764665556454e+01,-3.597418010670633635e+02,-3.594836129383576235e+02
3.372873086588688807e+01,4.008634076951813086e+01,4.008608066150194560e+01,-3.597465136647526833e+02,-3.594930375528930426e+02
3.435579478998746339e+01,4.008634390573349293e+01,4.008609320562555922e+01,-3.597511402512782865e+02,-3.595022901763269374e+02
3.499451670283573179e+01,4.008634692851104120e+01,4.008610529605025619e+01,-3.597556823963361126e+02,-3.595113739463723732e+02
3.564511334262442688e+01,4.008634984195375495e+01,4.008611694918435830e+01,-3.597601416409817716e+02,-3.595202919435521380e+02
3.630780547701014171e+01,4.008635265001625925e+01,4.008612818084282026e+01,-3.597645194981527084e+02,-3.595290471922383517e+02
3.698281797802662396e+01,4.008635535651011139e+01,4.008613900626872351e+01,-3.597688174531812706e+02,-3.595376426616733738e+02
3.767037989839089107e+01,4.008635796510904470e+01,4.008614944015394599e+01,-3.597730369642976598e+02,-3.595460812669718962e+02
