wout,mag_total_0,mag_total_1,phase_total_0,phase_total_1
3.499451670283573179e+01,3.999991715845813900e+01,3.999967550230680047e+01,-1.797948126835911182e+02,-1.795480610423443579e+02
3.564511334262442688e+01,3.999991998637766955e+01,3.999968707077463392e+01,-1.798000894298968717e+02,-1.795578411344504275e+02
3.630780547701014171e+01,3.999992270568639441e+01,3.999969821450522289e+01,-1.798052983442332220e+02,-1.795674712196493488e+02
3.698281797802662396e+01,3.999992532007539126e+01,3.999970894862230608e+01,-1.798104411939345937e+02,-1.795769545640413867e+02
3.767037989839089107e+01,3.999992783309335920e+01,3.999971928769381435e+01,-1.798155197239291283e+02,-1.795862943840236596e+02
3.837072454922788012e+01,3.999993024815138654e+01,3.999972924575163091e+01,-1.798205356573298275e+02,-1.795954938473766731e+02
3.908408957924021365e+01,3.999993256852761903e+01,3.999973883631064808e+01,-1.798254906960188464e+02,-1.796045560743346243e+02
3.981071705534973404e+01,3.999993479737166524e+01,3.999974807238707086e+01,-1.798303865212242272e+02,-1.796134841386398193e+02
4.055085354483838955e+01,3.999993693770891667e+01,3.999975696651609525e+01,-1.798352247940902657e+02,-1.796222810685816000e+02
4.130475019901614786e+01,3.999993899244462625e+01,3.999976553076889729e+01,-1.798400071562403468e+02,-1.796309498480199238e+02
4.207266283844441546e+01,3.999994096436783764e+01,3.999977377676899692e+01,-1.798447352303336686e+02,-1.796394934173943341e+02
4.285485203974396740e+01,3.999994285615522216e+01,3.999978171570808883e+01,-1.798494106206153447e+02,-1.796479146747181233e+02
4.365158322401661195e+01,3.999994467037464574e+01,3.999978935836112015e+01,-1.798540349134604810e+02,-1.796562164765584555e+02
4.446312674691088773e+01,3.999994640948872870e+01,3.999979671510101298e+01,-1.798586096779120567e+02,-1.796644016390025342e+02
4.528975799036209082e+01,3.999994807585810008e+01,3.999980379591264779e+01,-1.798631364662128078e+02,-1.796724729386102126e+02
4.613175745603795264e+01,3.999994967174469451e+01,3.999981061040649166e+01,-1.798676168143318250e+02,-1.796804331133533310e+02
4.698941086052155924e+01,3.999995119931474363e+01,3.999981716783155150e+01,-1.798720522424852106e+02,-1.796882848635422931e+02
4.786300923226384896e+01,3.999995266064176036e+01,3.999982347708800745e+01,-1.798764442556517622e+02,-1.796960308527395682e+02
4.875284901033865026e+01,3.999995405770934553e+01,3.999982954673922819e+01,-1.798807943440833981e+02,-1.797036737086614266e+02
4.965923214503362715e+01,3.999995539241387377e+01,3.999983538502340963e+01,-1.798851039838102395e+02,-1.797112160240671415e+02
5.058246620031141561e+01,3.999995666656705851e+01,3.999984099986473751e+01,-1.798893746371416569e+02,-1.797186603576367645e+02
5.152286445817566829e+01,3.999995788189843893e+01,3.999984639888418769e+01,-1.798936077531618025e+02,-1.797260092348373064e+02
5.248074602497728591e+01,3.999995904005771052e+01,3.999985158940978636e+01,-1.798978047682213912e+02,-1.797332651487778321e+02
5.345643593969719376e+01,3.999996014261696331e+01,3.999985657848664999e+01,-1.799019671064246495e+02,-1.797404305610535573e+02
5.445026528424213552e+01,3.999996119107279213e+01,3.999986137288644272e+01,-1.799060961801123995e+02,-1.797475079025794571e+02
5.546257129579110057e+01,3.999996218684839278e+01,3.999986597911664887e+01,-1.799101933903412203e+02,-1.797544995744136429e+02
5.649369748123028501e+01,3.999996313129542358e+01,3.999987040342935529e+01,-1.799142601273584603e+02,-1.797614079485704224e+02
5.754399373371572324e+01,3.999996402569588838e+01,3.999987465182975654e+01,-1.799182977710739522e+02,-1.797682353688237811e+02
5.861381645140290431e+01,3.999996487126384892e+01,3.999987873008428352e+01,-1.799223076915279478e+02,-1.797749841515013429e+02
5.970352865838371770e+01,3.999996566914708040e+01,3.999988264372844782e+01,-1.799262912493560123e+02,-1.797816565862690936e+02
6.081350012787182635e+01,3.999996642042864181e+01,3.999988639807434510e+01,-1.799302497962504219e+02,-1.797882549369070375e+02
6.194410750767818286e+01,3.999996712612831828e+01,3.999988999821788127e+01,-1.799341846754187202e+02,-1.797947814420761858e+02
6.309573444801936404e+01,3.999996778720404222e+01,3.999989344904563637e+01,-1.799380972220392891e+02,-1.798012383160771606e+02
6.426877173170200308e+01,3.999996840455316516e+01,3.999989675524155786e+01,-1.799419887637143631e+02,-1.798076277496004423e+02
6.546361740672753626e+01,3.999996897901367277e+01,3.999989992129328442e+01,-1.799458606209204277e+02,-1.798139519104688304e+02
6.668067692136224878e+01,3.999996951136535017e+01,3.999990295149822828e+01,-1.799497141074559181e+02,-1.798202129443719741e+02
6.792036326171850646e+01,3.999997000233081224e+01,3.999990584996944420e+01,-1.799535505308872985e+02,-1.798264129755937404e+02
6.918309709189362877e+01,3.999997045257650541e+01,3.999990862064115760e+01,-1.799573711929922126e+02,-1.798325541077320224e+02
7.046930689671467007e+01,3.999997086271360303e+01,3.999991126727414326e+01,-1.799611773902012999e+02,-1.798386384244119256e+02
7.177942912713615442e+01,3.999997123329882243e+01,3.999991379346083420e+01,-1.799649704140380493e+02,-1.798446679899918195e+02
7.311390834834172381e+01,3.999997156483519234e+01,3.999991620263016756e+01,-1.799687515515569203e+02,-1.798506448502632793e+02
7.447319739059888377e+01,3.999997185777276343e+01,3.999991849805223865e+01,-1.799725220857797012e+02,-1.798565710331445757e+02
7.585775750291836061e+01,3.999997211250916251e+01,3.999992068284278446e+01,-1.799762832961312427e+02,-1.798624485493680538e+02
7.726805850957020994e+01,3.999997232939017522e+01,3.999992275996734747e+01,-1.799800364588731725e+02,-1.798682793931618846e+02
7.870457896950985344e+01,3.999997250871019361e+01,3.999992473224536127e+01,-1.799837828475367871e+02,-1.798740655429262461e+02
8.016780633876788897e+01,3.999997265071263541e+01,3.999992660235390929e+01,-1.799875237333554594e+02,-1.798798089619038478e+02
8.165823713585920984e+01,3.999997275559025667e+01,3.999992837283144098e+01,-1.799912603856955400e+02,-1.798855115988457953e+02
8.317637711026708303e+01,3.999997282348540750e+01,3.999993004608113978e+01,-1.799949940724872306e+02,-1.798911753886723091e+02
8.472274141405962666e+01,3.999997285449026663e+01,3.999993162437423422e+01,-1.799987260606547181e+02,-1.798968022531286977e+02
8.629785477669700811e+01,3.999997284864691238e+01,3.999993310985306039e+01,-1.800024576165457972e+02,-1.799023941014371530e+02
8.790225168308842285e+01,3.999997280594741511e+01,3.999993450453396804e+01,-1.800061900063616633e+02,-1.799079528309439979e+02
8.953647655495937840e+01,3.999997272633380874e+01,3.999993581031007039e+01,-1.800099244965864784e+02,-1.799134803277632670e+02
9.120108393559097237e+01,3.999997260969803392e+01,3.999993702895379499e+01,-1.800136623544168799e+02,-1.799189784674160251e+02
9.289663867799363572e+01,3.999997245588175332e+01,3.999993816211931374e+01,-1.800174048481920011e+02,-1.799244491154667571e+02
9.462371613657930425e+01,3.999997226467618816e+01,3.999993921134474562e+01,-1.800211532478238894e+02,-1.799298941281557518e+02
9.638290236239704711e+01,3.999997203582179139e+01,3.999994017805430957e+01,-1.800249088252279535e+02,-1.799353153530286704e+02
9.817479430199843193e+01,3.999997176900790663e+01,3.999994106356019330e+01,-1.800286728547548023e+02,-1.799407146295632174e+02
1.000000000000000000e+02,3.999997146387235603e+01,3.999994186906435800e+01,-1.800324466136224544e+02,-1.799460937897929114e+02
1.018591388054116891e+02,3.999997112000095711e+01,3.999994259566020105e+01,-1.800362313823496265e+02,-1.799514546589283839e+02
1.037528415818012633e+02,3.999997073692692595e+01,3.999994324433398418e+01,-1.800400284451901314e+02,-1.799567990559765178e+02
1.056817509213658610e+02,3.999997031413026605e+01,3.999994381596620485e+01,-1.800438390905685822e+02,-1.799621287943573122e+02
1.076465213629834778e+02,3.999996985103707914e+01,3.999994431133278994e+01,-1.800476646115175470e+02,-1.799674456825188997e+02
1.096478196143185215e+02,3.999996934701876228e+01,3.999994473110614734e+01,-1.800515063061159822e+02,-1.799727515245509153e+02
1.116863247780561181e+02,3.999996880139114097e+01,3.999994507585606129e+01,-1.800553654779299109e+02,-1.799780481207965295e+02
1.137627285823431009e+02,3.999996821341358810e+01,3.999994534605050944e+01,-1.800592434364543237e+02,-1.799833372684628046e+02
1.158777356155126341e+02,3.999996758228796523e+01,3.999994554205623842e+01,-1.800631414975576376e+02,-1.799886207622305676e+02
1.180320635651729759e+02,3.999996690715757808e+01,3.999994566413930386e+01,-1.800670609839279166e+02,-1.799939003948628908e+02
1.202264434617412974e+02,3.999996618710601126e+01,3.999994571246542563e+01,-1.800710032255217641e+02,-1.799991779578132025e+02
1.224616199265048948e+02,3.999996542115583509e+01,3.999994568710020104e+01,-1.800749695600151767e+02,-1.800044552418329431e+02
1.247383514242943221e+02,3.999996460826737632e+01,3.999994558800919009e+01,-1.800789613332576096e+02,-1.800097340375791362e+02
1.270574105208541908e+02,3.999996374733719762e+01,3.999994541505789414e+01,-1.800829798997283149e+02,-1.800150161362212771e+02
1.294195841449986233e+02,3.999996283719666224e+01,3.999994516801155697e+01,-1.800870266229958645e+02,-1.800203033300493018e+02
1.318256738556407299e+02,3.999996187661034242e+01,3.999994484653483084e+01,-1.800911028761807415e+02,-1.800255974130812433e+02
1.342764961137864077e+02,3.999996086427434960e+01,3.999994445019135014e+01,-1.800952100424208879e+02,-1.800309001816718251e+02
1.367728825595849571e+02,3.999995979881452257e+01,3.999994397844312743e+01,-1.800993495153411459e+02,-1.800362134351217378e+02
1.393156802945303525e+02,3.999995867878460132e+01,3.999994343064982161e+01,-1.801035226995257688e+02,-1.800415389762878249e+02
1.419057521689092596e+02,3.999995750266426597e+01,3.999994280606784258e+01,-1.801077310109949394e+02,-1.800468786121946323e+02
1.445439770745927888e+02,3.999995626885704070e+01,3.999994210384942050e+01,-1.801119758776848698e+02,-1.800522341546472944e+02
1.472312502432719441e+02,3.999995497568816916e+01,3.999994132304135519e+01,-1.801162587399324480e+02,-1.800576074208460398e+02
1.499684835502374085e+02,3.999995362140228394e+01,3.999994046258380109e+01,-1.801205810509633238e+02,-1.800630002340024021e+02
1.527566058238073197e+02,3.999995220416111152e+01,3.999993952130877517e+01,-1.801249442773852252e+02,-1.800684144239577620e+02
1.555965631605075146e+02,3.999995072204087165e+01,3.999993849793861500e+01,-1.801293498996849962e+02,-1.800738518278037930e+02
1.584893192461114211e+02,3.999994917302976205e+01,3.999993739108421664e+01,-1.801337994127308946e+02,-1.800793142905054935e+02
1.614358556826487074e+02,3.999994755502514465e+01,3.999993619924315169e+01,-1.801382943262794640e+02,-1.800848036655269766e+02
1.644371723214932786e+02,3.999994586583077449e+01,3.999993492079763513e+01,-1.801428361654876369e+02,-1.800903218154600722e+02
1.674942876026438228e+02,3.999994410315375148e+01,3.999993355401234396e+01,-1.801474264714297533e+02,-1.800958706126558582e+02
1.706082389003124433e+02,3.999994226460143665e+01,3.999993209703202979e+01,-1.801520668016203786e+02,-1.801014519398596576e+02
1.737800828749376478e+02,3.999994034767820494e+01,3.999993054787901769e+01,-1.801567587305422933e+02,-1.801070676908495898e+02
1.770108958317422037e+02,3.999993834978204887e+01,3.999992890445052751e+01,-1.801615038501803951e+02,-1.801127197710786731e+02
1.803017740859569926e+02,3.999993626820107551e+01,3.999992716451581742e+01,-1.801663037705615977e+02,-1.801184100983209646e+02
1.836538343348347553e+02,3.999993410010976902e+01,3.999992532571314285e+01,-1.801711601203006126e+02,-1.801241406033218482e+02
1.870682140365801729e+02,3.999993184256521772e+01,3.999992338554656612e+01,-1.801760745471522966e+02,-1.801299132304528428e+02
1.905460717963248385e+02,3.999992949250308527e+01,3.999992134138258137e+01,-1.801810487185701106e+02,-1.801357299383706163e+02
1.940885877592779707e+02,3.999992704673345401e+01,3.999991919044649080e+01,-1.801860843222715971e+02,-1.801415927006813433e+02
1.976969640111861963e+02,3.999992450193650484e+01,3.999991692981869562e+01,-1.801911830668105097e+02,-1.801475035066096950e+02
2.013724249862389399e+02,3.999992185465800532e+01,3.999991455643070992e+01,-1.801963466821559336e+02,-1.801534643616733717e+02
2.051162178825566684e+02,3.999991910130462713e+01,3.999991206706098268e+01,-1.802015769202788817e+02,-1.801594772883628650e+02
2.089296130854040712e+02,3.999991623813907182e+01,3.999990945833055633e+01,-1.802068755557459951e+02,-1.801655443268272165e+02
2.128139045982713355e+02,3.999991326127497615e+01,3.999990672669844827e+01,-1.802122443863212311e+02,-1.801716675355656037e+02
2.167704104819696340e+02,3.999991016667167543e+01,3.999990386845686885e+01,-1.802176852335749686e+02,-1.801778489921251492e+02
2.208004733018901504e+02,3.999990695012867548e+01,3.999990087972619079e+01,-1.802231999435016974e+02,-1.801840907938050691e+02
2.249054605835782752e+02,3.999990360728000383e+01,3.999989775644965562e+01,-1.802287903871453523e+02,-1.801903950583676135e+02
2.290867652767774700e+02,3.999990013358823404e+01,3.999989449438790245e+01,-1.802344584612336007e+02,-1.801967639247557997e+02
2.333458062281004572e+02,3.999989652433836795e+01,3.999989108911320557e+01,-1.802402060888204289e+02,-1.802031995538184503e+02
2.376840286624878331e+02,3.999989277463140525e+01,3.999988753600344182e+01,-1.802460352199379940e+02,-1.802097041290423647e+02
2.421029046736180135e+02,3.999988887937771409e+01,3.999988383023585925e+01,-1.802519478322571729e+02,-1.802162798572922782e+02
2.466039337234341247e+02,3.999988483329013178e+01,3.999987996678049740e+01,-1.802579459317576038e+02,-1.802229289695588363e+02
2.511886431509582280e+02,3.999988063087675982e+01,3.999987594039337324e+01,-1.802640315534075626e+02,-1.802296537217143566e+02
2.558585886905647726e+02,3.999987626643354588e+01,3.999987174560936865e+01,-1.802702067618529895e+02,-1.802364563952772016e+02
2.606153549998897461e+02,3.999987173403651752e+01,3.999986737673482651e+01,-1.802764736521171756e+02,-1.802433392981849067e+02
2.654605561975541832e+02,3.999986702753374601e+01,3.999986282783979874e+01,-1.802828343503102815e+02,-1.802503047655757769e+02
2.703958364108846126e+02,3.999986214053703293e+01,3.999985809274998871e+01,-1.802892910143494021e+02,-1.802573551605801754e+02
2.754228703338168884e+02,3.999985706641318473e+01,3.999985316503844501e+01,-1.802958458346894304e+02,-1.802644928751208511e+02
2.805433637951716150e+02,3.999985179827505988e+01,3.999984803801675071e+01,-1.803025010350650064e+02,-1.802717203307230136e+02
2.857590543374949448e+02,3.999984632897219683e+01,3.999984270472600656e+01,-1.803092588732431523e+02,-1.802790399793346126e+02
2.910717118066608009e+02,3.999984065108112929e+01,3.999983715792737371e+01,-1.803161216417880723e+02,-1.802864543041565071e+02
2.964831389524345582e+02,3.999983475689528944e+01,3.999983139009223265e+01,-1.803230916688370939e+02,-1.802939658204834075e+02
3.019951720402019077e+02,3.999982863841457004e+01,3.999982539339199406e+01,-1.803301713188890574e+02,-1.803015770765554464e+02
3.076096814740711238e+02,3.999982228733448153e+01,3.999981915968746904e+01,-1.803373629936043017e+02,-1.803092906544209768e+02
3.133285724315588823e+02,3.999981569503484735e+01,3.999981268051781313e+01,-1.803446691326178666e+02,-1.803171091708105109e+02
3.191537855100764887e+02,3.999980885256814389e+01,3.999980594708907944e+01,-1.803520922143650580e+02,-1.803250352780226251e+02
3.250872973854347379e+02,3.999980175064734311e+01,3.999979895026223176e+01,-1.803596347569200020e+02,-1.803330716648214320e+02
3.311311214825913680e+02,3.999979437963331463e+01,3.999979168054081669e+01,-1.803672993188476710e+02,-1.803412210573465870e+02
3.372873086588692217e+02,3.999978672952175174e+01,3.999978412805801753e+01,-1.803750885000696087e+02,-1.803494862200357431e+02
3.435579478998749892e+02,3.999977878992958580e+01,3.999977628256328899e+01,-1.803830049427432130e+02,-1.803578699565597958e+02
3.499451670283576732e+02,3.999977055008092464e+01,3.999976813340847315e+01,-1.803910513321556266e+02,-1.803663751107714006e+02
3.564511334262446667e+02,3.999976199879241534e+01,3.999975966953332573e+01,-1.803992303976316123e+02,-1.803750045676669060e+02
3.630780547701017440e+02,3.999975312445807418e+01,3.999975087945052366e+01,-1.804075449134565474e+02,-1.803837612543618718e+02
3.698281797802666233e+02,3.999974391503354809e+01,3.999974175123008280e+01,-1.804159976998144828e+02,-1.803926481410812528e+02
3.767037989839092802e+02,3.999973435801977928e+01,3.999973227248315766e+01,-1.804245916237413496e+02,-1.804016682421632538e+02
3.837072454922792417e+02,3.999972444044603037e+01,3.999972243034527963e+01,-1.804333296000940550e+02,-1.804108246170786458e+02
3.908408957924024776e+02,3.999971414885231979e+01,3.999971221145884925e+01,-1.804422145925354926e+02,-1.804201203714647193e+02
3.981071705534977241e+02,3.999970346927113241e+01,3.999970160195505287e+01,-1.804512496145359819e+02,-1.804295586581748978e+02
4.055085354483843503e+02,3.999969238720851195e+01,3.999969058743505457e+01,-1.804604377303912486e+02,-1.804391426783440124e+02
4.130475019901610381e+02,3.999968088762435769e+01,3.999967915295044207e+01,-1.804697820562574009e+02,-1.804488756824698044e+02
4.207266283844437567e+02,3.999966895491208163e+01,3.999966728298299046e+01,-1.804792857612034425e+02,-1.804587609715108272e+02
4.285485203974392334e+02,3.999965657287736320e+01,3.999965496142355903e+01,-1.804889520682811508e+02,-1.804688018980012316e+02
4.365158322401656505e+02,3.999964372471627172e+01,3.999964217155031321e+01,-1.804987842556130317e+02,-1.804790018671827454e+02
4.446312674691083657e+02,3.999963039299242240e+01,3.999962889600597293e+01,-1.805087856574990326e+02,-1.804893643381541892e+02
4.528975799036204535e+02,3.999961655961333662e+01,3.999961511677432924e+01,-1.805189596655412743e+02,-1.804998928250388417e+02
4.613175745603790574e+02,3.999960220580593528e+01,3.999960081515581578e+01,-1.805293097297885367e+02,-1.805105908981704204e+02
4.698941086052150808e+02,3.999958731209105167e+01,3.999958597174209274e+01,-1.805398393598997870e+02,-1.805214621852973949e+02
4.786300923226380064e+02,3.999957185825702766e+01,3.999957056638979225e+01,-1.805505521263277160e+02,-1.805325103728066836e+02
4.875284901033859910e+02,3.999955582333232229e+01,3.999955457819316962e+01,-1.805614516615224261e+02,-1.805437392069664497e+02
4.965923214503357599e+02,3.999953918555704746e+01,3.999953798545577399e+01,-1.805725416611556682e+02,-1.805551524951892759e+02
5.058246620031137581e+02,3.999952192235348747e+01,3.999952076566104608e+01,-1.805838258853662808e+02,-1.805667541073151767e+02
5.152286445817561571e+02,3.999950401029550306e+01,3.999950289544175064e+01,-1.805953081600264909e+02,-1.805785479769155586e+02
5.248074602497722481e+02,3.999948542507674176e+01,3.999948435054832885e+01,-1.806069923780307249e+02,-1.805905381026180976e+02
5.345643593969713265e+02,3.999946614147769708e+01,3.999946510581602155e+01,-1.806188825006059915e+02,-1.806027285494533317e+02
5.445026528424208436e+02,3.999944613333153143e+01,3.999944513513074185e+01,-1.806309825586450870e+02,-1.806151234502229102e+02
5.546257129579104230e+02,3.999942537348861293e+01,3.999942441139371851e+01,-1.806432966540628797e+02,-1.806277270068906091e+02
5.649369748123021964e+02,3.999940383377969511e+01,3.999940290648470409e+01,-1.806558289611759562e+02,-1.806405434919957713e+02
5.754399373371566071e+02,3.999938148497775359e+01,3.999938059122391820e+01,-1.806685837281062277e+02,-1.806535772500903363e+02
5.861381645140285173e+02,3.999935829675837340e+01,3.999935743533248456e+01,-1.806815652782085238e+02,-1.806668326991991762e+02
5.970352865838366370e+02,3.999933423765866536e+01,3.999933340739137577e+01,-1.806947780115235673e+02,-1.806803143323050449e+02
6.081350012787175956e+02,3.999930927503459088e+01,3.999930847479888030e+01,-1.807082264062555055e+02,-1.806940267188578275e+02
6.194410750767812033e+02,3.999928337501679465e+01,3.999928260372638533e+01,-1.807219150202753326e+02,-1.807079745063088865e+02
6.309573444801930009e+02,3.999925650246466091e+01,3.999925575907258235e+01,-1.807358484926508027e+02,-1.807221624216712144e+02
6.426877173170194055e+02,3.999922862091872844e+01,3.999922790441586073e+01,-1.807500315452021482e+02,-1.807365952731052232e+02
6.546361740672747374e+02,3.999919969255130070e+01,3.999919900196503164e+01,-1.807644689840856245e+02,-1.807512779515313639e+02
6.668067692136219193e+02,3.999916967811518020e+01,3.999916901250809076e+01,-1.807791657014040823e+02,-1.807662154322697177e+02
6.792036326171842120e+02,3.999913853689054832e+01,3.999913789535911235e+01,-1.807941266768458775e+02,-1.807814127767068442e+02
6.918309709189362593e+02,3.999910622662977744e+01,3.999910560830316086e+01,-1.808093569793520317e+02,-1.807968751339909090e+02
7.046930689671467007e+02,3.999907270350024646e+01,3.999907210753910647e+01,-1.808248617688126387e+02,-1.808126077427551763e+02
7.177942912713615442e+02,3.999903792202496788e+01,3.999903734762031604e+01,-1.808406462977925742e+02,-1.808286159328704912e+02
7.311390834834173802e+02,3.999900183502100504e+01,3.999900128139312727e+01,-1.808567159132874451e+02,-1.808449051272274630e+02
7.447319739059888661e+02,3.999896439353560140e+01,3.999896385993298509e+01,-1.808730760585098949e+02,-1.808614808435484633e+02
7.585775750291835493e+02,3.999892554677992962e+01,3.999892503247824038e+01,-1.808897322747070007e+02,-1.808783486962304323e+02
7.726805850957022130e+02,3.999888524206030382e+01,3.999888474636140501e+01,-1.809066902030094752e+02,-1.808955143982186371e+02
7.870457896950985059e+02,3.999884342470687670e+01,3.999884294693789144e+01,-1.809239555863125304e+02,-1.809129837629123188e+02
8.016780633876788897e+02,3.999880003799966488e+01,3.999879957751205239e+01,-1.809415342711899086e+02,-1.809307627061022004e+02
8.165823713585922405e+02,3.999875502309178898e+01,3.999875457926045641e+01,-1.809594322098406849e+02,-1.809488572479412198e+02
8.317637711026708303e+02,3.999870831892983603e+01,3.999870789115231418e+01,-1.809776554620702882e+02,-1.809672735149480900e+02
8.472274141405963519e+02,3.999865986217128722e+01,3.999865944986689215e+01,-1.809962101973051176e+02,-1.809860177420451350e+02
8.629785477669702232e+02,3.999860958709882652e+01,3.999860918970788504e+01,-1.810151026966428844e+02,-1.810050962746303185e+02
8.790225168308842285e+02,3.999855742553145177e+01,3.999855704251452693e+01,-1.810343393549375435e+02,-1.810245155706844571e+02
8.953647655495936988e+02,3.999850330673228882e+01,3.999850293756946229e+01,-1.810539266829209737e+02,-1.810442822029138767e+02
9.120108393559096385e+02,3.999844715731291700e+01,3.999844680150307141e+01,-1.810738713093604701e+02,-1.810644028609293628e+02
9.289663867799363288e+02,3.999838890113419154e+01,3.999838855819433547e+01,-1.810941799832540084e+02,-1.810848843534618027e+02
9.462371613657928719e+02,3.999832845920330016e+01,3.999832812866790732e+01,-1.811148595760629689e+02,-1.811057336106150899e+02
9.638290236239706701e+02,3.999826574956698977e+01,3.999826543098738796e+01,-1.811359170839829176e+02,-1.811269576861572261e+02
9.817479430199844046e+02,3.999820068720087818e+01,3.999820038014460977e+01,-1.811573596302538363e+02,-1.811485637598495941e+02
9.999999999999998863e+02,3.999813318389451666e+01,3.999813288794477018e+01,-1.811791944675092338e+02,-1.811705591398156230e+02
1.018591388054117033e+03,3.999806314813228170e+01,3.999806286288732338e+01,-1.812014289801657867e+02,-1.811929512649490164e+02
1.037528415818012718e+03,3.999799048496975473e+01,3.999799021004238853e+01,-1.812240706868532811e+02,-1.812157477073623681e+02
1.056817509213658468e+03,3.999791509590552607e+01,3.999791483092255362e+01,-1.812471272428861937e+02,-1.812389561748766482e+02
1.076465213629835034e+03,3.999783687874821680e+01,3.999783662334993295e+01,-1.812706064427767103e+02,-1.812625845135522695e+02
1.096478196143185187e+03,3.999775572747852692e+01,3.999775548131825076e+01,-1.812945162227903779e+02,-1.812866407102621906e+02
1.116863247780561096e+03,3.999767153210619597e+01,3.999767129484977346e+01,-1.813188646635450425e+02,-1.813111328953079351e+02
1.137627285823431066e+03,3.999758417852157777e+01,3.999758394984694831e+01,-1.813436599926529311e+02,-1.813360693450785845e+02
1.158777356155126199e+03,3.999749354834172976e+01,3.999749332793849277e+01,-1.813689105874073846e+02,-1.813614584847540527e+02
1.180320635651729845e+03,3.999739951875079669e+01,3.999739930631975682e+01,-1.813946249775142405e+02,-1.813873088910527258e+02
1.202264434617413144e+03,3.999730196233439017e+01,3.999730175758718076e+01,-1.814208118478686345e+02,-1.814136292950242080e+02
1.224616199265048863e+03,3.999720074690784344e+01,3.999720054956654991e+01,-1.814474800413778439e+02,-1.814404285848878260e+02
1.247383514242943193e+03,3.999709573533816354e+01,3.999709554513489707e+01,-1.814746385618305737e+02,-1.814677158089173759e+02
1.270574105208541823e+03,3.999698678535921914e+01,3.999698660203578982e+01,-1.815022965768138192e+02,-1.814955001783728505e+02
1.294195841449986347e+03,3.999687374938016404e+01,3.999687357268771848e+01,-1.815304634206768810e+02,-1.815237910704796036e+02
1.318256738556407527e+03,3.999675647428675518e+01,3.999675630398544257e+01,-1.815591485975440378e+02,-1.815525980314552612e+02
1.342764961137864248e+03,3.999663480123524550e+01,3.999663463709389788e+01,-1.815883617843761044e+02,-1.815819307795857469e+02
1.367728825595849457e+03,3.999650856543866695e+01,3.999650840723447942e+01,-1.816181128340811313e+02,-1.816117992083499360e+02
1.393156802945303525e+03,3.999637759594519082e+01,3.999637744346340185e+01,-1.816484117786752392e+02,-1.816422133895942466e+02
1.419057521689092709e+03,3.999624171540826012e+01,3.999624156844188860e+01,-1.816792688324936762e+02,-1.816731835767573955e+02
1.445439770745927945e+03,3.999610073984822378e+01,3.999610059819776353e+01,-1.817106943954532596e+02,-1.817047202081457442e+02
1.472312502432719384e+03,3.999595447840512463e+01,3.999595434187830278e+01,-1.817426990563656943e+02,-1.817368339102599180e+02
1.499684835502373971e+03,3.999580273308237821e+01,3.999580260149386390e+01,-1.817752935963032428e+02,-1.817695355011732943e+02
1.527566058238073538e+03,3.999564529848095162e+01,3.999564517165212152e+01,-1.818084889920165779e+02,-1.818028359939621907e+02
1.555965631605075032e+03,3.999548196152370139e+01,3.999548183928239098e+01,-1.818422964194054430e+02,-1.818367466001891444e+02
1.584893192461113813e+03,3.999531250116956471e+01,3.999531238334984806e+01,-1.818767272570427735e+02,-1.818712787334387428e+02
1.614358556826486847e+03,3.999513668811718503e+01,3.999513657455911897e+01,-1.819117930897519670e+02,-1.819064440129071158e+02
1.644371723214932672e+03,3.999495428449759515e+01,3.999495417504702743e+01,-1.819475057122385806e+02,-1.819422542670451719e+02
1.674942876026437943e+03,3.999476504355557438e+01,3.999476493806395183e+01,-1.819838771327760014e+02,-1.819787215372558933e+02
1.706082389003124263e+03,3.999456870931933139e+01,3.999456860764343702e+01,-1.820209195769461132e+02,-1.820158580816457459e+02
1.737800828749376251e+03,3.999436501625786633e+01,3.999436491825969142e+01,-1.820586454914343051e+02,-1.820536763788312555e+02
1.770108958317422321e+03,3.999415368892593392e+01,3.999415359447245066e+01,-1.820970675478799876e+02,-1.820921891318002395e+02
1.803017740859569813e+03,3.999393444159579047e+01,3.999393435055878143e+01,-1.821361986467822476e+02,-1.821314092718278346e+02
1.836538343348347325e+03,3.999370697787551876e+01,3.999370689013139923e+01,-1.821760519214609815e+02,-1.821713499624483461e+02
1.870682140365801615e+03,3.999347099031325570e+01,3.999347090574293162e+01,-1.822166407420733947e+02,-1.822120246034819502e+02
1.905460717963248271e+03,3.999322615998703156e+01,3.999322607847570055e+01,-1.822579787196862640e+02,-1.822534468351169608e+02
1.940885877592779025e+03,3.999297215607946043e+01,3.999297207751646965e+01,-1.823000797104037645e+02,-1.822956305420474905e+02
1.976969640111861963e+03,3.999270863543692656e+01,3.999270855971563776e+01,-1.823429578195505485e+02,-1.823385898576663919e+02
2.013724249862389570e+03,3.999243524211264855e+01,3.999243516913026752e+01,-1.823866274059104455e+02,-1.823823391683133934e+02
2.051162178825566571e+03,3.999215160689302451e+01,3.999215153655049448e+01,-1.824311030860203289e+02,-1.824268931175782313e+02
2.089296130854040712e+03,3.999185734680678195e+01,3.999185727900859888e+01,-1.824763997385186656e+02,-1.824722666106585791e+02
2.128139045982713469e+03,3.999155206461604450e+01,3.999155199927020021e+01,-1.825225325085488350e+02,-1.825184748187722050e+02
2.167704104819696113e+03,3.999123534828913762e+01,3.999123528530691374e+01,-1.825695168122165626e+02,-1.825655331836232449e+02
