wout,mag_total_0,mag_total_1,phase_total_0,phase_total_1
5.546257129579107437e-01,3.969058996673217621e+01,3.887604788954418211e+01,-1.647981155737967640e+02,-1.514773171058794787e+02
5.649369748123025392e-01,3.970140571675880636e+01,3.891201610739238248e+01,-1.650630949488779606e+02,-1.519179127630261235e+02
5.754399373371569260e-01,3.971185580458922715e+01,3.894696753920009513e+01,-1.653238759914683840e+02,-1.523540131368511936e+02
5.861381645140287810e-01,3.972195175594694661e+01,3.898092305914551758e+01,-1.655805039686663349e+02,-1.527855640937782198e+02
5.970352865838368661e-01,3.973170478920482651e+01,3.901390356014666594e+01,-1.658330247707559408e+02,-1.532125162154765974e+02
6.081350012787178905e-01,3.974112581980439529e+01,3.904592992533213192e+01,-1.660814848406635633e+02,-1.536348247174214237e+02
6.194410750767814777e-01,3.975022546488959563e+01,3.907702300072965329e+01,-1.663259311064693406e+02,-1.540524493601263032e+02
6.309573444801933606e-01,3.975901404812989881e+01,3.910720356920407426e+01,-1.665664109169229334e+02,-1.544653543537140195e+02
6.426877173170196800e-01,3.976750160470881923e+01,3.913649232566864100e+01,-1.668029719799050099e+02,-1.548735082564797949e+02
6.546361740672750340e-01,3.977569788645536875e+01,3.916490985358640131e+01,-1.670356623037739894e+02,-1.552768838680940462e+02
6.668067692136222524e-01,3.978361236709729809e+01,3.919247660277112288e+01,-1.672645301415316510e+02,-1.556754581180752268e+02
6.792036326171846383e-01,3.979125424761621588e+01,3.921921286849097044e+01,-1.674896239377382869e+02,-1.560692119501479453e+02
6.918309709189366385e-01,3.979863246168606139e+01,3.924513877187193600e+01,-1.677109922781057207e+02,-1.564581302030810832e+02
7.046930689671468961e-01,3.980575568117736651e+01,3.927027424159224722e+01,-1.679286838416944931e+02,-1.568422014885799172e+02
7.177942912713618506e-01,3.981263232171135513e+01,3.929463899685399753e+01,-1.681427473556385621e+02,-1.572214180667818368e+02
7.311390834834176067e-01,3.981927054824856782e+01,3.931825253161333933e+01,-1.683532315523206080e+02,-1.575957757198811748e+02
7.447319739059892196e-01,3.982567828069817750e+01,3.934113410004648159e+01,-1.685601851289204376e+02,-1.579652736243820073e+02
7.585775750291839925e-01,3.983186319953499321e+01,3.936330270322470426e+01,-1.687636567092566509e+02,-1.583299142224503555e+02
7.726805850957025879e-01,3.983783275141230007e+01,3.938477707696836916e+01,-1.689636948078441208e+02,-1.586897030928107313e+02
7.870457896950989740e-01,3.984359415475950783e+01,3.940557568084700080e+01,-1.691603477960875921e+02,-1.590446488216022942e+02
8.016780633876793294e-01,3.984915440535450415e+01,3.942571668828976783e+01,-1.693536638705336088e+02,-1.593947628735828346e+02
8.165823713585927957e-01,3.985452028186163886e+01,3.944521797776878458e+01,-1.695436910231027809e+02,-1.597400594640399731e+02
8.317637711026708569e-01,3.985969835132685546e+01,3.946409712501573352e+01,-1.697304770132262774e+02,-1.600805554317415442e+02
8.472274141405963244e-01,3.986469497462245926e+01,3.948237139623099523e+01,-1.699140693418098920e+02,-1.604162701132292170e+02
8.629785477669702498e-01,3.986951631183455191e+01,3.950005774224331390e+01,-1.700945152269515859e+02,-1.607472252187325807e+02
8.790225168308842818e-01,3.987416832758704999e+01,3.951717279357727364e+01,-1.702718615813398060e+02,-1.610734447099549413e+02
8.953647655495936553e-01,3.987865679629674531e+01,3.953373285638546264e+01,-1.704461549912599025e+02,-1.613949546799566974e+02
9.120108393559096527e-01,3.988298730735445474e+01,3.954975390920183997e+01,-1.706174416971393271e+02,-1.617117832353374922e+02
9.289663867799362595e-01,3.988716527022796754e+01,3.956525160047298328e+01,-1.707857675755629998e+02,-1.620239603808947777e+02
9.462371613657929448e-01,3.989119591948301036e+01,3.958024124682398082e+01,-1.709511781226919425e+02,-1.623315179069145699e+02
9.638290236239704933e-01,3.989508431971877656e+01,3.959473783201637076e+01,-1.711137184390209427e+02,-1.626344892792284895e+02
9.817479430199843593e-01,3.989883537041544770e+01,3.960875600655588613e+01,-1.712734332154114725e+02,-1.629329095321506600e+02
1.000000000000000000e+00,3.990245381069104269e+01,3.962231008790875819e+01,-1.714303667203393502e+02,-1.632268151643899330e+02
1.018591388054116864e+00,3.990594422396577556e+01,3.963541406128614852e+01,-1.715845627882979727e+02,-1.635162440380141504e+02
1.037528415818012695e+00,3.990931104253222372e+01,3.964808158095716095e+01,-1.717360648092993642e+02,-1.638012352805268392e+02
1.056817509213658468e+00,3.991255855203001346e+01,3.966032597205230559e+01,-1.718849157194184443e+02,-1.640818291901011321e+02
1.076465213629834938e+00,3.991569089582418428e+01,3.967216023282011861e+01,-1.720311579923265128e+02,-1.643580671440014953e+02
1.096478196143185091e+00,3.991871207928633680e+01,3.968359703730126142e+01,-1.721748336317628798e+02,-1.646299915102098623e+02
1.116863247780561119e+00,3.992162597397851442e+01,3.969464873838542474e+01,-1.723159841648948714e+02,-1.648976455622614594e+02
1.137627285823431089e+00,3.992443632173925039e+01,3.970532737121804701e+01,-1.724546506365185223e+02,-1.651610733972836158e+02
1.158777356155126226e+00,3.992714673867225628e+01,3.971564465692482315e+01,-1.725908736040543090e+02,-1.654203198572211875e+02
1.180320635651729733e+00,3.992976071903778745e+01,3.972561200662400438e+01,-1.727246931332937265e+02,-1.656754304532224467e+02
1.202264434617413169e+00,3.993228163904723971e+01,3.973524052569712950e+01,-1.728561487948543345e+02,-1.659264512931517856e+02
1.224616199265048833e+00,3.993471276056164498e+01,3.974454101829104502e+01,-1.729852796613030819e+02,-1.661734290121875404e+02
1.247383514242943248e+00,3.993705723469480517e+01,3.975352399202479603e+01,-1.731121243049090026e+02,-1.664164107064565314e+02
1.270574105208541971e+00,3.993931810532205162e+01,3.976219966287685281e+01,-1.732367207959881910e+02,-1.666554438696519185e+02
1.294195841449986339e+00,3.994149831249563221e+01,3.977057796022926794e+01,-1.733591067018050467e+02,-1.668905763325750229e+02
1.318256738556407237e+00,3.994360069576798367e+01,3.977866853204672282e+01,-1.734793190859967922e+02,-1.671218562055378527e+02
1.342764961137864255e+00,3.994562799742400472e+01,3.978648075016985075e+01,-1.735973945084882075e+02,-1.673493318235592540e+02
1.367728825595849518e+00,3.994758286562386473e+01,3.979402371570340335e+01,-1.737133690258654894e+02,-1.675730516942846293e+02
1.393156802945303863e+00,3.994946785745761986e+01,3.980130626448114128e+01,-1.738272781921804153e+02,-1.677930644485560663e+02
1.419057521689092605e+00,3.995128544191315711e+01,3.980833697259036796e+01,-1.739391570601560204e+02,-1.680094187935583250e+02
1.445439770745927888e+00,3.995303800275913630e+01,3.981512416194060933e+01,-1.740490401827672713e+02,-1.682221634684644869e+02
1.472312502432719494e+00,3.995472784134430810e+01,3.982167590586144001e+01,-1.741569616151717241e+02,-1.684313472025029625e+02
1.499684835502373748e+00,3.995635717931498476e+01,3.982800003471616179e+01,-1.742629549169646737e+02,-1.686370186753682390e+02
1.527566058238073232e+00,3.995792816125236868e+01,3.983410414151855861e+01,-1.743670531547372207e+02,-1.688392264798964675e+02
1.555965631605074950e+00,3.995944285723118128e+01,3.983999558754134540e+01,-1.744692889049143787e+02,-1.690380190869266812e+02
1.584893192461114264e+00,3.996090326530163139e+01,3.984568150790554597e+01,-1.745696942568526708e+02,-1.692334448122697381e+02
1.614358556826487101e+00,3.996231131389616564e+01,3.985116881714111514e+01,-1.746683008161777195e+02,-1.694255517857063751e+02
1.644371723214932413e+00,3.996366886416281261e+01,3.985646421470996614e+01,-1.747651397083427582e+02,-1.696143879219374639e+02
1.674942876026438210e+00,3.996497771222698248e+01,3.986157419048324613e+01,-1.748602415823905289e+02,-1.698000008934095035e+02
1.706082389003124256e+00,3.996623959138317161e+01,3.986650503016553415e+01,-1.749536366149019102e+02,-1.699824381049405133e+02
1.737800828749376247e+00,3.996745617421860430e+01,3.987126282065948146e+01,-1.750453545141153029e+02,-1.701617466700722332e+02
1.770108958317422099e+00,3.996862907467026105e+01,3.987585345536482606e+01,-1.751354245242011416e+02,-1.703379733890755290e+02
1.803017740859569784e+00,3.996975985001715514e+01,3.988028263940652351e+01,-1.752238754296783441e+02,-1.705111647285386880e+02
1.836538343348347313e+00,3.997085000280952727e+01,3.988455589478737551e+01,-1.753107355599589141e+02,-1.706813668024683182e+02
1.870682140365801827e+00,3.997190098273649994e+01,3.988867856546093549e+01,-1.753960327940070272e+02,-1.708486253548356899e+02
1.905460717963248340e+00,3.997291418843409616e+01,3.989265582232111740e+01,-1.754797945651023099e+02,-1.710129857435022416e+02
1.940885877592779529e+00,3.997389096923492247e+01,3.989649266810538109e+01,-1.755620478656948649e+02,-1.711744929254602141e+02
1.976969640111861937e+00,3.997483262686141359e+01,3.990019394220881566e+01,-1.756428192523415248e+02,-1.713331914433260010e+02
2.013724249862389293e+00,3.997574041706408110e+01,3.990376432540689677e+01,-1.757221348507140135e+02,-1.714891254130260450e+02
2.051162178825564730e+00,3.997661555120632215e+01,3.990720834448499943e+01,-1.758000203606682703e+02,-1.716423385126166181e+02
2.089296130854038758e+00,3.997745919779736568e+01,3.991053037677330906e+01,-1.758765010613680033e+02,-1.717928739721812406e+02
2.128139045982711419e+00,3.997827248397481270e+01,3.991373465458580228e+01,-1.759516018164520403e+02,-1.719407745647505124e+02
2.167704104819693889e+00,3.997905649693828423e+01,3.991682526956257959e+01,-1.760253470792391113e+02,-1.720860825981927746e+02
2.208004733018899213e+00,3.997981228533558351e+01,3.991980617691498878e+01,-1.760977608979623312e+02,-1.722288399080236161e+02
2.249054605835780318e+00,3.998054086060280099e+01,3.992268119957308414e+01,-1.761688669210261082e+02,-1.723690878510863342e+02
2.290867652767772267e+00,3.998124319825976869e+01,3.992545403223562062e+01,-1.762386884022797062e+02,-1.725068673000557169e+02
2.333458062281001943e+00,3.998192023916216442e+01,3.992812824532251170e+01,-1.763072482063008977e+02,-1.726422186387204363e+02
2.376840286624875898e+00,3.998257289071163001e+01,3.993070728883019171e+01,-1.763745688136843626e+02,-1.727751817580001727e+02
2.421029046736177470e+00,3.998320202802517542e+01,3.993319449609049343e+01,-1.764406723263294623e+02,-1.729057960526565125e+02
2.466039337234338547e+00,3.998380849506514778e+01,3.993559308743360248e+01,-1.765055804727223858e+02,-1.730341004186572889e+02
2.511886431509579687e+00,3.998439310573095185e+01,3.993790617375603347e+01,-1.765693146132082916e+02,-1.731601332511563385e+02
2.558585886905645257e+00,3.998495664491377966e+01,3.994013675999465818e+01,-1.766318957452493521e+02,-1.732839324430521799e+02
2.606153549998895258e+00,3.998549986951544355e+01,3.994228774850768104e+01,-1.766933445086640688e+02,-1.734055353840905696e+02
2.654605561975539096e+00,3.998602350943254891e+01,3.994436194236399018e+01,-1.767536811908449010e+02,-1.735249789604779096e+02
2.703958364108843160e+00,3.998652826850697295e+01,3.994636204854208472e+01,-1.768129257319504006e+02,-1.736422995549731070e+02
2.754228703338166273e+00,3.998701482544391439e+01,3.994829068103994985e+01,-1.768710977300689819e+02,-1.737575330474280122e+02
2.805433637951713077e+00,3.998748383469831680e+01,3.995015036389730056e+01,-1.769282164463511720e+02,-1.738707148157471352e+02
2.857590543374946446e+00,3.998793592733099445e+01,3.995194353413184984e+01,-1.769843008101076123e+02,-1.739818797372391259e+02
2.910717118066604936e+00,3.998837171183510719e+01,3.995367254459092976e+01,-1.770393694238709372e+02,-1.740910621903337017e+02
2.964831389524342331e+00,3.998879177493424919e+01,3.995533966672028470e+01,-1.770934405684183446e+02,-1.741982960566390375e+02
3.019951720402016537e+00,3.998919668235289748e+01,3.995694709325159977e+01,-1.771465322077535802e+02,-1.743036147233159454e+02
3.076096814740707952e+00,3.998958697956019392e+01,3.995849694081037029e+01,-1.771986619940458638e+02,-1.744070510857457350e+02
3.133285724315585608e+00,3.998996319248793441e+01,3.995999125244592420e+01,-1.772498472725249314e+02,-1.745086375504709508e+02
3.191537855100761600e+00,3.999032582822361093e+01,3.996143200008518903e+01,-1.773001050863289549e+02,-1.746084060383882388e+02
3.250872973854344039e+00,3.999067537567939468e+01,3.996282108691207924e+01,-1.773494521813062477e+02,-1.747063879881737876e+02
3.311311214825911176e+00,3.999101230623774939e+01,3.996416034967401743e+01,-1.773979050107670616e+02,-1.748026143599235809e+02
3.372873086588688896e+00,3.999133707437457019e+01,3.996545156091749362e+01,-1.774454797401864994e+02,-1.748971156389904991e+02
3.435579478998746605e+00,3.999165011826050176e+01,3.996669643115438220e+01,-1.774921922518556698e+02,-1.749899218400021539e+02
3.499451670283573623e+00,3.999195186034130245e+01,3.996789661096055113e+01,-1.775380581494820547e+02,-1.750810625110439389e+02
3.564511334262442599e+00,3.999224270789782310e+01,3.996905369300873190e+01,-1.775830927627362712e+02,-1.751705667379921749e+02
3.630780547701013994e+00,3.999252305358634629e+01,3.997016921403712786e+01,-1.776273111517462837e+02,-1.752584631489839353e+02
3.698281797802662751e+00,3.999279327596000400e+01,3.997124465675560145e+01,-1.776707281115379544e+02,-1.753447799190098806e+02
3.767037989839089107e+00,3.999305373997182755e+01,3.997228145169097502e+01,-1.777133581764207122e+02,-1.754295447746183356e+02
3.837072454922788811e+00,3.999330479746012657e+01,3.997328097897319310e+01,-1.777552156243189359e+02,-1.755127849987182174e+02
3.908408957924021099e+00,3.999354678761677917e+01,3.997424457006391663e+01,-1.777963144810483129e+02,-1.755945274354700985e+02
3.981071705534973137e+00,3.999378003743896670e+01,3.997517350942909786e+01,-1.778366685245369752e+02,-1.756747984952553736e+02
4.055085354483838778e+00,3.999400486216502060e+01,3.997606903615726281e+01,-1.778762912889909558e+02,-1.757536241597127002e+02
4.130475019901614253e+00,3.999422156569486475e+01,3.997693234552484398e+01,-1.779151960690044518e+02,-1.758310299868337836e+02
4.207266283844441901e+00,3.999443044099556488e+01,3.997776459051026166e+01,-1.779533959236144938e+02,-1.759070411161089567e+02
4.285485203974396029e+00,3.999463177049259599e+01,3.997856688325816066e+01,-1.779909036802996241e+02,-1.759816822737144832e+02
4.365158322401661017e+00,3.999482582644716189e+01,3.997934029649521648e+01,-1.780277319389237505e+02,-1.760549777777346776e+02
4.446312674691088596e+00,3.999501287132022043e+01,3.998008586489904559e+01,-1.780638930756239517e+02,-1.761269515434105131e+02
4.528975799036208727e+00,3.999519315812359821e+01,3.998080458642162682e+01,-1.780993992466436282e+02,-1.761976270884091207e+02
4.613175745603795619e+00,3.999536693075856419e+01,3.998149742356839198e+01,-1.781342623921102017e+02,-1.762670275381073282e+02
4.698941086052156102e+00,3.999553442434250172e+01,3.998216530463471940e+01,-1.781684942397581040e+02,-1.763351756308832137e+02
4.786300923226384896e+00,3.999569586552384948e+01,3.998280912490067607e+01,-1.782021063085976493e+02,-1.764020937234107578e+02
4.875284901033865026e+00,3.999585147278593666e+01,3.998342974778569214e+01,-1.782351099125289409e+02,-1.764678037959518520e+02
4.965923214503362715e+00,3.999600145673995399e+01,3.998402800596421258e+01,-1.782675161639028545e+02,-1.765323274576413723e+02
5.058246620031142449e+00,3.999614602040750100e+01,3.998460470244343412e+01,-1.782993359770275106e+02,-1.765956859517604869e+02
5.152286445817567007e+00,3.999628535949311470e+01,3.998516061160470514e+01,-1.783305800716227338e+02,-1.766579001609945578e+02
5.248074602497728947e+00,3.999641966264698567e+01,3.998569648020926337e+01,-1.783612589762209097e+02,-1.767189906126709218e+02
5.345643593969718665e+00,3.999654911171842286e+01,3.998621302836981073e+01,-1.783913830315160283e+02,-1.767789774839740176e+02
5.445026528424214085e+00,3.999667388200016660e+01,3.998671095048881341e+01,-1.784209623936611138e+02,-1.768378806071339113e+02
5.546257129579109879e+00,3.999679414246406850e+01,3.998719091616469257e+01,-1.784500070375138989e+02,-1.768957194745852917e+02
5.649369748123028501e+00,3.999691005598829463e+01,3.998765357106688612e+01,-1.784785267598322491e+02,-1.769525132440941206e+02
5.754399373371572146e+00,3.999702177957641425e+01,3.998809953778081194e+01,-1.785065311824187404e+02,-1.770082807438494967e+02
5.861381645140290253e+00,3.999712946456868679e+01,3.998852941662377702e+01,-1.785340297552160109e+02,-1.770630404775181148e+02
5.970352865838371770e+00,3.999723325684578867e+01,3.998894378643257852e+01,-1.785610317593525167e+02,-1.771168106292592768e+02
6.081350012787182457e+00,3.999733329702520734e+01,3.998934320532401898e+01,-1.785875463101397997e+02,-1.771696090686983780e+02
6.194410750767818108e+00,3.999742972065065771e+01,3.998972821142900358e+01,-1.786135823600215247e+02,-1.772214533558573066e+02
6.309573444801936937e+00,3.999752265837467746e+01,3.999009932360115727e+01,-1.786391487014751362e+02,-1.772723607460394817e+02
6.426877173170199242e+00,3.999761223613469951e+01,3.999045704210080743e+01,-1.786642539698662233e+02,-1.773223481946688480e+02
6.546361740672747231e+00,3.999769857532285044e+01,3.999080184925524861e+01,-1.786889066462570383e+02,-1.773714323620808102e+02
6.668067692136218305e+00,3.999778179294953873e+01,3.999113421009587199e+01,-1.787131150601684624e+02,-1.774196296182641390e+02
6.792036326171842830e+00,3.999786200180135154e+01,3.999145457297313300e+01,-1.787368873922974615e+02,-1.774669560475529977e+02
6.918309709189361278e+00,3.999793931059316776e+01,3.999176337015000371e+01,-1.787602316771892959e+02,-1.775134274532674681e+02
7.046930689671467185e+00,3.999801382411480688e+01,3.999206101837468452e+01,-1.787831558058661585e+02,-1.775590593623028042e+02
7.177942912713614732e+00,3.999808564337249805e+01,3.999234791943317902e+01,-1.788056675284119876e+02,-1.776038670296653095e+02
7.311390834834172736e+00,3.999815486572521195e+01,3.999262446068257049e+01,-1.788277744565148453e+02,-1.776478654429554922e+02
7.447319739059887311e+00,3.999822158501608982e+01,3.999289101556551174e+01,-1.788494840659665499e+02,-1.776910693267971908e+02
7.585775750291835706e+00,3.999828589169919724e+01,3.999314794410665996e+01,-1.788708036991210406e+02,-1.777334931472123287e+02
7.726805850957020994e+00,3.999834787296164507e+01,3.999339559339159678e+01,-1.788917405673114445e+02,-1.777751511159412416e+02
7.870457896950984633e+00,3.999840761284144008e+01,3.999363429802895098e+01,-1.789123017532267852e+02,-1.778160571947078381e+02
8.016780633876789963e+00,3.999846519234096576e+01,3.999386438059613624e+01,-1.789324942132487593e+02,-1.778562250994300200e+02
8.165823713585922405e+00,3.999852068953648399e+01,3.999408615206939288e+01,-1.789523247797493184e+02,-1.778956683043742260e+02
8.317637711026709013e+00,3.999857417968364359e+01,3.999429991223869507e+01,-1.789718001633493714e+02,-1.779344000462551776e+02
8.472274141405963022e+00,3.999862573531923005e+01,3.999450595010785747e+01,-1.789909269551395710e+02,-1.779724333282799478e+02
8.629785477669701166e+00,3.999867542635919904e+01,3.999470454428060862e+01,-1.790097116288634140e+02,-1.780097809241366065e+02
8.790225168308841930e+00,3.999872332019325682e+01,3.999489596333290109e+01,-1.790281605430634499e+02,-1.780464553819279843e+02
8.953647655495936775e+00,3.999876948177595892e+01,3.999508046617209089e+01,-1.790462799431912231e+02,-1.780824690280496725e+02
9.120108393559096527e+00,3.999881397371459002e+01,3.999525830238331281e+01,-1.790640759636811197e+02,-1.781178339710137948e+02
9.289663867799362151e+00,3.999885685635385357e+01,3.999542971256359891e+01,-1.790815546299892560e+02,-1.781525621052173562e+02
9.462371613657929004e+00,3.999889818785749185e+01,3.999559492864415233e+01,-1.790987218605976068e+02,-1.781866651146567051e+02
9.638290236239704711e+00,3.999893802428701406e+01,3.999575417420108181e+01,-1.791155834689839139e+02,-1.782201544765872256e+02
9.817479430199844259e+00,3.999897641967753970e+01,3.999590766475515125e+01,-1.791321451655580574e+02,-1.782530414651297406e+02
1.000000000000000000e+01,3.999901342611094179e+01,3.999605560806086402e+01,-1.791484125595655144e+02,-1.782853371548229404e+02
1.018591388054116997e+01,3.999904909378631856e+01,3.999619820438519469e+01,-1.791643911609581892e+02,-1.783170524241230908e+02
1.037528415818012739e+01,3.999908347108798523e+01,3.999633564677646547e+01,-1.791800863822334406e+02,-1.783481979588505340e+02
1.056817509213658468e+01,3.999911660465093632e+01,3.999646812132353801e+01,-1.791955035402414751e+02,-1.783787842555844350e+02
1.076465213629835027e+01,3.999914853942401294e+01,3.999659580740587472e+01,-1.792106478579621864e+02,-1.784088216250054018e+02
1.096478196143185180e+01,3.999917931873075361e+01,3.999671887793456193e+01,-1.792255244662511586e+02,-1.784383201951867193e+02
1.116863247780561252e+01,3.999920898432806382e+01,3.999683749958481371e+01,-1.792401384055561664e+02,-1.784672899148349074e+02
1.137627285823431045e+01,3.999923757646278233e+01,3.999695183302014811e+01,-1.792544946276043163e+02,-1.784957405564798307e+02
1.158777356155126270e+01,3.999926513392616556e+01,3.999706203310844899e+01,-1.792685979970601977e+02,-1.785236817196149275e+02
1.180320635651730043e+01,3.999929169410645358e+01,3.999716824913051738e+01,-1.792824532931555268e+02,-1.785511228337881278e+02
1.202264434617413080e+01,3.999931729303951045e+01,3.999727062498092778e+01,-1.792960652112915056e+02,-1.785780731616442552e+02
1.224616199265048877e+01,3.999934196545761722e+01,3.999736929936185703e+01,-1.793094383646129018e+02,-1.786045418019188560e+02
1.247383514242943292e+01,3.999936574483660934e+01,3.999746440596989316e+01,-1.793225772855561786e+02,-1.786305376923846779e+02
1.270574105208542015e+01,3.999938866344110977e+01,3.999755607367619348e+01,-1.793354864273704266e+02,-1.786560696127510255e+02
1.294195841449986339e+01,3.999941075236836951e+01,3.999764442670014830e+01,-1.793481701656128848e+02,-1.786811461875165037e+02
1.318256738556407370e+01,3.999943204159032462e+01,3.999772958477686302e+01,-1.793606327996184007e+02,-1.787057758887761167e+02
1.342764961137864255e+01,3.999945255999424631e+01,3.999781166331862181e+01,-1.793728785539444459e+02,-1.787299670389828066e+02
1.367728825595849429e+01,3.999947233542189906e+01,3.999789077357049649e+01,-1.793849115797909803e+02,-1.787537278136644261e+02
1.393156802945303774e+01,3.999949139470725612e+01,3.999796702276049132e+01,-1.793967359563964408e+02,-1.787770662440965168e+02
1.419057521689092560e+01,3.999950976371287936e+01,3.999804051424420237e+01,-1.794083556924098843e+02,-1.787999902199317717e+02
1.445439770745928065e+01,3.999952746736497744e+01,3.999811134764431131e+01,-1.794197747272399397e+02,-1.788225074917862685e+02
1.472312502432719405e+01,3.999954452968719210e+01,3.999817961898509111e+01,-1.794309969323808787e+02,-1.788446256737836677e+02
1.499684835502373836e+01,3.999956097383316944e+01,3.999824542082203749e+01,-1.794420261127158085e+02,-1.788663522460574882e+02
1.527566058238073232e+01,3.999957682211793042e+01,3.999830884236686046e+01,-1.794528660077984341e+02,-1.788876945572125408e+02
1.555965631605075039e+01,3.999959209604816124e+01,3.999836996960802082e+01,-1.794635202931129072e+02,-1.789086598267454633e+02
1.584893192461114175e+01,3.999960681635135984e+01,3.999842888542686126e+01,-1.794739925813121602e+02,-1.789292551474259767e+02
1.614358556826486790e+01,3.999962100300388101e+01,3.999848566970960206e+01,-1.794842864234357194e+02,-1.789494874876380095e+02
1.644371723214932501e+01,3.999963467525814309e+01,3.999854039945533657e+01,-1.794944053101071120e+02,-1.789693636936828227e+02
1.674942876026438299e+01,3.999964785166861247e+01,3.999859314888006878e+01,-1.795043526727107519e+02,-1.789888904920437938e+02
1.706082389003124433e+01,3.999966055011703503e+01,3.999864398951703492e+01,-1.795141318845495562e+02,-1.790080744916134279e+02
1.737800828749376336e+01,3.999967278783667268e+01,3.999869299031347225e+01,-1.795237462619830353e+02,-1.790269221858837909e+02
1.770108958317421965e+01,3.999968458143565186e+01,3.999874021772380672e+01,-1.795331990655464267e+02,-1.790454399551004201e+02
1.803017740859569784e+01,3.999969594691953034e+01,3.999878573579954377e+01,-1.795424935010512399e+02,-1.790636340683804804e+02
1.836538343348347269e+01,3.999970689971294746e+01,3.999882960627591899e+01,-1.795516327206674987e+02,-1.790815106857957630e+02
1.870682140365801516e+01,3.999971745468059936e+01,3.999887188865537979e+01,-1.795606198239880769e+02,-1.790990758604208963e+02
1.905460717963248385e+01,3.999972762614735444e+01,3.999891264028813254e+01,-1.795694578590756976e+02,-1.791163355403478761e+02
1.940885877592779352e+01,3.999973742791772935e+01,3.999895191644971248e+01,-1.795781498234923390e+02,-1.791332955706666894e+02
1.976969640111861892e+01,3.999974687329456202e+01,3.999898977041580395e+01,-1.795866986653119284e+02,-1.791499616954131398e+02
2.013724249862389470e+01,3.999975597509710923e+01,3.999902625353433905e+01,-1.795951072841168070e+02,-1.791663395594845554e+02
2.051162178825566684e+01,3.999976474567837670e+01,3.999906141529499592e+01,-1.796033785319772846e+02,-1.791824347105231823e+02
2.089296130854040356e+01,3.999977319694193767e+01,3.999909530339620289e+01,-1.796115152144158174e+02,-1.791982526007686829e+02
2.128139045982713284e+01,3.999978134035804089e+01,3.999912796380971258e+01,-1.796195200913555539e+02,-1.792137985888797118e+02
2.167704104819694422e+01,3.999978918697917152e+01,3.999915944084284547e+01,-1.796273958780532780e+02,-1.792290779417253077e+02
2.208004733018899302e+01,3.999979674745505775e+01,3.999918977719849522e+01,-1.796351452460177143e+02,-1.792440958361465277e+02
2.249054605835780407e+01,3.999980403204713753e+01,3.999921901403293134e+01,-1.796427708239130538e+02,-1.792588573606890066e+02
2.290867652767772356e+01,3.999981105064242115e+01,3.999924719101158388e+01,-1.796502751984479573e+02,-1.792733675173066956e+02
2.333458062281001943e+01,3.999981781276697035e+01,3.999927434636271073e+01,-1.796576609152506308e+02,-1.792876312230377209e+02
2.376840286624875986e+01,3.999982432759878037e+01,3.999930051692924593e+01,-1.796649304797302023e+02,-1.793016533116522169e+02
2.421029046736177293e+01,3.999983060398024293e+01,3.999932573821865134e+01,-1.796720863579243428e+02,-1.793154385352732731e+02
2.466039337234338547e+01,3.999983665043015435e+01,3.999935004445104170e+01,-1.796791309773336422e+02,-1.793289915659711937e+02
2.511886431509579509e+01,3.999984247515526192e+01,3.999937346860556886e+01,-1.796860667277436221e+02,-1.793423169973315225e+02
2.558585886905645168e+01,3.999984808606139808e+01,3.999939604246509361e+01,-1.796928959620329920e+02,-1.793554193459972907e+02
2.606153549998894903e+01,3.999985349076420960e+01,3.999941779665921615e+01,-1.796996209969705944e+02,-1.793683030531861675e+02
2.654605561975538564e+01,3.999985869659951021e+01,3.999943876070584281e+01,-1.797062441139995599e+02,-1.793809724861828272e+02
2.703958364108843426e+01,3.999986371063318558e+01,3.999945896305115411e+01,-1.797127675600096097e+02,-1.793934319398069306e+02
2.754228703338166184e+01,3.999986853967084244e+01,3.999947843110818013e+01,-1.797191935480980192e+02,-1.794056856378573741e+02
2.805433637951713166e+01,3.999987319026699595e+01,3.999949719129390502e+01,-1.797255242583189272e+02,-1.794177377345331195e+02
2.857590543374946179e+01,3.999987766873398698e+01,3.999951526906514943e+01,-1.797317618384216189e+02,-1.794295923158309733e+02
2.910717118066605025e+01,3.999988198115053706e+01,3.999953268895301761e+01,-1.797379084045781497e+02,-1.794412534009209992e+02
2.964831389524342242e+01,3.999988613337000487e+01,3.999954947459616506e+01,-1.797439660420996859e+02,-1.794527249434998453e+02
3.019951720402016093e+01,3.999989013102833013e+01,3.999956564877287235e+01,-1.797499368061432108e+02,-1.794640108331221597e+02
3.076096814740708041e+01,3.999989397955167192e+01,3.999958123343188277e+01,-1.797558227224076006e+02,-1.794751148965112293e+02
3.133285724315585696e+01,3.999989768416376279e+01,3.999959624972219530e+01,-1.797616257878198951e+02,-1.794860408988485005e+02
3.191537855100761334e+01,3.999990124989304974e+01,3.999961071802172796e+01,-1.797673479712118763e+02,-1.794967925450425810e+02
3.250872973854343684e+01,3.999990468157944434e+01,3.999962465796492950e+01,-1.797729912139870123e+02,-1.795073734809786288e+02
3.311311214825911264e+01,3.999990798388094504e+01,3.999963808846943181e+01,-1.797785574307785907e+02,-1.795177872947478761e+02
3.372873086588688807e+01,3.999991116127993251e+01,3.999965102776170056e+01,-1.797840485100981596e+02,-1.795280375178579675e+02
3.435579478998746339e+01,3.999991421808927328e+01,3.999966349340170524e+01,-1.797894663149756980e+02,-1.795381276264245400e+02
