wout,mag_flicker_0,mag_flicker_1,mag_flicker_2,phase_flicker_0,phase_flicker_1,phase_flicker_2
1.836538343348346480e-01,3.441278886681439531e+01,2.848111383558970644e+01,1.524869552972179143e+01,-3.022839313614491061e+02,-3.031962016446593680e+02,-3.098393402930876732e+02
1.870682140365800550e-01,3.452884692737545436e+01,2.859705083817205207e+01,1.536137259025082535e+01,-3.027378668884533113e+02,-3.036335060306695937e+02,-3.101575663117632757e+02
1.905460717963247397e-01,3.464372322579603747e+01,2.871181045201728210e+01,1.547298762860070553e+01,-3.031959785111981205e+02,-3.040752890084467026e+02,-3.104823294751880098e+02
1.940885877592778419e-01,3.475739853041747551e+01,2.882537328765840812e+01,1.558351725981725622e+01,-3.036581608587262053e+02,-3.045214397425792185e+02,-3.108134873838779413e+02
1.976969640111860826e-01,3.486985397712268764e+01,2.893772032885096124e+01,1.569293860445638344e+01,-3.041243036854453408e+02,-3.049718426197160852e+02,-3.111508931278320915e+02
2.013724249862388627e-01,3.498107110670837017e+01,2.904883296974171358e+01,1.580122932179895301e+01,-3.045942919125581057e+02,-3.054263772883940646e+02,-3.114943953368513121e+02
2.051162178825565729e-01,3.509103190240316650e+01,2.915869305219046836e+01,1.590836764330658681e+01,-3.050680056837142615e+02,-3.058849187131089593e+02,-3.118438382441864860e+02
2.089296130854039757e-01,3.519971882739061186e+01,2.926728290310362013e+01,1.601433240617735976e+01,-3.055453204351786667e+02,-3.063473372429227197e+02,-3.121990617638541607e+02
2.128139045982712363e-01,3.530711486218973505e+01,2.937458537163216832e+01,1.611910308685426685e+01,-3.060261069807356193e+02,-3.068134986948275014e+02,-3.125599015818864359e+02
2.167704104819695166e-01,3.541320354174128937e+01,2.948058386608178694e+01,1.622265983433396030e+01,-3.065102316114815721e+02,-3.072832644520192389e+02,-3.129261892617111585e+02
2.208004733018900378e-01,3.551796899204310876e+01,2.958526239037831829e+01,1.632498350311888657e+01,-3.069975562105800577e+02,-3.077564915771536107e+02,-3.132977523637775903e+02
2.249054605835781873e-01,3.562139596617487314e+01,2.968860557992872273e+01,1.642605568565242891e+01,-3.074879383829718336e+02,-3.082330329405787097e+02,-3.136744145794608016e+02
2.290867652767773488e-01,3.572346987955053521e+01,2.979059873671552694e+01,1.652585874407449751e+01,-3.079812315999517409e+02,-3.087127373634543233e+02,-3.140559958791939152e+02
2.333458062281003331e-01,3.582417684423527504e+01,2.989122786346143457e+01,1.662437584113347810e+01,-3.084772853584339600e+02,-3.091954497755809257e+02,-3.144423126746880257e+02
2.376840286624877230e-01,3.592350370216421140e+01,2.999047969670112934e+01,1.672159097009081918e+01,-3.089759453546424766e+02,-3.096810113876740616e+02,-3.148331779950104305e+02
2.421029046736178914e-01,3.602143805710128532e+01,3.008834173859849770e+01,1.681748898345539445e+01,-3.094770536718719995e+02,-3.101692598777297007e+02,-3.152284016762007468e+02
2.466039337234340045e-01,3.611796830517937451e+01,3.018480228735012005e+01,1.691205562038753740e+01,-3.099804489818753837e+02,-3.106600295910369596e+02,-3.156277905640125141e+02
2.511886431509580686e-01,3.621308366386655564e+01,3.027985046601981622e+01,1.700527753261631148e+01,-3.104859667593454446e+02,-3.111531517533051101e+02,-3.160311487292798915e+02
2.558585886905645479e-01,3.630677419920863258e+01,3.037347624965414994e+01,1.709714230871871266e+01,-3.109934395088698693e+02,-3.116484546962843183e+02,-3.164382776953152643e+02
2.606153549998895258e-01,3.639903085120440096e+01,3.046567049053524556e+01,1.718763849661590726e+01,-3.115026970036539637e+02,-3.121457640951736039e+02,-3.168489766766625735e+02
2.654605561975538763e-01,3.648984545717808459e+01,3.055642494143506838e+01,1.727675562414923505e+01,-3.120135665352232195e+02,-3.126449032170290820e+02,-3.172630428284431900e+02
2.703958364108843271e-01,3.657921077302192003e+01,3.064573227674419087e+01,1.736448421760763239e+01,-3.125258731732392334e+02,-3.131456931793058516e+02,-3.176802715054551527e+02
2.754228703338166273e-01,3.666712049219228930e+01,3.073358611135812168e+01,1.745081581808808835e+01,-3.130394400344925998e+02,-3.136479532175950453e+02,-3.181004565301098523e+02
2.805433637951713077e-01,3.675356926235374999e+01,3.081998101721547556e+01,1.753574299558202654e+01,-3.135540885600646561e+02,-3.141515009615506528e+02,-3.185233904682251591e+02
2.857590543374946557e-01,3.683855269957764733e+01,3.090491253739450883e+01,1.761925936069242482e+01,-3.140696387995940881e+02,-3.146561527179401878e+02,-3.189488649116296415e+02
2.910717118066605269e-01,3.692206740001476106e+01,3.098837719768737031e+01,1.770135957389971537e+01,-3.145859097015294310e+02,-3.151617237596993277e+02,-3.193766707664807427e+02
2.964831389524342220e-01,3.700411094897555131e+01,3.107037251558545066e+01,1.778203935230818544e+01,-3.151027194082030292e+02,-3.156680286198284193e+02,-3.198065985461515766e+02
3.019951720402015982e-01,3.708468192736584967e+01,3.115089700662361238e+01,1.786129547381909788e+01,-3.156198855545272295e+02,-3.161748813889290659e+02,-3.202384386675062160e+02
3.076096814740708063e-01,3.716377991544084125e+01,3.122995018804596867e+01,1.793912577869167890e+01,-3.161372255690841371e+02,-3.166820960151533768e+02,-3.206719817493528808e+02
3.133285724315585385e-01,3.724140549385555232e+01,3.130753257977135462e+01,1.801552916846852881e+01,-3.166545569763648587e+02,-3.171894866053199280e+02,-3.211070189118448752e+02
3.191537855100761711e-01,3.731756024200563360e+01,3.138364570265208897e+01,1.809050560225750459e+01,-3.171716976989010846e+02,-3.176968677259421270e+02,-3.215433420755922498e+02
3.250872973854344039e-01,3.739224673366764051e+01,3.145829207403527050e+01,1.816405609037771285e+01,-3.176884663580385677e+02,-3.182040547029149025e+02,-3.219807442592451139e+02
3.311311214825911065e-01,3.746546852996389276e+01,3.153147520065140341e+01,1.823618268539292586e+01,-3.182046825721074015e+02,-3.187108639186159849e+02,-3.224190198743189057e+02
3.372873086588689118e-01,3.753723016969183135e+01,3.160319956887033399e+01,1.830688847057079727e+01,-3.187201672507673607e+02,-3.192171131052006672e+02,-3.228579650160543224e+02
3.435579478998746494e-01,3.760753715707311073e+01,3.167347063237948390e+01,1.837617754582135632e+01,-3.192347428843344801e+02,-3.197226216328947430e+02,-3.232973777491287137e+02
3.499451670283573179e-01,3.767639594699159034e+01,3.174229479735357273e+01,1.844405501118251323e+01,-3.197482338269344950e+02,-3.202272107921305064e+02,-3.237370583870777523e+02
3.564511334262442932e-01,3.774381392780333044e+01,3.180967940519883541e+01,1.851052694793395759e+01,-3.202604665723733888e+02,-3.207307040684182198e+02,-3.241768097643292208e+02
3.630780547701014105e-01,3.780979940181455135e+01,3.187563271296748013e+01,1.857560039743388103e+01,-3.207712700216717963e+02,-3.212329274088972397e+02,-3.246164374998052722e+02
3.698281797802662751e-01,3.787436156353527394e+01,3.194016387155017611e+01,1.863928333778472890e+01,-3.212804757412712888e+02,-3.217337094795756229e+02,-3.250557502511117605e+02
3.767037989839089884e-01,3.793751047582750857e+01,3.200328290176529578e+01,1.870158465844534135e+01,-3.217879182109880958e+02,-3.222328819123329708e+02,-3.254945599583996341e+02
3.837072454922788589e-01,3.799925704407667837e+01,3.206500066847344499e+01,1.876251413291659986e+01,-3.222934350608634304e+02,-3.227302795408371026e+02,-3.259326820770566542e+02
3.908408957924021099e-01,3.805961298852348307e+01,3.212532885285455819e+01,1.882208238963646707e+01,-3.227968672961412153e+02,-3.232257406246019968e+02,-3.263699357984677363e+02
3.981071705534973137e-01,3.811859081490113965e+01,3.218427992299228890e+01,1.888030088122775041e+01,-3.232980595096817069e+02,-3.237191070604995957e+02,-3.268061442581619076e+02
4.055085354483839444e-01,3.817620378352876997e+01,3.224186710291651536e+01,1.893718185224818740e+01,-3.237968600812113209e+02,-3.242102245811206558e+02,-3.272411347307513552e+02
4.130475019901613809e-01,3.823246587701705579e+01,3.229810434025982602e+01,1.899273830559729959e+01,-3.242931213628913270e+02,-3.246989429394716922e+02,-3.276747388111546115e+02
4.207266283844441901e-01,3.828739176674547906e+01,3.235300627268748741e+01,1.904698396773826730e+01,-3.247866998507822700e+02,-3.251851160795811211e+02,-3.281067925816851698e+02
4.285485203974396251e-01,3.834099677827295949e+01,3.240658819326247908e+01,1.909993325289520527e+01,-3.252774563418670368e+02,-3.256686022926792816e+02,-3.285371367646754379e+02
4.365158322401661573e-01,3.839329685584501561e+01,3.245886601490858681e+01,1.915160122638763696e+01,-3.257652560763862084e+02,-3.261492643587058069e+02,-3.289656168603965511e+02
4.446312674691088040e-01,3.844430852615986538e+01,3.250985623413424008e+01,1.920200356726341795e+01,-3.262499688653285830e+02,-3.266269696729851262e+02,-3.293920832701190307e+02
4.528975799036208949e-01,3.849404886155522831e+01,3.255957589417833020e+01,1.925115653039060604e+01,-3.267314692030023480e+02,-3.271015903579975657e+02,-3.298163914042490319e+02
4.613175745603795286e-01,3.854253544277460719e+01,3.260804254773712785e+01,1.929907690816583354e+01,-3.272096363646991790e+02,-3.275730033602571893e+02,-3.302384017755530863e+02
4.698941086052153548e-01,3.858978632146860122e+01,3.265527421942772435e+01,1.934578199199368953e+01,-3.276843544895401124e+02,-3.280410905323847146e+02,-3.306579800775679701e+02
4.786300923226382564e-01,3.863581998258251815e+01,3.270128936813888032e+01,1.939128953368705766e+01,-3.281555126486706513e+02,-3.285057387005429064e+02,-3.310749972483642978e+02
4.875284901033862806e-01,3.868065530677581876e+01,3.274610684941529115e+01,1.943561770693302293e+01,-3.286230048990408363e+02,-3.289668397174713732e+02,-3.314893295199057661e+02
4.965923214503361049e-01,3.872431153301330653e+01,3.278974587801472751e+01,1.947878506896306305e+01,-3.290867303230757557e+02,-3.294242905014225471e+02,-3.319008584533114572e+02
5.058246620031140450e-01,3.876680822146087735e+01,3.283222599077105741e+01,1.952081052255938332e+01,-3.295465930545998958e+02,-3.298779930613667375e+02,-3.323094709603883530e+02
5.152286445817564342e-01,3.880816521681148856e+01,3.287356700988848957e+01,1.956171327852190345e+01,-3.300025022914363717e+02,-3.303278545088828082e+02,-3.327150593118583970e+02
5.248074602497725394e-01,3.884840261215889257e+01,3.291378900678496677e+01,1.960151281871266704e+01,-3.304543722951514724e+02,-3.307737870572079828e+02,-3.331175211327534385e+02
5.345643593969716667e-01,3.888754071352877872e+01,3.295291226659389849e+01,1.964022885978612720e+01,-3.309021223784596941e+02,-3.312157080079586535e+02,-3.335167593854943107e+02
5.445026528424211643e-01,3.892560000516808572e+01,3.299095725342513674e+01,1.967788131770529247e+01,-3.313456768808410402e+02,-3.316535397260774403e+02,-3.339126823412111662e+02
5.546257129579107437e-01,3.896260111568471984e+01,3.302794457647745219e+01,1.971449027313498448e+01,-3.317849651329568132e+02,-3.320872096035889740e+02,-3.343052035398903854e+02
5.649369748123025392e-01,3.899856478512079860e+01,3.306389495708548765e+01,1.975007593779452719e+01,-3.322199214104763882e+02,-3.325166500127792233e+02,-3.346942417399643546e+02
5.754399373371569260e-01,3.903351183303396965e+01,3.309882919677567514e+01,1.978465862184341262e+01,-3.326504848779478039e+02,-3.329417982494290413e+02,-3.350797208579785433e+02
5.861381645140287810e-01,3.906746312765206852e+01,3.313276814639649359e+01,1.981825870236455245e+01,-3.330765995233611534e+02,-3.333625964667532457e+02,-3.354615698989863404e+02
5.970352865838368661e-01,3.910043955615792299e+01,3.316573267637972577e+01,1.985089659300102127e+01,-3.334982140840654097e+02,-3.337789916007025681e+02,-3.358397228783337596e+02
6.081350012787178905e-01,3.913246199615237941e+01,3.319774364818077572e+01,1.988259271479361701e+01,-3.339152819647032402e+02,-3.341909352872958721e+02,-3.362141187355002785e+02
6.194410750767814777e-01,3.916355128833537691e+01,3.322882188693783689e+01,1.991336746825822956e+01,-3.343277611478309836e+02,-3.345983837726470256e+02,-3.365847012406638896e+02
6.309573444801933606e-01,3.919372821043661759e+01,3.325898815538150188e+01,1.994324120673397971e+01,-3.347356140978865255e+02,-3.350012978163512116e+02,-3.369514188946548643e+02
6.426877173170196800e-01,3.922301345241997694e+01,3.328826312901880868e+01,1.997223421102544449e+01,-3.351388076591615572e+02,-3.353996425888851718e+02,-3.373142248229549409e+02
6.546361740672750340e-01,3.925142759297811068e+01,3.331666737260829336e+01,2.000036666535477536e+01,-3.355373129484235619e+02,-3.357933875636675793e+02,-3.376730766643883044e+02
6.668067692136222524e-01,3.927899107732693551e+01,3.334422131793553490e+01,2.002765863463270435e+01,-3.359311052428183189e+02,-3.361825064044106739e+02,-3.380279364551377057e+02
6.792036326171846383e-01,3.930572419630307479e+01,3.337094524289241093e+01,2.005413004305093949e+01,-3.363201638636686539e+02,-3.365669768483761004e+02,-3.383787705086984943e+02
6.918309709189366385e-01,3.933164706676127764e+01,3.339685925185697357e+01,2.007980065399219782e+01,-3.367044720567621994e+02,-3.369467805861319789e+02,-3.387255492923682141e+02
7.046930689671468961e-01,3.935677961326297236e+01,3.342198325736508480e+01,2.010469005124864594e+01,-3.370840168697042714e+02,-3.373219031383820834e+02,-3.390682473008452575e+02
7.177942912713618506e-01,3.938114155104238279e+01,3.344633696306019743e+01,2.012881762153435972e+01,-3.374587890268832666e+02,-3.376923337304185679e+02,-3.394068429274857408e+02
7.311390834834176067e-01,3.940475237023130717e+01,3.346993984790248788e+01,2.015220253827250474e+01,-3.378287828025751196e+02,-3.380580651647223362e+02,-3.397413183337458236e+02
7.447319739059892196e-01,3.942763132131992876e+01,3.349281115161442557e+01,2.017486374663391757e+01,-3.381939958926851091e+02,-3.384190936922094579e+02,-3.400716593173066826e+02
7.585775750291839925e-01,3.944979740182679961e+01,3.351496986133622613e+01,2.019681994979989526e+01,-3.385544292855981894e+02,-3.387754188825958863e+02,-3.403978551793555880e+02
7.726805850957025879e-01,3.947126934414808375e+01,3.353643469946098321e+01,2.021808959641851899e+01,-3.389100871325828166e+02,-3.391270434943231749e+02,-3.407198985914662330e+02
7.870457896950989740e-01,3.949206560455293413e+01,3.355722411261650961e+01,2.023869086922109872e+01,-3.392609766181634541e+02,-3.394739733444623653e+02,-3.410377854624947531e+02
8.016780633876793294e-01,3.951220435328953329e+01,3.357735626175827548e+01,2.025864167476265010e+01,-3.396071078308489746e+02,-3.398162171789821855e+02,-3.413515148058792761e+02
8.165823713585927957e-01,3.953170346576408178e+01,3.359684901333578466e+01,2.027795963424828329e+01,-3.399484936345780852e+02,-3.401537865437413757e+02,-3.416610886077019700e+02
8.317637711026708569e-01,3.955058051475322145e+01,3.361571993149289028e+01,2.029666207540558531e+01,-3.402851495412109557e+02,-3.404866956565372220e+02,-3.419665116958452700e+02
8.472274141405963244e-01,3.956885276360920045e+01,3.363398627126121454e+01,2.031476602536172749e+01,-3.406170935843732082e+02,-3.408149612805126480e+02,-3.422677916105470786e+02
8.629785477669702498e-01,3.958653716041561665e+01,3.365166497270463708e+01,2.033228820448288587e+01,-3.409443461949285279e+02,-3.411386025992007376e+02,-3.425649384766306866e+02
8.790225168308842818e-01,3.960365033305124172e+01,3.366877265597219093e+01,2.034924502113291211e+01,-3.412669300783305175e+02,-3.414576410934561750e+02,-3.428579648776614022e+02
8.953647655495936553e-01,3.962020858511851884e+01,3.368532561721614371e+01,2.036565256730759188e+01,-3.415848700940802019e+02,-3.417721004204996120e+02,-3.431468857322544181e+02
9.120108393559096527e-01,3.963622789269354030e+01,3.370133982533180728e+01,2.038152661510081032e+01,-3.418981931374898409e+02,-3.420820062952757326e+02,-3.434317181727354864e+02
9.289663867799362595e-01,3.965172390185387741e+01,3.371683091947566879e+01,2.039688261395872360e+01,-3.422069280239310842e+02,-3.423873863743032189e+02,-3.437124814263318626e+02
9.462371613657929448e-01,3.966671192694134618e+01,3.373181420731873459e+01,2.041173568867853305e+01,-3.425111053757221384e+02,-3.426882701421710067e+02,-3.439891966990479659e+02
9.638290236239704933e-01,3.968120694951677052e+01,3.374630466399227657e+01,2.042610063810877108e+01,-3.428107575117889496e+02,-3.429846888008150358e+02,-3.442618870623601879e+02
9.817479430199843593e-01,3.969522361796479260e+01,3.376031693168388870e+01,2.043999193450864738e+01,-3.431059183402130088e+02,-3.432766751616895817e+02,-3.445305773428439124e+02
1.000000000000000000e+00,3.970877624770727010e+01,3.377386531984251405e+01,2.045342372352473603e+01,-3.433966232537620158e+02,-3.435642635409267314e+02,-3.447952940148269363e+02
1.018591388054116864e+00,3.972187882198495146e+01,3.378696380595196302e+01,2.046640982474442438e+01,-3.436829090284788890e+02,-3.438474896575625053e+02,-3.450560650961469946e+02
1.037528415818012695e+00,3.973454499316779476e+01,3.379962603683347311e+01,2.047896373278615201e+01,-3.439648137253899449e+02,-3.441263905348876619e+02,-3.453129200470718274e+02
1.056817509213658468e+00,3.974678808455586676e+01,3.381186533043906195e+01,2.049109861888808126e+01,-3.442423765953777774e+02,-3.444010044049699673e+02,-3.455658896724269766e+02
1.076465213629834938e+00,3.975862109263347577e+01,3.382369467809839136e+01,2.050282733295758675e+01,-3.445156379872472598e+02,-3.446713706163759525e+02,-3.458150060269608161e+02
1.096478196143185091e+00,3.977005668974086205e+01,3.383512674718348023e+01,2.051416240604564933e+01,-3.447846392590030291e+02,-3.449375295451104648e+02,-3.460603023239635831e+02
1.116863247780561119e+00,3.978110722712882819e+01,3.384617388415659889e+01,2.052511605321120669e+01,-3.450494226923430006e+02,-3.451995225087781591e+02,-3.463018128471439923e+02
1.137627285823431089e+00,3.979178473836319085e+01,3.385684811796818394e+01,2.053570017674217496e+01,-3.453100314103606934e+02,-3.454573916839598269e+02,-3.465395728657576342e+02
1.158777356155126226e+00,3.980210094304717927e+01,3.386716116377304076e+01,2.054592636970099306e+01,-3.455665092984401099e+02,-3.457111800267874173e+02,-3.467736185529687987e+02
1.180320635651729733e+00,3.981206725083164599e+01,3.387712442693445780e+01,2.055580591976423932e+01,-3.458189009283172481e+02,-3.459609311966913765e+02,-3.470039869074201420e+02
1.202264434617413169e+00,3.982169476568383004e+01,3.388674900728717887e+01,2.056534981332702472e+01,-3.460672514852746531e+02,-3.462066894832863113e+02,-3.472307156779753541e+02
1.224616199265048833e+00,3.983099429038743722e+01,3.389604570363186298e+01,2.057456873984449430e+01,-3.463116066984255781e+02,-3.464484997363526304e+02,-3.474538432915922499e+02
1.247383514242943248e+00,3.983997633124766935e+01,3.390502501843474192e+01,2.058347309638405420e+01,-3.465520127740418275e+02,-3.466864072988666408e+02,-3.476734087842785925e+02
1.270574105208541971e+00,3.984865110297671720e+01,3.391369716270786938e+01,2.059207299236345179e+01,-3.467885163318694595e+02,-3.469204579430243598e+02,-3.478894517350749993e+02
1.294195841449986339e+00,3.985702853373613408e+01,3.392207206104647810e+01,2.060037825445110116e+01,-3.470211643443742560e+02,-3.471506978092002100e+02,-3.481020122030062112e+02
1.318256738556407237e+00,3.986511827031427657e+01,3.393015935680158179e+01,2.060839843160654183e+01,-3.472500040788531805e+02,-3.473771733477765906e+02,-3.483111306669363785e+02
1.342764961137864255e+00,3.987292968341801469e+01,3.393796841736705971e+01,2.061614280024008394e+01,-3.474750830423444086e+02,-3.475999312637779894e+02,-3.485168479682606630e+02
1.367728825595849518e+00,3.988047187305935637e+01,3.394550833956171232e+01,2.062362036947211408e+01,-3.476964489292663529e+02,-3.478190184642381269e+02,-3.487192052563627840e+02
1.393156802945303863e+00,3.988775367401882477e+01,3.395278795508836112e+01,2.063083988647372280e+01,-3.479141495717118460e+02,-3.480344820082279398e+02,-3.489182439367642132e+02
1.419057521689092605e+00,3.989478366136864906e+01,3.395981583605285437e+01,2.063780984187157941e+01,-3.481282328923232967e+02,-3.482463690594687478e+02,-3.491140056218910672e+02
1.445439770745927888e+00,3.990157015603996626e+01,3.396660030052721879e+01,2.064453847520104190e+01,-3.483387468596719714e+02,-3.484547268414548853e+02,-3.493065320843800237e+02
1.472312502432719494e+00,3.990812123041938264e+01,3.397314941814238409e+01,2.065103378039272997e+01,-3.485457394460638056e+02,-3.486596025950071862e+02,-3.494958652128462973e+02
1.499684835502373748e+00,3.991444471396133764e+01,3.397947101569675965e+01,2.065730351127888298e+01,-3.487492585876934186e+02,-3.488610435381789898e+02,-3.496820469700339800e+02
1.527566058238073232e+00,3.992054819880367234e+01,3.398557268276821475e+01,2.066335518710669561e+01,-3.489493521470673159e+02,-3.490590968284366795e+02,-3.498651193532705861e+02
1.555965631605074950e+00,3.992643904537483479e+01,3.399146177731783069e+01,2.066919609804699220e+01,-3.491460678776173268e+02,-3.492538095270341501e+02,-3.500451243571447435e+02
1.584893192461114264e+00,3.993212438798212816e+01,3.399714543127478095e+01,2.067483331068749663e+01,-3.493394533904264563e+02,-3.494452285655040669e+02,-3.502221039383293828e+02
1.614358556826487101e+00,3.993761114037125282e+01,3.400263055609264740e+01,2.068027367350079615e+01,-3.495295561229876284e+02,-3.496334007141865641e+02,-3.503960999824710143e+02
1.644371723214932413e+00,3.994290600124824664e+01,3.400792384826825554e+01,2.068552382227799669e+01,-3.497164233099189801e+02,-3.498183725527188130e+02,-3.505671542730675583e+02
1.674942876026438210e+00,3.994801545975572310e+01,3.401303179481489991e+01,2.069059018551986284e+01,-3.499001019555591370e+02,-3.500001904424078134e+02,-3.507353084622570805e+02
1.706082389003124256e+00,3.995294580089612424e+01,3.401796067868273354e+01,2.069547898977806000e+01,-3.500806388083658476e+02,-3.501789005004119417e+02,-3.509006040434427405e+02
1.737800828749376247e+00,3.995770311089537330e+01,3.402271658411960686e+01,2.070019626493968090e+01,-3.502580803370457829e+02,-3.503545485756563380e+02,-3.510630823256780673e+02
1.770108958317422099e+00,3.996229328250095847e+01,3.402730540196647979e+01,2.070474784944913083e+01,-3.504324727083413222e+02,-3.505271802264099392e+02,-3.512227844097400293e+02
1.803017740859569784e+00,3.996672202020921105e+01,3.403173283488212064e+01,2.070913939546193916e+01,-3.506038617664037247e+02,-3.506968406994521956e+02,-3.513797511658183339e+02
1.836538343348347313e+00,3.997099484541707426e+01,3.403600440249238090e+01,2.071337637392562669e+01,-3.507722930136827699e+02,-3.508635749107608603e+02,-3.515340232127510944e+02
1.870682140365801827e+00,3.997511710149417041e+01,3.404012544645981819e+01,2.071746407958352876e+01,-3.509378115932659625e+02,-3.510274274276519009e+02,-3.516856408987375744e+02
1.905460717963248340e+00,3.997909395877162808e+01,3.404410113547027095e+01,2.072140763589781187e+01,-3.511004622725997706e+02,-3.511884424523059920e+02,-3.518346442834628078e+02
1.940885877592779529e+00,3.998293041944450721e+01,3.404793647013299562e+01,2.072521199988840124e+01,-3.512602894285304274e+02,-3.513466638066173573e+02,-3.519810731215686701e+02
1.976969640111861937e+00,3.998663132238512929e+01,3.405163628779189366e+01,2.072888196688518647e+01,-3.514173370335998356e+02,-3.515021349183021471e+02,-3.521249668474083023e+02
2.013724249862389293e+00,3.999020134786513125e+01,3.405520526724543373e+01,2.073242217519108621e+01,-3.515716486435386514e+02,-3.516548988082063261e+02,-3.522663645610243179e+02
2.051162178825564730e+00,3.999364502218433159e+01,3.405864793337357099e+01,2.073583711065407442e+01,-3.517232673858956105e+02,-3.518049980787541244e+02,-3.524053050152903097e+02
2.089296130854038758e+00,3.999696672220491678e+01,3.406196866166997239e+01,2.073913111114664787e+01,-3.518722359497484149e+02,-3.519524749034804927e+02,-3.525418266041594961e+02
2.128139045982711419e+00,4.000017067978983931e+01,3.406517168267858153e+01,2.074230837095131008e+01,-3.520185965764397338e+02,-3.520973710175929909e+02,-3.526759673519651983e+02
2.167704104819693889e+00,4.000326098614451098e+01,3.406826108633350003e+01,2.074537294505145013e+01,-3.521623910512878979e+02,-3.522397277095101344e+02,-3.528077649037202264e+02
2.208004733018899213e+00,4.000624159606133645e+01,3.407124082620179450e+01,2.074832875332674931e+01,-3.523036606962186852e+02,-3.523795858133254342e+02,-3.529372565163632771e+02
2.249054605835780318e+00,4.000911633206663254e+01,3.407411472362879579e+01,2.075117958465284929e+01,-3.524424463632716993e+02,-3.525169857021477924e+02,-3.530644790509040831e+02
2.290867652767772267e+00,4.001188888847004677e+01,3.407688647178584773e+01,2.075392910090513965e+01,-3.525787884289329099e+02,-3.526519672822724374e+02,-3.531894689654187687e+02
2.333458062281001943e+00,4.001456283531646818e+01,3.407955963962073298e+01,2.075658084086674293e+01,-3.527127267892486771e+02,-3.527845699881346491e+02,-3.533122623088501086e+02
2.376840286624875898e+00,4.001714162224096327e+01,3.408213767571105990e+01,2.075913822404107023e+01,-3.528443008556774316e+02,-3.529148327780054046e+02,-3.534328947155698302e+02
2.421029046736177470e+00,4.001962858222703545e+01,3.408462391202117914e+01,2.076160455436929198e+01,-3.529735495516378592e+02,-3.530427941303860848e+02,-3.535514014006590173e+02
2.466039337234338547e+00,4.002202693526921706e+01,3.408702156756328350e+01,2.076398302385352679e+01,-3.531005113097131130e+02,-3.531684920410615405e+02,-3.536678171558682493e+02
2.511886431509579687e+00,4.002433979194058367e+01,3.408933375196363613e+01,2.076627671608641279e+01,-3.532252240694737679e+02,-3.532919640207749126e+02,-3.537821763462175113e+02
2.558585886905645257e+00,4.002657015686622088e+01,3.409156346893480816e+01,2.076848860968807386e+01,-3.533477252758814871e+02,-3.534132470934861772e+02,-3.538945129072000100e+02
2.606153549998895258e+00,4.002872093210392990e+01,3.409371361965503411e+01,2.077062158165150052e+01,-3.534680518782399758e+02,-3.535323777951799684e+02,-3.540048603425531155e+02
2.654605561975539096e+00,4.003079492043310950e+01,3.409578700605599266e+01,2.077267841059746445e+01,-3.535862403296586081e+02,-3.536493921731893693e+02,-3.541132517225645984e+02
2.703958364108843160e+00,4.003279482855325000e+01,3.409778633402012105e+01,2.077466177994034524e+01,-3.537023265869976285e+02,-3.537643257860034396e+02,-3.542197196828795427e+02
2.754228703338166273e+00,4.003472327019348853e+01,3.409971421648903345e+01,2.077657428096600611e+01,-3.538163461112638970e+02,-3.538772137035276728e+02,-3.543242964237797423e+02
2.805433637951713077e+00,4.003658276913448333e+01,3.410157317648435082e+01,2.077841841582331028e+01,-3.539283338684285809e+02,-3.539880905077692432e+02,-3.544270137099038607e+02
2.857590543374946446e+00,4.003837576214426974e+01,3.410336565004254794e+01,2.078019660043063510e+01,-3.540383243306387158e+02,-3.540969902939184522e+02,-3.545279028703815811e+02
2.910717118066604936e+00,4.004010460182961850e+01,3.410509398906527423e+01,2.078191116729896848e+01,-3.541463514777968840e+02,-3.542039466718001677e+02,-3.546269947993551455e+02
2.964831389524342331e+00,4.004177155940445942e+01,3.410676046408686091e+01,2.078356436827305842e+01,-3.542524487994832043e+02,-3.543089927676708726e+02,-3.547243199568624732e+02
3.019951720402016537e+00,4.004337882737709720e+01,3.410836726696059173e+01,2.078515837719240267e+01,-3.543566492971966113e+02,-3.544121612263361953e+02,-3.548199083700571919e+02
3.076096814740707952e+00,4.004492852215780374e+01,3.410991651346537878e+01,2.078669529247348180e+01,-3.544589854868917769e+02,-3.545134842135670965e+02,-3.549137896347440915e+02
3.133285724315585608e+00,4.004642268658851378e+01,3.411141024583467640e+01,2.078817713961510094e+01,-3.545594894017911543e+02,-3.546129934187931099e+02,-3.550059929172066404e+02
3.191537855100761600e+00,4.004786329239634313e+01,3.411285043520911842e+01,2.078960587362836421e+01,-3.546581925954511121e+02,-3.547107200580521180e+02,-3.550965469563067245e+02
3.250872973854344039e+00,4.004925224257267047e+01,3.411423898401478993e+01,2.079098338139306890e+01,-3.547551261450628317e+02,-3.548066948771761986e+02,-3.551854800658363729e+02
3.311311214825911176e+00,4.005059137367943123e+01,3.411557772826879642e+01,2.079231148394218565e+01,-3.548503206549698348e+02,-3.549009481551972840e+02,-3.552728201371031673e+02
3.372873086588688896e+00,4.005188245808439262e+01,3.411686843981380690e+01,2.079359193867608013e+01,-3.549438062603843491e+02,-3.549935097079529669e+02,-3.553585946417316563e+02
3.435579478998746605e+00,4.005312720612727162e+01,3.411811282848336901e+01,2.079482644150823489e+01,-3.550356126312864262e+02,-3.550844088918773309e+02,-3.554428306346636646e+02
