time,Vinp,Vout
9.957613999999999805e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.957813999999999623e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.958014000000000578e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.958213999999999260e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.958414000000001352e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.958614000000000033e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.958813999999999851e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.959014000000000806e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.959213999999999487e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.959413999999999305e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.959614000000000260e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.959813999999998941e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.960014000000001033e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.960213999999999714e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.960413999999999533e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.960614000000000487e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.960813999999999169e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.961014000000001261e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.961213999999999942e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.961413999999998623e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.961614000000000715e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.961813999999999396e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.962014000000000351e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.962214000000000169e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.962413999999998850e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.962614000000000942e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.962813999999999623e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.963014000000000578e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.963214000000000397e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.963413999999999078e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.963614000000000033e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.963813999999999851e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.964014000000000806e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.964214000000000624e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.964413999999999305e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.964614000000000260e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.964814000000000078e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.965013999999998759e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.965214000000000851e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.965413999999999533e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.965614000000000487e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.965814000000000306e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.966013999999998987e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.966213999999999942e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.966413999999999760e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.966614000000000715e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.966814000000000533e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.967013999999999214e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.967214000000000169e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.967413999999999987e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.967614000000000942e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.967813999999999623e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.968013999999999442e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.968214000000000397e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.968414000000000215e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.968614000000001170e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.968813999999999851e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.969013999999999669e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.969214000000000624e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.969413999999999305e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.969614000000001397e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.969814000000000078e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.970013999999999896e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.970214000000000851e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.970413999999999533e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.970613999999999351e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.970814000000000306e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.971013999999998987e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.971214000000001079e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.971413999999999760e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.971613999999999578e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.971814000000000533e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.972013999999999214e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.972214000000001306e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.972413999999999987e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.972613999999998668e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.972814000000000760e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.973013999999999442e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.973214000000000397e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.973414000000000215e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.973613999999998896e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.973814000000000988e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.974013999999999669e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.974214000000000624e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.974414000000000442e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.974613999999999123e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.974814000000000078e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.975013999999999896e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.975214000000000851e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.975414000000000669e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.975613999999999351e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.975814000000000306e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.976014000000000124e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.976213999999998805e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.976413999999999760e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.976613999999999578e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.976814000000000533e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.977014000000000351e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.977213999999999032e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.977413999999999987e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.977613999999999805e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.977814000000000760e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.978013999999999442e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.978213999999999260e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.978414000000000215e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.978614000000000033e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.978814000000000988e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.979013999999999669e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.979213999999999487e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.979414000000000442e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.979613999999999123e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.979814000000001215e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.980013999999999896e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.980213999999999714e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.980414000000000669e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.980613999999999351e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.980814000000001442e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.981014000000000124e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.981213999999998805e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.981414000000000897e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.981613999999999578e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.981813999999999396e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.982014000000000351e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.982213999999999032e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.982414000000001124e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.982613999999999805e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.982813999999999623e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.983014000000000578e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.983213999999999260e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.983414000000001352e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.983614000000000033e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.983813999999998714e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.984014000000000806e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.984213999999999487e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.984414000000000442e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.984614000000000260e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.984813999999998941e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.985014000000001033e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.985213999999999714e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.985414000000000669e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.985614000000000487e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.985813999999999169e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.986014000000000124e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.986213999999999942e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.986414000000000897e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.986614000000000715e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.986813999999999396e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.987014000000000351e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.987214000000000169e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.987413999999998850e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.987613999999999805e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.987813999999999623e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.988014000000000578e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.988214000000000397e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.988413999999999078e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.988614000000000033e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.988813999999999851e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.989014000000000806e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.989213999999999487e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.989413999999999305e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.989614000000000260e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.989814000000000078e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.990014000000001033e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.990213999999999714e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.990413999999999533e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.990614000000000487e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.990813999999999169e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.991014000000001261e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.991213999999999942e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.991413999999999760e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.991614000000000715e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.991813999999999396e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.992014000000001488e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.992214000000000169e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.992413999999998850e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.992614000000000942e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.992813999999999623e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.993013999999999442e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.993214000000000397e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.993413999999999078e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.993614000000001170e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.993813999999999851e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.994013999999998532e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.994214000000000624e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.994413999999999305e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.994614000000000260e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.994814000000000078e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.995013999999998759e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.995214000000000851e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.995413999999999533e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.995614000000000487e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.995814000000000306e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.996013999999998987e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.996213999999999942e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.996413999999999760e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.996614000000000715e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.996814000000000533e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.997013999999999214e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.997214000000000169e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.997413999999999987e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.997614000000000942e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.997814000000000760e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.998013999999999442e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.998214000000000397e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.998414000000000215e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.998613999999998896e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.998813999999999851e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.999013999999999669e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.999214000000000624e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.999414000000000442e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.999613999999999123e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.999814000000000078e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000999999999976e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000002200000000130e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000016039999999862e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000036040000000071e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000056039999999939e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000076040000000035e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000096040000000016e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000116039999999884e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000136040000000094e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000156039999999962e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000176040000000057e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000196040000000039e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000216039999999907e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000236040000000003e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000256039999999985e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000276040000000080e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000296040000000062e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000316039999999930e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000336040000000025e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000356040000000007e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000376040000000103e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000396039999999971e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000416039999999953e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000436040000000048e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000456040000000030e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000476039999999898e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000496039999999994e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000516039999999975e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000536040000000071e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000556039999999939e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000576039999999921e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000596040000000016e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000616039999999998e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000636040000000094e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000656039999999962e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000676039999999944e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000696040000000039e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000716039999999907e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000736040000000116e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000756039999999985e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000776039999999966e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000796040000000062e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000816039999999930e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000836040000000139e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000856040000000007e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000876039999999875e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000896040000000085e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000916039999999953e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000936040000000048e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000956040000000030e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000976039999999898e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.000996040000000107e+03,1.500000000000000000e+00,0.000000000000000000e+00
1.001004800000000046e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001023760000000038e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001043759999999907e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001063760000000116e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001083759999999984e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001103759999999966e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001123760000000061e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001143759999999929e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001163760000000138e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001183760000000007e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001203759999999875e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001223760000000084e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001243759999999952e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001263760000000048e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001283760000000029e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001303759999999897e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001323760000000107e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001343759999999975e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001363760000000070e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001383760000000052e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001403759999999920e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001423760000000016e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001443759999999997e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001463759999999866e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001483760000000075e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001503759999999943e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001523760000000038e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001543760000000020e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001563759999999888e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001583759999999984e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001603759999999966e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001623760000000061e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001643760000000043e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001663759999999911e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001683760000000007e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001703759999999988e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001723760000000084e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001743759999999952e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001763759999999934e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001783760000000029e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001803760000000011e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001823760000000107e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001843759999999975e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001863759999999957e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001883760000000052e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001903759999999920e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001923760000000129e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001943759999999997e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001963759999999979e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.001983760000000075e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002003759999999943e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002023759999999925e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002043760000000020e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002063759999999888e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002083760000000098e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002103759999999966e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002123759999999947e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002143760000000043e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002163759999999911e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002183760000000120e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002203759999999988e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002223759999999857e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002243760000000066e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002263759999999934e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002283760000000029e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002303760000000011e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002323759999999879e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002343760000000088e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002363759999999957e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002383760000000052e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002403760000000034e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002423759999999902e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002443760000000111e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002463759999999979e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002483760000000075e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002503760000000057e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002523759999999925e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002543760000000020e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002563760000000002e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002583759999999870e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002603760000000079e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002623759999999947e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002643760000000043e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002663760000000025e+03,1.500000000000000000e+00,1.500000000000000000e+00
1.002683759999999893e+03,1.500000000000000000e+00,1.500000000000000000e+00
