Vinp,Vout,dVout
7.515480000000000018e+02,1.499999309999999975e+00,1.849460539999999917e-02
7.515520000000000209e+02,1.499999379999999993e+00,1.662341729999999851e-02
7.515560000000000400e+02,1.499999440000000073e+00,1.494154609999999959e-02
7.515600000000000591e+02,1.499999499999999930e+00,1.342983749999999976e-02
7.515639999999999645e+02,1.499999550000000070e+00,1.207107619999999923e-02
7.515679999999999836e+02,1.499999590000000049e+00,1.084978670000000082e-02
7.515720000000000027e+02,1.499999630000000028e+00,9.752068640000000066e-03
7.515760000000000218e+02,1.499999670000000007e+00,8.765404719999999802e-03
7.515800000000000409e+02,1.499999700000000047e+00,7.878565980000000121e-03
7.515840000000000600e+02,1.499999730000000087e+00,7.081458470000000401e-03
7.515880000000000791e+02,1.499999759999999904e+00,6.364988270000000031e-03
7.515919999999999845e+02,1.499999789999999944e+00,5.721011249999999673e-03
7.515960000000000036e+02,1.499999810000000044e+00,5.142192609999999588e-03
7.516000000000000227e+02,1.499999829999999923e+00,4.621931699999999935e-03
7.516040000000000418e+02,1.499999840000000084e+00,4.154308599999999990e-03
7.516080000000000609e+02,1.499999859999999963e+00,3.733999630000000083e-03
7.516119999999999663e+02,1.499999869999999902e+00,3.356212810000000143e-03
7.516159999999999854e+02,1.499999890000000002e+00,3.016648299999999915e-03
7.516200000000000045e+02,1.499999899999999942e+00,2.711439280000000132e-03
7.516239999999999100e+02,1.499999910000000103e+00,2.437109639999999848e-03
7.516279999999999291e+02,1.499999920000000042e+00,2.190535640000000010e-03
7.516319999999999482e+02,1.499999929999999981e+00,1.968908289999999825e-03
7.516359999999999673e+02,1.499999929999999981e+00,1.769705479999999923e-03
7.516399999999999864e+02,1.499999939999999921e+00,1.590655689999999909e-03
7.516440000000000055e+02,1.499999950000000082e+00,1.429721240000000025e-03
7.516480000000000246e+02,1.499999950000000082e+00,1.285070529999999970e-03
7.516520000000000437e+02,1.499999960000000021e+00,1.155052809999999961e-03
7.516559999999999491e+02,1.499999960000000021e+00,1.038190970000000060e-03
7.516599999999999682e+02,1.499999969999999960e+00,9.331521840000000503e-04
7.516639999999999873e+02,1.499999969999999960e+00,8.387405930000000525e-04
7.516680000000000064e+02,1.499999969999999960e+00,7.538809390000000008e-04
7.516720000000000255e+02,1.499999969999999960e+00,6.776078280000000448e-04
7.516760000000000446e+02,1.499999979999999900e+00,6.090508969999999713e-04
7.516800000000000637e+02,1.499999979999999900e+00,5.474303250000000110e-04
7.516839999999999691e+02,1.499999979999999900e+00,4.920441160000000452e-04
7.516879999999999882e+02,1.499999979999999900e+00,4.422614389999999802e-04
7.516920000000000073e+02,1.499999990000000061e+00,3.975161499999999904e-04
7.516960000000000264e+02,1.499999990000000061e+00,3.572975919999999837e-04
7.517000000000000455e+02,1.499999990000000061e+00,3.211479010000000116e-04
7.517040000000000646e+02,1.499999990000000061e+00,2.886559530000000072e-04
7.517080000000000837e+02,1.499999990000000061e+00,2.594511480000000116e-04
7.517120000000001028e+02,1.499999990000000061e+00,2.332013220000000065e-04
7.517160000000000082e+02,1.499999990000000061e+00,2.096071579999999929e-04
7.517200000000000273e+02,1.499999990000000061e+00,1.884003129999999948e-04
7.517239999999999327e+02,1.499999990000000061e+00,1.693388679999999983e-04
7.517279999999999518e+02,1.499999990000000061e+00,1.522061080000000014e-04
7.517319999999999709e+02,1.499999990000000061e+00,1.368066230000000087e-04
7.517359999999999900e+02,1.500000000000000000e+00,1.229651359999999979e-04
7.517400000000000091e+02,1.500000000000000000e+00,1.105243010000000044e-04
7.517439999999999145e+02,1.500000000000000000e+00,9.934186769999999594e-05
7.517479999999999336e+02,1.500000000000000000e+00,8.929107239999999946e-05
7.517519999999999527e+02,1.500000000000000000e+00,8.025728210000000393e-05
7.517559999999999718e+02,1.500000000000000000e+00,7.213704370000000293e-05
7.517599999999999909e+02,1.500000000000000000e+00,6.483881269999999396e-05
7.517640000000000100e+02,1.500000000000000000e+00,5.827856339999999989e-05
7.517680000000000291e+02,1.500000000000000000e+00,5.238231550000000064e-05
7.517720000000000482e+02,1.500000000000000000e+00,4.708254889999999765e-05
7.517759999999999536e+02,1.500000000000000000e+00,4.231905249999999948e-05
7.517799999999999727e+02,1.500000000000000000e+00,3.803744239999999735e-05
7.517839999999999918e+02,1.500000000000000000e+00,3.418887680000000113e-05
7.517880000000000109e+02,1.500000000000000000e+00,3.072975040000000145e-05
7.517920000000000300e+02,1.500000000000000000e+00,2.762078920000000137e-05
7.517960000000000491e+02,1.500000000000000000e+00,2.482613290000000139e-05
7.518000000000000682e+02,1.500000000000000000e+00,2.231448960000000079e-05
7.518039999999999736e+02,1.500000000000000000e+00,2.005662559999999838e-05
7.518079999999999927e+02,1.500000000000000000e+00,1.802757919999999908e-05
7.518120000000000118e+02,1.500000000000000000e+00,1.620381360000000082e-05
7.518160000000000309e+02,1.500000000000000000e+00,1.456424529999999983e-05
7.518200000000000500e+02,1.500000000000000000e+00,1.309074509999999957e-05
7.518240000000000691e+02,1.500000000000000000e+00,1.176625670000000038e-05
7.518280000000000882e+02,1.500000000000000000e+00,1.057587390000000044e-05
7.518319999999999936e+02,1.500000000000000000e+00,9.505728540000000083e-06
7.518359999999998990e+02,1.500000000000000000e+00,8.544052259999999264e-06
7.518399999999999181e+02,1.500000000000000000e+00,7.679637450000000243e-06
7.518439999999999372e+02,1.500000000000000000e+00,6.902474979999999854e-06
7.518479999999999563e+02,1.500000000000000000e+00,6.204259809999999731e-06
7.518519999999999754e+02,1.500000000000000000e+00,5.576538890000000141e-06
7.518559999999999945e+02,1.500000000000000000e+00,5.012433900000000222e-06
7.518600000000000136e+02,1.500000000000000000e+00,4.505172489999999603e-06
7.518640000000000327e+02,1.500000000000000000e+00,4.049317490000000052e-06
7.518679999999999382e+02,1.500000000000000000e+00,3.639755609999999986e-06
7.518719999999999573e+02,1.500000000000000000e+00,3.271383110000000067e-06
7.518759999999999764e+02,1.500000000000000000e+00,2.940425219999999839e-06
7.518799999999999955e+02,1.500000000000000000e+00,2.642998110000000069e-06
7.518840000000000146e+02,1.500000000000000000e+00,2.375654199999999851e-06
7.518880000000000337e+02,1.500000000000000000e+00,2.135292300000000142e-06
7.518920000000000528e+02,1.500000000000000000e+00,1.919131569999999931e-06
7.518959999999999582e+02,1.500000000000000000e+00,1.725064340000000037e-06
7.518999999999999773e+02,1.500000000000000000e+00,1.550537080000000061e-06
7.519039999999999964e+02,1.500000000000000000e+00,1.393552429999999902e-06
7.519080000000000155e+02,1.500000000000000000e+00,1.252664900000000035e-06
7.519120000000000346e+02,1.500000000000000000e+00,1.125766229999999984e-06
7.519160000000000537e+02,1.500000000000000000e+00,1.012079240000000096e-06
7.519200000000000728e+02,1.500000000000000000e+00,9.094945150000000462e-07
7.519240000000000919e+02,1.500000000000000000e+00,8.176795750000000469e-07
7.519279999999999973e+02,1.500000000000000000e+00,7.348562599999999896e-07
7.519320000000000164e+02,1.500000000000000000e+00,6.604717529999999905e-07
7.519360000000000355e+02,1.500000000000000000e+00,5.937472590000000424e-07
7.519400000000000546e+02,1.500000000000000000e+00,5.335730989999999979e-07
7.519439999999999600e+02,1.500000000000000000e+00,4.796161950000000173e-07
7.519479999999999791e+02,1.500000000000000000e+00,4.309887069999999915e-07
7.519519999999999982e+02,1.500000000000000000e+00,3.874678990000000166e-07
7.519559999999999036e+02,1.500000000000000000e+00,3.483879919999999801e-07
7.519599999999999227e+02,1.500000000000000000e+00,3.129718360000000188e-07
7.519639999999999418e+02,1.500000000000000000e+00,2.813304369999999890e-07
7.519679999999999609e+02,1.500000000000000000e+00,2.530197379999999746e-07
7.519719999999999800e+02,1.500000000000000000e+00,2.272626949999999937e-07
7.519759999999999991e+02,1.500000000000000000e+00,2.041698729999999971e-07
7.519800000000000182e+02,1.500000000000000000e+00,1.837418949999999948e-07
7.519840000000000373e+02,1.500000000000000000e+00,1.649791059999999985e-07
7.519879999999999427e+02,1.500000000000000000e+00,1.483257429999999950e-07
7.519919999999999618e+02,1.500000000000000000e+00,1.333378200000000081e-07
7.519959999999999809e+02,1.500000000000000000e+00,1.197930780000000110e-07
7.520000000000000000e+02,1.500000000000000000e+00,1.079136010000000045e-07
