time,vin,vout_buf,vout_st
2.000500000000000167e+00,3.298350000000000115e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.003500000000000281e+00,3.288450000000000095e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.012500000000000178e+00,3.258750000000000036e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.022499999999999964e+00,3.225750000000000117e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.032500000000000195e+00,3.192750000000000199e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.042499999999999982e+00,3.159749999999999837e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.052500000000000213e+00,3.126749999999999918e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.062500000000000000e+00,3.093750000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.072500000000000231e+00,3.060750000000000082e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.082500000000000018e+00,3.027750000000000163e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.092500000000000249e+00,2.994749999999999801e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.102500000000000036e+00,2.961749999999999883e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.112499999999999822e+00,2.928749999999999964e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.122499999999999609e+00,2.895750000000000046e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.132499999999999840e+00,2.862750000000000128e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.142500000000000071e+00,2.829750000000000210e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.152499999999999858e+00,2.796749999999999847e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.162500000000000089e+00,2.763749999999999929e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.172499999999999876e+00,2.730750000000000011e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.182500000000000107e+00,2.697750000000000092e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.192499999999999893e+00,2.664750000000000174e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.202500000000000124e+00,2.631749999999999812e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.212499999999999911e+00,2.598749999999999893e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.222500000000000142e+00,2.565749999999999975e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.232499999999999929e+00,2.532750000000000057e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.242500000000000160e+00,2.499750000000000139e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.252499999999999947e+00,2.466750000000000220e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.262500000000000178e+00,2.433749999999999858e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.272500000000000409e+00,2.400749999999999940e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.282499999999999751e+00,2.367750000000000021e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.292499999999999982e+00,2.334750000000000103e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.302499999999999769e+00,2.301750000000000185e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.312500000000000000e+00,2.268749999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.322499999999999787e+00,2.235749999999999904e+00,3.300000010000000206e+00,3.299999999999999822e+00
2.332500000000000018e+00,2.202749999999999986e+00,3.300000010000000206e+00,3.299999999999999822e+00
2.342499999999999805e+00,2.169750000000000068e+00,3.300000010000000206e+00,3.299999999999999822e+00
2.352500000000000036e+00,2.136750000000000149e+00,3.300000010000000206e+00,3.299999999999999822e+00
2.362499999999999822e+00,2.103749999999999787e+00,3.300000010000000206e+00,3.299999999999999822e+00
2.372500000000000053e+00,2.070749999999999869e+00,3.300000010000000206e+00,3.299999999999999822e+00
2.382500000000000284e+00,2.037749999999999950e+00,3.300000010000000206e+00,3.299999999999999822e+00
2.392500000000000071e+00,2.004750000000000032e+00,3.300000010000000206e+00,3.299999999999999822e+00
2.402500000000000302e+00,1.971749999999999892e+00,3.300000010000000206e+00,3.299999999999999822e+00
2.412500000000000089e+00,1.938749999999999973e+00,3.300000010000000206e+00,3.299999999999999822e+00
2.422500000000000320e+00,1.905750000000000055e+00,3.300000010000000206e+00,3.299999999999999822e+00
2.432500000000000107e+00,1.872749999999999915e+00,3.299999999999999822e+00,3.299999999999999822e+00
2.442499999999999893e+00,1.839749999999999996e+00,3.299999979999999944e+00,3.299999999999999822e+00
2.452499999999999680e+00,1.806750000000000078e+00,3.299999909999999925e+00,3.299999999999999822e+00
2.462499999999999911e+00,1.773749999999999938e+00,3.299999679999999991e+00,3.299999999999999822e+00
2.472499999999999698e+00,1.740750000000000020e+00,3.299998580000000015e+00,3.299999999999999822e+00
2.482499999999999929e+00,1.707750000000000101e+00,3.299989580000000089e+00,3.299999999999999822e+00
2.492499999999999716e+00,1.674749999999999961e+00,3.299791359999999951e+00,3.299999999999999822e+00
2.502499999999999947e+00,1.641750000000000043e+00,3.290368790000000043e+00,3.299999999999999822e+00
2.512500000000000178e+00,1.608749999999999902e+00,3.075753339999999891e+00,3.299999999999999822e+00
2.521391359999999970e+00,1.579408530000000033e+00,6.374686459999999444e-02,3.299999999999999822e+00
2.529870530000000173e+00,1.551427239999999985e+00,5.950298700000000371e-03,3.299999999999999822e+00
2.539870529999999960e+00,1.518427240000000067e+00,3.563103980000000177e-04,3.299999999999999822e+00
2.549870530000000191e+00,1.485427239999999927e+00,1.762019589999999855e-05,3.299999999999999822e+00
2.559870529999999977e+00,1.452427240000000008e+00,-7.868147570000000505e-06,3.299999999999999822e+00
2.569870530000000208e+00,1.419427240000000090e+00,-1.216770419999999955e-05,3.299999999999999822e+00
2.579870529999999995e+00,1.386427239999999950e+00,-1.246880770000000035e-05,3.299999999999999822e+00
2.589870529999999782e+00,1.353427240000000031e+00,-1.256050839999999940e-05,3.299999999999999822e+00
2.599870530000000013e+00,1.320427239999999891e+00,-1.255472140000000081e-05,3.299999999999999822e+00
2.609870529999999800e+00,1.287427239999999973e+00,-1.251866899999999945e-05,3.299999999999999822e+00
2.619870530000000031e+00,1.254427240000000054e+00,-1.247470910000000058e-05,3.299999999999999822e+00
2.629870529999999818e+00,1.221427239999999914e+00,-1.243053420000000022e-05,3.299999999999999822e+00
2.639870530000000048e+00,1.188427239999999996e+00,-1.238876930000000074e-05,3.299999999999999822e+00
2.649870529999999835e+00,1.155427240000000078e+00,-1.235019750000000060e-05,3.299999999999999822e+00
2.659870530000000066e+00,1.122427239999999937e+00,-1.231491870000000010e-05,3.299999999999999822e+00
2.669870529999999853e+00,1.089427240000000019e+00,-1.228278830000000071e-05,3.299999999999999822e+00
