PSRR_arr
5.991669999999999874e+01,5.304520000000000124e+01,5.126290000000000191e+01,4.927300000000000324e+01,4.893449999999999989e+01,5.871139999999999759e+01,4.930400000000000205e+01,5.906340000000000146e+01,4.730129999999999768e+01,5.635929999999999751e+01,6.203730000000000189e+01,5.984559999999999746e+01,5.305989999999999895e+01,5.821609999999999729e+01,5.499260000000000304e+01,5.061910000000000309e+01,5.789639999999999986e+01,4.743139999999999645e+01,5.807520000000000238e+01,5.884259999999999735e+01,5.430360000000000298e+01,5.691449999999999676e+01,5.885410000000000252e+01,4.847090000000000032e+01,5.299560000000000315e+01,5.372840000000000060e+01,4.783469999999999800e+01,6.277389999999999759e+01,5.471560000000000201e+01,6.098020000000000351e+01,4.620430000000000348e+01,4.364670000000000272e+01,4.696959999999999980e+01,5.361280000000000001e+01,5.906499999999999773e+01,4.695819999999999794e+01,6.262610000000000099e+01,4.969650000000000034e+01,5.421540000000000248e+01,7.958289999999999509e+01,5.524750000000000227e+01,5.608379999999999654e+01,5.135349999999999682e+01,5.104560000000000031e+01,6.170499999999999829e+01,5.092430000000000234e+01,6.462600000000000477e+01,5.992130000000000223e+01,5.069169999999999732e+01,5.083590000000000231e+01,5.391230000000000189e+01,5.015599999999999881e+01,3.942940000000000111e+01,5.547350000000000136e+01,5.293950000000000244e+01,4.567020000000000124e+01,5.394310000000000116e+01,6.031239999999999668e+01,4.848510000000000275e+01,5.243880000000000052e+01,6.068910000000000338e+01,5.095629999999999882e+01,7.432309999999999661e+01,4.925249999999999773e+01,4.830619999999999692e+01,5.338110000000000355e+01,4.485849999999999937e+01,6.271860000000000213e+01,6.376279999999999859e+01,5.791159999999999997e+01,5.775520000000000209e+01,5.037839999999999918e+01,5.989670000000000272e+01,6.087129999999999797e+01,4.832240000000000180e+01,8.375860000000000127e+01,6.924830000000000041e+01,5.284449999999999648e+01,5.464119999999999777e+01,6.607829999999999870e+01,4.803929999999999723e+01,5.070980000000000132e+01,5.240679999999999694e+01,6.271809999999999974e+01,5.928159999999999741e+01,6.347999999999999687e+01,7.650469999999999970e+01,4.860040000000000049e+01,5.225919999999999987e+01,4.979120000000000346e+01,5.664939999999999998e+01,5.137460000000000093e+01,5.388479999999999848e+01,5.562039999999999651e+01,4.269859999999999900e+01,5.321909999999999741e+01,5.300010000000000332e+01,6.426049999999999329e+01,5.201709999999999923e+01,5.876400000000000290e+01,8.589010000000000389e+01,4.996929999999999694e+01,5.155080000000000240e+01,5.719200000000000017e+01,4.528940000000000055e+01,4.165319999999999823e+01,6.008319999999999794e+01,5.122729999999999961e+01,6.210289999999999822e+01,5.114500000000000313e+01,5.091770000000000351e+01,5.910840000000000316e+01,6.221650000000000347e+01,4.470660000000000167e+01,6.533520000000000039e+01,4.319100000000000250e+01,5.131320000000000192e+01,5.401890000000000214e+01,5.044740000000000180e+01,5.844800000000000040e+01,4.748279999999999745e+01,5.986639999999999873e+01,4.928560000000000230e+01,5.642649999999999721e+01,4.737660000000000338e+01,6.328249999999999886e+01,5.980100000000000193e+01,5.160000000000000142e+01,5.291779999999999973e+01,5.943050000000000210e+01,5.005649999999999977e+01,5.490579999999999927e+01,5.474510000000000076e+01,5.453909999999999769e+01,4.574459999999999837e+01,5.050610000000000355e+01,5.570530000000000115e+01,7.552769999999999584e+01,5.408760000000000190e+01,4.756040000000000134e+01,4.949860000000000326e+01,5.106190000000000140e+01,4.445380000000000109e+01,5.182650000000000290e+01,4.913219999999999743e+01,5.213020000000000209e+01,6.538209999999999411e+01,5.550150000000000006e+01,5.542640000000000100e+01,4.597460000000000235e+01,5.909530000000000172e+01,5.175169999999999959e+01,5.577920000000000300e+01,5.341590000000000060e+01,4.893650000000000233e+01,4.687380000000000280e+01,7.009350000000000591e+01,5.671990000000000265e+01,6.279800000000000182e+01,6.068059999999999832e+01,5.351879999999999882e+01,5.915550000000000352e+01,4.974300000000000210e+01,5.935009999999999764e+01,4.764260000000000161e+01,5.375359999999999872e+01,6.409560000000000457e+01,6.187769999999999726e+01,5.577559999999999718e+01,4.816969999999999885e+01,4.558700000000000330e+01,5.317920000000000158e+01,5.562319999999999709e+01,5.900130000000000052e+01,5.411619999999999919e+01,4.830129999999999768e+01,4.923279999999999745e+01,5.779050000000000153e+01,7.110639999999999361e+01,4.818149999999999977e+01,5.473510000000000275e+01,6.386119999999999663e+01,4.867009999999999792e+01,6.284270000000000067e+01,9.515200000000000102e+01,6.583020000000000493e+01,5.833950000000000102e+01,5.476749999999999829e+01,5.440729999999999933e+01,5.360320000000000107e+01,4.477040000000000219e+01,5.061990000000000123e+01,5.734559999999999746e+01,4.393010000000000304e+01,9.531560000000000343e+01,5.618439999999999657e+01,5.621889999999999787e+01,4.970609999999999928e+01,7.273069999999999879e+01,4.924600000000000222e+01
