t,derivative
9.286412512218963911e-02,-4.787532467532457758e+00
9.384164222873900285e-02,-2.726233766233804090e+00
9.481915933528836660e-02,1.230129870129871961e+00
9.579667644183773034e-02,3.125194805194780656e+00
9.677419354838709409e-02,6.117402597402531228e+00
9.775171065493645783e-02,9.043116883116908866e+00
9.872922776148582158e-02,4.953766233766316418e+00
9.970674486803518533e-02,1.396363636363673777e+00
1.006842619745845491e-01,2.692987012987089201e+00
1.016617790811339128e-01,3.956363636363619207e+00
1.026392961876832904e-01,2.992207792207693728e+00
1.036168132942326542e-01,-8.976623376623820150e-01
1.045943304007820179e-01,-6.283636363636276201e+00
1.055718475073313817e-01,-7.746493506493493442e+00
1.065493646138807454e-01,-3.490909090909156021e+00
1.075268817204301092e-01,5.020259740259689352e+00
1.085043988269794729e-01,1.230129870129871961e+01
1.094819159335288367e-01,1.010701298701303585e+01
1.104594330400782004e-01,2.294025974025942105e+00
1.114369501466275642e-01,-6.449870129870078017e+00
1.124144672531769279e-01,-1.024000000000000909e+01
1.133919843597262916e-01,-7.480519480519546960e+00
1.143695014662756554e-01,-2.859220779220720488e+00
1.153470185728250191e-01,1.363116883116958888e+00
1.163245356793743829e-01,3.657142857142787307e+00
1.173020527859237605e-01,3.357922077922012249e+00
1.182795698924731242e-01,-1.795324675324593500e+00
1.192570869990224880e-01,-5.419220779220722761e+00
1.202346041055718517e-01,-4.089350649350706135e+00
1.212121212121212155e-01,-1.063896103896183831e+00
1.221896383186705792e-01,3.989610389610334096e-01
1.231671554252199430e-01,1.097142857142955563e+00
1.241446725317693067e-01,1.994805194805167048e-01
1.251221896383186705e-01,-5.784935064935211813e+00
1.260997067448680342e-01,-1.093818181818181756e+01
1.270772238514173980e-01,-4.521558441558397590e+00
1.280547409579667617e-01,9.608311688311687249e+00
1.290322580645161255e-01,1.426285714285717177e+01
1.300097751710654892e-01,7.114805194805171595e+00
1.309872922776148529e-01,-2.427012987013029033e+00
1.319648093841642167e-01,-8.876883116883050207e+00
1.329423264907135804e-01,-1.014025974025969390e+01
1.339198435972629442e-01,-7.380779220779231764e+00
1.348973607038123079e-01,-3.690389610389615882e+00
1.358748778103616717e-01,-7.646753246752950872e-01
1.368523949169110354e-01,-7.646753246753519306e-01
1.378299120234603992e-01,-4.554805194805169322e+00
1.388074291300097629e-01,-5.685194805194782930e+00
1.397849462365591267e-01,-1.662337662337790789e+00
1.407624633431084904e-01,3.889870129870132587e+00
1.417399804496578819e-01,6.682597402597423297e+00
1.427174975562072456e-01,4.122597402597477867e+00
1.436950146627566094e-01,-1.263376623376643693e+00
1.446725317693059731e-01,-5.618701298701409996e+00
1.456500488758553369e-01,-6.017662337662329719e+00
1.466275659824047006e-01,-6.649350649348662046e-02
1.476050830889540644e-01,7.480519480519546960e+00
1.485826001955034281e-01,7.646753246753291933e+00
1.495601173020527919e-01,2.593246753246717162e+00
1.505376344086021556e-01,-2.925714285714320795e+00
1.515151515151515194e-01,-4.621298701298655942e+00
1.524926686217008831e-01,-9.974025974026403674e-01
1.534701857282502468e-01,2.759480519480518979e+00
1.544477028347996106e-01,5.219740259740319743e+00
1.554252199413489743e-01,6.084155844155816339e+00
1.564027370478983381e-01,2.559999999999945430e+00
1.573802541544477018e-01,5.651948051948352258e-01
1.583577712609970656e-01,1.961558441558452159e+00
1.593352883675464293e-01,2.161038961038968864e+00
1.603128054740957931e-01,3.790129870129817391e+00
1.612903225806451568e-01,4.056103896103877560e+00
1.622678396871945206e-01,2.659740259740601687e-01
1.632453567937438843e-01,-5.020259740259803038e+00
1.642228739002932481e-01,-8.378181818181758445e+00
1.652003910068426118e-01,-7.979220779220668192e+00
1.661779081133919755e-01,-3.490909090909099177e+00
1.671554252199413393e-01,2.859220779220777331e+00
1.681329423264907030e-01,6.948571428571369779e+00
1.691104594330400668e-01,5.784935064934984439e+00
1.700879765395894305e-01,-3.324675324677173194e-02
1.710654936461387943e-01,-2.925714285714320795e+00
1.720430107526881858e-01,-4.920519480519374156e+00
1.730205278592375495e-01,-7.414025974025946653e+00
1.739980449657869133e-01,-5.552207792207866532e+00
1.749755620723362770e-01,-1.496103896103875286e+00
1.759530791788856408e-01,1.595844155844190482e+00
1.769305962854350045e-01,2.825974025974005599e+00
1.779081133919843682e-01,2.992207792207750572e+00
1.788856304985337320e-01,4.255584415584394264e+00
1.798631476050830957e-01,7.846233766233808637e+00
1.808406647116324595e-01,7.879480519480523526e+00
1.818181818181818232e-01,1.662337662337620259e+00
1.827956989247311870e-01,-3.590649350649300686e+00
1.837732160312805507e-01,-6.715844155844138186e+00
1.847507331378299145e-01,-8.477922077922130484e+00
1.857282502443792782e-01,-2.061298701298710512e+00
1.867057673509286420e-01,8.278441558441556936e+00
1.876832844574780057e-01,1.040623376623386775e+01
1.886608015640273694e-01,4.521558441558454433e+00
1.896383186705767332e-01,-7.314285714285801987e-01
1.906158357771260969e-01,-2.061298701298710512e+00
1.915933528836754607e-01,-4.754285714285742870e+00
1.925708699902248244e-01,-6.183896103896074692e+00
