 time            v(phi_1)        v(di_phi_1_n)   v(phi_2)        v(di_phi_2_n)   v(Vcm)         
 2.39875032e-04  0.00000000e+00  7.27322061e-01  0.00000000e+00  1.50706579e+00  5.66950894e-01 
 2.39875045e-04  0.00000000e+00  1.31092172e+00  0.00000000e+00  1.50643318e+00  5.67002990e-01 
 2.39875070e-04  0.00000000e+00  1.54508994e+00  0.00000000e+00  1.49920646e+00  5.67021747e-01 
 2.39875113e-04  0.00000000e+00  1.47669352e+00  0.00000000e+00  1.50013344e+00  5.67016633e-01 
 2.39875157e-04  0.00000000e+00  1.51196401e+00  0.00000000e+00  1.50007299e+00  5.67019099e-01 
 2.39875247e-04  0.00000000e+00  1.49123643e+00  0.00000000e+00  1.49989744e+00  5.67017807e-01 
 2.39875425e-04  0.00000000e+00  1.50751877e+00  0.00000000e+00  1.50010831e+00  5.67018744e-01 
 2.39875783e-04  0.00000000e+00  1.49318870e+00  0.00000000e+00  1.49989041e+00  5.67017971e-01 
 2.39876498e-04  0.00000000e+00  1.50665148e+00  0.00000000e+00  1.50010978e+00  5.67018685e-01 
 2.39877927e-04  0.00000000e+00  1.49357755e+00  0.00000000e+00  1.49989008e+00  5.67018010e-01 
 2.39880786e-04  0.00000000e+00  1.50645167e+00  0.00000000e+00  1.50010985e+00  5.67018676e-01 
 2.39886504e-04  0.00000000e+00  1.49367151e+00  0.00000000e+00  1.49989007e+00  5.67018025e-01 
 2.39897940e-04  0.00000000e+00  1.50640268e+00  0.00000000e+00  1.50010984e+00  5.67018681e-01 
 2.39920813e-04  0.00000000e+00  1.49369480e+00  0.00000000e+00  1.49989007e+00  5.67018037e-01 
 2.39966557e-04  0.00000000e+00  1.50639049e+00  0.00000000e+00  1.50010984e+00  5.67018693e-01 
 2.40000000e-04  0.00000000e+00  1.49370404e+00  0.00000000e+00  1.49989007e+00  5.67018050e-01 
 2.40000001e-04  0.00000000e+00  1.49884136e+00  1.49999999e-01  1.54813711e+00  5.67018388e-01 
 2.40000003e-04  0.00000000e+00  1.50887533e+00  4.49999998e-01  1.63860211e+00  5.67019194e-01 
 2.40000007e-04  0.00000000e+00  1.52598424e+00  1.05000000e+00  1.70743001e+00  5.67020606e-01 
 2.40000010e-04  0.00000000e+00  1.53698144e+00  1.50000000e+00  1.52582908e+00  5.67021494e-01 
 2.40000011e-04  0.00000000e+00  1.53458849e+00  1.50000000e+00  1.38882933e+00  5.67021201e-01 
 2.40000012e-04  0.00000000e+00  1.52875316e+00  1.50000000e+00  1.11242213e+00  5.67020673e-01 
 2.40000016e-04  0.00000000e+00  1.52077855e+00  1.50000000e+00  6.38415879e-01  5.67020085e-01 
 2.40000022e-04  0.00000000e+00  1.52258482e+00  1.50000000e+00  1.13278057e-01  5.67020261e-01 
 2.40000034e-04  0.00000000e+00  1.52332960e+00  1.50000000e+00 -1.89098457e-02  5.67020286e-01 
 2.40000051e-04  0.00000000e+00  1.50299744e+00  1.50000000e+00  1.47076954e-02  5.67018597e-01 
 2.40000070e-04  0.00000000e+00  1.49915225e+00  1.50000000e+00 -8.45443526e-03  5.67018316e-01 
 2.40000107e-04  0.00000000e+00  1.50085517e+00  1.50000000e+00  6.71670047e-03  5.67018428e-01 
 2.40000182e-04  0.00000000e+00  1.49951510e+00  1.50000000e+00 -5.74891696e-03  5.67018344e-01 
 2.40000332e-04  0.00000000e+00  1.50069368e+00  1.50000000e+00  5.55009803e-03  5.67018416e-01 
 2.40000633e-04  0.00000000e+00  1.49953609e+00  1.50000000e+00 -5.24416474e-03  5.67018345e-01 
 2.40001233e-04  0.00000000e+00  1.50061071e+00  1.50000000e+00  5.26654222e-03  5.67018409e-01 
 2.40002434e-04  0.00000000e+00  1.49948447e+00  1.50000000e+00 -5.15339804e-03  5.67018341e-01 
 2.40004835e-04  0.00000000e+00  1.50054918e+00  1.50000000e+00  5.17438240e-03  5.67018410e-01 
 2.40008957e-04  0.00000000e+00  1.49945795e+00  1.50000000e+00 -5.13820816e-03  5.67018357e-01 
 2.40014249e-04  0.00000000e+00  1.50054053e+00  1.50000000e+00  5.14893239e-03  5.67018441e-01 
 2.40023336e-04  0.00000000e+00  1.49945967e+00  1.50000000e+00 -5.12332393e-03  5.67018409e-01 
 2.40041509e-04  0.00000000e+00  1.50053967e+00  1.50000000e+00  5.14070550e-03  5.67018540e-01 
 2.40077856e-04  0.00000000e+00  1.49946010e+00  1.50000000e+00 -5.11925065e-03  5.67018607e-01 
 2.40150549e-04  0.00000000e+00  1.50053945e+00  1.50000000e+00  5.13865302e-03  5.67018937e-01 
 2.40295935e-04  0.00000000e+00  1.49946020e+00  1.50000000e+00 -5.11823317e-03  5.67019400e-01 
 2.40586707e-04  0.00000000e+00  1.50053940e+00  1.50000000e+00  5.13814010e-03  5.67020522e-01 
 2.41086707e-04  0.00000000e+00  1.49946023e+00  1.50000000e+00 -5.11796502e-03  5.67022273e-01 
 2.41586707e-04  0.00000000e+00  1.50053938e+00  1.50000000e+00  5.13794126e-03  5.67024155e-01 
 2.42086707e-04  0.00000000e+00  1.49946025e+00  1.50000000e+00 -5.11776783e-03  5.67025907e-01 
 2.42586707e-04  0.00000000e+00  1.50053936e+00  1.50000000e+00  5.13774243e-03  5.67027789e-01 
 2.43086707e-04  0.00000000e+00  1.49946027e+00  1.50000000e+00 -5.11757065e-03  5.67029541e-01 
 2.43586707e-04  0.00000000e+00  1.50053934e+00  1.50000000e+00  5.13754361e-03  5.67031423e-01 
 2.44086707e-04  0.00000000e+00  1.49946029e+00  1.50000000e+00 -5.11737349e-03  5.67033175e-01 
 2.44586707e-04  0.00000000e+00  1.50053932e+00  1.50000000e+00  5.13734481e-03  5.67035057e-01 
 2.45086707e-04  0.00000000e+00  1.49946031e+00  1.50000000e+00 -5.11717633e-03  5.67036809e-01 
 2.45586707e-04  0.00000000e+00  1.50053930e+00  1.50000000e+00  5.13714602e-03  5.67038691e-01 
 2.46086707e-04  0.00000000e+00  1.49946034e+00  1.50000000e+00 -5.11697919e-03  5.67040443e-01 
 2.46586707e-04  0.00000000e+00  1.50053927e+00  1.50000000e+00  5.13694723e-03  5.67042324e-01 
 2.47086707e-04  0.00000000e+00  1.49946036e+00  1.50000000e+00 -5.11678206e-03  5.67044076e-01 
 2.47586707e-04  0.00000000e+00  1.50053925e+00  1.50000000e+00  5.13674846e-03  5.67045958e-01 
 2.48086707e-04  0.00000000e+00  1.49946038e+00  1.50000000e+00 -5.11658493e-03  5.67047710e-01 
 2.48586707e-04  0.00000000e+00  1.50053923e+00  1.50000000e+00  5.13654970e-03  5.67049592e-01 
 2.49086707e-04  0.00000000e+00  1.49946040e+00  1.50000000e+00 -5.11638782e-03  5.67051344e-01 
 2.49586707e-04  0.00000000e+00  1.50053921e+00  1.50000000e+00  5.13635095e-03  5.67053226e-01 
 2.50086707e-04  0.00000000e+00  1.49946042e+00  1.50000000e+00 -5.11619072e-03  5.67054978e-01 
 2.50586707e-04  0.00000000e+00  1.50053919e+00  1.50000000e+00  5.13615221e-03  5.67056860e-01 
 2.51086707e-04  0.00000000e+00  1.49946044e+00  1.50000000e+00 -5.11599363e-03  5.67058611e-01 
 2.51586707e-04  0.00000000e+00  1.50053917e+00  1.50000000e+00  5.13595348e-03  5.67060493e-01 
 2.52086707e-04  0.00000000e+00  1.49946046e+00  1.50000000e+00 -5.11579655e-03  5.67062245e-01 
 2.52586707e-04  0.00000000e+00  1.50053915e+00  1.50000000e+00  5.13575476e-03  5.67064127e-01 
 2.53086707e-04  0.00000000e+00  1.49946048e+00  1.50000000e+00 -5.11559947e-03  5.67065879e-01 
 2.53586707e-04  0.00000000e+00  1.50053913e+00  1.50000000e+00  5.13555605e-03  5.67067761e-01 
 2.54086707e-04  0.00000000e+00  1.49946050e+00  1.50000000e+00 -5.11540241e-03  5.67069513e-01 
 2.54586707e-04  0.00000000e+00  1.50053911e+00  1.50000000e+00  5.13535735e-03  5.67071394e-01 
 2.55086707e-04  0.00000000e+00  1.49946052e+00  1.50000000e+00 -5.11520536e-03  5.67073146e-01 
 2.55586707e-04  0.00000000e+00  1.50053909e+00  1.50000000e+00  5.13515866e-03  5.67075028e-01 
 2.55875010e-04  0.00000000e+00  1.49946055e+00  1.50000000e+00 -5.11493598e-03  5.67076011e-01 
 2.55875011e-04  0.00000000e+00  1.49451732e+00  1.35000000e+00 -3.71901521e-02  5.67075523e-01 
 2.55875013e-04  0.00000000e+00  1.48685054e+00  1.05000000e+00 -9.58062621e-02  5.67074899e-01 
 2.55875017e-04  0.00000000e+00  1.48364026e+00  4.50000007e-01 -1.67183010e-01  5.67074709e-01 
 2.55875020e-04  0.00000000e+00  1.48822240e+00  9.11506426e-10 -1.19951223e-01  5.67075090e-01 
 2.55875021e-04  0.00000000e+00  1.49350033e+00  0.00000000e+00 -5.42244013e-02  5.67075597e-01 
 2.55875022e-04  0.00000000e+00  1.50279729e+00  0.00000000e+00  7.99727682e-02  5.67076364e-01 
 2.55875026e-04  0.00000000e+00  1.51243318e+00  0.00000000e+00  3.45957665e-01  5.67077082e-01 
 2.55875032e-04  0.00000000e+00  1.51618473e+00  0.00000000e+00  8.25505124e-01  5.67077389e-01 
 2.55875045e-04  0.00000000e+00  1.50907799e+00  0.00000000e+00  1.38623425e+00  5.67076771e-01 
 2.55875070e-04  0.00000000e+00  1.49889646e+00  0.00000000e+00  1.53763262e+00  5.67075977e-01 
 2.55875101e-04  0.00000000e+00  1.49993199e+00  0.00000000e+00  1.48304864e+00  5.67076063e-01 
 2.55875141e-04  0.00000000e+00  1.50020432e+00  0.00000000e+00  1.50908841e+00  5.67076133e-01 
 2.55875222e-04  0.00000000e+00  1.49979561e+00  0.00000000e+00  1.49331158e+00  5.67076132e-01 
 2.55875384e-04  0.00000000e+00  1.50019153e+00  0.00000000e+00  1.50586082e+00  5.67076292e-01 
 2.55875708e-04  0.00000000e+00  1.49980981e+00  0.00000000e+00  1.49464035e+00  5.67076450e-01 
 2.55876355e-04  0.00000000e+00  1.50018325e+00  0.00000000e+00  1.50522279e+00  5.67076916e-01 
 2.55877650e-04  0.00000000e+00  1.49981437e+00  0.00000000e+00  1.49493177e+00  5.67077656e-01 
 2.55880239e-04  0.00000000e+00  1.50018127e+00  0.00000000e+00  1.50507483e+00  5.67079175e-01 
 2.55885418e-04  0.00000000e+00  1.49981598e+00  0.00000000e+00  1.49500272e+00  5.67081672e-01 
 2.55895776e-04  0.00000000e+00  1.50018133e+00  0.00000000e+00  1.50503909e+00  5.67085744e-01 
 2.55916492e-04  0.00000000e+00  1.49981700e+00  0.00000000e+00  1.49502093e+00  5.67091349e-01 
 2.55957923e-04  0.00000000e+00  1.50018169e+00  0.00000000e+00  1.50499341e+00  5.67098683e-01 
 2.56000000e-04  0.00000000e+00  1.49981749e+00  0.00000000e+00  1.49502681e+00  5.67103562e-01 
 2.56000001e-04  1.49999999e-01  1.53985873e+00  0.00000000e+00  1.50124744e+00  5.67122202e-01 
 2.56000003e-04  4.49999998e-01  1.61673720e+00  0.00000000e+00  1.51296921e+00  5.67163180e-01 
 2.56000007e-04  1.05000000e+00  1.66476785e+00  0.00000000e+00  1.51464210e+00  5.67241512e-01 
 2.56000010e-04  1.50000000e+00  1.46998608e+00  0.00000000e+00  1.48224389e+00  5.67326884e-01 
 2.56000011e-04  1.50000000e+00  1.33940176e+00  0.00000000e+00  1.46387902e+00  5.67336702e-01 
 2.56000012e-04  1.50000000e+00  1.07611865e+00  0.00000000e+00  1.43214675e+00  5.67348474e-01 
 2.56000016e-04  1.50000000e+00  6.04066790e-01  0.00000000e+00  1.40416819e+00  5.67366860e-01 
 2.56000022e-04  1.50000000e+00  9.66723512e-02  0.00000000e+00  1.43480617e+00  5.67427237e-01 
 2.56000035e-04  1.50000000e+00 -2.90552728e-02  0.00000000e+00  1.50141607e+00  5.67624805e-01 
 2.56000055e-04  1.50000000e+00  1.55684896e-02  0.00000000e+00  1.50004426e+00  5.67977478e-01 
 2.56000076e-04  1.50000000e+00 -8.66191383e-03  0.00000000e+00  1.49944120e+00  5.68329939e-01 
 2.56000118e-04  1.50000000e+00  6.49196659e-03  0.00000000e+00  1.50040105e+00  5.69036921e-01 
 2.56000202e-04  1.50000000e+00 -5.73650816e-03  0.00000000e+00  1.49944409e+00  5.70400417e-01 
 2.56000370e-04  1.50000000e+00  5.28392411e-03  0.00000000e+00  1.50039494e+00  5.72973802e-01 
 2.56000706e-04  1.50000000e+00 -5.17316628e-03  0.00000000e+00  1.49947571e+00  5.77509810e-01 
 2.56001379e-04  1.50000000e+00  5.04379231e-03  0.00000000e+00  1.50042130e+00  5.84504942e-01 
 2.56002723e-04  1.50000000e+00 -5.01437937e-03  0.00000000e+00  1.49952505e+00  5.92544814e-01 
 2.56005413e-04  1.50000000e+00  5.00255873e-03  0.00000000e+00  1.50045827e+00  5.97567596e-01 
 2.56009063e-04  1.50000000e+00 -4.97074374e-03  0.00000000e+00  1.49954158e+00  5.97982674e-01 
 2.56014065e-04  1.50000000e+00  4.97589767e-03  0.00000000e+00  1.50045767e+00  5.97986631e-01 
 2.56023215e-04  1.50000000e+00 -4.95340689e-03  0.00000000e+00  1.49954225e+00  5.97986540e-01 
 2.56041515e-04  1.50000000e+00  4.96664934e-03  0.00000000e+00  1.50045731e+00  5.97987015e-01 
 2.56078116e-04  1.50000000e+00 -4.94882060e-03  0.00000000e+00  1.49954243e+00  5.97986482e-01 
 2.56151318e-04  1.50000000e+00  4.96433989e-03  0.00000000e+00  1.50045722e+00  5.97987343e-01 
 2.56297721e-04  1.50000000e+00 -4.94767469e-03  0.00000000e+00  1.49954248e+00  5.97986933e-01 
 2.56590528e-04  1.50000000e+00  4.96376270e-03  0.00000000e+00  1.50045720e+00  5.97988343e-01 
 2.57090528e-04  1.50000000e+00 -4.94737191e-03  0.00000000e+00  1.49954249e+00  5.97988694e-01 
 2.57590528e-04  1.50000000e+00  4.96353738e-03  0.00000000e+00  1.50045719e+00  5.97990582e-01 
 2.58090528e-04  1.50000000e+00 -4.94714827e-03  0.00000000e+00  1.49954250e+00  5.97990920e-01 
 2.58590528e-04  1.50000000e+00  4.96331207e-03  0.00000000e+00  1.50045718e+00  5.97992822e-01 
 2.59090528e-04  1.50000000e+00 -4.94692464e-03  0.00000000e+00  1.49954251e+00  5.97993147e-01 
 2.59590528e-04  1.50000000e+00  4.96308677e-03  0.00000000e+00  1.50045717e+00  5.97995061e-01 
 2.60090528e-04  1.50000000e+00 -4.94670102e-03  0.00000000e+00  1.49954252e+00  5.97995374e-01 
 2.60590528e-04  1.50000000e+00  4.96286148e-03  0.00000000e+00  1.50045716e+00  5.97997300e-01 
 2.61090528e-04  1.50000000e+00 -4.94647741e-03  0.00000000e+00  1.49954253e+00  5.97997601e-01 
 2.61590528e-04  1.50000000e+00  4.96263620e-03  0.00000000e+00  1.50045715e+00  5.97999540e-01 
 2.62090528e-04  1.50000000e+00 -4.94625380e-03  0.00000000e+00  1.49954254e+00  5.97999828e-01 
 2.62590528e-04  1.50000000e+00  4.96241093e-03  0.00000000e+00  1.50045714e+00  5.98001779e-01 
 2.63090528e-04  1.50000000e+00 -4.94603021e-03  0.00000000e+00  1.49954255e+00  5.98002055e-01 
 2.63590528e-04  1.50000000e+00  4.96218567e-03  0.00000000e+00  1.50045713e+00  5.98004018e-01 
 2.64090528e-04  1.50000000e+00 -4.94580663e-03  0.00000000e+00  1.49954255e+00  5.98004282e-01 
 2.64590528e-04  1.50000000e+00  4.96196042e-03  0.00000000e+00  1.50045713e+00  5.98006257e-01 
 2.65090528e-04  1.50000000e+00 -4.94558306e-03  0.00000000e+00  1.49954256e+00  5.98006509e-01 
 2.65590528e-04  1.50000000e+00  4.96173518e-03  0.00000000e+00  1.50045712e+00  5.98008496e-01 
 2.66090528e-04  1.50000000e+00 -4.94535950e-03  0.00000000e+00  1.49954257e+00  5.98008736e-01 
 2.66590528e-04  1.50000000e+00  4.96150995e-03  0.00000000e+00  1.50045711e+00  5.98010734e-01 
 2.67090528e-04  1.50000000e+00 -4.94513595e-03  0.00000000e+00  1.49954258e+00  5.98010963e-01 
 2.67590528e-04  1.50000000e+00  4.96128473e-03  0.00000000e+00  1.50045710e+00  5.98012973e-01 
 2.68090528e-04  1.50000000e+00 -4.94491241e-03  0.00000000e+00  1.49954259e+00  5.98013190e-01 
 2.68590528e-04  1.50000000e+00  4.96105952e-03  0.00000000e+00  1.50045709e+00  5.98015212e-01 
 2.69090528e-04  1.50000000e+00 -4.94468888e-03  0.00000000e+00  1.49954260e+00  5.98015417e-01 
 2.69590528e-04  1.50000000e+00  4.96083432e-03  0.00000000e+00  1.50045708e+00  5.98017450e-01 
 2.70090528e-04  1.50000000e+00 -4.94446536e-03  0.00000000e+00  1.49954261e+00  5.98017644e-01 
 2.70590528e-04  1.50000000e+00  4.96060913e-03  0.00000000e+00  1.50045707e+00  5.98019689e-01 
 2.71090528e-04  1.50000000e+00 -4.94424185e-03  0.00000000e+00  1.49954262e+00  5.98019872e-01 
 2.71590528e-04  1.50000000e+00  4.96038395e-03  0.00000000e+00  1.50045706e+00  5.98021927e-01 
 2.71875010e-04  1.50000000e+00 -4.94393370e-03  0.00000000e+00  1.49954263e+00  5.98021615e-01 
 2.71875011e-04  1.35000000e+00 -3.22562177e-02  0.00000000e+00  1.49460762e+00  5.97993044e-01 
 2.71875013e-04  1.05000000e+00 -8.41990142e-02  0.00000000e+00  1.48631931e+00  5.97933534e-01 
 2.71875017e-04  4.50000003e-01 -1.54841524e-01  0.00000000e+00  1.47845884e+00  5.97842703e-01 
 2.71875020e-04  0.00000000e+00 -1.25298415e-01  0.00000000e+00  1.47643856e+00  5.97792480e-01 
 2.71875021e-04  0.00000000e+00 -7.33416170e-02  0.00000000e+00  1.48045309e+00  5.97797367e-01 
 2.71875022e-04  0.00000000e+00  3.69532116e-02  0.00000000e+00  1.48825981e+00  5.97811345e-01 
 2.71875026e-04  0.00000000e+00  2.74303944e-01  0.00000000e+00  1.49867912e+00  5.97837258e-01 
 2.71875032e-04  0.00000000e+00  7.22550007e-01  0.00000000e+00  1.50717912e+00  5.97880551e-01 
 2.71875045e-04  0.00000000e+00  1.30802583e+00  0.00000000e+00  1.50651029e+00  5.97933153e-01 
 2.71875070e-04  0.00000000e+00  1.54534244e+00  0.00000000e+00  1.49921755e+00  5.97952293e-01 
 2.71875113e-04  0.00000000e+00  1.47658052e+00  0.00000000e+00  1.50011938e+00  5.97947104e-01 
 2.71875157e-04  0.00000000e+00  1.51199624e+00  0.00000000e+00  1.50008380e+00  5.97949607e-01 
 2.71875246e-04  0.00000000e+00  1.49122114e+00  0.00000000e+00  1.49988838e+00  5.97948292e-01 
 2.71875425e-04  0.00000000e+00  1.50752836e+00  0.00000000e+00  1.50011654e+00  5.97949249e-01 
 2.71875782e-04  0.00000000e+00  1.49318187e+00  0.00000000e+00  1.49988257e+00  5.97948458e-01 
 2.71876496e-04  0.00000000e+00  1.50665750e+00  0.00000000e+00  1.50011743e+00  5.97949188e-01 
 2.71877924e-04  0.00000000e+00  1.49357223e+00  0.00000000e+00  1.49988253e+00  5.97948498e-01 
 2.71880780e-04  0.00000000e+00  1.50645692e+00  0.00000000e+00  1.50011735e+00  5.97949180e-01 
 2.71886492e-04  0.00000000e+00  1.49366655e+00  0.00000000e+00  1.49988259e+00  5.97948514e-01 
 2.71897917e-04  0.00000000e+00  1.50640774e+00  0.00000000e+00  1.50011731e+00  5.97949184e-01 
 2.71920765e-04  0.00000000e+00  1.49368993e+00  0.00000000e+00  1.49988261e+00  5.97948525e-01 
 2.71966462e-04  0.00000000e+00  1.50639551e+00  0.00000000e+00  1.50011730e+00  5.97949196e-01 
 2.72000000e-04  0.00000000e+00  1.49369917e+00  0.00000000e+00  1.49988262e+00  5.97948538e-01 
 2.72000001e-04  0.00000000e+00  1.49884561e+00  1.49999999e-01  1.54809219e+00  5.97948882e-01 
 2.72000003e-04  0.00000000e+00  1.50889385e+00  4.49999998e-01  1.63849638e+00  5.97949694e-01 
 2.72000007e-04  0.00000000e+00  1.52597041e+00  1.05000000e+00  1.70728644e+00  5.97951110e-01 
 2.72000010e-04  0.00000000e+00  1.53711972e+00  1.50000000e+00  1.52618653e+00  5.97952018e-01 
 2.72000011e-04  0.00000000e+00  1.53483960e+00  1.50000000e+00  1.38955597e+00  5.97951735e-01 
 2.72000012e-04  0.00000000e+00  1.52921183e+00  1.50000000e+00  1.11384111e+00  5.97951222e-01 
 2.72000016e-04  0.00000000e+00  1.52141596e+00  1.50000000e+00  6.40729035e-01  5.97950643e-01 
 2.72000022e-04  0.00000000e+00  1.52294602e+00  1.50000000e+00  1.15035555e-01  5.97950795e-01 
 2.72000034e-04  0.00000000e+00  1.52300551e+00  1.50000000e+00 -1.94133642e-02  5.97950764e-01 
 2.72000051e-04  0.00000000e+00  1.50273003e+00  1.50000000e+00  1.46220060e-02  5.97949072e-01 
 2.72000070e-04  0.00000000e+00  1.49911478e+00  1.50000000e+00 -8.45174400e-03  5.97948807e-01 
 2.72000107e-04  0.00000000e+00  1.50082402e+00  1.50000000e+00  6.67768049e-03  5.97948922e-01 
 2.72000182e-04  0.00000000e+00  1.49948458e+00  1.50000000e+00 -5.74360507e-03  5.97948836e-01 
 2.72000332e-04  0.00000000e+00  1.50066748e+00  1.50000000e+00  5.51492121e-03  5.97948909e-01 
 2.72000632e-04  0.00000000e+00  1.49951761e+00  1.50000000e+00 -5.23271803e-03  5.97948838e-01 
 2.72001232e-04  0.00000000e+00  1.50059800e+00  1.50000000e+00  5.23888337e-03  5.97948904e-01 
 2.72002432e-04  0.00000000e+00  1.49948120e+00  1.50000000e+00 -5.13449234e-03  5.97948836e-01 
 2.72004832e-04  0.00000000e+00  1.50054640e+00  1.50000000e+00  5.15182739e-03  5.97948906e-01 
 2.72009405e-04  0.00000000e+00  1.49945941e+00  1.50000000e+00 -5.11790095e-03  5.97948853e-01 
 2.72015007e-04  0.00000000e+00  1.50053888e+00  1.50000000e+00  5.12875818e-03  5.97948939e-01 
 2.72025205e-04  0.00000000e+00  1.49946132e+00  1.50000000e+00 -5.10400705e-03  5.97948909e-01 
 2.72045601e-04  0.00000000e+00  1.50053803e+00  1.50000000e+00  5.12141510e-03  5.97949047e-01 
 2.72086394e-04  0.00000000e+00  1.49946173e+00  1.50000000e+00 -5.10037536e-03  5.97949125e-01 
 2.72167979e-04  0.00000000e+00  1.50053782e+00  1.50000000e+00  5.11958587e-03  5.97949478e-01 
 2.72331149e-04  0.00000000e+00  1.49946183e+00  1.50000000e+00 -5.09946861e-03  5.97949988e-01 
 2.72657489e-04  0.00000000e+00  1.50053777e+00  1.50000000e+00  5.11912883e-03  5.97951204e-01 
 2.73157489e-04  0.00000000e+00  1.49946186e+00  1.50000000e+00 -5.09921892e-03  5.97952900e-01 
 2.73657489e-04  0.00000000e+00  1.50053775e+00  1.50000000e+00  5.11892999e-03  5.97954728e-01 
 2.74157489e-04  0.00000000e+00  1.49946188e+00  1.50000000e+00 -5.09902173e-03  5.97956424e-01 
 2.74657489e-04  0.00000000e+00  1.50053773e+00  1.50000000e+00  5.11873117e-03  5.97958252e-01 
 2.75157489e-04  0.00000000e+00  1.49946190e+00  1.50000000e+00 -5.09882455e-03  5.97959948e-01 
 2.75657489e-04  0.00000000e+00  1.50053771e+00  1.50000000e+00  5.11853237e-03  5.97961776e-01 
 2.76157489e-04  0.00000000e+00  1.49946193e+00  1.50000000e+00 -5.09862739e-03  5.97963472e-01 
 2.76657489e-04  0.00000000e+00  1.50053769e+00  1.50000000e+00  5.11833358e-03  5.97965300e-01 
 2.77157489e-04  0.00000000e+00  1.49946195e+00  1.50000000e+00 -5.09843025e-03  5.97966997e-01 
 2.77657489e-04  0.00000000e+00  1.50053766e+00  1.50000000e+00  5.11813481e-03  5.97968824e-01 
 2.78157489e-04  0.00000000e+00  1.49946197e+00  1.50000000e+00 -5.09823312e-03  5.97970521e-01 
 2.78657489e-04  0.00000000e+00  1.50053764e+00  1.50000000e+00  5.11793606e-03  5.97972349e-01 
 2.79157489e-04  0.00000000e+00  1.49946199e+00  1.50000000e+00 -5.09803601e-03  5.97974045e-01 
 2.79657489e-04  0.00000000e+00  1.50053762e+00  1.50000000e+00  5.11773733e-03  5.97975873e-01 
 2.80157489e-04  0.00000000e+00  1.49946201e+00  1.50000000e+00 -5.09783892e-03  5.97977569e-01 
 2.80657489e-04  0.00000000e+00  1.50053760e+00  1.50000000e+00  5.11753861e-03  5.97979397e-01 
 2.81157489e-04  0.00000000e+00  1.49946204e+00  1.50000000e+00 -5.09764184e-03  5.97981093e-01 
 2.81657489e-04  0.00000000e+00  1.50053758e+00  1.50000000e+00  5.11733991e-03  5.97982921e-01 
 2.82157489e-04  0.00000000e+00  1.49946206e+00  1.50000000e+00 -5.09744478e-03  5.97984617e-01 
 2.82657489e-04  0.00000000e+00  1.50053755e+00  1.50000000e+00  5.11714123e-03  5.97986445e-01 
 2.83157489e-04  0.00000000e+00  1.49946208e+00  1.50000000e+00 -5.09724774e-03  5.97988141e-01 
 2.83657489e-04  0.00000000e+00  1.50053753e+00  1.50000000e+00  5.11694256e-03  5.97989969e-01 
 2.84157489e-04  0.00000000e+00  1.49946210e+00  1.50000000e+00 -5.09705071e-03  5.97991665e-01 
 2.84657489e-04  0.00000000e+00  1.50053751e+00  1.50000000e+00  5.11674390e-03  5.97993493e-01 
 2.85157489e-04  0.00000000e+00  1.49946212e+00  1.50000000e+00 -5.09685369e-03  5.97995189e-01 
 2.85657489e-04  0.00000000e+00  1.50053749e+00  1.50000000e+00  5.11654526e-03  5.97997017e-01 
 2.86157489e-04  0.00000000e+00  1.49946215e+00  1.50000000e+00 -5.09665669e-03  5.97998713e-01 
 2.86657489e-04  0.00000000e+00  1.50053747e+00  1.50000000e+00  5.11634664e-03  5.98000541e-01 
 2.87157489e-04  0.00000000e+00  1.49946217e+00  1.50000000e+00 -5.09645971e-03  5.98002237e-01 
 2.87657489e-04  0.00000000e+00  1.50053744e+00  1.50000000e+00  5.11614803e-03  5.98004065e-01 
 2.87875010e-04  0.00000000e+00  1.49946220e+00  1.50000000e+00 -5.09613485e-03  5.98004766e-01 
 2.87875011e-04  0.00000000e+00  1.49452096e+00  1.35000000e+00 -3.71770025e-02  5.98004276e-01 
 2.87875013e-04  0.00000000e+00  1.48685797e+00  1.05000000e+00 -9.58008911e-02  5.98003649e-01 
 2.87875017e-04  0.00000000e+00  1.48364457e+00  4.50000003e-01 -1.67184323e-01  5.98003457e-01 
 2.87875020e-04  0.00000000e+00  1.48822029e+00  0.00000000e+00 -1.19954268e-01  5.98003840e-01 
 2.87875021e-04  0.00000000e+00  1.49349369e+00  0.00000000e+00 -5.42281359e-02  5.98004349e-01 
 2.87875022e-04  0.00000000e+00  1.50278365e+00  0.00000000e+00  7.99670986e-02  5.98005120e-01 
 2.87875026e-04  0.00000000e+00  1.51241683e+00  0.00000000e+00  3.45944775e-01  5.98005842e-01 
 2.87875032e-04  0.00000000e+00  1.51617612e+00  0.00000000e+00  8.25492367e-01  5.98006152e-01 
 2.87875045e-04  0.00000000e+00  1.50908186e+00  0.00000000e+00  1.38622781e+00  5.98005531e-01 
 2.87875070e-04  0.00000000e+00  1.49889928e+00  0.00000000e+00  1.53763443e+00  5.98004732e-01 
 2.87875101e-04  0.00000000e+00  1.49993066e+00  0.00000000e+00  1.48304751e+00  5.98004818e-01 
 2.87875141e-04  0.00000000e+00  1.50020496e+00  0.00000000e+00  1.50908897e+00  5.98004887e-01 
 2.87875222e-04  0.00000000e+00  1.49979529e+00  0.00000000e+00  1.49331125e+00  5.98004884e-01 
 2.87875384e-04  0.00000000e+00  1.50019183e+00  0.00000000e+00  1.50586117e+00  5.98005043e-01 
