 v-sweep         v(vinp)         v(voutp)        v(voutn)       
 7.51630000e-01  7.51630000e-01  1.46446666e+00  4.02373899e-02 
 7.51640000e-01  7.51640000e-01  1.46475402e+00  3.99983994e-02 
 7.51650000e-01  7.51650000e-01  1.46503840e+00  3.97598383e-02 
 7.51660000e-01  7.51660000e-01  1.46531851e+00  3.95255345e-02 
 7.51670000e-01  7.51670000e-01  1.46559935e+00  3.92892916e-02 
 7.51680000e-01  7.51680000e-01  1.46587397e+00  3.90603842e-02 
 7.51690000e-01  7.51690000e-01  1.46614898e+00  3.88304148e-02 
 7.51700000e-01  7.51700000e-01  1.46641929e+00  3.86038676e-02 
 7.51710000e-01  7.51710000e-01  1.46669002e+00  3.83761852e-02 
 7.51720000e-01  7.51720000e-01  1.46695538e+00  3.81539105e-02 
 7.51730000e-01  7.51730000e-01  1.46721953e+00  3.79326984e-02 
 7.51740000e-01  7.51740000e-01  1.46748029e+00  3.77160234e-02 
 7.51750000e-01  7.51750000e-01  1.46774092e+00  3.74975641e-02 
 7.51760000e-01  7.51760000e-01  1.46799887e+00  3.72800772e-02 
 7.51770000e-01  7.51770000e-01  1.46825218e+00  3.70684285e-02 
 7.51780000e-01  7.51780000e-01  1.46850471e+00  3.68568019e-02 
 7.51790000e-01  7.51790000e-01  1.46875519e+00  3.66465051e-02 
 7.51800000e-01  7.51800000e-01  1.46900391e+00  3.64388217e-02 
 7.51810000e-01  7.51810000e-01  1.46924927e+00  3.62339075e-02 
 7.51820000e-01  7.51820000e-01  1.46949138e+00  3.60317666e-02 
 7.51830000e-01  7.51830000e-01  1.46973423e+00  3.58261080e-02 
 7.51840000e-01  7.51840000e-01  1.46997369e+00  3.56269014e-02 
 7.51850000e-01  7.51850000e-01  1.47021004e+00  3.54285019e-02 
 7.51860000e-01  7.51860000e-01  1.47044593e+00  3.52296718e-02 
 7.51870000e-01  7.51870000e-01  1.47067777e+00  3.50372167e-02 
 7.51880000e-01  7.51880000e-01  1.47091076e+00  3.48405156e-02 
 7.51890000e-01  7.51890000e-01  1.47113986e+00  3.46482458e-02 
 7.51900000e-01  7.51900000e-01  1.47136575e+00  3.44589400e-02 
 7.51910000e-01  7.51910000e-01  1.47159060e+00  3.42706276e-02 
 7.51920000e-01  7.51920000e-01  1.47181396e+00  3.40829346e-02 
 7.51930000e-01  7.51930000e-01  1.47203523e+00  3.38970903e-02 
 7.51940000e-01  7.51940000e-01  1.47225479e+00  3.37124335e-02 
 7.51950000e-01  7.51950000e-01  1.47247307e+00  3.35292305e-02 
 7.51960000e-01  7.51960000e-01  1.47268863e+00  3.33481379e-02 
 7.51970000e-01  7.51970000e-01  1.47290095e+00  3.31703418e-02 
 7.51980000e-01  7.51980000e-01  1.47311329e+00  3.29923925e-02 
 7.51990000e-01  7.51990000e-01  1.47332252e+00  3.28163771e-02 
 7.52000000e-01  7.52000000e-01  1.47353019e+00  3.26424517e-02 
