 frequency       v(Cinp)         v(Cinp)         v(Cinn)         v(Cinn)        
 1.72831844e+01  1.00003377e-14  0.00000000e+00  1.55603493e-13  0.00000000e+00 
 1.76817299e+01  9.76902337e-15  0.00000000e+00  1.52364568e-13  0.00000000e+00 
 1.80894658e+01  9.54323636e-15  0.00000000e+00  1.49203063e-13  0.00000000e+00 
 1.85066040e+01  9.32283208e-15  0.00000000e+00  1.46117219e-13  0.00000000e+00 
 1.89333613e+01  9.10769945e-15  0.00000000e+00  1.43105340e-13  0.00000000e+00 
 1.93699595e+01  8.89772901e-15  0.00000000e+00  1.40165707e-13  0.00000000e+00 
 1.98166255e+01  8.69277133e-15  0.00000000e+00  1.37296702e-13  0.00000000e+00 
 2.02735916e+01  8.49273669e-15  0.00000000e+00  1.34496688e-13  0.00000000e+00 
 2.07410951e+01  8.29749591e-15  0.00000000e+00  1.31764093e-13  0.00000000e+00 
 2.12193792e+01  8.10693676e-15  0.00000000e+00  1.29097355e-13  0.00000000e+00 
 2.17086923e+01  7.92094970e-15  0.00000000e+00  1.26494899e-13  0.00000000e+00 
 2.22092889e+01  7.73942782e-15  0.00000000e+00  1.23955274e-13  0.00000000e+00 
 2.27214291e+01  7.56226677e-15  0.00000000e+00  1.21476950e-13  0.00000000e+00 
 2.32453791e+01  7.38935292e-15  0.00000000e+00  1.19058508e-13  0.00000000e+00 
 2.37814113e+01  7.22058770e-15  0.00000000e+00  1.16698502e-13  0.00000000e+00 
 2.43298042e+01  7.05590873e-15  0.00000000e+00  1.14395509e-13  0.00000000e+00 
 2.48908429e+01  6.89516471e-15  0.00000000e+00  1.12148173e-13  0.00000000e+00 
 2.54648190e+01  6.73828709e-15  0.00000000e+00  1.09955105e-13  0.00000000e+00 
 2.60520309e+01  6.58517597e-15  0.00000000e+00  1.07814962e-13  0.00000000e+00 
 2.66527837e+01  6.43576535e-15  0.00000000e+00  1.05726431e-13  0.00000000e+00 
 2.72673897e+01  6.28992925e-15  0.00000000e+00  1.03688213e-13  0.00000000e+00 
 2.78961683e+01  6.14761607e-15  0.00000000e+00  1.01699003e-13  0.00000000e+00 
 2.85394464e+01  6.00871601e-15  0.00000000e+00  9.97575475e-14  0.00000000e+00 
 2.91975583e+01  5.87317063e-15  0.00000000e+00  9.78625993e-14  0.00000000e+00 
