 time            v(clk)          v(vs)           v(vcpp)         v(vcpn)         v(voutp)        v(voutn)       
 3.66844768e-08  1.50000000e+00 -4.82610859e-07 -2.94060907e-06 -2.58847627e-07  1.49999827e+00  1.78598732e-06 
 3.67244768e-08  1.50000000e+00 -5.46310470e-07 -2.94125358e-06 -2.67468727e-07  1.49999827e+00  1.81494510e-06 
 3.67644768e-08  1.50000000e+00 -4.80962784e-07 -2.92910164e-06 -2.56349019e-07  1.49999827e+00  1.78026323e-06 
 3.68044768e-08  1.50000000e+00 -5.43239190e-07 -2.92977644e-06 -2.64964549e-07  1.49999828e+00  1.80914753e-06 
 3.68444768e-08  1.50000000e+00 -4.79314962e-07 -2.91767478e-06 -2.53868562e-07  1.49999828e+00  1.77457738e-06 
 3.68844768e-08  1.50000000e+00 -5.40200777e-07 -2.91837956e-06 -2.62478529e-07  1.49999828e+00  1.80338924e-06 
 3.69244768e-08  1.50000000e+00 -4.77667593e-07 -2.90632764e-06 -2.51406054e-07  1.49999828e+00  1.76892937e-06 
 3.69644768e-08  1.50000000e+00 -5.37194685e-07 -2.90706209e-06 -2.60010475e-07  1.49999829e+00  1.79766980e-06 
 3.70044768e-08  1.50000000e+00 -4.76020871e-07 -2.89505940e-06 -2.48961305e-07  1.49999829e+00  1.76331884e-06 
 3.70444768e-08  1.50000000e+00 -5.34220378e-07 -2.89582321e-06 -2.57560186e-07  1.49999829e+00  1.79198884e-06 
 3.70844768e-08  1.50000000e+00 -4.74374983e-07 -2.88386922e-06 -2.46534121e-07  1.49999829e+00  1.75774541e-06 
 3.71244768e-08  1.50000000e+00 -5.31277331e-07 -2.88466210e-06 -2.55127474e-07  1.49999830e+00  1.78634594e-06 
 3.71644768e-08  1.50000000e+00 -4.72730113e-07 -2.87275631e-06 -2.44124316e-07  1.49999830e+00  1.75220873e-06 
 3.72044768e-08  1.50000000e+00 -5.28365028e-07 -2.87357795e-06 -2.52712148e-07  1.49999830e+00  1.78074075e-06 
 3.72444768e-08  1.50000000e+00 -4.71086436e-07 -2.86171986e-06 -2.41731699e-07  1.49999830e+00  1.74670845e-06 
 3.72844768e-08  1.50000000e+00 -5.25482966e-07 -2.86256997e-06 -2.50314022e-07  1.49999831e+00  1.77517285e-06 
 3.73244768e-08  1.50000000e+00 -4.69444123e-07 -2.85075909e-06 -2.39356095e-07  1.49999830e+00  1.74124420e-06 
 3.73644768e-08  1.50000000e+00 -5.22630649e-07 -2.85163737e-06 -2.47932912e-07  1.49999831e+00  1.76964191e-06 
 3.74044768e-08  1.50000000e+00 -4.67803339e-07 -2.83987322e-06 -2.36997317e-07  1.49999831e+00  1.73581564e-06 
 3.74444768e-08  1.50000000e+00 -5.19807593e-07 -2.84077939e-06 -2.45568637e-07  1.49999831e+00  1.76414752e-06 
 3.74844768e-08  1.50000000e+00 -4.66164246e-07 -2.82906149e-06 -2.34655189e-07  1.49999831e+00  1.73042243e-06 
 3.75244768e-08  1.50000000e+00 -5.17013324e-07 -2.82999525e-06 -2.43221017e-07  1.49999832e+00  1.75868934e-06 
 3.75644768e-08  1.50000000e+00 -4.64526997e-07 -2.81832314e-06 -2.32329535e-07  1.49999832e+00  1.72506422e-06 
 3.76044768e-08  1.50000000e+00 -5.14247374e-07 -2.81928422e-06 -2.40889877e-07  1.49999832e+00  1.75326700e-06 
 3.76444768e-08  1.50000000e+00 -4.62891743e-07 -2.80765742e-06 -2.30020182e-07  1.49999832e+00  1.71974069e-06 
 3.76844768e-08  1.50000000e+00 -5.11509289e-07 -2.80864554e-06 -2.38575042e-07  1.49999833e+00  1.74788014e-06 
 3.77244768e-08  1.50000000e+00 -4.61258629e-07 -2.79706361e-06 -2.27726959e-07  1.49999833e+00  1.71445149e-06 
 3.77644768e-08  1.50000000e+00 -5.08798621e-07 -2.79807848e-06 -2.36276344e-07  1.49999833e+00  1.74252841e-06 
 3.78044768e-08  1.50000000e+00 -4.59627795e-07 -2.78654098e-06 -2.25449699e-07  1.49999833e+00  1.70919632e-06 
 3.78444768e-08  1.50000000e+00 -5.06114930e-07 -2.78758233e-06 -2.33993610e-07  1.49999833e+00  1.73721147e-06 
 3.78844768e-08  1.50000000e+00 -4.57999378e-07 -2.77608880e-06 -2.23188236e-07  1.49999833e+00  1.70397483e-06 
 3.79244768e-08  1.50000000e+00 -5.03457788e-07 -2.77715637e-06 -2.31726674e-07  1.49999834e+00  1.73192898e-06 
 3.79644768e-08  1.50000000e+00 -4.56373508e-07 -2.76570639e-06 -2.20942404e-07  1.49999834e+00  1.69878672e-06 
 3.80044768e-08  1.50000000e+00 -5.00826772e-07 -2.76679990e-06 -2.29475373e-07  1.49999834e+00  1.72668060e-06 
 3.80444768e-08  1.50000000e+00 -4.54750312e-07 -2.75539303e-06 -2.18712042e-07  1.49999834e+00  1.69363167e-06 
 3.80844768e-08  1.50000000e+00 -4.98221469e-07 -2.75651222e-06 -2.27239546e-07  1.49999835e+00  1.72146598e-06 
 3.81244768e-08  1.50000000e+00 -4.53129913e-07 -2.74514805e-06 -2.16496993e-07  1.49999835e+00  1.68850937e-06 
 3.81644768e-08  1.50000000e+00 -4.95641474e-07 -2.74629265e-06 -2.25019030e-07  1.49999835e+00  1.71628483e-06 
 3.82044768e-08  1.50000000e+00 -4.51512430e-07 -2.73497076e-06 -2.14297098e-07  1.49999835e+00  1.68341950e-06 
 3.82444768e-08  1.50000000e+00 -4.93086390e-07 -2.73614052e-06 -2.22813671e-07  1.49999835e+00  1.71113679e-06 
 3.82844768e-08  1.50000000e+00 -4.49897976e-07 -2.72486050e-06 -2.12112204e-07  1.49999836e+00  1.67836177e-06 
 3.83244768e-08  1.50000000e+00 -4.90555828e-07 -2.72605515e-06 -2.20623313e-07  1.49999836e+00  1.70602156e-06 
 3.83644768e-08  1.50000000e+00 -4.48286663e-07 -2.71481660e-06 -2.09942158e-07  1.49999836e+00  1.67333589e-06 
 3.84044768e-08  1.50000000e+00 -4.88049404e-07 -2.71603590e-06 -2.18447800e-07  1.49999836e+00  1.70093882e-06 
 3.84444768e-08  1.50000000e+00 -4.46678596e-07 -2.70483842e-06 -2.07786805e-07  1.49999836e+00  1.66834156e-06 
 3.84844768e-08  1.50000000e+00 -4.85566746e-07 -2.70608211e-06 -2.16286983e-07  1.49999837e+00  1.69588825e-06 
 3.85244768e-08  1.50000000e+00 -4.45073879e-07 -2.69492531e-06 -2.05646001e-07  1.49999837e+00  1.66337847e-06 
 3.85644768e-08  1.50000000e+00 -4.83107484e-07 -2.69619315e-06 -2.14140711e-07  1.49999837e+00  1.69086955e-06 
 3.86044768e-08  1.50000000e+00 -4.43472610e-07 -2.68507664e-06 -2.03519597e-07  1.49999837e+00  1.65844634e-06 
 3.86444768e-08  1.50000000e+00 -4.80671261e-07 -2.68636837e-06 -2.12008840e-07  1.49999837e+00  1.68588242e-06 
 3.86844768e-08  1.50000000e+00 -4.41874885e-07 -2.67529178e-06 -2.01407451e-07  1.49999837e+00  1.65354489e-06 
 3.87244768e-08  1.50000000e+00 -4.78257721e-07 -2.67660717e-06 -2.09891224e-07  1.49999838e+00  1.68092655e-06 
 3.87644768e-08  1.50000000e+00 -4.40280796e-07 -2.66557011e-06 -1.99309418e-07  1.49999838e+00  1.64867384e-06 
 3.88044768e-08  1.50000000e+00 -4.75866518e-07 -2.66690891e-06 -2.07787718e-07  1.49999838e+00  1.67600166e-06 
 3.88444768e-08  1.50000000e+00 -4.38690433e-07 -2.65591102e-06 -1.97225357e-07  1.49999838e+00  1.64383291e-06 
 3.88844768e-08  1.50000000e+00 -4.73497314e-07 -2.65727300e-06 -2.05698183e-07  1.49999839e+00  1.67110743e-06 
 3.89244768e-08  1.50000000e+00 -4.37103880e-07 -2.64631391e-06 -1.95155132e-07  1.49999839e+00  1.63902182e-06 
 3.89644768e-08  1.50000000e+00 -4.71149774e-07 -2.64769883e-06 -2.03622476e-07  1.49999839e+00  1.66624361e-06 
 3.90044768e-08  1.50000000e+00 -4.35521219e-07 -2.63677819e-06 -1.93098599e-07  1.49999839e+00  1.63424030e-06 
 3.90444768e-08  1.50000000e+00 -4.68823571e-07 -2.63818581e-06 -2.01560463e-07  1.49999839e+00  1.66140988e-06 
 3.90844768e-08  1.50000000e+00 -4.33942530e-07 -2.62730326e-06 -1.91055629e-07  1.49999839e+00  1.62948809e-06 
 3.91244768e-08  1.50000000e+00 -4.66518386e-07 -2.62873336e-06 -1.99512008e-07  1.49999840e+00  1.65660597e-06 
 3.91644768e-08  1.50000000e+00 -4.32367888e-07 -2.61788855e-06 -1.89026087e-07  1.49999840e+00  1.62476492e-06 
 3.92044768e-08  1.50000000e+00 -4.64233903e-07 -2.61934090e-06 -1.97476976e-07  1.49999840e+00  1.65183162e-06 
 3.92444768e-08  1.50000000e+00 -4.30797367e-07 -2.60853349e-06 -1.87009840e-07  1.49999840e+00  1.62007052e-06 
 3.92844768e-08  1.50000000e+00 -4.61969814e-07 -2.61000786e-06 -1.95455235e-07  1.49999840e+00  1.64708653e-06 
 3.93244768e-08  1.50000000e+00 -4.29231037e-07 -2.59923751e-06 -1.85006759e-07  1.49999841e+00  1.61540464e-06 
 3.93644768e-08  1.50000000e+00 -4.59725817e-07 -2.60073368e-06 -1.93446657e-07  1.49999841e+00  1.64237043e-06 
 3.94044768e-08  1.50000000e+00 -4.27668966e-07 -2.59000005e-06 -1.83016716e-07  1.49999841e+00  1.61076703e-06 
 3.94444768e-08  1.50000000e+00 -4.57501613e-07 -2.59151779e-06 -1.91451107e-07  1.49999841e+00  1.63768309e-06 
 3.94844768e-08  1.50000000e+00 -4.26111217e-07 -2.58082057e-06 -1.81039580e-07  1.49999841e+00  1.60615742e-06 
 3.95244768e-08  1.50000000e+00 -4.55296912e-07 -2.58235966e-06 -1.89468463e-07  1.49999842e+00  1.63302420e-06 
 3.95644768e-08  1.50000000e+00 -4.24557854e-07 -2.57169851e-06 -1.79075230e-07  1.49999842e+00  1.60157557e-06 
 3.96044768e-08  1.50000000e+00 -4.53111429e-07 -2.57325874e-06 -1.87498600e-07  1.49999842e+00  1.62839350e-06 
 3.96444768e-08  1.50000000e+00 -4.23008935e-07 -2.56263334e-06 -1.77123545e-07  1.49999842e+00  1.59702124e-06 
 3.96844768e-08  1.50000000e+00 -4.50944882e-07 -2.56421450e-06 -1.85541393e-07  1.49999842e+00  1.62379078e-06 
 3.97244768e-08  1.50000000e+00 -4.21464518e-07 -2.55362453e-06 -1.75184398e-07  1.49999842e+00  1.59249417e-06 
 3.97644768e-08  1.50000000e+00 -4.48796997e-07 -2.55522640e-06 -1.83596719e-07  1.49999843e+00  1.61921574e-06 
 3.98044768e-08  1.50000000e+00 -4.19924656e-07 -2.54467155e-06 -1.73257669e-07  1.49999843e+00  1.58799414e-06 
 3.98444768e-08  1.50000000e+00 -4.46667502e-07 -2.54629393e-06 -1.81664457e-07  1.49999843e+00  1.61466815e-06 
 3.98844768e-08  1.50000000e+00 -4.18389402e-07 -2.53577390e-06 -1.71343241e-07  1.49999843e+00  1.58352089e-06 
 3.99244768e-08  1.50000000e+00 -4.44556134e-07 -2.53741656e-06 -1.79744490e-07  1.49999843e+00  1.61014775e-06 
 3.99644768e-08  1.50000000e+00 -4.16858806e-07 -2.52693105e-06 -1.69440997e-07  1.49999843e+00  1.57907419e-06 
 4.00044768e-08  1.50000000e+00 -4.42462633e-07 -2.52859380e-06 -1.77836701e-07  1.49999844e+00  1.60565429e-06 
 4.00444768e-08  1.50000000e+00 -4.15332915e-07 -2.51814250e-06 -1.67550821e-07  1.49999844e+00  1.57465382e-06 
 4.00844768e-08  1.50000000e+00 -4.40386742e-07 -2.51982514e-06 -1.75940971e-07  1.49999844e+00  1.60118756e-06 
 4.01244768e-08  1.50000000e+00 -4.13811774e-07 -2.50940776e-06 -1.65672597e-07  1.49999844e+00  1.57025954e-06 
 4.01644768e-08  1.50000000e+00 -4.38328213e-07 -2.51111008e-06 -1.74057188e-07  1.49999844e+00  1.59674728e-06 
 4.02044768e-08  1.50000000e+00 -4.12295427e-07 -2.50072632e-06 -1.63806213e-07  1.49999844e+00  1.56589112e-06 
 4.02444768e-08  1.50000000e+00 -4.36286797e-07 -2.50244813e-06 -1.72185236e-07  1.49999845e+00  1.59233323e-06 
 4.02844768e-08  1.50000000e+00 -4.10783915e-07 -2.49209771e-06 -1.61951560e-07  1.49999845e+00  1.56154833e-06 
 4.03244768e-08  1.50000000e+00 -4.34262256e-07 -2.49383881e-06 -1.70325008e-07  1.49999845e+00  1.58794519e-06 
 4.03644768e-08  1.50000000e+00 -4.09277277e-07 -2.48352145e-06 -1.60108524e-07  1.49999845e+00  1.55723097e-06 
 4.04044768e-08  1.50000000e+00 -4.32254351e-07 -2.48528164e-06 -1.68476391e-07  1.49999845e+00  1.58358290e-06 
 4.04444768e-08  1.50000000e+00 -4.07775550e-07 -2.47499705e-06 -1.58276998e-07  1.49999845e+00  1.55293881e-06 
 4.04844768e-08  1.50000000e+00 -4.30262849e-07 -2.47677614e-06 -1.66639273e-07  1.49999846e+00  1.57924616e-06 
 4.05244768e-08  1.50000000e+00 -4.06278769e-07 -2.46652405e-06 -1.56456874e-07  1.49999846e+00  1.54867161e-06 
 4.05644768e-08  1.50000000e+00 -4.28287524e-07 -2.46832185e-06 -1.64813551e-07  1.49999846e+00  1.57493473e-06 
 4.06044768e-08  1.50000000e+00 -4.04786967e-07 -2.45810199e-06 -1.54648047e-07  1.49999846e+00  1.54442919e-06 
 4.06444768e-08  1.50000000e+00 -4.26328151e-07 -2.45991830e-06 -1.62999119e-07  1.49999846e+00  1.57064838e-06 
 4.06844768e-08  1.50000000e+00 -4.03300177e-07 -2.44973041e-06 -1.52850413e-07  1.49999846e+00  1.54021131e-06 
 4.07244768e-08  1.50000000e+00 -4.24384509e-07 -2.45156505e-06 -1.61195870e-07  1.49999847e+00  1.56638691e-06 
 4.07644768e-08  1.50000000e+00 -4.01818427e-07 -2.44140885e-06 -1.51063868e-07  1.49999847e+00  1.53601778e-06 
 4.08044768e-08  1.50000000e+00 -4.22456384e-07 -2.44326163e-06 -1.59403702e-07  1.49999847e+00  1.56215009e-06 
 4.08444768e-08  1.50000000e+00 -4.00341747e-07 -2.43313687e-06 -1.49288308e-07  1.49999847e+00  1.53184838e-06 
 4.08844768e-08  1.50000000e+00 -4.20543562e-07 -2.43500761e-06 -1.57622510e-07  1.49999847e+00  1.55793771e-06 
 4.09244768e-08  1.50000000e+00 -3.98870162e-07 -2.42491403e-06 -1.47523633e-07  1.49999847e+00  1.52770291e-06 
 4.09644768e-08  1.50000000e+00 -4.18645835e-07 -2.42680255e-06 -1.55852196e-07  1.49999848e+00  1.55374955e-06 
 4.10044768e-08  1.50000000e+00 -3.97403697e-07 -2.41673989e-06 -1.45769744e-07  1.49999848e+00  1.52358116e-06 
 4.10444768e-08  1.50000000e+00 -4.16763000e-07 -2.41864601e-06 -1.54092659e-07  1.49999848e+00  1.54958540e-06 
 4.10844768e-08  1.50000000e+00 -3.95942376e-07 -2.40861402e-06 -1.44026543e-07  1.49999848e+00  1.51948295e-06 
 4.11244768e-08  1.50000000e+00 -4.14894856e-07 -2.41053755e-06 -1.52343799e-07  1.49999848e+00  1.54544506e-06 
 4.11644768e-08  1.50000000e+00 -3.94486221e-07 -2.40053599e-06 -1.42293930e-07  1.49999848e+00  1.51540806e-06 
 4.12044768e-08  1.50000000e+00 -4.13041204e-07 -2.40247677e-06 -1.50605520e-07  1.49999849e+00  1.54132832e-06 
 4.12444768e-08  1.50000000e+00 -3.93035250e-07 -2.39250538e-06 -1.40571812e-07  1.49999849e+00  1.51135629e-06 
 4.12844768e-08  1.50000000e+00 -4.11201853e-07 -2.39446323e-06 -1.48877728e-07  1.49999849e+00  1.53723498e-06 
 4.13244768e-08  1.50000000e+00 -3.91589485e-07 -2.38452177e-06 -1.38860093e-07  1.49999849e+00  1.50732747e-06 
 4.13644768e-08  1.50000000e+00 -4.09376611e-07 -2.38649652e-06 -1.47160325e-07  1.49999849e+00  1.53316483e-06 
 4.14044768e-08  1.50000000e+00 -3.90148941e-07 -2.37658476e-06 -1.37158680e-07  1.49999849e+00  1.50332138e-06 
 4.14444768e-08  1.50000000e+00 -4.07565292e-07 -2.37857624e-06 -1.45453219e-07  1.49999850e+00  1.52911769e-06 
 4.14844768e-08  1.50000000e+00 -3.88713635e-07 -2.36869394e-06 -1.35467481e-07  1.49999850e+00  1.49933784e-06 
 4.15244768e-08  1.50000000e+00 -4.05767712e-07 -2.37070197e-06 -1.43756317e-07  1.49999850e+00  1.52509335e-06 
 4.15644768e-08  1.50000000e+00 -3.87283582e-07 -2.36084890e-06 -1.33786400e-07  1.49999850e+00  1.49537669e-06 
 4.16044768e-08  1.50000000e+00 -4.03983692e-07 -2.36287332e-06 -1.42069524e-07  1.49999850e+00  1.52109162e-06 
 4.16444768e-08  1.50000000e+00 -3.85858795e-07 -2.35304925e-06 -1.32115350e-07  1.49999850e+00  1.49143771e-06 
 4.16844768e-08  1.50000000e+00 -4.02213053e-07 -2.35508989e-06 -1.40392752e-07  1.49999851e+00  1.51711232e-06 
 4.17244768e-08  1.50000000e+00 -3.84439286e-07 -2.34529460e-06 -1.30454240e-07  1.49999851e+00  1.48752071e-06 
 4.17644768e-08  1.50000000e+00 -4.00455623e-07 -2.34735129e-06 -1.38725914e-07  1.49999851e+00  1.51315523e-06 
 4.18044768e-08  1.50000000e+00 -3.83025067e-07 -2.33758455e-06 -1.28802985e-07  1.49999851e+00  1.48362554e-06 
 4.18444768e-08  1.50000000e+00 -3.98711231e-07 -2.33965714e-06 -1.37068919e-07  1.49999851e+00  1.50922018e-06 
 4.18844768e-08  1.50000000e+00 -3.81616148e-07 -2.32991873e-06 -1.27161496e-07  1.49999851e+00  1.47975200e-06 
 4.19244768e-08  1.50000000e+00 -3.96979709e-07 -2.33200705e-06 -1.35421681e-07  1.49999851e+00  1.50530700e-06 
 4.19644768e-08  1.50000000e+00 -3.80212537e-07 -2.32229675e-06 -1.25529686e-07  1.49999852e+00  1.47589992e-06 
 4.20044768e-08  1.50000000e+00 -3.95260892e-07 -2.32440064e-06 -1.33784113e-07  1.49999852e+00  1.50141549e-06 
 4.20444768e-08  1.50000000e+00 -3.78814241e-07 -2.31471823e-06 -1.23907469e-07  1.49999852e+00  1.47206913e-06 
 4.20844768e-08  1.50000000e+00 -3.93554618e-07 -2.31683755e-06 -1.32156127e-07  1.49999852e+00  1.49754548e-06 
 4.21244768e-08  1.50000000e+00 -3.77421268e-07 -2.30718282e-06 -1.22294763e-07  1.49999852e+00  1.46825943e-06 
 4.21644768e-08  1.50000000e+00 -3.91860728e-07 -2.30931739e-06 -1.30537644e-07  1.49999852e+00  1.49369677e-06 
 4.22044768e-08  1.50000000e+00 -3.76033624e-07 -2.29969014e-06 -1.20691483e-07  1.49999852e+00  1.46447067e-06 
 4.22444768e-08  1.50000000e+00 -3.90179065e-07 -2.30183982e-06 -1.28928578e-07  1.49999853e+00  1.48986920e-06 
 4.22844768e-08  1.50000000e+00 -3.74651312e-07 -2.29223983e-06 -1.19097547e-07  1.49999853e+00  1.46070269e-06 
 4.23244768e-08  1.50000000e+00 -3.88509476e-07 -2.29440445e-06 -1.27328844e-07  1.49999853e+00  1.48606261e-06 
 4.23644768e-08  1.50000000e+00 -3.73274336e-07 -2.28483152e-06 -1.17512874e-07  1.49999853e+00  1.45695528e-06 
 4.24044768e-08  1.50000000e+00 -3.86851810e-07 -2.28701095e-06 -1.25738366e-07  1.49999853e+00  1.48227679e-06 
 4.24444768e-08  1.50000000e+00 -3.71902699e-07 -2.27746488e-06 -1.15937385e-07  1.49999853e+00  1.45322832e-06 
 4.24844768e-08  1.50000000e+00 -3.85205918e-07 -2.27965896e-06 -1.24157060e-07  1.49999854e+00  1.47851160e-06 
 4.25244768e-08  1.50000000e+00 -3.70536402e-07 -2.27013954e-06 -1.14370997e-07  1.49999854e+00  1.44952162e-06 
 4.25644768e-08  1.50000000e+00 -3.83571655e-07 -2.27234812e-06 -1.22584848e-07  1.49999854e+00  1.47476685e-06 
 4.26044768e-08  1.50000000e+00 -3.69175447e-07 -2.26285516e-06 -1.12813636e-07  1.49999854e+00  1.44583502e-06 
 4.26444768e-08  1.50000000e+00 -3.81948876e-07 -2.26507809e-06 -1.21021652e-07  1.49999854e+00  1.47104238e-06 
 4.26844768e-08  1.50000000e+00 -3.67819834e-07 -2.25561140e-06 -1.11265220e-07  1.49999854e+00  1.44216836e-06 
 4.27244768e-08  1.50000000e+00 -3.80337442e-07 -2.25784854e-06 -1.19467391e-07  1.49999854e+00  1.46733803e-06 
 4.27644768e-08  1.50000000e+00 -3.66469561e-07 -2.24840791e-06 -1.09725676e-07  1.49999855e+00  1.43852148e-06 
 4.28044768e-08  1.50000000e+00 -3.78737214e-07 -2.25065912e-06 -1.17921994e-07  1.49999855e+00  1.46365364e-06 
 4.28444768e-08  1.50000000e+00 -3.65124628e-07 -2.24124437e-06 -1.08194925e-07  1.49999855e+00  1.43489423e-06 
 4.28844768e-08  1.50000000e+00 -3.77148055e-07 -2.24350950e-06 -1.16385379e-07  1.49999855e+00  1.45998904e-06 
 4.29244768e-08  1.50000000e+00 -3.63785031e-07 -2.23412045e-06 -1.06672894e-07  1.49999855e+00  1.43128643e-06 
 4.29644768e-08  1.50000000e+00 -3.75569831e-07 -2.23639935e-06 -1.14857474e-07  1.49999855e+00  1.45634406e-06 
 4.30044768e-08  1.50000000e+00 -3.62450766e-07 -2.22703580e-06 -1.05159505e-07  1.49999855e+00  1.42769796e-06 
 4.30444768e-08  1.50000000e+00 -3.74002411e-07 -2.22932835e-06 -1.13338204e-07  1.49999856e+00  1.45271855e-06 
 4.30844768e-08  1.50000000e+00 -3.61121833e-07 -2.21999012e-06 -1.03654693e-07  1.49999856e+00  1.42412863e-06 
 4.31244768e-08  1.50000000e+00 -3.72445667e-07 -2.22229617e-06 -1.11827499e-07  1.49999856e+00  1.44911237e-06 
 4.31644768e-08  1.50000000e+00 -3.59798224e-07 -2.21298308e-06 -1.02158378e-07  1.49999856e+00  1.42057832e-06 
 4.32044768e-08  1.50000000e+00 -3.70899469e-07 -2.21530249e-06 -1.10325283e-07  1.49999856e+00  1.44552535e-06 
 4.32444768e-08  1.50000000e+00 -3.58479934e-07 -2.20601437e-06 -1.00670491e-07  1.49999856e+00  1.41704687e-06 
 4.32844768e-08  1.50000000e+00 -3.69363693e-07 -2.20834700e-06 -1.08831484e-07  1.49999856e+00  1.44195733e-06 
 4.33244768e-08  1.50000000e+00 -3.57166958e-07 -2.19908366e-06 -9.91909595e-08  1.49999857e+00  1.41353412e-06 
 4.33644768e-08  1.50000000e+00 -3.67838216e-07 -2.20142939e-06 -1.07346032e-07  1.49999857e+00  1.43840816e-06 
 4.34044768e-08  1.50000000e+00 -3.55859289e-07 -2.19219065e-06 -9.77197151e-08  1.49999857e+00  1.41003994e-06 
 4.34444768e-08  1.50000000e+00 -3.66322917e-07 -2.19454934e-06 -1.05868858e-07  1.49999857e+00  1.43487770e-06 
 4.34844768e-08  1.50000000e+00 -3.54556921e-07 -2.18533504e-06 -9.62566897e-08  1.49999857e+00  1.40656416e-06 
 4.35244768e-08  1.50000000e+00 -3.64817678e-07 -2.18770655e-06 -1.04399893e-07  1.49999857e+00  1.43136580e-06 
 4.35644768e-08  1.50000000e+00 -3.53259844e-07 -2.17851651e-06 -9.48018114e-08  1.49999857e+00  1.40310667e-06 
 4.36044768e-08  1.50000000e+00 -3.63322380e-07 -2.18090073e-06 -1.02939066e-07  1.49999857e+00  1.42787231e-06 
 4.36444768e-08  1.50000000e+00 -3.51968051e-07 -2.17173478e-06 -9.33550146e-08  1.49999858e+00  1.39966730e-06 
 4.36844768e-08  1.50000000e+00 -3.61836910e-07 -2.17413156e-06 -1.01486312e-07  1.49999858e+00  1.42439708e-06 
 4.37244768e-08  1.50000000e+00 -3.50681533e-07 -2.16498954e-06 -9.19162333e-08  1.49999858e+00  1.39624592e-06 
 4.37644768e-08  1.50000000e+00 -3.60361153e-07 -2.16739876e-06 -1.00041562e-07  1.49999858e+00  1.42093999e-06 
 4.38044768e-08  1.50000000e+00 -3.49400280e-07 -2.15828050e-06 -9.04853981e-08  1.49999858e+00  1.39284239e-06 
 4.38444768e-08  1.50000000e+00 -3.58894999e-07 -2.16070202e-06 -9.86047511e-08  1.49999858e+00  1.41750086e-06 
 4.38844768e-08  1.50000000e+00 -3.48124283e-07 -2.15160737e-06 -8.90624457e-08  1.49999858e+00  1.38945658e-06 
 4.39244768e-08  1.50000000e+00 -3.57438337e-07 -2.15404108e-06 -9.71758127e-08  1.49999859e+00  1.41407957e-06 
 4.39644768e-08  1.50000000e+00 -3.46853530e-07 -2.14496985e-06 -8.76473107e-08  1.49999859e+00  1.38608834e-06 
 4.40044768e-08  1.50000000e+00 -3.55991061e-07 -2.14741563e-06 -9.57546826e-08  1.49999859e+00  1.41067598e-06 
 4.40444768e-08  1.50000000e+00 -3.45588011e-07 -2.13836768e-06 -8.62399284e-08  1.49999859e+00  1.38273754e-06 
 4.40844768e-08  1.50000000e+00 -3.54553063e-07 -2.14082539e-06 -9.43412963e-08  1.49999859e+00  1.40728996e-06 
 4.41244768e-08  1.50000000e+00 -3.44327715e-07 -2.13180056e-06 -8.48402366e-08  1.49999859e+00  1.37940404e-06 
 4.41644768e-08  1.50000000e+00 -3.53124241e-07 -2.13427009e-06 -9.29355917e-08  1.49999859e+00  1.40392135e-06 
 4.42044768e-08  1.50000000e+00 -3.43072629e-07 -2.12526822e-06 -8.34481724e-08  1.49999859e+00  1.37608772e-06 
 4.42444768e-08  1.50000000e+00 -3.51704490e-07 -2.12774944e-06 -9.15375050e-08  1.49999860e+00  1.40057004e-06 
 4.42844768e-08  1.50000000e+00 -3.41822741e-07 -2.11877038e-06 -8.20636719e-08  1.49999860e+00  1.37278845e-06 
 4.43244768e-08  1.50000000e+00 -3.50293710e-07 -2.12126317e-06 -9.01469744e-08  1.49999860e+00  1.39723588e-06 
 4.43644768e-08  1.50000000e+00 -3.40578039e-07 -2.11230677e-06 -8.06866761e-08  1.49999860e+00  1.36950608e-06 
 4.44044768e-08  1.50000000e+00 -3.48891802e-07 -2.11481102e-06 -8.87639369e-08  1.49999860e+00  1.39391876e-06 
 4.44444768e-08  1.50000000e+00 -3.39338509e-07 -2.10587712e-06 -7.93171224e-08  1.49999860e+00  1.36624049e-06 
 4.44844768e-08  1.50000000e+00 -3.47498669e-07 -2.10839270e-06 -8.73883365e-08  1.49999860e+00  1.39061851e-06 
 4.45244768e-08  1.50000000e+00 -3.38104137e-07 -2.09948116e-06 -7.79549527e-08  1.49999861e+00  1.36299158e-06 
 4.45644768e-08  1.50000000e+00 -3.46114212e-07 -2.10200797e-06 -8.60201072e-08  1.49999861e+00  1.38733504e-06 
 4.46044768e-08  1.50000000e+00 -3.36874910e-07 -2.09311863e-06 -7.66001049e-08  1.49999861e+00  1.35975918e-06 
 4.46444768e-08  1.50000000e+00 -3.44738339e-07 -2.09565654e-06 -8.46591957e-08  1.49999861e+00  1.38406819e-06 
 4.46844768e-08  1.50000000e+00 -3.35650814e-07 -2.08678927e-06 -7.52525246e-08  1.49999861e+00  1.35654319e-06 
 4.47244768e-08  1.50000000e+00 -3.43370955e-07 -2.08933817e-06 -8.33055381e-08  1.49999861e+00  1.38081787e-06 
 4.47644768e-08  1.50000000e+00 -3.34431834e-07 -2.08049282e-06 -7.39121480e-08  1.49999861e+00  1.35334349e-06 
 4.48044768e-08  1.50000000e+00 -3.42011969e-07 -2.08305260e-06 -8.19590781e-08  1.49999861e+00  1.37758393e-06 
 4.48444768e-08  1.50000000e+00 -3.33217954e-07 -2.07422902e-06 -7.25789216e-08  1.49999862e+00  1.35015994e-06 
