 time            v(Vb)           v(Voutp)        v(Voutn)        v(Vbias)        v(Vcmref)      
 9.52000145e-04  9.48244582e-01  7.50000000e-01  7.50000000e-01  9.88000036e-01  7.50000000e-01 
 9.52000201e-04  9.48248085e-01  7.50000000e-01  7.50000000e-01  9.88000050e-01  7.50000000e-01 
 9.52000274e-04  9.48549394e-01  7.50000000e-01  7.50000000e-01  9.88000068e-01  7.50000000e-01 
 9.52000408e-04  9.49200099e-01  7.50000000e-01  7.50000000e-01  9.88000102e-01  7.50000000e-01 
 9.52000625e-04  9.50119199e-01  7.50000000e-01  7.50000000e-01  9.88000156e-01  7.50000000e-01 
 9.52000986e-04  9.51129134e-01  7.50000000e-01  7.50000000e-01  9.88000246e-01  7.50000000e-01 
 9.52001706e-04  9.52123381e-01  7.50000000e-01  7.50000000e-01  9.88000427e-01  7.50000000e-01 
 9.52003147e-04  9.52573738e-01  7.50000000e-01  7.50000000e-01  9.88000787e-01  7.50000000e-01 
 9.52005566e-04  9.52557319e-01  7.50000000e-01  7.50000000e-01  9.88001391e-01  7.50000000e-01 
 9.52010234e-04  9.52558903e-01  7.50000000e-01  7.50000000e-01  9.88002558e-01  7.50000000e-01 
 9.52019570e-04  9.52559959e-01  7.50000000e-01  7.50000000e-01  9.88004892e-01  7.50000000e-01 
 9.52038242e-04  9.52557562e-01  7.50000000e-01  7.50000000e-01  9.88009561e-01  7.50000000e-01 
 9.52075587e-04  9.52559530e-01  7.50000000e-01  7.50000000e-01  9.88018897e-01  7.50000000e-01 
 9.52150276e-04  9.52555790e-01  7.50000000e-01  7.50000000e-01  9.88037569e-01  7.50000000e-01 
 9.52299654e-04  9.52556444e-01  7.50000000e-01  7.50000000e-01  9.88074913e-01  7.50000000e-01 
 9.52598410e-04  9.52549442e-01  7.50000000e-01  7.50000000e-01  9.88149603e-01  7.50000000e-01 
 9.53195923e-04  9.52543881e-01  7.50000000e-01  7.50000000e-01  9.88298981e-01  7.50000000e-01 
 9.54390949e-04  9.52524298e-01  7.50000000e-01  7.50000000e-01  9.88597737e-01  7.50000000e-01 
 9.56781001e-04  9.52493658e-01  7.50000000e-01  7.50000000e-01  9.89195250e-01  7.50000000e-01 
 9.59875010e-04  9.52447494e-01  7.50000000e-01  7.50000000e-01  9.89968753e-01  7.50000000e-01 
 9.59875011e-04  9.52066849e-01  7.50000000e-01  7.50000000e-01  9.89968753e-01  7.50000000e-01 
 9.59875013e-04  9.51565627e-01  7.50000000e-01  7.50000000e-01  9.89968753e-01  7.50000000e-01 
 9.59875017e-04  9.50789633e-01  7.50000000e-01  7.50000000e-01  9.89968754e-01  7.50000000e-01 
 9.59875020e-04  9.50226055e-01  7.50000000e-01  7.50000000e-01  9.89968755e-01  7.50000000e-01 
 9.59875020e-04  9.50206105e-01  7.50000000e-01  7.50000000e-01  9.89968755e-01  7.50000000e-01 
 9.59875021e-04  9.50176029e-01  7.50000000e-01  7.50000000e-01  9.89968755e-01  7.50000000e-01 
 9.59875023e-04  9.50121067e-01  7.50000000e-01  7.50000000e-01  9.89968756e-01  7.50000000e-01 
 9.59875027e-04  9.50016013e-01  7.50000000e-01  7.50000000e-01  9.89968757e-01  7.50000000e-01 
 9.59875034e-04  9.49838090e-01  7.50000000e-01  7.50000000e-01  9.89968759e-01  7.50000000e-01 
 9.59875048e-04  9.49591115e-01  7.50000000e-01  7.50000000e-01  9.89968762e-01  7.50000000e-01 
 9.59875077e-04  9.49437129e-01  7.50000000e-01  7.50000000e-01  9.89968769e-01  7.50000000e-01 
 9.59875135e-04  9.49852416e-01  7.50000000e-01  7.50000000e-01  9.89968784e-01  7.50000000e-01 
 9.59875251e-04  9.51184593e-01  7.50000000e-01  7.50000000e-01  9.89968813e-01  7.50000000e-01 
 9.59875374e-04  9.51575976e-01  7.50000000e-01  7.50000000e-01  9.89968844e-01  7.50000000e-01 
 9.59875506e-04  9.51672737e-01  7.50000000e-01  7.50000000e-01  9.89968876e-01  7.50000000e-01 
 9.59875738e-04  9.51689347e-01  7.50000000e-01  7.50000000e-01  9.89968934e-01  7.50000000e-01 
 9.59875958e-04  9.51686882e-01  7.50000000e-01  7.50000000e-01  9.89968990e-01  7.50000000e-01 
 9.59876393e-04  9.51687036e-01  7.50000000e-01  7.50000000e-01  9.89969098e-01  7.50000000e-01 
 9.59877262e-04  9.51687153e-01  7.50000000e-01  7.50000000e-01  9.89969315e-01  7.50000000e-01 
 9.59879000e-04  9.51686956e-01  7.50000000e-01  7.50000000e-01  9.89969750e-01  7.50000000e-01 
 9.59882477e-04  9.51687183e-01  7.50000000e-01  7.50000000e-01  9.89970619e-01  7.50000000e-01 
 9.59889431e-04  9.51686940e-01  7.50000000e-01  7.50000000e-01  9.89972358e-01  7.50000000e-01 
 9.59903339e-04  9.51687184e-01  7.50000000e-01  7.50000000e-01  9.89975835e-01  7.50000000e-01 
 9.59931154e-04  9.51686927e-01  7.50000000e-01  7.50000000e-01  9.89982789e-01  7.50000000e-01 
 9.59986785e-04  9.51687166e-01  7.50000000e-01  7.50000000e-01  9.89996696e-01  7.50000000e-01 
 9.60000000e-04  9.51686907e-01  7.50000000e-01  7.50000000e-01  9.90000000e-01  7.50000000e-01 
 9.60000001e-04  9.51689693e-01  7.50000000e-01  7.50000000e-01  9.90000000e-01  7.50000000e-01 
 9.60000003e-04  9.51694683e-01  7.50000000e-01  7.50000000e-01  9.90000001e-01  7.50000000e-01 
 9.60000007e-04  9.51704537e-01  7.50000000e-01  7.50000000e-01  9.90000002e-01  7.50000000e-01 
 9.60000010e-04  9.51718099e-01  7.50000000e-01  7.50000000e-01  9.90000002e-01  7.50000000e-01 
 9.60000010e-04  9.51717644e-01  7.50000000e-01  7.50000000e-01  9.90000003e-01  7.50000000e-01 
 9.60000011e-04  9.51716413e-01  7.50000000e-01  7.50000000e-01  9.90000003e-01  7.50000000e-01 
 9.60000013e-04  9.51714036e-01  7.50000000e-01  7.50000000e-01  9.90000003e-01  7.50000000e-01 
 9.60000016e-04  9.51710068e-01  7.50000000e-01  7.50000000e-01  9.90000004e-01  7.50000000e-01 
 9.60000022e-04  9.51702556e-01  7.50000000e-01  7.50000000e-01  9.90000005e-01  7.50000000e-01 
 9.60000034e-04  9.51689312e-01  7.50000000e-01  7.50000000e-01  9.90000008e-01  7.50000000e-01 
 9.60000057e-04  9.51670220e-01  7.50000000e-01  7.50000000e-01  9.90000014e-01  7.50000000e-01 
 9.60000105e-04  9.51663436e-01  7.50000000e-01  7.50000000e-01  9.90000026e-01  7.50000000e-01 
 9.60000150e-04  9.51672400e-01  7.50000000e-01  7.50000000e-01  9.90000038e-01  7.50000000e-01 
 9.60000206e-04  9.51681051e-01  7.50000000e-01  7.50000000e-01  9.90000051e-01  7.50000000e-01 
 9.60000311e-04  9.51686415e-01  7.50000000e-01  7.50000000e-01  9.90000078e-01  7.50000000e-01 
 9.60000414e-04  9.51687018e-01  7.50000000e-01  7.50000000e-01  9.90000103e-01  7.50000000e-01 
 9.60000619e-04  9.51687072e-01  7.50000000e-01  7.50000000e-01  9.90000155e-01  7.50000000e-01 
 9.60000886e-04  9.51687044e-01  7.50000000e-01  7.50000000e-01  9.90000221e-01  7.50000000e-01 
 9.60001419e-04  9.51687045e-01  7.50000000e-01  7.50000000e-01  9.90000355e-01  7.50000000e-01 
 9.60002486e-04  9.51687038e-01  7.50000000e-01  7.50000000e-01  9.90000621e-01  7.50000000e-01 
 9.60004620e-04  9.51687036e-01  7.50000000e-01  7.50000000e-01  9.90001155e-01  7.50000000e-01 
 9.60008629e-04  9.51687036e-01  7.50000000e-01  7.50000000e-01  9.90002157e-01  7.50000000e-01 
 9.60015449e-04  9.51687033e-01  7.50000000e-01  7.50000000e-01  9.90003862e-01  7.50000000e-01 
 9.60029088e-04  9.51687032e-01  7.50000000e-01  7.50000000e-01  9.90007272e-01  7.50000000e-01 
 9.60056366e-04  9.51687023e-01  7.50000000e-01  7.50000000e-01  9.90014092e-01  7.50000000e-01 
 9.60110923e-04  9.51687012e-01  7.50000000e-01  7.50000000e-01  9.90027731e-01  7.50000000e-01 
 9.60220036e-04  9.51686983e-01  7.50000000e-01  7.50000000e-01  9.90055009e-01  7.50000000e-01 
 9.60438262e-04  9.51686932e-01  7.50000000e-01  7.50000000e-01  9.90109565e-01  7.50000000e-01 
 9.60874714e-04  9.51686824e-01  7.50000000e-01  7.50000000e-01  9.90218678e-01  7.50000000e-01 
 9.61747617e-04  9.51686614e-01  7.50000000e-01  7.50000000e-01  9.90436904e-01  7.50000000e-01 
 9.63493425e-04  9.51686187e-01  7.50000000e-01  7.50000000e-01  9.90873356e-01  7.50000000e-01 
 9.66985040e-04  9.51685340e-01  7.50000000e-01  7.50000000e-01  9.91746260e-01  7.50000000e-01 
 9.67875010e-04  9.51685122e-01  7.50000000e-01  7.50000000e-01  9.91968753e-01  7.50000000e-01 
 9.67875011e-04  9.51678826e-01  7.50000000e-01  7.50000000e-01  9.91968753e-01  7.50000000e-01 
 9.67875013e-04  9.51668352e-01  7.50000000e-01  7.50000000e-01  9.91968753e-01  7.50000000e-01 
 9.67875017e-04  9.51655959e-01  7.50000000e-01  7.50000000e-01  9.91968754e-01  7.50000000e-01 
 9.67875020e-04  9.51650324e-01  7.50000000e-01  7.50000000e-01  9.91968755e-01  7.50000000e-01 
 9.67875020e-04  9.51650997e-01  7.50000000e-01  7.50000000e-01  9.91968755e-01  7.50000000e-01 
 9.67875021e-04  9.51652013e-01  7.50000000e-01  7.50000000e-01  9.91968755e-01  7.50000000e-01 
 9.67875023e-04  9.51653735e-01  7.50000000e-01  7.50000000e-01  9.91968756e-01  7.50000000e-01 
 9.67875026e-04  9.51657195e-01  7.50000000e-01  7.50000000e-01  9.91968756e-01  7.50000000e-01 
 9.67875032e-04  9.51663226e-01  7.50000000e-01  7.50000000e-01  9.91968758e-01  7.50000000e-01 
 9.67875045e-04  9.51672982e-01  7.50000000e-01  7.50000000e-01  9.91968761e-01  7.50000000e-01 
 9.67875070e-04  9.51684957e-01  7.50000000e-01  7.50000000e-01  9.91968767e-01  7.50000000e-01 
 9.67875120e-04  9.51693630e-01  7.50000000e-01  7.50000000e-01  9.91968780e-01  7.50000000e-01 
 9.67875221e-04  9.51694272e-01  7.50000000e-01  7.50000000e-01  9.91968805e-01  7.50000000e-01 
 9.67875381e-04  9.51690205e-01  7.50000000e-01  7.50000000e-01  9.91968845e-01  7.50000000e-01 
 9.67875551e-04  9.51686957e-01  7.50000000e-01  7.50000000e-01  9.91968888e-01  7.50000000e-01 
 9.67875765e-04  9.51685489e-01  7.50000000e-01  7.50000000e-01  9.91968941e-01  7.50000000e-01 
 9.67875997e-04  9.51685183e-01  7.50000000e-01  7.50000000e-01  9.91968999e-01  7.50000000e-01 
 9.67876460e-04  9.51685136e-01  7.50000000e-01  7.50000000e-01  9.91969115e-01  7.50000000e-01 
 9.67877071e-04  9.51685100e-01  7.50000000e-01  7.50000000e-01  9.91969268e-01  7.50000000e-01 
 9.67878294e-04  9.51685147e-01  7.50000000e-01  7.50000000e-01  9.91969573e-01  7.50000000e-01 
 9.67880738e-04  9.51685097e-01  7.50000000e-01  7.50000000e-01  9.91970185e-01  7.50000000e-01 
 9.67885628e-04  9.51685146e-01  7.50000000e-01  7.50000000e-01  9.91971407e-01  7.50000000e-01 
 9.67895407e-04  9.51685093e-01  7.50000000e-01  7.50000000e-01  9.91973852e-01  7.50000000e-01 
 9.67914966e-04  9.51685139e-01  7.50000000e-01  7.50000000e-01  9.91978742e-01  7.50000000e-01 
 9.67954084e-04  9.51685079e-01  7.50000000e-01  7.50000000e-01  9.91988521e-01  7.50000000e-01 
 9.68000000e-04  9.51685119e-01  7.50000000e-01  7.50000000e-01  9.92000000e-01  7.50000000e-01 
 9.68000001e-04  9.51791511e-01  7.50000000e-01  7.50000000e-01  9.92000000e-01  7.50000000e-01 
 9.68000003e-04  9.52019381e-01  7.50000000e-01  7.50000000e-01  9.92000001e-01  7.50000000e-01 
 9.68000007e-04  9.52494058e-01  7.50000000e-01  7.50000000e-01  9.92000002e-01  7.50000000e-01 
 9.68000010e-04  9.53092117e-01  7.50000000e-01  7.50000000e-01  9.92000002e-01  7.50000000e-01 
 9.68000011e-04  9.53117206e-01  7.50000000e-01  7.50000000e-01  9.92000003e-01  7.50000000e-01 
 9.68000012e-04  9.53121954e-01  7.50000000e-01  7.50000000e-01  9.92000003e-01  7.50000000e-01 
 9.68000016e-04  9.53112532e-01  7.50000000e-01  7.50000000e-01  9.92000004e-01  7.50000000e-01 
 9.68000020e-04  9.53101233e-01  7.50000000e-01  7.50000000e-01  9.92000005e-01  7.50000000e-01 
 9.68000030e-04  9.53051029e-01  7.50000000e-01  7.50000000e-01  9.92000007e-01  7.50000000e-01 
 9.68000049e-04  9.52896189e-01  7.50000000e-01  7.50000000e-01  9.92000012e-01  7.50000000e-01 
 9.68000087e-04  9.52269395e-01  7.50000000e-01  7.50000000e-01  9.92000022e-01  7.50000000e-01 
 9.68000146e-04  9.51955659e-01  7.50000000e-01  7.50000000e-01  9.92000036e-01  7.50000000e-01 
 9.68000201e-04  9.51960460e-01  7.50000000e-01  7.50000000e-01  9.92000050e-01  7.50000000e-01 
 9.68000274e-04  9.52261922e-01  7.50000000e-01  7.50000000e-01  9.92000068e-01  7.50000000e-01 
 9.68000409e-04  9.52913872e-01  7.50000000e-01  7.50000000e-01  9.92000102e-01  7.50000000e-01 
 9.68000626e-04  9.53835857e-01  7.50000000e-01  7.50000000e-01  9.92000156e-01  7.50000000e-01 
 9.68000986e-04  9.54852747e-01  7.50000000e-01  7.50000000e-01  9.92000247e-01  7.50000000e-01 
 9.68001707e-04  9.55859648e-01  7.50000000e-01  7.50000000e-01  9.92000427e-01  7.50000000e-01 
 9.68003149e-04  9.56322493e-01  7.50000000e-01  7.50000000e-01  9.92000787e-01  7.50000000e-01 
 9.68005583e-04  9.56307824e-01  7.50000000e-01  7.50000000e-01  9.92001396e-01  7.50000000e-01 
 9.68010263e-04  9.56308796e-01  7.50000000e-01  7.50000000e-01  9.92002566e-01  7.50000000e-01 
 9.68019625e-04  9.56310190e-01  7.50000000e-01  7.50000000e-01  9.92004906e-01  7.50000000e-01 
 9.68038348e-04  9.56307531e-01  7.50000000e-01  7.50000000e-01  9.92009587e-01  7.50000000e-01 
 9.68075794e-04  9.56309698e-01  7.50000000e-01  7.50000000e-01  9.92018948e-01  7.50000000e-01 
 9.68150685e-04  9.56305726e-01  7.50000000e-01  7.50000000e-01  9.92037671e-01  7.50000000e-01 
 9.68300469e-04  9.56306504e-01  7.50000000e-01  7.50000000e-01  9.92075117e-01  7.50000000e-01 
 9.68600035e-04  9.56299181e-01  7.50000000e-01  7.50000000e-01  9.92150009e-01  7.50000000e-01 
 9.69199169e-04  9.56293537e-01  7.50000000e-01  7.50000000e-01  9.92299792e-01  7.50000000e-01 
 9.70397436e-04  9.56273234e-01  7.50000000e-01  7.50000000e-01  9.92599359e-01  7.50000000e-01 
 9.72793969e-04  9.56241704e-01  7.50000000e-01  7.50000000e-01  9.93198492e-01  7.50000000e-01 
 9.75875010e-04  9.56194277e-01  7.50000000e-01  7.50000000e-01  9.93968752e-01  7.50000000e-01 
 9.75875011e-04  9.55816569e-01  7.50000000e-01  7.50000000e-01  9.93968753e-01  7.50000000e-01 
 9.75875013e-04  9.55321604e-01  7.50000000e-01  7.50000000e-01  9.93968753e-01  7.50000000e-01 
 9.75875017e-04  9.54546167e-01  7.50000000e-01  7.50000000e-01  9.93968754e-01  7.50000000e-01 
 9.75875020e-04  9.53981881e-01  7.50000000e-01  7.50000000e-01  9.93968755e-01  7.50000000e-01 
 9.75875020e-04  9.53962141e-01  7.50000000e-01  7.50000000e-01  9.93968755e-01  7.50000000e-01 
 9.75875021e-04  9.53932288e-01  7.50000000e-01  7.50000000e-01  9.93968755e-01  7.50000000e-01 
 9.75875023e-04  9.53877724e-01  7.50000000e-01  7.50000000e-01  9.93968756e-01  7.50000000e-01 
 9.75875027e-04  9.53773312e-01  7.50000000e-01  7.50000000e-01  9.93968757e-01  7.50000000e-01 
 9.75875034e-04  9.53595979e-01  7.50000000e-01  7.50000000e-01  9.93968758e-01  7.50000000e-01 
 9.75875048e-04  9.53347872e-01  7.50000000e-01  7.50000000e-01  9.93968762e-01  7.50000000e-01 
 9.75875076e-04  9.53186107e-01  7.50000000e-01  7.50000000e-01  9.93968769e-01  7.50000000e-01 
 9.75875133e-04  9.53580802e-01  7.50000000e-01  7.50000000e-01  9.93968783e-01  7.50000000e-01 
 9.75875247e-04  9.54914157e-01  7.50000000e-01  7.50000000e-01  9.93968812e-01  7.50000000e-01 
 9.75875369e-04  9.55346761e-01  7.50000000e-01  7.50000000e-01  9.93968842e-01  7.50000000e-01 
 9.75875501e-04  9.55450216e-01  7.50000000e-01  7.50000000e-01  9.93968875e-01  7.50000000e-01 
 9.75875734e-04  9.55468458e-01  7.50000000e-01  7.50000000e-01  9.93968933e-01  7.50000000e-01 
 9.75875949e-04  9.55465718e-01  7.50000000e-01  7.50000000e-01  9.93968987e-01  7.50000000e-01 
 9.75876376e-04  9.55465885e-01  7.50000000e-01  7.50000000e-01  9.93969094e-01  7.50000000e-01 
 9.75877230e-04  9.55465995e-01  7.50000000e-01  7.50000000e-01  9.93969307e-01  7.50000000e-01 
 9.75878938e-04  9.55465803e-01  7.50000000e-01  7.50000000e-01  9.93969735e-01  7.50000000e-01 
 9.75882355e-04  9.55466025e-01  7.50000000e-01  7.50000000e-01  9.93970589e-01  7.50000000e-01 
 9.75889189e-04  9.55465787e-01  7.50000000e-01  7.50000000e-01  9.93972297e-01  7.50000000e-01 
 9.75902856e-04  9.55466026e-01  7.50000000e-01  7.50000000e-01  9.93975714e-01  7.50000000e-01 
 9.75930191e-04  9.55465773e-01  7.50000000e-01  7.50000000e-01  9.93982548e-01  7.50000000e-01 
 9.75984861e-04  9.55466007e-01  7.50000000e-01  7.50000000e-01  9.93996215e-01  7.50000000e-01 
 9.76000000e-04  9.55465753e-01  7.50000000e-01  7.50000000e-01  9.94000000e-01  7.50000000e-01 
 9.76000254e-04  9.55459269e-01  7.50000000e-01  7.50000000e-01  9.94000063e-01  7.50000000e-01 
 9.76000762e-04  9.55468138e-01  7.50000000e-01  7.50000000e-01  9.94000190e-01  7.50000000e-01 
 9.76001025e-04  9.55467433e-01  7.50000000e-01  7.50000000e-01  9.94000256e-01  7.50000000e-01 
 9.76001306e-04  9.55463550e-01  7.50000000e-01  7.50000000e-01  9.94000326e-01  7.50000000e-01 
 9.76001614e-04  9.55468033e-01  7.50000000e-01  7.50000000e-01  9.94000404e-01  7.50000000e-01 
 9.76001956e-04  9.55464022e-01  7.50000000e-01  7.50000000e-01  9.94000489e-01  7.50000000e-01 
 9.76002529e-04  9.55467530e-01  7.50000000e-01  7.50000000e-01  9.94000632e-01  7.50000000e-01 
