 time            v(VDD)          v(Vbias)        v(Vbiasc)       v(bias_en)      v(Vsu)          v(Vres)        
 5.92823735e-04  1.50000000e+00  1.28599804e-01  2.74698260e-01  1.50000000e+00  1.95923391e-03  3.14887851e-02 
 5.92948735e-04  1.50000000e+00  1.28600462e-01  2.74764794e-01  1.50000000e+00  1.95957298e-03  3.18254766e-02 
 5.93073735e-04  1.50000000e+00  1.28601183e-01  2.74828324e-01  1.50000000e+00  1.95996474e-03  3.21440118e-02 
 5.93198735e-04  1.50000000e+00  1.28602038e-01  2.74886604e-01  1.50000000e+00  1.96038708e-03  3.24726835e-02 
 5.93323735e-04  1.50000000e+00  1.28602946e-01  2.74941794e-01  1.50000000e+00  1.96082878e-03  3.27841645e-02 
 5.93448735e-04  1.50000000e+00  1.28603966e-01  2.74993714e-01  1.50000000e+00  1.96128376e-03  3.31051729e-02 
 5.93573735e-04  1.50000000e+00  1.28605033e-01  2.75043275e-01  1.50000000e+00  1.96174890e-03  3.34099106e-02 
 5.93698735e-04  1.50000000e+00  1.28606201e-01  2.75090661e-01  1.50000000e+00  1.96222139e-03  3.37235847e-02 
 5.93823735e-04  1.50000000e+00  1.28607412e-01  2.75136247e-01  1.50000000e+00  1.96270007e-03  3.40218690e-02 
 5.93948735e-04  1.50000000e+00  1.28608715e-01  2.75180212e-01  1.50000000e+00  1.96318282e-03  3.43285175e-02 
 5.94073735e-04  1.50000000e+00  1.28610058e-01  2.75222693e-01  1.50000000e+00  1.96366919e-03  3.46206203e-02 
 5.94198735e-04  1.50000000e+00  1.28611486e-01  2.75263811e-01  1.50000000e+00  1.96415726e-03  3.49205337e-02 
 5.94323735e-04  1.50000000e+00  1.28612950e-01  2.75303595e-01  1.50000000e+00  1.96464698e-03  3.52067106e-02 
 5.94448735e-04  1.50000000e+00  1.28614493e-01  2.75342115e-01  1.50000000e+00  1.96513651e-03  3.55001625e-02 
 5.94573735e-04  1.50000000e+00  1.28616068e-01  2.75379350e-01  1.50000000e+00  1.96562600e-03  3.57806536e-02 
 5.94698735e-04  1.50000000e+00  1.28617715e-01  2.75415340e-01  1.50000000e+00  1.96611357e-03  3.60679015e-02 
 5.94823735e-04  1.50000000e+00  1.28619390e-01  2.75450044e-01  1.50000000e+00  1.96659957e-03  3.63429322e-02 
 5.94948735e-04  1.50000000e+00  1.28621131e-01  2.75483484e-01  1.50000000e+00  1.96708210e-03  3.66242190e-02 
 5.95073735e-04  1.50000000e+00  1.28622896e-01  2.75515614e-01  1.50000000e+00  1.96756169e-03  3.68940016e-02 
 5.95198735e-04  1.50000000e+00  1.28624719e-01  2.75546447e-01  1.50000000e+00  1.96803631e-03  3.71695563e-02 
 5.95323735e-04  1.50000000e+00  1.28626561e-01  2.75575939e-01  1.50000000e+00  1.96850665e-03  3.74342904e-02 
 5.95448735e-04  1.50000000e+00  1.28628453e-01  2.75604102e-01  1.50000000e+00  1.96897070e-03  3.77043292e-02 
 5.95573735e-04  1.50000000e+00  1.28630361e-01  2.75630896e-01  1.50000000e+00  1.96942926e-03  3.79642030e-02 
 5.95698735e-04  1.50000000e+00  1.28632311e-01  2.75656334e-01  1.50000000e+00  1.96988024e-03  3.82289300e-02 
 5.95823735e-04  1.50000000e+00  1.28634270e-01  2.75680383e-01  1.50000000e+00  1.97032458e-03  3.84841209e-02 
 5.95948735e-04  1.50000000e+00  1.28636264e-01  2.75703056e-01  1.50000000e+00  1.97076020e-03  3.87437294e-02 
 5.96073735e-04  1.50000000e+00  1.28638263e-01  2.75724328e-01  1.50000000e+00  1.97118813e-03  3.89944052e-02 
 5.96198735e-04  1.50000000e+00  1.28640288e-01  2.75744215e-01  1.50000000e+00  1.97160625e-03  3.92490781e-02 
 5.96323735e-04  1.50000000e+00  1.28642312e-01  2.75762697e-01  1.50000000e+00  1.97201575e-03  3.94953969e-02 
 5.96448735e-04  1.50000000e+00  1.28644355e-01  2.75779794e-01  1.50000000e+00  1.97241444e-03  3.97453075e-02 
 5.96573735e-04  1.50000000e+00  1.28646392e-01  2.75795490e-01  1.50000000e+00  1.97280364e-03  3.99874193e-02 
 5.96698735e-04  1.50000000e+00  1.28648440e-01  2.75809806e-01  1.50000000e+00  1.97318112e-03  4.02327320e-02 
 5.96823735e-04  1.50000000e+00  1.28650476e-01  2.75822733e-01  1.50000000e+00  1.97354839e-03  4.04707786e-02 
 5.96948735e-04  1.50000000e+00  1.28652516e-01  2.75834294e-01  1.50000000e+00  1.97390324e-03  4.07116494e-02 
 5.97073735e-04  1.50000000e+00  1.28654537e-01  2.75844483e-01  1.50000000e+00  1.97424716e-03  4.09457653e-02 
 5.97198735e-04  1.50000000e+00  1.28656556e-01  2.75853325e-01  1.50000000e+00  1.97457796e-03  4.11823425e-02 
 5.97323735e-04  1.50000000e+00  1.28658551e-01  2.75860817e-01  1.50000000e+00  1.97489729e-03  4.14126555e-02 
 5.97448735e-04  1.50000000e+00  1.28660535e-01  2.75866985e-01  1.50000000e+00  1.97520290e-03  4.16450800e-02 
 5.97573735e-04  1.50000000e+00  1.28662491e-01  2.75871831e-01  1.50000000e+00  1.97549665e-03  4.18717112e-02 
 5.97698735e-04  1.50000000e+00  1.28664429e-01  2.75875377e-01  1.50000000e+00  1.97577622e-03  4.21001172e-02 
 5.97823735e-04  1.50000000e+00  1.28666333e-01  2.75877630e-01  1.50000000e+00  1.97604355e-03  4.23231819e-02 
 5.97948735e-04  1.50000000e+00  1.28668213e-01  2.75878613e-01  1.50000000e+00  1.97629637e-03  4.25476971e-02 
 5.98073735e-04  1.50000000e+00  1.28670054e-01  2.75878335e-01  1.50000000e+00  1.97653666e-03  4.27673048e-02 
 5.98198735e-04  1.50000000e+00  1.28671864e-01  2.75876818e-01  1.50000000e+00  1.97676213e-03  4.29880511e-02 
 5.98323735e-04  1.50000000e+00  1.28673630e-01  2.75874071e-01  1.50000000e+00  1.97697486e-03  4.32043062e-02 
 5.98448735e-04  1.50000000e+00  1.28675359e-01  2.75870117e-01  1.50000000e+00  1.97717258e-03  4.34213997e-02 
 5.98573735e-04  1.50000000e+00  1.28677039e-01  2.75864968e-01  1.50000000e+00  1.97735748e-03  4.36344018e-02 
 5.98698735e-04  1.50000000e+00  1.28678677e-01  2.75858645e-01  1.50000000e+00  1.97752728e-03  4.38479533e-02 
 5.98823735e-04  1.50000000e+00  1.28680260e-01  2.75851159e-01  1.50000000e+00  1.97768422e-03  4.40577971e-02 
 5.98948735e-04  1.50000000e+00  1.28681796e-01  2.75842533e-01  1.50000000e+00  1.97782600e-03  4.42679126e-02 
 5.99073735e-04  1.50000000e+00  1.28683273e-01  2.75832778e-01  1.50000000e+00  1.97795496e-03  4.44746887e-02 
 5.99198735e-04  1.50000000e+00  1.28684696e-01  2.75821917e-01  1.50000000e+00  1.97806880e-03  4.46814693e-02 
 5.99323735e-04  1.50000000e+00  1.28686057e-01  2.75809961e-01  1.50000000e+00  1.97816995e-03  4.48852642e-02 
 5.99448735e-04  1.50000000e+00  1.28687359e-01  2.75796931e-01  1.50000000e+00  1.97825607e-03  4.50888068e-02 
 5.99573735e-04  1.50000000e+00  1.28688595e-01  2.75782840e-01  1.50000000e+00  1.97832959e-03  4.52897032e-02 
 5.99698735e-04  1.50000000e+00  1.28689767e-01  2.75767707e-01  1.50000000e+00  1.97838828e-03  4.54901003e-02 
 5.99823735e-04  1.50000000e+00  1.28690868e-01  2.75751548e-01  1.50000000e+00  1.97843466e-03  4.56881772e-02 
 5.99875010e-04  1.50000000e+00  1.28691301e-01  2.75744622e-01  1.50000000e+00  1.97844890e-03  4.57694389e-02 
 5.99875011e-04  1.50000000e+00  1.28691217e-01  2.75744577e-01  1.50000000e+00  1.97844314e-03  4.57228965e-02 
 5.99875013e-04  1.50000000e+00  1.28691033e-01  2.75744474e-01  1.50000000e+00  1.97843048e-03  4.56182596e-02 
 5.99875017e-04  1.50000000e+00  1.28690692e-01  2.75744282e-01  1.50000000e+00  1.97840840e-03  4.54243698e-02 
 5.99875020e-04  1.50000000e+00  1.28690546e-01  2.75744200e-01  1.50000000e+00  1.97840034e-03  4.53413318e-02 
 5.99875021e-04  1.50000000e+00  1.28690564e-01  2.75744209e-01  1.50000000e+00  1.97840220e-03  4.53510120e-02 
 5.99875022e-04  1.50000000e+00  1.28690606e-01  2.75744233e-01  1.50000000e+00  1.97840630e-03  4.53746583e-02 
 5.99875026e-04  1.50000000e+00  1.28690688e-01  2.75744279e-01  1.50000000e+00  1.97841368e-03  4.54209978e-02 
 5.99875032e-04  1.50000000e+00  1.28690816e-01  2.75744351e-01  1.50000000e+00  1.97842433e-03  4.54939779e-02 
 5.99875045e-04  1.50000000e+00  1.28690930e-01  2.75744413e-01  1.50000000e+00  1.97843309e-03  4.55586530e-02 
 5.99875070e-04  1.50000000e+00  1.28690943e-01  2.75744418e-01  1.50000000e+00  1.97843437e-03  4.55659063e-02 
 5.99875122e-04  1.50000000e+00  1.28690937e-01  2.75744409e-01  1.50000000e+00  1.97843457e-03  4.55630570e-02 
 5.99875224e-04  1.50000000e+00  1.28690941e-01  2.75744399e-01  1.50000000e+00  1.97843477e-03  4.55653391e-02 
 5.99875429e-04  1.50000000e+00  1.28690938e-01  2.75744373e-01  1.50000000e+00  1.97843450e-03  4.55642203e-02 
 5.99875838e-04  1.50000000e+00  1.28690942e-01  2.75744327e-01  1.50000000e+00  1.97843441e-03  4.55667376e-02 
 5.99876658e-04  1.50000000e+00  1.28690940e-01  2.75744230e-01  1.50000000e+00  1.97843383e-03  4.55674118e-02 
 5.99878296e-04  1.50000000e+00  1.28690945e-01  2.75744039e-01  1.50000000e+00  1.97843308e-03  4.55729168e-02 
 5.99881573e-04  1.50000000e+00  1.28690949e-01  2.75743650e-01  1.50000000e+00  1.97843127e-03  4.55798439e-02 
 5.99888126e-04  1.50000000e+00  1.28690967e-01  2.75742854e-01  1.50000000e+00  1.97842823e-03  4.55976966e-02 
 5.99901234e-04  1.50000000e+00  1.28691011e-01  2.75741148e-01  1.50000000e+00  1.97842252e-03  4.56293114e-02 
 5.99927448e-04  1.50000000e+00  1.28691151e-01  2.75737278e-01  1.50000000e+00  1.97841392e-03  4.56962394e-02 
 5.99979877e-04  1.50000000e+00  1.28691551e-01  2.75728311e-01  1.50000000e+00  1.97840533e-03  4.58251749e-02 
 6.00000000e-04  1.50000000e+00  1.28691742e-01  2.75724636e-01  1.50000000e+00  1.97840531e-03  4.58762095e-02 
 6.00000001e-04  1.50000000e+00  1.28691800e-01  2.75724667e-01  1.50000000e+00  1.97840932e-03  4.59086608e-02 
 6.00000003e-04  1.50000000e+00  1.28691923e-01  2.75724735e-01  1.50000000e+00  1.97841779e-03  4.59790395e-02 
 6.00000007e-04  1.50000000e+00  1.28692180e-01  2.75724876e-01  1.50000000e+00  1.97843452e-03  4.61265719e-02 
 6.00000010e-04  1.50000000e+00  1.28692278e-01  2.75724931e-01  1.50000000e+00  1.97843989e-03  4.61840180e-02 
 6.00000011e-04  1.50000000e+00  1.28692219e-01  2.75724899e-01  1.50000000e+00  1.97843533e-03  4.61506545e-02 
 6.00000012e-04  1.50000000e+00  1.28692081e-01  2.75724823e-01  1.50000000e+00  1.97842496e-03  4.60717250e-02 
 6.00000016e-04  1.50000000e+00  1.28691801e-01  2.75724666e-01  1.50000000e+00  1.97840500e-03  4.59106935e-02 
 6.00000022e-04  1.50000000e+00  1.28691374e-01  2.75724427e-01  1.50000000e+00  1.97837748e-03  4.56668723e-02 
 6.00000035e-04  1.50000000e+00  1.28690757e-01  2.75724081e-01  1.50000000e+00  1.97834329e-03  4.53168233e-02 
 6.00000060e-04  1.50000000e+00  1.28689574e-01  2.75723422e-01  1.50000000e+00  1.97828539e-03  4.46554209e-02 
 6.00000112e-04  1.50000000e+00  1.28687271e-01  2.75722135e-01  1.50000000e+00  1.97818663e-03  4.33966028e-02 
 6.00000214e-04  1.50000000e+00  1.28683013e-01  2.75719757e-01  1.50000000e+00  1.97801818e-03  4.11705259e-02 
 6.00000419e-04  1.50000000e+00  1.28675730e-01  2.75715715e-01  1.50000000e+00  1.97773146e-03  3.76421415e-02 
 6.00000828e-04  1.50000000e+00  1.28665485e-01  2.75710267e-01  1.50000000e+00  1.97732226e-03  3.32158127e-02 
 6.00001648e-04  1.50000000e+00  1.28655895e-01  2.75706212e-01  1.50000000e+00  1.97691540e-03  2.96558876e-02 
 6.00003286e-04  1.50000000e+00  1.28651728e-01  2.75707573e-01  1.50000000e+00  1.97666416e-03  2.86588152e-02 
 6.00005196e-04  1.50000000e+00  1.28650383e-01  2.75711307e-01  1.50000000e+00  1.97650183e-03  2.88189089e-02 
 6.00008384e-04  1.50000000e+00  1.28647442e-01  2.75716734e-01  1.50000000e+00  1.97620656e-03  2.87973221e-02 
 6.00014469e-04  1.50000000e+00  1.28642290e-01  2.75725640e-01  1.50000000e+00  1.97565898e-03  2.88435773e-02 
 6.00026640e-04  1.50000000e+00  1.28632795e-01  2.75734152e-01  1.50000000e+00  1.97458726e-03  2.88864376e-02 
 6.00050980e-04  1.50000000e+00  1.28617438e-01  2.75706153e-01  1.50000000e+00  1.97254457e-03  2.89970276e-02 
 6.00099662e-04  1.50000000e+00  1.28598035e-01  2.75497706e-01  1.50000000e+00  1.96894095e-03  2.91640457e-02 
 6.00197024e-04  1.50000000e+00  1.28583649e-01  2.74891211e-01  1.50000000e+00  1.96383430e-03  2.94723353e-02 
 6.00322024e-04  1.50000000e+00  1.28580177e-01  2.74413338e-01  1.50000000e+00  1.96039311e-03  2.98192137e-02 
 6.00447024e-04  1.50000000e+00  1.28578846e-01  2.74384292e-01  1.50000000e+00  1.95893817e-03  3.01773342e-02 
 6.00572024e-04  1.50000000e+00  1.28578683e-01  2.74464006e-01  1.50000000e+00  1.95848908e-03  3.05151112e-02 
 6.00697024e-04  1.50000000e+00  1.28579003e-01  2.74536866e-01  1.50000000e+00  1.95853171e-03  3.08634763e-02 
 6.00822024e-04  1.50000000e+00  1.28579417e-01  2.74613719e-01  1.50000000e+00  1.95879412e-03  3.11929948e-02 
 6.00947024e-04  1.50000000e+00  1.28580023e-01  2.74682293e-01  1.50000000e+00  1.95916285e-03  3.15327696e-02 
 6.01072024e-04  1.50000000e+00  1.28580695e-01  2.74747832e-01  1.50000000e+00  1.95958502e-03  3.18547248e-02 
 6.01197024e-04  1.50000000e+00  1.28581504e-01  2.74807973e-01  1.50000000e+00  1.96003800e-03  3.21863416e-02 
 6.01322024e-04  1.50000000e+00  1.28582369e-01  2.74865006e-01  1.50000000e+00  1.96051047e-03  3.25010929e-02 
 6.01447024e-04  1.50000000e+00  1.28583350e-01  2.74918712e-01  1.50000000e+00  1.96099623e-03  3.28249171e-02 
 6.01572024e-04  1.50000000e+00  1.28584382e-01  2.74970047e-01  1.50000000e+00  1.96149219e-03  3.31327846e-02 
 6.01697024e-04  1.50000000e+00  1.28585517e-01  2.75019185e-01  1.50000000e+00  1.96199535e-03  3.34491534e-02 
 6.01822024e-04  1.50000000e+00  1.28586700e-01  2.75066515e-01  1.50000000e+00  1.96250470e-03  3.37504356e-02 
 6.01947024e-04  1.50000000e+00  1.28587978e-01  2.75112214e-01  1.50000000e+00  1.96301803e-03  3.40596657e-02 
 6.02072024e-04  1.50000000e+00  1.28589300e-01  2.75156425e-01  1.50000000e+00  1.96353494e-03  3.43546427e-02 
 6.02197024e-04  1.50000000e+00  1.28590710e-01  2.75199265e-01  1.50000000e+00  1.96405342e-03  3.46570317e-02 
 6.02322024e-04  1.50000000e+00  1.28592161e-01  2.75240765e-01  1.50000000e+00  1.96457352e-03  3.49459666e-02 
 6.02447024e-04  1.50000000e+00  1.28593694e-01  2.75280995e-01  1.50000000e+00  1.96509326e-03  3.52417947e-02 
 6.02572024e-04  1.50000000e+00  1.28595263e-01  2.75319932e-01  1.50000000e+00  1.96561289e-03  3.55249344e-02 
 6.02697024e-04  1.50000000e+00  1.28596907e-01  2.75357615e-01  1.50000000e+00  1.96613046e-03  3.58144654e-02 
 6.02822024e-04  1.50000000e+00  1.28598585e-01  2.75394001e-01  1.50000000e+00  1.96664640e-03  3.60920417e-02 
 6.02947024e-04  1.50000000e+00  1.28600330e-01  2.75429113e-01  1.50000000e+00  1.96715867e-03  3.63755239e-02 
 6.03072024e-04  1.50000000e+00  1.28602104e-01  2.75462902e-01  1.50000000e+00  1.96766787e-03  3.66477549e-02 
 6.03197024e-04  1.50000000e+00  1.28603939e-01  2.75495381e-01  1.50000000e+00  1.96817191e-03  3.69254225e-02 
 6.03322024e-04  1.50000000e+00  1.28605798e-01  2.75526503e-01  1.50000000e+00  1.96867156e-03  3.71925134e-02 
 6.03447024e-04  1.50000000e+00  1.28607710e-01  2.75556281e-01  1.50000000e+00  1.96916469e-03  3.74645873e-02 
 6.03572024e-04  1.50000000e+00  1.28609641e-01  2.75584673e-01  1.50000000e+00  1.96965218e-03  3.77267313e-02 
 6.03697024e-04  1.50000000e+00  1.28611617e-01  2.75611691e-01  1.50000000e+00  1.97013184e-03  3.79934203e-02 
 6.03822024e-04  1.50000000e+00  1.28613607e-01  2.75637301e-01  1.50000000e+00  1.97060471e-03  3.82507995e-02 
 6.03947024e-04  1.50000000e+00  1.28615635e-01  2.75661517e-01  1.50000000e+00  1.97106857e-03  3.85123009e-02 
 6.04072024e-04  1.50000000e+00  1.28617671e-01  2.75684312e-01  1.50000000e+00  1.97152457e-03  3.87650873e-02 
 6.04197024e-04  1.50000000e+00  1.28619737e-01  2.75705702e-01  1.50000000e+00  1.97197047e-03  3.90215877e-02 
 6.04322024e-04  1.50000000e+00  1.28621805e-01  2.75725667e-01  1.50000000e+00  1.97240754e-03  3.92699437e-02 
 6.04447024e-04  1.50000000e+00  1.28623896e-01  2.75744224e-01  1.50000000e+00  1.97283350e-03  3.95216200e-02 
 6.04572024e-04  1.50000000e+00  1.28625983e-01  2.75761361e-01  1.50000000e+00  1.97324973e-03  3.97656992e-02 
 6.04697024e-04  1.50000000e+00  1.28628084e-01  2.75777097e-01  1.50000000e+00  1.97365393e-03  4.00127190e-02 
 6.04822024e-04  1.50000000e+00  1.28630177e-01  2.75791422e-01  1.50000000e+00  1.97404767e-03  4.02526669e-02 
 6.04947024e-04  1.50000000e+00  1.28632276e-01  2.75804360e-01  1.50000000e+00  1.97442860e-03  4.04951893e-02 
 6.05072024e-04  1.50000000e+00  1.28634360e-01  2.75815905e-01  1.50000000e+00  1.97479833e-03  4.07311437e-02 
 6.05197024e-04  1.50000000e+00  1.28636444e-01  2.75826081e-01  1.50000000e+00  1.97515457e-03  4.09693198e-02 
 6.05322024e-04  1.50000000e+00  1.28638507e-01  2.75834887e-01  1.50000000e+00  1.97549910e-03  4.12014114e-02 
 6.05447024e-04  1.50000000e+00  1.28640563e-01  2.75842346e-01  1.50000000e+00  1.97582954e-03  4.14353849e-02 
 6.05572024e-04  1.50000000e+00  1.28642593e-01  2.75848462e-01  1.50000000e+00  1.97614778e-03  4.16637378e-02 
 6.05697024e-04  1.50000000e+00  1.28644607e-01  2.75853258e-01  1.50000000e+00  1.97645145e-03  4.18936452e-02 
 6.05822024e-04  1.50000000e+00  1.28646590e-01  2.75856740e-01  1.50000000e+00  1.97674252e-03  4.21183774e-02 
 6.05947024e-04  1.50000000e+00  1.28648552e-01  2.75858932e-01  1.50000000e+00  1.97701864e-03  4.23443488e-02 
 6.06072024e-04  1.50000000e+00  1.28650476e-01  2.75859841e-01  1.50000000e+00  1.97728192e-03  4.25655724e-02 
 6.06197024e-04  1.50000000e+00  1.28652373e-01  2.75859492e-01  1.50000000e+00  1.97752999e-03  4.27877318e-02 
 6.06322024e-04  1.50000000e+00  1.28654227e-01  2.75857893e-01  1.50000000e+00  1.97776496e-03  4.30055536e-02 
 6.06447024e-04  1.50000000e+00  1.28656047e-01  2.75855069e-01  1.50000000e+00  1.97798446e-03  4.32240191e-02 
 6.06572024e-04  1.50000000e+00  1.28657821e-01  2.75851029e-01  1.50000000e+00  1.97819077e-03  4.34385407e-02 
 6.06697024e-04  1.50000000e+00  1.28659553e-01  2.75845796e-01  1.50000000e+00  1.97838155e-03  4.36534250e-02 
 6.06822024e-04  1.50000000e+00  1.28661235e-01  2.75839383e-01  1.50000000e+00  1.97855910e-03  4.38647435e-02 
 6.06947024e-04  1.50000000e+00  1.28662869e-01  2.75831811e-01  1.50000000e+00  1.97872107e-03  4.40761545e-02 
 6.07072024e-04  1.50000000e+00  1.28664448e-01  2.75823094e-01  1.50000000e+00  1.97886983e-03  4.42843624e-02 
 6.07197024e-04  1.50000000e+00  1.28665974e-01  2.75813251e-01  1.50000000e+00  1.97900299e-03  4.44924028e-02 
 6.07322024e-04  1.50000000e+00  1.28667441e-01  2.75802298e-01  1.50000000e+00  1.97912309e-03  4.46975885e-02 
 6.07447024e-04  1.50000000e+00  1.28668850e-01  2.75790253e-01  1.50000000e+00  1.97922773e-03  4.49023567e-02 
 6.07572024e-04  1.50000000e+00  1.28670194e-01  2.75777132e-01  1.50000000e+00  1.97931942e-03  4.51046044e-02 
 6.07697024e-04  1.50000000e+00  1.28671476e-01  2.75762952e-01  1.50000000e+00  1.97939575e-03  4.53061946e-02 
 6.07822024e-04  1.50000000e+00  1.28672690e-01  2.75747730e-01  1.50000000e+00  1.97945940e-03  4.55055853e-02 
 6.07875010e-04  1.50000000e+00  1.28673185e-01  2.75740964e-01  1.50000000e+00  1.97948127e-03  4.55900032e-02 
 6.07875011e-04  1.50000000e+00  1.28673101e-01  2.75740918e-01  1.50000000e+00  1.97947548e-03  4.55434426e-02 
 6.07875013e-04  1.50000000e+00  1.28672916e-01  2.75740814e-01  1.50000000e+00  1.97946275e-03  4.54387635e-02 
 6.07875017e-04  1.50000000e+00  1.28672573e-01  2.75740620e-01  1.50000000e+00  1.97944055e-03  4.52447796e-02 
 6.07875020e-04  1.50000000e+00  1.28672427e-01  2.75740537e-01  1.50000000e+00  1.97943246e-03  4.51617015e-02 
 6.07875021e-04  1.50000000e+00  1.28672445e-01  2.75740546e-01  1.50000000e+00  1.97943434e-03  4.51713851e-02 
 6.07875022e-04  1.50000000e+00  1.28672487e-01  2.75740570e-01  1.50000000e+00  1.97943846e-03  4.51950402e-02 
 6.07875026e-04  1.50000000e+00  1.28672569e-01  2.75740617e-01  1.50000000e+00  1.97944589e-03  4.52413969e-02 
 6.07875032e-04  1.50000000e+00  1.28672698e-01  2.75740689e-01  1.50000000e+00  1.97945660e-03  4.53144034e-02 
 6.07875045e-04  1.50000000e+00  1.28672812e-01  2.75740753e-01  1.50000000e+00  1.97946541e-03  4.53791020e-02 
 6.07875070e-04  1.50000000e+00  1.28672825e-01  2.75740757e-01  1.50000000e+00  1.97946670e-03  4.53863577e-02 
 6.07875122e-04  1.50000000e+00  1.28672820e-01  2.75740749e-01  1.50000000e+00  1.97946690e-03  4.53835084e-02 
 6.07875224e-04  1.50000000e+00  1.28672824e-01  2.75740740e-01  1.50000000e+00  1.97946712e-03  4.53857927e-02 
 6.07875429e-04  1.50000000e+00  1.28672821e-01  2.75740716e-01  1.50000000e+00  1.97946687e-03  4.53846768e-02 
 6.07875838e-04  1.50000000e+00  1.28672825e-01  2.75740673e-01  1.50000000e+00  1.97946683e-03  4.53872011e-02 
 6.07876658e-04  1.50000000e+00  1.28672824e-01  2.75740582e-01  1.50000000e+00  1.97946636e-03  4.53878881e-02 
 6.07878296e-04  1.50000000e+00  1.28672831e-01  2.75740403e-01  1.50000000e+00  1.97946582e-03  4.53934198e-02 
 6.07881573e-04  1.50000000e+00  1.28672837e-01  2.75740039e-01  1.50000000e+00  1.97946443e-03  4.54003993e-02 
 6.07888126e-04  1.50000000e+00  1.28672861e-01  2.75739291e-01  1.50000000e+00  1.97946224e-03  4.54183574e-02 
 6.07901234e-04  1.50000000e+00  1.28672916e-01  2.75737682e-01  1.50000000e+00  1.97945825e-03  4.54501809e-02 
 6.07927448e-04  1.50000000e+00  1.28673079e-01  2.75733999e-01  1.50000000e+00  1.97945308e-03  4.55175243e-02 
 6.07979877e-04  1.50000000e+00  1.28673529e-01  2.75725394e-01  1.50000000e+00  1.97945140e-03  4.56472794e-02 
 6.08000000e-04  1.50000000e+00  1.28673739e-01  2.75721857e-01  1.50000000e+00  1.97945404e-03  4.56986260e-02 
 6.08000001e-04  1.50000000e+00  1.28673797e-01  2.75721888e-01  1.50000000e+00  1.97945808e-03  4.57310901e-02 
 6.08000003e-04  1.50000000e+00  1.28673920e-01  2.75721957e-01  1.50000000e+00  1.97946659e-03  4.58014987e-02 
 6.08000007e-04  1.50000000e+00  1.28674178e-01  2.75722101e-01  1.50000000e+00  1.97948342e-03  4.59492139e-02 
 6.08000010e-04  1.50000000e+00  1.28674278e-01  2.75722156e-01  1.50000000e+00  1.97948885e-03  4.60069204e-02 
 6.08000011e-04  1.50000000e+00  1.28674219e-01  2.75722124e-01  1.50000000e+00  1.97948427e-03  4.59736263e-02 
 6.08000012e-04  1.50000000e+00  1.28674081e-01  2.75722047e-01  1.50000000e+00  1.97947385e-03  4.58948310e-02 
 6.08000016e-04  1.50000000e+00  1.28673800e-01  2.75721888e-01  1.50000000e+00  1.97945383e-03  4.57340660e-02 
 6.08000022e-04  1.50000000e+00  1.28673372e-01  2.75721648e-01  1.50000000e+00  1.97942624e-03  4.54908040e-02 
 6.08000035e-04  1.50000000e+00  1.28672755e-01  2.75721300e-01  1.50000000e+00  1.97939202e-03  4.51419082e-02 
 6.08000060e-04  1.50000000e+00  1.28671572e-01  2.75720636e-01  1.50000000e+00  1.97933411e-03  4.44827628e-02 
 6.08000112e-04  1.50000000e+00  1.28669269e-01  2.75719342e-01  1.50000000e+00  1.97923539e-03  4.32282429e-02 
 6.08000214e-04  1.50000000e+00  1.28665011e-01  2.75716950e-01  1.50000000e+00  1.97906705e-03  4.10099521e-02 
 6.08000419e-04  1.50000000e+00  1.28657731e-01  2.75712886e-01  1.50000000e+00  1.97878058e-03  3.74942543e-02 
 6.08000828e-04  1.50000000e+00  1.28647494e-01  2.75707412e-01  1.50000000e+00  1.97837192e-03  3.30845402e-02 
 6.08001648e-04  1.50000000e+00  1.28637914e-01  2.75703347e-01  1.50000000e+00  1.97796575e-03  2.95386886e-02 
 6.08003286e-04  1.50000000e+00  1.28633751e-01  2.75704734e-01  1.50000000e+00  1.97771495e-03  2.85460322e-02 
 6.08005200e-04  1.50000000e+00  1.28632400e-01  2.75708514e-01  1.50000000e+00  1.97755252e-03  2.87056720e-02 
 6.08008394e-04  1.50000000e+00  1.28629450e-01  2.75714012e-01  1.50000000e+00  1.97725703e-03  2.86841320e-02 
 6.08014498e-04  1.50000000e+00  1.28624278e-01  2.75723045e-01  1.50000000e+00  1.97670843e-03  2.87306026e-02 
 6.08026706e-04  1.50000000e+00  1.28614754e-01  2.75731681e-01  1.50000000e+00  1.97563481e-03  2.87737137e-02 
 6.08051123e-04  1.50000000e+00  1.28599380e-01  2.75703357e-01  1.50000000e+00  1.97358947e-03  2.88848822e-02 
 6.08099956e-04  1.50000000e+00  1.28580034e-01  2.75493033e-01  1.50000000e+00  1.96998583e-03  2.90527283e-02 
 6.08197623e-04  1.50000000e+00  1.28565829e-01  2.74884421e-01  1.50000000e+00  1.96489284e-03  2.93627341e-02 
 6.08322623e-04  1.50000000e+00  1.28562524e-01  2.74410922e-01  1.50000000e+00  1.96148483e-03  2.97107242e-02 
 6.08447623e-04  1.50000000e+00  1.28561324e-01  2.74384899e-01  1.50000000e+00  1.96005369e-03  3.00700866e-02 
 6.08572623e-04  1.50000000e+00  1.28561292e-01  2.74465526e-01  1.50000000e+00  1.95962369e-03  3.04089646e-02 
 6.08697623e-04  1.50000000e+00  1.28561739e-01  2.74539452e-01  1.50000000e+00  1.95968242e-03  3.07585071e-02 
