 time            v(VDD)          v(Vbias)        v(Vbiasc)       v(bias_en)      v(Vsu)          v(Vres)        
 1.13209724e-04  1.50000000e+00  1.19801133e-01  1.49157828e-01  1.50000000e+00  3.40651127e-01  9.82743423e-03 
 1.13334724e-04  1.50000000e+00  1.19820858e-01  1.50282444e-01  1.50000000e+00  3.40165611e-01  1.00743143e-02 
 1.13459724e-04  1.50000000e+00  1.19839542e-01  1.51415229e-01  1.50000000e+00  3.39677556e-01  1.03060705e-02 
 1.13584724e-04  1.50000000e+00  1.19857317e-01  1.52556285e-01  1.50000000e+00  3.39186979e-01  1.05579955e-02 
 1.13709724e-04  1.50000000e+00  1.19874073e-01  1.53705517e-01  1.50000000e+00  3.38693877e-01  1.07956566e-02 
 1.13834724e-04  1.50000000e+00  1.19889936e-01  1.54863019e-01  1.50000000e+00  3.38198266e-01  1.10525431e-02 
 1.13959724e-04  1.50000000e+00  1.19904805e-01  1.56028683e-01  1.50000000e+00  3.37700146e-01  1.12959692e-02 
 1.14084724e-04  1.50000000e+00  1.19918800e-01  1.57202583e-01  1.50000000e+00  3.37199532e-01  1.15576923e-02 
 1.14209724e-04  1.50000000e+00  1.19931827e-01  1.58384591e-01  1.50000000e+00  3.36696426e-01  1.18067096e-02 
 1.14334724e-04  1.50000000e+00  1.19943998e-01  1.59574755e-01  1.50000000e+00  3.36190843e-01  1.20731112e-02 
 1.14459724e-04  1.50000000e+00  1.19955228e-01  1.60772928e-01  1.50000000e+00  3.35682783e-01  1.23275150e-02 
 1.14584724e-04  1.50000000e+00  1.19965624e-01  1.61979130e-01  1.50000000e+00  3.35172263e-01  1.25984054e-02 
 1.14709724e-04  1.50000000e+00  1.19975104e-01  1.63193196e-01  1.50000000e+00  3.34659283e-01  1.28579605e-02 
 1.14834724e-04  1.50000000e+00  1.19983771e-01  1.64415115e-01  1.50000000e+00  3.34143859e-01  1.31331181e-02 
 1.14959724e-04  1.50000000e+00  1.19991550e-01  1.65644702e-01  1.50000000e+00  3.33625991e-01  1.33975589e-02 
 1.15084724e-04  1.50000000e+00  1.19998538e-01  1.66881914e-01  1.50000000e+00  3.33105695e-01  1.36767315e-02 
 1.15209724e-04  1.50000000e+00  1.20004668e-01  1.68126541e-01  1.50000000e+00  3.32582973e-01  1.39457628e-02 
 1.15334724e-04  1.50000000e+00  1.20010030e-01  1.69378509e-01  1.50000000e+00  3.32057838e-01  1.42286677e-02 
 1.15459724e-04  1.50000000e+00  1.20014563e-01  1.70637581e-01  1.50000000e+00  3.31530294e-01  1.45019663e-02 
 1.15584724e-04  1.50000000e+00  1.20018355e-01  1.71903644e-01  1.50000000e+00  3.31000354e-01  1.47882926e-02 
 1.15709724e-04  1.50000000e+00  1.20021349e-01  1.73176433e-01  1.50000000e+00  3.30468022e-01  1.50655085e-02 
 1.15834724e-04  1.50000000e+00  1.20023629e-01  1.74455796e-01  1.50000000e+00  3.29933311e-01  1.53549191e-02 
 1.15959724e-04  1.50000000e+00  1.20025146e-01  1.75741434e-01  1.50000000e+00  3.29396225e-01  1.56356787e-02 
 1.16084724e-04  1.50000000e+00  1.20025977e-01  1.77033152e-01  1.50000000e+00  3.28856776e-01  1.59278132e-02 
 1.16209724e-04  1.50000000e+00  1.20026081e-01  1.78330615e-01  1.50000000e+00  3.28314972e-01  1.62117221e-02 
 1.16334724e-04  1.50000000e+00  1.20025531e-01  1.79633583e-01  1.50000000e+00  3.27770821e-01  1.65062001e-02 
 1.16459724e-04  1.50000000e+00  1.20024292e-01  1.80941680e-01  1.50000000e+00  3.27224332e-01  1.67928465e-02 
 1.16584724e-04  1.50000000e+00  1.20022434e-01  1.82254617e-01  1.50000000e+00  3.26675514e-01  1.70892714e-02 
 1.16709724e-04  1.50000000e+00  1.20019926e-01  1.83571976e-01  1.50000000e+00  3.26124376e-01  1.73782304e-02 
 1.16834724e-04  1.50000000e+00  1.20016838e-01  1.84893417e-01  1.50000000e+00  3.25570928e-01  1.76761937e-02 
 1.16959724e-04  1.50000000e+00  1.20013142e-01  1.86218476e-01  1.50000000e+00  3.25015178e-01  1.79670314e-02 
 1.17084724e-04  1.50000000e+00  1.20008907e-01  1.87546758e-01  1.50000000e+00  3.24457135e-01  1.82661173e-02 
 1.17209724e-04  1.50000000e+00  1.20004111e-01  1.88877754e-01  1.50000000e+00  3.23896808e-01  1.85583956e-02 
 1.17334724e-04  1.50000000e+00  1.19998818e-01  1.90211012e-01  1.50000000e+00  3.23334207e-01  1.88581857e-02 
 1.17459724e-04  1.50000000e+00  1.19993014e-01  1.91545975e-01  1.50000000e+00  3.22769341e-01  1.91514672e-02 
 1.17584724e-04  1.50000000e+00  1.19986760e-01  1.92882135e-01  1.50000000e+00  3.22202217e-01  1.94515452e-02 
 1.17709724e-04  1.50000000e+00  1.19980046e-01  1.94218884e-01  1.50000000e+00  3.21632846e-01  1.97453975e-02 
 1.17834724e-04  1.50000000e+00  1.19972933e-01  1.95555659e-01  1.50000000e+00  3.21061236e-01  2.00453539e-02 
 1.17959724e-04  1.50000000e+00  1.19965415e-01  1.96891804e-01  1.50000000e+00  3.20487396e-01  2.03393546e-02 
 1.18084724e-04  1.50000000e+00  1.19957552e-01  1.98226701e-01  1.50000000e+00  3.19911333e-01  2.06387914e-02 
 1.18209724e-04  1.50000000e+00  1.19949340e-01  1.99559647e-01  1.50000000e+00  3.19333056e-01  2.09325322e-02 
 1.18334724e-04  1.50000000e+00  1.19940840e-01  2.00889971e-01  1.50000000e+00  3.18752573e-01  2.12310669e-02 
 1.18459724e-04  1.50000000e+00  1.19932053e-01  2.02216927e-01  1.50000000e+00  3.18169893e-01  2.15241575e-02 
 1.18584724e-04  1.50000000e+00  1.19923035e-01  2.03539796e-01  1.50000000e+00  3.17585020e-01  2.18214268e-02 
 1.18709724e-04  1.50000000e+00  1.19913793e-01  2.04857793e-01  1.50000000e+00  3.16997964e-01  2.21134985e-02 
 1.18834724e-04  1.50000000e+00  1.19904382e-01  2.06170157e-01  1.50000000e+00  3.16408728e-01  2.24091614e-02 
 1.18959724e-04  1.50000000e+00  1.19894811e-01  2.07476069e-01  1.50000000e+00  3.15817321e-01  2.26998698e-02 
 1.19084724e-04  1.50000000e+00  1.19885134e-01  2.08774735e-01  1.50000000e+00  3.15223745e-01  2.29936103e-02 
 1.19209724e-04  1.50000000e+00  1.19875362e-01  2.10065309e-01  1.50000000e+00  3.14628009e-01  2.32826376e-02 
 1.19334724e-04  1.50000000e+00  1.19865549e-01  2.11346974e-01  1.50000000e+00  3.14030111e-01  2.35741668e-02 
 1.19459724e-04  1.50000000e+00  1.19855707e-01  2.12618868e-01  1.50000000e+00  3.13430060e-01  2.38612233e-02 
 1.19584724e-04  1.50000000e+00  1.19845888e-01  2.13880158e-01  1.50000000e+00  3.12827854e-01  2.41502802e-02 
 1.19709724e-04  1.50000000e+00  1.19836108e-01  2.15129980e-01  1.50000000e+00  3.12223497e-01  2.44351053e-02 
 1.19834724e-04  1.50000000e+00  1.19826413e-01  2.16367498e-01  1.50000000e+00  3.11616988e-01  2.47214578e-02 
 1.19875010e-04  1.50000000e+00  1.19823307e-01  2.16763620e-01  1.50000000e+00  3.11420958e-01  2.48118275e-02 
 1.19875011e-04  1.50000000e+00  1.19823178e-01  2.16763532e-01  1.50000000e+00  3.11420932e-01  2.47621730e-02 
 1.19875013e-04  1.50000000e+00  1.19822896e-01  2.16763334e-01  1.50000000e+00  3.11420875e-01  2.46529507e-02 
 1.19875017e-04  1.50000000e+00  1.19822374e-01  2.16762968e-01  1.50000000e+00  3.11420772e-01  2.44506230e-02 
 1.19875020e-04  1.50000000e+00  1.19822150e-01  2.16762823e-01  1.50000000e+00  3.11420726e-01  2.43637598e-02 
 1.19875021e-04  1.50000000e+00  1.19822177e-01  2.16762850e-01  1.50000000e+00  3.11420728e-01  2.43737372e-02 
 1.19875022e-04  1.50000000e+00  1.19822240e-01  2.16762915e-01  1.50000000e+00  3.11420735e-01  2.43980664e-02 
 1.19875026e-04  1.50000000e+00  1.19822363e-01  2.16763044e-01  1.50000000e+00  3.11420745e-01  2.44457253e-02 
 1.19875032e-04  1.50000000e+00  1.19822556e-01  2.16763259e-01  1.50000000e+00  3.11420753e-01  2.45207277e-02 
 1.19875045e-04  1.50000000e+00  1.19822725e-01  2.16763519e-01  1.50000000e+00  3.11420724e-01  2.45870924e-02 
 1.19875070e-04  1.50000000e+00  1.19822742e-01  2.16763787e-01  1.50000000e+00  3.11420604e-01  2.45944801e-02 
 1.19875122e-04  1.50000000e+00  1.19822729e-01  2.16764286e-01  1.50000000e+00  3.11420355e-01  2.45916456e-02 
 1.19875224e-04  1.50000000e+00  1.19822725e-01  2.16765300e-01  1.50000000e+00  3.11419857e-01  2.45940796e-02 
 1.19875429e-04  1.50000000e+00  1.19822702e-01  2.16767318e-01  1.50000000e+00  3.11418857e-01  2.45931790e-02 
 1.19875838e-04  1.50000000e+00  1.19822669e-01  2.16771362e-01  1.50000000e+00  3.11416860e-01  2.45962040e-02 
 1.19876658e-04  1.50000000e+00  1.19822590e-01  2.16779441e-01  1.50000000e+00  3.11412863e-01  2.45978281e-02 
 1.19878296e-04  1.50000000e+00  1.19822444e-01  2.16795604e-01  1.50000000e+00  3.11404871e-01  2.46052931e-02 
 1.19881573e-04  1.50000000e+00  1.19822145e-01  2.16827908e-01  1.50000000e+00  3.11388883e-01  2.46160720e-02 
 1.19888126e-04  1.50000000e+00  1.19821570e-01  2.16892446e-01  1.50000000e+00  3.11356903e-01  2.46416606e-02 
 1.19901234e-04  1.50000000e+00  1.19820450e-01  2.17021143e-01  1.50000000e+00  3.11292914e-01  2.46885917e-02 
 1.19927448e-04  1.50000000e+00  1.19818352e-01  2.17277075e-01  1.50000000e+00  3.11164852e-01  2.47859232e-02 
 1.19979877e-04  1.50000000e+00  1.19814487e-01  2.17785044e-01  1.50000000e+00  3.10908477e-01  2.49748705e-02 
 1.20000000e-04  1.50000000e+00  1.19813092e-01  2.17979178e-01  1.50000000e+00  3.10809983e-01  2.50487819e-02 
 1.20000001e-04  1.50000000e+00  1.19813179e-01  2.17979254e-01  1.50000000e+00  3.10809992e-01  2.50825240e-02 
 1.20000003e-04  1.50000000e+00  1.19813366e-01  2.17979417e-01  1.50000000e+00  3.10810014e-01  2.51556942e-02 
 1.20000007e-04  1.50000000e+00  1.19813792e-01  2.17979783e-01  1.50000000e+00  3.10810062e-01  2.53235627e-02 
 1.20000010e-04  1.50000000e+00  1.19814015e-01  2.17979985e-01  1.50000000e+00  3.10810080e-01  2.54122786e-02 
 1.20000011e-04  1.50000000e+00  1.19813952e-01  2.17979946e-01  1.50000000e+00  3.10810064e-01  2.53879645e-02 
 1.20000012e-04  1.50000000e+00  1.19813796e-01  2.17979842e-01  1.50000000e+00  3.10810027e-01  2.53267591e-02 
 1.20000016e-04  1.50000000e+00  1.19813478e-01  2.17979626e-01  1.50000000e+00  3.10809955e-01  2.52009975e-02 
 1.20000022e-04  1.50000000e+00  1.19813041e-01  2.17979350e-01  1.50000000e+00  3.10809852e-01  2.50295636e-02 
 1.20000035e-04  1.50000000e+00  1.19812520e-01  2.17979073e-01  1.50000000e+00  3.10809715e-01  2.48261714e-02 
 1.20000060e-04  1.50000000e+00  1.19811549e-01  2.17978578e-01  1.50000000e+00  3.10809468e-01  2.44505238e-02 
 1.20000112e-04  1.50000000e+00  1.19809663e-01  2.17977639e-01  1.50000000e+00  3.10809012e-01  2.37323680e-02 
 1.20000214e-04  1.50000000e+00  1.19806260e-01  2.17976066e-01  1.50000000e+00  3.10808172e-01  2.24740929e-02 
 1.20000419e-04  1.50000000e+00  1.19800629e-01  2.17973896e-01  1.50000000e+00  3.10806609e-01  2.04942134e-02 
 1.20000828e-04  1.50000000e+00  1.19793095e-01  2.17972692e-01  1.50000000e+00  3.10803833e-01  1.80473047e-02 
 1.20001648e-04  1.50000000e+00  1.19786303e-01  2.17977324e-01  1.50000000e+00  3.10799054e-01  1.61155357e-02 
 1.20003286e-04  1.50000000e+00  1.19783050e-01  2.17995390e-01  1.50000000e+00  3.10790464e-01  1.56028442e-02 
 1.20005808e-04  1.50000000e+00  1.19780958e-01  2.18025527e-01  1.50000000e+00  3.10777514e-01  1.57048245e-02 
 1.20010201e-04  1.50000000e+00  1.19776883e-01  2.18076759e-01  1.50000000e+00  3.10754928e-01  1.56908982e-02 
 1.20018987e-04  1.50000000e+00  1.19769678e-01  2.18175028e-01  1.50000000e+00  3.10709850e-01  1.57527716e-02 
 1.20036559e-04  1.50000000e+00  1.19757418e-01  2.18348094e-01  1.50000000e+00  3.10619889e-01  1.58124153e-02 
 1.20071702e-04  1.50000000e+00  1.19740160e-01  2.18608629e-01  1.50000000e+00  3.10440777e-01  1.59649815e-02 
 1.20141990e-04  1.50000000e+00  1.19721277e-01  2.18976015e-01  1.50000000e+00  3.10085898e-01  1.61965828e-02 
 1.20266990e-04  1.50000000e+00  1.19705721e-01  2.19716928e-01  1.50000000e+00  3.09463038e-01  1.66102273e-02 
 1.20391990e-04  1.50000000e+00  1.19695741e-01  2.20747163e-01  1.50000000e+00  3.08845207e-01  1.69838642e-02 
 1.20516990e-04  1.50000000e+00  1.19687657e-01  2.21893325e-01  1.50000000e+00  3.08227807e-01  1.73768281e-02 
 1.20641990e-04  1.50000000e+00  1.19680505e-01  2.23046531e-01  1.50000000e+00  3.07609177e-01  1.77402563e-02 
 1.20766990e-04  1.50000000e+00  1.19673834e-01  2.24197192e-01  1.50000000e+00  3.06988713e-01  1.81243933e-02 
 1.20891990e-04  1.50000000e+00  1.19667446e-01  2.25333610e-01  1.50000000e+00  3.06366164e-01  1.84813279e-02 
 1.21016990e-04  1.50000000e+00  1.19661443e-01  2.26454230e-01  1.50000000e+00  3.05741442e-01  1.88581067e-02 
 1.21141990e-04  1.50000000e+00  1.19655710e-01  2.27556437e-01  1.50000000e+00  3.05114497e-01  1.92089332e-02 
 1.21266990e-04  1.50000000e+00  1.19650392e-01  2.28640042e-01  1.50000000e+00  3.04485310e-01  1.95785500e-02 
 1.21391990e-04  1.50000000e+00  1.19645390e-01  2.29704071e-01  1.50000000e+00  3.03853856e-01  1.99233334e-02 
 1.21516990e-04  1.50000000e+00  1.19640847e-01  2.30748356e-01  1.50000000e+00  3.03220129e-01  2.02858675e-02 
 1.21641990e-04  1.50000000e+00  1.19636671e-01  2.31772265e-01  1.50000000e+00  3.02584105e-01  2.06246455e-02 
 1.21766990e-04  1.50000000e+00  1.19632993e-01  2.32775564e-01  1.50000000e+00  3.01945778e-01  2.09801790e-02 
 1.21891990e-04  1.50000000e+00  1.19629727e-01  2.33757726e-01  1.50000000e+00  3.01305126e-01  2.13130041e-02 
 1.22016990e-04  1.50000000e+00  1.19626992e-01  2.34718510e-01  1.50000000e+00  3.00662137e-01  2.16616359e-02 
 1.22141990e-04  1.50000000e+00  1.19624704e-01  2.35657466e-01  1.50000000e+00  3.00016789e-01  2.19885785e-02 
 1.22266990e-04  1.50000000e+00  1.19622973e-01  2.36574394e-01  1.50000000e+00  2.99369068e-01  2.23304229e-02 
 1.22391990e-04  1.50000000e+00  1.19621718e-01  2.37468931e-01  1.50000000e+00  2.98718950e-01  2.26515687e-02 
 1.22516990e-04  1.50000000e+00  1.19621037e-01  2.38340947e-01  1.50000000e+00  2.98066417e-01  2.29867530e-02 
 1.22641990e-04  1.50000000e+00  1.19620850e-01  2.39190178e-01  1.50000000e+00  2.97411446e-01  2.33022005e-02 
 1.22766990e-04  1.50000000e+00  1.19621247e-01  2.40016580e-01  1.50000000e+00  2.96754017e-01  2.36308619e-02 
 1.22891990e-04  1.50000000e+00  1.19622148e-01  2.40819993e-01  1.50000000e+00  2.96094104e-01  2.39407193e-02 
 1.23016990e-04  1.50000000e+00  1.19623636e-01  2.41600466e-01  1.50000000e+00  2.95431685e-01  2.42630027e-02 
 1.23141990e-04  1.50000000e+00  1.19625630e-01  2.42357946e-01  1.50000000e+00  2.94766736e-01  2.45673863e-02 
 1.23266990e-04  1.50000000e+00  1.19628204e-01  2.43092574e-01  1.50000000e+00  2.94099232e-01  2.48834423e-02 
 1.23391990e-04  1.50000000e+00  1.19631281e-01  2.43804402e-01  1.50000000e+00  2.93429147e-01  2.51824738e-02 
 1.23516990e-04  1.50000000e+00  1.19634924e-01  2.44493655e-01  1.50000000e+00  2.92756459e-01  2.54924566e-02 
 1.23641990e-04  1.50000000e+00  1.19639058e-01  2.45160484e-01  1.50000000e+00  2.92081140e-01  2.57862621e-02 
 1.23766990e-04  1.50000000e+00  1.19643740e-01  2.45805195e-01  1.50000000e+00  2.91403168e-01  2.60903283e-02 
 1.23891990e-04  1.50000000e+00  1.19648895e-01  2.46428023e-01  1.50000000e+00  2.90722516e-01  2.63790364e-02 
 1.24016990e-04  1.50000000e+00  1.19654572e-01  2.47029344e-01  1.50000000e+00  2.90039161e-01  2.66773435e-02 
 1.24141990e-04  1.50000000e+00  1.19660701e-01  2.47609469e-01  1.50000000e+00  2.89353078e-01  2.69610840e-02 
 1.24266990e-04  1.50000000e+00  1.19667324e-01  2.48168832e-01  1.50000000e+00  2.88664245e-01  2.72537891e-02 
 1.24391990e-04  1.50000000e+00  1.19674371e-01  2.48707803e-01  1.50000000e+00  2.87972639e-01  2.75326922e-02 
 1.24516990e-04  1.50000000e+00  1.19681880e-01  2.49226865e-01  1.50000000e+00  2.87278238e-01  2.78199514e-02 
 1.24641990e-04  1.50000000e+00  1.19689784e-01  2.49726437e-01  1.50000000e+00  2.86581020e-01  2.80941465e-02 
 1.24766990e-04  1.50000000e+00  1.19698114e-01  2.50207035e-01  1.50000000e+00  2.85880967e-01  2.83761139e-02 
 1.24891990e-04  1.50000000e+00  1.19706808e-01  2.50669113e-01  1.50000000e+00  2.85178058e-01  2.86457290e-02 
 1.25016990e-04  1.50000000e+00  1.19715892e-01  2.51113211e-01  1.50000000e+00  2.84472276e-01  2.89225559e-02 
 1.25141990e-04  1.50000000e+00  1.19725306e-01  2.51539805e-01  1.50000000e+00  2.83763604e-01  2.91877171e-02 
 1.25266990e-04  1.50000000e+00  1.19735074e-01  2.51949448e-01  1.50000000e+00  2.83052027e-01  2.94595519e-02 
 1.25391990e-04  1.50000000e+00  1.19745136e-01  2.52342630e-01  1.50000000e+00  2.82337531e-01  2.97203828e-02 
 1.25516990e-04  1.50000000e+00  1.19755516e-01  2.52719904e-01  1.50000000e+00  2.81620102e-01  2.99873704e-02 
 1.25641990e-04  1.50000000e+00  1.19766157e-01  2.53081764e-01  1.50000000e+00  2.80899729e-01  3.02439918e-02 
 1.25766990e-04  1.50000000e+00  1.19777078e-01  2.53428758e-01  1.50000000e+00  2.80176402e-01  3.05062731e-02 
 1.25891990e-04  1.50000000e+00  1.19788227e-01  2.53761376e-01  1.50000000e+00  2.79450112e-01  3.07588028e-02 
 1.26016990e-04  1.50000000e+00  1.19799620e-01  2.54080151e-01  1.50000000e+00  2.78720853e-01  3.10165150e-02 
 1.26141990e-04  1.50000000e+00  1.19811209e-01  2.54385564e-01  1.50000000e+00  2.77988619e-01  3.12650674e-02 
 1.26266990e-04  1.50000000e+00  1.19823008e-01  2.54678129e-01  1.50000000e+00  2.77253405e-01  3.15183434e-02 
 1.26391990e-04  1.50000000e+00  1.19834972e-01  2.54958310e-01  1.50000000e+00  2.76515211e-01  3.17630294e-02 
 1.26516990e-04  1.50000000e+00  1.19847113e-01  2.55226600e-01  1.50000000e+00  2.75774032e-01  3.20119981e-02 
 1.26641990e-04  1.50000000e+00  1.19859390e-01  2.55483441e-01  1.50000000e+00  2.75029873e-01  3.22529253e-02 
 1.26766990e-04  1.50000000e+00  1.19871813e-01  2.55729301e-01  1.50000000e+00  2.74282733e-01  3.24977113e-02 
 1.26891990e-04  1.50000000e+00  1.19884344e-01  2.55964600e-01  1.50000000e+00  2.73532618e-01  3.27349837e-02 
 1.27016990e-04  1.50000000e+00  1.19896994e-01  2.56189779e-01  1.50000000e+00  2.72779530e-01  3.29757073e-02 
 1.27141990e-04  1.50000000e+00  1.19909725e-01  2.56405232e-01  1.50000000e+00  2.72023479e-01  3.32094255e-02 
 1.27266990e-04  1.50000000e+00  1.19922549e-01  2.56611371e-01  1.50000000e+00  2.71264471e-01  3.34462031e-02 
 1.27391990e-04  1.50000000e+00  1.19935431e-01  2.56808565e-01  1.50000000e+00  2.70502518e-01  3.36764642e-02 
 1.27516990e-04  1.50000000e+00  1.19948380e-01  2.56997197e-01  1.50000000e+00  2.69737627e-01  3.39094079e-02 
 1.27641990e-04  1.50000000e+00  1.19961366e-01  2.57177610e-01  1.50000000e+00  2.68969814e-01  3.41363055e-02 
 1.27766990e-04  1.50000000e+00  1.19974396e-01  2.57350158e-01  1.50000000e+00  2.68199092e-01  3.43655235e-02 
 1.27875010e-04  1.50000000e+00  1.19985671e-01  2.57493167e-01  1.50000000e+00  2.67530657e-01  3.45586213e-02 
 1.27875011e-04  1.50000000e+00  1.19985568e-01  2.57493109e-01  1.50000000e+00  2.67530642e-01  3.45094805e-02 
 1.27875013e-04  1.50000000e+00  1.19985343e-01  2.57492980e-01  1.50000000e+00  2.67530610e-01  3.44014423e-02 
 1.27875017e-04  1.50000000e+00  1.19984928e-01  2.57492741e-01  1.50000000e+00  2.67530552e-01  3.42021093e-02 
 1.27875020e-04  1.50000000e+00  1.19984749e-01  2.57492640e-01  1.50000000e+00  2.67530521e-01  3.41166331e-02 
 1.27875021e-04  1.50000000e+00  1.19984771e-01  2.57492653e-01  1.50000000e+00  2.67530519e-01  3.41265272e-02 
 1.27875022e-04  1.50000000e+00  1.19984822e-01  2.57492685e-01  1.50000000e+00  2.67530515e-01  3.41506358e-02 
 1.27875026e-04  1.50000000e+00  1.19984921e-01  2.57492748e-01  1.50000000e+00  2.67530507e-01  3.41978643e-02 
 1.27875032e-04  1.50000000e+00  1.19985077e-01  2.57492848e-01  1.50000000e+00  2.67530483e-01  3.42722110e-02 
 1.27875045e-04  1.50000000e+00  1.19985215e-01  2.57492946e-01  1.50000000e+00  2.67530417e-01  3.43380066e-02 
 1.27875070e-04  1.50000000e+00  1.19985233e-01  2.57492989e-01  1.50000000e+00  2.67530260e-01  3.43453384e-02 
 1.27875122e-04  1.50000000e+00  1.19985231e-01  2.57493054e-01  1.50000000e+00  2.67529943e-01  3.43424771e-02 
 1.27875224e-04  1.50000000e+00  1.19985245e-01  2.57493192e-01  1.50000000e+00  2.67529308e-01  3.43448205e-02 
 1.27875429e-04  1.50000000e+00  1.19985261e-01  2.57493461e-01  1.50000000e+00  2.67528037e-01  3.43437624e-02 
 1.27875838e-04  1.50000000e+00  1.19985304e-01  2.57494006e-01  1.50000000e+00  2.67525496e-01  3.43464540e-02 
 1.27876658e-04  1.50000000e+00  1.19985378e-01  2.57495089e-01  1.50000000e+00  2.67520412e-01  3.43474277e-02 
 1.27878296e-04  1.50000000e+00  1.19985538e-01  2.57497259e-01  1.50000000e+00  2.67510246e-01  3.43535784e-02 
 1.27881573e-04  1.50000000e+00  1.19985849e-01  2.57501586e-01  1.50000000e+00  2.67489911e-01  3.43617489e-02 
 1.27888126e-04  1.50000000e+00  1.19986486e-01  2.57510205e-01  1.50000000e+00  2.67449231e-01  3.43821269e-02 
 1.27901234e-04  1.50000000e+00  1.19987774e-01  2.57527239e-01  1.50000000e+00  2.67367838e-01  3.44187210e-02 
 1.27927448e-04  1.50000000e+00  1.19990428e-01  2.57560500e-01  1.50000000e+00  2.67204931e-01  3.44955678e-02 
 1.27979877e-04  1.50000000e+00  1.19995925e-01  2.57624710e-01  1.50000000e+00  2.66878707e-01  3.46440451e-02 
 1.28000000e-04  1.50000000e+00  1.19998089e-01  2.57648820e-01  1.50000000e+00  2.66753342e-01  3.47025311e-02 
 1.28000001e-04  1.50000000e+00  1.19998159e-01  2.57648861e-01  1.50000000e+00  2.66753342e-01  3.47356931e-02 
 1.28000003e-04  1.50000000e+00  1.19998308e-01  2.57648950e-01  1.50000000e+00  2.66753342e-01  3.48077429e-02 
 1.28000007e-04  1.50000000e+00  1.19998636e-01  2.57649145e-01  1.50000000e+00  2.66753344e-01  3.49666245e-02 
 1.28000010e-04  1.50000000e+00  1.19998788e-01  2.57649237e-01  1.50000000e+00  2.66753336e-01  3.50407750e-02 
 1.28000011e-04  1.50000000e+00  1.19998728e-01  2.57649204e-01  1.50000000e+00  2.66753325e-01  3.50120327e-02 
 1.28000012e-04  1.50000000e+00  1.19998583e-01  2.57649122e-01  1.50000000e+00  2.66753301e-01  3.49420917e-02 
 1.28000016e-04  1.50000000e+00  1.19998289e-01  2.57648954e-01  1.50000000e+00  2.66753255e-01  3.47989386e-02 
 1.28000022e-04  1.50000000e+00  1.19997862e-01  2.57648713e-01  1.50000000e+00  2.66753180e-01  3.45922336e-02 
 1.28000035e-04  1.50000000e+00  1.19997293e-01  2.57648396e-01  1.50000000e+00  2.66753061e-01  3.43180529e-02 
 1.28000060e-04  1.50000000e+00  1.19996216e-01  2.57647802e-01  1.50000000e+00  2.66752838e-01  3.38047457e-02 
 1.28000112e-04  1.50000000e+00  1.19994125e-01  2.57646652e-01  1.50000000e+00  2.66752411e-01  3.28268558e-02 
 1.28000214e-04  1.50000000e+00  1.19990310e-01  2.57644574e-01  1.50000000e+00  2.66751593e-01  3.11060555e-02 
 1.28000419e-04  1.50000000e+00  1.19983919e-01  2.57641179e-01  1.50000000e+00  2.66750017e-01  2.83920944e-02 
 1.28000828e-04  1.50000000e+00  1.19975210e-01  2.57636972e-01  1.50000000e+00  2.66747048e-01  2.50174081e-02 
 1.28001648e-04  1.50000000e+00  1.19967344e-01  2.57634747e-01  1.50000000e+00  2.66741539e-01  2.23338768e-02 
 1.28003286e-04  1.50000000e+00  1.19964033e-01  2.57638390e-01  1.50000000e+00  2.66731076e-01  2.16038085e-02 
 1.28005450e-04  1.50000000e+00  1.19962781e-01  2.57645152e-01  1.50000000e+00  2.66717391e-01  2.17324217e-02 
 1.28009129e-04  1.50000000e+00  1.19960068e-01  2.57655805e-01  1.50000000e+00  2.66694097e-01  2.17113216e-02 
 1.28016488e-04  1.50000000e+00  1.19955256e-01  2.57674983e-01  1.50000000e+00  2.66647520e-01  2.17632012e-02 
 1.28031204e-04  1.50000000e+00  1.19946830e-01  2.57700187e-01  1.50000000e+00  2.66554364e-01  2.18083692e-02 
 1.28060637e-04  1.50000000e+00  1.19934847e-01  2.57692942e-01  1.50000000e+00  2.66368108e-01  2.19311541e-02 
 1.28119504e-04  1.50000000e+00  1.19924041e-01  2.57522835e-01  1.50000000e+00  2.65995987e-01  2.21128418e-02 
 1.28237237e-04  1.50000000e+00  1.19925509e-01  2.57119328e-01  1.50000000e+00  2.65253499e-01  2.24671305e-02 
 1.28362237e-04  1.50000000e+00  1.19936172e-01  2.57010050e-01  1.50000000e+00  2.64466609e-01  2.28023552e-02 
 1.28487237e-04  1.50000000e+00  1.19948033e-01  2.57155509e-01  1.50000000e+00  2.63679440e-01  2.31554334e-02 
 1.28612237e-04  1.50000000e+00  1.19960735e-01  2.57340131e-01  1.50000000e+00  2.62890809e-01  2.34825627e-02 
 1.28737237e-04  1.50000000e+00  1.19973746e-01  2.57529413e-01  1.50000000e+00  2.62100089e-01  2.38264563e-02 
 1.28862237e-04  1.50000000e+00  1.19986841e-01  2.57716282e-01  1.50000000e+00  2.61306976e-01  2.41463222e-02 
 1.28987237e-04  1.50000000e+00  1.20000086e-01  2.57896947e-01  1.50000000e+00  2.60511342e-01  2.44822563e-02 
 1.29112237e-04  1.50000000e+00  1.20013356e-01  2.58071253e-01  1.50000000e+00  2.59713133e-01  2.47953776e-02 
 1.29237237e-04  1.50000000e+00  1.20026737e-01  2.58239187e-01  1.50000000e+00  2.58912338e-01  2.51237512e-02 
