 time            v(clk)          v(vout)         v(vinp)         v(vinn)        
 3.66188290e-06  1.50000000e+00  1.13031588e-06  7.43299415e-01  7.50000000e-01 
 3.66256916e-06  1.50000000e+00  1.06712522e-06  7.43302846e-01  7.50000000e-01 
 3.66338949e-06  1.50000000e+00  1.00112235e-06  7.43306947e-01  7.50000000e-01 
 3.66449974e-06  1.50000000e+00  9.26532296e-07  7.43312499e-01  7.50000000e-01 
 3.66590708e-06  1.50000000e+00  8.47437753e-07  7.43319535e-01  7.50000000e-01 
 3.66776400e-06  1.50000000e+00  7.62895132e-07  7.43328820e-01  7.50000000e-01 
 3.66967733e-06  1.50000000e+00  6.92732727e-07  7.43338387e-01  7.50000000e-01 
 3.67170207e-06  1.50000000e+00  6.32246031e-07  7.43348510e-01  7.50000000e-01 
 3.67342543e-06  1.50000000e+00  5.89367949e-07  7.43357127e-01  7.50000000e-01 
 3.67528685e-06  1.50000000e+00  5.49939068e-07  7.43366434e-01  7.50000000e-01 
 3.67680868e-06  1.50000000e+00  5.21719683e-07  7.43374043e-01  7.50000000e-01 
 3.67806610e-06  1.50000000e+00  5.00763019e-07  7.43380330e-01  7.50000000e-01 
 3.67944413e-06  1.50000000e+00  4.79883459e-07  7.43387221e-01  7.50000000e-01 
 3.68106970e-06  1.50000000e+00  4.57656239e-07  7.43395348e-01  7.50000000e-01 
 3.68222365e-06  1.50000000e+00  4.43253080e-07  7.43401118e-01  7.50000000e-01 
 3.68376701e-06  1.50000000e+00  4.25535713e-07  7.43408835e-01  7.50000000e-01 
 3.68548021e-06  1.50000000e+00  4.07687143e-07  7.43417401e-01  7.50000000e-01 
 3.68814865e-06  1.50000000e+00  3.83078840e-07  7.43430743e-01  7.50000000e-01 
 3.68951000e-06  1.50000000e+00  3.71824530e-07  7.43437550e-01  7.50000000e-01 
 3.68951100e-06  1.35000000e+00 -6.34624561e-06  7.43437555e-01  7.50000000e-01 
 3.68951300e-06  1.05000000e+00 -1.04210993e-05  7.43437565e-01  7.50000000e-01 
 3.68951359e-06  9.62200399e-01 -9.11582404e-06  7.43437568e-01  7.50000000e-01 
 3.68951458e-06  8.12850970e-01 -5.37894322e-06  7.43437573e-01  7.50000000e-01 
 3.68951564e-06  6.53757295e-01 -7.26544826e-07  7.43437578e-01  7.50000000e-01 
 3.68951715e-06  4.28088981e-01  6.15461565e-06  7.43437586e-01  7.50000000e-01 
 3.68951820e-06  2.69914514e-01  1.21142258e-05  7.43437591e-01  7.50000000e-01 
 3.68951949e-06  7.72326413e-02  2.09224557e-05  7.43437597e-01  7.50000000e-01 
 3.68952000e-06  6.23989749e-12  2.42193314e-05  7.43437600e-01  7.50000000e-01 
 3.68952003e-06  0.00000000e+00  2.44127604e-05  7.43437600e-01  7.50000000e-01 
 3.68952008e-06  0.00000000e+00  2.49141444e-05  7.43437600e-01  7.50000000e-01 
 3.68952018e-06  0.00000000e+00  2.63487783e-05  7.43437601e-01  7.50000000e-01 
 3.68952028e-06  0.00000000e+00  2.81755231e-05  7.43437601e-01  7.50000000e-01 
 3.68952048e-06  0.00000000e+00  3.20335742e-05  7.43437602e-01  7.50000000e-01 
 3.68952071e-06  0.00000000e+00  3.58738601e-05  7.43437604e-01  7.50000000e-01 
 3.68952109e-06  0.00000000e+00  3.99495804e-05  7.43437605e-01  7.50000000e-01 
 3.68952163e-06  0.00000000e+00  4.14587629e-05  7.43437608e-01  7.50000000e-01 
 3.68952270e-06  0.00000000e+00  3.57019697e-05  7.43437613e-01  7.50000000e-01 
 3.68952484e-06  0.00000000e+00  1.43504514e-05  7.43437624e-01  7.50000000e-01 
 3.68952912e-06  0.00000000e+00 -1.77457889e-05  7.43437646e-01  7.50000000e-01 
 3.68953231e-06  0.00000000e+00 -3.44337100e-05  7.43437662e-01  7.50000000e-01 
 3.68953546e-06  0.00000000e+00 -5.23574448e-05  7.43437677e-01  7.50000000e-01 
 3.68953898e-06  0.00000000e+00 -6.87005746e-05  7.43437695e-01  7.50000000e-01 
 3.68954253e-06  0.00000000e+00 -7.40558179e-05  7.43437713e-01  7.50000000e-01 
 3.68954797e-06  0.00000000e+00 -6.65099180e-05  7.43437740e-01  7.50000000e-01 
 3.68955131e-06  0.00000000e+00 -6.09986796e-05  7.43437757e-01  7.50000000e-01 
 3.68955412e-06  0.00000000e+00 -4.56320016e-05  7.43437771e-01  7.50000000e-01 
 3.68955652e-06  0.00000000e+00 -9.39985205e-06  7.43437783e-01  7.50000000e-01 
 3.68955864e-06  0.00000000e+00  4.86803169e-05  7.43437793e-01  7.50000000e-01 
 3.68956148e-06  0.00000000e+00  1.78409701e-04  7.43437807e-01  7.50000000e-01 
 3.68956404e-06  0.00000000e+00  3.65157597e-04  7.43437820e-01  7.50000000e-01 
 3.68956592e-06  0.00000000e+00  5.59049750e-04  7.43437830e-01  7.50000000e-01 
 3.68956767e-06  0.00000000e+00  7.94411846e-04  7.43437838e-01  7.50000000e-01 
 3.68956957e-06  0.00000000e+00  1.08763476e-03  7.43437848e-01  7.50000000e-01 
 3.68957185e-06  0.00000000e+00  1.42530871e-03  7.43437859e-01  7.50000000e-01 
 3.68957392e-06  0.00000000e+00  1.69946162e-03  7.43437870e-01  7.50000000e-01 
 3.68957685e-06  0.00000000e+00  1.99197849e-03  7.43437884e-01  7.50000000e-01 
 3.68957948e-06  0.00000000e+00  1.97966407e-03  7.43437897e-01  7.50000000e-01 
 3.68958216e-06  0.00000000e+00  1.35999760e-03  7.43437911e-01  7.50000000e-01 
 3.68958452e-06  0.00000000e+00  8.25900370e-06  7.43437923e-01  7.50000000e-01 
 3.68958731e-06  0.00000000e+00 -2.72942235e-03  7.43437937e-01  7.50000000e-01 
 3.68958985e-06  0.00000000e+00 -6.32964325e-03  7.43437949e-01  7.50000000e-01 
 3.68959245e-06  0.00000000e+00 -1.09777131e-02  7.43437962e-01  7.50000000e-01 
 3.68959515e-06  0.00000000e+00 -1.62385542e-02  7.43437976e-01  7.50000000e-01 
 3.68959730e-06  0.00000000e+00 -2.04168331e-02  7.43437987e-01  7.50000000e-01 
 3.68959941e-06  0.00000000e+00 -2.42833115e-02  7.43437997e-01  7.50000000e-01 
 3.68960183e-06  0.00000000e+00 -2.84285810e-02  7.43438009e-01  7.50000000e-01 
 3.68960453e-06  0.00000000e+00 -3.23616178e-02  7.43438023e-01  7.50000000e-01 
 3.68960655e-06  0.00000000e+00 -3.41674113e-02  7.43438033e-01  7.50000000e-01 
 3.68960849e-06  0.00000000e+00 -3.42424497e-02  7.43438042e-01  7.50000000e-01 
 3.68961030e-06  0.00000000e+00 -3.29430609e-02  7.43438052e-01  7.50000000e-01 
 3.68961226e-06  0.00000000e+00 -3.03888526e-02  7.43438061e-01  7.50000000e-01 
 3.68961460e-06  0.00000000e+00 -2.63285225e-02  7.43438073e-01  7.50000000e-01 
 3.68961685e-06  0.00000000e+00 -2.20866952e-02  7.43438084e-01  7.50000000e-01 
 3.68961921e-06  0.00000000e+00 -1.78930996e-02  7.43438096e-01  7.50000000e-01 
 3.68962196e-06  0.00000000e+00 -1.36832738e-02  7.43438110e-01  7.50000000e-01 
 3.68962472e-06  0.00000000e+00 -1.03260728e-02  7.43438124e-01  7.50000000e-01 
 3.68962821e-06  0.00000000e+00 -7.16201517e-03  7.43438141e-01  7.50000000e-01 
 3.68963220e-06  0.00000000e+00 -4.67798406e-03  7.43438161e-01  7.50000000e-01 
 3.68963778e-06  0.00000000e+00 -2.54744885e-03  7.43438189e-01  7.50000000e-01 
 3.68964388e-06  0.00000000e+00 -1.29055983e-03  7.43438219e-01  7.50000000e-01 
 3.68965187e-06  0.00000000e+00 -5.05839798e-04  7.43438259e-01  7.50000000e-01 
 3.68966132e-06  0.00000000e+00 -1.45027710e-04  7.43438307e-01  7.50000000e-01 
 3.68967463e-06  0.00000000e+00  5.59806490e-06  7.43438373e-01  7.50000000e-01 
 3.68969256e-06  0.00000000e+00  3.40646242e-05  7.43438463e-01  7.50000000e-01 
 3.68972123e-06  0.00000000e+00  2.30410531e-05  7.43438606e-01  7.50000000e-01 
 3.68977070e-06  0.00000000e+00  7.78119420e-06  7.43438853e-01  7.50000000e-01 
 3.68986964e-06  0.00000000e+00  8.38758008e-09  7.43439348e-01  7.50000000e-01 
 3.68991850e-06  0.00000000e+00 -8.69910752e-08  7.43439593e-01  7.50000000e-01 
 3.68997021e-06  0.00000000e+00  3.27457543e-08  7.43439851e-01  7.50000000e-01 
 3.69001556e-06  0.00000000e+00  1.03732991e-07  7.43440078e-01  7.50000000e-01 
 3.69006042e-06  0.00000000e+00  1.35219880e-07  7.43440302e-01  7.50000000e-01 
 3.69010476e-06  0.00000000e+00  1.44021107e-07  7.43440524e-01  7.50000000e-01 
 3.69014867e-06  0.00000000e+00  1.44421080e-07  7.43440743e-01  7.50000000e-01 
 3.69019189e-06  0.00000000e+00  1.43387576e-07  7.43440959e-01  7.50000000e-01 
 3.69023892e-06  0.00000000e+00  1.42770479e-07  7.43441195e-01  7.50000000e-01 
 3.69028138e-06  0.00000000e+00  1.42628590e-07  7.43441407e-01  7.50000000e-01 
 3.69032581e-06  0.00000000e+00  1.42627597e-07  7.43441629e-01  7.50000000e-01 
 3.69036686e-06  0.00000000e+00  1.42645787e-07  7.43441834e-01  7.50000000e-01 
 3.69040921e-06  0.00000000e+00  1.42654546e-07  7.43442046e-01  7.50000000e-01 
 3.69044944e-06  0.00000000e+00  1.42656280e-07  7.43442247e-01  7.50000000e-01 
 3.69049060e-06  0.00000000e+00  1.42655794e-07  7.43442453e-01  7.50000000e-01 
 3.69053041e-06  0.00000000e+00  1.42655171e-07  7.43442652e-01  7.50000000e-01 
 3.69057085e-06  0.00000000e+00  1.42654645e-07  7.43442854e-01  7.50000000e-01 
 3.69061040e-06  0.00000000e+00  1.42654274e-07  7.43443052e-01  7.50000000e-01 
 3.69065036e-06  0.00000000e+00  1.42653907e-07  7.43443252e-01  7.50000000e-01 
 3.69068971e-06  0.00000000e+00  1.42653557e-07  7.43443449e-01  7.50000000e-01 
 3.69072959e-06  0.00000000e+00  1.42653201e-07  7.43443648e-01  7.50000000e-01 
 3.69077137e-06  0.00000000e+00  1.42652825e-07  7.43443857e-01  7.50000000e-01 
 3.69081450e-06  0.00000000e+00  1.42652427e-07  7.43444072e-01  7.50000000e-01 
 3.69085993e-06  0.00000000e+00  1.42652007e-07  7.43444300e-01  7.50000000e-01 
 3.69090707e-06  0.00000000e+00  1.42651581e-07  7.43444535e-01  7.50000000e-01 
 3.69095672e-06  0.00000000e+00  1.42651130e-07  7.43444784e-01  7.50000000e-01 
 3.69100850e-06  0.00000000e+00  1.42650649e-07  7.43445043e-01  7.50000000e-01 
 3.69106315e-06  0.00000000e+00  1.42650149e-07  7.43445316e-01  7.50000000e-01 
 3.69112052e-06  0.00000000e+00  1.42649619e-07  7.43445603e-01  7.50000000e-01 
 3.69118133e-06  0.00000000e+00  1.42649054e-07  7.43445907e-01  7.50000000e-01 
 3.69124561e-06  0.00000000e+00  1.42648464e-07  7.43446228e-01  7.50000000e-01 
 3.69131412e-06  0.00000000e+00  1.42647826e-07  7.43446571e-01  7.50000000e-01 
 3.69138715e-06  0.00000000e+00  1.42647152e-07  7.43446936e-01  7.50000000e-01 
 3.69146557e-06  0.00000000e+00  1.42646418e-07  7.43447328e-01  7.50000000e-01 
 3.69154995e-06  0.00000000e+00  1.42645630e-07  7.43447750e-01  7.50000000e-01 
 3.69164146e-06  0.00000000e+00  1.42644778e-07  7.43448207e-01  7.50000000e-01 
 3.69174113e-06  0.00000000e+00  1.42643848e-07  7.43448706e-01  7.50000000e-01 
 3.69185065e-06  0.00000000e+00  1.42642824e-07  7.43449253e-01  7.50000000e-01 
 3.69197185e-06  0.00000000e+00  1.42641690e-07  7.43449859e-01  7.50000000e-01 
 3.69210747e-06  0.00000000e+00  1.42640418e-07  7.43450537e-01  7.50000000e-01 
 3.69226090e-06  0.00000000e+00  1.42638982e-07  7.43451305e-01  7.50000000e-01 
 3.69243718e-06  0.00000000e+00  1.42637329e-07  7.43452186e-01  7.50000000e-01 
 3.69264327e-06  0.00000000e+00  1.42635396e-07  7.43453216e-01  7.50000000e-01 
 3.69288998e-06  0.00000000e+00  1.42633084e-07  7.43454450e-01  7.50000000e-01 
 3.69319423e-06  0.00000000e+00  1.42630232e-07  7.43455971e-01  7.50000000e-01 
 3.69358541e-06  0.00000000e+00  1.42626566e-07  7.43457927e-01  7.50000000e-01 
 3.69411882e-06  0.00000000e+00  1.42621571e-07  7.43460594e-01  7.50000000e-01 
 3.69491646e-06  0.00000000e+00  1.42614111e-07  7.43464582e-01  7.50000000e-01 
 3.69632377e-06  0.00000000e+00  1.42600973e-07  7.43471619e-01  7.50000000e-01 
 3.69913838e-06  0.00000000e+00  1.42574792e-07  7.43485692e-01  7.50000000e-01 
 3.70429300e-06  0.00000000e+00  1.42527173e-07  7.43511465e-01  7.50000000e-01 
 3.71049858e-06  0.00000000e+00  1.42470402e-07  7.43542493e-01  7.50000000e-01 
 3.72034415e-06  0.00000000e+00  1.42381557e-07  7.43591721e-01  7.50000000e-01 
 3.73277338e-06  0.00000000e+00  1.42271504e-07  7.43653867e-01  7.50000000e-01 
 3.75200000e-06  6.35274710e-11  1.42105754e-07  7.43750000e-01  7.50000000e-01 
 3.75200100e-06  1.50000000e-01  9.75033403e-06  7.43750005e-01  7.50000000e-01 
 3.75200300e-06  4.50000000e-01  1.48078515e-05  7.43750015e-01  7.50000000e-01 
 3.75200353e-06  5.28947602e-01  1.27128034e-05  7.43750018e-01  7.50000000e-01 
 3.75200458e-06  6.86842806e-01  6.09311881e-06  7.43750023e-01  7.50000000e-01 
 3.75200558e-06  8.36315473e-01 -2.38495497e-06  7.43750028e-01  7.50000000e-01 
 3.75200652e-06  9.78502223e-01 -1.20217787e-05  7.43750033e-01  7.50000000e-01 
 3.75200755e-06  1.13301195e+00 -2.35883598e-05  7.43750038e-01  7.50000000e-01 
 3.75200853e-06  1.27915291e+00 -3.53623374e-05  7.43750043e-01  7.50000000e-01 
 3.75200937e-06  1.40519260e+00 -4.44259938e-05  7.43750047e-01  7.50000000e-01 
 3.75201000e-06  1.50000000e+00 -4.94001048e-05  7.43750050e-01  7.50000000e-01 
 3.75201007e-06  1.50000000e+00 -5.02326810e-05  7.43750050e-01  7.50000000e-01 
 3.75201022e-06  1.50000000e+00 -5.25555090e-05  7.43750051e-01  7.50000000e-01 
 3.75201045e-06  1.50000000e+00 -5.68891175e-05  7.43750052e-01  7.50000000e-01 
 3.75201071e-06  1.50000000e+00 -6.13623209e-05  7.43750054e-01  7.50000000e-01 
 3.75201099e-06  1.50000000e+00 -6.43521390e-05  7.43750055e-01  7.50000000e-01 
 3.75201138e-06  1.50000000e+00 -6.49996259e-05  7.43750057e-01  7.50000000e-01 
 3.75201194e-06  1.50000000e+00 -6.05872683e-05  7.43750060e-01  7.50000000e-01 
 3.75201306e-06  1.50000000e+00 -4.32229657e-05  7.43750065e-01  7.50000000e-01 
 3.75201397e-06  1.50000000e+00 -2.66497232e-05  7.43750070e-01  7.50000000e-01 
 3.75201486e-06  1.50000000e+00 -1.19259267e-05  7.43750074e-01  7.50000000e-01 
 3.75201582e-06  1.50000000e+00  2.02220083e-07  7.43750079e-01  7.50000000e-01 
 3.75201680e-06  1.50000000e+00  8.12860609e-06  7.43750084e-01  7.50000000e-01 
 3.75201797e-06  1.50000000e+00  1.23331813e-05  7.43750090e-01  7.50000000e-01 
 3.75201931e-06  1.50000000e+00  1.16977267e-05  7.43750097e-01  7.50000000e-01 
 3.75202105e-06  1.50000000e+00  6.67215672e-06  7.43750105e-01  7.50000000e-01 
 3.75202285e-06  1.50000000e+00  3.55869739e-06  7.43750114e-01  7.50000000e-01 
 3.75202485e-06  1.50000000e+00  1.25944764e-05  7.43750124e-01  7.50000000e-01 
 3.75202655e-06  1.50000000e+00  2.83853094e-05  7.43750133e-01  7.50000000e-01 
 3.75202837e-06  1.50000000e+00  4.24932498e-05  7.43750142e-01  7.50000000e-01 
 3.75203054e-06  1.50000000e+00  4.88891854e-05  7.43750153e-01  7.50000000e-01 
 3.75203291e-06  1.50000000e+00  4.37178577e-05  7.43750165e-01  7.50000000e-01 
 3.75203509e-06  1.50000000e+00  3.19083673e-05  7.43750175e-01  7.50000000e-01 
 3.75203768e-06  1.50000000e+00  1.58361736e-05  7.43750188e-01  7.50000000e-01 
 3.75204052e-06  1.50000000e+00  1.04557914e-06  7.43750203e-01  7.50000000e-01 
 3.75204434e-06  1.50000000e+00 -1.08615773e-05  7.43750222e-01  7.50000000e-01 
 3.75204931e-06  1.50000000e+00 -1.54326383e-05  7.43750247e-01  7.50000000e-01 
 3.75205719e-06  1.50000000e+00 -1.17908946e-05  7.43750286e-01  7.50000000e-01 
 3.75207082e-06  1.50000000e+00 -2.76594815e-06  7.43750354e-01  7.50000000e-01 
 3.75209808e-06  1.50000000e+00  2.92778337e-06  7.43750490e-01  7.50000000e-01 
 3.75213812e-06  1.50000000e+00  1.65564497e-06  7.43750691e-01  7.50000000e-01 
 3.75220499e-06  1.50000000e+00  6.83692968e-08  7.43751025e-01  7.50000000e-01 
 3.75227105e-06  1.50000000e+00  5.81221989e-09  7.43751355e-01  7.50000000e-01 
 3.75235570e-06  1.50000000e+00  1.26963966e-07  7.43751779e-01  7.50000000e-01 
 3.75244015e-06  1.50000000e+00  1.49431910e-07  7.43752201e-01  7.50000000e-01 
 3.75254093e-06  1.50000000e+00  1.44407860e-07  7.43752705e-01  7.50000000e-01 
 3.75264478e-06  1.50000000e+00  1.42003459e-07  7.43753224e-01  7.50000000e-01 
 3.75276490e-06  1.50000000e+00  1.41935037e-07  7.43753824e-01  7.50000000e-01 
 3.75289136e-06  1.50000000e+00  1.42075215e-07  7.43754457e-01  7.50000000e-01 
 3.75303495e-06  1.50000000e+00  1.42100189e-07  7.43755175e-01  7.50000000e-01 
 3.75318827e-06  1.50000000e+00  1.42095793e-07  7.43755941e-01  7.50000000e-01 
 3.75336051e-06  1.50000000e+00  1.42093044e-07  7.43756803e-01  7.50000000e-01 
 3.75354636e-06  1.50000000e+00  1.42091784e-07  7.43757732e-01  7.50000000e-01 
 3.75375404e-06  1.50000000e+00  1.42090398e-07  7.43758770e-01  7.50000000e-01 
 3.75398002e-06  1.50000000e+00  1.42088757e-07  7.43759900e-01  7.50000000e-01 
 3.75423205e-06  1.50000000e+00  1.42086823e-07  7.43761160e-01  7.50000000e-01 
 3.75450825e-06  1.50000000e+00  1.42084641e-07  7.43762541e-01  7.50000000e-01 
 3.75481630e-06  1.50000000e+00  1.42082144e-07  7.43764082e-01  7.50000000e-01 
 3.75515592e-06  1.50000000e+00  1.42079350e-07  7.43765780e-01  7.50000000e-01 
 3.75553507e-06  1.50000000e+00  1.42076187e-07  7.43767675e-01  7.50000000e-01 
 3.75595509e-06  1.50000000e+00  1.42072652e-07  7.43769775e-01  7.50000000e-01 
 3.75642460e-06  1.50000000e+00  1.42068684e-07  7.43772123e-01  7.50000000e-01 
 3.75694674e-06  1.50000000e+00  1.42064255e-07  7.43774734e-01  7.50000000e-01 
 3.75753122e-06  1.50000000e+00  1.42059297e-07  7.43777656e-01  7.50000000e-01 
 3.75818352e-06  1.50000000e+00  1.42053763e-07  7.43780918e-01  7.50000000e-01 
 3.75891550e-06  1.50000000e+00  1.42047566e-07  7.43784578e-01  7.50000000e-01 
 3.75973613e-06  1.50000000e+00  1.42040635e-07  7.43788681e-01  7.50000000e-01 
 3.76066106e-06  1.50000000e+00  1.42032847e-07  7.43793305e-01  7.50000000e-01 
 3.76170461e-06  1.50000000e+00  1.42024090e-07  7.43798523e-01  7.50000000e-01 
 3.76288848e-06  1.50000000e+00  1.42014189e-07  7.43804442e-01  7.50000000e-01 
 3.76423470e-06  1.50000000e+00  1.42002964e-07  7.43811174e-01  7.50000000e-01 
 3.76577379e-06  1.50000000e+00  1.41990130e-07  7.43818869e-01  7.50000000e-01 
 3.76753858e-06  1.50000000e+00  1.41975071e-07  7.43827693e-01  7.50000000e-01 
 3.76957208e-06  1.50000000e+00  1.41953280e-07  7.43837860e-01  7.50000000e-01 
 3.77122387e-06  1.50000000e+00  1.41889818e-07  7.43846119e-01  7.50000000e-01 
 3.77188114e-06  1.50000000e+00  1.41645685e-07  7.43849406e-01  7.50000000e-01 
 3.77259043e-06  1.50000000e+00  1.41374185e-07  7.43852952e-01  7.50000000e-01 
 3.77312112e-06  1.50000000e+00  1.41003412e-07  7.43855606e-01  7.50000000e-01 
 3.77363798e-06  1.50000000e+00  1.40824076e-07  7.43858190e-01  7.50000000e-01 
 3.77419931e-06  1.50000000e+00  1.40895895e-07  7.43860997e-01  7.50000000e-01 
 3.77487144e-06  1.50000000e+00  1.41184787e-07  7.43864357e-01  7.50000000e-01 
 3.77560484e-06  1.50000000e+00  1.41338510e-07  7.43868024e-01  7.50000000e-01 
 3.77585846e-06  1.50000000e+00  1.40938203e-07  7.43869292e-01  7.50000000e-01 
 3.77610751e-06  1.50000000e+00  1.39403677e-07  7.43870538e-01  7.50000000e-01 
 3.77638610e-06  1.50000000e+00  1.37824338e-07  7.43871931e-01  7.50000000e-01 
 3.77669758e-06  1.50000000e+00  1.37499635e-07  7.43873488e-01  7.50000000e-01 
 3.77695637e-06  1.50000000e+00  1.38017524e-07  7.43874782e-01  7.50000000e-01 
 3.77728963e-06  1.50000000e+00  1.38476745e-07  7.43876448e-01  7.50000000e-01 
 3.77765332e-06  1.50000000e+00  1.37892133e-07  7.43878267e-01  7.50000000e-01 
 3.77820604e-06  1.50000000e+00  1.36606045e-07  7.43881030e-01  7.50000000e-01 
 3.77921453e-06  1.50000000e+00  1.33319357e-07  7.43886073e-01  7.50000000e-01 
 3.77998723e-06  1.50000000e+00  1.25489617e-07  7.43889936e-01  7.50000000e-01 
 3.78056907e-06  1.50000000e+00  1.12117008e-07  7.43892845e-01  7.50000000e-01 
 3.78105840e-06  1.50000000e+00  1.09264330e-07  7.43895292e-01  7.50000000e-01 
 3.78158494e-06  1.50000000e+00  3.79826333e-07  7.43897925e-01  7.50000000e-01 
 3.78216369e-06  1.50000000e+00  5.21860446e-06  7.43900818e-01  7.50000000e-01 
 3.78262975e-06  1.50000000e+00  2.58054193e-05  7.43903149e-01  7.50000000e-01 
 3.78284145e-06  1.50000000e+00  5.49744573e-05  7.43904207e-01  7.50000000e-01 
 3.78296536e-06  1.50000000e+00  8.76844435e-05  7.43904827e-01  7.50000000e-01 
 3.78308301e-06  1.50000000e+00  1.40791493e-04  7.43905415e-01  7.50000000e-01 
 3.78315710e-06  1.50000000e+00  2.05143472e-04  7.43905786e-01  7.50000000e-01 
 3.78322452e-06  1.50000000e+00  3.06416960e-04  7.43906123e-01  7.50000000e-01 
 3.78328246e-06  1.50000000e+00  4.50800803e-04  7.43906412e-01  7.50000000e-01 
 3.78334278e-06  1.50000000e+00  6.71897534e-04  7.43906714e-01  7.50000000e-01 
 3.78341958e-06  1.50000000e+00  1.01250230e-03  7.43907098e-01  7.50000000e-01 
 3.78348582e-06  1.50000000e+00  1.33298050e-03  7.43907429e-01  7.50000000e-01 
 3.78354526e-06  1.50000000e+00  1.58471097e-03  7.43907726e-01  7.50000000e-01 
 3.78360806e-06  1.50000000e+00  1.61311739e-03  7.43908040e-01  7.50000000e-01 
 3.78365795e-06  1.50000000e+00  1.52876086e-03  7.43908290e-01  7.50000000e-01 
 3.78369187e-06  1.50000000e+00  1.44705503e-03  7.43908459e-01  7.50000000e-01 
 3.78372655e-06  1.50000000e+00  1.31176069e-03  7.43908633e-01  7.50000000e-01 
 3.78375592e-06  1.50000000e+00  1.10564308e-03  7.43908780e-01  7.50000000e-01 
 3.78378706e-06  1.50000000e+00  8.15618451e-04  7.43908935e-01  7.50000000e-01 
 3.78382074e-06  1.50000000e+00  5.15552611e-04  7.43909104e-01  7.50000000e-01 
 3.78385837e-06  1.50000000e+00  2.84177863e-04  7.43909292e-01  7.50000000e-01 
 3.78389308e-06  1.50000000e+00  1.71561099e-04  7.43909465e-01  7.50000000e-01 
 3.78393483e-06  1.50000000e+00  1.07201232e-04  7.43909674e-01  7.50000000e-01 
 3.78397693e-06  1.50000000e+00  7.71353653e-05  7.43909885e-01  7.50000000e-01 
 3.78403464e-06  1.50000000e+00  5.49953981e-05  7.43910173e-01  7.50000000e-01 
 3.78410465e-06  1.50000000e+00  4.04150941e-05  7.43910523e-01  7.50000000e-01 
 3.78420648e-06  1.50000000e+00  2.82162948e-05  7.43911032e-01  7.50000000e-01 
 3.78434017e-06  1.50000000e+00  1.80525226e-05  7.43911701e-01  7.50000000e-01 
 3.78453909e-06  1.50000000e+00  7.05135383e-06  7.43912695e-01  7.50000000e-01 
 3.78481054e-06  1.50000000e+00 -9.96090369e-08  7.43914053e-01  7.50000000e-01 
 3.78510260e-06  1.50000000e+00  2.94011339e-07  7.43915513e-01  7.50000000e-01 
 3.78543904e-06  1.50000000e+00  1.27419984e-06  7.43917195e-01  7.50000000e-01 
 3.78594834e-06  1.50000000e+00  1.34909101e-06  7.43919742e-01  7.50000000e-01 
 3.78629160e-06  1.50000000e+00  1.22171490e-06  7.43921458e-01  7.50000000e-01 
 3.78673404e-06  1.50000000e+00  1.16097921e-06  7.43923670e-01  7.50000000e-01 
 3.78720795e-06  1.50000000e+00  1.11522062e-06  7.43926040e-01  7.50000000e-01 
 3.78786796e-06  1.50000000e+00  1.05628805e-06  7.43929340e-01  7.50000000e-01 
 3.78868129e-06  1.50000000e+00  9.91830731e-07  7.43933406e-01  7.50000000e-01 
 3.78976198e-06  1.50000000e+00  9.20219842e-07  7.43938810e-01  7.50000000e-01 
 3.79114266e-06  1.50000000e+00  8.43580494e-07  7.43945713e-01  7.50000000e-01 
 3.79295610e-06  1.50000000e+00  7.61579624e-07  7.43954781e-01  7.50000000e-01 
 3.79486950e-06  1.50000000e+00  6.91696052e-07  7.43964348e-01  7.50000000e-01 
 3.79693849e-06  1.50000000e+00  6.30217637e-07  7.43974692e-01  7.50000000e-01 
 3.79837760e-06  1.50000000e+00  5.94139225e-07  7.43981888e-01  7.50000000e-01 
 3.80026768e-06  1.50000000e+00  5.53528835e-07  7.43991338e-01  7.50000000e-01 
 3.80213320e-06  1.50000000e+00  5.18862832e-07  7.44000666e-01  7.50000000e-01 
 3.80345692e-06  1.50000000e+00  4.97109559e-07  7.44007285e-01  7.50000000e-01 
 3.80476905e-06  1.50000000e+00  4.77502458e-07  7.44013845e-01  7.50000000e-01 
 3.80651227e-06  1.50000000e+00  4.54013877e-07  7.44022561e-01  7.50000000e-01 
 3.80774912e-06  1.50000000e+00  4.38889560e-07  7.44028746e-01  7.50000000e-01 
 3.80926671e-06  1.50000000e+00  4.21838077e-07  7.44036334e-01  7.50000000e-01 
 3.81099337e-06  1.50000000e+00  4.04207689e-07  7.44044967e-01  7.50000000e-01 
 3.81342705e-06  1.50000000e+00  3.82063618e-07  7.44057135e-01  7.50000000e-01 
 3.81451000e-06  1.50000000e+00  3.73106111e-07  7.44062550e-01  7.50000000e-01 
 3.81451100e-06  1.35000000e+00 -6.34617958e-06  7.44062555e-01  7.50000000e-01 
 3.81451300e-06  1.05000000e+00 -1.04217576e-05  7.44062565e-01  7.50000000e-01 
 3.81451359e-06  9.62198885e-01 -9.11624928e-06  7.44062568e-01  7.50000000e-01 
 3.81451458e-06  8.12860597e-01 -5.37914709e-06  7.44062573e-01  7.50000000e-01 
 3.81451564e-06  6.53775791e-01 -7.26514293e-07  7.44062578e-01  7.50000000e-01 
 3.81451715e-06  4.28060558e-01  6.15674849e-06  7.44062586e-01  7.50000000e-01 
 3.81451820e-06  2.69663304e-01  1.21270092e-05  7.44062591e-01  7.50000000e-01 
