 time            v(clk)          v(vout)         v(vinp)         v(vinn)        
 2.06600600e-06  0.00000000e+00  1.42612803e-07  7.35320030e-01  7.50000000e-01 
 2.06606072e-06  0.00000000e+00  1.42612309e-07  7.35320304e-01  7.50000000e-01 
 2.06611819e-06  0.00000000e+00  1.42611786e-07  7.35320591e-01  7.50000000e-01 
 2.06617908e-06  0.00000000e+00  1.42611222e-07  7.35320895e-01  7.50000000e-01 
 2.06624348e-06  0.00000000e+00  1.42610629e-07  7.35321217e-01  7.50000000e-01 
 2.06631211e-06  0.00000000e+00  1.42610000e-07  7.35321561e-01  7.50000000e-01 
 2.06638528e-06  0.00000000e+00  1.42609329e-07  7.35321926e-01  7.50000000e-01 
 2.06646386e-06  0.00000000e+00  1.42608600e-07  7.35322319e-01  7.50000000e-01 
 2.06654843e-06  0.00000000e+00  1.42607819e-07  7.35322742e-01  7.50000000e-01 
 2.06664016e-06  0.00000000e+00  1.42606965e-07  7.35323201e-01  7.50000000e-01 
 2.06674009e-06  0.00000000e+00  1.42606044e-07  7.35323700e-01  7.50000000e-01 
 2.06684991e-06  0.00000000e+00  1.42605025e-07  7.35324250e-01  7.50000000e-01 
 2.06697149e-06  0.00000000e+00  1.42603889e-07  7.35324857e-01  7.50000000e-01 
 2.06710756e-06  0.00000000e+00  1.42602631e-07  7.35325538e-01  7.50000000e-01 
 2.06726158e-06  0.00000000e+00  1.42601194e-07  7.35326308e-01  7.50000000e-01 
 2.06743860e-06  0.00000000e+00  1.42599546e-07  7.35327193e-01  7.50000000e-01 
 2.06764568e-06  0.00000000e+00  1.42597620e-07  7.35328228e-01  7.50000000e-01 
 2.06789376e-06  0.00000000e+00  1.42595308e-07  7.35329469e-01  7.50000000e-01 
 2.06820002e-06  0.00000000e+00  1.42592459e-07  7.35331000e-01  7.50000000e-01 
 2.06859432e-06  0.00000000e+00  1.42588788e-07  7.35332972e-01  7.50000000e-01 
 2.06913311e-06  0.00000000e+00  1.42583781e-07  7.35335666e-01  7.50000000e-01 
 2.06994153e-06  0.00000000e+00  1.42576271e-07  7.35339708e-01  7.50000000e-01 
 2.07137768e-06  0.00000000e+00  1.42562957e-07  7.35346888e-01  7.50000000e-01 
 2.07424999e-06  0.00000000e+00  1.42536429e-07  7.35361250e-01  7.50000000e-01 
 2.07940847e-06  0.00000000e+00  1.42489113e-07  7.35387042e-01  7.50000000e-01 
 2.08569601e-06  0.00000000e+00  1.42432004e-07  7.35418480e-01  7.50000000e-01 
 2.09556958e-06  0.00000000e+00  1.42343552e-07  7.35467848e-01  7.50000000e-01 
 2.10815101e-06  0.00000000e+00  1.42232970e-07  7.35530755e-01  7.50000000e-01 
 2.12700000e-06  0.00000000e+00  1.42071632e-07  7.35625000e-01  7.50000000e-01 
 2.12700100e-06  1.50000000e-01  9.75030006e-06  7.35625005e-01  7.50000000e-01 
 2.12700300e-06  4.50000000e-01  1.48078177e-05  7.35625015e-01  7.50000000e-01 
 2.12700353e-06  5.28983169e-01  1.27117054e-05  7.35625018e-01  7.50000000e-01 
 2.12700458e-06  6.86949508e-01  6.08806985e-06  7.35625023e-01  7.50000000e-01 
 2.12700558e-06  8.36438867e-01 -2.39238697e-06  7.35625028e-01  7.50000000e-01 
 2.12700652e-06  9.78656834e-01 -1.20324800e-05  7.35625033e-01  7.50000000e-01 
 2.12700755e-06  1.13321428e+00 -2.36036460e-05  7.35625038e-01  7.50000000e-01 
 2.12700853e-06  1.27927167e+00 -3.53717032e-05  7.35625043e-01  7.50000000e-01 
 2.12700937e-06  1.40532279e+00 -4.44339989e-05  7.35625047e-01  7.50000000e-01 
 2.12701000e-06  1.50000000e+00 -4.94001680e-05  7.35625050e-01  7.50000000e-01 
 2.12701007e-06  1.50000000e+00 -5.02312607e-05  7.35625050e-01  7.50000000e-01 
 2.12701022e-06  1.50000000e+00 -5.25501100e-05  7.35625051e-01  7.50000000e-01 
 2.12701045e-06  1.50000000e+00 -5.68839061e-05  7.35625052e-01  7.50000000e-01 
 2.12701071e-06  1.50000000e+00 -6.13564373e-05  7.35625054e-01  7.50000000e-01 
 2.12701099e-06  1.50000000e+00 -6.43493543e-05  7.35625055e-01  7.50000000e-01 
 2.12701138e-06  1.50000000e+00 -6.50023242e-05  7.35625057e-01  7.50000000e-01 
 2.12701194e-06  1.50000000e+00 -6.06001466e-05  7.35625060e-01  7.50000000e-01 
 2.12701306e-06  1.50000000e+00 -4.32523073e-05  7.35625065e-01  7.50000000e-01 
 2.12701397e-06  1.50000000e+00 -2.66333463e-05  7.35625070e-01  7.50000000e-01 
 2.12701486e-06  1.50000000e+00 -1.18807636e-05  7.35625074e-01  7.50000000e-01 
 2.12701582e-06  1.50000000e+00  2.17128786e-07  7.35625079e-01  7.50000000e-01 
 2.12701680e-06  1.50000000e+00  8.14951674e-06  7.35625084e-01  7.50000000e-01 
 2.12701797e-06  1.50000000e+00  1.23376285e-05  7.35625090e-01  7.50000000e-01 
 2.12701932e-06  1.50000000e+00  1.16897910e-05  7.35625097e-01  7.50000000e-01 
 2.12702106e-06  1.50000000e+00  6.66145291e-06  7.35625105e-01  7.50000000e-01 
 2.12702285e-06  1.50000000e+00  3.55870931e-06  7.35625114e-01  7.50000000e-01 
 2.12702485e-06  1.50000000e+00  1.26090175e-05  7.35625124e-01  7.50000000e-01 
 2.12702655e-06  1.50000000e+00  2.83938414e-05  7.35625133e-01  7.50000000e-01 
 2.12702837e-06  1.50000000e+00  4.24992059e-05  7.35625142e-01  7.50000000e-01 
 2.12703054e-06  1.50000000e+00  4.88915728e-05  7.35625153e-01  7.50000000e-01 
 2.12703291e-06  1.50000000e+00  4.37164694e-05  7.35625165e-01  7.50000000e-01 
 2.12703510e-06  1.50000000e+00  3.19015361e-05  7.35625175e-01  7.50000000e-01 
 2.12703768e-06  1.50000000e+00  1.58319486e-05  7.35625188e-01  7.50000000e-01 
 2.12704052e-06  1.50000000e+00  1.03879552e-06  7.35625203e-01  7.50000000e-01 
 2.12704434e-06  1.50000000e+00 -1.08643973e-05  7.35625222e-01  7.50000000e-01 
 2.12704931e-06  1.50000000e+00 -1.54333776e-05  7.35625247e-01  7.50000000e-01 
 2.12705719e-06  1.50000000e+00 -1.17888291e-05  7.35625286e-01  7.50000000e-01 
 2.12707082e-06  1.50000000e+00 -2.76212285e-06  7.35625354e-01  7.50000000e-01 
 2.12709810e-06  1.50000000e+00  2.92867404e-06  7.35625490e-01  7.50000000e-01 
 2.12713815e-06  1.50000000e+00  1.65473956e-06  7.35625691e-01  7.50000000e-01 
 2.12720554e-06  1.50000000e+00  6.54276974e-08  7.35626028e-01  7.50000000e-01 
 2.12727194e-06  1.50000000e+00  6.09268255e-09  7.35626360e-01  7.50000000e-01 
 2.12735729e-06  1.50000000e+00  1.27373179e-07  7.35626786e-01  7.50000000e-01 
 2.12744229e-06  1.50000000e+00  1.49402711e-07  7.35627211e-01  7.50000000e-01 
 2.12754387e-06  1.50000000e+00  1.44328776e-07  7.35627719e-01  7.50000000e-01 
 2.12764846e-06  1.50000000e+00  1.41962592e-07  7.35628242e-01  7.50000000e-01 
 2.12776955e-06  1.50000000e+00  1.41903654e-07  7.35628848e-01  7.50000000e-01 
 2.12789696e-06  1.50000000e+00  1.42042103e-07  7.35629485e-01  7.50000000e-01 
 2.12804173e-06  1.50000000e+00  1.42066136e-07  7.35630209e-01  7.50000000e-01 
 2.12819625e-06  1.50000000e+00  1.42061699e-07  7.35630981e-01  7.50000000e-01 
 2.12836993e-06  1.50000000e+00  1.42059005e-07  7.35631850e-01  7.50000000e-01 
 2.12855728e-06  1.50000000e+00  1.42057759e-07  7.35632786e-01  7.50000000e-01 
 2.12876672e-06  1.50000000e+00  1.42056371e-07  7.35633834e-01  7.50000000e-01 
 2.12899458e-06  1.50000000e+00  1.42054733e-07  7.35634973e-01  7.50000000e-01 
 2.12924877e-06  1.50000000e+00  1.42052807e-07  7.35636244e-01  7.50000000e-01 
 2.12952729e-06  1.50000000e+00  1.42050631e-07  7.35637636e-01  7.50000000e-01 
 2.12983797e-06  1.50000000e+00  1.42048137e-07  7.35639190e-01  7.50000000e-01 
 2.13018042e-06  1.50000000e+00  1.42045346e-07  7.35640902e-01  7.50000000e-01 
 2.13056273e-06  1.50000000e+00  1.42042181e-07  7.35642814e-01  7.50000000e-01 
 2.13098617e-06  1.50000000e+00  1.42038648e-07  7.35644931e-01  7.50000000e-01 
 2.13145943e-06  1.50000000e+00  1.42034670e-07  7.35647297e-01  7.50000000e-01 
 2.13198561e-06  1.50000000e+00  1.42030232e-07  7.35649928e-01  7.50000000e-01 
 2.13257456e-06  1.50000000e+00  1.42025257e-07  7.35652873e-01  7.50000000e-01 
 2.13323176e-06  1.50000000e+00  1.42019704e-07  7.35656159e-01  7.50000000e-01 
 2.13396925e-06  1.50000000e+00  1.42013482e-07  7.35659846e-01  7.50000000e-01 
 2.13479608e-06  1.50000000e+00  1.42006524e-07  7.35663980e-01  7.50000000e-01 
 2.13572814e-06  1.50000000e+00  1.41998706e-07  7.35668641e-01  7.50000000e-01 
 2.13677989e-06  1.50000000e+00  1.41989917e-07  7.35673899e-01  7.50000000e-01 
 2.13797326e-06  1.50000000e+00  1.41979987e-07  7.35679866e-01  7.50000000e-01 
 2.13933044e-06  1.50000000e+00  1.41968712e-07  7.35686652e-01  7.50000000e-01 
 2.14088215e-06  1.50000000e+00  1.41955604e-07  7.35694411e-01  7.50000000e-01 
 2.14266138e-06  1.50000000e+00  1.41937520e-07  7.35703307e-01  7.50000000e-01 
 2.14471136e-06  1.50000000e+00  1.41862727e-07  7.35713557e-01  7.50000000e-01 
 2.14539158e-06  1.50000000e+00  1.41404743e-07  7.35716958e-01  7.50000000e-01 
 2.14601457e-06  1.50000000e+00  1.40769244e-07  7.35720073e-01  7.50000000e-01 
 2.14647791e-06  1.50000000e+00  1.40198797e-07  7.35722390e-01  7.50000000e-01 
 2.14697987e-06  1.50000000e+00  1.40083837e-07  7.35724899e-01  7.50000000e-01 
 2.14765554e-06  1.50000000e+00  1.40227729e-07  7.35728278e-01  7.50000000e-01 
 2.14798939e-06  1.50000000e+00  1.39896165e-07  7.35729947e-01  7.50000000e-01 
 2.14828562e-06  1.50000000e+00  1.38784045e-07  7.35731428e-01  7.50000000e-01 
 2.14872996e-06  1.50000000e+00  1.37531378e-07  7.35733650e-01  7.50000000e-01 
 2.14914999e-06  1.50000000e+00  1.36901608e-07  7.35735750e-01  7.50000000e-01 
 2.14959532e-06  1.50000000e+00  1.36190116e-07  7.35737977e-01  7.50000000e-01 
 2.15009808e-06  1.50000000e+00  1.34482883e-07  7.35740490e-01  7.50000000e-01 
 2.15081509e-06  1.50000000e+00  1.30418625e-07  7.35744075e-01  7.50000000e-01 
 2.15143552e-06  1.50000000e+00  1.21700606e-07  7.35747178e-01  7.50000000e-01 
 2.15193485e-06  1.50000000e+00  1.05848448e-07  7.35749674e-01  7.50000000e-01 
 2.15235506e-06  1.50000000e+00  8.81700318e-08  7.35751775e-01  7.50000000e-01 
 2.15276972e-06  1.50000000e+00  1.61577134e-07  7.35753849e-01  7.50000000e-01 
 2.15326252e-06  1.50000000e+00  2.53503659e-06  7.35756313e-01  7.50000000e-01 
 2.15376478e-06  1.50000000e+00  2.29534131e-05  7.35758824e-01  7.50000000e-01 
 2.15397487e-06  1.50000000e+00  5.81159412e-05  7.35759874e-01  7.50000000e-01 
 2.15406937e-06  1.50000000e+00  9.10605698e-05  7.35760347e-01  7.50000000e-01 
 2.15419673e-06  1.50000000e+00  1.61118296e-04  7.35760984e-01  7.50000000e-01 
 2.15426799e-06  1.50000000e+00  2.45655485e-04  7.35761340e-01  7.50000000e-01 
 2.15432256e-06  1.50000000e+00  3.61632212e-04  7.35761613e-01  7.50000000e-01 
 2.15437123e-06  1.50000000e+00  5.25733434e-04  7.35761856e-01  7.50000000e-01 
 2.15442450e-06  1.50000000e+00  7.81518840e-04  7.35762122e-01  7.50000000e-01 
 2.15449133e-06  1.50000000e+00  1.16199344e-03  7.35762457e-01  7.50000000e-01 
 2.15454657e-06  1.50000000e+00  1.50499584e-03  7.35762733e-01  7.50000000e-01 
 2.15459844e-06  1.50000000e+00  1.79006886e-03  7.35762992e-01  7.50000000e-01 
 2.15465352e-06  1.50000000e+00  1.83389931e-03  7.35763268e-01  7.50000000e-01 
 2.15469826e-06  1.50000000e+00  1.74351985e-03  7.35763491e-01  7.50000000e-01 
 2.15472851e-06  1.50000000e+00  1.65386509e-03  7.35763643e-01  7.50000000e-01 
 2.15475936e-06  1.50000000e+00  1.50538952e-03  7.35763797e-01  7.50000000e-01 
 2.15478528e-06  1.50000000e+00  1.27834005e-03  7.35763926e-01  7.50000000e-01 
 2.15481235e-06  1.50000000e+00  9.57458363e-04  7.35764062e-01  7.50000000e-01 
 2.15484201e-06  1.50000000e+00  6.12490457e-04  7.35764210e-01  7.50000000e-01 
 2.15487812e-06  1.50000000e+00  3.18973513e-04  7.35764391e-01  7.50000000e-01 
 2.15490938e-06  1.50000000e+00  1.87737768e-04  7.35764547e-01  7.50000000e-01 
 2.15494637e-06  1.50000000e+00  1.15752753e-04  7.35764732e-01  7.50000000e-01 
 2.15498346e-06  1.50000000e+00  8.26934173e-05  7.35764917e-01  7.50000000e-01 
 2.15503432e-06  1.50000000e+00  5.78444466e-05  7.35765172e-01  7.50000000e-01 
 2.15509642e-06  1.50000000e+00  4.10792453e-05  7.35765482e-01  7.50000000e-01 
 2.15518657e-06  1.50000000e+00  2.73713655e-05  7.35765933e-01  7.50000000e-01 
 2.15530399e-06  1.50000000e+00  1.61547146e-05  7.35766520e-01  7.50000000e-01 
 2.15547969e-06  1.50000000e+00  4.53390899e-06  7.35767398e-01  7.50000000e-01 
 2.15571215e-06  1.50000000e+00 -4.24548657e-07  7.35768561e-01  7.50000000e-01 
 2.15595381e-06  1.50000000e+00  8.29376918e-07  7.35769769e-01  7.50000000e-01 
 2.15628021e-06  1.50000000e+00  1.59386061e-06  7.35771401e-01  7.50000000e-01 
 2.15667066e-06  1.50000000e+00  1.52042691e-06  7.35773353e-01  7.50000000e-01 
 2.15694592e-06  1.50000000e+00  1.36383842e-06  7.35774730e-01  7.50000000e-01 
 2.15736351e-06  1.50000000e+00  1.30938255e-06  7.35776818e-01  7.50000000e-01 
 2.15776185e-06  1.50000000e+00  1.25407300e-06  7.35778809e-01  7.50000000e-01 
 2.15837883e-06  1.50000000e+00  1.18501396e-06  7.35781894e-01  7.50000000e-01 
 2.15909514e-06  1.50000000e+00  1.11188065e-06  7.35785476e-01  7.50000000e-01 
 2.16008751e-06  1.50000000e+00  1.02854841e-06  7.35790438e-01  7.50000000e-01 
 2.16132534e-06  1.50000000e+00  9.41437955e-07  7.35796627e-01  7.50000000e-01 
 2.16297252e-06  1.50000000e+00  8.47441706e-07  7.35804863e-01  7.50000000e-01 
 2.16506089e-06  1.50000000e+00  7.53262508e-07  7.35815304e-01  7.50000000e-01 
 2.16668231e-06  1.50000000e+00  6.94189006e-07  7.35823412e-01  7.50000000e-01 
 2.16844273e-06  1.50000000e+00  6.41362661e-07  7.35832214e-01  7.50000000e-01 
 2.17044552e-06  1.50000000e+00  5.90721856e-07  7.35842228e-01  7.50000000e-01 
 2.17165979e-06  1.50000000e+00  5.64089111e-07  7.35848299e-01  7.50000000e-01 
 2.17319706e-06  1.50000000e+00  5.34021681e-07  7.35855985e-01  7.50000000e-01 
 2.17476376e-06  1.50000000e+00  5.06850552e-07  7.35863819e-01  7.50000000e-01 
 2.17624402e-06  1.50000000e+00  4.83882696e-07  7.35871220e-01  7.50000000e-01 
 2.17771796e-06  1.50000000e+00  4.63246555e-07  7.35878590e-01  7.50000000e-01 
 2.17983334e-06  1.50000000e+00  4.36889111e-07  7.35889167e-01  7.50000000e-01 
 2.18335940e-06  1.50000000e+00  3.99759467e-07  7.35906797e-01  7.50000000e-01 
 2.18892119e-06  1.50000000e+00  3.53826683e-07  7.35934606e-01  7.50000000e-01 
 2.18951000e-06  1.50000000e+00  3.49685465e-07  7.35937550e-01  7.50000000e-01 
 2.18951100e-06  1.35000000e+00 -6.35199418e-06  7.35937555e-01  7.50000000e-01 
 2.18951300e-06  1.05000000e+00 -1.04163371e-05  7.35937565e-01  7.50000000e-01 
 2.18951359e-06  9.62216623e-01 -9.11382661e-06  7.35937568e-01  7.50000000e-01 
 2.18951458e-06  8.12735636e-01 -5.38005842e-06  7.35937573e-01  7.50000000e-01 
 2.18951564e-06  6.53538538e-01 -7.31266962e-07  7.35937578e-01  7.50000000e-01 
 2.18951714e-06  4.28467866e-01  6.12214530e-06  7.35937586e-01  7.50000000e-01 
 2.18951818e-06  2.72275978e-01  1.19822968e-05  7.35937591e-01  7.50000000e-01 
 2.18951947e-06  7.90050852e-02  2.07990368e-05  7.35937597e-01  7.50000000e-01 
 2.18952000e-06  6.23989749e-12  2.41643958e-05  7.35937600e-01  7.50000000e-01 
 2.18952003e-06  0.00000000e+00  2.43629885e-05  7.35937600e-01  7.50000000e-01 
 2.18952008e-06  0.00000000e+00  2.48794044e-05  7.35937600e-01  7.50000000e-01 
 2.18952018e-06  0.00000000e+00  2.63565193e-05  7.35937601e-01  7.50000000e-01 
 2.18952028e-06  0.00000000e+00  2.82161204e-05  7.35937601e-01  7.50000000e-01 
 2.18952049e-06  0.00000000e+00  3.21174330e-05  7.35937602e-01  7.50000000e-01 
 2.18952072e-06  0.00000000e+00  3.59411871e-05  7.35937604e-01  7.50000000e-01 
 2.18952111e-06  0.00000000e+00  3.99729431e-05  7.35937606e-01  7.50000000e-01 
 2.18952165e-06  0.00000000e+00  4.13265022e-05  7.35937608e-01  7.50000000e-01 
 2.18952275e-06  0.00000000e+00  3.51772487e-05  7.35937614e-01  7.50000000e-01 
 2.18952493e-06  0.00000000e+00  1.33572941e-05  7.35937625e-01  7.50000000e-01 
 2.18952929e-06  0.00000000e+00 -1.88117398e-05  7.35937646e-01  7.50000000e-01 
 2.18953258e-06  0.00000000e+00 -3.58915087e-05  7.35937663e-01  7.50000000e-01 
 2.18953568e-06  0.00000000e+00 -5.33977595e-05  7.35937678e-01  7.50000000e-01 
 2.18953920e-06  0.00000000e+00 -6.91261850e-05  7.35937696e-01  7.50000000e-01 
 2.18954278e-06  0.00000000e+00 -7.39326001e-05  7.35937714e-01  7.50000000e-01 
 2.18954835e-06  0.00000000e+00 -6.59871845e-05  7.35937742e-01  7.50000000e-01 
 2.18955181e-06  0.00000000e+00 -5.97693857e-05  7.35937759e-01  7.50000000e-01 
 2.18955472e-06  0.00000000e+00 -3.92507859e-05  7.35937774e-01  7.50000000e-01 
 2.18955704e-06  0.00000000e+00  1.59186781e-06  7.35937785e-01  7.50000000e-01 
 2.18955922e-06  0.00000000e+00  6.86603284e-05  7.35937796e-01  7.50000000e-01 
 2.18956199e-06  0.00000000e+00  2.08223794e-04  7.35937810e-01  7.50000000e-01 
 2.18956481e-06  0.00000000e+00  4.35411158e-04  7.35937824e-01  7.50000000e-01 
 2.18956672e-06  0.00000000e+00  6.55907768e-04  7.35937834e-01  7.50000000e-01 
 2.18956855e-06  0.00000000e+00  9.23729292e-04  7.35937843e-01  7.50000000e-01 
 2.18957049e-06  0.00000000e+00  1.22171789e-03  7.35937852e-01  7.50000000e-01 
 2.18957274e-06  0.00000000e+00  1.54304839e-03  7.35937864e-01  7.50000000e-01 
 2.18957497e-06  0.00000000e+00  1.81853533e-03  7.35937875e-01  7.50000000e-01 
 2.18957800e-06  0.00000000e+00  2.02903531e-03  7.35937890e-01  7.50000000e-01 
 2.18958084e-06  0.00000000e+00  1.76219708e-03  7.35937904e-01  7.50000000e-01 
 2.18958339e-06  0.00000000e+00  7.70839285e-04  7.35937917e-01  7.50000000e-01 
 2.18958582e-06  0.00000000e+00 -1.09461947e-03  7.35937929e-01  7.50000000e-01 
 2.18958852e-06  0.00000000e+00 -4.28465353e-03  7.35937943e-01  7.50000000e-01 
 2.18959127e-06  0.00000000e+00 -8.72075084e-03  7.35937956e-01  7.50000000e-01 
 2.18959385e-06  0.00000000e+00 -1.36134862e-02  7.35937969e-01  7.50000000e-01 
 2.18959555e-06  0.00000000e+00 -1.69921167e-02  7.35937978e-01  7.50000000e-01 
 2.18959737e-06  0.00000000e+00 -2.05066150e-02  7.35937987e-01  7.50000000e-01 
 2.18959950e-06  0.00000000e+00 -2.43919966e-02  7.35937997e-01  7.50000000e-01 
 2.18960186e-06  0.00000000e+00 -2.84227415e-02  7.35938009e-01  7.50000000e-01 
 2.18960453e-06  0.00000000e+00 -3.23109440e-02  7.35938023e-01  7.50000000e-01 
 2.18960654e-06  0.00000000e+00 -3.41128516e-02  7.35938033e-01  7.50000000e-01 
 2.18960846e-06  0.00000000e+00 -3.42112506e-02  7.35938042e-01  7.50000000e-01 
 2.18961028e-06  0.00000000e+00 -3.29371323e-02  7.35938051e-01  7.50000000e-01 
 2.18961223e-06  0.00000000e+00 -3.04089404e-02  7.35938061e-01  7.50000000e-01 
 2.18961456e-06  0.00000000e+00 -2.64030745e-02  7.35938073e-01  7.50000000e-01 
 2.18961680e-06  0.00000000e+00 -2.21803875e-02  7.35938084e-01  7.50000000e-01 
 2.18961915e-06  0.00000000e+00 -1.79980369e-02  7.35938096e-01  7.50000000e-01 
 2.18962190e-06  0.00000000e+00 -1.37691047e-02  7.35938110e-01  7.50000000e-01 
 2.18962465e-06  0.00000000e+00 -1.04110556e-02  7.35938123e-01  7.50000000e-01 
 2.18962812e-06  0.00000000e+00 -7.23208488e-03  7.35938141e-01  7.50000000e-01 
 2.18963209e-06  0.00000000e+00 -4.74260441e-03  7.35938160e-01  7.50000000e-01 
 2.18963763e-06  0.00000000e+00 -2.59646205e-03  7.35938188e-01  7.50000000e-01 
 2.18964370e-06  0.00000000e+00 -1.32065234e-03  7.35938219e-01  7.50000000e-01 
 2.18965163e-06  0.00000000e+00 -5.22848647e-04  7.35938258e-01  7.50000000e-01 
 2.18966102e-06  0.00000000e+00 -1.52744058e-04  7.35938305e-01  7.50000000e-01 
 2.18967420e-06  0.00000000e+00  3.07913299e-06  7.35938371e-01  7.50000000e-01 
 2.18969196e-06  0.00000000e+00  3.40006402e-05  7.35938460e-01  7.50000000e-01 
 2.18972019e-06  0.00000000e+00  2.36001373e-05  7.35938601e-01  7.50000000e-01 
 2.18976875e-06  0.00000000e+00  8.18406994e-06  7.35938844e-01  7.50000000e-01 
 2.18986586e-06  0.00000000e+00  1.03675976e-07  7.35939329e-01  7.50000000e-01 
 2.18991457e-06  0.00000000e+00 -6.84392268e-08  7.35939573e-01  7.50000000e-01 
 2.18996626e-06  0.00000000e+00  2.88516767e-08  7.35939831e-01  7.50000000e-01 
 2.19001173e-06  0.00000000e+00  9.95252920e-08  7.35940059e-01  7.50000000e-01 
 2.19005665e-06  0.00000000e+00  1.33554149e-07  7.35940283e-01  7.50000000e-01 
 2.19010101e-06  0.00000000e+00  1.43751907e-07  7.35940505e-01  7.50000000e-01 
 2.19014492e-06  0.00000000e+00  1.44527072e-07  7.35940725e-01  7.50000000e-01 
 2.19018813e-06  0.00000000e+00  1.43498168e-07  7.35940941e-01  7.50000000e-01 
 2.19023516e-06  0.00000000e+00  1.42834146e-07  7.35941176e-01  7.50000000e-01 
 2.19027762e-06  0.00000000e+00  1.42670820e-07  7.35941388e-01  7.50000000e-01 
 2.19032205e-06  0.00000000e+00  1.42664469e-07  7.35941610e-01  7.50000000e-01 
 2.19036310e-06  0.00000000e+00  1.42682923e-07  7.35941816e-01  7.50000000e-01 
 2.19040545e-06  0.00000000e+00  1.42692414e-07  7.35942027e-01  7.50000000e-01 
 2.19044568e-06  0.00000000e+00  1.42694472e-07  7.35942228e-01  7.50000000e-01 
 2.19048684e-06  0.00000000e+00  1.42694055e-07  7.35942434e-01  7.50000000e-01 
 2.19052665e-06  0.00000000e+00  1.42693428e-07  7.35942633e-01  7.50000000e-01 
 2.19056710e-06  0.00000000e+00  1.42692886e-07  7.35942835e-01  7.50000000e-01 
 2.19060664e-06  0.00000000e+00  1.42692506e-07  7.35943033e-01  7.50000000e-01 
 2.19064660e-06  0.00000000e+00  1.42692135e-07  7.35943233e-01  7.50000000e-01 
 2.19068595e-06  0.00000000e+00  1.42691786e-07  7.35943430e-01  7.50000000e-01 
 2.19072583e-06  0.00000000e+00  1.42691423e-07  7.35943629e-01  7.50000000e-01 
 2.19076761e-06  0.00000000e+00  1.42691038e-07  7.35943838e-01  7.50000000e-01 
 2.19081074e-06  0.00000000e+00  1.42690647e-07  7.35944054e-01  7.50000000e-01 
 2.19085617e-06  0.00000000e+00  1.42690235e-07  7.35944281e-01  7.50000000e-01 
 2.19090331e-06  0.00000000e+00  1.42689803e-07  7.35944517e-01  7.50000000e-01 
 2.19095295e-06  0.00000000e+00  1.42689333e-07  7.35944765e-01  7.50000000e-01 
 2.19100474e-06  0.00000000e+00  1.42688864e-07  7.35945024e-01  7.50000000e-01 
 2.19105939e-06  0.00000000e+00  1.42688354e-07  7.35945297e-01  7.50000000e-01 
 2.19111675e-06  0.00000000e+00  1.42687823e-07  7.35945584e-01  7.50000000e-01 
 2.19117755e-06  0.00000000e+00  1.42687256e-07  7.35945888e-01  7.50000000e-01 
 2.19124183e-06  0.00000000e+00  1.42686658e-07  7.35946209e-01  7.50000000e-01 
 2.19131035e-06  0.00000000e+00  1.42686023e-07  7.35946552e-01  7.50000000e-01 
 2.19138336e-06  0.00000000e+00  1.42685337e-07  7.35946917e-01  7.50000000e-01 
 2.19146178e-06  0.00000000e+00  1.42684598e-07  7.35947309e-01  7.50000000e-01 
 2.19154616e-06  0.00000000e+00  1.42683812e-07  7.35947731e-01  7.50000000e-01 
 2.19163766e-06  0.00000000e+00  1.42682947e-07  7.35948188e-01  7.50000000e-01 
 2.19173733e-06  0.00000000e+00  1.42682018e-07  7.35948687e-01  7.50000000e-01 
 2.19184684e-06  0.00000000e+00  1.42680983e-07  7.35949234e-01  7.50000000e-01 
 2.19196803e-06  0.00000000e+00  1.42679842e-07  7.35949840e-01  7.50000000e-01 
 2.19210364e-06  0.00000000e+00  1.42678564e-07  7.35950518e-01  7.50000000e-01 
 2.19225706e-06  0.00000000e+00  1.42677114e-07  7.35951285e-01  7.50000000e-01 
 2.19243332e-06  0.00000000e+00  1.42675451e-07  7.35952167e-01  7.50000000e-01 
 2.19263939e-06  0.00000000e+00  1.42673505e-07  7.35953197e-01  7.50000000e-01 
 2.19288606e-06  0.00000000e+00  1.42671178e-07  7.35954430e-01  7.50000000e-01 
 2.19319026e-06  0.00000000e+00  1.42668303e-07  7.35955951e-01  7.50000000e-01 
 2.19358136e-06  0.00000000e+00  1.42664615e-07  7.35957907e-01  7.50000000e-01 
 2.19411464e-06  0.00000000e+00  1.42659586e-07  7.35960573e-01  7.50000000e-01 
 2.19491202e-06  0.00000000e+00  1.42652076e-07  7.35964560e-01  7.50000000e-01 
 2.19631863e-06  0.00000000e+00  1.42638851e-07  7.35971593e-01  7.50000000e-01 
 2.19913184e-06  0.00000000e+00  1.42612501e-07  7.35985659e-01  7.50000000e-01 
 2.20427772e-06  0.00000000e+00  1.42564629e-07  7.36011389e-01  7.50000000e-01 
 2.21047729e-06  0.00000000e+00  1.42507516e-07  7.36042386e-01  7.50000000e-01 
 2.22030690e-06  0.00000000e+00  1.42418194e-07  7.36091535e-01  7.50000000e-01 
 2.23272254e-06  0.00000000e+00  1.42307494e-07  7.36153613e-01  7.50000000e-01 
 2.25200000e-06  0.00000000e+00  1.42140157e-07  7.36250000e-01  7.50000000e-01 
 2.25200100e-06  1.50000000e-01  9.75036729e-06  7.36250005e-01  7.50000000e-01 
 2.25200300e-06  4.50000000e-01  1.48078854e-05  7.36250015e-01  7.50000000e-01 
