 time            v(vind)         v(vout)         v(vinp)         v(vinn)         v(voutp)        v(voutn)       
 1.10280000e-03  3.19389280e-03  2.39040724e-01  3.46596946e-01  3.43403054e-01  8.69989733e-01  6.30949009e-01 
 1.11280000e-03  3.21800072e-03  2.41070850e-01  3.46609000e-01  3.43391000e-01  8.71018709e-01  6.29947859e-01 
 1.12280000e-03  3.24198159e-03  2.43091344e-01  3.46620991e-01  3.43379009e-01  8.72042947e-01  6.28951603e-01 
 1.13280000e-03  3.26583448e-03  2.45102260e-01  3.46632917e-01  3.43367083e-01  8.73062440e-01  6.27960180e-01 
 1.14280000e-03  3.28955844e-03  2.47103505e-01  3.46644779e-01  3.43355221e-01  8.74077086e-01  6.26973581e-01 
 1.15280000e-03  3.31315253e-03  2.49094772e-01  3.46656576e-01  3.43343424e-01  8.75086806e-01  6.25992034e-01 
 1.16280000e-03  3.33661582e-03  2.51076128e-01  3.46668308e-01  3.43331692e-01  8.76091691e-01  6.25015563e-01 
 1.17280000e-03  3.35994739e-03  2.53047359e-01  3.46679974e-01  3.43320026e-01  8.77091505e-01  6.24044147e-01 
 1.18280000e-03  3.38314632e-03  2.55008561e-01  3.46691573e-01  3.43308427e-01  8.78086327e-01  6.23077767e-01 
 1.19280000e-03  3.40621168e-03  2.56959631e-01  3.46703106e-01  3.43296894e-01  8.79076045e-01  6.22116414e-01 
 1.20280000e-03  3.42914257e-03  2.58900396e-01  3.46714571e-01  3.43285429e-01  8.80060684e-01  6.21160288e-01 
 1.21280000e-03  3.45193809e-03  2.60830849e-01  3.46725969e-01  3.43274031e-01  8.81040354e-01  6.20209505e-01 
 1.22280000e-03  3.47459733e-03  2.62750891e-01  3.46737299e-01  3.43262701e-01  8.82014999e-01  6.19264108e-01 
 1.23280000e-03  3.49711940e-03  2.64660452e-01  3.46748560e-01  3.43251440e-01  8.82984514e-01  6.18324061e-01 
 1.24280000e-03  3.51950340e-03  2.66559627e-01  3.46759752e-01  3.43240248e-01  8.83948876e-01  6.17389249e-01 
 1.25280000e-03  3.54174847e-03  2.68448011e-01  3.46770874e-01  3.43229126e-01  8.84907863e-01  6.16459852e-01 
 1.26280000e-03  3.56385371e-03  2.70325658e-01  3.46781927e-01  3.43218073e-01  8.85861391e-01  6.15535734e-01 
 1.27280000e-03  3.58581826e-03  2.72192618e-01  3.46792909e-01  3.43207091e-01  8.86809576e-01  6.14616959e-01 
 1.28280000e-03  3.60764124e-03  2.74048873e-01  3.46803821e-01  3.43196179e-01  8.87752406e-01  6.13703533e-01 
 1.29280000e-03  3.62932180e-03  2.75894236e-01  3.46814661e-01  3.43185339e-01  8.88689779e-01  6.12795542e-01 
 1.30280000e-03  3.65085908e-03  2.77728684e-01  3.46825430e-01  3.43174570e-01  8.89621668e-01  6.11892984e-01 
 1.31280000e-03  3.67225224e-03  2.79552083e-01  3.46836126e-01  3.43163874e-01  8.90547958e-01  6.10995875e-01 
 1.32280000e-03  3.69350041e-03  2.81364139e-01  3.46846750e-01  3.43153250e-01  8.91468657e-01  6.10104518e-01 
 1.33280000e-03  3.71460278e-03  2.83165044e-01  3.46857301e-01  3.43142699e-01  8.92383749e-01  6.09218705e-01 
 1.34280000e-03  3.73555850e-03  2.84954708e-01  3.46867779e-01  3.43132221e-01  8.93293208e-01  6.08338500e-01 
 1.35280000e-03  3.75636674e-03  2.86733088e-01  3.46878183e-01  3.43121817e-01  8.94196991e-01  6.07463904e-01 
 1.36280000e-03  3.77702669e-03  2.88500018e-01  3.46888513e-01  3.43111487e-01  8.95095094e-01  6.06595075e-01 
 1.37280000e-03  3.79753753e-03  2.90255477e-01  3.46898769e-01  3.43101231e-01  8.95987526e-01  6.05732048e-01 
 1.38280000e-03  3.81789845e-03  2.91999394e-01  3.46908949e-01  3.43091051e-01  8.96874295e-01  6.04874901e-01 
 1.39280000e-03  3.83810865e-03  2.93731756e-01  3.46919054e-01  3.43080946e-01  8.97755342e-01  6.04023586e-01 
 1.40280000e-03  3.85816732e-03  2.95452476e-01  3.46929084e-01  3.43070916e-01  8.98630537e-01  6.03178061e-01 
 1.41280000e-03  3.87807368e-03  2.97161482e-01  3.46939037e-01  3.43060963e-01  8.99499919e-01  6.02338436e-01 
 1.42280000e-03  3.89782694e-03  2.98858625e-01  3.46948913e-01  3.43051087e-01  9.00363352e-01  6.01504727e-01 
 1.43280000e-03  3.91742632e-03  3.00543736e-01  3.46958713e-01  3.43041287e-01  9.01220778e-01  6.00677042e-01 
 1.44280000e-03  3.93687105e-03  3.02216970e-01  3.46968436e-01  3.43031564e-01  9.02072332e-01  5.99855362e-01 
 1.45280000e-03  3.95616036e-03  3.03878295e-01  3.46978080e-01  3.43021920e-01  9.02917917e-01  5.99039621e-01 
 1.46280000e-03  3.97529348e-03  3.05527570e-01  3.46987647e-01  3.43012353e-01  9.03757490e-01  5.98229920e-01 
 1.47280000e-03  3.99426967e-03  3.07164783e-01  3.46997135e-01  3.43002865e-01  9.04591044e-01  5.97426261e-01 
 1.48280000e-03  4.01308817e-03  3.08789663e-01  3.47006544e-01  3.42993456e-01  9.05418321e-01  5.96628658e-01 
 1.49280000e-03  4.03174824e-03  3.10402187e-01  3.47015874e-01  3.42984126e-01  9.06239374e-01  5.95837187e-01 
 1.50280000e-03  4.05024914e-03  3.12002549e-01  3.47025125e-01  3.42974875e-01  9.07054232e-01  5.95051683e-01 
 1.51280000e-03  4.06859014e-03  3.13590542e-01  3.47034295e-01  3.42965705e-01  9.07862824e-01  5.94272282e-01 
 1.52280000e-03  4.08677053e-03  3.15166120e-01  3.47043385e-01  3.42956615e-01  9.08665212e-01  5.93499092e-01 
 1.53280000e-03  4.10478958e-03  3.16729250e-01  3.47052395e-01  3.42947605e-01  9.09461294e-01  5.92732044e-01 
 1.54280000e-03  4.12264657e-03  3.18279775e-01  3.47061323e-01  3.42938677e-01  9.10250919e-01  5.91971144e-01 
 1.55280000e-03  4.14034081e-03  3.19817604e-01  3.47070170e-01  3.42929830e-01  9.11034118e-01  5.91216514e-01 
 1.56280000e-03  4.15787160e-03  3.21342793e-01  3.47078936e-01  3.42921064e-01  9.11811005e-01  5.90468212e-01 
 1.57280000e-03  4.17523824e-03  3.22855294e-01  3.47087619e-01  3.42912381e-01  9.12581683e-01  5.89726388e-01 
