 time            v(a_1V5)        v(b_3V3)        v(x1t)          v(a_3V3)        v(b_1V5)        v(x2t)         
 1.17955993e-07  1.50000000e+00  3.30000000e+00  1.77426784e-08  3.30000000e+00  1.49999995e+00  1.59911024e-06 
 1.18055993e-07  1.50000000e+00  3.30000000e+00 -1.72831476e-08  3.30000000e+00  1.49999995e+00  1.77131933e-06 
 1.18155993e-07  1.50000000e+00  3.30000000e+00  1.77399977e-08  3.30000000e+00  1.49999995e+00  1.59898258e-06 
 1.18255993e-07  1.50000000e+00  3.30000000e+00 -1.72805167e-08  3.30000000e+00  1.49999995e+00  1.77144635e-06 
 1.18355993e-07  1.50000000e+00  3.30000000e+00  1.77373557e-08  3.30000000e+00  1.49999995e+00  1.59885618e-06 
 1.18455993e-07  1.50000000e+00  3.30000000e+00 -1.72777806e-08  3.30000000e+00  1.49999995e+00  1.77157213e-06 
 1.18555993e-07  1.50000000e+00  3.30000000e+00  1.77345268e-08  3.30000000e+00  1.49999995e+00  1.59873103e-06 
 1.18655993e-07  1.50000000e+00  3.30000000e+00 -1.72749841e-08  3.30000000e+00  1.49999995e+00  1.77169666e-06 
 1.18755993e-07  1.50000000e+00  3.30000000e+00  1.77317297e-08  3.30000000e+00  1.49999995e+00  1.59860711e-06 
 1.18855993e-07  1.50000000e+00  3.30000000e+00 -1.72721073e-08  3.30000000e+00  1.49999995e+00  1.77181997e-06 
 1.18955993e-07  1.50000000e+00  3.30000000e+00  1.77288635e-08  3.30000000e+00  1.49999995e+00  1.59848442e-06 
 1.19055993e-07  1.50000000e+00  3.30000000e+00 -1.72692545e-08  3.30000000e+00  1.49999995e+00  1.77194206e-06 
 1.19155993e-07  1.50000000e+00  3.30000000e+00  1.77259248e-08  3.30000000e+00  1.49999995e+00  1.59836293e-06 
 1.19255993e-07  1.50000000e+00  3.30000000e+00 -1.72662255e-08  3.30000000e+00  1.49999995e+00  1.77206294e-06 
 1.19355993e-07  1.50000000e+00  3.30000000e+00  1.77229264e-08  3.30000000e+00  1.49999995e+00  1.59824265e-06 
 1.19455993e-07  1.50000000e+00  3.30000000e+00 -1.72631861e-08  3.30000000e+00  1.49999995e+00  1.77218262e-06 
 1.19555993e-07  1.50000000e+00  3.30000000e+00  1.77198200e-08  3.30000000e+00  1.49999995e+00  1.59812357e-06 
 1.19655993e-07  1.50000000e+00  3.30000000e+00 -1.72601112e-08  3.30000000e+00  1.49999995e+00  1.77230111e-06 
 1.19755993e-07  1.50000000e+00  3.30000000e+00  1.77166690e-08  3.30000000e+00  1.49999995e+00  1.59800566e-06 
 1.19855993e-07  1.50000000e+00  3.30000000e+00 -1.72569425e-08  3.30000000e+00  1.49999995e+00  1.77241843e-06 
 1.19955993e-07  1.50000000e+00  3.30000000e+00  1.77135833e-08  3.30000000e+00  1.49999995e+00  1.59788893e-06 
 1.20055993e-07  1.50000000e+00  3.30000000e+00 -1.72537900e-08  3.30000000e+00  1.49999995e+00  1.77253457e-06 
 1.20155993e-07  1.50000000e+00  3.30000000e+00  1.77103240e-08  3.30000000e+00  1.49999995e+00  1.59777336e-06 
 1.20255993e-07  1.50000000e+00  3.30000000e+00 -1.72505304e-08  3.30000000e+00  1.49999995e+00  1.77264957e-06 
 1.20355993e-07  1.50000000e+00  3.30000000e+00  1.77070355e-08  3.30000000e+00  1.49999995e+00  1.59765895e-06 
 1.20455993e-07  1.50000000e+00  3.30000000e+00 -1.72471724e-08  3.30000000e+00  1.49999995e+00  1.77276341e-06 
 1.20555993e-07  1.50000000e+00  3.30000000e+00  1.77036535e-08  3.30000000e+00  1.49999995e+00  1.59754568e-06 
 1.20655993e-07  1.50000000e+00  3.30000000e+00 -1.72438222e-08  3.30000000e+00  1.49999995e+00  1.77287611e-06 
 1.20755993e-07  1.50000000e+00  3.30000000e+00  1.77003028e-08  3.30000000e+00  1.49999995e+00  1.59743354e-06 
 1.20855993e-07  1.50000000e+00  3.30000000e+00 -1.72403640e-08  3.30000000e+00  1.49999995e+00  1.77298769e-06 
 1.20955993e-07  1.50000000e+00  3.30000000e+00  1.76967909e-08  3.30000000e+00  1.49999995e+00  1.59732252e-06 
 1.21055993e-07  1.50000000e+00  3.30000000e+00 -1.72368715e-08  3.30000000e+00  1.49999995e+00  1.77309814e-06 
 1.21155993e-07  1.50000000e+00  3.30000000e+00  1.76933025e-08  3.30000000e+00  1.49999995e+00  1.59721262e-06 
 1.21255993e-07  1.50000000e+00  3.30000000e+00 -1.72333158e-08  3.30000000e+00  1.49999995e+00  1.77320749e-06 
 1.21355993e-07  1.50000000e+00  3.30000000e+00  1.76897065e-08  3.30000000e+00  1.49999995e+00  1.59710383e-06 
 1.21455993e-07  1.50000000e+00  3.30000000e+00 -1.72297608e-08  3.30000000e+00  1.49999995e+00  1.77331574e-06 
 1.21555993e-07  1.50000000e+00  3.30000000e+00  1.76860961e-08  3.30000000e+00  1.49999995e+00  1.59699613e-06 
 1.21655993e-07  1.50000000e+00  3.30000000e+00 -1.72260918e-08  3.30000000e+00  1.49999995e+00  1.77342290e-06 
 1.21755993e-07  1.50000000e+00  3.30000000e+00  1.76824620e-08  3.30000000e+00  1.49999995e+00  1.59688951e-06 
 1.21855993e-07  1.50000000e+00  3.30000000e+00 -1.72224386e-08  3.30000000e+00  1.49999995e+00  1.77352897e-06 
 1.21955993e-07  1.50000000e+00  3.30000000e+00  1.76787166e-08  3.30000000e+00  1.49999995e+00  1.59678397e-06 
 1.22055993e-07  1.50000000e+00  3.30000000e+00 -1.72186613e-08  3.30000000e+00  1.49999995e+00  1.77363397e-06 
 1.22155993e-07  1.50000000e+00  3.30000000e+00  1.76749638e-08  3.30000000e+00  1.49999995e+00  1.59667950e-06 
 1.22255993e-07  1.50000000e+00  3.30000000e+00 -1.72148689e-08  3.30000000e+00  1.49999995e+00  1.77373791e-06 
 1.22355993e-07  1.50000000e+00  3.30000000e+00  1.76711157e-08  3.30000000e+00  1.49999995e+00  1.59657609e-06 
 1.22455993e-07  1.50000000e+00  3.30000000e+00 -1.72110182e-08  3.30000000e+00  1.49999995e+00  1.77384080e-06 
 1.22555993e-07  1.50000000e+00  3.30000000e+00  1.76672386e-08  3.30000000e+00  1.49999995e+00  1.59647373e-06 
 1.22655993e-07  1.50000000e+00  3.30000000e+00 -1.72071106e-08  3.30000000e+00  1.49999995e+00  1.77394264e-06 
 1.22755993e-07  1.50000000e+00  3.30000000e+00  1.76633345e-08  3.30000000e+00  1.49999995e+00  1.59637241e-06 
 1.22855993e-07  1.50000000e+00  3.30000000e+00 -1.72031594e-08  3.30000000e+00  1.49999995e+00  1.77404344e-06 
 1.22955993e-07  1.50000000e+00  3.30000000e+00  1.76593674e-08  3.30000000e+00  1.49999995e+00  1.59627212e-06 
 1.23055993e-07  1.50000000e+00  3.30000000e+00 -1.71992156e-08  3.30000000e+00  1.49999995e+00  1.77414322e-06 
 1.23155993e-07  1.50000000e+00  3.30000000e+00  1.76553405e-08  3.30000000e+00  1.49999995e+00  1.59617286e-06 
 1.23255993e-07  1.50000000e+00  3.30000000e+00 -1.71951002e-08  3.30000000e+00  1.49999995e+00  1.77424197e-06 
 1.23355993e-07  1.50000000e+00  3.30000000e+00  1.76512567e-08  3.30000000e+00  1.49999995e+00  1.59607461e-06 
 1.23455993e-07  1.50000000e+00  3.30000000e+00 -1.71910192e-08  3.30000000e+00  1.49999995e+00  1.77433972e-06 
 1.23555993e-07  1.50000000e+00  3.30000000e+00  1.76471352e-08  3.30000000e+00  1.49999995e+00  1.59597737e-06 
 1.23655993e-07  1.50000000e+00  3.30000000e+00 -1.71868962e-08  3.30000000e+00  1.49999995e+00  1.77443646e-06 
 1.23755993e-07  1.50000000e+00  3.30000000e+00  1.76429644e-08  3.30000000e+00  1.49999995e+00  1.59588112e-06 
 1.23855993e-07  1.50000000e+00  3.30000000e+00 -1.71827080e-08  3.30000000e+00  1.49999995e+00  1.77453221e-06 
 1.23955993e-07  1.50000000e+00  3.30000000e+00  1.76387392e-08  3.30000000e+00  1.49999995e+00  1.59578586e-06 
 1.24055993e-07  1.50000000e+00  3.30000000e+00 -1.71784524e-08  3.30000000e+00  1.49999995e+00  1.77462698e-06 
 1.24155993e-07  1.50000000e+00  3.30000000e+00  1.76345047e-08  3.30000000e+00  1.49999995e+00  1.59569159e-06 
 1.24255993e-07  1.50000000e+00  3.30000000e+00 -1.71741787e-08  3.30000000e+00  1.49999995e+00  1.77472077e-06 
 1.24355993e-07  1.50000000e+00  3.30000000e+00  1.76301927e-08  3.30000000e+00  1.49999995e+00  1.59559828e-06 
 1.24455993e-07  1.50000000e+00  3.30000000e+00 -1.71698477e-08  3.30000000e+00  1.49999995e+00  1.77481358e-06 
 1.24555993e-07  1.50000000e+00  3.30000000e+00  1.76258291e-08  3.30000000e+00  1.49999995e+00  1.59550595e-06 
 1.24655993e-07  1.50000000e+00  3.30000000e+00 -1.71654296e-08  3.30000000e+00  1.49999995e+00  1.77490544e-06 
 1.24755993e-07  1.50000000e+00  3.30000000e+00  1.76214556e-08  3.30000000e+00  1.49999995e+00  1.59541457e-06 
 1.24855993e-07  1.50000000e+00  3.30000000e+00 -1.71610342e-08  3.30000000e+00  1.49999995e+00  1.77499635e-06 
 1.24955993e-07  1.50000000e+00  3.30000000e+00  1.76169344e-08  3.30000000e+00  1.49999995e+00  1.59532413e-06 
 1.25055993e-07  1.50000000e+00  3.30000000e+00 -1.71565935e-08  3.30000000e+00  1.49999995e+00  1.77508631e-06 
 1.25155993e-07  1.50000000e+00  3.30000000e+00  1.76125424e-08  3.30000000e+00  1.49999995e+00  1.59523464e-06 
 1.25255993e-07  1.50000000e+00  3.30000000e+00 -1.71520487e-08  3.30000000e+00  1.49999995e+00  1.77517534e-06 
 1.25355993e-07  1.50000000e+00  3.30000000e+00  1.76079489e-08  3.30000000e+00  1.49999995e+00  1.59514608e-06 
 1.25455993e-07  1.50000000e+00  3.30000000e+00 -1.71475339e-08  3.30000000e+00  1.49999995e+00  1.77526344e-06 
 1.25555993e-07  1.50000000e+00  3.30000000e+00  1.76034084e-08  3.30000000e+00  1.49999995e+00  1.59505844e-06 
 1.25655993e-07  1.50000000e+00  3.30000000e+00 -1.71428798e-08  3.30000000e+00  1.49999995e+00  1.77535061e-06 
 1.25755993e-07  1.50000000e+00  3.30000000e+00  1.75987595e-08  3.30000000e+00  1.49999995e+00  1.59497172e-06 
 1.25855993e-07  1.50000000e+00  3.30000000e+00 -1.71382429e-08  3.30000000e+00  1.49999995e+00  1.77543688e-06 
 1.25955993e-07  1.50000000e+00  3.30000000e+00  1.75940670e-08  3.30000000e+00  1.49999995e+00  1.59488591e-06 
 1.26055993e-07  1.50000000e+00  3.30000000e+00 -1.71335883e-08  3.30000000e+00  1.49999995e+00  1.77552224e-06 
 1.26155993e-07  1.50000000e+00  3.30000000e+00  1.75894117e-08  3.30000000e+00  1.49999995e+00  1.59480100e-06 
 1.26255993e-07  1.50000000e+00  3.30000000e+00 -1.71288469e-08  3.30000000e+00  1.49999995e+00  1.77560670e-06 
 1.26355993e-07  1.50000000e+00  3.30000000e+00  1.75846985e-08  3.30000000e+00  1.49999995e+00  1.59471699e-06 
 1.26455993e-07  1.50000000e+00  3.30000000e+00 -1.71241462e-08  3.30000000e+00  1.49999995e+00  1.77569027e-06 
 1.26555993e-07  1.50000000e+00  3.30000000e+00  1.75798536e-08  3.30000000e+00  1.49999995e+00  1.59463386e-06 
 1.26655993e-07  1.50000000e+00  3.30000000e+00 -1.71192571e-08  3.30000000e+00  1.49999995e+00  1.77577296e-06 
 1.26755993e-07  1.50000000e+00  3.30000000e+00  1.75750259e-08  3.30000000e+00  1.49999995e+00  1.59455161e-06 
 1.26855993e-07  1.50000000e+00  3.30000000e+00 -1.71144064e-08  3.30000000e+00  1.49999995e+00  1.77585477e-06 
 1.26955993e-07  1.50000000e+00  3.30000000e+00  1.75701254e-08  3.30000000e+00  1.49999995e+00  1.59447023e-06 
 1.27055993e-07  1.50000000e+00  3.30000000e+00 -1.71095264e-08  3.30000000e+00  1.49999995e+00  1.77593572e-06 
 1.27155993e-07  1.50000000e+00  3.30000000e+00  1.75652417e-08  3.30000000e+00  1.49999995e+00  1.59438971e-06 
 1.27255993e-07  1.50000000e+00  3.30000000e+00 -1.71045549e-08  3.30000000e+00  1.49999995e+00  1.77601580e-06 
 1.27355993e-07  1.50000000e+00  3.30000000e+00  1.75602833e-08  3.30000000e+00  1.49999995e+00  1.59431006e-06 
 1.27455993e-07  1.50000000e+00  3.30000000e+00 -1.70996701e-08  3.30000000e+00  1.49999995e+00  1.77609503e-06 
 1.27555993e-07  1.50000000e+00  3.30000000e+00  1.75553289e-08  3.30000000e+00  1.49999995e+00  1.59423125e-06 
 1.27655993e-07  1.50000000e+00  3.30000000e+00 -1.70946068e-08  3.30000000e+00  1.49999995e+00  1.77617342e-06 
 1.27755993e-07  1.50000000e+00  3.30000000e+00  1.75502467e-08  3.30000000e+00  1.49999995e+00  1.59415328e-06 
 1.27855993e-07  1.50000000e+00  3.30000000e+00 -1.70895570e-08  3.30000000e+00  1.49999995e+00  1.77625097e-06 
 1.27955993e-07  1.50000000e+00  3.30000000e+00  1.75452015e-08  3.30000000e+00  1.49999995e+00  1.59407615e-06 
 1.28055993e-07  1.50000000e+00  3.30000000e+00 -1.70844870e-08  3.30000000e+00  1.49999995e+00  1.77632768e-06 
 1.28155993e-07  1.50000000e+00  3.30000000e+00  1.75400942e-08  3.30000000e+00  1.49999995e+00  1.59399985e-06 
 1.28255993e-07  1.50000000e+00  3.30000000e+00 -1.70793223e-08  3.30000000e+00  1.49999995e+00  1.77640357e-06 
 1.28355993e-07  1.50000000e+00  3.30000000e+00  1.75349307e-08  3.30000000e+00  1.49999995e+00  1.59392437e-06 
 1.28455993e-07  1.50000000e+00  3.30000000e+00 -1.70741717e-08  3.30000000e+00  1.49999995e+00  1.77647864e-06 
 1.28555993e-07  1.50000000e+00  3.30000000e+00  1.75297594e-08  3.30000000e+00  1.49999995e+00  1.59384970e-06 
 1.28655993e-07  1.50000000e+00  3.30000000e+00 -1.70689851e-08  3.30000000e+00  1.49999995e+00  1.77655290e-06 
 1.28755993e-07  1.50000000e+00  3.30000000e+00  1.75245403e-08  3.30000000e+00  1.49999995e+00  1.59377585e-06 
 1.28855993e-07  1.50000000e+00  3.30000000e+00 -1.70637504e-08  3.30000000e+00  1.49999995e+00  1.77662636e-06 
 1.28955993e-07  1.50000000e+00  3.30000000e+00  1.75193124e-08  3.30000000e+00  1.49999995e+00  1.59370279e-06 
 1.29055993e-07  1.50000000e+00  3.30000000e+00 -1.70584743e-08  3.30000000e+00  1.49999995e+00  1.77669902e-06 
 1.29155993e-07  1.50000000e+00  3.30000000e+00  1.75139781e-08  3.30000000e+00  1.49999995e+00  1.59363053e-06 
 1.29255993e-07  1.50000000e+00  3.30000000e+00 -1.70531579e-08  3.30000000e+00  1.49999995e+00  1.77677089e-06 
 1.29355993e-07  1.50000000e+00  3.30000000e+00  1.75086589e-08  3.30000000e+00  1.49999995e+00  1.59355905e-06 
 1.29455993e-07  1.50000000e+00  3.30000000e+00 -1.70477945e-08  3.30000000e+00  1.49999995e+00  1.77684197e-06 
 1.29555993e-07  1.50000000e+00  3.30000000e+00  1.75032966e-08  3.30000000e+00  1.49999995e+00  1.59348836e-06 
 1.29655993e-07  1.50000000e+00  3.30000000e+00 -1.70424237e-08  3.30000000e+00  1.49999995e+00  1.77691227e-06 
 1.29755993e-07  1.50000000e+00  3.30000000e+00  1.74978983e-08  3.30000000e+00  1.49999995e+00  1.59341844e-06 
 1.29855993e-07  1.50000000e+00  3.30000000e+00 -1.70370084e-08  3.30000000e+00  1.49999995e+00  1.77698181e-06 
 1.29955993e-07  1.50000000e+00  3.30000000e+00  1.74924307e-08  3.30000000e+00  1.49999995e+00  1.59334929e-06 
 1.30055993e-07  1.50000000e+00  3.30000000e+00 -1.70315440e-08  3.30000000e+00  1.49999995e+00  1.77705058e-06 
 1.30155993e-07  1.50000000e+00  3.30000000e+00  1.74870177e-08  3.30000000e+00  1.49999995e+00  1.59328090e-06 
 1.30255993e-07  1.50000000e+00  3.30000000e+00 -1.70260552e-08  3.30000000e+00  1.49999995e+00  1.77711859e-06 
 1.30355993e-07  1.50000000e+00  3.30000000e+00  1.74814648e-08  3.30000000e+00  1.49999995e+00  1.59321327e-06 
 1.30455993e-07  1.50000000e+00  3.30000000e+00 -1.70205549e-08  3.30000000e+00  1.49999995e+00  1.77718585e-06 
 1.30555993e-07  1.50000000e+00  3.30000000e+00  1.74759518e-08  3.30000000e+00  1.49999995e+00  1.59314638e-06 
 1.30655993e-07  1.50000000e+00  3.30000000e+00 -1.70149936e-08  3.30000000e+00  1.49999995e+00  1.77725236e-06 
 1.30755993e-07  1.50000000e+00  3.30000000e+00  1.74703864e-08  3.30000000e+00  1.49999995e+00  1.59308024e-06 
 1.30855993e-07  1.50000000e+00  3.30000000e+00 -1.70093781e-08  3.30000000e+00  1.49999995e+00  1.77731813e-06 
 1.30955993e-07  1.50000000e+00  3.30000000e+00  1.74647351e-08  3.30000000e+00  1.49999995e+00  1.59301484e-06 
 1.31055993e-07  1.50000000e+00  3.30000000e+00 -1.70037710e-08  3.30000000e+00  1.49999995e+00  1.77738317e-06 
 1.31155993e-07  1.50000000e+00  3.30000000e+00  1.74591337e-08  3.30000000e+00  1.49999995e+00  1.59295016e-06 
 1.31255993e-07  1.50000000e+00  3.30000000e+00 -1.69981444e-08  3.30000000e+00  1.49999995e+00  1.77744748e-06 
 1.31355993e-07  1.50000000e+00  3.30000000e+00  1.74534458e-08  3.30000000e+00  1.49999995e+00  1.59288621e-06 
 1.31455993e-07  1.50000000e+00  3.30000000e+00 -1.69924164e-08  3.30000000e+00  1.49999995e+00  1.77751107e-06 
 1.31555993e-07  1.50000000e+00  3.30000000e+00  1.74477589e-08  3.30000000e+00  1.49999995e+00  1.59282298e-06 
 1.31655993e-07  1.50000000e+00  3.30000000e+00 -1.69866937e-08  3.30000000e+00  1.49999995e+00  1.77757395e-06 
 1.31755993e-07  1.50000000e+00  3.30000000e+00  1.74419837e-08  3.30000000e+00  1.49999995e+00  1.59276046e-06 
 1.31855993e-07  1.50000000e+00  3.30000000e+00 -1.69809360e-08  3.30000000e+00  1.49999995e+00  1.77763612e-06 
 1.31955993e-07  1.50000000e+00  3.30000000e+00  1.74362262e-08  3.30000000e+00  1.49999995e+00  1.59269864e-06 
 1.32055993e-07  1.50000000e+00  3.30000000e+00 -1.69751940e-08  3.30000000e+00  1.49999995e+00  1.77769758e-06 
 1.32155993e-07  1.50000000e+00  3.30000000e+00  1.74304740e-08  3.30000000e+00  1.49999995e+00  1.59263753e-06 
 1.32255993e-07  1.50000000e+00  3.30000000e+00 -1.69693696e-08  3.30000000e+00  1.49999995e+00  1.77775835e-06 
 1.32355993e-07  1.50000000e+00  3.30000000e+00  1.74246618e-08  3.30000000e+00  1.49999995e+00  1.59257711e-06 
 1.32455993e-07  1.50000000e+00  3.30000000e+00 -1.69635468e-08  3.30000000e+00  1.49999995e+00  1.77781842e-06 
 1.32555993e-07  1.50000000e+00  3.30000000e+00  1.74187512e-08  3.30000000e+00  1.49999995e+00  1.59251738e-06 
 1.32655993e-07  1.50000000e+00  3.30000000e+00 -1.69576264e-08  3.30000000e+00  1.49999995e+00  1.77787781e-06 
 1.32755993e-07  1.50000000e+00  3.30000000e+00  1.74128442e-08  3.30000000e+00  1.49999995e+00  1.59245833e-06 
 1.32855993e-07  1.50000000e+00  3.30000000e+00 -1.69517217e-08  3.30000000e+00  1.49999995e+00  1.77793651e-06 
 1.32955993e-07  1.50000000e+00  3.30000000e+00  1.74069319e-08  3.30000000e+00  1.49999995e+00  1.59239997e-06 
 1.33055993e-07  1.50000000e+00  3.30000000e+00 -1.69458019e-08  3.30000000e+00  1.49999995e+00  1.77799455e-06 
 1.33155993e-07  1.50000000e+00  3.30000000e+00  1.74009988e-08  3.30000000e+00  1.49999995e+00  1.59234227e-06 
 1.33255993e-07  1.50000000e+00  3.30000000e+00 -1.69398179e-08  3.30000000e+00  1.49999995e+00  1.77805191e-06 
 1.33355993e-07  1.50000000e+00  3.30000000e+00  1.73949944e-08  3.30000000e+00  1.49999995e+00  1.59228524e-06 
 1.33455993e-07  1.50000000e+00  3.30000000e+00 -1.69338003e-08  3.30000000e+00  1.49999995e+00  1.77810861e-06 
 1.33555993e-07  1.50000000e+00  3.30000000e+00  1.73889916e-08  3.30000000e+00  1.49999995e+00  1.59222887e-06 
 1.33655993e-07  1.50000000e+00  3.30000000e+00 -1.69278118e-08  3.30000000e+00  1.49999995e+00  1.77816465e-06 
 1.33755993e-07  1.50000000e+00  3.30000000e+00  1.73829601e-08  3.30000000e+00  1.49999995e+00  1.59217315e-06 
 1.33855993e-07  1.50000000e+00  3.30000000e+00 -1.69217591e-08  3.30000000e+00  1.49999995e+00  1.77822004e-06 
 1.33955993e-07  1.50000000e+00  3.30000000e+00  1.73768922e-08  3.30000000e+00  1.49999995e+00  1.59211809e-06 
 1.34055993e-07  1.50000000e+00  3.30000000e+00 -1.69156814e-08  3.30000000e+00  1.49999995e+00  1.77827478e-06 
 1.34155993e-07  1.50000000e+00  3.30000000e+00  1.73708021e-08  3.30000000e+00  1.49999995e+00  1.59206366e-06 
 1.34255993e-07  1.50000000e+00  3.30000000e+00 -1.69095617e-08  3.30000000e+00  1.49999995e+00  1.77832889e-06 
 1.34355993e-07  1.50000000e+00  3.30000000e+00  1.73646878e-08  3.30000000e+00  1.49999995e+00  1.59200988e-06 
 1.34455993e-07  1.50000000e+00  3.30000000e+00 -1.69034392e-08  3.30000000e+00  1.49999995e+00  1.77838235e-06 
 1.34555993e-07  1.50000000e+00  3.30000000e+00  1.73585164e-08  3.30000000e+00  1.49999995e+00  1.59195673e-06 
 1.34655993e-07  1.50000000e+00  3.30000000e+00 -1.68972487e-08  3.30000000e+00  1.49999995e+00  1.77843519e-06 
 1.34755993e-07  1.50000000e+00  3.30000000e+00  1.73523544e-08  3.30000000e+00  1.49999995e+00  1.59190421e-06 
 1.34855993e-07  1.50000000e+00  3.30000000e+00 -1.68910861e-08  3.30000000e+00  1.49999995e+00  1.77848739e-06 
 1.34955993e-07  1.50000000e+00  3.30000000e+00  1.73461239e-08  3.30000000e+00  1.49999995e+00  1.59185231e-06 
 1.35055993e-07  1.50000000e+00  3.30000000e+00 -1.68848317e-08  3.30000000e+00  1.49999995e+00  1.77853898e-06 
 1.35155993e-07  1.50000000e+00  3.30000000e+00  1.73399154e-08  3.30000000e+00  1.49999995e+00  1.59180104e-06 
 1.35255993e-07  1.50000000e+00  3.30000000e+00 -1.68786494e-08  3.30000000e+00  1.49999995e+00  1.77858995e-06 
 1.35355993e-07  1.50000000e+00  3.30000000e+00  1.73337087e-08  3.30000000e+00  1.49999995e+00  1.59175037e-06 
 1.35455993e-07  1.50000000e+00  3.30000000e+00 -1.68723208e-08  3.30000000e+00  1.49999995e+00  1.77864031e-06 
 1.35555993e-07  1.50000000e+00  3.30000000e+00  1.73273051e-08  3.30000000e+00  1.49999995e+00  1.59170031e-06 
 1.35655993e-07  1.50000000e+00  3.30000000e+00 -1.68659949e-08  3.30000000e+00  1.49999995e+00  1.77869007e-06 
 1.35755993e-07  1.50000000e+00  3.30000000e+00  1.73210399e-08  3.30000000e+00  1.49999995e+00  1.59165086e-06 
 1.35855993e-07  1.50000000e+00  3.30000000e+00 -1.68597215e-08  3.30000000e+00  1.49999995e+00  1.77873923e-06 
 1.35955993e-07  1.50000000e+00  3.30000000e+00  1.73147317e-08  3.30000000e+00  1.49999995e+00  1.59160200e-06 
 1.36055993e-07  1.50000000e+00  3.30000000e+00 -1.68533716e-08  3.30000000e+00  1.49999995e+00  1.77878779e-06 
 1.36155993e-07  1.50000000e+00  3.30000000e+00  1.73083613e-08  3.30000000e+00  1.49999995e+00  1.59155374e-06 
 1.36255993e-07  1.50000000e+00  3.30000000e+00 -1.68469881e-08  3.30000000e+00  1.49999995e+00  1.77883576e-06 
 1.36355993e-07  1.50000000e+00  3.30000000e+00  1.73019478e-08  3.30000000e+00  1.49999995e+00  1.59150606e-06 
 1.36455993e-07  1.50000000e+00  3.30000000e+00 -1.68405817e-08  3.30000000e+00  1.49999995e+00  1.77888314e-06 
 1.36555993e-07  1.50000000e+00  3.30000000e+00  1.72955762e-08  3.30000000e+00  1.49999995e+00  1.59145896e-06 
 1.36655993e-07  1.50000000e+00  3.30000000e+00 -1.68341910e-08  3.30000000e+00  1.49999995e+00  1.77892995e-06 
 1.36755993e-07  1.50000000e+00  3.30000000e+00  1.72891297e-08  3.30000000e+00  1.49999995e+00  1.59141245e-06 
 1.36855993e-07  1.50000000e+00  3.30000000e+00 -1.68277007e-08  3.30000000e+00  1.49999995e+00  1.77897617e-06 
 1.36955993e-07  1.50000000e+00  3.30000000e+00  1.72826845e-08  3.30000000e+00  1.49999995e+00  1.59136651e-06 
 1.37055993e-07  1.50000000e+00  3.30000000e+00 -1.68212765e-08  3.30000000e+00  1.49999995e+00  1.77902183e-06 
 1.37155993e-07  1.50000000e+00  3.30000000e+00  1.72761795e-08  3.30000000e+00  1.49999995e+00  1.59132113e-06 
 1.37255993e-07  1.50000000e+00  3.30000000e+00 -1.68147400e-08  3.30000000e+00  1.49999995e+00  1.77906692e-06 
 1.37355993e-07  1.50000000e+00  3.30000000e+00  1.72696283e-08  3.30000000e+00  1.49999995e+00  1.59127632e-06 
 1.37455993e-07  1.50000000e+00  3.30000000e+00 -1.68082054e-08  3.30000000e+00  1.49999995e+00  1.77911145e-06 
 1.37555993e-07  1.50000000e+00  3.30000000e+00  1.72631504e-08  3.30000000e+00  1.49999995e+00  1.59123208e-06 
 1.37655993e-07  1.50000000e+00  3.30000000e+00 -1.68017352e-08  3.30000000e+00  1.49999995e+00  1.77915542e-06 
 1.37755993e-07  1.50000000e+00  3.30000000e+00  1.72565457e-08  3.30000000e+00  1.49999995e+00  1.59118838e-06 
 1.37855993e-07  1.50000000e+00  3.30000000e+00 -1.67950532e-08  3.30000000e+00  1.49999995e+00  1.77919884e-06 
 1.37955993e-07  1.50000000e+00  3.30000000e+00  1.72499967e-08  3.30000000e+00  1.49999995e+00  1.59114524e-06 
 1.38055993e-07  1.50000000e+00  3.30000000e+00 -1.67885553e-08  3.30000000e+00  1.49999995e+00  1.77924171e-06 
 1.38155993e-07  1.50000000e+00  3.30000000e+00  1.72434245e-08  3.30000000e+00  1.49999995e+00  1.59110264e-06 
 1.38255993e-07  1.50000000e+00  3.30000000e+00 -1.67819488e-08  3.30000000e+00  1.49999995e+00  1.77928404e-06 
 1.38355993e-07  1.50000000e+00  3.30000000e+00  1.72367748e-08  3.30000000e+00  1.49999995e+00  1.59106058e-06 
 1.38455993e-07  1.50000000e+00  3.30000000e+00 -1.67752038e-08  3.30000000e+00  1.49999995e+00  1.77932583e-06 
 1.38555993e-07  1.50000000e+00  3.30000000e+00  1.72301074e-08  3.30000000e+00  1.49999995e+00  1.59101906e-06 
 1.38655993e-07  1.50000000e+00  3.30000000e+00 -1.67686484e-08  3.30000000e+00  1.49999995e+00  1.77936708e-06 
 1.38755993e-07  1.50000000e+00  3.30000000e+00  1.72234767e-08  3.30000000e+00  1.49999995e+00  1.59097807e-06 
 1.38855993e-07  1.50000000e+00  3.30000000e+00 -1.67619236e-08  3.30000000e+00  1.49999995e+00  1.77940780e-06 
 1.38955993e-07  1.50000000e+00  3.30000000e+00  1.72167175e-08  3.30000000e+00  1.49999995e+00  1.59093761e-06 
 1.39055993e-07  1.50000000e+00  3.30000000e+00 -1.67552143e-08  3.30000000e+00  1.49999995e+00  1.77944800e-06 
