 time            v(a_1V5)        v(b_3V3)        v(x1t)          v(a_3V3)        v(b_1V5)        v(x2t)         
 2.29788952e-07  0.00000000e+00  1.79963741e-06  3.29999805e+00  0.00000000e+00  7.92539092e-08  1.50000909e+00 
 2.29888952e-07  0.00000000e+00  1.67066518e-06  3.30000194e+00  0.00000000e+00  1.71345320e-07  1.49998994e+00 
 2.29988952e-07  0.00000000e+00  1.59781783e-06  3.29999805e+00  0.00000000e+00  7.98595234e-08  1.50000899e+00 
 2.30088952e-07  0.00000000e+00  1.48061644e-06  3.30000194e+00  0.00000000e+00  1.70743858e-07  1.49999004e+00 
 2.30188952e-07  0.00000000e+00  1.41880094e-06  3.29999806e+00  0.00000000e+00  8.04565514e-08  1.50000889e+00 
 2.30288952e-07  0.00000000e+00  1.31204347e-06  3.30000194e+00  0.00000000e+00  1.70150924e-07  1.49999014e+00 
 2.30388952e-07  0.00000000e+00  1.26001019e-06  3.29999806e+00  0.00000000e+00  8.10451174e-08  1.50000879e+00 
 2.30488952e-07  0.00000000e+00  1.16251967e-06  3.30000193e+00  0.00000000e+00  1.69566396e-07  1.49999024e+00 
 2.30588952e-07  0.00000000e+00  1.11916016e-06  3.29999806e+00  0.00000000e+00  8.16253434e-08  1.50000869e+00 
 2.30688952e-07  0.00000000e+00  1.02989259e-06  3.30000193e+00  0.00000000e+00  1.68990152e-07  1.49999034e+00 
 2.30788952e-07  0.00000000e+00  9.94223683e-07  3.29999806e+00  0.00000000e+00  8.21973480e-08  1.50000859e+00 
 2.30888952e-07  0.00000000e+00  9.12253037e-07  3.30000193e+00  0.00000000e+00  1.68422074e-07  1.49999044e+00 
 2.30988952e-07  0.00000000e+00  8.83402627e-07  3.29999807e+00  0.00000000e+00  8.27612507e-08  1.50000849e+00 
 2.31088952e-07  0.00000000e+00  8.07907507e-07  3.30000193e+00  0.00000000e+00  1.67862044e-07  1.49999054e+00 
 2.31188952e-07  0.00000000e+00  7.85102051e-07  3.29999807e+00  0.00000000e+00  8.33171670e-08  1.50000839e+00 
 2.31288952e-07  0.00000000e+00  7.15353868e-07  3.30000193e+00  0.00000000e+00  1.67309945e-07  1.49999063e+00 
 2.31388952e-07  0.00000000e+00  6.97907226e-07  3.29999807e+00  0.00000000e+00  8.38652118e-08  1.50000830e+00 
 2.31488952e-07  0.00000000e+00  6.33259714e-07  3.30000192e+00  0.00000000e+00  1.66765665e-07  1.49999072e+00 
 2.31588952e-07  0.00000000e+00  6.20563280e-07  3.29999807e+00  0.00000000e+00  8.44054985e-08  1.50000821e+00 
 2.31688952e-07  0.00000000e+00  5.60443192e-07  3.30000192e+00  0.00000000e+00  1.66229092e-07  1.49999082e+00 
 2.31788952e-07  0.00000000e+00  5.51957130e-07  3.29999808e+00  0.00000000e+00  8.49381371e-08  1.50000811e+00 
 2.31888952e-07  0.00000000e+00  4.95855992e-07  3.30000192e+00  0.00000000e+00  1.65700114e-07  1.49999091e+00 
 2.31988952e-07  0.00000000e+00  4.91101468e-07  3.29999808e+00  0.00000000e+00  8.54632382e-08  1.50000802e+00 
 2.32088952e-07  0.00000000e+00  4.38568253e-07  3.30000192e+00  0.00000000e+00  1.65178623e-07  1.49999100e+00 
 2.32188952e-07  0.00000000e+00  4.37120541e-07  3.29999808e+00  0.00000000e+00  8.59809091e-08  1.50000793e+00 
 2.32288952e-07  0.00000000e+00  3.87755185e-07  3.30000192e+00  0.00000000e+00  1.64664512e-07  1.49999109e+00 
 2.32388952e-07  0.00000000e+00  3.89237553e-07  3.29999808e+00  0.00000000e+00  8.64912577e-08  1.50000785e+00 
 2.32488952e-07  0.00000000e+00  3.42685193e-07  3.30000191e+00  0.00000000e+00  1.64157675e-07  1.49999117e+00 
 2.32588952e-07  0.00000000e+00  3.46763480e-07  3.29999809e+00  0.00000000e+00  8.69943865e-08  1.50000776e+00 
 2.32688952e-07  0.00000000e+00  3.02709345e-07  3.30000191e+00  0.00000000e+00  1.63658008e-07  1.49999126e+00 
 2.32788952e-07  0.00000000e+00  3.09087151e-07  3.29999809e+00  0.00000000e+00  8.74904000e-08  1.50000767e+00 
 2.32888952e-07  0.00000000e+00  2.67252036e-07  3.30000191e+00  0.00000000e+00  1.63165408e-07  1.49999135e+00 
 2.32988952e-07  0.00000000e+00  2.75666457e-07  3.29999809e+00  0.00000000e+00  8.79793999e-08  1.50000759e+00 
 2.33088952e-07  0.00000000e+00  2.35802700e-07  3.30000191e+00  0.00000000e+00  1.62679775e-07  1.49999143e+00 
 2.33188952e-07  0.00000000e+00  2.46020540e-07  3.29999809e+00  0.00000000e+00  8.84614860e-08  1.50000751e+00 
 2.33288952e-07  0.00000000e+00  2.07908463e-07  3.30000190e+00  0.00000000e+00  1.62201009e-07  1.49999151e+00 
 2.33388952e-07  0.00000000e+00  2.19722878e-07  3.29999809e+00  0.00000000e+00  8.89367571e-08  1.50000742e+00 
 2.33488952e-07  0.00000000e+00  1.83167618e-07  3.30000190e+00  0.00000000e+00  1.61729012e-07  1.49999159e+00 
 2.33588952e-07  0.00000000e+00  1.96395142e-07  3.29999810e+00  0.00000000e+00  8.94053112e-08  1.50000734e+00 
 2.33688952e-07  0.00000000e+00  1.61223855e-07  3.30000190e+00  0.00000000e+00  1.61263686e-07  1.49999168e+00 
 2.33788952e-07  0.00000000e+00  1.75701752e-07  3.29999810e+00  0.00000000e+00  8.98672431e-08  1.50000726e+00 
 2.33888952e-07  0.00000000e+00  1.41761119e-07  3.30000190e+00  0.00000000e+00  1.60804938e-07  1.49999175e+00 
 2.33988952e-07  0.00000000e+00  1.57345047e-07  3.29999810e+00  0.00000000e+00  9.03226477e-08  1.50000718e+00 
 2.34088952e-07  0.00000000e+00  1.24499069e-07  3.30000190e+00  0.00000000e+00  1.60352673e-07  1.49999183e+00 
 2.34188952e-07  0.00000000e+00  1.41060997e-07  3.29999810e+00  0.00000000e+00  9.07716180e-08  1.50000711e+00 
 2.34288952e-07  0.00000000e+00  1.09189042e-07  3.30000189e+00  0.00000000e+00  1.59906799e-07  1.49999191e+00 
 2.34388952e-07  0.00000000e+00  1.26615410e-07  3.29999811e+00  0.00000000e+00  9.12142455e-08  1.50000703e+00 
 2.34488952e-07  0.00000000e+00  9.56104703e-08  3.30000189e+00  0.00000000e+00  1.59467224e-07  1.49999199e+00 
 2.34588952e-07  0.00000000e+00  1.13800552e-07  3.29999811e+00  0.00000000e+00  9.16506215e-08  1.50000695e+00 
 2.34688952e-07  0.00000000e+00  8.35677091e-08  3.30000189e+00  0.00000000e+00  1.59033859e-07  1.49999206e+00 
 2.34788952e-07  0.00000000e+00  1.02432163e-07  3.29999811e+00  0.00000000e+00  9.20808336e-08  1.50000688e+00 
 2.34888952e-07  0.00000000e+00  7.28872216e-08  3.30000189e+00  0.00000000e+00  1.58606616e-07  1.49999214e+00 
 2.34988952e-07  0.00000000e+00  9.23468043e-08  3.29999811e+00  0.00000000e+00  9.25049703e-08  1.50000680e+00 
 2.35088952e-07  0.00000000e+00  6.34150770e-08  3.30000189e+00  0.00000000e+00  1.58185406e-07  1.49999221e+00 
 2.35188952e-07  0.00000000e+00  8.33995029e-08  3.29999811e+00  0.00000000e+00  9.29231183e-08  1.50000673e+00 
 2.35288952e-07  0.00000000e+00  5.50147408e-08  3.30000188e+00  0.00000000e+00  1.57770145e-07  1.49999228e+00 
 2.35388952e-07  0.00000000e+00  7.54616682e-08  3.29999812e+00  0.00000000e+00  9.33353622e-08  1.50000666e+00 
 2.35488952e-07  0.00000000e+00  4.75651030e-08  3.30000188e+00  0.00000000e+00  1.57360748e-07  1.49999235e+00 
 2.35588952e-07  0.00000000e+00  6.84192388e-08  3.29999812e+00  0.00000000e+00  9.37417866e-08  1.50000659e+00 
 2.35688952e-07  0.00000000e+00  4.09587405e-08  3.30000188e+00  0.00000000e+00  1.56957131e-07  1.49999242e+00 
 2.35788952e-07  0.00000000e+00  6.21710415e-08  3.29999812e+00  0.00000000e+00  9.41424736e-08  1.50000652e+00 
 2.35888952e-07  0.00000000e+00  3.51003669e-08  3.30000188e+00  0.00000000e+00  1.56559213e-07  1.49999249e+00 
 2.35988952e-07  0.00000000e+00  5.66273342e-08  3.29999812e+00  0.00000000e+00  9.45375052e-08  1.50000645e+00 
 2.36088952e-07  0.00000000e+00  2.99054631e-08  3.30000187e+00  0.00000000e+00  1.56166911e-07  1.49999256e+00 
 2.36188952e-07  0.00000000e+00  5.17085165e-08  3.29999813e+00  0.00000000e+00  9.49269618e-08  1.50000638e+00 
 2.36288952e-07  0.00000000e+00  2.52990592e-08  3.30000187e+00  0.00000000e+00  1.55780146e-07  1.49999263e+00 
 2.36388952e-07  0.00000000e+00  4.73439820e-08  3.29999813e+00  0.00000000e+00  9.53109215e-08  1.50000632e+00 
 2.36488952e-07  0.00000000e+00  2.12146575e-08  3.30000187e+00  0.00000000e+00  1.55398841e-07  1.49999269e+00 
 2.36588952e-07  0.00000000e+00  4.34711009e-08  3.29999813e+00  0.00000000e+00  9.56894643e-08  1.50000625e+00 
 2.36688952e-07  0.00000000e+00  1.75932740e-08  3.30000187e+00  0.00000000e+00  1.55022917e-07  1.49999276e+00 
 2.36788952e-07  0.00000000e+00  4.00343224e-08  3.29999813e+00  0.00000000e+00  9.60626655e-08  1.50000619e+00 
 2.36888952e-07  0.00000000e+00  1.43825894e-08  3.30000187e+00  0.00000000e+00  1.54652297e-07  1.49999282e+00 
 2.36988952e-07  0.00000000e+00  3.69843712e-08  3.29999813e+00  0.00000000e+00  9.64306018e-08  1.50000612e+00 
 2.37088952e-07  0.00000000e+00  1.15361956e-08  3.30000186e+00  0.00000000e+00  1.54286906e-07  1.49999289e+00 
 2.37188952e-07  0.00000000e+00  3.42775391e-08  3.29999814e+00  0.00000000e+00  9.67933475e-08  1.50000606e+00 
 2.37288952e-07  0.00000000e+00  9.01292767e-09  3.30000186e+00  0.00000000e+00  1.53926671e-07  1.49999295e+00 
 2.37388952e-07  0.00000000e+00  3.18750584e-08  3.29999814e+00  0.00000000e+00  9.71509764e-08  1.50000600e+00 
 2.37488952e-07  0.00000000e+00  6.77627490e-09  3.30000186e+00  0.00000000e+00  1.53571518e-07  1.49999301e+00 
 2.37588952e-07  0.00000000e+00  2.97425407e-08  3.29999814e+00  0.00000000e+00  9.75035605e-08  1.50000594e+00 
 2.37688952e-07  0.00000000e+00  4.79384823e-09  3.30000186e+00  0.00000000e+00  1.53221375e-07  1.49999307e+00 
 2.37788952e-07  0.00000000e+00  2.78494835e-08  3.29999814e+00  0.00000000e+00  9.78511724e-08  1.50000587e+00 
 2.37888952e-07  0.00000000e+00  3.03692186e-09  3.30000186e+00  0.00000000e+00  1.52876170e-07  1.49999313e+00 
 2.37988952e-07  0.00000000e+00  2.61688312e-08  3.29999814e+00  0.00000000e+00  9.81938816e-08  1.50000581e+00 
 2.38088952e-07  0.00000000e+00  1.48001298e-09  3.30000185e+00  0.00000000e+00  1.52535834e-07  1.49999319e+00 
 2.38188952e-07  0.00000000e+00  2.46765851e-08  3.29999815e+00  0.00000000e+00  9.85317582e-08  1.50000576e+00 
 2.38288952e-07  0.00000000e+00  1.00520665e-10  3.30000185e+00  0.00000000e+00  1.52200299e-07  1.49999325e+00 
 2.38388952e-07  0.00000000e+00  2.33514578e-08  3.29999815e+00  0.00000000e+00  9.88648708e-08  1.50000570e+00 
 2.38488952e-07  0.00000000e+00 -1.12160441e-09  3.30000185e+00  0.00000000e+00  1.51869494e-07  1.49999331e+00 
 2.38588952e-07  0.00000000e+00  2.21745680e-08  3.29999815e+00  0.00000000e+00  9.91932860e-08  1.50000564e+00 
 2.38688952e-07  0.00000000e+00 -2.20414581e-09  3.30000185e+00  0.00000000e+00  1.51543355e-07  1.49999336e+00 
 2.38788952e-07  0.00000000e+00  2.11291664e-08  3.29999815e+00  0.00000000e+00  9.95170716e-08  1.50000558e+00 
 2.38888952e-07  0.00000000e+00 -3.16287569e-09  3.30000184e+00  0.00000000e+00  1.51221815e-07  1.49999342e+00 
 2.38988952e-07  0.00000000e+00  2.02003986e-08  3.29999816e+00  0.00000000e+00  9.98362919e-08  1.50000553e+00 
 2.39088952e-07  0.00000000e+00 -4.01178649e-09  3.30000184e+00  0.00000000e+00  1.50904807e-07  1.49999348e+00 
 2.39188952e-07  0.00000000e+00  1.93750862e-08  3.29999816e+00  0.00000000e+00  1.00151013e-07  1.50000547e+00 
 2.39288952e-07  0.00000000e+00 -4.76328857e-09  3.30000184e+00  0.00000000e+00  1.50592269e-07  1.49999353e+00 
 2.39388952e-07  0.00000000e+00  1.86415420e-08  3.29999816e+00  0.00000000e+00  1.00461297e-07  1.50000542e+00 
 2.39488952e-07  0.00000000e+00 -5.42838926e-09  3.30000184e+00  0.00000000e+00  1.50284137e-07  1.49999358e+00 
 2.39588952e-07  0.00000000e+00  1.79893978e-08  3.29999816e+00  0.00000000e+00  1.00767208e-07  1.50000537e+00 
 2.39688952e-07  0.00000000e+00 -6.01685389e-09  3.30000184e+00  0.00000000e+00  1.49980349e-07  1.49999364e+00 
 2.39788952e-07  0.00000000e+00  1.74094575e-08  3.29999816e+00  0.00000000e+00  1.01068807e-07  1.50000531e+00 
 2.39888952e-07  0.00000000e+00 -6.53734248e-09  3.30000183e+00  0.00000000e+00  1.49680843e-07  1.49999369e+00 
 2.39988952e-07  0.00000000e+00  1.68935642e-08  3.29999817e+00  0.00000000e+00  1.01366156e-07  1.50000526e+00 
 2.40088952e-07  0.00000000e+00 -6.99753775e-09  3.30000183e+00  0.00000000e+00  1.49385559e-07  1.49999374e+00 
 2.40188952e-07  0.00000000e+00  1.64344830e-08  3.29999817e+00  0.00000000e+00  1.01659314e-07  1.50000521e+00 
 2.40288952e-07  0.00000000e+00 -7.40425441e-09  3.30000183e+00  0.00000000e+00  1.49094435e-07  1.49999379e+00 
 2.40388952e-07  0.00000000e+00  1.60257954e-08  3.29999817e+00  0.00000000e+00  1.01948341e-07  1.50000516e+00 
 2.40488952e-07  0.00000000e+00 -7.76353594e-09  3.30000183e+00  0.00000000e+00  1.48807415e-07  1.49999384e+00 
 2.40588952e-07  0.00000000e+00  1.56618091e-08  3.29999817e+00  0.00000000e+00  1.02233295e-07  1.50000511e+00 
 2.40688952e-07  0.00000000e+00 -8.08074467e-09  3.30000183e+00  0.00000000e+00  1.48524440e-07  1.49999389e+00 
 2.40788952e-07  0.00000000e+00  1.53374746e-08  3.29999817e+00  0.00000000e+00  1.02514234e-07  1.50000506e+00 
 2.40888952e-07  0.00000000e+00 -8.36063566e-09  3.30000182e+00  0.00000000e+00  1.48245452e-07  1.49999394e+00 
 2.40988952e-07  0.00000000e+00  1.50483136e-08  3.29999818e+00  0.00000000e+00  1.02791214e-07  1.50000501e+00 
 2.41088952e-07  0.00000000e+00 -8.60742686e-09  3.30000182e+00  0.00000000e+00  1.47970396e-07  1.49999399e+00 
 2.41188952e-07  0.00000000e+00  1.47903525e-08  3.29999818e+00  0.00000000e+00  1.03064293e-07  1.50000496e+00 
 2.41288952e-07  0.00000000e+00 -8.82486021e-09  3.30000182e+00  0.00000000e+00  1.47699215e-07  1.49999404e+00 
 2.41388952e-07  0.00000000e+00  1.45600683e-08  3.29999818e+00  0.00000000e+00  1.03333524e-07  1.50000492e+00 
 2.41488952e-07  0.00000000e+00 -9.01625426e-09  3.30000182e+00  0.00000000e+00  1.47431855e-07  1.49999408e+00 
 2.41588952e-07  0.00000000e+00  1.43543343e-08  3.29999818e+00  0.00000000e+00  1.03598962e-07  1.50000487e+00 
 2.41688952e-07  0.00000000e+00 -9.18455351e-09  3.30000182e+00  0.00000000e+00  1.47168262e-07  1.49999413e+00 
 2.41788952e-07  0.00000000e+00  1.41703788e-08  3.29999818e+00  0.00000000e+00  1.03860661e-07  1.50000482e+00 
 2.41888952e-07  0.00000000e+00 -9.33236840e-09  3.30000181e+00  0.00000000e+00  1.46908382e-07  1.49999418e+00 
 2.41988952e-07  0.00000000e+00  1.40057421e-08  3.29999819e+00  0.00000000e+00  1.04118674e-07  1.50000478e+00 
 2.42088952e-07  0.00000000e+00 -9.46201500e-09  3.30000181e+00  0.00000000e+00  1.46652163e-07  1.49999422e+00 
 2.42188952e-07  0.00000000e+00  1.38582434e-08  3.29999819e+00  0.00000000e+00  1.04373052e-07  1.50000473e+00 
 2.42288952e-07  0.00000000e+00 -9.57554801e-09  3.30000181e+00  0.00000000e+00  1.46399554e-07  1.49999426e+00 
 2.42388952e-07  0.00000000e+00  1.37259474e-08  3.29999819e+00  0.00000000e+00  1.04623848e-07  1.50000469e+00 
 2.42488952e-07  0.00000000e+00 -9.67479002e-09  3.30000181e+00  0.00000000e+00  1.46150503e-07  1.49999431e+00 
 2.42588952e-07  0.00000000e+00  1.36071376e-08  3.29999819e+00  0.00000000e+00  1.04871110e-07  1.50000465e+00 
 2.42688952e-07  0.00000000e+00 -9.76135690e-09  3.30000180e+00  0.00000000e+00  1.45904960e-07  1.49999435e+00 
 2.42788952e-07  0.00000000e+00  1.35002924e-08  3.29999819e+00  0.00000000e+00  1.05114892e-07  1.50000460e+00 
 2.42888952e-07  0.00000000e+00 -9.83668250e-09  3.30000180e+00  0.00000000e+00  1.45662876e-07  1.49999439e+00 
 2.42988952e-07  0.00000000e+00  1.34040605e-08  3.29999820e+00  0.00000000e+00  1.05355239e-07  1.50000456e+00 
 2.43088952e-07  0.00000000e+00 -9.90203872e-09  3.30000180e+00  0.00000000e+00  1.45424201e-07  1.49999444e+00 
 2.43188952e-07  0.00000000e+00  1.33172453e-08  3.29999820e+00  0.00000000e+00  1.05592202e-07  1.50000452e+00 
 2.43288952e-07  0.00000000e+00 -9.95855316e-09  3.30000180e+00  0.00000000e+00  1.45188887e-07  1.49999448e+00 
 2.43388952e-07  0.00000000e+00  1.32387840e-08  3.29999820e+00  0.00000000e+00  1.05825827e-07  1.50000448e+00 
 2.43488952e-07  0.00000000e+00 -1.00072270e-08  3.30000180e+00  0.00000000e+00  1.44956889e-07  1.49999452e+00 
 2.43588952e-07  0.00000000e+00  1.31677331e-08  3.29999820e+00  0.00000000e+00  1.06056163e-07  1.50000444e+00 
 2.43688952e-07  0.00000000e+00 -1.00489477e-08  3.30000179e+00  0.00000000e+00  1.44728156e-07  1.49999456e+00 
 2.43788952e-07  0.00000000e+00  1.31032584e-08  3.29999821e+00  0.00000000e+00  1.06283256e-07  1.50000440e+00 
 2.43888952e-07  0.00000000e+00 -1.00845021e-08  3.30000179e+00  0.00000000e+00  1.44502645e-07  1.49999460e+00 
 2.43988952e-07  0.00000000e+00  1.30446174e-08  3.29999821e+00  0.00000000e+00  1.06507151e-07  1.50000436e+00 
 2.44088952e-07  0.00000000e+00 -1.01145887e-08  3.30000179e+00  0.00000000e+00  1.44280309e-07  1.49999464e+00 
 2.44188952e-07  0.00000000e+00  1.29911529e-08  3.29999821e+00  0.00000000e+00  1.06727894e-07  1.50000432e+00 
 2.44288952e-07  0.00000000e+00 -1.01398268e-08  3.30000179e+00  0.00000000e+00  1.44061104e-07  1.49999468e+00 
 2.44388952e-07  0.00000000e+00  1.29422813e-08  3.29999821e+00  0.00000000e+00  1.06945528e-07  1.50000428e+00 
 2.44488952e-07  0.00000000e+00 -1.01607659e-08  3.30000179e+00  0.00000000e+00  1.43844986e-07  1.49999471e+00 
 2.44588952e-07  0.00000000e+00  1.28974854e-08  3.29999821e+00  0.00000000e+00  1.07160099e-07  1.50000424e+00 
 2.44688952e-07  0.00000000e+00 -1.01778931e-08  3.30000178e+00  0.00000000e+00  1.43631910e-07  1.49999475e+00 
 2.44788952e-07  0.00000000e+00  1.28563062e-08  3.29999822e+00  0.00000000e+00  1.07371649e-07  1.50000421e+00 
 2.44888952e-07  0.00000000e+00 -1.01916409e-08  3.30000178e+00  0.00000000e+00  1.43421834e-07  1.49999479e+00 
 2.44988952e-07  0.00000000e+00  1.28183363e-08  3.29999822e+00  0.00000000e+00  1.07580221e-07  1.50000417e+00 
 2.45088952e-07  0.00000000e+00 -1.02023929e-08  3.30000178e+00  0.00000000e+00  1.43214716e-07  1.49999483e+00 
 2.45188952e-07  0.00000000e+00  1.27832149e-08  3.29999822e+00  0.00000000e+00  1.07785856e-07  1.50000413e+00 
 2.45288952e-07  0.00000000e+00 -1.02104882e-08  3.30000178e+00  0.00000000e+00  1.43010514e-07  1.49999486e+00 
 2.45388952e-07  0.00000000e+00  1.27506218e-08  3.29999822e+00  0.00000000e+00  1.07988597e-07  1.50000410e+00 
 2.45488952e-07  0.00000000e+00 -1.02162292e-08  3.30000178e+00  0.00000000e+00  1.42809187e-07  1.49999490e+00 
 2.45588952e-07  0.00000000e+00  1.27202725e-08  3.29999822e+00  0.00000000e+00  1.08188483e-07  1.50000406e+00 
 2.45688952e-07  0.00000000e+00 -1.02198839e-08  3.30000177e+00  0.00000000e+00  1.42610694e-07  1.49999493e+00 
 2.45788952e-07  0.00000000e+00  1.26919155e-08  3.29999823e+00  0.00000000e+00  1.08385557e-07  1.50000403e+00 
 2.45888952e-07  0.00000000e+00 -1.02216894e-08  3.30000177e+00  0.00000000e+00  1.42414995e-07  1.49999497e+00 
 2.45988952e-07  0.00000000e+00  1.26653260e-08  3.29999823e+00  0.00000000e+00  1.08579856e-07  1.50000399e+00 
 2.46088952e-07  0.00000000e+00 -1.02218550e-08  3.30000177e+00  0.00000000e+00  1.42222050e-07  1.49999500e+00 
 2.46188952e-07  0.00000000e+00  1.26403078e-08  3.29999823e+00  0.00000000e+00  1.08771421e-07  1.50000396e+00 
 2.46288952e-07  0.00000000e+00 -1.02205695e-08  3.30000177e+00  0.00000000e+00  1.42031822e-07  1.49999503e+00 
 2.46388952e-07  0.00000000e+00  1.26166830e-08  3.29999823e+00  0.00000000e+00  1.08960290e-07  1.50000393e+00 
 2.46488952e-07  0.00000000e+00 -1.02179961e-08  3.30000177e+00  0.00000000e+00  1.41844271e-07  1.49999507e+00 
 2.46588952e-07  0.00000000e+00  1.25942970e-08  3.29999823e+00  0.00000000e+00  1.09146500e-07  1.50000389e+00 
 2.46688952e-07  0.00000000e+00 -1.02142839e-08  3.30000176e+00  0.00000000e+00  1.41659360e-07  1.49999510e+00 
 2.46788952e-07  0.00000000e+00  1.25730111e-08  3.29999824e+00  0.00000000e+00  1.09330090e-07  1.50000386e+00 
 2.46888952e-07  0.00000000e+00 -1.02095621e-08  3.30000176e+00  0.00000000e+00  1.41477051e-07  1.49999513e+00 
 2.46988952e-07  0.00000000e+00  1.25527015e-08  3.29999824e+00  0.00000000e+00  1.09511096e-07  1.50000383e+00 
 2.47088952e-07  0.00000000e+00 -1.02039469e-08  3.30000176e+00  0.00000000e+00  1.41297308e-07  1.49999516e+00 
 2.47188952e-07  0.00000000e+00  1.25332607e-08  3.29999824e+00  0.00000000e+00  1.09689555e-07  1.50000380e+00 
 2.47288952e-07  0.00000000e+00 -1.01975400e-08  3.30000176e+00  0.00000000e+00  1.41120095e-07  1.49999520e+00 
 2.47388952e-07  0.00000000e+00  1.25145918e-08  3.29999824e+00  0.00000000e+00  1.09865502e-07  1.50000377e+00 
 2.47488952e-07  0.00000000e+00 -1.01904331e-08  3.30000176e+00  0.00000000e+00  1.40945376e-07  1.49999523e+00 
 2.47588952e-07  0.00000000e+00  1.24966085e-08  3.29999824e+00  0.00000000e+00  1.10038973e-07  1.50000374e+00 
 2.47688952e-07  0.00000000e+00 -1.01827065e-08  3.30000175e+00  0.00000000e+00  1.40773115e-07  1.49999526e+00 
 2.47788952e-07  0.00000000e+00  1.24792354e-08  3.29999825e+00  0.00000000e+00  1.10210004e-07  1.50000371e+00 
 2.47888952e-07  0.00000000e+00 -1.01744315e-08  3.30000175e+00  0.00000000e+00  1.40603279e-07  1.49999529e+00 
 2.47988952e-07  0.00000000e+00  1.24624049e-08  3.29999825e+00  0.00000000e+00  1.10378628e-07  1.50000368e+00 
 2.48088952e-07  0.00000000e+00 -1.01656725e-08  3.30000175e+00  0.00000000e+00  1.40435832e-07  1.49999532e+00 
 2.48188952e-07  0.00000000e+00  1.24460573e-08  3.29999825e+00  0.00000000e+00  1.10544879e-07  1.50000365e+00 
 2.48288952e-07  0.00000000e+00 -1.01564847e-08  3.30000175e+00  0.00000000e+00  1.40270742e-07  1.49999535e+00 
 2.48388952e-07  0.00000000e+00  1.24301393e-08  3.29999825e+00  0.00000000e+00  1.10708792e-07  1.50000362e+00 
 2.48488952e-07  0.00000000e+00 -1.01469185e-08  3.30000175e+00  0.00000000e+00  1.40107975e-07  1.49999537e+00 
 2.48588952e-07  0.00000000e+00  1.24146046e-08  3.29999825e+00  0.00000000e+00  1.10870397e-07  1.50000359e+00 
 2.48688952e-07  0.00000000e+00 -1.01370182e-08  3.30000174e+00  0.00000000e+00  1.39947497e-07  1.49999540e+00 
 2.48788952e-07  0.00000000e+00  1.23994112e-08  3.29999826e+00  0.00000000e+00  1.11029730e-07  1.50000356e+00 
 2.48888952e-07  0.00000000e+00 -1.01268230e-08  3.30000174e+00  0.00000000e+00  1.39789278e-07  1.49999543e+00 
 2.48988952e-07  0.00000000e+00  1.23845213e-08  3.29999826e+00  0.00000000e+00  1.11186820e-07  1.50000353e+00 
 2.49088952e-07  0.00000000e+00 -1.01163679e-08  3.30000174e+00  0.00000000e+00  1.39633285e-07  1.49999546e+00 
 2.49188952e-07  0.00000000e+00  1.23699027e-08  3.29999826e+00  0.00000000e+00  1.11341701e-07  1.50000350e+00 
 2.49288952e-07  0.00000000e+00 -1.01056838e-08  3.30000174e+00  0.00000000e+00  1.39479486e-07  1.49999549e+00 
 2.49388952e-07  0.00000000e+00  1.23555261e-08  3.29999826e+00  0.00000000e+00  1.11494404e-07  1.50000348e+00 
 2.49488952e-07  0.00000000e+00 -1.00947979e-08  3.30000174e+00  0.00000000e+00  1.39327851e-07  1.49999551e+00 
 2.49588952e-07  0.00000000e+00  1.23413660e-08  3.29999826e+00  0.00000000e+00  1.11644957e-07  1.50000345e+00 
 2.49688952e-07  0.00000000e+00 -1.00837346e-08  3.30000173e+00  0.00000000e+00  1.39178350e-07  1.49999554e+00 
 2.49788952e-07  0.00000000e+00  1.23273995e-08  3.29999827e+00  0.00000000e+00  1.11793393e-07  1.50000342e+00 
 2.49888952e-07  0.00000000e+00 -1.00725154e-08  3.30000173e+00  0.00000000e+00  1.39030951e-07  1.49999557e+00 
 2.49988952e-07  0.00000000e+00  1.23136058e-08  3.29999827e+00  0.00000000e+00  1.11939741e-07  1.50000340e+00 
 2.50088952e-07  0.00000000e+00 -1.00611597e-08  3.30000173e+00  0.00000000e+00  1.38885626e-07  1.49999559e+00 
 2.50188952e-07  0.00000000e+00  1.22999669e-08  3.29999827e+00  0.00000000e+00  1.12084030e-07  1.50000337e+00 
 2.50288952e-07  0.00000000e+00 -1.00496847e-08  3.30000173e+00  0.00000000e+00  1.38742346e-07  1.49999562e+00 
 2.50388952e-07  0.00000000e+00  1.22864672e-08  3.29999827e+00  0.00000000e+00  1.12226290e-07  1.50000335e+00 
 2.50488952e-07  0.00000000e+00 -1.00381044e-08  3.30000173e+00  0.00000000e+00  1.38601080e-07  1.49999564e+00 
 2.50588952e-07  0.00000000e+00  1.22730918e-08  3.29999827e+00  0.00000000e+00  1.12366549e-07  1.50000332e+00 
 2.50688952e-07  0.00000000e+00 -1.00264329e-08  3.30000172e+00  0.00000000e+00  1.38461802e-07  1.49999567e+00 
 2.50788952e-07  0.00000000e+00  1.22598296e-08  3.29999827e+00  0.00000000e+00  1.12504835e-07  1.50000330e+00 
 2.50888952e-07  0.00000000e+00 -1.00146817e-08  3.30000172e+00  0.00000000e+00  1.38324482e-07  1.49999569e+00 
 2.50988952e-07  0.00000000e+00  1.22466682e-08  3.29999828e+00  0.00000000e+00  1.12641177e-07  1.50000327e+00 
