 time            v(VDD)          v(Vbias)        v(bias_en)      v(Vsu)         
 2.53312500e-03  1.50000000e+00  1.29191274e-01  1.50000000e+00  1.93172194e-03 
 2.53337500e-03  1.50000000e+00  1.29189555e-01  1.50000000e+00  1.93183040e-03 
 2.53362500e-03  1.50000000e+00  1.29187839e-01  1.50000000e+00  1.93194573e-03 
 2.53387500e-03  1.50000000e+00  1.29186127e-01  1.50000000e+00  1.93205370e-03 
 2.53412500e-03  1.50000000e+00  1.29184419e-01  1.50000000e+00  1.93216845e-03 
 2.53437500e-03  1.50000000e+00  1.29182715e-01  1.50000000e+00  1.93227589e-03 
 2.53462500e-03  1.50000000e+00  1.29181015e-01  1.50000000e+00  1.93239025e-03 
 2.53487500e-03  1.50000000e+00  1.29179319e-01  1.50000000e+00  1.93249725e-03 
 2.53512500e-03  1.50000000e+00  1.29177627e-01  1.50000000e+00  1.93261112e-03 
 2.53537500e-03  1.50000000e+00  1.29175938e-01  1.50000000e+00  1.93271767e-03 
 2.53562500e-03  1.50000000e+00  1.29174254e-01  1.50000000e+00  1.93283099e-03 
 2.53587500e-03  1.50000000e+00  1.29172573e-01  1.50000000e+00  1.93293694e-03 
 2.53612500e-03  1.50000000e+00  1.29170896e-01  1.50000000e+00  1.93304969e-03 
 2.53637500e-03  1.50000000e+00  1.29169223e-01  1.50000000e+00  1.93315525e-03 
 2.53662500e-03  1.50000000e+00  1.29167554e-01  1.50000000e+00  1.93326765e-03 
 2.53687500e-03  1.50000000e+00  1.29165889e-01  1.50000000e+00  1.93337267e-03 
 2.53712500e-03  1.50000000e+00  1.29164227e-01  1.50000000e+00  1.93348448e-03 
 2.53737500e-03  1.50000000e+00  1.29162570e-01  1.50000000e+00  1.93358904e-03 
 2.53762500e-03  1.50000000e+00  1.29160915e-01  1.50000000e+00  1.93370035e-03 
 2.53787500e-03  1.50000000e+00  1.29159265e-01  1.50000000e+00  1.93380437e-03 
 2.53812500e-03  1.50000000e+00  1.29157619e-01  1.50000000e+00  1.93391522e-03 
 2.53837500e-03  1.50000000e+00  1.29155976e-01  1.50000000e+00  1.93401882e-03 
 2.53862500e-03  1.50000000e+00  1.29154337e-01  1.50000000e+00  1.93412920e-03 
 2.53887500e-03  1.50000000e+00  1.29152702e-01  1.50000000e+00  1.93423227e-03 
 2.53912500e-03  1.50000000e+00  1.29151070e-01  1.50000000e+00  1.93434213e-03 
 2.53937500e-03  1.50000000e+00  1.29149443e-01  1.50000000e+00  1.93444482e-03 
 2.53962500e-03  1.50000000e+00  1.29147818e-01  1.50000000e+00  1.93455422e-03 
 2.53987500e-03  1.50000000e+00  1.29146198e-01  1.50000000e+00  1.93465630e-03 
 2.54012500e-03  1.50000000e+00  1.29144581e-01  1.50000000e+00  1.93476514e-03 
 2.54037500e-03  1.50000000e+00  1.29142968e-01  1.50000000e+00  1.93486679e-03 
 2.54062500e-03  1.50000000e+00  1.29141359e-01  1.50000000e+00  1.93497518e-03 
 2.54087500e-03  1.50000000e+00  1.29139753e-01  1.50000000e+00  1.93507633e-03 
 2.54112500e-03  1.50000000e+00  1.29138151e-01  1.50000000e+00  1.93518425e-03 
 2.54137500e-03  1.50000000e+00  1.29136552e-01  1.50000000e+00  1.93528497e-03 
 2.54162500e-03  1.50000000e+00  1.29134957e-01  1.50000000e+00  1.93539239e-03 
 2.54187500e-03  1.50000000e+00  1.29133366e-01  1.50000000e+00  1.93549260e-03 
 2.54212500e-03  1.50000000e+00  1.29131779e-01  1.50000000e+00  1.93559957e-03 
 2.54237500e-03  1.50000000e+00  1.29130195e-01  1.50000000e+00  1.93569936e-03 
 2.54262500e-03  1.50000000e+00  1.29128614e-01  1.50000000e+00  1.93580593e-03 
 2.54287500e-03  1.50000000e+00  1.29127038e-01  1.50000000e+00  1.93590532e-03 
 2.54312500e-03  1.50000000e+00  1.29125465e-01  1.50000000e+00  1.93601136e-03 
 2.54337500e-03  1.50000000e+00  1.29123895e-01  1.50000000e+00  1.93611025e-03 
 2.54362500e-03  1.50000000e+00  1.29122329e-01  1.50000000e+00  1.93621581e-03 
 2.54387500e-03  1.50000000e+00  1.29120766e-01  1.50000000e+00  1.93631422e-03 
 2.54412500e-03  1.50000000e+00  1.29119207e-01  1.50000000e+00  1.93641933e-03 
 2.54437500e-03  1.50000000e+00  1.29117652e-01  1.50000000e+00  1.93651737e-03 
 2.54462500e-03  1.50000000e+00  1.29116100e-01  1.50000000e+00  1.93662208e-03 
 2.54487500e-03  1.50000000e+00  1.29114552e-01  1.50000000e+00  1.93671958e-03 
 2.54512500e-03  1.50000000e+00  1.29113007e-01  1.50000000e+00  1.93682375e-03 
 2.54537500e-03  1.50000000e+00  1.29111466e-01  1.50000000e+00  1.93692078e-03 
 2.54562500e-03  1.50000000e+00  1.29109928e-01  1.50000000e+00  1.93702452e-03 
 2.54587500e-03  1.50000000e+00  1.29108393e-01  1.50000000e+00  1.93712114e-03 
 2.54612500e-03  1.50000000e+00  1.29106862e-01  1.50000000e+00  1.93722443e-03 
 2.54637500e-03  1.50000000e+00  1.29105335e-01  1.50000000e+00  1.93732067e-03 
 2.54662500e-03  1.50000000e+00  1.29103811e-01  1.50000000e+00  1.93742354e-03 
 2.54687500e-03  1.50000000e+00  1.29102291e-01  1.50000000e+00  1.93751923e-03 
 2.54712500e-03  1.50000000e+00  1.29100773e-01  1.50000000e+00  1.93762153e-03 
 2.54737500e-03  1.50000000e+00  1.29099260e-01  1.50000000e+00  1.93771677e-03 
 2.54762500e-03  1.50000000e+00  1.29097749e-01  1.50000000e+00  1.93781866e-03 
 2.54787500e-03  1.50000000e+00  1.29096242e-01  1.50000000e+00  1.93791347e-03 
 2.54812500e-03  1.50000000e+00  1.29094738e-01  1.50000000e+00  1.93801492e-03 
 2.54837500e-03  1.50000000e+00  1.29093238e-01  1.50000000e+00  1.93810928e-03 
 2.54862500e-03  1.50000000e+00  1.29091742e-01  1.50000000e+00  1.93821033e-03 
 2.54887500e-03  1.50000000e+00  1.29090248e-01  1.50000000e+00  1.93830431e-03 
 2.54912500e-03  1.50000000e+00  1.29088758e-01  1.50000000e+00  1.93840492e-03 
 2.54937500e-03  1.50000000e+00  1.29087272e-01  1.50000000e+00  1.93849851e-03 
 2.54962500e-03  1.50000000e+00  1.29085789e-01  1.50000000e+00  1.93859866e-03 
 2.54987500e-03  1.50000000e+00  1.29084309e-01  1.50000000e+00  1.93869176e-03 
 2.55012500e-03  1.50000000e+00  1.29082832e-01  1.50000000e+00  1.93879149e-03 
 2.55037500e-03  1.50000000e+00  1.29081359e-01  1.50000000e+00  1.93888414e-03 
 2.55062500e-03  1.50000000e+00  1.29079890e-01  1.50000000e+00  1.93898335e-03 
 2.55087500e-03  1.50000000e+00  1.29078423e-01  1.50000000e+00  1.93907554e-03 
 2.55112500e-03  1.50000000e+00  1.29076960e-01  1.50000000e+00  1.93917436e-03 
 2.55137500e-03  1.50000000e+00  1.29075500e-01  1.50000000e+00  1.93926621e-03 
 2.55162500e-03  1.50000000e+00  1.29074043e-01  1.50000000e+00  1.93936464e-03 
 2.55187500e-03  1.50000000e+00  1.29072590e-01  1.50000000e+00  1.93945609e-03 
 2.55212500e-03  1.50000000e+00  1.29071140e-01  1.50000000e+00  1.93955412e-03 
 2.55237500e-03  1.50000000e+00  1.29069694e-01  1.50000000e+00  1.93964519e-03 
 2.55262500e-03  1.50000000e+00  1.29068250e-01  1.50000000e+00  1.93974281e-03 
 2.55287500e-03  1.50000000e+00  1.29066810e-01  1.50000000e+00  1.93983337e-03 
 2.55312500e-03  1.50000000e+00  1.29065374e-01  1.50000000e+00  1.93993056e-03 
 2.55337500e-03  1.50000000e+00  1.29063940e-01  1.50000000e+00  1.94002081e-03 
 2.55362500e-03  1.50000000e+00  1.29062510e-01  1.50000000e+00  1.94011756e-03 
 2.55387500e-03  1.50000000e+00  1.29061083e-01  1.50000000e+00  1.94020730e-03 
 2.55412500e-03  1.50000000e+00  1.29059659e-01  1.50000000e+00  1.94030359e-03 
 2.55437500e-03  1.50000000e+00  1.29058238e-01  1.50000000e+00  1.94039293e-03 
 2.55462500e-03  1.50000000e+00  1.29056821e-01  1.50000000e+00  1.94048888e-03 
 2.55487500e-03  1.50000000e+00  1.29055407e-01  1.50000000e+00  1.94057790e-03 
 2.55512500e-03  1.50000000e+00  1.29053996e-01  1.50000000e+00  1.94067342e-03 
 2.55537500e-03  1.50000000e+00  1.29052588e-01  1.50000000e+00  1.94076199e-03 
 2.55562500e-03  1.50000000e+00  1.29051183e-01  1.50000000e+00  1.94085704e-03 
 2.55587500e-03  1.50000000e+00  1.29049782e-01  1.50000000e+00  1.94094514e-03 
 2.55612500e-03  1.50000000e+00  1.29048384e-01  1.50000000e+00  1.94103979e-03 
 2.55637500e-03  1.50000000e+00  1.29046989e-01  1.50000000e+00  1.94112747e-03 
 2.55662500e-03  1.50000000e+00  1.29045596e-01  1.50000000e+00  1.94122170e-03 
 2.55687500e-03  1.50000000e+00  1.29044207e-01  1.50000000e+00  1.94130899e-03 
 2.55712500e-03  1.50000000e+00  1.29042821e-01  1.50000000e+00  1.94140279e-03 
 2.55737500e-03  1.50000000e+00  1.29041439e-01  1.50000000e+00  1.94148968e-03 
 2.55762500e-03  1.50000000e+00  1.29040059e-01  1.50000000e+00  1.94158305e-03 
 2.55787500e-03  1.50000000e+00  1.29038683e-01  1.50000000e+00  1.94166956e-03 
 2.55812500e-03  1.50000000e+00  1.29037309e-01  1.50000000e+00  1.94176252e-03 
 2.55837500e-03  1.50000000e+00  1.29035939e-01  1.50000000e+00  1.94184858e-03 
 2.55862500e-03  1.50000000e+00  1.29034572e-01  1.50000000e+00  1.94194118e-03 
 2.55887500e-03  1.50000000e+00  1.29033208e-01  1.50000000e+00  1.94202688e-03 
 2.55912500e-03  1.50000000e+00  1.29031847e-01  1.50000000e+00  1.94211904e-03 
 2.55937500e-03  1.50000000e+00  1.29030489e-01  1.50000000e+00  1.94220436e-03 
 2.55962500e-03  1.50000000e+00  1.29029134e-01  1.50000000e+00  1.94229615e-03 
 2.55987500e-03  1.50000000e+00  1.29027782e-01  1.50000000e+00  1.94238103e-03 
 2.56012500e-03  1.50000000e+00  1.29026433e-01  1.50000000e+00  1.94247236e-03 
 2.56037500e-03  1.50000000e+00  1.29025087e-01  1.50000000e+00  1.94255689e-03 
 2.56062500e-03  1.50000000e+00  1.29023744e-01  1.50000000e+00  1.94264792e-03 
 2.56087500e-03  1.50000000e+00  1.29022405e-01  1.50000000e+00  1.94273210e-03 
 2.56112500e-03  1.50000000e+00  1.29021068e-01  1.50000000e+00  1.94282273e-03 
 2.56137500e-03  1.50000000e+00  1.29019735e-01  1.50000000e+00  1.94290655e-03 
 2.56162500e-03  1.50000000e+00  1.29018404e-01  1.50000000e+00  1.94299686e-03 
 2.56187500e-03  1.50000000e+00  1.29017077e-01  1.50000000e+00  1.94308028e-03 
 2.56212500e-03  1.50000000e+00  1.29015752e-01  1.50000000e+00  1.94317006e-03 
 2.56237500e-03  1.50000000e+00  1.29014431e-01  1.50000000e+00  1.94325307e-03 
 2.56262500e-03  1.50000000e+00  1.29013113e-01  1.50000000e+00  1.94334251e-03 
 2.56287500e-03  1.50000000e+00  1.29011797e-01  1.50000000e+00  1.94342508e-03 
 2.56312500e-03  1.50000000e+00  1.29010485e-01  1.50000000e+00  1.94351409e-03 
 2.56337500e-03  1.50000000e+00  1.29009175e-01  1.50000000e+00  1.94359627e-03 
 2.56362500e-03  1.50000000e+00  1.29007868e-01  1.50000000e+00  1.94368488e-03 
 2.56387500e-03  1.50000000e+00  1.29006565e-01  1.50000000e+00  1.94376671e-03 
 2.56412500e-03  1.50000000e+00  1.29005264e-01  1.50000000e+00  1.94385495e-03 
 2.56437500e-03  1.50000000e+00  1.29003966e-01  1.50000000e+00  1.94393643e-03 
 2.56462500e-03  1.50000000e+00  1.29002672e-01  1.50000000e+00  1.94402435e-03 
 2.56487500e-03  1.50000000e+00  1.29001380e-01  1.50000000e+00  1.94410552e-03 
 2.56512500e-03  1.50000000e+00  1.29000092e-01  1.50000000e+00  1.94419307e-03 
 2.56537500e-03  1.50000000e+00  1.28998806e-01  1.50000000e+00  1.94427394e-03 
 2.56562500e-03  1.50000000e+00  1.28997524e-01  1.50000000e+00  1.94436120e-03 
 2.56587500e-03  1.50000000e+00  1.28996244e-01  1.50000000e+00  1.94444165e-03 
 2.56612500e-03  1.50000000e+00  1.28994968e-01  1.50000000e+00  1.94452846e-03 
 2.56637500e-03  1.50000000e+00  1.28993694e-01  1.50000000e+00  1.94460852e-03 
 2.56662500e-03  1.50000000e+00  1.28992423e-01  1.50000000e+00  1.94469503e-03 
 2.56687500e-03  1.50000000e+00  1.28991156e-01  1.50000000e+00  1.94477486e-03 
 2.56712500e-03  1.50000000e+00  1.28989891e-01  1.50000000e+00  1.94486105e-03 
 2.56737500e-03  1.50000000e+00  1.28988629e-01  1.50000000e+00  1.94494050e-03 
 2.56762500e-03  1.50000000e+00  1.28987370e-01  1.50000000e+00  1.94502624e-03 
 2.56787500e-03  1.50000000e+00  1.28986114e-01  1.50000000e+00  1.94510524e-03 
 2.56812500e-03  1.50000000e+00  1.28984861e-01  1.50000000e+00  1.94519063e-03 
 2.56837500e-03  1.50000000e+00  1.28983611e-01  1.50000000e+00  1.94526937e-03 
 2.56862500e-03  1.50000000e+00  1.28982364e-01  1.50000000e+00  1.94535451e-03 
 2.56887500e-03  1.50000000e+00  1.28981120e-01  1.50000000e+00  1.94543294e-03 
 2.56912500e-03  1.50000000e+00  1.28979879e-01  1.50000000e+00  1.94551763e-03 
 2.56937500e-03  1.50000000e+00  1.28978640e-01  1.50000000e+00  1.94559556e-03 
 2.56962500e-03  1.50000000e+00  1.28977404e-01  1.50000000e+00  1.94567983e-03 
 2.56987500e-03  1.50000000e+00  1.28976172e-01  1.50000000e+00  1.94575746e-03 
 2.57012500e-03  1.50000000e+00  1.28974941e-01  1.50000000e+00  1.94584134e-03 
 2.57037500e-03  1.50000000e+00  1.28973714e-01  1.50000000e+00  1.94591856e-03 
 2.57062500e-03  1.50000000e+00  1.28972490e-01  1.50000000e+00  1.94600212e-03 
 2.57087500e-03  1.50000000e+00  1.28971268e-01  1.50000000e+00  1.94607899e-03 
 2.57112500e-03  1.50000000e+00  1.28970050e-01  1.50000000e+00  1.94616214e-03 
 2.57137500e-03  1.50000000e+00  1.28968834e-01  1.50000000e+00  1.94623860e-03 
 2.57162500e-03  1.50000000e+00  1.28967620e-01  1.50000000e+00  1.94632139e-03 
 2.57187500e-03  1.50000000e+00  1.28966410e-01  1.50000000e+00  1.94639756e-03 
 2.57212500e-03  1.50000000e+00  1.28965203e-01  1.50000000e+00  1.94648003e-03 
 2.57237500e-03  1.50000000e+00  1.28963998e-01  1.50000000e+00  1.94655584e-03 
 2.57262500e-03  1.50000000e+00  1.28962796e-01  1.50000000e+00  1.94663795e-03 
 2.57287500e-03  1.50000000e+00  1.28961597e-01  1.50000000e+00  1.94671339e-03 
 2.57312500e-03  1.50000000e+00  1.28960400e-01  1.50000000e+00  1.94679511e-03 
 2.57337500e-03  1.50000000e+00  1.28959207e-01  1.50000000e+00  1.94687020e-03 
 2.57362500e-03  1.50000000e+00  1.28958016e-01  1.50000000e+00  1.94695150e-03 
 2.57387500e-03  1.50000000e+00  1.28956828e-01  1.50000000e+00  1.94702620e-03 
 2.57412500e-03  1.50000000e+00  1.28955642e-01  1.50000000e+00  1.94710723e-03 
 2.57437500e-03  1.50000000e+00  1.28954459e-01  1.50000000e+00  1.94718159e-03 
 2.57462500e-03  1.50000000e+00  1.28953279e-01  1.50000000e+00  1.94726224e-03 
 2.57487500e-03  1.50000000e+00  1.28952102e-01  1.50000000e+00  1.94733632e-03 
 2.57512500e-03  1.50000000e+00  1.28950928e-01  1.50000000e+00  1.94741663e-03 
 2.57537500e-03  1.50000000e+00  1.28949756e-01  1.50000000e+00  1.94749036e-03 
 2.57562500e-03  1.50000000e+00  1.28948587e-01  1.50000000e+00  1.94757028e-03 
 2.57587500e-03  1.50000000e+00  1.28947420e-01  1.50000000e+00  1.94764358e-03 
 2.57612500e-03  1.50000000e+00  1.28946256e-01  1.50000000e+00  1.94772312e-03 
 2.57637500e-03  1.50000000e+00  1.28945095e-01  1.50000000e+00  1.94779608e-03 
 2.57662500e-03  1.50000000e+00  1.28943936e-01  1.50000000e+00  1.94787525e-03 
 2.57687500e-03  1.50000000e+00  1.28942781e-01  1.50000000e+00  1.94794786e-03 
 2.57712500e-03  1.50000000e+00  1.28941627e-01  1.50000000e+00  1.94802675e-03 
 2.57737500e-03  1.50000000e+00  1.28940477e-01  1.50000000e+00  1.94809906e-03 
 2.57762500e-03  1.50000000e+00  1.28939329e-01  1.50000000e+00  1.94817758e-03 
 2.57787500e-03  1.50000000e+00  1.28938184e-01  1.50000000e+00  1.94824955e-03 
 2.57812500e-03  1.50000000e+00  1.28937041e-01  1.50000000e+00  1.94832766e-03 
 2.57837500e-03  1.50000000e+00  1.28935901e-01  1.50000000e+00  1.94839925e-03 
 2.57862500e-03  1.50000000e+00  1.28934764e-01  1.50000000e+00  1.94847709e-03 
 2.57887500e-03  1.50000000e+00  1.28933629e-01  1.50000000e+00  1.94854833e-03 
 2.57912500e-03  1.50000000e+00  1.28932497e-01  1.50000000e+00  1.94862578e-03 
 2.57937500e-03  1.50000000e+00  1.28931368e-01  1.50000000e+00  1.94869675e-03 
 2.57962500e-03  1.50000000e+00  1.28930241e-01  1.50000000e+00  1.94877392e-03 
 2.57987500e-03  1.50000000e+00  1.28929116e-01  1.50000000e+00  1.94884454e-03 
 2.58012500e-03  1.50000000e+00  1.28927994e-01  1.50000000e+00  1.94892130e-03 
 2.58037500e-03  1.50000000e+00  1.28926875e-01  1.50000000e+00  1.94899162e-03 
 2.58062500e-03  1.50000000e+00  1.28925758e-01  1.50000000e+00  1.94906811e-03 
 2.58087500e-03  1.50000000e+00  1.28924644e-01  1.50000000e+00  1.94913811e-03 
 2.58112500e-03  1.50000000e+00  1.28923533e-01  1.50000000e+00  1.94921428e-03 
 2.58137500e-03  1.50000000e+00  1.28922424e-01  1.50000000e+00  1.94928393e-03 
 2.58162500e-03  1.50000000e+00  1.28921318e-01  1.50000000e+00  1.94935974e-03 
 2.58187500e-03  1.50000000e+00  1.28920214e-01  1.50000000e+00  1.94942906e-03 
 2.58212500e-03  1.50000000e+00  1.28919113e-01  1.50000000e+00  1.94950447e-03 
 2.58237500e-03  1.50000000e+00  1.28918014e-01  1.50000000e+00  1.94957342e-03 
 2.58262500e-03  1.50000000e+00  1.28916918e-01  1.50000000e+00  1.94964854e-03 
 2.58287500e-03  1.50000000e+00  1.28915824e-01  1.50000000e+00  1.94971715e-03 
 2.58312500e-03  1.50000000e+00  1.28914733e-01  1.50000000e+00  1.94979194e-03 
 2.58337500e-03  1.50000000e+00  1.28913644e-01  1.50000000e+00  1.94986028e-03 
 2.58362500e-03  1.50000000e+00  1.28912558e-01  1.50000000e+00  1.94993473e-03 
 2.58387500e-03  1.50000000e+00  1.28911474e-01  1.50000000e+00  1.95000269e-03 
 2.58412500e-03  1.50000000e+00  1.28910393e-01  1.50000000e+00  1.95007673e-03 
 2.58437500e-03  1.50000000e+00  1.28909314e-01  1.50000000e+00  1.95014439e-03 
 2.58462500e-03  1.50000000e+00  1.28908237e-01  1.50000000e+00  1.95021821e-03 
 2.58487500e-03  1.50000000e+00  1.28907164e-01  1.50000000e+00  1.95028554e-03 
 2.58512500e-03  1.50000000e+00  1.28906092e-01  1.50000000e+00  1.95035898e-03 
 2.58537500e-03  1.50000000e+00  1.28905023e-01  1.50000000e+00  1.95042602e-03 
 2.58562500e-03  1.50000000e+00  1.28903957e-01  1.50000000e+00  1.95049915e-03 
 2.58587500e-03  1.50000000e+00  1.28902893e-01  1.50000000e+00  1.95056588e-03 
 2.58612500e-03  1.50000000e+00  1.28901831e-01  1.50000000e+00  1.95063864e-03 
 2.58637500e-03  1.50000000e+00  1.28900772e-01  1.50000000e+00  1.95070502e-03 
 2.58662500e-03  1.50000000e+00  1.28899715e-01  1.50000000e+00  1.95077758e-03 
 2.58687500e-03  1.50000000e+00  1.28898661e-01  1.50000000e+00  1.95084375e-03 
 2.58712500e-03  1.50000000e+00  1.28897609e-01  1.50000000e+00  1.95091596e-03 
 2.58737500e-03  1.50000000e+00  1.28896559e-01  1.50000000e+00  1.95098176e-03 
 2.58762500e-03  1.50000000e+00  1.28895512e-01  1.50000000e+00  1.95105367e-03 
 2.58787500e-03  1.50000000e+00  1.28894468e-01  1.50000000e+00  1.95111919e-03 
 2.58812500e-03  1.50000000e+00  1.28893426e-01  1.50000000e+00  1.95119075e-03 
 2.58837500e-03  1.50000000e+00  1.28892386e-01  1.50000000e+00  1.95125590e-03 
 2.58862500e-03  1.50000000e+00  1.28891348e-01  1.50000000e+00  1.95132708e-03 
 2.58887500e-03  1.50000000e+00  1.28890313e-01  1.50000000e+00  1.95139191e-03 
 2.58912500e-03  1.50000000e+00  1.28889280e-01  1.50000000e+00  1.95146280e-03 
 2.58937500e-03  1.50000000e+00  1.28888250e-01  1.50000000e+00  1.95152736e-03 
 2.58962500e-03  1.50000000e+00  1.28887221e-01  1.50000000e+00  1.95159798e-03 
 2.58987500e-03  1.50000000e+00  1.28886196e-01  1.50000000e+00  1.95166222e-03 
 2.59012500e-03  1.50000000e+00  1.28885172e-01  1.50000000e+00  1.95173248e-03 
 2.59037500e-03  1.50000000e+00  1.28884151e-01  1.50000000e+00  1.95179640e-03 
 2.59062500e-03  1.50000000e+00  1.28883132e-01  1.50000000e+00  1.95186634e-03 
 2.59087500e-03  1.50000000e+00  1.28882116e-01  1.50000000e+00  1.95192998e-03 
 2.59112500e-03  1.50000000e+00  1.28881102e-01  1.50000000e+00  1.95199971e-03 
 2.59137500e-03  1.50000000e+00  1.28880090e-01  1.50000000e+00  1.95206311e-03 
 2.59162500e-03  1.50000000e+00  1.28879081e-01  1.50000000e+00  1.95213251e-03 
 2.59187500e-03  1.50000000e+00  1.28878074e-01  1.50000000e+00  1.95219559e-03 
 2.59212500e-03  1.50000000e+00  1.28877069e-01  1.50000000e+00  1.95226467e-03 
 2.59237500e-03  1.50000000e+00  1.28876067e-01  1.50000000e+00  1.95232745e-03 
 2.59262500e-03  1.50000000e+00  1.28875066e-01  1.50000000e+00  1.95239623e-03 
 2.59287500e-03  1.50000000e+00  1.28874069e-01  1.50000000e+00  1.95245867e-03 
 2.59312500e-03  1.50000000e+00  1.28873073e-01  1.50000000e+00  1.95252711e-03 
 2.59337500e-03  1.50000000e+00  1.28872079e-01  1.50000000e+00  1.95258925e-03 
 2.59362500e-03  1.50000000e+00  1.28871088e-01  1.50000000e+00  1.95265741e-03 
 2.59387500e-03  1.50000000e+00  1.28870099e-01  1.50000000e+00  1.95271929e-03 
 2.59412500e-03  1.50000000e+00  1.28869112e-01  1.50000000e+00  1.95278713e-03 
 2.59437500e-03  1.50000000e+00  1.28868128e-01  1.50000000e+00  1.95284868e-03 
 2.59462500e-03  1.50000000e+00  1.28867145e-01  1.50000000e+00  1.95291624e-03 
 2.59487500e-03  1.50000000e+00  1.28866165e-01  1.50000000e+00  1.95297752e-03 
 2.59512500e-03  1.50000000e+00  1.28865188e-01  1.50000000e+00  1.95304477e-03 
 2.59537500e-03  1.50000000e+00  1.28864212e-01  1.50000000e+00  1.95310574e-03 
 2.59562500e-03  1.50000000e+00  1.28863238e-01  1.50000000e+00  1.95317264e-03 
 2.59587500e-03  1.50000000e+00  1.28862267e-01  1.50000000e+00  1.95323326e-03 
 2.59612500e-03  1.50000000e+00  1.28861298e-01  1.50000000e+00  1.95329988e-03 
 2.59637500e-03  1.50000000e+00  1.28860331e-01  1.50000000e+00  1.95336024e-03 
 2.59662500e-03  1.50000000e+00  1.28859367e-01  1.50000000e+00  1.95342654e-03 
 2.59687500e-03  1.50000000e+00  1.28858404e-01  1.50000000e+00  1.95348666e-03 
 2.59712500e-03  1.50000000e+00  1.28857444e-01  1.50000000e+00  1.95355277e-03 
 2.59737500e-03  1.50000000e+00  1.28856486e-01  1.50000000e+00  1.95361268e-03 
 2.59762500e-03  1.50000000e+00  1.28855530e-01  1.50000000e+00  1.95367851e-03 
 2.59787500e-03  1.50000000e+00  1.28854576e-01  1.50000000e+00  1.95373811e-03 
 2.59812500e-03  1.50000000e+00  1.28853625e-01  1.50000000e+00  1.95380365e-03 
 2.59837500e-03  1.50000000e+00  1.28852676e-01  1.50000000e+00  1.95386295e-03 
 2.59862500e-03  1.50000000e+00  1.28851728e-01  1.50000000e+00  1.95392818e-03 
 2.59887500e-03  1.50000000e+00  1.28850783e-01  1.50000000e+00  1.95398724e-03 
 2.59912500e-03  1.50000000e+00  1.28849840e-01  1.50000000e+00  1.95405215e-03 
 2.59937500e-03  1.50000000e+00  1.28848899e-01  1.50000000e+00  1.95411080e-03 
 2.59962500e-03  1.50000000e+00  1.28847960e-01  1.50000000e+00  1.95417537e-03 
 2.59987500e-03  1.50000000e+00  1.28847024e-01  1.50000000e+00  1.95423378e-03 
 2.60012500e-03  1.50000000e+00  1.28846089e-01  1.50000000e+00  1.95429813e-03 
 2.60037500e-03  1.50000000e+00  1.28845156e-01  1.50000000e+00  1.95435625e-03 
 2.60062500e-03  1.50000000e+00  1.28844226e-01  1.50000000e+00  1.95442029e-03 
 2.60087500e-03  1.50000000e+00  1.28843298e-01  1.50000000e+00  1.95447821e-03 
 2.60112500e-03  1.50000000e+00  1.28842372e-01  1.50000000e+00  1.95454204e-03 
 2.60137500e-03  1.50000000e+00  1.28841448e-01  1.50000000e+00  1.95459968e-03 
 2.60162500e-03  1.50000000e+00  1.28840526e-01  1.50000000e+00  1.95466317e-03 
 2.60187500e-03  1.50000000e+00  1.28839606e-01  1.50000000e+00  1.95472050e-03 
 2.60212500e-03  1.50000000e+00  1.28838688e-01  1.50000000e+00  1.95478374e-03 
 2.60237500e-03  1.50000000e+00  1.28837772e-01  1.50000000e+00  1.95484080e-03 
 2.60262500e-03  1.50000000e+00  1.28836858e-01  1.50000000e+00  1.95490371e-03 
 2.60287500e-03  1.50000000e+00  1.28835946e-01  1.50000000e+00  1.95496053e-03 
 2.60312500e-03  1.50000000e+00  1.28835037e-01  1.50000000e+00  1.95502319e-03 
 2.60337500e-03  1.50000000e+00  1.28834129e-01  1.50000000e+00  1.95507966e-03 
 2.60362500e-03  1.50000000e+00  1.28833223e-01  1.50000000e+00  1.95514200e-03 
 2.60387500e-03  1.50000000e+00  1.28832320e-01  1.50000000e+00  1.95519827e-03 
 2.60412500e-03  1.50000000e+00  1.28831418e-01  1.50000000e+00  1.95526037e-03 
 2.60437500e-03  1.50000000e+00  1.28830518e-01  1.50000000e+00  1.95531635e-03 
 2.60462500e-03  1.50000000e+00  1.28829621e-01  1.50000000e+00  1.95537820e-03 
 2.60487500e-03  1.50000000e+00  1.28828725e-01  1.50000000e+00  1.95543397e-03 
 2.60512500e-03  1.50000000e+00  1.28827832e-01  1.50000000e+00  1.95549558e-03 
 2.60537500e-03  1.50000000e+00  1.28826940e-01  1.50000000e+00  1.95555102e-03 
 2.60562500e-03  1.50000000e+00  1.28826051e-01  1.50000000e+00  1.95561229e-03 
 2.60587500e-03  1.50000000e+00  1.28825163e-01  1.50000000e+00  1.95566749e-03 
 2.60612500e-03  1.50000000e+00  1.28824278e-01  1.50000000e+00  1.95572856e-03 
 2.60637500e-03  1.50000000e+00  1.28823394e-01  1.50000000e+00  1.95578353e-03 
 2.60662500e-03  1.50000000e+00  1.28822513e-01  1.50000000e+00  1.95584431e-03 
 2.60687500e-03  1.50000000e+00  1.28821633e-01  1.50000000e+00  1.95589902e-03 
 2.60712500e-03  1.50000000e+00  1.28820755e-01  1.50000000e+00  1.95595956e-03 
