 time            v(vout_comp)    v(vinp)         v(vinn)        
 1.00020604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00021104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00021604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00022104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00022604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00023104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00023604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00024104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00024604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00025104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00025604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00026104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00026604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00027104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00027604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00028104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00028604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00029104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00029604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00030104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00030604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00031104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00031604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00032104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00032604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00033104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00033604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00034104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00034604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00035104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00035604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00036104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00036604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00037104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00037604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00038104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00038604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00039104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00039604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00040104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00040604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00041104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00041604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00042104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00042604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00043104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00043604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00044104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00044604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00045104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00045604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00046104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00046604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00047104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00047604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00048104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00048604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00049104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00049604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00050104e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
 1.00050604e-06  0.00000000e+00  1.50000000e+00  7.50000000e-01 
