 frequency       v(CMRR_dB)      v(CMRR_arg)    
 2.91975583e+05  8.11678341e+00 -2.02740132e+02 
 2.98708461e+05  7.92729954e+00 -2.02516220e+02 
 3.05596598e+05  7.74440109e+00 -2.02282476e+02 
 3.12643573e+05  7.56790569e+00 -2.02039764e+02 
 3.19853049e+05  7.39763567e+00 -2.01788911e+02 
 3.27228774e+05  7.23341742e+00 -2.01530708e+02 
 3.34774581e+05  7.07508091e+00 -2.01265912e+02 
 3.42494392e+05  6.92245926e+00 -2.00995246e+02 
 3.50392221e+05  6.77538878e+00 -2.00719400e+02 
 3.58472171e+05  6.63370827e+00 -2.00439034e+02 
 3.66738442e+05  6.49725915e+00 -2.00154775e+02 
 3.75195331e+05  6.36588540e+00 -1.99867222e+02 
 3.83847234e+05  6.23943342e+00 -1.99576940e+02 
 3.92698648e+05  6.11775206e+00 -1.99284468e+02 
 4.01754173e+05  6.00069259e+00 -1.98990315e+02 
 4.11018515e+05  5.88810879e+00 -1.98694962e+02 
 4.20496491e+05  5.77985692e+00 -1.98398860e+02 
 4.30193027e+05  5.67579581e+00 -1.98102436e+02 
 4.40113162e+05  5.57578694e+00 -1.97806090e+02 
 4.50262052e+05  5.47969443e+00 -1.97510194e+02 
 4.60644974e+05  5.38738516e+00 -1.97215099e+02 
 4.71267322e+05  5.29872883e+00 -1.96921128e+02 
 4.82134619e+05  5.21359797e+00 -1.96628583e+02 
 4.93252513e+05  5.13186801e+00 -1.96337744e+02 
 5.04626783e+05  5.05341733e+00 -1.96048868e+02 
 5.16263340e+05  4.97812730e+00 -1.95762192e+02 
 5.28168234e+05  4.90588229e+00 -1.95477933e+02 
 5.40347650e+05  4.83656969e+00 -1.95196290e+02 
 5.52807921e+05  4.77007997e+00 -1.94917442e+02 
 5.65555523e+05  4.70630662e+00 -1.94641553e+02 
 5.78597080e+05  4.64514618e+00 -1.94368770e+02 
 5.91939372e+05  4.58649823e+00 -1.94099224e+02 
 6.05589334e+05  4.53026543e+00 -1.93833032e+02 
 6.19554061e+05  4.47635337e+00 -1.93570299e+02 
 6.33840810e+05  4.42467066e+00 -1.93311113e+02 
 6.48457008e+05  4.37512882e+00 -1.93055555e+02 
 6.63410251e+05  4.32764229e+00 -1.92803689e+02 
 6.78708313e+05  4.28212838e+00 -1.92555574e+02 
 6.94359143e+05  4.23850720e+00 -1.92311254e+02 
 7.10370877e+05  4.19670160e+00 -1.92070769e+02 
 7.26751838e+05  4.15663717e+00 -1.91834145e+02 
 7.43510539e+05  4.11824211e+00 -1.91601404e+02 
 7.60655691e+05  4.08144723e+00 -1.91372558e+02 
 7.78196206e+05  4.04618587e+00 -1.91147615e+02 
 7.96141200e+05  4.01239381e+00 -1.90926574e+02 
 8.14500001e+05  3.98000922e+00 -1.90709429e+02 
 8.33282151e+05  3.94897262e+00 -1.90496169e+02 
 8.52497412e+05  3.91922678e+00 -1.90286778e+02 
 8.72155772e+05  3.89071666e+00 -1.90081235e+02 
 8.92267449e+05  3.86338937e+00 -1.89879516e+02 
 9.12842895e+05  3.83719406e+00 -1.89681591e+02 
 9.33892805e+05  3.81208190e+00 -1.89487429e+02 
 9.55428121e+05  3.78800597e+00 -1.89296995e+02 
 9.77460036e+05  3.76492124e+00 -1.89110251e+02 
 1.00000000e+06  3.74278446e+00 -1.88927156e+02 
 1.02305973e+06  3.72155415e+00 -1.88747668e+02 
 1.04665121e+06  3.70119049e+00 -1.88571741e+02 
 1.07078670e+06  3.68165529e+00 -1.88399330e+02 
 1.09547876e+06  3.66291195e+00 -1.88230385e+02 
 1.12074020e+06  3.64492534e+00 -1.88064858e+02 
 1.14658417e+06  3.62766183e+00 -1.87902697e+02 
 1.17302409e+06  3.61108915e+00 -1.87743851e+02 
 1.20007371e+06  3.59517641e+00 -1.87588265e+02 
 1.22774708e+06  3.57989401e+00 -1.87435887e+02 
 1.25605860e+06  3.56521362e+00 -1.87286662e+02 
 1.28502297e+06  3.55110811e+00 -1.87140534e+02 
 1.31465525e+06  3.53755152e+00 -1.86997448e+02 
 1.34497085e+06  3.52451900e+00 -1.86857348e+02 
 1.37598551e+06  3.51198679e+00 -1.86720177e+02 
 1.40771537e+06  3.49993219e+00 -1.86585880e+02 
 1.44017690e+06  3.48833349e+00 -1.86454400e+02 
 1.47338699e+06  3.47716994e+00 -1.86325679e+02 
 1.50736290e+06  3.46642174e+00 -1.86199663e+02 
 1.54212228e+06  3.45606999e+00 -1.86076293e+02 
 1.57768320e+06  3.44609664e+00 -1.85955515e+02 
 1.61406415e+06  3.43648451e+00 -1.85837272e+02 
 1.65128404e+06  3.42721720e+00 -1.85721508e+02 
 1.68936220e+06  3.41827909e+00 -1.85608169e+02 
 1.72831844e+06  3.40965533e+00 -1.85497199e+02 
 1.76817299e+06  3.40133178e+00 -1.85388545e+02 
 1.80894658e+06  3.39329501e+00 -1.85282152e+02 
 1.85066040e+06  3.38553223e+00 -1.85177967e+02 
 1.89333613e+06  3.37803134e+00 -1.85075939e+02 
 1.93699595e+06  3.37078083e+00 -1.84976014e+02 
 1.98166255e+06  3.36376982e+00 -1.84878144e+02 
 2.02735916e+06  3.35698797e+00 -1.84782276e+02 
 2.07410951e+06  3.35042552e+00 -1.84688362e+02 
 2.12193792e+06  3.34407324e+00 -1.84596355e+02 
 2.17086923e+06  3.33792239e+00 -1.84506205e+02 
 2.22092889e+06  3.33196474e+00 -1.84417868e+02 
 2.27214291e+06  3.32619250e+00 -1.84331297e+02 
 2.32453791e+06  3.32059836e+00 -1.84246449e+02 
 2.37814113e+06  3.31517538e+00 -1.84163280e+02 
 2.43298042e+06  3.30991708e+00 -1.84081749e+02 
 2.48908429e+06  3.30481732e+00 -1.84001814e+02 
 2.54648190e+06  3.29987033e+00 -1.83923436e+02 
 2.60520309e+06  3.29507068e+00 -1.83846576e+02 
 2.66527837e+06  3.29041328e+00 -1.83771198e+02 
 2.72673897e+06  3.28589330e+00 -1.83697265e+02 
 2.78961683e+06  3.28150623e+00 -1.83624743e+02 
 2.85394464e+06  3.27724780e+00 -1.83553598e+02 
 2.91975583e+06  3.27311398e+00 -1.83483798e+02 
 2.98708461e+06  3.26910099e+00 -1.83415312e+02 
 3.05596598e+06  3.26520523e+00 -1.83348110e+02 
 3.12643573e+06  3.26142331e+00 -1.83282163e+02 
 3.19853049e+06  3.25775200e+00 -1.83217444e+02 
 3.27228774e+06  3.25418825e+00 -1.83153926e+02 
 3.34774581e+06  3.25072912e+00 -1.83091585e+02 
 3.42494392e+06  3.24737184e+00 -1.83030395e+02 
 3.50392221e+06  3.24411374e+00 -1.82970334e+02 
 3.58472171e+06  3.24095224e+00 -1.82911380e+02 
 3.66738442e+06  3.23788487e+00 -1.82853511e+02 
 3.75195331e+06  3.23490925e+00 -1.82796706e+02 
 3.83847234e+06  3.23202305e+00 -1.82740947e+02 
 3.92698648e+06  3.22922403e+00 -1.82686214e+02 
 4.01754173e+06  3.22650999e+00 -1.82632489e+02 
 4.11018515e+06  3.22387877e+00 -1.82579756e+02 
 4.20496491e+06  3.22132829e+00 -1.82527996e+02 
 4.30193027e+06  3.21885648e+00 -1.82477195e+02 
 4.40113162e+06  3.21646129e+00 -1.82427336e+02 
 4.50262052e+06  3.21414074e+00 -1.82378404e+02 
 4.60644974e+06  3.21189285e+00 -1.82330385e+02 
 4.71267322e+06  3.20971567e+00 -1.82283263e+02 
 4.82134619e+06  3.20760728e+00 -1.82237026e+02 
 4.93252513e+06  3.20556578e+00 -1.82191660e+02 
 5.04626783e+06  3.20358927e+00 -1.82147150e+02 
 5.16263340e+06  3.20167591e+00 -1.82103484e+02 
 5.28168234e+06  3.19982385e+00 -1.82060650e+02 
 5.40347650e+06  3.19803129e+00 -1.82018633e+02 
 5.52807921e+06  3.19629642e+00 -1.81977422e+02 
 5.65555523e+06  3.19461749e+00 -1.81937003e+02 
 5.78597080e+06  3.19299275e+00 -1.81897365e+02 
 5.91939372e+06  3.19142049e+00 -1.81858496e+02 
 6.05589334e+06  3.18989902e+00 -1.81820382e+02 
 6.19554061e+06  3.18842669e+00 -1.81783013e+02 
 6.33840810e+06  3.18700189e+00 -1.81746375e+02 
 6.48457008e+06  3.18562301e+00 -1.81710456e+02 
 6.63410251e+06  3.18428850e+00 -1.81675246e+02 
 6.78708313e+06  3.18299686e+00 -1.81640731e+02 
 6.94359143e+06  3.18174659e+00 -1.81606900e+02 
 7.10370877e+06  3.18053626e+00 -1.81573741e+02 
 7.26751838e+06  3.17936447e+00 -1.81541243e+02 
 7.43510539e+06  3.17822985e+00 -1.81509393e+02 
 7.60655691e+06  3.17713109e+00 -1.81478180e+02 
 7.78196206e+06  3.17606690e+00 -1.81447592e+02 
 7.96141200e+06  3.17503605e+00 -1.81417618e+02 
 8.14500001e+06  3.17403734e+00 -1.81388246e+02 
 8.33282151e+06  3.17306963e+00 -1.81359465e+02 
 8.52497412e+06  3.17213180e+00 -1.81331264e+02 
 8.72155772e+06  3.17122278e+00 -1.81303632e+02 
 8.92267449e+06  3.17034155e+00 -1.81276557e+02 
 9.12842895e+06  3.16948711e+00 -1.81250028e+02 
 9.33892805e+06  3.16865852e+00 -1.81224036e+02 
 9.55428121e+06  3.16785488e+00 -1.81198569e+02 
 9.77460036e+06  3.16707532e+00 -1.81173616e+02 
 1.00000000e+07  3.16631900e+00 -1.81149167e+02 
 1.02305973e+07  3.16558513e+00 -1.81125213e+02 
 1.04665121e+07  3.16487296e+00 -1.81101742e+02 
 1.07078670e+07  3.16418176e+00 -1.81078745e+02 
 1.09547876e+07  3.16351084e+00 -1.81056213e+02 
 1.12074020e+07  3.16285955e+00 -1.81034135e+02 
 1.14658417e+07  3.16222726e+00 -1.81012502e+02 
 1.17302409e+07  3.16161337e+00 -1.80991305e+02 
 1.20007371e+07  3.16101733e+00 -1.80970535e+02 
 1.22774708e+07  3.16043858e+00 -1.80950182e+02 
 1.25605860e+07  3.15987663e+00 -1.80930239e+02 
 1.28502297e+07  3.15933097e+00 -1.80910697e+02 
 1.31465525e+07  3.15880116e+00 -1.80891547e+02 
 1.34497085e+07  3.15828674e+00 -1.80872781e+02 
 1.37598551e+07  3.15778730e+00 -1.80854392e+02 
 1.40771537e+07  3.15730245e+00 -1.80836370e+02 
 1.44017690e+07  3.15683179e+00 -1.80818710e+02 
 1.47338699e+07  3.15637498e+00 -1.80801403e+02 
 1.50736290e+07  3.15593166e+00 -1.80784441e+02 
 1.54212228e+07  3.15550151e+00 -1.80767819e+02 
 1.57768320e+07  3.15508421e+00 -1.80751529e+02 
 1.61406415e+07  3.15467945e+00 -1.80735564e+02 
 1.65128404e+07  3.15428695e+00 -1.80719918e+02 
 1.68936220e+07  3.15390643e+00 -1.80704585e+02 
 1.72831844e+07  3.15353763e+00 -1.80689558e+02 
 1.76817299e+07  3.15318027e+00 -1.80674830e+02 
 1.80894658e+07  3.15283412e+00 -1.80660398e+02 
 1.85066040e+07  3.15249893e+00 -1.80646253e+02 
 1.89333613e+07  3.15217446e+00 -1.80632392e+02 
 1.93699595e+07  3.15186049e+00 -1.80618808e+02 
 1.98166255e+07  3.15155679e+00 -1.80605496e+02 
 2.02735916e+07  3.15126313e+00 -1.80592451e+02 
 2.07410951e+07  3.15097932e+00 -1.80579668e+02 
 2.12193792e+07  3.15070513e+00 -1.80567142e+02 
 2.17086923e+07  3.15044035e+00 -1.80554869e+02 
 2.22092889e+07  3.15018478e+00 -1.80542843e+02 
 2.27214291e+07  3.14993822e+00 -1.80531060e+02 
 2.32453791e+07  3.14970047e+00 -1.80519516e+02 
 2.37814113e+07  3.14947133e+00 -1.80508206e+02 
 2.43298042e+07  3.14925059e+00 -1.80497126e+02 
 2.48908429e+07  3.14903807e+00 -1.80486272e+02 
 2.54648190e+07  3.14883356e+00 -1.80475640e+02 
 2.60520309e+07  3.14863688e+00 -1.80465226e+02 
 2.66527837e+07  3.14844783e+00 -1.80455026e+02 
 2.72673897e+07  3.14826622e+00 -1.80445036e+02 
 2.78961683e+07  3.14809185e+00 -1.80435253e+02 
 2.85394464e+07  3.14792453e+00 -1.80425673e+02 
 2.91975583e+07  3.14776408e+00 -1.80416292e+02 
 2.98708461e+07  3.14761031e+00 -1.80407107e+02 
 3.05596598e+07  3.14746301e+00 -1.80398114e+02 
 3.12643573e+07  3.14732202e+00 -1.80389310e+02 
 3.19853049e+07  3.14718713e+00 -1.80380692e+02 
 3.27228774e+07  3.14705817e+00 -1.80372257e+02 
 3.34774581e+07  3.14693495e+00 -1.80364000e+02 
 3.42494392e+07  3.14681729e+00 -1.80355920e+02 
 3.50392221e+07  3.14670500e+00 -1.80348012e+02 
 3.58472171e+07  3.14659790e+00 -1.80340274e+02 
 3.66738442e+07  3.14649582e+00 -1.80332703e+02 
 3.75195331e+07  3.14639858e+00 -1.80325296e+02 
 3.83847234e+07  3.14630600e+00 -1.80318049e+02 
 3.92698648e+07  3.14621791e+00 -1.80310961e+02 
 4.01754173e+07  3.14613414e+00 -1.80304027e+02 
 4.11018515e+07  3.14605453e+00 -1.80297246e+02 
 4.20496491e+07  3.14597891e+00 -1.80290614e+02 
 4.30193027e+07  3.14590711e+00 -1.80284128e+02 
 4.40113162e+07  3.14583897e+00 -1.80277787e+02 
 4.50262052e+07  3.14577435e+00 -1.80271587e+02 
 4.60644974e+07  3.14571308e+00 -1.80265525e+02 
 4.71267322e+07  3.14565502e+00 -1.80259599e+02 
 4.82134619e+07  3.14560001e+00 -1.80253806e+02 
 4.93252513e+07  3.14554792e+00 -1.80248144e+02 
 5.04626783e+07  3.14549861e+00 -1.80242610e+02 
 5.16263340e+07  3.14545193e+00 -1.80237202e+02 
 5.28168234e+07  3.14540776e+00 -1.80231917e+02 
 5.40347650e+07  3.14536596e+00 -1.80226753e+02 
 5.52807921e+07  3.14532642e+00 -1.80221707e+02 
 5.65555523e+07  3.14528901e+00 -1.80216777e+02 
 5.78597080e+07  3.14525361e+00 -1.80211961e+02 
 5.91939372e+07  3.14522011e+00 -1.80207256e+02 
 6.05589334e+07  3.14518839e+00 -1.80202660e+02 
 6.19554061e+07  3.14515836e+00 -1.80198170e+02 
 6.33840810e+07  3.14512990e+00 -1.80193785e+02 
 6.48457008e+07  3.14510293e+00 -1.80189503e+02 
 6.63410251e+07  3.14507734e+00 -1.80185321e+02 
 6.78708313e+07  3.14505304e+00 -1.80181237e+02 
 6.94359143e+07  3.14502995e+00 -1.80177248e+02 
 7.10370877e+07  3.14500797e+00 -1.80173354e+02 
 7.26751838e+07  3.14498704e+00 -1.80169552e+02 
 7.43510539e+07  3.14496706e+00 -1.80165840e+02 
 7.60655691e+07  3.14494797e+00 -1.80162215e+02 
 7.78196206e+07  3.14492970e+00 -1.80158677e+02 
 7.96141200e+07  3.14491217e+00 -1.80155223e+02 
 8.14500001e+07  3.14489532e+00 -1.80151852e+02 
 8.33282151e+07  3.14487909e+00 -1.80148561e+02 
 8.52497412e+07  3.14486341e+00 -1.80145348e+02 
 8.72155772e+07  3.14484824e+00 -1.80142213e+02 
 8.92267449e+07  3.14483350e+00 -1.80139153e+02 
 9.12842895e+07  3.14481916e+00 -1.80136167e+02 
 9.33892805e+07  3.14480516e+00 -1.80133253e+02 
 9.55428121e+07  3.14479145e+00 -1.80130409e+02 
 9.77460036e+07  3.14477799e+00 -1.80127634e+02 
 1.00000000e+08  3.14476473e+00 -1.80124926e+02 
 1.02305973e+08  3.14475163e+00 -1.80122284e+02 
 1.04665121e+08  3.14473865e+00 -1.80119706e+02 
 1.07078670e+08  3.14472575e+00 -1.80117191e+02 
 1.09547876e+08  3.14471289e+00 -1.80114738e+02 
 1.12074020e+08  3.14470004e+00 -1.80112344e+02 
 1.14658417e+08  3.14468716e+00 -1.80110009e+02 
 1.17302409e+08  3.14467422e+00 -1.80107731e+02 
 1.20007371e+08  3.14466118e+00 -1.80105509e+02 
 1.22774708e+08  3.14464802e+00 -1.80103341e+02 
 1.25605860e+08  3.14463471e+00 -1.80101227e+02 
 1.28502297e+08  3.14462121e+00 -1.80099165e+02 
 1.31465525e+08  3.14460751e+00 -1.80097154e+02 
 1.34497085e+08  3.14459356e+00 -1.80095192e+02 
 1.37598551e+08  3.14457936e+00 -1.80093279e+02 
 1.40771537e+08  3.14456486e+00 -1.80091413e+02 
 1.44017690e+08  3.14455006e+00 -1.80089593e+02 
 1.47338699e+08  3.14453491e+00 -1.80087819e+02 
 1.50736290e+08  3.14451942e+00 -1.80086088e+02 
 1.54212228e+08  3.14450354e+00 -1.80084400e+02 
 1.57768320e+08  3.14448727e+00 -1.80082754e+02 
 1.61406415e+08  3.14447057e+00 -1.80081149e+02 
 1.65128404e+08  3.14445344e+00 -1.80079583e+02 
 1.68936220e+08  3.14443585e+00 -1.80078057e+02 
 1.72831844e+08  3.14441779e+00 -1.80076568e+02 
 1.76817299e+08  3.14439925e+00 -1.80075115e+02 
 1.80894658e+08  3.14438019e+00 -1.80073699e+02 
 1.85066040e+08  3.14436062e+00 -1.80072317e+02 
 1.89333613e+08  3.14434052e+00 -1.80070969e+02 
 1.93699595e+08  3.14431987e+00 -1.80069655e+02 
 1.98166255e+08  3.14429867e+00 -1.80068372e+02 
 2.02735916e+08  3.14427691e+00 -1.80067121e+02 
 2.07410951e+08  3.14425457e+00 -1.80065899e+02 
 2.12193792e+08  3.14423165e+00 -1.80064708e+02 
 2.17086923e+08  3.14420814e+00 -1.80063544e+02 
 2.22092889e+08  3.14418404e+00 -1.80062409e+02 
 2.27214291e+08  3.14415934e+00 -1.80061300e+02 
 2.32453791e+08  3.14413405e+00 -1.80060218e+02 
 2.37814113e+08  3.14410816e+00 -1.80059160e+02 
 2.43298042e+08  3.14408168e+00 -1.80058127e+02 
 2.48908429e+08  3.14405460e+00 -1.80057118e+02 
 2.54648190e+08  3.14402693e+00 -1.80056131e+02 
 2.60520309e+08  3.14399869e+00 -1.80055167e+02 
 2.66527837e+08  3.14396986e+00 -1.80054224e+02 
 2.72673897e+08  3.14394048e+00 -1.80053301e+02 
 2.78961683e+08  3.14391054e+00 -1.80052399e+02 
 2.85394464e+08  3.14388007e+00 -1.80051515e+02 
 2.91975583e+08  3.14384907e+00 -1.80050650e+02 
 2.98708461e+08  3.14381756e+00 -1.80049803e+02 
 3.05596598e+08  3.14378557e+00 -1.80048973e+02 
 3.12643573e+08  3.14375311e+00 -1.80048159e+02 
 3.19853049e+08  3.14372021e+00 -1.80047361e+02 
 3.27228774e+08  3.14368689e+00 -1.80046579e+02 
 3.34774581e+08  3.14365317e+00 -1.80045811e+02 
 3.42494392e+08  3.14361909e+00 -1.80045057e+02 
 3.50392221e+08  3.14358467e+00 -1.80044317e+02 
 3.58472171e+08  3.14354995e+00 -1.80043590e+02 
 3.66738442e+08  3.14351495e+00 -1.80042875e+02 
 3.75195331e+08  3.14347970e+00 -1.80042172e+02 
 3.83847234e+08  3.14344425e+00 -1.80041480e+02 
 3.92698648e+08  3.14340862e+00 -1.80040800e+02 
 4.01754173e+08  3.14337285e+00 -1.80040130e+02 
 4.11018515e+08  3.14333698e+00 -1.80039471e+02 
 4.20496491e+08  3.14330104e+00 -1.80038821e+02 
 4.30193027e+08  3.14326507e+00 -1.80038180e+02 
 4.40113162e+08  3.14322911e+00 -1.80037549e+02 
 4.50262052e+08  3.14319319e+00 -1.80036927e+02 
 4.60644974e+08  3.14315735e+00 -1.80036313e+02 
 4.71267322e+08  3.14312162e+00 -1.80035707e+02 
 4.82134619e+08  3.14308605e+00 -1.80035109e+02 
 4.93252513e+08  3.14305067e+00 -1.80034519e+02 
 5.04626783e+08  3.14301552e+00 -1.80033936e+02 
 5.16263340e+08  3.14298062e+00 -1.80033361e+02 
 5.28168234e+08  3.14294600e+00 -1.80032792e+02 
 5.40347650e+08  3.14291172e+00 -1.80032231e+02 
 5.52807921e+08  3.14287778e+00 -1.80031677e+02 
 5.65555523e+08  3.14284422e+00 -1.80031129e+02 
 5.78597080e+08  3.14281108e+00 -1.80030587e+02 
 5.91939372e+08  3.14277836e+00 -1.80030052e+02 
 6.05589334e+08  3.14274611e+00 -1.80029524e+02 
 6.19554061e+08  3.14271435e+00 -1.80029002e+02 
 6.33840810e+08  3.14268308e+00 -1.80028486e+02 
 6.48457008e+08  3.14265234e+00 -1.80027976e+02 
 6.63410251e+08  3.14262215e+00 -1.80027472e+02 
 6.78708313e+08  3.14259251e+00 -1.80026974e+02 
 6.94359143e+08  3.14256344e+00 -1.80026483e+02 
 7.10370877e+08  3.14253496e+00 -1.80025997e+02 
 7.26751838e+08  3.14250708e+00 -1.80025517e+02 
 7.43510539e+08  3.14247980e+00 -1.80025044e+02 
 7.60655691e+08  3.14245314e+00 -1.80024576e+02 
 7.78196206e+08  3.14242710e+00 -1.80024115e+02 
 7.96141200e+08  3.14240168e+00 -1.80023659e+02 
 8.14500001e+08  3.14237690e+00 -1.80023210e+02 
 8.33282151e+08  3.14235274e+00 -1.80022766e+02 
 8.52497412e+08  3.14232921e+00 -1.80022329e+02 
 8.72155772e+08  3.14230631e+00 -1.80021897e+02 
 8.92267449e+08  3.14228404e+00 -1.80021472e+02 
 9.12842895e+08  3.14226240e+00 -1.80021052e+02 
 9.33892805e+08  3.14224137e+00 -1.80020639e+02 
 9.55428121e+08  3.14222096e+00 -1.80020231e+02 
 9.77460036e+08  3.14220116e+00 -1.80019830e+02 
 1.00000000e+09  3.14218195e+00 -1.80019434e+02 
