 frequency       v(inoise_spectrum) v(onoise_spectrum)
 3.99791755e+01  5.95333215e-07  4.81036895e-05 
 4.09010845e+01  5.89120286e-07  4.76010925e-05 
 4.18442524e+01  5.82983411e-07  4.71046260e-05 
 4.28091696e+01  5.76921774e-07  4.66142234e-05 
 4.37963375e+01  5.70934574e-07  4.61298193e-05 
 4.48062692e+01  5.65021013e-07  4.56513487e-05 
 4.58394897e+01  5.59180308e-07  4.51787475e-05 
 4.68965359e+01  5.53411681e-07  4.47119521e-05 
 4.79779574e+01  5.47714364e-07  4.42508998e-05 
 4.90843161e+01  5.42087597e-07  4.37955282e-05 
 5.02161872e+01  5.36530632e-07  4.33457764e-05 
 5.13741589e+01  5.31042726e-07  4.29015832e-05 
 5.25588331e+01  5.25623144e-07  4.24628886e-05 
 5.37708256e+01  5.20271162e-07  4.20296331e-05 
 5.50107663e+01  5.14986062e-07  4.16017576e-05 
 5.62792997e+01  5.09767136e-07  4.11792041e-05 
 5.75770852e+01  5.04613681e-07  4.07619147e-05 
 5.89047972e+01  4.99525004e-07  4.03498323e-05 
 6.02631259e+01  4.94500422e-07  3.99429008e-05 
 6.16527773e+01  4.89539254e-07  3.95410641e-05 
 6.30744737e+01  4.84640831e-07  3.91442668e-05 
 6.45289540e+01  4.79804491e-07  3.87524541e-05 
 6.60169743e+01  4.75029576e-07  3.83655717e-05 
 6.75393078e+01  4.70315439e-07  3.79835660e-05 
 6.90967460e+01  4.65661438e-07  3.76063839e-05 
 7.06900983e+01  4.61066940e-07  3.72339726e-05 
 7.23201929e+01  4.56531317e-07  3.68662800e-05 
 7.39878770e+01  4.52053948e-07  3.65032543e-05 
 7.56940175e+01  4.47634220e-07  3.61448445e-05 
 7.74395011e+01  4.43271526e-07  3.57909999e-05 
 7.92252350e+01  4.38965264e-07  3.54416701e-05 
 8.10521476e+01  4.34714841e-07  3.50968054e-05 
 8.29211882e+01  4.30519670e-07  3.47563564e-05 
 8.48333284e+01  4.26379167e-07  3.44202743e-05 
 8.67895620e+01  4.22292759e-07  3.40885104e-05 
 8.87909059e+01  4.18259875e-07  3.37610168e-05 
 9.08384002e+01  4.14279953e-07  3.34377457e-05 
 9.29331091e+01  4.10352435e-07  3.31186500e-05 
 9.50761215e+01  4.06476769e-07  3.28036825e-05 
 9.72685512e+01  4.02652409e-07  3.24927968e-05 
 9.95115377e+01  3.98878815e-07  3.21859468e-05 
 1.01806247e+02  3.95155452e-07  3.18830865e-05 
 1.04153871e+02  3.91481788e-07  3.15841700e-05 
 1.06555632e+02  3.87857304e-07  3.12891530e-05 
