 frequency       v(Amag_dB)      v(Aarg)        
 1.00000000e-02  4.22019116e+00  8.80649944e+01 
 1.02305973e-02  4.41799319e+00  8.80204058e+01 
 1.04665121e-02  4.61578508e+00  8.79747913e+01 
 1.07078670e-02  4.81356635e+00  8.79281273e+01 
 1.09547876e-02  5.01133650e+00  8.78803899e+01 
 1.12074020e-02  5.20909503e+00  8.78315544e+01 
 1.14658417e-02  5.40684138e+00  8.77815958e+01 
 1.17302409e-02  5.60457499e+00  8.77304883e+01 
 1.20007371e-02  5.80229527e+00  8.76782058e+01 
 1.22774708e-02  6.00000161e+00  8.76247212e+01 
 1.25605860e-02  6.19769334e+00  8.75700073e+01 
 1.28502297e-02  6.39536979e+00  8.75140359e+01 
 1.31465525e-02  6.59303025e+00  8.74567782e+01 
 1.34497085e-02  6.79067399e+00  8.73982051e+01 
 1.37598551e-02  6.98830021e+00  8.73382864e+01 
 1.40771537e-02  7.18590811e+00  8.72769915e+01 
 1.44017690e-02  7.38349684e+00  8.72142890e+01 
 1.47338699e-02  7.58106550e+00  8.71501470e+01 
 1.50736290e-02  7.77861317e+00  8.70845326e+01 
 1.54212228e-02  7.97613886e+00  8.70174125e+01 
 1.57768320e-02  8.17364157e+00  8.69487523e+01 
 1.61406415e-02  8.37112022e+00  8.68785171e+01 
 1.65128404e-02  8.56857369e+00  8.68066712e+01 
 1.68936220e-02  8.76600083e+00  8.67331780e+01 
 1.72831844e-02  8.96340040e+00  8.66580003e+01 
 1.76817299e-02  9.16077113e+00  8.65810999e+01 
 1.80894658e-02  9.35811168e+00  8.65024379e+01 
 1.85066040e-02  9.55542066e+00  8.64219744e+01 
 1.89333613e-02  9.75269661e+00  8.63396689e+01 
 1.93699595e-02  9.94993799e+00  8.62554797e+01 
 1.98166255e-02  1.01471432e+01  8.61693644e+01 
 2.02735916e-02  1.03443106e+01  8.60812797e+01 
 2.07410951e-02  1.05414384e+01  8.59911814e+01 
 2.12193792e-02  1.07385247e+01  8.58990242e+01 
 2.17086923e-02  1.09355678e+01  8.58047620e+01 
 2.22092889e-02  1.11325655e+01  8.57083476e+01 
 2.27214291e-02  1.13295158e+01  8.56097329e+01 
 2.32453791e-02  1.15264164e+01  8.55088689e+01 
 2.37814113e-02  1.17232652e+01  8.54057054e+01 
 2.43298042e-02  1.19200597e+01  8.53001911e+01 
 2.48908429e-02  1.21167974e+01  8.51922739e+01 
 2.54648190e-02  1.23134756e+01  8.50819005e+01 
 2.60520309e-02  1.25100918e+01  8.49690166e+01 
 2.66527837e-02  1.27066429e+01  8.48535665e+01 
 2.72673897e-02  1.29031260e+01  8.47354938e+01 
 2.78961683e-02  1.30995381e+01  8.46147408e+01 
 2.85394464e-02  1.32958758e+01  8.44912486e+01 
 2.91975583e-02  1.34921357e+01  8.43649572e+01 
 2.98708461e-02  1.36883142e+01  8.42358055e+01 
 3.05596598e-02  1.38844077e+01  8.41037311e+01 
 3.12643573e-02  1.40804123e+01  8.39686705e+01 
 3.19853049e-02  1.42763238e+01  8.38305591e+01 
 3.27228774e-02  1.44721381e+01  8.36893308e+01 
 3.34774581e-02  1.46678507e+01  8.35449186e+01 
 3.42494392e-02  1.48634569e+01  8.33972541e+01 
 3.50392221e-02  1.50589520e+01  8.32462677e+01 
 3.58472171e-02  1.52543309e+01  8.30918886e+01 
 3.66738442e-02  1.54495883e+01  8.29340447e+01 
 3.75195331e-02  1.56447187e+01  8.27726629e+01 
 3.83847234e-02  1.58397163e+01  8.26076684e+01 
 3.92698648e-02  1.60345753e+01  8.24389857e+01 
 4.01754173e-02  1.62292892e+01  8.22665376e+01 
 4.11018515e-02  1.64238516e+01  8.20902460e+01 
 4.20496491e-02  1.66182556e+01  8.19100315e+01 
 4.30193027e-02  1.68124942e+01  8.17258133e+01 
 4.40113162e-02  1.70065599e+01  8.15375097e+01 
 4.50262052e-02  1.72004449e+01  8.13450376e+01 
 4.60644974e-02  1.73941413e+01  8.11483128e+01 
 4.71267322e-02  1.75875511e+01  8.09473409e+01 
 4.82134619e-02  1.77808446e+01  8.07418558e+01 
 4.93252513e-02  1.79739232e+01  8.05318588e+01 
 5.04626783e-02  1.81667772e+01  8.03172614e+01 
 5.16263340e-02  1.83593967e+01  8.00979740e+01 
 5.28168234e-02  1.85517716e+01  7.98739062e+01 
 5.40347650e-02  1.87438909e+01  7.96449663e+01 
 5.52807921e-02  1.89357435e+01  7.94110622e+01 
 5.65555523e-02  1.91273177e+01  7.91721006e+01 
 5.78597080e-02  1.93186015e+01  7.89279878e+01 
 5.91939372e-02  1.95095822e+01  7.86786291e+01 
 6.05589334e-02  1.97002466e+01  7.84239293e+01 
 6.19554061e-02  1.98905813e+01  7.81637928e+01 
 6.33840810e-02  2.00805719e+01  7.78981236e+01 
 6.48457008e-02  2.02702037e+01  7.76268250e+01 
 6.63410251e-02  2.04594616e+01  7.73498005e+01 
 6.78708313e-02  2.06483296e+01  7.70669533e+01 
 6.94359143e-02  2.08367912e+01  7.67781865e+01 
 7.10370877e-02  2.10248293e+01  7.64834034e+01 
 7.26751838e-02  2.12124262e+01  7.61825078e+01 
 7.43510539e-02  2.13995636e+01  7.58754036e+01 
 7.60655691e-02  2.15862223e+01  7.55619954e+01 
 7.78196206e-02  2.17723828e+01  7.52421886e+01 
 7.96141200e-02  2.19580245e+01  7.49158894e+01 
 8.14500001e-02  2.21430408e+01  7.45831552e+01 
 8.33282151e-02  2.23275813e+01  7.42435976e+01 
 8.52497412e-02  2.25115375e+01  7.38972740e+01 
 8.72155772e-02  2.26948861e+01  7.35440963e+01 
 8.92267449e-02  2.28776031e+01  7.31839783e+01 
 9.12842895e-02  2.30596636e+01  7.28168363e+01 
 9.33892805e-02  2.32410421e+01  7.24425888e+01 
 9.55428121e-02  2.34217121e+01  7.20611572e+01 
 9.77460036e-02  2.36016466e+01  7.16724658e+01 
 1.00000000e-01  2.37808174e+01  7.12764424e+01 
 1.02305973e-01  2.39591960e+01  7.08730183e+01 
 1.04665121e-01  2.41367529e+01  7.04621286e+01 
 1.07078670e-01  2.43133761e+01  7.00439009e+01 
 1.09547876e-01  2.44891981e+01  6.96179064e+01 
 1.12074020e-01  2.46641053e+01  6.91842790e+01 
 1.14658417e-01  2.48380650e+01  6.87429726e+01 
 1.17302409e-01  2.50110439e+01  6.82939472e+01 
 1.20007371e-01  2.51830080e+01  6.78371686e+01 
 1.22774708e-01  2.53539227e+01  6.73726089e+01 
 1.25605860e-01  2.55236742e+01  6.69004588e+01 
 1.28502297e-01  2.56923837e+01  6.64202840e+01 
 1.31465525e-01  2.58599358e+01  6.59322863e+01 
 1.34497085e-01  2.60262934e+01  6.54364669e+01 
 1.37598551e-01  2.61914188e+01  6.49328351e+01 
 1.40771537e-01  2.63552738e+01  6.44214089e+01 
 1.44017690e-01  2.65177450e+01  6.39024473e+01 
 1.47338699e-01  2.66789439e+01  6.33755253e+01 
 1.50736290e-01  2.68387559e+01  6.28409174e+01 
 1.54212228e-01  2.69971414e+01  6.22986790e+01 
