 frequency       v(L_dB)         v(L_arg)        v(Tmb_dB)       v(Tmb_arg)      v(Ttian_dB)     v(Ttian_arg)   
 1.17302409e+00  6.21941196e+01 -1.22367662e+01  4.55975725e+01  5.42492908e+01  4.55968253e+01  5.42514787e+01 
 1.20007371e+00  6.17939306e+01 -1.21541255e+01  4.57590967e+01  5.41086281e+01  4.57583540e+01  5.41108417e+01 
 1.22774708e+00  6.14269668e+01 -1.20543293e+01  4.59201290e+01  5.39538476e+01  4.59193907e+01  5.39560870e+01 
 1.25605860e+00  6.10893076e+01 -1.19412819e+01  4.60806149e+01  5.37850025e+01  4.60798814e+01  5.37872681e+01 
 1.28502297e+00  6.07776653e+01 -1.18180475e+01  4.62405003e+01  5.36021536e+01  4.62397715e+01  5.36044455e+01 
 1.31465525e+00  6.04892558e+01 -1.16870599e+01  4.63997308e+01  5.34053691e+01  4.63990071e+01  5.34076874e+01 
 1.34497085e+00  6.02217009e+01 -1.15502731e+01  4.65582523e+01  5.31947249e+01  4.65575337e+01  5.31970699e+01 
 1.37598551e+00  5.99729533e+01 -1.14092710e+01  4.67160105e+01  5.29703047e+01  4.67152972e+01  5.29726764e+01 
 1.40771537e+00  5.97412376e+01 -1.12653475e+01  4.68729513e+01  5.27322005e+01  4.68722435e+01  5.27345991e+01 
 1.44017690e+00  5.95250047e+01 -1.11195676e+01  4.70290208e+01  5.24805128e+01  4.70283187e+01  5.24829380e+01 
 1.47338699e+00  5.93228947e+01 -1.09728130e+01  4.71841651e+01  5.22153502e+01  4.71834687e+01  5.22178023e+01 
 1.50736290e+00  5.91337071e+01 -1.08258180e+01  4.73383304e+01  5.19368308e+01  4.73376401e+01  5.19393095e+01 
 1.54212228e+00  5.89563778e+01 -1.06791970e+01  4.74914634e+01  5.16450811e+01  4.74907791e+01  5.16475864e+01 
 1.57768320e+00  5.87899582e+01 -1.05334658e+01  4.76435107e+01  5.13402374e+01  4.76428328e+01  5.13427691e+01 
 1.61406415e+00  5.86335999e+01 -1.03890592e+01  4.77944195e+01  5.10224450e+01  4.77937480e+01  5.10250030e+01 
 1.65128404e+00  5.84865411e+01 -1.02463445e+01  4.79441372e+01  5.06918593e+01  4.79434724e+01  5.06944432e+01 
 1.68936220e+00  5.83480946e+01 -1.01056328e+01  4.80926117e+01  5.03486452e+01  4.80919538e+01  5.03512548e+01 
 1.72831844e+00  5.82176394e+01 -9.96718801e+00  4.82397915e+01  4.99929780e+01  4.82391406e+01  4.99956129e+01 
 1.76817299e+00  5.80946120e+01 -9.83123413e+00  4.83856255e+01  4.96250428e+01  4.83849817e+01  4.96277025e+01 
 1.80894658e+00  5.79784998e+01 -9.69796143e+00  4.85300633e+01  4.92450352e+01  4.85294269e+01  4.92477193e+01 
 1.85066040e+00  5.78688349e+01 -9.56753147e+00  4.86730552e+01  4.88531610e+01  4.86724263e+01  4.88558689e+01 
 1.89333613e+00  5.77651895e+01 -9.44008137e+00  4.88145523e+01  4.84496363e+01  4.88139312e+01  4.84523675e+01 
 1.93699595e+00  5.76671717e+01 -9.31572735e+00  4.89545068e+01  4.80346882e+01  4.89538934e+01  4.80374420e+01 
 1.98166255e+00  5.75744212e+01 -9.19456769e+00  4.90928714e+01  4.76085533e+01  4.90922661e+01  4.76113292e+01 
 2.02735916e+00  5.74866061e+01 -9.07668521e+00  4.92296004e+01  4.71714795e+01  4.92290032e+01  4.71742764e+01 
 2.07410951e+00  5.74034203e+01 -8.96214948e+00  4.93646488e+01  4.67237241e+01  4.93640600e+01  4.67265415e+01 
 2.12193792e+00  5.73245813e+01 -8.85101873e+00  4.94979733e+01  4.62655550e+01  4.94973929e+01  4.62683921e+01 
 2.17086923e+00  5.72498271e+01 -8.74334125e+00  4.96295315e+01  4.57972500e+01  4.96289598e+01  4.58001057e+01 
 2.22092889e+00  5.71789151e+01 -8.63915694e+00  4.97592828e+01  4.53190961e+01  4.97587198e+01  4.53219696e+01 
 2.27214291e+00  5.71116194e+01 -8.53849826e+00  4.98871879e+01  4.48313903e+01  4.98866339e+01  4.48342805e+01 
 2.32453791e+00  5.70477307e+01 -8.44139158e+00  5.00132094e+01  4.43344381e+01  5.00126644e+01  4.43373439e+01 
 2.37814113e+00  5.69870533e+01 -8.34785767e+00  5.01373113e+01  4.38285537e+01  5.01367754e+01  4.38314742e+01 
 2.43298042e+00  5.69294051e+01 -8.25791280e+00  5.02594596e+01  4.33140597e+01  5.02589330e+01  4.33169935e+01 
 2.48908429e+00  5.68746160e+01 -8.17156924e+00  5.03796223e+01  4.27912860e+01  5.03791051e+01  4.27942322e+01 
 2.54648190e+00  5.68225271e+01 -8.08883599e+00  5.04977692e+01  4.22605700e+01  5.04972615e+01  4.22635271e+01 
 2.60520309e+00  5.67729892e+01 -8.00971910e+00  5.06138723e+01  4.17222554e+01  5.06133741e+01  4.17252223e+01 
 2.66527837e+00  5.67258630e+01 -7.93422234e+00  5.07279056e+01  4.11766917e+01  5.07274171e+01  4.11796671e+01 
 2.72673897e+00  5.66810178e+01 -7.86234752e+00  5.08398454e+01  4.06242338e+01  5.08393667e+01  4.06272164e+01 
 2.78961683e+00  5.66383305e+01 -7.79409476e+00  5.09496704e+01  4.00652409e+01  5.09492014e+01  4.00682293e+01 
 2.85394464e+00  5.65976859e+01 -7.72946308e+00  5.10573614e+01  3.95000761e+01  5.10569023e+01  3.95030690e+01 
 2.91975583e+00  5.65589753e+01 -7.66845033e+00  5.11629016e+01  3.89291052e+01  5.11624524e+01  3.89321012e+01 
 2.98708461e+00  5.65220970e+01 -7.61105388e+00  5.12662768e+01  3.83526963e+01  5.12658375e+01  3.83556938e+01 
 3.05596598e+00  5.64869539e+01 -7.55727021e+00  5.13674749e+01  3.77712187e+01  5.13670456e+01  3.77742165e+01 
 3.12643573e+00  5.64534559e+01 -7.50709591e+00  5.14664867e+01  3.71850421e+01  5.14660673e+01  3.71880386e+01 
 3.19853049e+00  5.64215171e+01 -7.46052719e+00  5.15633050e+01  3.65945355e+01  5.15628956e+01  3.65975293e+01 
 3.27228774e+00  5.63910567e+01 -7.41756041e+00  5.16579254e+01  3.60000668e+01  5.16575260e+01  3.60030565e+01 
 3.34774581e+00  5.63619982e+01 -7.37819212e+00  5.17503458e+01  3.54020017e+01  5.17499564e+01  3.54049860e+01 
 3.42494392e+00  5.63342694e+01 -7.34241921e+00  5.18405667e+01  3.48007027e+01  5.18401871e+01  3.48036800e+01 
 3.50392221e+00  5.63078020e+01 -7.31023900e+00  5.19285906e+01  3.41965281e+01  5.19282210e+01  3.41994970e+01 
 3.58472171e+00  5.62825313e+01 -7.28164945e+00  5.20144230e+01  3.35898317e+01  5.20140632e+01  3.35927908e+01 
 3.66738442e+00  5.62583959e+01 -7.25664904e+00  5.20980712e+01  3.29809614e+01  5.20977212e+01  3.29839092e+01 
 3.75195331e+00  5.62353374e+01 -7.23523703e+00  5.21795450e+01  3.23702585e+01  5.21792048e+01  3.23731938e+01 
 3.83847234e+00  5.62133010e+01 -7.21741366e+00  5.22588565e+01  3.17580572e+01  5.22585259e+01  3.17609787e+01 
 3.92698648e+00  5.61922343e+01 -7.20317995e+00  5.23360197e+01  3.11446837e+01  5.23356986e+01  3.11475898e+01 
 4.01754173e+00  5.61720873e+01 -7.19253786e+00  5.24110508e+01  3.05304552e+01  5.24107392e+01  3.05333449e+01 
 4.11018515e+00  5.61528129e+01 -7.18549047e+00  5.24839680e+01  2.99156797e+01  5.24836658e+01  2.99185517e+01 
 4.20496491e+00  5.61343662e+01 -7.18204197e+00  5.25547914e+01  2.93006551e+01  5.25544984e+01  2.93035081e+01 
 4.30193027e+00  5.61167042e+01 -7.18219753e+00  5.26235427e+01  2.86856684e+01  5.26232589e+01  2.86885013e+01 
 4.40113162e+00  5.60997863e+01 -7.18596368e+00  5.26902456e+01  2.80709959e+01  5.26899708e+01  2.80738075e+01 
 4.50262052e+00  5.60835738e+01 -7.19334817e+00  5.27549252e+01  2.74569018e+01  5.27546593e+01  2.74596911e+01 
 4.60644974e+00  5.60680293e+01 -7.20435983e+00  5.28176080e+01  2.68436386e+01  5.28173508e+01  2.68464044e+01 
 4.71267322e+00  5.60531178e+01 -7.21900905e+00  5.28783220e+01  2.62314459e+01  5.28780734e+01  2.62341873e+01 
 4.82134619e+00  5.60388054e+01 -7.23730736e+00  5.29370963e+01  2.56205510e+01  5.29368562e+01  2.56232670e+01 
 4.93252513e+00  5.60250599e+01 -7.25926783e+00  5.29939614e+01  2.50111678e+01  5.29937296e+01  2.50138576e+01 
 5.04626783e+00  5.60118505e+01 -7.28490480e+00  5.30489485e+01  2.44034973e+01  5.30487249e+01  2.44061599e+01 
 5.16263340e+00  5.59991478e+01 -7.31423415e+00  5.31020899e+01  2.37977266e+01  5.31018743e+01  2.38003612e+01 
 5.28168234e+00  5.59869232e+01 -7.34727297e+00  5.31534187e+01  2.31940296e+01  5.31532109e+01  2.31966357e+01 
 5.40347650e+00  5.59751501e+01 -7.38404021e+00  5.32029684e+01  2.25925666e+01  5.32027683e+01  2.25951433e+01 
 5.52807921e+00  5.59638020e+01 -7.42455592e+00  5.32507734e+01  2.19934842e+01  5.32505808e+01  2.19960309e+01 
 5.65555523e+00  5.59528543e+01 -7.46884197e+00  5.32968684e+01  2.13969155e+01  5.32966831e+01  2.13994316e+01 
 5.78597080e+00  5.59422827e+01 -7.51692148e+00  5.33412884e+01  2.08029799e+01  5.33411102e+01  2.08054648e+01 
 5.91939372e+00  5.59320643e+01 -7.56881933e+00  5.33840686e+01  2.02117837e+01  5.33838974e+01  2.02142369e+01 
 6.05589334e+00  5.59221768e+01 -7.62456196e+00  5.34252444e+01  1.96234196e+01  5.34250800e+01  1.96258408e+01 
 6.19554061e+00  5.59125989e+01 -7.68417727e+00  5.34648513e+01  1.90379677e+01  5.34646936e+01  1.90403563e+01 
 6.33840810e+00  5.59033096e+01 -7.74769478e+00  5.35029247e+01  1.84554948e+01  5.35027734e+01  1.84578505e+01 
 6.48457008e+00  5.58942890e+01 -7.81514561e+00  5.35394997e+01  1.78760552e+01  5.35393547e+01  1.78783779e+01 
 6.63410251e+00  5.58855176e+01 -7.88656244e+00  5.35746114e+01  1.72996911e+01  5.35744724e+01  1.73019803e+01 
 6.78708313e+00  5.58769767e+01 -7.96197969e+00  5.36082943e+01  1.67264325e+01  5.36081613e+01  1.67286881e+01 
 6.94359143e+00  5.58686479e+01 -8.04143322e+00  5.36405827e+01  1.61562977e+01  5.36404555e+01  1.61585195e+01 
 7.10370877e+00  5.58605138e+01 -8.12496079e+00  5.36715106e+01  1.55892935e+01  5.36713889e+01  1.55914813e+01 
 7.26751838e+00  5.58525568e+01 -8.21260152e+00  5.37011110e+01  1.50254158e+01  5.37009948e+01  1.50275696e+01 
 7.43510539e+00  5.58447600e+01 -8.30439611e+00  5.37294168e+01  1.44646497e+01  5.37293057e+01  1.44667694e+01 
 7.60655691e+00  5.58371072e+01 -8.40038730e+00  5.37564597e+01  1.39069700e+01  5.37563538e+01  1.39090556e+01 
 7.78196206e+00  5.58295820e+01 -8.50061903e+00  5.37822713e+01  1.33523416e+01  5.37821703e+01  1.33543932e+01 
 7.96141200e+00  5.58221688e+01 -8.60513720e+00  5.38068819e+01  1.28007199e+01  5.38067857e+01  1.28027374e+01 
 8.14500001e+00  5.58148518e+01 -8.71398889e+00  5.38303214e+01  1.22520509e+01  5.38302298e+01  1.22540344e+01 
 8.33282151e+00  5.58076162e+01 -8.82722343e+00  5.38526185e+01  1.17062719e+01  5.38525314e+01  1.17082216e+01 
 8.52497412e+00  5.58004465e+01 -8.94489127e+00  5.38738013e+01  1.11633118e+01  5.38737185e+01  1.11652278e+01 
 8.72155772e+00  5.57933279e+01 -9.06704456e+00  5.38938968e+01  1.06230916e+01  5.38938181e+01  1.06249740e+01 
 8.92267449e+00  5.57862459e+01 -9.19373741e+00  5.39129310e+01  1.00855243e+01  5.39128564e+01  1.00873733e+01 
 9.12842895e+00  5.57791859e+01 -9.32502501e+00  5.39309292e+01  9.55051607e+00  5.39308584e+01  9.55233195e+00 
 9.33892805e+00  5.57721331e+01 -9.46096436e+00  5.39479153e+01  9.01796589e+00  5.39478482e+01  9.01974887e+00 
 9.55428121e+00  5.57650733e+01 -9.60161401e+00  5.39639123e+01  8.48776630e+00  5.39638489e+01  8.48951661e+00 
 9.77460036e+00  5.57579920e+01 -9.74703395e+00  5.39789424e+01  7.95980371e+00  5.39788824e+01  7.96152162e+00 
 1.00000000e+01  5.57508749e+01 -9.89728590e+00  5.39930264e+01  7.43395869e+00  5.39929698e+01  7.43564452e+00 
 1.02305973e+01  5.57437075e+01 -1.00524328e+01  5.40061841e+01  6.91010639e+00  5.40061307e+01  6.91176040e+00 
 1.04665121e+01  5.57364755e+01 -1.02125392e+01  5.40184341e+01  6.38811679e+00  5.40183839e+01  6.38973938e+00 
 1.07078670e+01  5.57291642e+01 -1.03776711e+01  5.40297943e+01  5.86785520e+00  5.40297470e+01  5.86944664e+00 
 1.09547876e+01  5.57217589e+01 -1.05478955e+01  5.40402809e+01  5.34918239e+00  5.40402365e+01  5.35074304e+00 
 1.12074020e+01  5.57142453e+01 -1.07232815e+01  5.40499093e+01  4.83195500e+00  5.40498677e+01  4.83348521e+00 
 1.14658417e+01  5.57066081e+01 -1.09038987e+01  5.40586937e+01  4.31602590e+00  5.40586547e+01  4.31752604e+00 
 1.17302409e+01  5.56988323e+01 -1.10898184e+01  5.40666471e+01  3.80124442e+00  5.40666107e+01  3.80271489e+00 
 1.20007371e+01  5.56909025e+01 -1.12811129e+01  5.40737813e+01  3.28745672e+00  5.40737474e+01  3.28889785e+00 
 1.22774708e+01  5.56828036e+01 -1.14778559e+01  5.40801071e+01  2.77450593e+00  5.40800755e+01  2.77591815e+00 
 1.25605860e+01  5.56745195e+01 -1.16801219e+01  5.40856340e+01  2.26223265e+00  5.40856047e+01  2.26361636e+00 
 1.28502297e+01  5.56660342e+01 -1.18879862e+01  5.40903704e+01  1.75047509e+00  5.40903432e+01  1.75183071e+00 
 1.31465525e+01  5.56573316e+01 -1.21015259e+01  5.40943234e+01  1.23906937e+00  5.40942983e+01  1.24039728e+00 
 1.34497085e+01  5.56483948e+01 -1.23208178e+01  5.40974991e+01  7.27849810e-01  5.40974760e+01  7.29150442e-01 
 1.37598551e+01  5.56392069e+01 -1.25459403e+01  5.40999022e+01  2.16649184e-01  5.40998811e+01  2.17922941e-01 
 1.40771537e+01  5.56297507e+01 -1.27769722e+01  5.41015366e+01 -2.94701027e-01  5.41015173e+01 -2.93453739e-01 
 1.44017690e+01  5.56200080e+01 -1.30139926e+01  5.41024045e+01 -8.06370362e-01  5.41023870e+01 -8.05149119e-01 
 1.47338699e+01  5.56099611e+01 -1.32570815e+01  5.41025074e+01 -1.31852912e+00  5.41024916e+01 -1.31733348e+00 
 1.50736290e+01  5.55995910e+01 -1.35063186e+01  5.41018454e+01 -1.83134811e+00  5.41018312e+01 -1.83017768e+00 
 1.54212228e+01  5.55888789e+01 -1.37617848e+01  5.41004173e+01 -2.34499838e+00  5.41004046e+01 -2.34385275e+00 
 1.57768320e+01  5.55778051e+01 -1.40235600e+01  5.40982209e+01 -2.85965100e+00  5.40982098e+01 -2.85852976e+00 
 1.61406415e+01  5.55663495e+01 -1.42917248e+01  5.40952528e+01 -3.37547676e+00  5.40952431e+01 -3.37437949e+00 
 1.65128404e+01  5.55544915e+01 -1.45663590e+01  5.40915084e+01 -3.89264594e+00  5.40915001e+01 -3.89157222e+00 
 1.68936220e+01  5.55422097e+01 -1.48475420e+01  5.40869820e+01 -4.41132804e+00  5.40869749e+01 -4.41027746e+00 
 1.72831844e+01  5.55294830e+01 -1.51353538e+01  5.40816663e+01 -4.93169149e+00  5.40816605e+01 -4.93066366e+00 
 1.76817299e+01  5.55162884e+01 -1.54298718e+01  5.40755535e+01 -5.45390345e+00  5.40755489e+01 -5.45289794e+00 
 1.80894658e+01  5.55026034e+01 -1.57311739e+01  5.40686341e+01 -5.97812947e+00  5.40686306e+01 -5.97714590e+00 
 1.85066040e+01  5.54884042e+01 -1.60393363e+01  5.40608976e+01 -6.50453328e+00  5.40608952e+01 -6.50357123e+00 
 1.89333613e+01  5.54736667e+01 -1.63544337e+01  5.40523323e+01 -7.03327646e+00  5.40523310e+01 -7.03233554e+00 
 1.93699595e+01  5.54583662e+01 -1.66765398e+01  5.40429254e+01 -7.56451815e+00  5.40429251e+01 -7.56359798e+00 
 1.98166255e+01  5.54424771e+01 -1.70057260e+01  5.40326629e+01 -8.09841483e+00  5.40326636e+01 -8.09751500e+00 
 2.02735916e+01  5.54259729e+01 -1.73420613e+01  5.40215296e+01 -8.63511985e+00  5.40215312e+01 -8.63424000e+00 
 2.07410951e+01  5.54088270e+01 -1.76856129e+01  5.40095092e+01 -9.17478338e+00  5.40095117e+01 -9.17392315e+00 
 2.12193792e+01  5.53910117e+01 -1.80364455e+01  5.39965842e+01 -9.71755191e+00  5.39965874e+01 -9.71671087e+00 
 2.17086923e+01  5.53724986e+01 -1.83946204e+01  5.39827360e+01 -1.02635680e+01  5.39827400e+01 -1.02627458e+01 
 2.22092889e+01  5.53532589e+01 -1.87601965e+01  5.39679448e+01 -1.08129698e+01  5.39679496e+01 -1.08121662e+01 
 2.27214291e+01  5.53332626e+01 -1.91332282e+01  5.39521899e+01 -1.13658912e+01  5.39521954e+01 -1.13651056e+01 
 2.32453791e+01  5.53124793e+01 -1.95137668e+01  5.39354493e+01 -1.19224607e+01  5.39354555e+01 -1.19216929e+01 
 2.37814113e+01  5.52908780e+01 -1.99018595e+01  5.39176998e+01 -1.24828018e+01  5.39177067e+01 -1.24820515e+01 
 2.43298042e+01  5.52684264e+01 -2.02975482e+01  5.38989176e+01 -1.30470323e+01  5.38989251e+01 -1.30462991e+01 
 2.48908429e+01  5.52450922e+01 -2.07008711e+01  5.38790774e+01 -1.36152639e+01  5.38790855e+01 -1.36145475e+01 
 2.54648190e+01  5.52208418e+01 -2.11118606e+01  5.38581530e+01 -1.41876021e+01  5.38581617e+01 -1.41869021e+01 
 2.60520309e+01  5.51956413e+01 -2.15305435e+01  5.38361174e+01 -1.47641456e+01  5.38361265e+01 -1.47634616e+01 
 2.66527837e+01  5.51694560e+01 -2.19569411e+01  5.38129423e+01 -1.53449856e+01  5.38129520e+01 -1.53443175e+01 
 2.72673897e+01  5.51422506e+01 -2.23910685e+01  5.37885988e+01 -1.59302065e+01  5.37886089e+01 -1.59295539e+01 
 2.78961683e+01  5.51139892e+01 -2.28329336e+01  5.37630568e+01 -1.65198843e+01  5.37630675e+01 -1.65192468e+01 
 2.85394464e+01  5.50846350e+01 -2.32825376e+01  5.37362857e+01 -1.71140869e+01  5.37362968e+01 -1.71134643e+01 
 2.91975583e+01  5.50541509e+01 -2.37398742e+01  5.37082538e+01 -1.77128737e+01  5.37082653e+01 -1.77122656e+01 
 2.98708461e+01  5.50224992e+01 -2.42049296e+01  5.36789286e+01 -1.83162949e+01  5.36789405e+01 -1.83157010e+01 
 3.05596598e+01  5.49896419e+01 -2.46776815e+01  5.36482772e+01 -1.89243913e+01  5.36482895e+01 -1.89238114e+01 
 3.12643573e+01  5.49555403e+01 -2.51580999e+01  5.36162657e+01 -1.95371943e+01  5.36162784e+01 -1.95366280e+01 
 3.19853049e+01  5.49201554e+01 -2.56461446e+01  5.35828598e+01 -2.01547248e+01  5.35828728e+01 -2.01541719e+01 
 3.27228774e+01  5.48834477e+01 -2.61417669e+01  5.35480247e+01 -2.07769935e+01  5.35480380e+01 -2.07764537e+01 
 3.34774581e+01  5.48453777e+01 -2.66449088e+01  5.35117249e+01 -2.14040004e+01  5.35117385e+01 -2.14034734e+01 
 3.42494392e+01  5.48059057e+01 -2.71555023e+01  5.34739247e+01 -2.20357342e+01  5.34739386e+01 -2.20352197e+01 
 3.50392221e+01  5.47649913e+01 -2.76734684e+01  5.34345881e+01 -2.26721725e+01  5.34346022e+01 -2.26716703e+01 
 3.58472171e+01  5.47225946e+01 -2.81987186e+01  5.33936787e+01 -2.33132810e+01  5.33936931e+01 -2.33127908e+01 
 3.66738442e+01  5.46786757e+01 -2.87311539e+01  5.33511601e+01 -2.39590137e+01  5.33511747e+01 -2.39585353e+01 
 3.75195331e+01  5.46331943e+01 -2.92706623e+01  5.33069958e+01 -2.46093126e+01  5.33070106e+01 -2.46088455e+01 
 3.83847234e+01  5.45861106e+01 -2.98171229e+01  5.32611494e+01 -2.52641070e+01  5.32611644e+01 -2.52636512e+01 
 3.92698648e+01  5.45373852e+01 -3.03704030e+01  5.32135844e+01 -2.59233142e+01  5.32135995e+01 -2.59228695e+01 
 4.01754173e+01  5.44869787e+01 -3.09303571e+01  5.31642647e+01 -2.65868388e+01  5.31642801e+01 -2.65864048e+01 
 4.11018515e+01  5.44348524e+01 -3.14968292e+01  5.31131547e+01 -2.72545727e+01  5.31131702e+01 -2.72541492e+01 
 4.20496491e+01  5.43809682e+01 -3.20696519e+01  5.30602190e+01 -2.79263951e+01  5.30602346e+01 -2.79259819e+01 
 4.30193027e+01  5.43252882e+01 -3.26486448e+01  5.30054227e+01 -2.86021726e+01  5.30054385e+01 -2.86017695e+01 
 4.40113162e+01  5.42677759e+01 -3.32336174e+01  5.29487318e+01 -2.92817592e+01  5.29487477e+01 -2.92813659e+01 
 4.50262052e+01  5.42083951e+01 -3.38243660e+01  5.28901130e+01 -2.99649961e+01  5.28901290e+01 -2.99646125e+01 
 4.60644974e+01  5.41471110e+01 -3.44206772e+01  5.28295338e+01 -3.06517129e+01  5.28295499e+01 -3.06513385e+01 
 4.71267322e+01  5.40838897e+01 -3.50223252e+01  5.27669628e+01 -3.13417259e+01  5.27669790e+01 -3.13413608e+01 
 4.82134619e+01  5.40186985e+01 -3.56290733e+01  5.27023697e+01 -3.20348405e+01  5.27023859e+01 -3.20344844e+01 
 4.93252513e+01  5.39515059e+01 -3.62406741e+01  5.26357252e+01 -3.27308498e+01  5.26357416e+01 -3.27305026e+01 
 5.04626783e+01  5.38822821e+01 -3.68568702e+01  5.25670019e+01 -3.34295363e+01  5.25670183e+01 -3.34291977e+01 
 5.16263340e+01  5.38109984e+01 -3.74773931e+01  5.24961732e+01 -3.41306711e+01  5.24961896e+01 -3.41303408e+01 
 5.28168234e+01  5.37376280e+01 -3.81019657e+01  5.24232144e+01 -3.48340151e+01  5.24232309e+01 -3.48336930e+01 
 5.40347650e+01  5.36621459e+01 -3.87303022e+01  5.23481024e+01 -3.55393196e+01  5.23481189e+01 -3.55390054e+01 
 5.52807921e+01  5.35845284e+01 -3.93621060e+01  5.22708158e+01 -3.62463262e+01  5.22708323e+01 -3.62460198e+01 
 5.65555523e+01  5.35047544e+01 -3.99970756e+01  5.21913350e+01 -3.69547681e+01  5.21913516e+01 -3.69544694e+01 
 5.78597080e+01  5.34228041e+01 -4.06348999e+01  5.21096425e+01 -3.76643708e+01  5.21096591e+01 -3.76640795e+01 
 5.91939372e+01  5.33386600e+01 -4.12752616e+01  5.20257225e+01 -3.83748521e+01  5.20257391e+01 -3.83745680e+01 
 6.05589334e+01  5.32523070e+01 -4.19178391e+01  5.19395615e+01 -3.90859233e+01  5.19395782e+01 -3.90856463e+01 
 6.19554061e+01  5.31637318e+01 -4.25623031e+01  5.18511481e+01 -3.97972900e+01  5.18511647e+01 -3.97970200e+01 
 6.33840810e+01  5.30729233e+01 -4.32083217e+01  5.17604729e+01 -4.05086532e+01  5.17604896e+01 -4.05083900e+01 
 6.48457008e+01  5.29798730e+01 -4.38555591e+01  5.16675289e+01 -4.12197092e+01  5.16675455e+01 -4.12194526e+01 
 6.63410251e+01  5.28845744e+01 -4.45036767e+01  5.15723113e+01 -4.19301516e+01  5.15723279e+01 -4.19299015e+01 
 6.78708313e+01  5.27870234e+01 -4.51523335e+01  5.14748175e+01 -4.26396715e+01  5.14748341e+01 -4.26394276e+01 
 6.94359143e+01  5.26872183e+01 -4.58011883e+01  5.13750474e+01 -4.33479582e+01  5.13750640e+01 -4.33477201e+01 
 7.10370877e+01  5.25851599e+01 -4.64498999e+01  5.12730030e+01 -4.40547007e+01  5.12730196e+01 -4.40544687e+01 
 7.26751838e+01  5.24808510e+01 -4.70981280e+01  5.11686887e+01 -4.47595883e+01  5.11687052e+01 -4.47593621e+01 
 7.43510539e+01  5.23742970e+01 -4.77455331e+01  5.10621112e+01 -4.54623116e+01  5.10621276e+01 -4.54620910e+01 
 7.60655691e+01  5.22655054e+01 -4.83917784e+01  5.09532794e+01 -4.61625630e+01  5.09532958e+01 -4.61623479e+01 
 7.78196206e+01  5.21544862e+01 -4.90365313e+01  5.08422044e+01 -4.68600382e+01  5.08422208e+01 -4.68598283e+01 
 7.96141200e+01  5.20412516e+01 -4.96794628e+01  5.07288997e+01 -4.75544361e+01  5.07289161e+01 -4.75542315e+01 
 8.14500001e+01  5.19258158e+01 -5.03202488e+01  5.06133807e+01 -4.82454605e+01  5.06133970e+01 -4.82452610e+01 
 8.33282151e+01  5.18081954e+01 -5.09585718e+01  5.04956651e+01 -4.89328211e+01  5.04956814e+01 -4.89326265e+01 
 8.52497412e+01  5.16884087e+01 -5.15941195e+01  5.03757725e+01 -4.96162327e+01  5.03757887e+01 -4.96160429e+01 
 8.72155772e+01  5.15664766e+01 -5.22265886e+01  5.02537243e+01 -5.02954174e+01  5.02537404e+01 -5.02952325e+01 
 8.92267449e+01  5.14424210e+01 -5.28556810e+01  5.01295440e+01 -5.09701050e+01  5.01295601e+01 -5.09699244e+01 
 9.12842895e+01  5.13162666e+01 -5.34811107e+01  5.00032569e+01 -5.16400330e+01  5.00032729e+01 -5.16398567e+01 
 9.33892805e+01  5.11880392e+01 -5.41025977e+01  4.98748897e+01 -5.23049474e+01  4.98749056e+01 -5.23047754e+01 
 9.55428121e+01  5.10577664e+01 -5.47198732e+01  4.97444710e+01 -5.29646040e+01  4.97444869e+01 -5.29644364e+01 
 9.77460036e+01  5.09254773e+01 -5.53326773e+01  4.96120307e+01 -5.36187677e+01  4.96120466e+01 -5.36186043e+01 
 1.00000000e+02  5.07912026e+01 -5.59407614e+01  4.94776002e+01 -5.42672135e+01  4.94776161e+01 -5.42670540e+01 
 1.02305973e+02  5.06549743e+01 -5.65438883e+01  4.93412122e+01 -5.49097269e+01  4.93412279e+01 -5.49095712e+01 
 1.04665121e+02  5.05168253e+01 -5.71418298e+01  4.92029004e+01 -5.55461040e+01  4.92029161e+01 -5.55459523e+01 
 1.07078670e+02  5.03767899e+01 -5.77343713e+01  4.90626997e+01 -5.61761521e+01  4.90627154e+01 -5.61760041e+01 
 1.09547876e+02  5.02349034e+01 -5.83213083e+01  4.89206460e+01 -5.67996891e+01  4.89206616e+01 -5.67995445e+01 
 1.12074020e+02  5.00912021e+01 -5.89024494e+01  4.87767759e+01 -5.74165446e+01  4.87767915e+01 -5.74164035e+01 
 1.14658417e+02  4.99457226e+01 -5.94776130e+01  4.86311270e+01 -5.80265596e+01  4.86311425e+01 -5.80264220e+01 
 1.17302409e+02  4.97985027e+01 -6.00466308e+01  4.84837372e+01 -5.86295860e+01  4.84837527e+01 -5.86294519e+01 
 1.20007371e+02  4.96495805e+01 -6.06093464e+01  4.83346453e+01 -5.92254880e+01  4.83346607e+01 -5.92253571e+01 
 1.22774708e+02  4.94989946e+01 -6.11656141e+01  4.81838902e+01 -5.98141404e+01  4.81839056e+01 -5.98140127e+01 
 1.25605860e+02  4.93467842e+01 -6.17153017e+01  4.80315113e+01 -6.03954297e+01  4.80315267e+01 -6.03953049e+01 
 1.28502297e+02  4.91929883e+01 -6.22582858e+01  4.78775483e+01 -6.09692533e+01  4.78775636e+01 -6.09691315e+01 
 1.31465525e+02  4.90376466e+01 -6.27944573e+01  4.77220410e+01 -6.15355197e+01  4.77220563e+01 -6.15354008e+01 
