 time            v(clk)          v(vinp)         v(vinn)         v(vs)           v(vcpp)         v(vcpn)         v(voutp_comp)   v(voutn_comp)   v(vout)        
 4.30878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64297640e-01  1.16797502e+00  1.12648141e+00  1.34378075e+00  7.59618525e-05  1.49999929e+00 
 4.31278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64334264e-01  1.16794145e+00  1.12644563e+00  1.34559523e+00  7.55255428e-05  1.49999644e+00 
 4.31678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64370721e-01  1.16790790e+00  1.12640986e+00  1.34740740e+00  7.51574183e-05  1.49999928e+00 
 4.32078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64407261e-01  1.16787443e+00  1.12637416e+00  1.34921623e+00  7.47250425e-05  1.49999646e+00 
 4.32478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64443635e-01  1.16784098e+00  1.12633847e+00  1.35102267e+00  7.43732303e-05  1.49999928e+00 
 4.32878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64480090e-01  1.16780759e+00  1.12630285e+00  1.35282565e+00  7.39440144e-05  1.49999648e+00 
 4.33278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64516382e-01  1.16777423e+00  1.12626725e+00  1.35462615e+00  7.36076557e-05  1.49999928e+00 
 4.33678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64552753e-01  1.16774094e+00  1.12623171e+00  1.35642309e+00  7.31808486e-05  1.49999650e+00 
 4.34078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64588963e-01  1.16770768e+00  1.12619618e+00  1.35821744e+00  7.28591058e-05  1.49999928e+00 
 4.34478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64625250e-01  1.16767448e+00  1.12616072e+00  1.36000811e+00  7.24339750e-05  1.49999652e+00 
 4.34878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64661378e-01  1.16764130e+00  1.12612528e+00  1.36179608e+00  7.21260268e-05  1.49999928e+00 
 4.35278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64697582e-01  1.16760819e+00  1.12608990e+00  1.36358023e+00  7.17018529e-05  1.49999654e+00 
 4.35678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64733629e-01  1.16757510e+00  1.12605453e+00  1.36536157e+00  7.14068899e-05  1.49999928e+00 
 4.36078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64769750e-01  1.16754208e+00  1.12601923e+00  1.36713895e+00  7.09829620e-05  1.49999656e+00 
 4.36478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64805716e-01  1.16750908e+00  1.12598394e+00  1.36891338e+00  7.07001816e-05  1.49999928e+00 
 4.36878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64841754e-01  1.16747615e+00  1.12594871e+00  1.37068369e+00  7.02757924e-05  1.49999658e+00 
 4.37278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64877640e-01  1.16744324e+00  1.12591350e+00  1.37245091e+00  7.00043938e-05  1.49999928e+00 
 4.37678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64913596e-01  1.16741039e+00  1.12587835e+00  1.37421385e+00  6.95788351e-05  1.49999660e+00 
 4.38078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64949402e-01  1.16737756e+00  1.12584321e+00  1.37597354e+00  6.93180146e-05  1.49999927e+00 
 4.38478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.64985275e-01  1.16734480e+00  1.12580813e+00  1.37772876e+00  6.88905721e-05  1.49999661e+00 
 4.38878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65021001e-01  1.16731206e+00  1.12577306e+00  1.37948055e+00  6.86395181e-05  1.49999927e+00 
 4.39278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65056794e-01  1.16727938e+00  1.12573806e+00  1.38122769e+00  6.82094664e-05  1.49999663e+00 
 4.39678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65092440e-01  1.16724672e+00  1.12570307e+00  1.38297120e+00  6.79673549e-05  1.49999927e+00 
 4.40078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65128151e-01  1.16721413e+00  1.12566814e+00  1.38470984e+00  6.75339528e-05  1.49999665e+00 
 4.40478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65163719e-01  1.16718156e+00  1.12563321e+00  1.38644464e+00  6.72999420e-05  1.49999927e+00 
 4.40878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65199349e-01  1.16714904e+00  1.12559835e+00  1.38817433e+00  6.68624277e-05  1.49999667e+00 
 4.41278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65234837e-01  1.16711655e+00  1.12556350e+00  1.38989996e+00  6.66356534e-05  1.49999927e+00 
 4.41678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65270387e-01  1.16708412e+00  1.12552870e+00  1.39162021e+00  6.61932398e-05  1.49999669e+00 
 4.42078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65305797e-01  1.16705171e+00  1.12549392e+00  1.39333614e+00  6.59728107e-05  1.49999927e+00 
 4.42478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65341267e-01  1.16701935e+00  1.12545919e+00  1.39504642e+00  6.55246804e-05  1.49999670e+00 
 4.42878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65376599e-01  1.16698702e+00  1.12542447e+00  1.39675210e+00  6.53096738e-05  1.49999927e+00 
 4.43278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65411989e-01  1.16695475e+00  1.12538980e+00  1.39845181e+00  6.48549752e-05  1.49999672e+00 
 4.43678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65447243e-01  1.16692249e+00  1.12535515e+00  1.40014661e+00  6.46444327e-05  1.49999927e+00 
 4.44078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65482554e-01  1.16689030e+00  1.12532055e+00  1.40183511e+00  6.41822762e-05  1.49999674e+00 
 4.44478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65517730e-01  1.16685812e+00  1.12528595e+00  1.40351836e+00  6.39752003e-05  1.49999927e+00 
 4.44878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65552962e-01  1.16682600e+00  1.12525141e+00  1.40519493e+00  6.35046548e-05  1.49999675e+00 
 4.45278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65588061e-01  1.16679389e+00  1.12521688e+00  1.40686589e+00  6.33000060e-05  1.49999927e+00 
 4.45678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65623214e-01  1.16676185e+00  1.12518239e+00  1.40852976e+00  6.28200968e-05  1.49999677e+00 
 4.46078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65658236e-01  1.16672982e+00  1.12514791e+00  1.41018761e+00  6.26167920e-05  1.49999927e+00 
 4.46478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65693311e-01  1.16669785e+00  1.12511349e+00  1.41183794e+00  6.21264998e-05  1.49999678e+00 
 4.46878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65728256e-01  1.16666590e+00  1.12507906e+00  1.41348179e+00  6.19234118e-05  1.49999927e+00 
 4.47278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65763253e-01  1.16663400e+00  1.12504469e+00  1.41511764e+00  6.14216731e-05  1.49999680e+00 
 4.47678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65798122e-01  1.16660212e+00  1.12501031e+00  1.41674653e+00  6.12176320e-05  1.49999927e+00 
 4.48078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65833042e-01  1.16657029e+00  1.12497599e+00  1.41836690e+00  6.07033414e-05  1.49999682e+00 
 4.48478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65867835e-01  1.16653848e+00  1.12494166e+00  1.41997977e+00  6.04971385e-05  1.49999927e+00 
 4.48878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65902677e-01  1.16650672e+00  1.12490738e+00  1.42158355e+00  5.99691538e-05  1.49999683e+00 
 4.49278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65937394e-01  1.16647498e+00  1.12487310e+00  1.42317927e+00  5.97595476e-05  1.49999927e+00 
 4.49678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.65972160e-01  1.16644329e+00  1.12483887e+00  1.42476528e+00  5.92166979e-05  1.49999685e+00 
 4.50078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66006802e-01  1.16641161e+00  1.12480463e+00  1.42634260e+00  5.90024238e-05  1.49999927e+00 
 4.50478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66041490e-01  1.16637999e+00  1.12477043e+00  1.42790956e+00  5.84435203e-05  1.49999686e+00 
 4.50878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66076057e-01  1.16634838e+00  1.12473623e+00  1.42946716e+00  5.82233042e-05  1.49999927e+00 
 4.51278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66110669e-01  1.16631683e+00  1.12470207e+00  1.43101368e+00  5.76471562e-05  1.49999688e+00 
 4.51678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66145162e-01  1.16628528e+00  1.12466790e+00  1.43255013e+00  5.74197313e-05  1.49999928e+00 
 4.52078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66179698e-01  1.16625379e+00  1.12463377e+00  1.43407475e+00  5.68251657e-05  1.49999689e+00 
 4.52478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66214116e-01  1.16622231e+00  1.12459963e+00  1.43558853e+00  5.65892956e-05  1.49999928e+00 
 4.52878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66248577e-01  1.16619088e+00  1.12456552e+00  1.43708968e+00  5.59751815e-05  1.49999690e+00 
 4.53278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66282920e-01  1.16615946e+00  1.12453141e+00  1.43857918e+00  5.57296863e-05  1.49999928e+00 
 4.53678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66317306e-01  1.16612810e+00  1.12449732e+00  1.44005520e+00  5.50949642e-05  1.49999692e+00 
 4.54078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66351575e-01  1.16609674e+00  1.12446323e+00  1.44151872e+00  5.48387527e-05  1.49999928e+00 
 4.54478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66385886e-01  1.16606543e+00  1.12442916e+00  1.44296789e+00  5.41824684e-05  1.49999693e+00 
 4.54878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66420082e-01  1.16603413e+00  1.12439507e+00  1.44440367e+00  5.39145736e-05  1.49999928e+00 
 4.55278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66454318e-01  1.16600288e+00  1.12436102e+00  1.44582417e+00  5.32359164e-05  1.49999695e+00 
 4.55678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66488441e-01  1.16597164e+00  1.12432694e+00  1.44723037e+00  5.29555354e-05  1.49999928e+00 
 4.56078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66522602e-01  1.16594044e+00  1.12429289e+00  1.44862036e+00  5.22538781e-05  1.49999696e+00 
 4.56478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66556652e-01  1.16590925e+00  1.12425881e+00  1.44999511e+00  5.19604134e-05  1.49999928e+00 
 4.56878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66590739e-01  1.16587812e+00  1.12422476e+00  1.45135269e+00  5.12353553e-05  1.49999697e+00 
 4.57278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66624717e-01  1.16584698e+00  1.12419068e+00  1.45269409e+00  5.09284571e-05  1.49999928e+00 
 4.57678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66658730e-01  1.16581589e+00  1.12415662e+00  1.45401737e+00  5.01798648e-05  1.49999699e+00 
 4.58078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66692635e-01  1.16578481e+00  1.12412253e+00  1.45532353e+00  4.98594709e-05  1.49999928e+00 
 4.58478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66726575e-01  1.16575378e+00  1.12408846e+00  1.45661063e+00  4.90875169e-05  1.49999700e+00 
 4.58878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66760408e-01  1.16572275e+00  1.12405435e+00  1.45787968e+00  4.87538888e-05  1.49999928e+00 
 4.59278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66794275e-01  1.16569176e+00  1.12402026e+00  1.45912876e+00  4.79590836e-05  1.49999701e+00 
 4.59678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66828036e-01  1.16566078e+00  1.12398613e+00  1.46035891e+00  4.76128347e-05  1.49999928e+00 
 4.60078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66861831e-01  1.16562984e+00  1.12395201e+00  1.46156820e+00  4.67960508e-05  1.49999702e+00 
 4.60478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66895520e-01  1.16559891e+00  1.12391785e+00  1.46275775e+00  4.64381645e-05  1.49999929e+00 
 4.60878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66929242e-01  1.16556802e+00  1.12388370e+00  1.46392562e+00  4.56006482e-05  1.49999704e+00 
 4.61278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66962860e-01  1.16553713e+00  1.12384950e+00  1.46507298e+00  4.52324837e-05  1.49999929e+00 
 4.61678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.66996509e-01  1.16550629e+00  1.12381532e+00  1.46619793e+00  4.43758543e-05  1.49999705e+00 
 4.62078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67030057e-01  1.16547545e+00  1.12378108e+00  1.46730170e+00  4.39991377e-05  1.49999929e+00 
 4.62478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67063634e-01  1.16544465e+00  1.12374685e+00  1.46838242e+00  4.31253706e-05  1.49999706e+00 
 4.62878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67097111e-01  1.16541385e+00  1.12371257e+00  1.46944138e+00  4.27421709e-05  1.49999929e+00 
 4.63278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67130617e-01  1.16538310e+00  1.12367829e+00  1.47047677e+00  4.18535660e-05  1.49999707e+00 
 4.63678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67164023e-01  1.16535235e+00  1.12364396e+00  1.47148993e+00  4.14662561e-05  1.49999929e+00 
 4.64078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67197458e-01  1.16532164e+00  1.12360963e+00  1.47247912e+00  4.05653913e-05  1.49999708e+00 
 4.64478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67230793e-01  1.16529093e+00  1.12357525e+00  1.47344575e+00  4.01765943e-05  1.49999929e+00 
 4.64878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67264157e-01  1.16526026e+00  1.12354086e+00  1.47438812e+00  3.92662669e-05  1.49999709e+00 
 4.65278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67297423e-01  1.16522960e+00  1.12350642e+00  1.47530774e+00  3.88787923e-05  1.49999929e+00 
 4.65678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67330716e-01  1.16519898e+00  1.12347198e+00  1.47620296e+00  3.79619493e-05  1.49999711e+00 
 4.66078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67363913e-01  1.16516836e+00  1.12343748e+00  1.47707538e+00  3.75787202e-05  1.49999929e+00 
 4.66478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67397135e-01  1.16513778e+00  1.12340298e+00  1.47792340e+00  3.66583841e-05  1.49999712e+00 
 4.66878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67430262e-01  1.16510720e+00  1.12336842e+00  1.47874870e+00  3.62823612e-05  1.49999930e+00 
 4.67278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67463414e-01  1.16507666e+00  1.12333385e+00  1.47954975e+00  3.53615529e-05  1.49999713e+00 
 4.67678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67496473e-01  1.16504613e+00  1.12329923e+00  1.48032830e+00  3.49956577e-05  1.49999930e+00 
 4.68078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67529555e-01  1.16501564e+00  1.12326460e+00  1.48108288e+00  3.40773221e-05  1.49999714e+00 
 4.68478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67562544e-01  1.16498515e+00  1.12322992e+00  1.48181532e+00  3.37243655e-05  1.49999930e+00 
 4.68878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67595557e-01  1.16495471e+00  1.12319523e+00  1.48252418e+00  3.28113028e-05  1.49999715e+00 
 4.69278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67628478e-01  1.16492426e+00  1.12316049e+00  1.48321139e+00  3.24739204e-05  1.49999930e+00 
 4.69678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67661421e-01  1.16489386e+00  1.12312575e+00  1.48387556e+00  3.15687269e-05  1.49999716e+00 
 4.70078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67694274e-01  1.16486347e+00  1.12309095e+00  1.48451866e+00  3.12493254e-05  1.49999930e+00 
 4.70478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67727148e-01  1.16483312e+00  1.12305614e+00  1.48513935e+00  3.03543453e-05  1.49999717e+00 
 4.70878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67759933e-01  1.16480277e+00  1.12302129e+00  1.48573966e+00  3.00550603e-05  1.49999930e+00 
 4.71278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67792739e-01  1.16477246e+00  1.12298643e+00  1.48631828e+00  2.91723505e-05  1.49999718e+00 
 4.71678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67825455e-01  1.16474216e+00  1.12295152e+00  1.48687731e+00  2.88950179e-05  1.49999931e+00 
 4.72078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67858193e-01  1.16471191e+00  1.12291662e+00  1.48741545e+00  2.80263257e-05  1.49999719e+00 
 4.72478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67890842e-01  1.16468166e+00  1.12288166e+00  1.48793483e+00  2.77724655e-05  1.49999931e+00 
 4.72878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67923511e-01  1.16465145e+00  1.12284671e+00  1.48843419e+00  2.69192182e-05  1.49999720e+00 
 4.73278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67956093e-01  1.16462125e+00  1.12281171e+00  1.48891569e+00  2.66900304e-05  1.49999931e+00 
 4.73678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.67988694e-01  1.16459110e+00  1.12277672e+00  1.48937807e+00  2.58533369e-05  1.49999721e+00 
 4.74078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68021210e-01  1.16456095e+00  1.12274168e+00  1.48982353e+00  2.56497076e-05  1.49999931e+00 
 4.74478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68053743e-01  1.16453085e+00  1.12270665e+00  1.49025082e+00  2.48303692e-05  1.49999722e+00 
 4.74878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68086192e-01  1.16450076e+00  1.12267158e+00  1.49066214e+00  2.46528855e-05  1.49999931e+00 
 4.75278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68118658e-01  1.16447071e+00  1.12263651e+00  1.49105624e+00  2.38514142e-05  1.49999723e+00 
 4.75678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68151040e-01  1.16444067e+00  1.12260142e+00  1.49143536e+00  2.37003863e-05  1.49999931e+00 
 4.76078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68183439e-01  1.16441068e+00  1.12256633e+00  1.49179821e+00  2.29170292e-05  1.49999724e+00 
 4.76478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68215755e-01  1.16438070e+00  1.12253121e+00  1.49214705e+00  2.27925160e-05  1.49999931e+00 
 4.76878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68248087e-01  1.16435077e+00  1.12249610e+00  1.49248058e+00  2.20272834e-05  1.49999725e+00 
 4.77278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68280337e-01  1.16432084e+00  1.12246096e+00  1.49280106e+00  2.19291224e-05  1.49999932e+00 
 4.77678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68312603e-01  1.16429097e+00  1.12242583e+00  1.49310717e+00  2.11818178e-05  1.49999726e+00 
 4.78078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68344787e-01  1.16426110e+00  1.12239068e+00  1.49340117e+00  2.11096554e-05  1.49999932e+00 
 4.78478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68376987e-01  1.16423128e+00  1.12235555e+00  1.49368171e+00  2.03799063e-05  1.49999727e+00 
 4.78878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68409105e-01  1.16420148e+00  1.12232039e+00  1.49395106e+00  2.03332285e-05  1.49999932e+00 
 4.79278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68441239e-01  1.16417172e+00  1.12228526e+00  1.49420784e+00  1.96205165e-05  1.49999728e+00 
 4.79678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68473293e-01  1.16414197e+00  1.12225010e+00  1.49445431e+00  1.95986784e-05  1.49999932e+00 
 4.80078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68505360e-01  1.16411228e+00  1.12221496e+00  1.49468906e+00  1.89023679e-05  1.49999729e+00 
 4.80478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68537349e-01  1.16408259e+00  1.12217981e+00  1.49491434e+00  1.89046215e-05  1.49999932e+00 
 4.80878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68569351e-01  1.16405295e+00  1.12214468e+00  1.49512872e+00  1.82239863e-05  1.49999730e+00 
 4.81278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68601275e-01  1.16402333e+00  1.12210953e+00  1.49533443e+00  1.82495057e-05  1.49999932e+00 
 4.81678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68633212e-01  1.16399376e+00  1.12207441e+00  1.49553002e+00  1.75837528e-05  1.49999731e+00 
 4.82078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68665072e-01  1.16396420e+00  1.12203928e+00  1.49571769e+00  1.76316568e-05  1.49999933e+00 
 4.82478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68696944e-01  1.16393469e+00  1.12200417e+00  1.49589597e+00  1.69799481e-05  1.49999732e+00 
 4.82878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68728740e-01  1.16390519e+00  1.12196906e+00  1.49606705e+00  1.70493202e-05  1.49999933e+00 
 4.83278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68760547e-01  1.16387574e+00  1.12193397e+00  1.49622942e+00  1.64107904e-05  1.49999733e+00 
 4.83678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68792279e-01  1.16384631e+00  1.12189888e+00  1.49638527e+00  1.65006956e-05  1.49999933e+00 
 4.84078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68824022e-01  1.16381693e+00  1.12186382e+00  1.49653305e+00  1.58744682e-05  1.49999733e+00 
 4.84478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68855690e-01  1.16378756e+00  1.12182875e+00  1.49667494e+00  1.59839677e-05  1.49999933e+00 
 4.84878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68887368e-01  1.16375824e+00  1.12179372e+00  1.49680935e+00  1.53691678e-05  1.49999734e+00 
 4.85278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68918973e-01  1.16372894e+00  1.12175868e+00  1.49693847e+00  1.54973304e-05  1.49999933e+00 
 4.85678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68950588e-01  1.16369968e+00  1.12172368e+00  1.49706066e+00  1.48930957e-05  1.49999735e+00 
 4.86078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.68982129e-01  1.16367044e+00  1.12168867e+00  1.49717810e+00  1.50390077e-05  1.49999934e+00 
 4.86478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69013680e-01  1.16364126e+00  1.12165370e+00  1.49728912e+00  1.44444966e-05  1.49999736e+00 
 4.86878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69045158e-01  1.16361208e+00  1.12161873e+00  1.49739591e+00  1.46072692e-05  1.49999934e+00 
 4.87278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69076646e-01  1.16358296e+00  1.12158380e+00  1.49749675e+00  1.40216677e-05  1.49999737e+00 
 4.87678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69108062e-01  1.16355385e+00  1.12154887e+00  1.49759381e+00  1.42004424e-05  1.49999934e+00 
 4.88078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69139486e-01  1.16352479e+00  1.12151398e+00  1.49768538e+00  1.36229687e-05  1.49999738e+00 
 4.88478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69170839e-01  1.16349575e+00  1.12147909e+00  1.49777359e+00  1.38169220e-05  1.49999934e+00 
 4.88878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69202201e-01  1.16346675e+00  1.12144424e+00  1.49785671e+00  1.32468303e-05  1.49999739e+00 
 4.89278617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69233492e-01  1.16343777e+00  1.12140939e+00  1.49793687e+00  1.34551760e-05  1.49999934e+00 
 4.89678617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69264791e-01  1.16340885e+00  1.12137459e+00  1.49801231e+00  1.28917583e-05  1.49999739e+00 
 4.90078617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69296020e-01  1.16337993e+00  1.12133979e+00  1.49808515e+00  1.31137496e-05  1.49999934e+00 
 4.90478617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69327256e-01  1.16335107e+00  1.12130503e+00  1.49815360e+00  1.25563375e-05  1.49999740e+00 
 4.90878617e-08  1.50000000e+00  7.60000000e-01  7.50000000e-01  3.69358423e-01  1.16332223e+00  1.12127028e+00  1.49821980e+00  1.27912679e-05  1.49999935e+00 
