 frequency       v(Tmb_dB)       v(Tmb_arg)     
 4.60644974e+02  3.77522532e+01 -8.15548198e+01 
 4.71267322e+02  3.75583467e+01 -8.17551983e+01 
 4.82134619e+02  3.73642610e+01 -8.19515186e+01 
 4.93252513e+02  3.71700036e+01 -8.21438685e+01 
 5.04626783e+02  3.69755821e+01 -8.23323340e+01 
 5.16263340e+02  3.67810034e+01 -8.25170004e+01 
 5.28168234e+02  3.65862745e+01 -8.26979512e+01 
 5.40347650e+02  3.63914017e+01 -8.28752696e+01 
 5.52807921e+02  3.61963914e+01 -8.30490371e+01 
 5.65555523e+02  3.60012494e+01 -8.32193341e+01 
 5.78597080e+02  3.58059816e+01 -8.33862398e+01 
 5.91939372e+02  3.56105934e+01 -8.35498324e+01 
 6.05589334e+02  3.54150901e+01 -8.37101888e+01 
 6.19554061e+02  3.52194768e+01 -8.38673847e+01 
 6.33840810e+02  3.50237581e+01 -8.40214947e+01 
 6.48457008e+02  3.48279388e+01 -8.41725926e+01 
 6.63410251e+02  3.46320233e+01 -8.43207503e+01 
 6.78708313e+02  3.44360159e+01 -8.44660392e+01 
 6.94359143e+02  3.42399205e+01 -8.46085296e+01 
 7.10370877e+02  3.40437411e+01 -8.47482901e+01 
 7.26751838e+02  3.38474813e+01 -8.48853888e+01 
 7.43510539e+02  3.36511449e+01 -8.50198927e+01 
 7.60655691e+02  3.34547351e+01 -8.51518671e+01 
 7.78196206e+02  3.32582553e+01 -8.52813773e+01 
 7.96141200e+02  3.30617085e+01 -8.54084867e+01 
 8.14500001e+02  3.28650978e+01 -8.55332578e+01 
 8.33282151e+02  3.26684260e+01 -8.56557526e+01 
 8.52497412e+02  3.24716959e+01 -8.57760318e+01 
 8.72155772e+02  3.22749102e+01 -8.58941550e+01 
 8.92267449e+02  3.20780712e+01 -8.60101810e+01 
 9.12842895e+02  3.18811815e+01 -8.61241679e+01 
 9.33892805e+02  3.16842434e+01 -8.62361726e+01 
 9.55428121e+02  3.14872590e+01 -8.63462511e+01 
 9.77460036e+02  3.12902305e+01 -8.64544588e+01 
 1.00000000e+03  3.10931600e+01 -8.65608501e+01 
 1.02305973e+03  3.08960493e+01 -8.66654785e+01 
 1.04665121e+03  3.06989004e+01 -8.67683968e+01 
 1.07078670e+03  3.05017150e+01 -8.68696571e+01 
 1.09547876e+03  3.03044948e+01 -8.69693105e+01 
 1.12074020e+03  3.01072415e+01 -8.70674077e+01 
 1.14658417e+03  2.99099567e+01 -8.71639983e+01 
 1.17302409e+03  2.97126418e+01 -8.72591314e+01 
 1.20007371e+03  2.95152984e+01 -8.73528555e+01 
 1.22774708e+03  2.93179278e+01 -8.74452182e+01 
 1.25605860e+03  2.91205313e+01 -8.75362667e+01 
 1.28502297e+03  2.89231103e+01 -8.76260475e+01 
 1.31465525e+03  2.87256660e+01 -8.77146064e+01 
 1.34497085e+03  2.85281995e+01 -8.78019887e+01 
 1.37598551e+03  2.83307120e+01 -8.78882391e+01 
 1.40771537e+03  2.81332046e+01 -8.79734019e+01 
 1.44017690e+03  2.79356784e+01 -8.80575207e+01 
 1.47338699e+03  2.77381344e+01 -8.81406388e+01 
 1.50736290e+03  2.75405735e+01 -8.82227987e+01 
 1.54212228e+03  2.73429968e+01 -8.83040428e+01 
 1.57768320e+03  2.71454051e+01 -8.83844129e+01 
 1.61406415e+03  2.69477993e+01 -8.84639504e+01 
 1.65128404e+03  2.67501803e+01 -8.85426961e+01 
 1.68936220e+03  2.65525488e+01 -8.86206908e+01 
 1.72831844e+03  2.63549058e+01 -8.86979747e+01 
 1.76817299e+03  2.61572520e+01 -8.87745877e+01 
 1.80894658e+03  2.59595881e+01 -8.88505693e+01 
 1.85066040e+03  2.57619149e+01 -8.89259589e+01 
 1.89333613e+03  2.55642331e+01 -8.90007954e+01 
 1.93699595e+03  2.53665434e+01 -8.90751176e+01 
 1.98166255e+03  2.51688465e+01 -8.91489640e+01 
 2.02735916e+03  2.49711431e+01 -8.92223727e+01 
 2.07410951e+03  2.47734337e+01 -8.92953820e+01 
 2.12193792e+03  2.45757191e+01 -8.93680297e+01 
 2.17086923e+03  2.43779999e+01 -8.94403534e+01 
 2.22092889e+03  2.41802767e+01 -8.95123907e+01 
 2.27214291e+03  2.39825501e+01 -8.95841791e+01 
 2.32453791e+03  2.37848208e+01 -8.96557559e+01 
 2.37814113e+03  2.35870893e+01 -8.97271583e+01 
 2.43298042e+03  2.33893562e+01 -8.97984235e+01 
 2.48908429e+03  2.31916221e+01 -8.98695886e+01 
 2.54648190e+03  2.29938877e+01 -8.99406906e+01 
 2.60520309e+03  2.27961534e+01 -9.00117668e+01 
 2.66527837e+03  2.25984200e+01 -9.00828541e+01 
 2.72673897e+03  2.24006880e+01 -9.01539896e+01 
 2.78961683e+03  2.22029579e+01 -9.02252106e+01 
 2.85394464e+03  2.20052305e+01 -9.02965541e+01 
 2.91975583e+03  2.18075062e+01 -9.03680577e+01 
 2.98708461e+03  2.16097857e+01 -9.04397588e+01 
 3.05596598e+03  2.14120697e+01 -9.05116947e+01 
 3.12643573e+03  2.12143587e+01 -9.05839034e+01 
 3.19853049e+03  2.10166534e+01 -9.06564227e+01 
 3.27228774e+03  2.08189544e+01 -9.07292906e+01 
 3.34774581e+03  2.06212625e+01 -9.08025455e+01 
 3.42494392e+03  2.04235782e+01 -9.08762258e+01 
 3.50392221e+03  2.02259023e+01 -9.09503705e+01 
 3.58472171e+03  2.00282355e+01 -9.10250186e+01 
 3.66738442e+03  1.98305785e+01 -9.11002094e+01 
 3.75195331e+03  1.96329321e+01 -9.11759827e+01 
 3.83847234e+03  1.94352970e+01 -9.12523786e+01 
 3.92698648e+03  1.92376740e+01 -9.13294375e+01 
 4.01754173e+03  1.90400640e+01 -9.14072002e+01 
 4.11018515e+03  1.88424677e+01 -9.14857081e+01 
 4.20496491e+03  1.86448861e+01 -9.15650027e+01 
 4.30193027e+03  1.84473200e+01 -9.16451264e+01 
 4.40113162e+03  1.82497705e+01 -9.17261219e+01 
 4.50262052e+03  1.80522384e+01 -9.18080323e+01 
 4.60644974e+03  1.78547247e+01 -9.18909015e+01 
 4.71267322e+03  1.76572305e+01 -9.19747738e+01 
 4.82134619e+03  1.74597569e+01 -9.20596943e+01 
 4.93252513e+03  1.72623049e+01 -9.21457085e+01 
 5.04626783e+03  1.70648759e+01 -9.22328629e+01 
 5.16263340e+03  1.68674708e+01 -9.23212044e+01 
 5.28168234e+03  1.66700910e+01 -9.24107808e+01 
 5.40347650e+03  1.64727379e+01 -9.25016406e+01 
 5.52807921e+03  1.62754127e+01 -9.25938333e+01 
 5.65555523e+03  1.60781169e+01 -9.26874089e+01 
 5.78597080e+03  1.58808519e+01 -9.27824186e+01 
 5.91939372e+03  1.56836193e+01 -9.28789143e+01 
 6.05589334e+03  1.54864207e+01 -9.29769490e+01 
 6.19554061e+03  1.52892577e+01 -9.30765768e+01 
 6.33840810e+03  1.50921321e+01 -9.31778525e+01 
 6.48457008e+03  1.48950456e+01 -9.32808322e+01 
 6.63410251e+03  1.46980002e+01 -9.33855731e+01 
 6.78708313e+03  1.45009978e+01 -9.34921337e+01 
 6.94359143e+03  1.43040404e+01 -9.36005735e+01 
 7.10370877e+03  1.41071303e+01 -9.37109534e+01 
 7.26751838e+03  1.39102695e+01 -9.38233356e+01 
 7.43510539e+03  1.37134604e+01 -9.39377837e+01 
 7.60655691e+03  1.35167054e+01 -9.40543628e+01 
 7.78196206e+03  1.33200071e+01 -9.41731392e+01 
 7.96141200e+03  1.31233680e+01 -9.42941813e+01 
 8.14500001e+03  1.29267910e+01 -9.44175586e+01 
 8.33282151e+03  1.27302787e+01 -9.45433425e+01 
 8.52497412e+03  1.25338343e+01 -9.46716062e+01 
 8.72155772e+03  1.23374608e+01 -9.48024248e+01 
 8.92267449e+03  1.21411614e+01 -9.49358751e+01 
 9.12842895e+03  1.19449395e+01 -9.50720361e+01 
 9.33892805e+03  1.17487985e+01 -9.52109887e+01 
 9.55428121e+03  1.15527422e+01 -9.53528161e+01 
 9.77460036e+03  1.13567743e+01 -9.54976037e+01 
 1.00000000e+04  1.11608988e+01 -9.56454393e+01 
 1.02305973e+04  1.09651198e+01 -9.57964132e+01 
 1.04665121e+04  1.07694415e+01 -9.59506180e+01 
 1.07078670e+04  1.05738684e+01 -9.61081495e+01 
 1.09547876e+04  1.03784052e+01 -9.62691058e+01 
 1.12074020e+04  1.01830566e+01 -9.64335882e+01 
 1.14658417e+04  9.98782777e+00 -9.66017009e+01 
 1.17302409e+04  9.79272377e+00 -9.67735514e+01 
 1.20007371e+04  9.59775003e+00 -9.69492507e+01 
 1.22774708e+04  9.40291217e+00 -9.71289129e+01 
 1.25605860e+04  9.20821604e+00 -9.73126561e+01 
 1.28502297e+04  9.01366766e+00 -9.75006021e+01 
 1.31465525e+04  8.81927331e+00 -9.76928768e+01 
 1.34497085e+04  8.62503948e+00 -9.78896102e+01 
 1.37598551e+04  8.43097289e+00 -9.80909367e+01 
 1.40771537e+04  8.23708052e+00 -9.82969955e+01 
 1.44017690e+04  8.04336957e+00 -9.85079304e+01 
 1.47338699e+04  7.84984749e+00 -9.87238903e+01 
 1.50736290e+04  7.65652198e+00 -9.89450297e+01 
 1.54212228e+04  7.46340096e+00 -9.91715085e+01 
 1.57768320e+04  7.27049268e+00 -9.94034924e+01 
 1.61406415e+04  7.07780556e+00 -9.96411534e+01 
 1.65128404e+04  6.88534829e+00 -9.98846698e+01 
 1.68936220e+04  6.69312982e+00 -1.00134227e+02 
 1.72831844e+04  6.50115934e+00 -1.00390017e+02 
 1.76817299e+04  6.30944626e+00 -1.00652240e+02 
 1.80894658e+04  6.11800022e+00 -1.00921104e+02 
 1.85066040e+04  5.92683110e+00 -1.01196824e+02 
 1.89333613e+04  5.73594897e+00 -1.01479626e+02 
 1.93699595e+04  5.54536411e+00 -1.01769743e+02 
 1.98166255e+04  5.35508696e+00 -1.02067420e+02 
 2.02735916e+04  5.16512808e+00 -1.02372909e+02 
 2.07410951e+04  4.97549821e+00 -1.02686476e+02 
 2.12193792e+04  4.78620819e+00 -1.03008395e+02 
 2.17086923e+04  4.59726887e+00 -1.03338955e+02 
 2.22092889e+04  4.40869112e+00 -1.03678455e+02 
 2.27214291e+04  4.22048588e+00 -1.04027208e+02 
 2.32453791e+04  4.03266383e+00 -1.04385541e+02 
 2.37814113e+04  3.84523574e+00 -1.04753794e+02 
 2.43298042e+04  3.65821201e+00 -1.05132324e+02 
 2.48908429e+04  3.47160275e+00 -1.05521504e+02 
 2.54648190e+04  3.28541778e+00 -1.05921720e+02 
 2.60520309e+04  3.09966636e+00 -1.06333381e+02 
 2.66527837e+04  2.91435728e+00 -1.06756910e+02 
 2.72673897e+04  2.72949841e+00 -1.07192750e+02 
 2.78961683e+04  2.54509700e+00 -1.07641366e+02 
 2.85394464e+04  2.36115910e+00 -1.08103242e+02 
 2.91975583e+04  2.17768958e+00 -1.08578885e+02 
 2.98708461e+04  1.99469202e+00 -1.09068824e+02 
 3.05596598e+04  1.81216835e+00 -1.09573611e+02 
 3.12643573e+04  1.63011859e+00 -1.10093826e+02 
 3.19853049e+04  1.44854065e+00 -1.10630070e+02 
 3.27228774e+04  1.26743006e+00 -1.11182974e+02 
 3.34774581e+04  1.08677959e+00 -1.11753193e+02 
 3.42494392e+04  9.06578821e-01 -1.12341414e+02 
 3.50392221e+04  7.26813897e-01 -1.12948349e+02 
 3.58472171e+04  5.47466987e-01 -1.13574741e+02 
 3.66738442e+04  3.68515878e-01 -1.14221361e+02 
 3.75195331e+04  1.89933315e-01 -1.14889012e+02 
 3.83847234e+04  1.16865895e-02 -1.15578526e+02 
 3.92698648e+04 -1.66263086e-01 -1.16290763e+02 
 4.01754173e+04 -3.43961338e-01 -1.17026615e+02 
 4.11018515e+04 -5.21461170e-01 -1.17787000e+02 
 4.20496491e+04 -6.98824050e-01 -1.18572865e+02 
 4.30193027e+04 -8.76120252e-01 -1.19385179e+02 
 4.40113162e+04 -1.05343005e+00 -1.20224936e+02 
 4.50262052e+04 -1.23084457e+00 -1.21093150e+02 
 4.60644974e+04 -1.40846659e+00 -1.21990851e+02 
 4.71267322e+04 -1.58641152e+00 -1.22919077e+02 
 4.82134619e+04 -1.76480867e+00 -1.23878877e+02 
 4.93252513e+04 -1.94380169e+00 -1.24871295e+02 
 5.04626783e+04 -2.12355000e+00 -1.25897369e+02 
 5.16263340e+04 -2.30422976e+00 -1.26958116e+02 
 5.28168234e+04 -2.48603427e+00 -1.28054528e+02 
 5.40347650e+04 -2.66917527e+00 -1.29187555e+02 
 5.52807921e+04 -2.85388339e+00 -1.30358095e+02 
 5.65555523e+04 -3.04040855e+00 -1.31566975e+02 
 5.78597080e+04 -3.22902052e+00 -1.32814940e+02 
 5.91939372e+04 -3.42000869e+00 -1.34102631e+02 
 6.05589334e+04 -3.61368191e+00 -1.35430565e+02 
 6.19554061e+04 -3.81036762e+00 -1.36799119e+02 
 6.33840810e+04 -4.01041097e+00 -1.38208503e+02 
 6.48457008e+04 -4.21417326e+00 -1.39658743e+02 
 6.63410251e+04 -4.42202932e+00 -1.41149655e+02 
 6.78708313e+04 -4.63436521e+00 -1.42680827e+02 
 6.94359143e+04 -4.85157470e+00 -1.44251597e+02 
 7.10370877e+04 -5.07405533e+00 -1.45861034e+02 
 7.26751838e+04 -5.30220373e+00 -1.47507925e+02 
 7.43510539e+04 -5.53641041e+00 -1.49190760e+02 
 7.60655691e+04 -5.77705422e+00 -1.50907729e+02 
 7.78196206e+04 -6.02449645e+00 -1.52656718e+02 
 7.96141200e+04 -6.27907402e+00 -1.54435315e+02 
 8.14500001e+04 -6.54109339e+00 -1.56240820e+02 
 8.33282151e+04 -6.81082449e+00 -1.58070264e+02 
 8.52497412e+04 -7.08849435e+00 -1.59920437e+02 
 8.72155772e+04 -7.37428187e+00 -1.61787918e+02 
 8.92267449e+04 -7.66831303e+00 -1.63669114e+02 
 9.12842895e+04 -7.97065767e+00 -1.65560304e+02 
 9.33892805e+04 -8.28132606e+00 -1.67457692e+02 
 9.55428121e+04 -8.60026832e+00 -1.69357451e+02 
 9.77460036e+04 -8.92737383e+00 -1.71255777e+02 
 1.00000000e+05 -9.26247275e+00 -1.73148945e+02 
 1.02305973e+05 -9.60533820e+00 -1.75033352e+02 
 1.04665121e+05 -9.95569032e+00 -1.76905564e+02 
 1.07078670e+05 -1.03132004e+01 -1.78762355e+02 
 1.09547876e+05 -1.06774967e+01 -1.80600748e+02 
 1.12074020e+05 -1.10481702e+01 -1.82418030e+02 
 1.14658417e+05 -1.14247811e+01 -1.84211781e+02 
 1.17302409e+05 -1.18068654e+01 -1.85979881e+02 
 1.20007371e+05 -1.21939414e+01 -1.87720521e+02 
 1.22774708e+05 -1.25855161e+01 -1.89432197e+02 
 1.25605860e+05 -1.29810908e+01 -1.91113708e+02 
 1.28502297e+05 -1.33801670e+01 -1.92764139e+02 
 1.31465525e+05 -1.37822509e+01 -1.94382851e+02 
 1.34497085e+05 -1.41868579e+01 -1.95969458e+02 
 1.37598551e+05 -1.45935164e+01 -1.97523810e+02 
 1.40771537e+05 -1.50017703e+01 -1.99045967e+02 
 1.44017690e+05 -1.54111819e+01 -2.00536178e+02 
 1.47338699e+05 -1.58213334e+01 -2.01994858e+02 
 1.50736290e+05 -1.62318286e+01 -2.03422564e+02 
 1.54212228e+05 -1.66422933e+01 -2.04819974e+02 
 1.57768320e+05 -1.70523761e+01 -2.06187865e+02 
 1.61406415e+05 -1.74617485e+01 -2.07527096e+02 
 1.65128404e+05 -1.78701043e+01 -2.08838588e+02 
 1.68936220e+05 -1.82771598e+01 -2.10123310e+02 
 1.72831844e+05 -1.86826529e+01 -2.11382261e+02 
 1.76817299e+05 -1.90863422e+01 -2.12616462e+02 
 1.80894658e+05 -1.94880065e+01 -2.13826940e+02 
 1.85066040e+05 -1.98874435e+01 -2.15014719e+02 
 1.89333613e+05 -2.02844693e+01 -2.16180816e+02 
 1.93699595e+05 -2.06789171e+01 -2.17326226e+02 
 1.98166255e+05 -2.10706361e+01 -2.18451925e+02 
 2.02735916e+05 -2.14594909e+01 -2.19558857e+02 
 2.07410951e+05 -2.18453603e+01 -2.20647934e+02 
 2.12193792e+05 -2.22281365e+01 -2.21720035e+02 
 2.17086923e+05 -2.26077242e+01 -2.22775998e+02 
 2.22092889e+05 -2.29840396e+01 -2.23816626e+02 
 2.27214291e+05 -2.33570099e+01 -2.24842678e+02 
 2.32453791e+05 -2.37265724e+01 -2.25854876e+02 
 2.37814113e+05 -2.40926736e+01 -2.26853898e+02 
 2.43298042e+05 -2.44552690e+01 -2.27840385e+02 
 2.48908429e+05 -2.48143222e+01 -2.28814938e+02 
 2.54648190e+05 -2.51698044e+01 -2.29778121e+02 
 2.60520309e+05 -2.55216938e+01 -2.30730458e+02 
 2.66527837e+05 -2.58699751e+01 -2.31672442e+02 
 2.72673897e+05 -2.62146393e+01 -2.32604529e+02 
 2.78961683e+05 -2.65556829e+01 -2.33527144e+02 
 2.85394464e+05 -2.68931078e+01 -2.34440684e+02 
 2.91975583e+05 -2.72269207e+01 -2.35345515e+02 
 2.98708461e+05 -2.75571329e+01 -2.36241979e+02 
 3.05596598e+05 -2.78837602e+01 -2.37130391e+02 
 3.12643573e+05 -2.82068218e+01 -2.38011047e+02 
 3.19853049e+05 -2.85263410e+01 -2.38884219e+02 
 3.27228774e+05 -2.88423442e+01 -2.39750163e+02 
 3.34774581e+05 -2.91548609e+01 -2.40609116e+02 
 3.42494392e+05 -2.94639237e+01 -2.41461303e+02 
 3.50392221e+05 -2.97695674e+01 -2.42306931e+02 
 3.58472171e+05 -3.00718293e+01 -2.43146200e+02 
 3.66738442e+05 -3.03707491e+01 -2.43979295e+02 
 3.75195331e+05 -3.06663680e+01 -2.44806395e+02 
 3.83847234e+05 -3.09587293e+01 -2.45627671e+02 
 3.92698648e+05 -3.12478774e+01 -2.46443287e+02 
 4.01754173e+05 -3.15338582e+01 -2.47253402e+02 
 4.11018515e+05 -3.18167189e+01 -2.48058170e+02 
 4.20496491e+05 -3.20965074e+01 -2.48857744e+02 
 4.30193027e+05 -3.23732722e+01 -2.49652272e+02 
 4.40113162e+05 -3.26470627e+01 -2.50441902e+02 
 4.50262052e+05 -3.29179285e+01 -2.51226781e+02 
 4.60644974e+05 -3.31859194e+01 -2.52007055e+02 
 4.71267322e+05 -3.34510855e+01 -2.52782872e+02 
 4.82134619e+05 -3.37134764e+01 -2.53554379e+02 
 4.93252513e+05 -3.39731419e+01 -2.54321725e+02 
 5.04626783e+05 -3.42301312e+01 -2.55085060e+02 
 5.16263340e+05 -3.44844929e+01 -2.55844537e+02 
 5.28168234e+05 -3.47362752e+01 -2.56600309e+02 
 5.40347650e+05 -3.49855253e+01 -2.57352533e+02 
 5.52807921e+05 -3.52322897e+01 -2.58101367e+02 
 5.65555523e+05 -3.54766136e+01 -2.58846972e+02 
 5.78597080e+05 -3.57185414e+01 -2.59589511e+02 
 5.91939372e+05 -3.59581163e+01 -2.60329148e+02 
 6.05589334e+05 -3.61953798e+01 -2.61066050e+02 
 6.19554061e+05 -3.64303725e+01 -2.61800386e+02 
 6.33840810e+05 -3.66631332e+01 -2.62532328e+02 
 6.48457008e+05 -3.68936993e+01 -2.63262047e+02 
 6.63410251e+05 -3.71221064e+01 -2.63989717e+02 
 6.78708313e+05 -3.73483888e+01 -2.64715512e+02 
 6.94359143e+05 -3.75725786e+01 -2.65439609e+02 
 7.10370877e+05 -3.77947064e+01 -2.66162183e+02 
 7.26751838e+05 -3.80148009e+01 -2.66883411e+02 
 7.43510539e+05 -3.82328890e+01 -2.67603468e+02 
 7.60655691e+05 -3.84489956e+01 -2.68322532e+02 
 7.78196206e+05 -3.86631435e+01 -2.69040775e+02 
 7.96141200e+05 -3.88753540e+01 -2.69758373e+02 
 8.14500001e+05 -3.90856460e+01 -2.70475498e+02 
 8.33282151e+05 -3.92940366e+01 -2.71192320e+02 
 8.52497412e+05 -3.95005408e+01 -2.71909005e+02 
 8.72155772e+05 -3.97051718e+01 -2.72625720e+02 
 8.92267449e+05 -3.99079406e+01 -2.73342627e+02 
 9.12842895e+05 -4.01088563e+01 -2.74059882e+02 
 9.33892805e+05 -4.03079260e+01 -2.74777641e+02 
 9.55428121e+05 -4.05051549e+01 -2.75496052e+02 
 9.77460036e+05 -4.07005461e+01 -2.76215260e+02 
 1.00000000e+06 -4.08941011e+01 -2.76935404e+02 
 1.02305973e+06 -4.10858191e+01 -2.77656617e+02 
 1.04665121e+06 -4.12756978e+01 -2.78379025e+02 
 1.07078670e+06 -4.14637345e+01 -2.79102750e+02 
 1.09547876e+06 -4.16499174e+01 -2.79827897e+02 
 1.12074020e+06 -4.18342474e+01 -2.80554583e+02 
 1.14658417e+06 -4.20167095e+01 -2.81282896e+02 
 1.17302409e+06 -4.21972957e+01 -2.82012928e+02 
 1.20007371e+06 -4.23759906e+01 -2.82744756e+02 
 1.22774708e+06 -4.25527805e+01 -2.83478447e+02 
 1.25605860e+06 -4.27276529e+01 -2.84214067e+02 
 1.28502297e+06 -4.29005884e+01 -2.84951662e+02 
 1.31465525e+06 -4.30715721e+01 -2.85691274e+02 
 1.34497085e+06 -4.32405853e+01 -2.86432933e+02 
 1.37598551e+06 -4.34076051e+01 -2.87176651e+02 
 1.40771537e+06 -4.35726123e+01 -2.87922437e+02 
 1.44017690e+06 -4.37355852e+01 -2.88670285e+02 
 1.47338699e+06 -4.38965016e+01 -2.89420177e+02 
 1.50736290e+06 -4.40553386e+01 -2.90172084e+02 
 1.54212228e+06 -4.42120728e+01 -2.90925964e+02 
 1.57768320e+06 -4.43666806e+01 -2.91681762e+02 
 1.61406415e+06 -4.45191381e+01 -2.92439413e+02 
 1.65128404e+06 -4.46694213e+01 -2.93198837e+02 
 1.68936220e+06 -4.48175061e+01 -2.93959942e+02 
 1.72831844e+06 -4.49633689e+01 -2.94722626e+02 
 1.76817299e+06 -4.51069862e+01 -2.95486772e+02 
 1.80894658e+06 -4.52483349e+01 -2.96252253e+02 
 1.85066040e+06 -4.53873925e+01 -2.97018930e+02 
 1.89333613e+06 -4.55241386e+01 -2.97786655e+02 
 1.93699595e+06 -4.56585487e+01 -2.98555254e+02 
 1.98166255e+06 -4.57906075e+01 -2.99324572e+02 
 2.02735916e+06 -4.59202917e+01 -3.00094408e+02 
 2.07410951e+06 -4.60475872e+01 -3.00864583e+02 
 2.12193792e+06 -4.61724765e+01 -3.01634890e+02 
 2.17086923e+06 -4.62949450e+01 -3.02405119e+02 
 2.22092889e+06 -4.64149796e+01 -3.03175052e+02 
 2.27214291e+06 -4.65325689e+01 -3.03944462e+02 
 2.32453791e+06 -4.66477033e+01 -3.04713116e+02 
 2.37814113e+06 -4.67603751e+01 -3.05480778e+02 
 2.43298042e+06 -4.68705786e+01 -3.06247202e+02 
 2.48908429e+06 -4.69783102e+01 -3.07012142e+02 
 2.54648190e+06 -4.70835683e+01 -3.07775345e+02 
 2.60520309e+06 -4.71863536e+01 -3.08536559e+02 
 2.66527837e+06 -4.72866691e+01 -3.09295527e+02 
 2.72673897e+06 -4.73845200e+01 -3.10051992e+02 
 2.78961683e+06 -4.74799137e+01 -3.10805696e+02 
 2.85394464e+06 -4.75728601e+01 -3.11556384e+02 
 2.91975583e+06 -4.76633714e+01 -3.12303800e+02 
 2.98708461e+06 -4.77514619e+01 -3.13047690e+02 
 3.05596598e+06 -4.78371486e+01 -3.13787804e+02 
 3.12643573e+06 -4.79204496e+01 -3.14523891e+02 
 3.19853049e+06 -4.80013886e+01 -3.15255722e+02 
 3.27228774e+06 -4.80799868e+01 -3.15983046e+02 
 3.34774581e+06 -4.81562706e+01 -3.16705634e+02 
 3.42494392e+06 -4.82302676e+01 -3.17423260e+02 
 3.50392221e+06 -4.83020075e+01 -3.18135705e+02 
 3.58472171e+06 -4.83715218e+01 -3.18842756e+02 
 3.66738442e+06 -4.84388441e+01 -3.19544207e+02 
 3.75195331e+06 -4.85040094e+01 -3.20239861e+02 
 3.83847234e+06 -4.85670550e+01 -3.20929533e+02 
 3.92698648e+06 -4.86280173e+01 -3.21613026e+02 
 4.01754173e+06 -4.86869378e+01 -3.22290182e+02 
 4.11018515e+06 -4.87438566e+01 -3.22960832e+02 
 4.20496491e+06 -4.87988159e+01 -3.23624821e+02 
 4.30193027e+06 -4.88518590e+01 -3.24282007e+02 
 4.40113162e+06 -4.89030285e+01 -3.24932237e+02 
 4.50262052e+06 -4.89523706e+01 -3.25575397e+02 
 4.60644974e+06 -4.89999299e+01 -3.26211362e+02 
 4.71267322e+06 -4.90457525e+01 -3.26840021e+02 
 4.82134619e+06 -4.90898844e+01 -3.27461272e+02 
 4.93252513e+06 -4.91323723e+01 -3.28075021e+02 
 5.04626783e+06 -4.91732627e+01 -3.28681182e+02 
 5.16263340e+06 -4.92126024e+01 -3.29279679e+02 
 5.28168234e+06 -4.92504380e+01 -3.29870442e+02 
 5.40347650e+06 -4.92868159e+01 -3.30453410e+02 
 5.52807921e+06 -4.93217827e+01 -3.31028536e+02 
 5.65555523e+06 -4.93553832e+01 -3.31595760e+02 
 5.78597080e+06 -4.93876636e+01 -3.32155057e+02 
 5.91939372e+06 -4.94186686e+01 -3.32706392e+02 
 6.05589334e+06 -4.94484422e+01 -3.33249740e+02 
 6.19554061e+06 -4.94770280e+01 -3.33785085e+02 
 6.33840810e+06 -4.95044687e+01 -3.34312414e+02 
 6.48457008e+06 -4.95308066e+01 -3.34831728e+02 
 6.63410251e+06 -4.95560818e+01 -3.35343017e+02 
 6.78708313e+06 -4.95803353e+01 -3.35846298e+02 
 6.94359143e+06 -4.96036059e+01 -3.36341577e+02 
 7.10370877e+06 -4.96259324e+01 -3.36828882e+02 
 7.26751838e+06 -4.96473513e+01 -3.37308226e+02 
 7.43510539e+06 -4.96678991e+01 -3.37779640e+02 
 7.60655691e+06 -4.96876107e+01 -3.38243157e+02 
 7.78196206e+06 -4.97065204e+01 -3.38698814e+02 
 7.96141200e+06 -4.97246610e+01 -3.39146652e+02 
 8.14500001e+06 -4.97420643e+01 -3.39586716e+02 
 8.33282151e+06 -4.97587613e+01 -3.40019056e+02 
 8.52497412e+06 -4.97747815e+01 -3.40443725e+02 
 8.72155772e+06 -4.97901536e+01 -3.40860778e+02 
 8.92267449e+06 -4.98049053e+01 -3.41270279e+02 
 9.12842895e+06 -4.98190629e+01 -3.41672284e+02 
 9.33892805e+06 -4.98326517e+01 -3.42066858e+02 
 9.55428121e+06 -4.98456967e+01 -3.42454077e+02 
 9.77460036e+06 -4.98582209e+01 -3.42834007e+02 
 1.00000000e+07 -4.98702470e+01 -3.43206723e+02 
 1.02305973e+07 -4.98817964e+01 -3.43572296e+02 
 1.04665121e+07 -4.98928899e+01 -3.43930814e+02 
 1.07078670e+07 -4.99035467e+01 -3.44282344e+02 
 1.09547876e+07 -4.99137861e+01 -3.44626979e+02 
 1.12074020e+07 -4.99236258e+01 -3.44964794e+02 
 1.14658417e+07 -4.99330828e+01 -3.45295877e+02 
 1.17302409e+07 -4.99421736e+01 -3.45620313e+02 
 1.20007371e+07 -4.99509137e+01 -3.45938192e+02 
 1.22774708e+07 -4.99593176e+01 -3.46249596e+02 
 1.25605860e+07 -4.99673997e+01 -3.46554622e+02 
 1.28502297e+07 -4.99751734e+01 -3.46853359e+02 
 1.31465525e+07 -4.99826511e+01 -3.47145894e+02 
 1.34497085e+07 -4.99898452e+01 -3.47432323e+02 
 1.37598551e+07 -4.99967671e+01 -3.47712739e+02 
 1.40771537e+07 -5.00034278e+01 -3.47987234e+02 
 1.44017690e+07 -5.00098375e+01 -3.48255901e+02 
 1.47338699e+07 -5.00160062e+01 -3.48518836e+02 
 1.50736290e+07 -5.00219432e+01 -3.48776132e+02 
