 frequency       v(Amag_dB)      v(Aarg)        
 1.00000000e-02 -9.76241063e+00  8.80760037e+01 
 1.02305973e-02 -9.56460607e+00  8.80316684e+01 
 1.04665121e-02 -9.36681154e+00  8.79863130e+01 
 1.07078670e-02 -9.16902751e+00  8.79399140e+01 
 1.09547876e-02 -8.97125446e+00  8.78924477e+01 
 1.12074020e-02 -8.77349290e+00  8.78438896e+01 
 1.14658417e-02 -8.57574338e+00  8.77942146e+01 
 1.17302409e-02 -8.37800645e+00  8.77433973e+01 
 1.20007371e-02 -8.18028269e+00  8.76914115e+01 
 1.22774708e-02 -7.98257272e+00  8.76382306e+01 
 1.25605860e-02 -7.78487719e+00  8.75838271e+01 
 1.28502297e-02 -7.58719676e+00  8.75281733e+01 
 1.31465525e-02 -7.38953212e+00  8.74712404e+01 
 1.34497085e-02 -7.19188403e+00  8.74129995e+01 
 1.37598551e-02 -6.99425325e+00  8.73534206e+01 
 1.40771537e-02 -6.79664057e+00  8.72924732e+01 
 1.44017690e-02 -6.59904685e+00  8.72301263e+01 
 1.47338699e-02 -6.40147296e+00  8.71663478e+01 
 1.50736290e-02 -6.20391982e+00  8.71011052e+01 
 1.54212228e-02 -6.00638840e+00  8.70343653e+01 
 1.57768320e-02 -5.80887971e+00  8.69660940e+01 
 1.61406415e-02 -5.61139479e+00  8.68962565e+01 
 1.65128404e-02 -5.41393476e+00  8.68248173e+01 
 1.68936220e-02 -5.21650076e+00  8.67517401e+01 
 1.72831844e-02 -5.01909401e+00  8.66769878e+01 
 1.76817299e-02 -4.82171577e+00  8.66005224e+01 
 1.80894658e-02 -4.62436735e+00  8.65223052e+01 
 1.85066040e-02 -4.42705014e+00  8.64422965e+01 
 1.89333613e-02 -4.22976559e+00  8.63604561e+01 
 1.93699595e-02 -4.03251521e+00  8.62767425e+01 
 1.98166255e-02 -3.83530057e+00  8.61911135e+01 
 2.02735916e-02 -3.63812334e+00  8.61035260e+01 
 2.07410951e-02 -3.44098524e+00  8.60139361e+01 
 2.12193792e-02 -3.24388808e+00  8.59222986e+01 
 2.17086923e-02 -3.04683375e+00  8.58285678e+01 
 2.22092889e-02 -2.84982424e+00  8.57326967e+01 
 2.27214291e-02 -2.65286160e+00  8.56346375e+01 
 2.32453791e-02 -2.45594801e+00  8.55343413e+01 
 2.37814113e-02 -2.25908572e+00  8.54317582e+01 
 2.43298042e-02 -2.06227710e+00  8.53268373e+01 
 2.48908429e-02 -1.86552463e+00  8.52195266e+01 
 2.54648190e-02 -1.66883088e+00  8.51097731e+01 
 2.60520309e-02 -1.47219856e+00  8.49975228e+01 
 2.66527837e-02 -1.27563049e+00  8.48827203e+01 
 2.72673897e-02 -1.07912963e+00  8.47653095e+01 
 2.78961683e-02 -8.82699067e-01  8.46452329e+01 
 2.85394464e-02 -6.86342019e-01  8.45224319e+01 
 2.91975583e-02 -4.90061860e-01  8.43968468e+01 
 2.98708461e-02 -2.93862113e-01  8.42684168e+01 
 3.05596598e-02 -9.77464585e-02  8.41370798e+01 
 3.12643573e-02  9.82812570e-02  8.40027726e+01 
 3.19853049e-02  2.94217016e-01  8.38654308e+01 
 3.27228774e-02  4.90056620e-01  8.37249888e+01 
 3.34774581e-02  6.85795685e-01  8.35813797e+01 
 3.42494392e-02  8.81429630e-01  8.34345355e+01 
 3.50392221e-02  1.07695367e+00  8.32843869e+01 
 3.58472171e-02  1.27236282e+00  8.31308634e+01 
 3.66738442e-02  1.46765185e+00  8.29738933e+01 
 3.75195331e-02  1.66281532e+00  8.28134035e+01 
 3.83847234e-02  1.85784755e+00  8.26493199e+01 
 3.92698648e-02  2.05274260e+00  8.24815670e+01 
 4.01754173e-02  2.24749428e+00  8.23100681e+01 
 4.11018515e-02  2.44209612e+00  8.21347453e+01 
 4.20496491e-02  2.63654138e+00  8.19555195e+01 
 4.30193027e-02  2.83082303e+00  8.17723102e+01 
 4.40113162e-02  3.02493373e+00  8.15850360e+01 
 4.50262052e-02  3.21886582e+00  8.13936142e+01 
 4.60644974e-02  3.41261132e+00  8.11979608e+01 
 4.71267322e-02  3.60616192e+00  8.09979907e+01 
 4.82134619e-02  3.79950893e+00  8.07936179e+01 
 4.93252513e-02  3.99264332e+00  8.05847551e+01 
 5.04626783e-02  4.18555567e+00  8.03713139e+01 
 5.16263340e-02  4.37823616e+00  8.01532051e+01 
 5.28168234e-02  4.57067458e+00  7.99303384e+01 
 5.40347650e-02  4.76286027e+00  7.97026224e+01 
 5.52807921e-02  4.95478216e+00  7.94699651e+01 
 5.65555523e-02  5.14642872e+00  7.92322736e+01 
 5.78597080e-02  5.33778794e+00  7.89894540e+01 
 5.91939372e-02  5.52884734e+00  7.87414121e+01 
 6.05589334e-02  5.71959394e+00  7.84880528e+01 
 6.19554061e-02  5.91001423e+00  7.82292804e+01 
 6.33840810e-02  6.10009418e+00  7.79649990e+01 
 6.48457008e-02  6.28981922e+00  7.76951122e+01 
 6.63410251e-02  6.47917420e+00  7.74195233e+01 
 6.78708313e-02  6.66814339e+00  7.71381356e+01 
 6.94359143e-02  6.85671049e+00  7.68508521e+01 
 7.10370877e-02  7.04485855e+00  7.65575761e+01 
 7.26751838e-02  7.23257001e+00  7.62582112e+01 
 7.43510539e-02  7.41982666e+00  7.59526613e+01 
 7.60655691e-02  7.60660965e+00  7.56408307e+01 
 7.78196206e-02  7.79289941e+00  7.53226245e+01 
 7.96141200e-02  7.97867574e+00  7.49979488e+01 
 8.14500001e-02  8.16391767e+00  7.46667106e+01 
 8.33282151e-02  8.34860357e+00  7.43288182e+01 
 8.52497412e-02  8.53271105e+00  7.39841814e+01 
 8.72155772e-02  8.71621699e+00  7.36327115e+01 
 8.92267449e-02  8.89909750e+00  7.32743220e+01 
