 time            v(VDD)          v(Vbias)        v(bias_en)      v(Vsu)         
 6.25000000e-06  7.87500000e-02  6.18824451e-05  7.87500000e-02  4.04421414e-03 
 6.75000000e-06  8.62500000e-02  6.74906818e-05  8.62500000e-02  4.59724254e-03 
 7.25000000e-06  9.37500000e-02  7.31394251e-05  9.37500000e-02  5.20835047e-03 
 7.75000000e-06  1.01250000e-01  7.88575421e-05  1.01250000e-01  5.89584530e-03 
 8.25000000e-06  1.08750000e-01  8.46722692e-05  1.08750000e-01  6.68608514e-03 
 8.75000000e-06  1.16250000e-01  9.06137831e-05  1.16250000e-01  7.61736780e-03 
 9.25000000e-06  1.23750000e-01  9.67216525e-05  1.23750000e-01  8.74565799e-03 
 9.75000000e-06  1.31250000e-01  1.03056715e-04  1.31250000e-01  1.01759378e-02 
 1.02500000e-05  1.38750000e-01  1.09724529e-04  1.38750000e-01  1.20357672e-02 
 1.07500000e-05  1.46250000e-01  1.16877323e-04  1.46250000e-01  1.44733608e-02 
 1.12500000e-05  1.53750000e-01  1.24712947e-04  1.53750000e-01  1.76883513e-02 
 1.17500000e-05  1.61250000e-01  1.33484466e-04  1.61250000e-01  2.18906917e-02 
 1.22500000e-05  1.68750000e-01  1.43491420e-04  1.68750000e-01  2.72511574e-02 
 1.27500000e-05  1.76250000e-01  1.55069128e-04  1.76250000e-01  3.38310596e-02 
 1.32500000e-05  1.83750000e-01  1.68560589e-04  1.83750000e-01  4.14599910e-02 
 1.37500000e-05  1.91250000e-01  1.84169935e-04  1.91250000e-01  4.94737192e-02 
 1.42500000e-05  1.98750000e-01  2.01597670e-04  1.98750000e-01  5.65259771e-02 
 1.47500000e-05  2.06250000e-01  2.19944197e-04  2.06250000e-01  6.14532974e-02 
 1.52500000e-05  2.13750000e-01  2.38475654e-04  2.13750000e-01  6.45835149e-02 
 1.57500000e-05  2.21250000e-01  2.57192998e-04  2.21250000e-01  6.70572414e-02 
 1.62500000e-05  2.28750000e-01  2.76420156e-04  2.28750000e-01  6.94411611e-02 
 1.67500000e-05  2.36250000e-01  2.96399622e-04  2.36250000e-01  7.18036753e-02 
 1.72500000e-05  2.43750000e-01  3.17282183e-04  2.43750000e-01  7.41437048e-02 
 1.77500000e-05  2.51250000e-01  3.39176078e-04  2.51250000e-01  7.64641056e-02 
 1.82500000e-05  2.58750000e-01  3.62168849e-04  2.58750000e-01  7.87671113e-02 
 1.87500000e-05  2.66250000e-01  3.86340677e-04  2.66250000e-01  8.10549319e-02 
 1.92500000e-05  2.73750000e-01  4.11771236e-04  2.73750000e-01  8.33293022e-02 
 1.97500000e-05  2.81250000e-01  4.38542578e-04  2.81250000e-01  8.55915653e-02 
 2.02500000e-05  2.88750000e-01  4.66740489e-04  2.88750000e-01  8.78426825e-02 
 2.07500000e-05  2.96250000e-01  4.96455073e-04  2.96250000e-01  9.00833248e-02 
 2.12500000e-05  3.03750000e-01  5.27781115e-04  3.03750000e-01  9.23139243e-02 
 2.17500000e-05  3.11250000e-01  5.60818316e-04  3.11250000e-01  9.45347309e-02 
 2.22500000e-05  3.18750000e-01  5.95671493e-04  3.18750000e-01  9.67458471e-02 
 2.27500000e-05  3.26250000e-01  6.32389477e-04  3.26250000e-01  9.89510735e-02 
 2.32500000e-05  3.33750000e-01  6.71070876e-04  3.33750000e-01  1.01149690e-01 
 2.37500000e-05  3.41250000e-01  7.11902246e-04  3.41250000e-01  1.03340522e-01 
 2.42500000e-05  3.48750000e-01  7.55028257e-04  3.48750000e-01  1.05521754e-01 
 2.47500000e-05  3.56250000e-01  8.00581458e-04  3.56250000e-01  1.07692712e-01 
 2.52500000e-05  3.63750000e-01  8.48702380e-04  3.63750000e-01  1.09853459e-01 
 2.57500000e-05  3.71250000e-01  8.99536399e-04  3.71250000e-01  1.12003418e-01 
 2.62500000e-05  3.78750000e-01  9.53235801e-04  3.78750000e-01  1.14142420e-01 
 2.67500000e-05  3.86250000e-01  1.00995816e-03  3.86250000e-01  1.16269945e-01 
 2.72500000e-05  3.93750000e-01  1.06986719e-03  3.93750000e-01  1.18385750e-01 
 2.77500000e-05  4.01250000e-01  1.13313200e-03  4.01250000e-01  1.20489366e-01 
 2.82500000e-05  4.08750000e-01  1.19992744e-03  4.08750000e-01  1.22580520e-01 
 2.87500000e-05  4.16250000e-01  1.27043349e-03  4.16250000e-01  1.24658798e-01 
 2.92500000e-05  4.23750000e-01  1.34483537e-03  4.23750000e-01  1.26723932e-01 
 2.97500000e-05  4.31250000e-01  1.42332308e-03  4.31250000e-01  1.28775567e-01 
 3.02500000e-05  4.38750000e-01  1.50609126e-03  4.38750000e-01  1.30813466e-01 
 3.07500000e-05  4.46250000e-01  1.59333876e-03  4.46250000e-01  1.32837342e-01 
 3.12500000e-05  4.53750000e-01  1.68526841e-03  4.53750000e-01  1.34847006e-01 
 3.17500000e-05  4.61250000e-01  1.78208658e-03  4.61250000e-01  1.36842243e-01 
 3.22500000e-05  4.68750000e-01  1.88400289e-03  4.68750000e-01  1.38822929e-01 
 3.27500000e-05  4.76250000e-01  1.99122972e-03  4.76250000e-01  1.40788926e-01 
 3.32500000e-05  4.83750000e-01  2.10398192e-03  4.83750000e-01  1.42740178e-01 
 3.37500000e-05  4.91250000e-01  2.22247626e-03  4.91250000e-01  1.44676629e-01 
 3.42500000e-05  4.98750000e-01  2.34693111e-03  4.98750000e-01  1.46598297e-01 
 3.47500000e-05  5.06250000e-01  2.47756594e-03  5.06250000e-01  1.48505206e-01 
 3.52500000e-05  5.13750000e-01  2.61460098e-03  5.13750000e-01  1.50397446e-01 
 3.57500000e-05  5.21250000e-01  2.75825671e-03  5.21250000e-01  1.52275121e-01 
 3.62500000e-05  5.28750000e-01  2.90875345e-03  5.28750000e-01  1.54138391e-01 
 3.67500000e-05  5.36250000e-01  3.06631096e-03  5.36250000e-01  1.55987431e-01 
 3.72500000e-05  5.43750000e-01  3.23114811e-03  5.43750000e-01  1.57822469e-01 
 3.77500000e-05  5.51250000e-01  3.40348238e-03  5.51250000e-01  1.59643745e-01 
 3.82500000e-05  5.58750000e-01  3.58352955e-03  5.58750000e-01  1.61451544e-01 
 3.87500000e-05  5.66250000e-01  3.77150333e-03  5.66250000e-01  1.63246164e-01 
 3.92500000e-05  5.73750000e-01  3.96761499e-03  5.73750000e-01  1.65027939e-01 
 3.97500000e-05  5.81250000e-01  4.17207313e-03  5.81250000e-01  1.66797217e-01 
 4.02500000e-05  5.88750000e-01  4.38508323e-03  5.88750000e-01  1.68554372e-01 
 4.07500000e-05  5.96250000e-01  4.60684746e-03  5.96250000e-01  1.70299787e-01 
 4.12500000e-05  6.03750000e-01  4.83756439e-03  6.03750000e-01  1.72033871e-01 
 4.17500000e-05  6.11250000e-01  5.07742872e-03  6.11250000e-01  1.73757034e-01 
 4.22500000e-05  6.18750000e-01  5.32663107e-03  6.18750000e-01  1.75469708e-01 
 4.27500000e-05  6.26250000e-01  5.58535772e-03  6.26250000e-01  1.77172322e-01 
 4.32500000e-05  6.33750000e-01  5.85379046e-03  6.33750000e-01  1.78865321e-01 
 4.37500000e-05  6.41250000e-01  6.13210633e-03  6.41250000e-01  1.80549146e-01 
 4.42500000e-05  6.48750000e-01  6.42047749e-03  6.48750000e-01  1.82224249e-01 
 4.47500000e-05  6.56250000e-01  6.71907107e-03  6.56250000e-01  1.83891076e-01 
 4.52500000e-05  6.63750000e-01  7.02804899e-03  6.63750000e-01  1.85550077e-01 
 4.57500000e-05  6.71250000e-01  7.34756781e-03  6.71250000e-01  1.87201694e-01 
 4.62500000e-05  6.78750000e-01  7.67777865e-03  6.78750000e-01  1.88846373e-01 
 4.67500000e-05  6.86250000e-01  8.01882704e-03  6.86250000e-01  1.90484549e-01 
 4.72500000e-05  6.93750000e-01  8.37085276e-03  6.93750000e-01  1.92116655e-01 
 4.77500000e-05  7.01250000e-01  8.73398986e-03  7.01250000e-01  1.93743114e-01 
 4.82500000e-05  7.08750000e-01  9.10836652e-03  7.08750000e-01  1.95364345e-01 
 4.87500000e-05  7.16250000e-01  9.49410491e-03  7.16250000e-01  1.96980756e-01 
 4.92500000e-05  7.23750000e-01  9.89132114e-03  7.23750000e-01  1.98592746e-01 
 4.97500000e-05  7.31250000e-01  1.03001252e-02  7.31250000e-01  2.00200705e-01 
 5.02500000e-05  7.38750000e-01  1.07206209e-02  7.38750000e-01  2.01805013e-01 
 5.07500000e-05  7.46250000e-01  1.11529059e-02  7.46250000e-01  2.03406038e-01 
 5.12500000e-05  7.53750000e-01  1.15970713e-02  7.53750000e-01  2.05004138e-01 
 5.17500000e-05  7.61250000e-01  1.20532020e-02  7.61250000e-01  2.06599656e-01 
 5.22500000e-05  7.68750000e-01  1.25213764e-02  7.68750000e-01  2.08192928e-01 
 5.27500000e-05  7.76250000e-01  1.30016665e-02  7.76250000e-01  2.09784273e-01 
 5.32500000e-05  7.83750000e-01  1.34941375e-02  7.83750000e-01  2.11374003e-01 
 5.37500000e-05  7.91250000e-01  1.39988482e-02  7.91250000e-01  2.12962411e-01 
 5.42500000e-05  7.98750000e-01  1.45158507e-02  7.98750000e-01  2.14549782e-01 
 5.47500000e-05  8.06250000e-01  1.50451905e-02  8.06250000e-01  2.16136386e-01 
 5.52500000e-05  8.13750000e-01  1.55869061e-02  8.13750000e-01  2.17722481e-01 
 5.57500000e-05  8.21250000e-01  1.61410294e-02  8.21250000e-01  2.19308311e-01 
 5.62500000e-05  8.28750000e-01  1.67075852e-02  8.28750000e-01  2.20894107e-01 
 5.67500000e-05  8.36250000e-01  1.72865916e-02  8.36250000e-01  2.22480086e-01 
 5.72500000e-05  8.43750000e-01  1.78780595e-02  8.43750000e-01  2.24066454e-01 
 5.77500000e-05  8.51250000e-01  1.84819930e-02  8.51250000e-01  2.25653401e-01 
 5.82500000e-05  8.58750000e-01  1.90983889e-02  8.58750000e-01  2.27241105e-01 
 5.87500000e-05  8.66250000e-01  1.97272369e-02  8.66250000e-01  2.28829730e-01 
 5.92500000e-05  8.73750000e-01  2.03685195e-02  8.73750000e-01  2.30419429e-01 
 5.97500000e-05  8.81250000e-01  2.10222116e-02  8.81250000e-01  2.32010336e-01 
 6.02500000e-05  8.88750000e-01  2.16882809e-02  8.88750000e-01  2.33602577e-01 
 6.07500000e-05  8.96250000e-01  2.23666878e-02  8.96250000e-01  2.35196261e-01 
 6.12500000e-05  9.03750000e-01  2.30573848e-02  9.03750000e-01  2.36791487e-01 
 6.17500000e-05  9.11250000e-01  2.37603172e-02  9.11250000e-01  2.38388335e-01 
 6.22500000e-05  9.18750000e-01  2.44754221e-02  9.18750000e-01  2.39986877e-01 
 6.27500000e-05  9.26250000e-01  2.52026293e-02  9.26250000e-01  2.41587167e-01 
 6.32500000e-05  9.33750000e-01  2.59418601e-02  9.33750000e-01  2.43189250e-01 
 6.37500000e-05  9.41250000e-01  2.66930283e-02  9.41250000e-01  2.44793151e-01 
 6.42500000e-05  9.48750000e-01  2.74560394e-02  9.48750000e-01  2.46398887e-01 
 6.47500000e-05  9.56250000e-01  2.82307908e-02  9.56250000e-01  2.48006457e-01 
 6.52500000e-05  9.63750000e-01  2.90171715e-02  9.63750000e-01  2.49615849e-01 
 6.57500000e-05  9.71250000e-01  2.98150621e-02  9.71250000e-01  2.51227035e-01 
 6.62500000e-05  9.78750000e-01  3.06243344e-02  9.78750000e-01  2.52839974e-01 
 6.67500000e-05  9.86250000e-01  3.14448521e-02  9.86250000e-01  2.54454608e-01 
 6.72500000e-05  9.93750000e-01  3.22764699e-02  9.93750000e-01  2.56070870e-01 
 6.77500000e-05  1.00125000e+00  3.31190336e-02  1.00125000e+00  2.57688673e-01 
 6.82500000e-05  1.00875000e+00  3.39723800e-02  1.00875000e+00  2.59307918e-01 
 6.87500000e-05  1.01625000e+00  3.48363369e-02  1.01625000e+00  2.60928492e-01 
 6.92500000e-05  1.02375000e+00  3.57107229e-02  1.02375000e+00  2.62550265e-01 
 6.97500000e-05  1.03125000e+00  3.65953472e-02  1.03125000e+00  2.64173094e-01 
 7.02500000e-05  1.03875000e+00  3.74900095e-02  1.03875000e+00  2.65796820e-01 
 7.07500000e-05  1.04625000e+00  3.83945002e-02  1.04625000e+00  2.67421268e-01 
 7.12500000e-05  1.05375000e+00  3.93086000e-02  1.05375000e+00  2.69046249e-01 
 7.17500000e-05  1.06125000e+00  4.02320799e-02  1.06125000e+00  2.70671557e-01 
 7.22500000e-05  1.06875000e+00  4.11647010e-02  1.06875000e+00  2.72296972e-01 
 7.27500000e-05  1.07625000e+00  4.21062147e-02  1.07625000e+00  2.73922258e-01 
 7.32500000e-05  1.08375000e+00  4.30563622e-02  1.08375000e+00  2.75547161e-01 
 7.37500000e-05  1.09125000e+00  4.40148748e-02  1.09125000e+00  2.77171412e-01 
 7.42500000e-05  1.09875000e+00  4.49814738e-02  1.09875000e+00  2.78794728e-01 
 7.47500000e-05  1.10625000e+00  4.59558705e-02  1.10625000e+00  2.80416807e-01 
 7.52500000e-05  1.11375000e+00  4.69377659e-02  1.11375000e+00  2.82037330e-01 
 7.57500000e-05  1.12125000e+00  4.79268512e-02  1.12125000e+00  2.83655964e-01 
 7.62500000e-05  1.12875000e+00  4.89228071e-02  1.12875000e+00  2.85272358e-01 
 7.67500000e-05  1.13625000e+00  4.99253046e-02  1.13625000e+00  2.86886146e-01 
 7.72500000e-05  1.14375000e+00  5.09340051e-02  1.14375000e+00  2.88496943e-01 
 7.77500000e-05  1.15125000e+00  5.19485595e-02  1.15125000e+00  2.90104349e-01 
 7.82500000e-05  1.15875000e+00  5.29686091e-02  1.15875000e+00  2.91707947e-01 
 7.87500000e-05  1.16625000e+00  5.39937858e-02  1.16625000e+00  2.93307303e-01 
 7.92500000e-05  1.17375000e+00  5.50237121e-02  1.17375000e+00  2.94901969e-01 
 7.97500000e-05  1.18125000e+00  5.60580014e-02  1.18125000e+00  2.96491476e-01 
 8.02500000e-05  1.18875000e+00  5.70962583e-02  1.18875000e+00  2.98075345e-01 
 8.07500000e-05  1.19625000e+00  5.81380784e-02  1.19625000e+00  2.99653076e-01 
 8.12500000e-05  1.20375000e+00  5.91830492e-02  1.20375000e+00  3.01224156e-01 
 8.17500000e-05  1.21125000e+00  6.02307500e-02  1.21125000e+00  3.02788056e-01 
 8.22500000e-05  1.21875000e+00  6.12807528e-02  1.21875000e+00  3.04344234e-01 
 8.27500000e-05  1.22625000e+00  6.23326223e-02  1.22625000e+00  3.05892128e-01 
 8.32500000e-05  1.23375000e+00  6.33859168e-02  1.23375000e+00  3.07431170e-01 
 8.37500000e-05  1.24125000e+00  6.44401881e-02  1.24125000e+00  3.08960771e-01 
 8.42500000e-05  1.24875000e+00  6.54949828e-02  1.24875000e+00  3.10480334e-01 
 8.47500000e-05  1.25625000e+00  6.65498421e-02  1.25625000e+00  3.11989247e-01 
 8.52500000e-05  1.26375000e+00  6.76043032e-02  1.26375000e+00  3.13486890e-01 
 8.57500000e-05  1.27125000e+00  6.86578994e-02  1.27125000e+00  3.14972627e-01 
 8.62500000e-05  1.27875000e+00  6.97101609e-02  1.27875000e+00  3.16445816e-01 
 8.67500000e-05  1.28625000e+00  7.07606154e-02  1.28625000e+00  3.17905804e-01 
 8.72500000e-05  1.29375000e+00  7.18087899e-02  1.29375000e+00  3.19351932e-01 
 8.77500000e-05  1.30125000e+00  7.28542096e-02  1.30125000e+00  3.20783530e-01 
 8.82500000e-05  1.30875000e+00  7.38963998e-02  1.30875000e+00  3.22199926e-01 
 8.87500000e-05  1.31625000e+00  7.49348874e-02  1.31625000e+00  3.23600440e-01 
 8.92500000e-05  1.32375000e+00  7.59692003e-02  1.32375000e+00  3.24984390e-01 
 8.97500000e-05  1.33125000e+00  7.69988690e-02  1.33125000e+00  3.26351090e-01 
 9.02500000e-05  1.33875000e+00  7.80234274e-02  1.33875000e+00  3.27699852e-01 
 9.07500000e-05  1.34625000e+00  7.90424132e-02  1.34625000e+00  3.29029989e-01 
 9.12500000e-05  1.35375000e+00  8.00553692e-02  1.35375000e+00  3.30340816e-01 
 9.17500000e-05  1.36125000e+00  8.10618441e-02  1.36125000e+00  3.31631647e-01 
 9.22500000e-05  1.36875000e+00  8.20613931e-02  1.36875000e+00  3.32901803e-01 
 9.27500000e-05  1.37625000e+00  8.30535787e-02  1.37625000e+00  3.34150606e-01 
 9.32500000e-05  1.38375000e+00  8.40379718e-02  1.38375000e+00  3.35377390e-01 
 9.37500000e-05  1.39125000e+00  8.50141515e-02  1.39125000e+00  3.36581492e-01 
 9.42500000e-05  1.39875000e+00  8.59817069e-02  1.39875000e+00  3.37762260e-01 
 9.47500000e-05  1.40625000e+00  8.69402378e-02  1.40625000e+00  3.38919053e-01 
 9.52500000e-05  1.41375000e+00  8.78893540e-02  1.41375000e+00  3.40051241e-01 
 9.57500000e-05  1.42125000e+00  8.88286765e-02  1.42125000e+00  3.41158205e-01 
 9.62500000e-05  1.42875000e+00  8.97578390e-02  1.42875000e+00  3.42239344e-01 
 9.67500000e-05  1.43625000e+00  9.06764873e-02  1.43625000e+00  3.43294071e-01 
 9.72500000e-05  1.44375000e+00  9.15842802e-02  1.44375000e+00  3.44321816e-01 
 9.77500000e-05  1.45125000e+00  9.24808895e-02  1.45125000e+00  3.45322027e-01 
 9.82500000e-05  1.45875000e+00  9.33660013e-02  1.45875000e+00  3.46294171e-01 
 9.87500000e-05  1.46625000e+00  9.42393150e-02  1.46625000e+00  3.47237735e-01 
 9.92500000e-05  1.47375000e+00  9.51005442e-02  1.47375000e+00  3.48152228e-01 
 9.97500000e-05  1.48125000e+00  9.59494175e-02  1.48125000e+00  3.49037182e-01 
 1.00250000e-04  1.48875000e+00  9.67856777e-02  1.48875000e+00  3.49892150e-01 
 1.00750000e-04  1.49625000e+00  9.76090824e-02  1.49625000e+00  3.50716711e-01 
 1.01000000e-04  1.50000000e+00  9.80152008e-02  1.50000000e+00  3.51117007e-01 
 1.01050000e-04  1.50000000e+00  9.80943045e-02  1.50000000e+00  3.51044457e-01 
 1.01150000e-04  1.50000000e+00  9.82515697e-02  1.50000000e+00  3.50948692e-01 
 1.01350000e-04  1.50000000e+00  9.85620530e-02  1.50000000e+00  3.50838917e-01 
 1.01750000e-04  1.50000000e+00  9.91682562e-02  1.50000000e+00  3.50585421e-01 
 1.02250000e-04  1.50000000e+00  9.98976967e-02  1.50000000e+00  3.50230711e-01 
 1.02750000e-04  1.50000000e+00  1.00595349e-01  1.50000000e+00  3.49824350e-01 
 1.03250000e-04  1.50000000e+00  1.01259582e-01  1.50000000e+00  3.49365782e-01 
 1.03750000e-04  1.50000000e+00  1.01891382e-01  1.50000000e+00  3.48850919e-01 
 1.04250000e-04  1.50000000e+00  1.02493421e-01  1.50000000e+00  3.48288708e-01 
 1.04750000e-04  1.50000000e+00  1.03066504e-01  1.50000000e+00  3.47678774e-01 
 1.05250000e-04  1.50000000e+00  1.03611314e-01  1.50000000e+00  3.47022730e-01 
 1.05750000e-04  1.50000000e+00  1.04128613e-01  1.50000000e+00  3.46320679e-01 
 1.06250000e-04  1.50000000e+00  1.04619074e-01  1.50000000e+00  3.45573981e-01 
 1.06750000e-04  1.50000000e+00  1.05083424e-01  1.50000000e+00  3.44782901e-01 
 1.07250000e-04  1.50000000e+00  1.05522326e-01  1.50000000e+00  3.43948720e-01 
 1.07750000e-04  1.50000000e+00  1.05937184e-01  1.50000000e+00  3.43076896e-01 
 1.08250000e-04  1.50000000e+00  1.06328625e-01  1.50000000e+00  3.42170602e-01 
 1.08750000e-04  1.50000000e+00  1.06696595e-01  1.50000000e+00  3.41224000e-01 
 1.09250000e-04  1.50000000e+00  1.07041731e-01  1.50000000e+00  3.40237452e-01 
 1.09750000e-04  1.50000000e+00  1.07364687e-01  1.50000000e+00  3.39211937e-01 
 1.10250000e-04  1.50000000e+00  1.07666087e-01  1.50000000e+00  3.38148258e-01 
 1.10750000e-04  1.50000000e+00  1.07946557e-01  1.50000000e+00  3.37047059e-01 
 1.11250000e-04  1.50000000e+00  1.08206704e-01  1.50000000e+00  3.35909348e-01 
 1.11750000e-04  1.50000000e+00  1.08447132e-01  1.50000000e+00  3.34735607e-01 
 1.12250000e-04  1.50000000e+00  1.08668427e-01  1.50000000e+00  3.33526919e-01 
 1.12750000e-04  1.50000000e+00  1.08871173e-01  1.50000000e+00  3.32283690e-01 
 1.13250000e-04  1.50000000e+00  1.09055936e-01  1.50000000e+00  3.31007010e-01 
 1.13750000e-04  1.50000000e+00  1.09223280e-01  1.50000000e+00  3.29697257e-01 
 1.14250000e-04  1.50000000e+00  1.09373753e-01  1.50000000e+00  3.28355491e-01 
 1.14750000e-04  1.50000000e+00  1.09507899e-01  1.50000000e+00  3.26982081e-01 
 1.15250000e-04  1.50000000e+00  1.09626249e-01  1.50000000e+00  3.25578045e-01 
 1.15750000e-04  1.50000000e+00  1.09729328e-01  1.50000000e+00  3.24143752e-01 
 1.16250000e-04  1.50000000e+00  1.09817649e-01  1.50000000e+00  3.22680168e-01 
 1.16750000e-04  1.50000000e+00  1.09891722e-01  1.50000000e+00  3.21187672e-01 
 1.17250000e-04  1.50000000e+00  1.09952041e-01  1.50000000e+00  3.19667175e-01 
 1.17750000e-04  1.50000000e+00  1.09999098e-01  1.50000000e+00  3.18119065e-01 
 1.18250000e-04  1.50000000e+00  1.10033374e-01  1.50000000e+00  3.16544206e-01 
 1.18750000e-04  1.50000000e+00  1.10055469e-01  1.50000000e+00  3.14934946e-01 
 1.19250000e-04  1.50000000e+00  1.10065790e-01  1.50000000e+00  3.13288495e-01 
 1.19750000e-04  1.50000000e+00  1.10064595e-01  1.50000000e+00  3.11614806e-01 
 1.20250000e-04  1.50000000e+00  1.10052332e-01  1.50000000e+00  3.09916914e-01 
 1.20750000e-04  1.50000000e+00  1.10029456e-01  1.50000000e+00  3.08193981e-01 
 1.21250000e-04  1.50000000e+00  1.09996279e-01  1.50000000e+00  3.06456269e-01 
 1.21750000e-04  1.50000000e+00  1.09953295e-01  1.50000000e+00  3.04707555e-01 
 1.22250000e-04  1.50000000e+00  1.09901136e-01  1.50000000e+00  3.02938417e-01 
 1.22750000e-04  1.50000000e+00  1.09840227e-01  1.50000000e+00  3.01146902e-01 
 1.23250000e-04  1.50000000e+00  1.09770971e-01  1.50000000e+00  2.99335035e-01 
 1.23750000e-04  1.50000000e+00  1.09693779e-01  1.50000000e+00  2.97502533e-01 
 1.24250000e-04  1.50000000e+00  1.09609047e-01  1.50000000e+00  2.95650512e-01 
 1.24750000e-04  1.50000000e+00  1.09517173e-01  1.50000000e+00  2.93779237e-01 
 1.25250000e-04  1.50000000e+00  1.09418547e-01  1.50000000e+00  2.91889525e-01 
 1.25750000e-04  1.50000000e+00  1.09313556e-01  1.50000000e+00  2.89981836e-01 
 1.26250000e-04  1.50000000e+00  1.09202584e-01  1.50000000e+00  2.88056896e-01 
 1.26750000e-04  1.50000000e+00  1.09086013e-01  1.50000000e+00  2.86115246e-01 
 1.27250000e-04  1.50000000e+00  1.08964221e-01  1.50000000e+00  2.84157593e-01 
 1.27750000e-04  1.50000000e+00  1.08837587e-01  1.50000000e+00  2.82184524e-01 
 1.28250000e-04  1.50000000e+00  1.08706489e-01  1.50000000e+00  2.80196748e-01 
 1.28750000e-04  1.50000000e+00  1.08571306e-01  1.50000000e+00  2.78194884e-01 
 1.29250000e-04  1.50000000e+00  1.08432418e-01  1.50000000e+00  2.76179652e-01 
 1.29750000e-04  1.50000000e+00  1.08290210e-01  1.50000000e+00  2.74151697e-01 
 1.30250000e-04  1.50000000e+00  1.08145071e-01  1.50000000e+00  2.72111747e-01 
 1.30750000e-04  1.50000000e+00  1.07997395e-01  1.50000000e+00  2.70060467e-01 
 1.31250000e-04  1.50000000e+00  1.07847586e-01  1.50000000e+00  2.67998587e-01 
 1.31750000e-04  1.50000000e+00  1.07696054e-01  1.50000000e+00  2.65926784e-01 
 1.32250000e-04  1.50000000e+00  1.07543221e-01  1.50000000e+00  2.63845782e-01 
 1.32750000e-04  1.50000000e+00  1.07389521e-01  1.50000000e+00  2.61756255e-01 
 1.33250000e-04  1.50000000e+00  1.07235399e-01  1.50000000e+00  2.59658910e-01 
 1.33750000e-04  1.50000000e+00  1.07081316e-01  1.50000000e+00  2.57554403e-01 
 1.34250000e-04  1.50000000e+00  1.06927743e-01  1.50000000e+00  2.55443406e-01 
 1.34750000e-04  1.50000000e+00  1.06775165e-01  1.50000000e+00  2.53326542e-01 
 1.35250000e-04  1.50000000e+00  1.06624078e-01  1.50000000e+00  2.51204433e-01 
 1.35750000e-04  1.50000000e+00  1.06474985e-01  1.50000000e+00  2.49077649e-01 
 1.36250000e-04  1.50000000e+00  1.06328395e-01  1.50000000e+00  2.46946743e-01 
 1.36750000e-04  1.50000000e+00  1.06184814e-01  1.50000000e+00  2.44812212e-01 
 1.37250000e-04  1.50000000e+00  1.06044741e-01  1.50000000e+00  2.42674527e-01 
 1.37750000e-04  1.50000000e+00  1.05908661e-01  1.50000000e+00  2.40534100e-01 
 1.38250000e-04  1.50000000e+00  1.05777033e-01  1.50000000e+00  2.38391304e-01 
 1.38750000e-04  1.50000000e+00  1.05650285e-01  1.50000000e+00  2.36246455e-01 
 1.39250000e-04  1.50000000e+00  1.05528803e-01  1.50000000e+00  2.34099828e-01 
 1.39750000e-04  1.50000000e+00  1.05412920e-01  1.50000000e+00  2.31951641e-01 
 1.40250000e-04  1.50000000e+00  1.05302914e-01  1.50000000e+00  2.29802073e-01 
 1.40750000e-04  1.50000000e+00  1.05199000e-01  1.50000000e+00  2.27651255e-01 
 1.41250000e-04  1.50000000e+00  1.05101328e-01  1.50000000e+00  2.25499285e-01 
