 v-sweep         v(vout_comp)    v(vinp)         v(vinn)         v(dvout_comp)  
 7.50591000e-01  2.67698202e-05  7.50591000e-01  7.50000000e-01  7.13933759e-01 
 7.50592000e-01  2.74932721e-05  7.50592000e-01  7.50000000e-01  7.33227833e-01 
 7.50593000e-01  2.82362749e-05  7.50593000e-01  7.50000000e-01  7.53042752e-01 
 7.50594000e-01  2.89993569e-05  7.50594000e-01  7.50000000e-01  7.73392562e-01 
 7.50595000e-01  2.97830607e-05  7.50595000e-01  7.50000000e-01  7.94292859e-01 
 7.50596000e-01  3.05879436e-05  7.50596000e-01  7.50000000e-01  8.15758550e-01 
 7.50597000e-01  3.14145778e-05  7.50597000e-01  7.50000000e-01  8.37804325e-01 
 7.50598000e-01  3.22635512e-05  7.50598000e-01  7.50000000e-01  8.60445223e-01 
 7.50599000e-01  3.31354674e-05  7.50599000e-01  7.50000000e-01  8.83697289e-01 
 7.50600000e-01  3.40309465e-05  7.50600000e-01  7.50000000e-01  9.07578345e-01 
 7.50601000e-01  3.49506252e-05  7.50601000e-01  7.50000000e-01  9.32105424e-01 
 7.50602000e-01  3.58951574e-05  7.50602000e-01  7.50000000e-01  9.57294600e-01 
 7.50603000e-01  3.68652147e-05  7.50603000e-01  7.50000000e-01  9.83164455e-01 
 7.50604000e-01  3.78614868e-05  7.50604000e-01  7.50000000e-01  1.53516896e+00 
 7.50605000e-01  3.99355286e-05  7.50605000e-01  7.50000000e-01  1.57663757e+00 
 7.50606000e-01  4.10147729e-05  7.50606000e-01  7.50000000e-01  1.09382699e+00 
 7.50607000e-01  4.21231826e-05  7.50607000e-01  7.50000000e-01  1.12338711e+00 
 7.50608000e-01  4.32615458e-05  7.50608000e-01  7.50000000e-01  1.15374518e+00 
 7.50609000e-01  4.44306719e-05  7.50609000e-01  7.50000000e-01  1.18492271e+00 
 7.50610000e-01  4.56313923e-05  7.50610000e-01  7.50000000e-01  1.21694359e+00 
 7.50611000e-01  4.68645606e-05  7.50611000e-01  7.50000000e-01  1.24983067e+00 
 7.50612000e-01  4.81310537e-05  7.50612000e-01  7.50000000e-01  1.28360644e+00 
 7.50613000e-01  4.94317720e-05  7.50613000e-01  7.50000000e-01  1.31829393e+00 
 7.50614000e-01  5.07676404e-05  7.50614000e-01  7.50000000e-01  1.35391774e+00 
 7.50615000e-01  5.21396087e-05  7.50615000e-01  7.50000000e-01  1.39050517e+00 
 7.50616000e-01  5.35486525e-05  7.50616000e-01  7.50000000e-01  1.42808229e+00 
 7.50617000e-01  5.49957734e-05  7.50617000e-01  7.50000000e-01  1.46667483e+00 
 7.50618000e-01  5.64820005e-05  7.50618000e-01  7.50000000e-01  1.50630910e+00 
 7.50619000e-01  5.80083903e-05  7.50619000e-01  7.50000000e-01  1.54701318e+00 
 7.50620000e-01  5.95760283e-05  7.50620000e-01  7.50000000e-01  1.58881946e+00 
 7.50621000e-01  6.11860289e-05  7.50621000e-01  7.50000000e-01  1.63175420e+00 
 7.50622000e-01  6.28395368e-05  7.50622000e-01  7.50000000e-01  1.67584907e+00 
 7.50623000e-01  6.45377277e-05  7.50623000e-01  7.50000000e-01  1.72113668e+00 
 7.50624000e-01  6.62818088e-05  7.50624000e-01  7.50000000e-01  1.76764542e+00 
 7.50625000e-01  6.80730202e-05  7.50625000e-01  7.50000000e-01  1.81541348e+00 
 7.50626000e-01  6.99126354e-05  7.50626000e-01  7.50000000e-01  1.86447091e+00 
 7.50627000e-01  7.18019622e-05  7.50627000e-01  7.50000000e-01  1.91485388e+00 
 7.50628000e-01  7.37423439e-05  7.50628000e-01  7.50000000e-01  1.96659966e+00 
 7.50629000e-01  7.57351600e-05  7.50629000e-01  7.50000000e-01  2.01974214e+00 
 7.50630000e-01  7.77818272e-05  7.50630000e-01  7.50000000e-01  2.07432051e+00 
 7.50631000e-01  7.98838006e-05  7.50631000e-01  7.50000000e-01  2.13037357e+00 
 7.50632000e-01  8.20425746e-05  7.50632000e-01  7.50000000e-01  2.18794116e+00 
 7.50633000e-01  8.42596839e-05  7.50633000e-01  7.50000000e-01  2.24706417e+00 
 7.50634000e-01  8.65367046e-05  7.50634000e-01  7.50000000e-01  2.30778634e+00 
 7.50635000e-01  8.88752555e-05  7.50635000e-01  7.50000000e-01  2.37014746e+00 
 7.50636000e-01  9.12769991e-05  7.50636000e-01  7.50000000e-01  2.43419349e+00 
 7.50637000e-01  9.37436428e-05  7.50637000e-01  7.50000000e-01  2.49996996e+00 
 7.50638000e-01  9.62769401e-05  7.50638000e-01  7.50000000e-01  2.56752360e+00 
 7.50639000e-01  9.88786919e-05  7.50639000e-01  7.50000000e-01  2.63690437e+00 
 7.50640000e-01  1.01550748e-04  7.50640000e-01  7.50000000e-01  2.70815773e+00 
 7.50641000e-01  1.04295007e-04  7.50641000e-01  7.50000000e-01  2.78133619e+00 
 7.50642000e-01  1.07113421e-04  7.50642000e-01  7.50000000e-01  2.85649388e+00 
 7.50643000e-01  1.10007992e-04  7.50643000e-01  7.50000000e-01  2.93368002e+00 
 7.50644000e-01  1.12980778e-04  7.50644000e-01  7.50000000e-01  3.01294928e+00 
 7.50645000e-01  1.16033894e-04  7.50645000e-01  7.50000000e-01  3.09436469e+00 
 7.50646000e-01  1.19169507e-04  7.50646000e-01  7.50000000e-01  3.17797738e+00 
 7.50647000e-01  1.22389849e-04  7.50647000e-01  7.50000000e-01  3.26384900e+00 
 7.50648000e-01  1.25697207e-04  7.50648000e-01  7.50000000e-01  3.35204304e+00 
 7.50649000e-01  1.29093933e-04  7.50649000e-01  7.50000000e-01  3.44261725e+00 
 7.50650000e-01  1.32582440e-04  7.50650000e-01  7.50000000e-01  3.53563840e+00 
 7.50651000e-01  1.36165209e-04  7.50651000e-01  7.50000000e-01  3.63117257e+00 
 7.50652000e-01  1.39844786e-04  7.50652000e-01  7.50000000e-01  3.72928762e+00 
 7.50653000e-01  1.43623786e-04  7.50653000e-01  7.50000000e-01  3.83005325e+00 
 7.50654000e-01  1.47504896e-04  7.50654000e-01  7.50000000e-01  3.93354396e+00 
 7.50655000e-01  1.51490873e-04  7.50655000e-01  7.50000000e-01  4.03982750e+00 
 7.50656000e-01  1.55584550e-04  7.50656000e-01  7.50000000e-01  4.14898221e+00 
 7.50657000e-01  1.59788838e-04  7.50657000e-01  7.50000000e-01  4.26108876e+00 
 7.50658000e-01  1.64106724e-04  7.50658000e-01  7.50000000e-01  4.37622056e+00 
 7.50659000e-01  1.68541276e-04  7.50659000e-01  7.50000000e-01  4.49445912e+00 
 7.50660000e-01  1.73095647e-04  7.50660000e-01  7.50000000e-01  4.61589839e+00 
 7.50661000e-01  1.77773073e-04  7.50661000e-01  7.50000000e-01  4.74061814e+00 
 7.50662000e-01  1.82576878e-04  7.50662000e-01  7.50000000e-01  4.86869975e+00 
 7.50663000e-01  1.87510475e-04  7.50663000e-01  7.50000000e-01  5.00024469e+00 
 7.50664000e-01  1.92577371e-04  7.50664000e-01  7.50000000e-01  5.13534666e+00 
 7.50665000e-01  1.97781167e-04  7.50665000e-01  7.50000000e-01  5.27409410e+00 
 7.50666000e-01  2.03125559e-04  7.50666000e-01  7.50000000e-01  5.41658922e+00 
 7.50667000e-01  2.08614347e-04  7.50667000e-01  7.50000000e-01  5.56293731e+00 
 7.50668000e-01  2.14251429e-04  7.50668000e-01  7.50000000e-01  5.71323414e+00 
 7.50669000e-01  2.20040811e-04  7.50669000e-01  7.50000000e-01  5.86758610e+00 
 7.50670000e-01  2.25986608e-04  7.50670000e-01  7.50000000e-01  6.02611577e+00 
 7.50671000e-01  2.32093043e-04  7.50671000e-01  7.50000000e-01  6.18892725e+00 
 7.50672000e-01  2.38364455e-04  7.50672000e-01  7.50000000e-01  6.35612671e+00 
 7.50673000e-01  2.44805300e-04  7.50673000e-01  7.50000000e-01  6.52784657e+00 
 7.50674000e-01  2.51420154e-04  7.50674000e-01  7.50000000e-01  6.70420909e+00 
 7.50675000e-01  2.58213716e-04  7.50675000e-01  7.50000000e-01  6.88532966e+00 
 7.50676000e-01  2.65190814e-04  7.50676000e-01  7.50000000e-01  7.07134164e+00 
 7.50677000e-01  2.72356402e-04  7.50677000e-01  7.50000000e-01  7.26238241e+00 
 7.50678000e-01  2.79715572e-04  7.50678000e-01  7.50000000e-01  7.45857693e+00 
 7.50679000e-01  2.87273552e-04  7.50679000e-01  7.50000000e-01  7.66006398e+00 
 7.50680000e-01  2.95035709e-04  7.50680000e-01  7.50000000e-01  7.86700353e+00 
 7.50681000e-01  3.03007559e-04  7.50681000e-01  7.50000000e-01  8.07953138e+00 
 7.50682000e-01  3.11194763e-04  7.50682000e-01  7.50000000e-01  8.29778602e+00 
 7.50683000e-01  3.19603136e-04  7.50683000e-01  7.50000000e-01  8.52194023e+00 
 7.50684000e-01  3.28238651e-04  7.50684000e-01  7.50000000e-01  8.75215350e+00 
 7.50685000e-01  3.37107441e-04  7.50685000e-01  7.50000000e-01  8.98857636e+00 
 7.50686000e-01  3.46215805e-04  7.50686000e-01  7.50000000e-01  9.23138278e+00 
 7.50687000e-01  3.55570210e-04  7.50687000e-01  7.50000000e-01  9.48075198e+00 
 7.50688000e-01  3.65177301e-04  7.50688000e-01  7.50000000e-01  9.73684695e+00 
 7.50689000e-01  3.75043899e-04  7.50689000e-01  7.50000000e-01  9.99985612e+00 
 7.50690000e-01  3.85177011e-04  7.50690000e-01  7.50000000e-01  1.02699660e+01 
 7.50691000e-01  3.95583832e-04  7.50691000e-01  7.50000000e-01  1.05473680e+01 
 7.50692000e-01  4.06271751e-04  7.50692000e-01  7.50000000e-01  1.08322589e+01 
 7.50693000e-01  4.17248357e-04  7.50693000e-01  7.50000000e-01  1.11248406e+01 
 7.50694000e-01  4.28521443e-04  7.50694000e-01  7.50000000e-01  1.14253289e+01 
 7.50695000e-01  4.40099013e-04  7.50695000e-01  7.50000000e-01  1.17339289e+01 
 7.50696000e-01  4.51989285e-04  7.50696000e-01  7.50000000e-01  1.20508502e+01 
 7.50697000e-01  4.64200700e-04  7.50697000e-01  7.50000000e-01  1.23763167e+01 
 7.50698000e-01  4.76741927e-04  7.50698000e-01  7.50000000e-01  1.27105773e+01 
 7.50699000e-01  4.89621867e-04  7.50699000e-01  7.50000000e-01  1.30538692e+01 
 7.50700000e-01  5.02849663e-04  7.50700000e-01  7.50000000e-01  1.34064169e+01 
 7.50701000e-01  5.16434703e-04  7.50701000e-01  7.50000000e-01  1.37684792e+01 
 7.50702000e-01  5.30386628e-04  7.50702000e-01  7.50000000e-01  1.41403232e+01 
 7.50703000e-01  5.44715339e-04  7.50703000e-01  7.50000000e-01  1.45221915e+01 
 7.50704000e-01  5.59431004e-04  7.50704000e-01  7.50000000e-01  1.49143647e+01 
 7.50705000e-01  5.74544066e-04  7.50705000e-01  7.50000000e-01  1.53171205e+01 
 7.50706000e-01  5.90065247e-04  7.50706000e-01  7.50000000e-01  1.57307439e+01 
 7.50707000e-01  6.06005561e-04  7.50707000e-01  7.50000000e-01  1.61555398e+01 
 7.50708000e-01  6.22376315e-04  7.50708000e-01  7.50000000e-01  1.65917851e+01 
 7.50709000e-01  6.39189124e-04  7.50709000e-01  7.50000000e-01  1.70397876e+01 
 7.50710000e-01  6.56455913e-04  7.50710000e-01  7.50000000e-01  1.74999021e+01 
 7.50711000e-01  6.74188931e-04  7.50711000e-01  7.50000000e-01  1.79724296e+01 
 7.50712000e-01  6.92400754e-04  7.50712000e-01  7.50000000e-01  1.84576771e+01 
 7.50713000e-01  7.11104299e-04  7.50713000e-01  7.50000000e-01  1.89560276e+01 
 7.50714000e-01  7.30312830e-04  7.50714000e-01  7.50000000e-01  1.94678347e+01 
 7.50715000e-01  7.50039967e-04  7.50715000e-01  7.50000000e-01  1.99934466e+01 
 7.50716000e-01  7.70299697e-04  7.50716000e-01  7.50000000e-01  2.05332197e+01 
 7.50717000e-01  7.91106386e-04  7.50717000e-01  7.50000000e-01  2.10875344e+01 
 7.50718000e-01  8.12474783e-04  7.50718000e-01  7.50000000e-01  2.16568131e+01 
 7.50719000e-01  8.34420036e-04  7.50719000e-01  7.50000000e-01  2.22414594e+01 
 7.50720000e-01  8.56957700e-04  7.50720000e-01  7.50000000e-01  2.28418538e+01 
 7.50721000e-01  8.80103748e-04  7.50721000e-01  7.50000000e-01  2.34584364e+01 
 7.50722000e-01  9.03874584e-04  7.50722000e-01  7.50000000e-01  2.40916605e+01 
 7.50723000e-01  9.28287053e-04  7.50723000e-01  7.50000000e-01  2.47419381e+01 
 7.50724000e-01  9.53358452e-04  7.50724000e-01  7.50000000e-01  2.54097455e+01 
 7.50725000e-01  9.79106543e-04  7.50725000e-01  7.50000000e-01  2.60955540e+01 
 7.50726000e-01  1.00554957e-03  7.50726000e-01  7.50000000e-01  2.67998476e+01 
 7.50727000e-01  1.03270625e-03  7.50727000e-01  7.50000000e-01  2.75231436e+01 
 7.50728000e-01  1.06059584e-03  7.50728000e-01  7.50000000e-01  2.82659119e+01 
 7.50729000e-01  1.08923807e-03  7.50729000e-01  7.50000000e-01  2.90286962e+01 
 7.50730000e-01  1.11865323e-03  7.50730000e-01  7.50000000e-01  2.98120342e+01 
 7.50731000e-01  1.14886214e-03  7.50731000e-01  7.50000000e-01  3.06164781e+01 
 7.50732000e-01  1.17988620e-03  7.50732000e-01  7.50000000e-01  3.14426181e+01 
 7.50733000e-01  1.21174736e-03  7.50733000e-01  7.50000000e-01  3.22909902e+01 
 7.50734000e-01  1.24446817e-03  7.50734000e-01  7.50000000e-01  3.31622148e+01 
 7.50735000e-01  1.27807179e-03  7.50735000e-01  7.50000000e-01  3.40569051e+01 
 7.50736000e-01  1.31258199e-03  7.50736000e-01  7.50000000e-01  3.49756913e+01 
 7.50737000e-01  1.34802319e-03  7.50737000e-01  7.50000000e-01  3.59192462e+01 
 7.50738000e-01  1.38442046e-03  7.50738000e-01  7.50000000e-01  3.68881815e+01 
 7.50739000e-01  1.42179954e-03  7.50739000e-01  7.50000000e-01  3.78832046e+01 
 7.50740000e-01  1.46018687e-03  7.50740000e-01  7.50000000e-01  3.89050151e+01 
 7.50741000e-01  1.49960958e-03  7.50741000e-01  7.50000000e-01  3.99543312e+01 
 7.50742000e-01  1.54009556e-03  7.50742000e-01  7.50000000e-01  4.10319208e+01 
 7.50743000e-01  1.58167340e-03  7.50743000e-01  7.50000000e-01  4.21384809e+01 
 7.50744000e-01  1.62437251e-03  7.50744000e-01  7.50000000e-01  4.32748182e+01 
 7.50745000e-01  1.66822304e-03  7.50745000e-01  7.50000000e-01  4.44417305e+01 
 7.50746000e-01  1.71325598e-03  7.50746000e-01  7.50000000e-01  4.56400367e+01 
 7.50747000e-01  1.75950314e-03  7.50747000e-01  7.50000000e-01  4.68706120e+01 
 7.50748000e-01  1.80699718e-03  7.50748000e-01  7.50000000e-01  4.81342511e+01 
 7.50749000e-01  1.85577163e-03  7.50749000e-01  7.50000000e-01  4.94318736e+01 
 7.50750000e-01  1.90586093e-03  7.50750000e-01  7.50000000e-01  5.07643887e+01 
 7.50751000e-01  1.95730043e-03  7.50751000e-01  7.50000000e-01  5.21327299e+01 
 7.50752000e-01  2.01012642e-03  7.50752000e-01  7.50000000e-01  5.35378946e+01 
 7.50753000e-01  2.06437619e-03  7.50753000e-01  7.50000000e-01  5.49807884e+01 
 7.50754000e-01  2.12008799e-03  7.50754000e-01  7.50000000e-01  5.64624591e+01 
 7.50755000e-01  2.17730111e-03  7.50755000e-01  7.50000000e-01  5.79839428e+01 
 7.50756000e-01  2.23605589e-03  7.50756000e-01  7.50000000e-01  5.95463030e+01 
 7.50757000e-01  2.29639376e-03  7.50757000e-01  7.50000000e-01  6.11506761e+01 
 7.50758000e-01  2.35835722e-03  7.50758000e-01  7.50000000e-01  6.27980936e+01 
 7.50759000e-01  2.42198993e-03  7.50759000e-01  7.50000000e-01  6.44897490e+01 
 7.50760000e-01  2.48733672e-03  7.50760000e-01  7.50000000e-01  6.62268713e+01 
 7.50761000e-01  2.55444360e-03  7.50761000e-01  7.50000000e-01  6.80105752e+01 
 7.50762000e-01  2.62335782e-03  7.50762000e-01  7.50000000e-01  6.98420997e+01 
 7.50763000e-01  2.69412787e-03  7.50763000e-01  7.50000000e-01  7.17228748e+01 
 7.50764000e-01  2.76680355e-03  7.50764000e-01  7.50000000e-01  7.36540552e+01 
 7.50765000e-01  2.84143599e-03  7.50765000e-01  7.50000000e-01  7.56370358e+01 
 7.50766000e-01  2.91807765e-03  7.50766000e-01  7.50000000e-01  7.76732524e+01 
 7.50767000e-01  2.99678243e-03  7.50767000e-01  7.50000000e-01  7.97639480e+01 
 7.50768000e-01  3.07760563e-03  7.50768000e-01  7.50000000e-01  8.19108064e+01 
 7.50769000e-01  3.16060403e-03  7.50769000e-01  7.50000000e-01  8.41152029e+01 
 7.50770000e-01  3.24583592e-03  7.50770000e-01  7.50000000e-01  8.63785390e+01 
 7.50771000e-01  3.33336115e-03  7.50771000e-01  7.50000000e-01  8.87025689e+01 
 7.50772000e-01  3.42324113e-03  7.50772000e-01  7.50000000e-01  9.10889073e+01 
 7.50773000e-01  3.51553892e-03  7.50773000e-01  7.50000000e-01  9.35390728e+01 
 7.50774000e-01  3.61031926e-03  7.50774000e-01  7.50000000e-01  9.60548251e+01 
 7.50775000e-01  3.70764859e-03  7.50775000e-01  7.50000000e-01  9.86379023e+01 
 7.50776000e-01  3.80759511e-03  7.50776000e-01  7.50000000e-01  1.01290088e+02 
 7.50777000e-01  3.91022884e-03  7.50777000e-01  7.50000000e-01  1.04013287e+02 
 7.50778000e-01  4.01562164e-03  7.50778000e-01  7.50000000e-01  1.06809227e+02 
 7.50779000e-01  4.12384728e-03  7.50779000e-01  7.50000000e-01  1.09679907e+02 
 7.50780000e-01  4.23498147e-03  7.50780000e-01  7.50000000e-01  1.12627386e+02 
 7.50781000e-01  4.34910194e-03  7.50781000e-01  7.50000000e-01  1.15653525e+02 
 7.50782000e-01  4.46628844e-03  7.50782000e-01  7.50000000e-01  1.18760397e+02 
 7.50783000e-01  4.58662286e-03  7.50783000e-01  7.50000000e-01  1.21950395e+02 
 7.50784000e-01  4.71018922e-03  7.50784000e-01  7.50000000e-01  1.25225444e+02 
 7.50785000e-01  4.83707377e-03  7.50785000e-01  7.50000000e-01  1.28587874e+02 
 7.50786000e-01  4.96736503e-03  7.50786000e-01  7.50000000e-01  1.32040083e+02 
 7.50787000e-01  5.10115385e-03  7.50787000e-01  7.50000000e-01  1.35584237e+02 
 7.50788000e-01  5.23853346e-03  7.50788000e-01  7.50000000e-01  1.39222851e+02 
 7.50789000e-01  5.37959954e-03  7.50789000e-01  7.50000000e-01  1.42958405e+02 
 7.50790000e-01  5.52445030e-03  7.50790000e-01  7.50000000e-01  1.46793444e+02 
 7.50791000e-01  5.67318650e-03  7.50791000e-01  7.50000000e-01  1.50730576e+02 
 7.50792000e-01  5.82591157e-03  7.50792000e-01  7.50000000e-01  1.54772590e+02 
 7.50793000e-01  5.98273163e-03  7.50793000e-01  7.50000000e-01  1.58922004e+02 
 7.50794000e-01  6.14375557e-03  7.50794000e-01  7.50000000e-01  1.63181742e+02 
 7.50795000e-01  6.30909515e-03  7.50795000e-01  7.50000000e-01  1.67554808e+02 
 7.50796000e-01  6.47886503e-03  7.50796000e-01  7.50000000e-01  1.72043916e+02 
 7.50797000e-01  6.65318288e-03  7.50797000e-01  7.50000000e-01  1.76652086e+02 
 7.50798000e-01  6.83216941e-03  7.50798000e-01  7.50000000e-01  1.81382813e+02 
 7.50799000e-01  7.01594849e-03  7.50799000e-01  7.50000000e-01  1.86239027e+02 
 7.50800000e-01  7.20464724e-03  7.50800000e-01  7.50000000e-01  1.91223712e+02 
 7.50801000e-01  7.39839602e-03  7.50801000e-01  7.50000000e-01  1.96340621e+02 
 7.50802000e-01  7.59732865e-03  7.50802000e-01  7.50000000e-01  2.01593193e+02 
 7.50803000e-01  7.80158235e-03  7.50803000e-01  7.50000000e-01  2.06984650e+02 
 7.50804000e-01  8.01129794e-03  7.50804000e-01  7.50000000e-01  2.12518733e+02 
 7.50805000e-01  8.22661988e-03  7.50805000e-01  7.50000000e-01  2.18199291e+02 
 7.50806000e-01  8.44769633e-03  7.50806000e-01  7.50000000e-01  2.24029787e+02 
 7.50807000e-01  8.67467932e-03  7.50807000e-01  7.50000000e-01  2.30014079e+02 
 7.50808000e-01  8.90772476e-03  7.50808000e-01  7.50000000e-01  2.36156639e+02 
 7.50809000e-01  9.14699260e-03  7.50809000e-01  7.50000000e-01  2.42461202e+02 
 7.50810000e-01  9.39264688e-03  7.50810000e-01  7.50000000e-01  2.48931566e+02 
 7.50811000e-01  9.64485588e-03  7.50811000e-01  7.50000000e-01  2.55572525e+02 
 7.50812000e-01  9.90379216e-03  7.50812000e-01  7.50000000e-01  2.62388458e+02 
 7.50813000e-01  1.01696327e-02  7.50813000e-01  7.50000000e-01  2.69383458e+02 
 7.50814000e-01  1.04425591e-02  7.50814000e-01  7.50000000e-01  2.76562290e+02 
 7.50815000e-01  1.07227574e-02  7.50815000e-01  7.50000000e-01  2.83929847e+02 
 7.50816000e-01  1.10104185e-02  7.50816000e-01  7.50000000e-01  2.91490521e+02 
 7.50817000e-01  1.13057383e-02  7.50817000e-01  7.50000000e-01  2.99249424e+02 
 7.50818000e-01  1.16089173e-02  7.50818000e-01  7.50000000e-01  3.07211587e+02 
 7.50819000e-01  1.19201615e-02  7.50819000e-01  7.50000000e-01  3.15382156e+02 
 7.50820000e-01  1.22396817e-02  7.50820000e-01  7.50000000e-01  3.23766400e+02 
 7.50821000e-01  1.25676945e-02  7.50821000e-01  7.50000000e-01  3.32369708e+02 
 7.50822000e-01  1.29044215e-02  7.50822000e-01  7.50000000e-01  3.41197847e+02 
 7.50823000e-01  1.32500901e-02  7.50823000e-01  7.50000000e-01  3.50255969e+02 
 7.50824000e-01  1.36049334e-02  7.50824000e-01  7.50000000e-01  3.59550090e+02 
 7.50825000e-01  1.39691904e-02  7.50825000e-01  7.50000000e-01  3.69086384e+02 
 7.50826000e-01  1.43431059e-02  7.50826000e-01  7.50000000e-01  3.78870363e+02 
 7.50827000e-01  1.47269310e-02  7.50827000e-01  7.50000000e-01  3.88908464e+02 
 7.50828000e-01  1.51209228e-02  7.50828000e-01  7.50000000e-01  3.99207004e+02 
 7.50829000e-01  1.55253450e-02  7.50829000e-01  7.50000000e-01  4.09772443e+02 
 7.50830000e-01  1.59404678e-02  7.50830000e-01  7.50000000e-01  4.20611685e+02 
 7.50831000e-01  1.63665680e-02  7.50831000e-01  7.50000000e-01  4.31730879e+02 
 7.50832000e-01  1.68039294e-02  7.50832000e-01  7.50000000e-01  4.43136897e+02 
 7.50833000e-01  1.72528424e-02  7.50833000e-01  7.50000000e-01  4.54837747e+02 
 7.50834000e-01  1.77136049e-02  7.50834000e-01  7.50000000e-01  4.66840006e+02 
 7.50835000e-01  1.81865219e-02  7.50835000e-01  7.50000000e-01  4.79150339e+02 
 7.50836000e-01  1.86719059e-02  7.50836000e-01  7.50000000e-01  4.91777268e+02 
 7.50837000e-01  1.91700770e-02  7.50837000e-01  7.50000000e-01  5.04728493e+02 
 7.50838000e-01  1.96813628e-02  7.50838000e-01  7.50000000e-01  5.18011503e+02 
 7.50839000e-01  2.02060993e-02  7.50839000e-01  7.50000000e-01  5.31633529e+02 
 7.50840000e-01  2.07446301e-02  7.50840000e-01  7.50000000e-01  5.45603854e+02 
 7.50841000e-01  2.12973074e-02  7.50841000e-01  7.50000000e-01  5.59930837e+02 
 7.50842000e-01  2.18644916e-02  7.50842000e-01  7.50000000e-01  5.74622182e+02 
 7.50843000e-01  2.24465517e-02  7.50843000e-01  7.50000000e-01  5.89686951e+02 
 7.50844000e-01  2.30438656e-02  7.50844000e-01  7.50000000e-01  6.05133988e+02 
 7.50845000e-01  2.36568199e-02  7.50845000e-01  7.50000000e-01  6.20972753e+02 
 7.50846000e-01  2.42858106e-02  7.50846000e-01  7.50000000e-01  6.37211561e+02 
 7.50847000e-01  2.49312428e-02  7.50847000e-01  7.50000000e-01  6.53860215e+02 
 7.50848000e-01  2.55935310e-02  7.50848000e-01  7.50000000e-01  6.70928261e+02 
 7.50849000e-01  2.62730994e-02  7.50849000e-01  7.50000000e-01  6.88425426e+02 
 7.50850000e-01  2.69703822e-02  7.50850000e-01  7.50000000e-01  7.06362120e+02 
 7.50851000e-01  2.76858232e-02  7.50851000e-01  7.50000000e-01  7.24747436e+02 
 7.50852000e-01  2.84198768e-02  7.50852000e-01  7.50000000e-01  7.43592133e+02 
 7.50853000e-01  2.91730074e-02  7.50853000e-01  7.50000000e-01  7.62906661e+02 
 7.50854000e-01  2.99456902e-02  7.50854000e-01  7.50000000e-01  7.82701652e+02 
 7.50855000e-01  3.07384111e-02  7.50855000e-01  7.50000000e-01  8.02987922e+02 
 7.50856000e-01  3.15516667e-02  7.50856000e-01  7.50000000e-01  8.23777048e+02 
 7.50857000e-01  3.23859649e-02  7.50857000e-01  7.50000000e-01  8.45079056e+02 
 7.50858000e-01  3.32418248e-02  7.50858000e-01  7.50000000e-01  8.66905871e+02 
 7.50859000e-01  3.41197768e-02  7.50859000e-01  7.50000000e-01  8.89269660e+02 
 7.50860000e-01  3.50203633e-02  7.50860000e-01  7.50000000e-01  9.12180251e+02 
 7.50861000e-01  3.59441381e-02  7.50861000e-01  7.50000000e-01  9.35652081e+02 
 7.50862000e-01  3.68916671e-02  7.50862000e-01  7.50000000e-01  9.59695284e+02 
 7.50863000e-01  3.78635286e-02  7.50863000e-01  7.50000000e-01  9.84322743e+02 
 7.50864000e-01  3.88603129e-02  7.50864000e-01  7.50000000e-01  1.00954757e+03 
 7.50865000e-01  3.98826228e-02  7.50865000e-01  7.50000000e-01  1.03538022e+03 
 7.50866000e-01  4.09310741e-02  7.50866000e-01  7.50000000e-01  1.06183630e+03 
 7.50867000e-01  4.20062951e-02  7.50867000e-01  7.50000000e-01  1.08892652e+03 
 7.50868000e-01  4.31089271e-02  7.50868000e-01  7.50000000e-01  1.11666466e+03 
 7.50869000e-01  4.42396247e-02  7.50869000e-01  7.50000000e-01  1.14506472e+03 
 7.50870000e-01  4.53990556e-02  7.50870000e-01  7.50000000e-01  1.17413765e+03 
 7.50871000e-01  4.65879010e-02  7.50871000e-01  7.50000000e-01  1.20389934e+03 
 7.50872000e-01  4.78068556e-02  7.50872000e-01  7.50000000e-01  1.23436345e+03 
 7.50873000e-01  4.90566279e-02  7.50873000e-01  7.50000000e-01  1.26554291e+03 
 7.50874000e-01  5.03379400e-02  7.50874000e-01  7.50000000e-01  1.29745068e+03 
 7.50875000e-01  5.16515282e-02  7.50875000e-01  7.50000000e-01  1.33010068e+03 
 7.50876000e-01  5.29981425e-02  7.50876000e-01  7.50000000e-01  1.36350973e+03 
 7.50877000e-01  5.43785473e-02  7.50877000e-01  7.50000000e-01  1.39768922e+03 
 7.50878000e-01  5.57935210e-02  7.50878000e-01  7.50000000e-01  1.43265433e+03 
 7.50879000e-01  5.72438564e-02  7.50879000e-01  7.50000000e-01  1.46842036e+03 
 7.50880000e-01  5.87303605e-02  7.50880000e-01  7.50000000e-01  1.50499868e+03 
 7.50881000e-01  6.02538550e-02  7.50881000e-01  7.50000000e-01  1.54240776e+03 
 7.50882000e-01  6.18151757e-02  7.50882000e-01  7.50000000e-01  1.58065895e+03 
 7.50883000e-01  6.34151730e-02  7.50883000e-01  7.50000000e-01  1.61976775e+03 
 7.50884000e-01  6.50547117e-02  7.50884000e-01  7.50000000e-01  1.65974975e+03 
 7.50885000e-01  6.67346712e-02  7.50885000e-01  7.50000000e-01  1.70061603e+03 
 7.50886000e-01  6.84559452e-02  7.50886000e-01  7.50000000e-01  1.74238553e+03 
 7.50887000e-01  7.02194419e-02  7.50887000e-01  7.50000000e-01  1.78506919e+03 
