 v-sweep         v(vout_comp)    v(vinp)         v(vinn)         v(dvout_comp)  
 7.50294000e-01  9.72838844e-09  7.50294000e-01  7.50000000e-01  2.59454302e-04 
 7.50295000e-01  9.99130191e-09  7.50295000e-01  7.50000000e-01  2.66466331e-04 
 7.50296000e-01  1.02613211e-08  7.50296000e-01  7.50000000e-01  2.73667694e-04 
 7.50297000e-01  1.05386373e-08  7.50297000e-01  7.50000000e-01  2.81063493e-04 
 7.50298000e-01  1.08234482e-08  7.50298000e-01  7.50000000e-01  2.88659544e-04 
 7.50299000e-01  1.11159562e-08  7.50299000e-01  7.50000000e-01  2.96460724e-04 
 7.50300000e-01  1.14163695e-08  7.50300000e-01  7.50000000e-01  3.04472618e-04 
 7.50301000e-01  1.17249014e-08  7.50301000e-01  7.50000000e-01  3.12701053e-04 
 7.50302000e-01  1.20417716e-08  7.50302000e-01  7.50000000e-01  3.21151934e-04 
 7.50303000e-01  1.23672054e-08  7.50303000e-01  7.50000000e-01  3.29831405e-04 
 7.50304000e-01  1.27014342e-08  7.50304000e-01  7.50000000e-01  3.38745115e-04 
 7.50305000e-01  1.30446955e-08  7.50305000e-01  7.50000000e-01  3.47899769e-04 
 7.50306000e-01  1.33972337e-08  7.50306000e-01  7.50000000e-01  3.57301900e-04 
 7.50307000e-01  1.37592993e-08  7.50307000e-01  7.50000000e-01  3.66958024e-04 
 7.50308000e-01  1.41311499e-08  7.50308000e-01  7.50000000e-01  3.76875170e-04 
 7.50309000e-01  1.45130500e-08  7.50309000e-01  7.50000000e-01  3.87060647e-04 
 7.50310000e-01  1.49052710e-08  7.50310000e-01  7.50000000e-01  3.97521039e-04 
 7.50311000e-01  1.53080920e-08  7.50311000e-01  7.50000000e-01  4.08264117e-04 
 7.50312000e-01  1.57217993e-08  7.50312000e-01  7.50000000e-01  4.19297925e-04 
 7.50313000e-01  1.61466874e-08  7.50313000e-01  7.50000000e-01  4.30629179e-04 
 7.50314000e-01  1.65830580e-08  7.50314000e-01  7.50000000e-01  4.42266996e-04 
 7.50315000e-01  1.70312219e-08  7.50315000e-01  7.50000000e-01  4.54219727e-04 
 7.50316000e-01  1.74914974e-08  7.50316000e-01  7.50000000e-01  4.66495548e-04 
 7.50317000e-01  1.79642124e-08  7.50317000e-01  7.50000000e-01  4.79102687e-04 
 7.50318000e-01  1.84497024e-08  7.50318000e-01  7.50000000e-01  4.92050120e-04 
 7.50319000e-01  1.89483130e-08  7.50319000e-01  7.50000000e-01  5.05347974e-04 
 7.50320000e-01  1.94603989e-08  7.50320000e-01  7.50000000e-01  5.19005507e-04 
 7.50321000e-01  1.99863240e-08  7.50321000e-01  7.50000000e-01  5.33031698e-04 
 7.50322000e-01  2.05264624e-08  7.50322000e-01  7.50000000e-01  5.47437031e-04 
 7.50323000e-01  2.10811984e-08  7.50323000e-01  7.50000000e-01  5.62232141e-04 
 7.50324000e-01  2.16509263e-08  7.50324000e-01  7.50000000e-01  5.77426559e-04 
 7.50325000e-01  2.22360513e-08  7.50325000e-01  7.50000000e-01  5.93031653e-04 
 7.50326000e-01  2.28369896e-08  7.50326000e-01  7.50000000e-01  6.09058489e-04 
 7.50327000e-01  2.34541684e-08  7.50327000e-01  7.50000000e-01  6.25518453e-04 
 7.50328000e-01  2.40880268e-08  7.50328000e-01  7.50000000e-01  6.42423744e-04 
 7.50329000e-01  2.47390155e-08  7.50329000e-01  7.50000000e-01  6.59785356e-04 
 7.50330000e-01  2.54075973e-08  7.50330000e-01  7.50000000e-01  6.77616225e-04 
 7.50331000e-01  2.60942479e-08  7.50331000e-01  7.50000000e-01  6.95928940e-04 
 7.50332000e-01  2.67994554e-08  7.50332000e-01  7.50000000e-01  7.14736595e-04 
 7.50333000e-01  2.75237215e-08  7.50333000e-01  7.50000000e-01  7.34053112e-04 
 7.50334000e-01  2.82675612e-08  7.50334000e-01  7.50000000e-01  7.53891085e-04 
 7.50335000e-01  2.90315035e-08  7.50335000e-01  7.50000000e-01  7.74265166e-04 
 7.50336000e-01  2.98160915e-08  7.50336000e-01  7.50000000e-01  7.95189890e-04 
 7.50337000e-01  3.06218835e-08  7.50337000e-01  7.50000000e-01  8.16680094e-04 
 7.50338000e-01  3.14494522e-08  7.50338000e-01  7.50000000e-01  8.38751675e-04 
 7.50339000e-01  3.22993864e-08  7.50339000e-01  7.50000000e-01  8.61419164e-04 
 7.50340000e-01  3.31722903e-08  7.50340000e-01  7.50000000e-01  8.84699219e-04 
 7.50341000e-01  3.40687848e-08  7.50341000e-01  7.50000000e-01  9.08608500e-04 
 7.50342000e-01  3.49895076e-08  7.50342000e-01  7.50000000e-01  9.33163810e-04 
 7.50343000e-01  3.59351130e-08  7.50343000e-01  7.50000000e-01  9.58383434e-04 
 7.50344000e-01  3.69062739e-08  7.50344000e-01  7.50000000e-01  9.84284076e-04 
 7.50345000e-01  3.79036809e-08  7.50345000e-01  7.50000000e-01  1.01088459e-03 
 7.50346000e-01  3.89280431e-08  7.50346000e-01  7.50000000e-01  1.03820395e-03 
 7.50347000e-01  3.99800892e-08  7.50347000e-01  7.50000000e-01  1.06626174e-03 
 7.50348000e-01  4.10605673e-08  7.50348000e-01  7.50000000e-01  1.09507852e-03 
 7.50349000e-01  4.21702456e-08  7.50349000e-01  7.50000000e-01  1.12467322e-03 
 7.50350000e-01  4.33099135e-08  7.50350000e-01  7.50000000e-01  1.15506779e-03 
 7.50351000e-01  4.44803813e-08  7.50351000e-01  7.50000000e-01  1.18628388e-03 
 7.50352000e-01  4.56824817e-08  7.50352000e-01  7.50000000e-01  1.21834439e-03 
 7.50353000e-01  4.69170691e-08  7.50353000e-01  7.50000000e-01  1.25127035e-03 
 7.50354000e-01  4.81850217e-08  7.50354000e-01  7.50000000e-01  1.28508540e-03 
 7.50355000e-01  4.94872415e-08  7.50355000e-01  7.50000000e-01  1.31981611e-03 
 7.50356000e-01  5.08246540e-08  7.50356000e-01  7.50000000e-01  1.35548541e-03 
 7.50357000e-01  5.21982108e-08  7.50357000e-01  7.50000000e-01  1.39211784e-03 
 7.50358000e-01  5.36088886e-08  7.50358000e-01  7.50000000e-01  1.42973911e-03 
 7.50359000e-01  5.50576904e-08  7.50359000e-01  7.50000000e-01  1.46837914e-03 
 7.50360000e-01  5.65456466e-08  7.50360000e-01  7.50000000e-01  1.50806242e-03 
 7.50361000e-01  5.80738154e-08  7.50361000e-01  7.50000000e-01  1.54881828e-03 
 7.50362000e-01  5.96432838e-08  7.50362000e-01  7.50000000e-01  1.59067661e-03 
 7.50363000e-01  6.12551674e-08  7.50363000e-01  7.50000000e-01  1.63366381e-03 
 7.50364000e-01  6.29106131e-08  7.50364000e-01  7.50000000e-01  1.67781529e-03 
 7.50365000e-01  6.46107977e-08  7.50365000e-01  7.50000000e-01  1.72315993e-03 
 7.50366000e-01  6.63569306e-08  7.50366000e-01  7.50000000e-01  1.76972741e-03 
 7.50367000e-01  6.81502533e-08  7.50367000e-01  7.50000000e-01  1.81755469e-03 
 7.50368000e-01  6.99920413e-08  7.50368000e-01  7.50000000e-01  1.86667598e-03 
 7.50369000e-01  7.18836044e-08  7.50369000e-01  7.50000000e-01  1.91712337e-03 
 7.50370000e-01  7.38262877e-08  7.50370000e-01  7.50000000e-01  1.96893412e-03 
 7.50371000e-01  7.58214730e-08  7.50371000e-01  7.50000000e-01  2.02214499e-03 
 7.50372000e-01  7.78705786e-08  7.50372000e-01  7.50000000e-01  2.07679399e-03 
 7.50373000e-01  7.99750625e-08  7.50373000e-01  7.50000000e-01  2.13292151e-03 
 7.50374000e-01  8.21364207e-08  7.50374000e-01  7.50000000e-01  2.19056417e-03 
 7.50375000e-01  8.43561906e-08  7.50375000e-01  7.50000000e-01  2.24976470e-03 
 7.50376000e-01  8.66359505e-08  7.50376000e-01  7.50000000e-01  2.31056682e-03 
 7.50377000e-01  8.89773219e-08  7.50377000e-01  7.50000000e-01  2.37301045e-03 
 7.50378000e-01  9.13819698e-08  7.50378000e-01  7.50000000e-01  2.43713998e-03 
 7.50379000e-01  9.38516044e-08  7.50379000e-01  7.50000000e-01  2.50300608e-03 
 7.50380000e-01  9.63879817e-08  7.50380000e-01  7.50000000e-01  2.57065039e-03 
 7.50381000e-01  9.89929057e-08  7.50381000e-01  7.50000000e-01  2.64012292e-03 
 7.50382000e-01  1.01668229e-07  7.50382000e-01  7.50000000e-01  2.71147482e-03 
 7.50383000e-01  1.04415854e-07  7.50383000e-01  7.50000000e-01  2.78475309e-03 
 7.50384000e-01  1.07237734e-07  7.50384000e-01  7.50000000e-01  2.86001178e-03 
 7.50385000e-01  1.10135877e-07  7.50385000e-01  7.50000000e-01  2.93730428e-03 
 7.50386000e-01  1.13112343e-07  7.50386000e-01  7.50000000e-01  3.01668565e-03 
 7.50387000e-01  1.16169250e-07  7.50387000e-01  7.50000000e-01  3.09821229e-03 
 7.50388000e-01  1.19308770e-07  7.50388000e-01  7.50000000e-01  3.18194458e-03 
 7.50389000e-01  1.22533138e-07  7.50389000e-01  7.50000000e-01  3.26793749e-03 
 7.50390000e-01  1.25844645e-07  7.50390000e-01  7.50000000e-01  3.35625426e-03 
 7.50391000e-01  1.29245647e-07  7.50391000e-01  7.50000000e-01  3.44696039e-03 
 7.50392000e-01  1.32738563e-07  7.50392000e-01  7.50000000e-01  3.54011536e-03 
 7.50393000e-01  1.36325875e-07  7.50393000e-01  7.50000000e-01  3.63578515e-03 
 7.50394000e-01  1.40010137e-07  7.50394000e-01  7.50000000e-01  3.73404590e-03 
 7.50395000e-01  1.43793967e-07  7.50395000e-01  7.50000000e-01  3.83496225e-03 
 7.50396000e-01  1.47680057e-07  7.50396000e-01  7.50000000e-01  3.93860017e-03 
 7.50397000e-01  1.51671170e-07  7.50397000e-01  7.50000000e-01  4.04504170e-03 
 7.50398000e-01  1.55770144e-07  7.50398000e-01  7.50000000e-01  4.15436298e-03 
 7.50399000e-01  1.59979894e-07  7.50399000e-01  7.50000000e-01  4.26663572e-03 
 7.50400000e-01  1.64303415e-07  7.50400000e-01  7.50000000e-01  4.38194261e-03 
 7.50401000e-01  1.68743781e-07  7.50401000e-01  7.50000000e-01  4.50036903e-03 
 7.50402000e-01  1.73304149e-07  7.50402000e-01  7.50000000e-01  4.62199261e-03 
 7.50403000e-01  1.77987763e-07  7.50403000e-01  7.50000000e-01  4.74689952e-03 
 7.50404000e-01  1.82797954e-07  7.50404000e-01  7.50000000e-01  4.87518924e-03 
 7.50405000e-01  1.87738142e-07  7.50405000e-01  7.50000000e-01  5.00694608e-03 
 7.50406000e-01  1.92811840e-07  7.50406000e-01  7.50000000e-01  5.14225629e-03 
 7.50407000e-01  1.98022657e-07  7.50407000e-01  7.50000000e-01  5.28122703e-03 
 7.50408000e-01  2.03374299e-07  7.50408000e-01  7.50000000e-01  5.42395739e-03 
 7.50409000e-01  2.08870571e-07  7.50409000e-01  7.50000000e-01  5.57054116e-03 
 7.50410000e-01  2.14515381e-07  7.50410000e-01  7.50000000e-01  5.72108645e-03 
 7.50411000e-01  2.20312746e-07  7.50411000e-01  7.50000000e-01  5.87570450e-03 
 7.50412000e-01  2.26266785e-07  7.50412000e-01  7.50000000e-01  6.03449676e-03 
 7.50413000e-01  2.32381736e-07  7.50413000e-01  7.50000000e-01  6.19757603e-03 
 7.50414000e-01  2.38661945e-07  7.50414000e-01  7.50000000e-01  6.36507172e-03 
 7.50415000e-01  2.45111879e-07  7.50415000e-01  7.50000000e-01  6.53709403e-03 
 7.50416000e-01  2.51736126e-07  7.50416000e-01  7.50000000e-01  6.71375572e-03 
 7.50417000e-01  2.58539395e-07  7.50417000e-01  7.50000000e-01  6.89519665e-03 
 7.50418000e-01  2.65526526e-07  7.50418000e-01  7.50000000e-01  7.08154607e-03 
 7.50419000e-01  2.72702486e-07  7.50419000e-01  7.50000000e-01  7.27292656e-03 
 7.50420000e-01  2.80072379e-07  7.50420000e-01  7.50000000e-01  7.46947922e-03 
 7.50421000e-01  2.87641447e-07  7.50421000e-01  7.50000000e-01  7.67134935e-03 
 7.50422000e-01  2.95415072e-07  7.50422000e-01  7.50000000e-01  7.87866934e-03 
 7.50423000e-01  3.03398782e-07  7.50423000e-01  7.50000000e-01  8.09159229e-03 
 7.50424000e-01  3.11598255e-07  7.50424000e-01  7.50000000e-01  8.31026957e-03 
 7.50425000e-01  3.20019322e-07  7.50425000e-01  7.50000000e-01  8.53485656e-03 
 7.50426000e-01  3.28667971e-07  7.50426000e-01  7.50000000e-01  8.76551305e-03 
 7.50427000e-01  3.37550354e-07  7.50427000e-01  7.50000000e-01  9.00240976e-03 
 7.50428000e-01  3.46672786e-07  7.50428000e-01  7.50000000e-01  9.24570206e-03 
 7.50429000e-01  3.56041756e-07  7.50429000e-01  7.50000000e-01  9.49556939e-03 
 7.50430000e-01  3.65663926e-07  7.50430000e-01  7.50000000e-01  9.75219655e-03 
 7.50431000e-01  3.75546139e-07  7.50431000e-01  7.50000000e-01  1.00157445e-02 
 7.50432000e-01  3.85695422e-07  7.50432000e-01  7.50000000e-01  1.02864224e-02 
 7.50433000e-01  3.96118994e-07  7.50433000e-01  7.50000000e-01  1.05644232e-02 
 7.50434000e-01  4.06824267e-07  7.50434000e-01  7.50000000e-01  1.08499292e-02 
 7.50435000e-01  4.17818854e-07  7.50435000e-01  7.50000000e-01  1.11431511e-02 
 7.50436000e-01  4.29110574e-07  7.50436000e-01  7.50000000e-01  1.14443059e-02 
 7.50437000e-01  4.40707457e-07  7.50437000e-01  7.50000000e-01  1.17535910e-02 
 7.50438000e-01  4.52617751e-07  7.50438000e-01  7.50000000e-01  1.20712345e-02 
 7.50439000e-01  4.64849925e-07  7.50439000e-01  7.50000000e-01  1.23974624e-02 
 7.50440000e-01  4.77412678e-07  7.50440000e-01  7.50000000e-01  1.27325066e-02 
 7.50441000e-01  4.90314944e-07  7.50441000e-01  7.50000000e-01  1.30766152e-02 
 7.50442000e-01  5.03565899e-07  7.50442000e-01  7.50000000e-01  1.34300138e-02 
 7.50443000e-01  5.17174966e-07  7.50443000e-01  7.50000000e-01  1.37929631e-02 
 7.50444000e-01  5.31151823e-07  7.50444000e-01  7.50000000e-01  1.41657211e-02 
 7.50445000e-01  5.45506411e-07  7.50445000e-01  7.50000000e-01  1.45485529e-02 
 7.50446000e-01  5.60248936e-07  7.50446000e-01  7.50000000e-01  1.49417419e-02 
 7.50447000e-01  5.75389884e-07  7.50447000e-01  7.50000000e-01  1.53455460e-02 
 7.50448000e-01  5.90940022e-07  7.50448000e-01  7.50000000e-01  1.57602512e-02 
 7.50449000e-01  6.06910408e-07  7.50449000e-01  7.50000000e-01  1.61861876e-02 
 7.50450000e-01  6.23312401e-07  7.50450000e-01  7.50000000e-01  1.66236353e-02 
 7.50451000e-01  6.40157663e-07  7.50451000e-01  7.50000000e-01  1.70728801e-02 
 7.50452000e-01  6.57458174e-07  7.50452000e-01  7.50000000e-01  1.75342915e-02 
 7.50453000e-01  6.75226239e-07  7.50453000e-01  7.50000000e-01  1.80081597e-02 
 7.50454000e-01  6.93474493e-07  7.50454000e-01  7.50000000e-01  1.84948342e-02 
 7.50455000e-01  7.12215912e-07  7.50455000e-01  7.50000000e-01  1.89946754e-02 
 7.50456000e-01  7.31463825e-07  7.50456000e-01  7.50000000e-01  1.95079964e-02 
 7.50457000e-01  7.51231921e-07  7.50457000e-01  7.50000000e-01  2.00352042e-02 
 7.50458000e-01  7.71534256e-07  7.50458000e-01  7.50000000e-01  2.05766752e-02 
 7.50459000e-01  7.92385270e-07  7.50459000e-01  7.50000000e-01  2.11327802e-02 
 7.50460000e-01  8.13799791e-07  7.50460000e-01  7.50000000e-01  2.17038982e-02 
 7.50461000e-01  8.35793046e-07  7.50461000e-01  7.50000000e-01  2.22904343e-02 
 7.50462000e-01  8.58380678e-07  7.50462000e-01  7.50000000e-01  2.28928382e-02 
 7.50463000e-01  8.81578749e-07  7.50463000e-01  7.50000000e-01  2.35115395e-02 
 7.50464000e-01  9.05403756e-07  7.50464000e-01  7.50000000e-01  2.41469618e-02 
 7.50465000e-01  9.29872643e-07  7.50465000e-01  7.50000000e-01  2.47995387e-02 
 7.50466000e-01  9.55002811e-07  7.50466000e-01  7.50000000e-01  2.54697327e-02 
 7.50467000e-01  9.80812131e-07  7.50467000e-01  7.50000000e-01  2.61580577e-02 
 7.50468000e-01  1.00731896e-06  7.50468000e-01  7.50000000e-01  2.68650048e-02 
 7.50469000e-01  1.03454214e-06  7.50469000e-01  7.50000000e-01  2.75910576e-02 
 7.50470000e-01  1.06250104e-06  7.50470000e-01  7.50000000e-01  2.83367117e-02 
 7.50471000e-01  1.09121554e-06  7.50471000e-01  7.50000000e-01  2.91024957e-02 
 7.50472000e-01  1.12070606e-06  7.50472000e-01  7.50000000e-01  2.98889968e-02 
 7.50473000e-01  1.15099357e-06  7.50473000e-01  7.50000000e-01  3.06967759e-02 
 7.50474000e-01  1.18209961e-06  7.50474000e-01  7.50000000e-01  3.15263859e-02 
 7.50475000e-01  1.21404630e-06  7.50475000e-01  7.50000000e-01  3.23783929e-02 
 7.50476000e-01  1.24685637e-06  7.50476000e-01  7.50000000e-01  3.32534011e-02 
 7.50477000e-01  1.28055314e-06  7.50477000e-01  7.50000000e-01  3.41520811e-02 
 7.50478000e-01  1.31516057e-06  7.50478000e-01  7.50000000e-01  3.50750738e-02 
 7.50479000e-01  1.35070328e-06  7.50479000e-01  7.50000000e-01  3.60230115e-02 
 7.50480000e-01  1.38720655e-06  7.50480000e-01  7.50000000e-01  3.69965406e-02 
 7.50481000e-01  1.42469633e-06  7.50481000e-01  7.50000000e-01  3.79963513e-02 
 7.50482000e-01  1.46319929e-06  7.50482000e-01  7.50000000e-01  3.90232101e-02 
 7.50483000e-01  1.50274280e-06  7.50483000e-01  7.50000000e-01  4.00778496e-02 
 7.50484000e-01  1.54335499e-06  7.50484000e-01  7.50000000e-01  4.11609918e-02 
 7.50485000e-01  1.58506474e-06  7.50485000e-01  7.50000000e-01  4.22733756e-02 
 7.50486000e-01  1.62790171e-06  7.50486000e-01  7.50000000e-01  4.34157895e-02 
 7.50487000e-01  1.67189636e-06  7.50487000e-01  7.50000000e-01  4.45891423e-02 
 7.50488000e-01  1.71707998e-06  7.50488000e-01  7.50000000e-01  4.57941723e-02 
 7.50489000e-01  1.76348471e-06  7.50489000e-01  7.50000000e-01  4.70317685e-02 
 7.50490000e-01  1.81114354e-06  7.50490000e-01  7.50000000e-01  4.83028463e-02 
 7.50491000e-01  1.86009036e-06  7.50491000e-01  7.50000000e-01  4.96082028e-02 
 7.50492000e-01  1.91035999e-06  7.50492000e-01  7.50000000e-01  5.09489112e-02 
 7.50493000e-01  1.96198818e-06  7.50493000e-01  7.50000000e-01  5.23258533e-02 
 7.50494000e-01  2.01501163e-06  7.50494000e-01  7.50000000e-01  5.37399290e-02 
 7.50495000e-01  2.06946806e-06  7.50495000e-01  7.50000000e-01  5.51922601e-02 
 7.50496000e-01  2.12539619e-06  7.50496000e-01  7.50000000e-01  5.66838823e-02 
 7.50497000e-01  2.18283579e-06  7.50497000e-01  7.50000000e-01  5.82157740e-02 
 7.50498000e-01  2.24182772e-06  7.50498000e-01  7.50000000e-01  5.97890652e-02 
 7.50499000e-01  2.30241393e-06  7.50499000e-01  7.50000000e-01  6.14048745e-02 
 7.50500000e-01  2.36463750e-06  7.50500000e-01  7.50000000e-01  6.30643514e-02 
 7.50501000e-01  2.42854268e-06  7.50501000e-01  7.50000000e-01  6.47687237e-02 
 7.50502000e-01  2.49417492e-06  7.50502000e-01  7.50000000e-01  6.65191087e-02 
 7.50503000e-01  2.56158089e-06  7.50503000e-01  7.50000000e-01  6.83167981e-02 
 7.50504000e-01  2.63080852e-06  7.50504000e-01  7.50000000e-01  7.01630702e-02 
 7.50505000e-01  2.70190706e-06  7.50505000e-01  7.50000000e-01  7.20592378e-02 
 7.50506000e-01  2.77492705e-06  7.50506000e-01  7.50000000e-01  7.40067042e-02 
 7.50507000e-01  2.84992043e-06  7.50507000e-01  7.50000000e-01  7.60067464e-02 
 7.50508000e-01  2.92694053e-06  7.50508000e-01  7.50000000e-01  7.80608397e-02 
 7.50509000e-01  3.00604213e-06  7.50509000e-01  7.50000000e-01  8.01705042e-02 
 7.50510000e-01  3.08728146e-06  7.50510000e-01  7.50000000e-01  8.23371232e-02 
 7.50511000e-01  3.17071631e-06  7.50511000e-01  7.50000000e-01  8.45622325e-02 
 7.50512000e-01  3.25640602e-06  7.50512000e-01  7.50000000e-01  8.68476023e-02 
 7.50513000e-01  3.34441151e-06  7.50513000e-01  7.50000000e-01  8.91947360e-02 
 7.50514000e-01  3.43479537e-06  7.50514000e-01  7.50000000e-01  9.16051671e-02 
 7.50515000e-01  3.52762189e-06  7.50515000e-01  7.50000000e-01  9.40808080e-02 
 7.50516000e-01  3.62295706e-06  7.50516000e-01  7.50000000e-01  9.66234245e-02 
 7.50517000e-01  3.72086870e-06  7.50517000e-01  7.50000000e-01  9.92346837e-02 
 7.50518000e-01  3.82142642e-06  7.50518000e-01  7.50000000e-01  1.01916512e-01 
 7.50519000e-01  3.92470175e-06  7.50519000e-01  7.50000000e-01  1.04670817e-01 
 7.50520000e-01  4.03076811e-06  7.50520000e-01  7.50000000e-01  1.07499557e-01 
 7.50521000e-01  4.13970095e-06  7.50521000e-01  7.50000000e-01  1.10404825e-01 
 7.50522000e-01  4.25157772e-06  7.50522000e-01  7.50000000e-01  1.13388526e-01 
 7.50523000e-01  4.36647799e-06  7.50523000e-01  7.50000000e-01  1.16452861e-01 
 7.50524000e-01  4.48448347e-06  7.50524000e-01  7.50000000e-01  1.19600099e-01 
 7.50525000e-01  4.60567807e-06  7.50525000e-01  7.50000000e-01  1.22832301e-01 
 7.50526000e-01  4.73014799e-06  7.50526000e-01  7.50000000e-01  1.26151854e-01 
 7.50527000e-01  4.85798174e-06  7.50527000e-01  7.50000000e-01  1.29561117e-01 
 7.50528000e-01  4.98927022e-06  7.50528000e-01  7.50000000e-01  1.33062515e-01 
 7.50529000e-01  5.12410680e-06  7.50529000e-01  7.50000000e-01  1.36658538e-01 
 7.50530000e-01  5.26258737e-06  7.50530000e-01  7.50000000e-01  1.40351744e-01 
 7.50531000e-01  5.40481041e-06  7.50531000e-01  7.50000000e-01  1.44144864e-01 
 7.50532000e-01  5.55087706e-06  7.50532000e-01  7.50000000e-01  1.48040386e-01 
 7.50533000e-01  5.70089118e-06  7.50533000e-01  7.50000000e-01  1.52041184e-01 
 7.50534000e-01  5.85495947e-06  7.50534000e-01  7.50000000e-01  1.56150218e-01 
 7.50535000e-01  6.01319148e-06  7.50535000e-01  7.50000000e-01  1.60370183e-01 
 7.50536000e-01  6.17569974e-06  7.50536000e-01  7.50000000e-01  1.64704070e-01 
 7.50537000e-01  6.34259981e-06  7.50537000e-01  7.50000000e-01  1.69155326e-01 
 7.50538000e-01  6.51401039e-06  7.50538000e-01  7.50000000e-01  1.73726880e-01 
 7.50539000e-01  6.69005337e-06  7.50539000e-01  7.50000000e-01  1.78421718e-01 
 7.50540000e-01  6.87085393e-06  7.50540000e-01  7.50000000e-01  1.83243566e-01 
 7.50541000e-01  7.05654066e-06  7.50541000e-01  7.50000000e-01  1.88195862e-01 
 7.50542000e-01  7.24724560e-06  7.50542000e-01  7.50000000e-01  1.93281853e-01 
 7.50543000e-01  7.44310437e-06  7.50543000e-01  7.50000000e-01  1.98505291e-01 
 7.50544000e-01  7.64425625e-06  7.50544000e-01  7.50000000e-01  2.03870042e-01 
 7.50545000e-01  7.85084428e-06  7.50545000e-01  7.50000000e-01  2.09379623e-01 
 7.50546000e-01  8.06301538e-06  7.50546000e-01  7.50000000e-01  2.15038099e-01 
 7.50547000e-01  8.28092042e-06  7.50547000e-01  7.50000000e-01  2.20849493e-01 
 7.50548000e-01  8.50471438e-06  7.50548000e-01  7.50000000e-01  2.26817938e-01 
 7.50549000e-01  8.73455638e-06  7.50549000e-01  7.50000000e-01  2.32947678e-01 
 7.50550000e-01  8.97060988e-06  7.50550000e-01  7.50000000e-01  2.39243072e-01 
 7.50551000e-01  9.21304275e-06  7.50551000e-01  7.50000000e-01  2.45708778e-01 
 7.50552000e-01  9.46202738e-06  7.50552000e-01  7.50000000e-01  2.52349036e-01 
 7.50553000e-01  9.71774084e-06  7.50553000e-01  7.50000000e-01  2.59168743e-01 
 7.50554000e-01  9.98036496e-06  7.50554000e-01  7.50000000e-01  2.66172947e-01 
 7.50555000e-01  1.02500865e-05  7.50555000e-01  7.50000000e-01  2.73366239e-01 
 7.50556000e-01  1.05270973e-05  7.50556000e-01  7.50000000e-01  2.80753926e-01 
 7.50557000e-01  1.08115943e-05  7.50557000e-01  7.50000000e-01  2.88341262e-01 
 7.50558000e-01  1.11037798e-05  7.50558000e-01  7.50000000e-01  2.96133641e-01 
 7.50559000e-01  1.14038617e-05  7.50559000e-01  7.50000000e-01  3.04136830e-01 
 7.50560000e-01  1.17120533e-05  7.50560000e-01  7.50000000e-01  3.12356075e-01 
 7.50561000e-01  1.20285737e-05  7.50561000e-01  7.50000000e-01  3.20797204e-01 
 7.50562000e-01  1.23536481e-05  7.50562000e-01  7.50000000e-01  3.29466929e-01 
 7.50563000e-01  1.26875076e-05  7.50563000e-01  7.50000000e-01  3.38370955e-01 
 7.50564000e-01  1.30303896e-05  7.50564000e-01  7.50000000e-01  3.47515098e-01 
 7.50565000e-01  1.33825380e-05  7.50565000e-01  7.50000000e-01  3.56906613e-01 
 7.50566000e-01  1.37442032e-05  7.50566000e-01  7.50000000e-01  3.66552198e-01 
 7.50567000e-01  1.41156424e-05  7.50567000e-01  7.50000000e-01  3.76458176e-01 
 7.50568000e-01  1.44971196e-05  7.50568000e-01  7.50000000e-01  3.86631856e-01 
 7.50569000e-01  1.48889063e-05  7.50569000e-01  7.50000000e-01  3.97080765e-01 
 7.50570000e-01  1.52912809e-05  7.50570000e-01  7.50000000e-01  4.07811753e-01 
 7.50571000e-01  1.57045296e-05  7.50571000e-01  7.50000000e-01  4.18832737e-01 
 7.50572000e-01  1.61289463e-05  7.50572000e-01  7.50000000e-01  4.30151553e-01 
 7.50573000e-01  1.65648327e-05  7.50573000e-01  7.50000000e-01  4.41776249e-01 
 7.50574000e-01  1.70124990e-05  7.50574000e-01  7.50000000e-01  4.53715427e-01 
 7.50575000e-01  1.74722633e-05  7.50575000e-01  7.50000000e-01  4.65976915e-01 
 7.50576000e-01  1.79444526e-05  7.50576000e-01  7.50000000e-01  4.78569756e-01 
 7.50577000e-01  1.84294027e-05  7.50577000e-01  7.50000000e-01  4.91502905e-01 
 7.50578000e-01  1.89274585e-05  7.50578000e-01  7.50000000e-01  5.04785559e-01 
 7.50579000e-01  1.94389741e-05  7.50579000e-01  7.50000000e-01  5.18427545e-01 
 7.50580000e-01  1.99643132e-05  7.50580000e-01  7.50000000e-01  5.32437806e-01 
 7.50581000e-01  2.05038495e-05  7.50581000e-01  7.50000000e-01  5.46826272e-01 
 7.50582000e-01  2.10579665e-05  7.50582000e-01  7.50000000e-01  5.61604390e-01 
 7.50583000e-01  2.16270584e-05  7.50583000e-01  7.50000000e-01  5.76781878e-01 
 7.50584000e-01  2.22115297e-05  7.50584000e-01  7.50000000e-01  5.92368652e-01 
 7.50585000e-01  2.28117961e-05  7.50585000e-01  7.50000000e-01  6.08377526e-01 
 7.50586000e-01  2.34282845e-05  7.50586000e-01  7.50000000e-01  6.24818567e-01 
 7.50587000e-01  2.40614332e-05  7.50587000e-01  7.50000000e-01  6.41703904e-01 
 7.50588000e-01  2.47116925e-05  7.50588000e-01  7.50000000e-01  6.59046028e-01 
 7.50589000e-01  2.53795247e-05  7.50589000e-01  7.50000000e-01  6.76855808e-01 
 7.50590000e-01  2.60654047e-05  7.50590000e-01  7.50000000e-01  6.95147370e-01 
