 time            v(Vcmfb)        v(Voutp)        v(Voutn)       
 9.92005716e-04  7.01835000e-01  6.00000000e-01  8.00000000e-01 
 9.92010504e-04  7.01835012e-01  6.00000000e-01  8.00000000e-01 
 9.92020079e-04  7.01835004e-01  6.00000000e-01  8.00000000e-01 
 9.92039230e-04  7.01835020e-01  6.00000000e-01  8.00000000e-01 
 9.92077531e-04  7.01835019e-01  6.00000000e-01  8.00000000e-01 
 9.92154134e-04  7.01835052e-01  6.00000000e-01  8.00000000e-01 
 9.92307340e-04  7.01835083e-01  6.00000000e-01  8.00000000e-01 
 9.92613751e-04  7.01835180e-01  6.00000000e-01  8.00000000e-01 
 9.93226574e-04  7.01835338e-01  6.00000000e-01  8.00000000e-01 
 9.94452218e-04  7.01835690e-01  6.00000000e-01  8.00000000e-01 
 9.96903508e-04  7.01836359e-01  6.00000000e-01  8.00000000e-01 
 9.99875010e-04  7.01837195e-01  6.00000000e-01  8.00000000e-01 
 9.99875011e-04  7.01831303e-01  6.00000000e-01  8.00000000e-01 
 9.99875013e-04  7.01820780e-01  6.00000000e-01  8.00000000e-01 
 9.99875017e-04  7.01805852e-01  6.00000000e-01  8.00000000e-01 
 9.99875020e-04  7.01799228e-01  6.00000000e-01  8.00000000e-01 
 9.99875021e-04  7.01800362e-01  6.00000000e-01  8.00000000e-01 
 9.99875022e-04  7.01802006e-01  6.00000000e-01  8.00000000e-01 
 9.99875024e-04  7.01804789e-01  6.00000000e-01  8.00000000e-01 
 9.99875029e-04  7.01809945e-01  6.00000000e-01  8.00000000e-01 
 9.99875038e-04  7.01817998e-01  6.00000000e-01  8.00000000e-01 
 9.99875057e-04  7.01829437e-01  6.00000000e-01  8.00000000e-01 
 9.99875090e-04  7.01842082e-01  6.00000000e-01  8.00000000e-01 
 9.99875131e-04  7.01845414e-01  6.00000000e-01  8.00000000e-01 
 9.99875174e-04  7.01843789e-01  6.00000000e-01  8.00000000e-01 
 9.99875250e-04  7.01839828e-01  6.00000000e-01  8.00000000e-01 
 9.99875328e-04  7.01837715e-01  6.00000000e-01  8.00000000e-01 
 9.99875470e-04  7.01837138e-01  6.00000000e-01  8.00000000e-01 
 9.99875600e-04  7.01837178e-01  6.00000000e-01  8.00000000e-01 
 9.99875859e-04  7.01837209e-01  6.00000000e-01  8.00000000e-01 
 9.99876378e-04  7.01837174e-01  6.00000000e-01  8.00000000e-01 
 9.99877416e-04  7.01837211e-01  6.00000000e-01  8.00000000e-01 
 9.99879492e-04  7.01837174e-01  6.00000000e-01  8.00000000e-01 
 9.99883644e-04  7.01837213e-01  6.00000000e-01  8.00000000e-01 
 9.99891947e-04  7.01837178e-01  6.00000000e-01  8.00000000e-01 
 9.99908553e-04  7.01837220e-01  6.00000000e-01  8.00000000e-01 
 9.99941765e-04  7.01837191e-01  6.00000000e-01  8.00000000e-01 
 1.00000000e-03  7.01837245e-01  6.00000000e-01  8.00000000e-01 
 1.00000000e-03  7.01954525e-01  6.00000000e-01  8.00000000e-01 
 1.00000000e-03  7.02204938e-01  6.00000000e-01  8.00000000e-01 
 1.00000001e-03  7.02735529e-01  6.00000000e-01  8.00000000e-01 
 1.00000001e-03  7.03926473e-01  6.00000000e-01  8.00000000e-01 
 1.00000001e-03  7.04013840e-01  6.00000000e-01  8.00000000e-01 
 1.00000001e-03  7.04092236e-01  6.00000000e-01  8.00000000e-01 
 1.00000001e-03  7.04196910e-01  6.00000000e-01  8.00000000e-01 
 1.00000002e-03  7.04358361e-01  6.00000000e-01  8.00000000e-01 
 1.00000003e-03  7.04597100e-01  6.00000000e-01  8.00000000e-01 
 1.00000004e-03  7.04882959e-01  6.00000000e-01  8.00000000e-01 
 1.00000005e-03  7.04957551e-01  6.00000000e-01  8.00000000e-01 
 1.00000008e-03  7.04549237e-01  6.00000000e-01  8.00000000e-01 
 1.00000010e-03  7.04139434e-01  6.00000000e-01  8.00000000e-01 
 1.00000014e-03  7.03802751e-01  6.00000000e-01  8.00000000e-01 
 1.00000018e-03  7.03620255e-01  6.00000000e-01  8.00000000e-01 
 1.00000028e-03  7.03520913e-01  6.00000000e-01  8.00000000e-01 
 1.00000044e-03  7.03490710e-01  6.00000000e-01  8.00000000e-01 
 1.00000069e-03  7.03562128e-01  6.00000000e-01  8.00000000e-01 
 1.00000098e-03  7.03634516e-01  6.00000000e-01  8.00000000e-01 
 1.00000142e-03  7.03708541e-01  6.00000000e-01  8.00000000e-01 
 1.00000212e-03  7.03729981e-01  6.00000000e-01  8.00000000e-01 
 1.00000353e-03  7.03743252e-01  6.00000000e-01  8.00000000e-01 
 1.00000635e-03  7.03733091e-01  6.00000000e-01  8.00000000e-01 
 1.00001199e-03  7.03742944e-01  6.00000000e-01  8.00000000e-01 
 1.00002326e-03  7.03733584e-01  6.00000000e-01  8.00000000e-01 
 1.00004582e-03  7.03743570e-01  6.00000000e-01  8.00000000e-01 
 1.00009093e-03  7.03734984e-01  6.00000000e-01  8.00000000e-01 
 1.00018114e-03  7.03746303e-01  6.00000000e-01  8.00000000e-01 
 1.00036157e-03  7.03740482e-01  6.00000000e-01  8.00000000e-01 
 1.00072243e-03  7.03757280e-01  6.00000000e-01  8.00000000e-01 
 1.00144414e-03  7.03762448e-01  6.00000000e-01  8.00000000e-01 
 1.00288758e-03  7.03801188e-01  6.00000000e-01  8.00000000e-01 
 1.00577444e-03  7.03850260e-01  6.00000000e-01  8.00000000e-01 
 1.00787501e-03  7.03902260e-01  6.00000000e-01  8.00000000e-01 
 1.00787501e-03  7.03406042e-01  6.00000000e-01  8.00000000e-01 
 1.00787501e-03  7.02467699e-01  6.00000000e-01  8.00000000e-01 
 1.00787502e-03  7.01224266e-01  6.00000000e-01  8.00000000e-01 
 1.00787502e-03  7.00576281e-01  6.00000000e-01  8.00000000e-01 
 1.00787502e-03  7.00561563e-01  6.00000000e-01  8.00000000e-01 
 1.00787502e-03  7.00548679e-01  6.00000000e-01  8.00000000e-01 
 1.00787502e-03  7.00530746e-01  6.00000000e-01  8.00000000e-01 
 1.00787503e-03  7.00495748e-01  6.00000000e-01  8.00000000e-01 
 1.00787504e-03  7.00453271e-01  6.00000000e-01  8.00000000e-01 
 1.00787505e-03  7.00455410e-01  6.00000000e-01  8.00000000e-01 
 1.00787508e-03  7.00734014e-01  6.00000000e-01  8.00000000e-01 
 1.00787514e-03  7.01387069e-01  6.00000000e-01  8.00000000e-01 
 1.00787521e-03  7.01690888e-01  6.00000000e-01  8.00000000e-01 
 1.00787528e-03  7.01838879e-01  6.00000000e-01  8.00000000e-01 
 1.00787539e-03  7.01875375e-01  6.00000000e-01  8.00000000e-01 
 1.00787553e-03  7.01876189e-01  6.00000000e-01  8.00000000e-01 
 1.00787569e-03  7.01876555e-01  6.00000000e-01  8.00000000e-01 
 1.00787600e-03  7.01876002e-01  6.00000000e-01  8.00000000e-01 
 1.00787663e-03  7.01876580e-01  6.00000000e-01  8.00000000e-01 
 1.00787788e-03  7.01875995e-01  6.00000000e-01  8.00000000e-01 
 1.00788039e-03  7.01876584e-01  6.00000000e-01  8.00000000e-01 
 1.00788540e-03  7.01875995e-01  6.00000000e-01  8.00000000e-01 
 1.00789542e-03  7.01876589e-01  6.00000000e-01  8.00000000e-01 
 1.00791547e-03  7.01876003e-01  6.00000000e-01  8.00000000e-01 
 1.00795556e-03  7.01876606e-01  6.00000000e-01  8.00000000e-01 
 1.00800000e-03  7.01876026e-01  6.00000000e-01  8.00000000e-01 
 1.00800000e-03  7.01879278e-01  6.00000000e-01  8.00000000e-01 
 1.00800000e-03  7.01884751e-01  6.00000000e-01  8.00000000e-01 
 1.00800001e-03  7.01894844e-01  6.00000000e-01  8.00000000e-01 
 1.00800001e-03  7.01901510e-01  6.00000000e-01  8.00000000e-01 
 1.00800001e-03  7.01900708e-01  6.00000000e-01  8.00000000e-01 
 1.00800001e-03  7.01899535e-01  6.00000000e-01  8.00000000e-01 
 1.00800001e-03  7.01897411e-01  6.00000000e-01  8.00000000e-01 
 1.00800002e-03  7.01893461e-01  6.00000000e-01  8.00000000e-01 
 1.00800003e-03  7.01885434e-01  6.00000000e-01  8.00000000e-01 
 1.00800004e-03  7.01877549e-01  6.00000000e-01  8.00000000e-01 
 1.00800005e-03  7.01871849e-01  6.00000000e-01  8.00000000e-01 
 1.00800007e-03  7.01869319e-01  6.00000000e-01  8.00000000e-01 
 1.00800010e-03  7.01871415e-01  6.00000000e-01  8.00000000e-01 
 1.00800014e-03  7.01873718e-01  6.00000000e-01  8.00000000e-01 
 1.00800019e-03  7.01875329e-01  6.00000000e-01  8.00000000e-01 
 1.00800028e-03  7.01876276e-01  6.00000000e-01  8.00000000e-01 
 1.00800048e-03  7.01876323e-01  6.00000000e-01  8.00000000e-01 
 1.00800071e-03  7.01876323e-01  6.00000000e-01  8.00000000e-01 
 1.00800102e-03  7.01876316e-01  6.00000000e-01  8.00000000e-01 
 1.00800143e-03  7.01876329e-01  6.00000000e-01  8.00000000e-01 
 1.00800210e-03  7.01876316e-01  6.00000000e-01  8.00000000e-01 
 1.00800331e-03  7.01876330e-01  6.00000000e-01  8.00000000e-01 
 1.00800573e-03  7.01876316e-01  6.00000000e-01  8.00000000e-01 
 1.00801056e-03  7.01876332e-01  6.00000000e-01  8.00000000e-01 
 1.00802024e-03  7.01876320e-01  6.00000000e-01  8.00000000e-01 
 1.00803958e-03  7.01876340e-01  6.00000000e-01  8.00000000e-01 
 1.00807827e-03  7.01876336e-01  6.00000000e-01  8.00000000e-01 
 1.00815565e-03  7.01876373e-01  6.00000000e-01  8.00000000e-01 
 1.00831041e-03  7.01876401e-01  6.00000000e-01  8.00000000e-01 
 1.00861993e-03  7.01876501e-01  6.00000000e-01  8.00000000e-01 
 1.00923897e-03  7.01876658e-01  6.00000000e-01  8.00000000e-01 
 1.01047704e-03  7.01877017e-01  6.00000000e-01  8.00000000e-01 
 1.01295319e-03  7.01877689e-01  6.00000000e-01  8.00000000e-01 
 1.01587501e-03  7.01878514e-01  6.00000000e-01  8.00000000e-01 
 1.01587501e-03  7.01872620e-01  6.00000000e-01  8.00000000e-01 
 1.01587501e-03  7.01862091e-01  6.00000000e-01  8.00000000e-01 
 1.01587502e-03  7.01847046e-01  6.00000000e-01  8.00000000e-01 
 1.01587502e-03  7.01840456e-01  6.00000000e-01  8.00000000e-01 
 1.01587502e-03  7.01841586e-01  6.00000000e-01  8.00000000e-01 
 1.01587502e-03  7.01843232e-01  6.00000000e-01  8.00000000e-01 
 1.01587502e-03  7.01846022e-01  6.00000000e-01  8.00000000e-01 
 1.01587503e-03  7.01851188e-01  6.00000000e-01  8.00000000e-01 
 1.01587504e-03  7.01859258e-01  6.00000000e-01  8.00000000e-01 
 1.01587506e-03  7.01870711e-01  6.00000000e-01  8.00000000e-01 
 1.01587509e-03  7.01883299e-01  6.00000000e-01  8.00000000e-01 
 1.01587513e-03  7.01886572e-01  6.00000000e-01  8.00000000e-01 
 1.01587517e-03  7.01885022e-01  6.00000000e-01  8.00000000e-01 
 1.01587525e-03  7.01881103e-01  6.00000000e-01  8.00000000e-01 
 1.01587533e-03  7.01879017e-01  6.00000000e-01  8.00000000e-01 
 1.01587547e-03  7.01878457e-01  6.00000000e-01  8.00000000e-01 
 1.01587560e-03  7.01878497e-01  6.00000000e-01  8.00000000e-01 
 1.01587586e-03  7.01878526e-01  6.00000000e-01  8.00000000e-01 
 1.01587638e-03  7.01878492e-01  6.00000000e-01  8.00000000e-01 
 1.01587742e-03  7.01878528e-01  6.00000000e-01  8.00000000e-01 
 1.01587951e-03  7.01878493e-01  6.00000000e-01  8.00000000e-01 
 1.01588367e-03  7.01878529e-01  6.00000000e-01  8.00000000e-01 
 1.01589200e-03  7.01878496e-01  6.00000000e-01  8.00000000e-01 
 1.01590867e-03  7.01878536e-01  6.00000000e-01  8.00000000e-01 
 1.01594199e-03  7.01878510e-01  6.00000000e-01  8.00000000e-01 
 1.01600000e-03  7.01878562e-01  6.00000000e-01  8.00000000e-01 
 1.01600000e-03  7.01995846e-01  6.00000000e-01  8.00000000e-01 
 1.01600000e-03  7.02246267e-01  6.00000000e-01  8.00000000e-01 
 1.01600001e-03  7.02776837e-01  6.00000000e-01  8.00000000e-01 
 1.01600001e-03  7.03967637e-01  6.00000000e-01  8.00000000e-01 
 1.01600001e-03  7.04054937e-01  6.00000000e-01  8.00000000e-01 
 1.01600001e-03  7.04133168e-01  6.00000000e-01  8.00000000e-01 
 1.01600001e-03  7.04237472e-01  6.00000000e-01  8.00000000e-01 
 1.01600002e-03  7.04398417e-01  6.00000000e-01  8.00000000e-01 
 1.01600003e-03  7.04635810e-01  6.00000000e-01  8.00000000e-01 
 1.01600004e-03  7.04913809e-01  6.00000000e-01  8.00000000e-01 
 1.01600005e-03  7.04976993e-01  6.00000000e-01  8.00000000e-01 
 1.01600008e-03  7.04555680e-01  6.00000000e-01  8.00000000e-01 
 1.01600010e-03  7.04142034e-01  6.00000000e-01  8.00000000e-01 
 1.01600014e-03  7.03801263e-01  6.00000000e-01  8.00000000e-01 
 1.01600018e-03  7.03616803e-01  6.00000000e-01  8.00000000e-01 
 1.01600028e-03  7.03514708e-01  6.00000000e-01  8.00000000e-01 
 1.01600043e-03  7.03481380e-01  6.00000000e-01  8.00000000e-01 
 1.01600069e-03  7.03549802e-01  6.00000000e-01  8.00000000e-01 
 1.01600098e-03  7.03620444e-01  6.00000000e-01  8.00000000e-01 
 1.01600141e-03  7.03693532e-01  6.00000000e-01  8.00000000e-01 
 1.01600211e-03  7.03714498e-01  6.00000000e-01  8.00000000e-01 
 1.01600352e-03  7.03727829e-01  6.00000000e-01  8.00000000e-01 
 1.01600632e-03  7.03717648e-01  6.00000000e-01  8.00000000e-01 
 1.01601193e-03  7.03727518e-01  6.00000000e-01  8.00000000e-01 
 1.01602315e-03  7.03718140e-01  6.00000000e-01  8.00000000e-01 
 1.01604559e-03  7.03728140e-01  6.00000000e-01  8.00000000e-01 
 1.01609046e-03  7.03719533e-01  6.00000000e-01  8.00000000e-01 
 1.01618020e-03  7.03730859e-01  6.00000000e-01  8.00000000e-01 
 1.01635969e-03  7.03725004e-01  6.00000000e-01  8.00000000e-01 
 1.01671868e-03  7.03741781e-01  6.00000000e-01  8.00000000e-01 
 1.01743664e-03  7.03746859e-01  6.00000000e-01  8.00000000e-01 
 1.01887256e-03  7.03785467e-01  6.00000000e-01  8.00000000e-01 
 1.02174441e-03  7.03834227e-01  6.00000000e-01  8.00000000e-01 
 1.02387501e-03  7.03886858e-01  6.00000000e-01  8.00000000e-01 
 1.02387501e-03  7.03390632e-01  6.00000000e-01  8.00000000e-01 
 1.02387501e-03  7.02452268e-01  6.00000000e-01  8.00000000e-01 
 1.02387502e-03  7.01208804e-01  6.00000000e-01  8.00000000e-01 
 1.02387502e-03  7.00560821e-01  6.00000000e-01  8.00000000e-01 
 1.02387502e-03  7.00546104e-01  6.00000000e-01  8.00000000e-01 
 1.02387502e-03  7.00533222e-01  6.00000000e-01  8.00000000e-01 
 1.02387502e-03  7.00515293e-01  6.00000000e-01  8.00000000e-01 
 1.02387503e-03  7.00480301e-01  6.00000000e-01  8.00000000e-01 
 1.02387504e-03  7.00437834e-01  6.00000000e-01  8.00000000e-01 
 1.02387505e-03  7.00439980e-01  6.00000000e-01  8.00000000e-01 
 1.02387508e-03  7.00718567e-01  6.00000000e-01  8.00000000e-01 
 1.02387514e-03  7.01371595e-01  6.00000000e-01  8.00000000e-01 
 1.02387521e-03  7.01675422e-01  6.00000000e-01  8.00000000e-01 
 1.02387528e-03  7.01823428e-01  6.00000000e-01  8.00000000e-01 
 1.02387539e-03  7.01859936e-01  6.00000000e-01  8.00000000e-01 
 1.02387553e-03  7.01860750e-01  6.00000000e-01  8.00000000e-01 
 1.02387569e-03  7.01861116e-01  6.00000000e-01  8.00000000e-01 
 1.02387600e-03  7.01860563e-01  6.00000000e-01  8.00000000e-01 
 1.02387663e-03  7.01861142e-01  6.00000000e-01  8.00000000e-01 
 1.02387788e-03  7.01860556e-01  6.00000000e-01  8.00000000e-01 
 1.02388039e-03  7.01861145e-01  6.00000000e-01  8.00000000e-01 
 1.02388540e-03  7.01860556e-01  6.00000000e-01  8.00000000e-01 
 1.02389542e-03  7.01861150e-01  6.00000000e-01  8.00000000e-01 
 1.02391547e-03  7.01860564e-01  6.00000000e-01  8.00000000e-01 
 1.02395556e-03  7.01861167e-01  6.00000000e-01  8.00000000e-01 
 1.02400000e-03  7.01860587e-01  6.00000000e-01  8.00000000e-01 
 1.02400000e-03  7.01863839e-01  6.00000000e-01  8.00000000e-01 
 1.02400000e-03  7.01869312e-01  6.00000000e-01  8.00000000e-01 
 1.02400001e-03  7.01879405e-01  6.00000000e-01  8.00000000e-01 
 1.02400001e-03  7.01886071e-01  6.00000000e-01  8.00000000e-01 
 1.02400001e-03  7.01885269e-01  6.00000000e-01  8.00000000e-01 
 1.02400001e-03  7.01884097e-01  6.00000000e-01  8.00000000e-01 
 1.02400001e-03  7.01881972e-01  6.00000000e-01  8.00000000e-01 
 1.02400002e-03  7.01878023e-01  6.00000000e-01  8.00000000e-01 
 1.02400003e-03  7.01869995e-01  6.00000000e-01  8.00000000e-01 
 1.02400004e-03  7.01862111e-01  6.00000000e-01  8.00000000e-01 
 1.02400005e-03  7.01856410e-01  6.00000000e-01  8.00000000e-01 
 1.02400007e-03  7.01853881e-01  6.00000000e-01  8.00000000e-01 
 1.02400010e-03  7.01855976e-01  6.00000000e-01  8.00000000e-01 
 1.02400014e-03  7.01858279e-01  6.00000000e-01  8.00000000e-01 
 1.02400019e-03  7.01859890e-01  6.00000000e-01  8.00000000e-01 
 1.02400028e-03  7.01860837e-01  6.00000000e-01  8.00000000e-01 
 1.02400048e-03  7.01860884e-01  6.00000000e-01  8.00000000e-01 
 1.02400071e-03  7.01860884e-01  6.00000000e-01  8.00000000e-01 
 1.02400102e-03  7.01860878e-01  6.00000000e-01  8.00000000e-01 
 1.02400143e-03  7.01860890e-01  6.00000000e-01  8.00000000e-01 
 1.02400210e-03  7.01860877e-01  6.00000000e-01  8.00000000e-01 
 1.02400331e-03  7.01860892e-01  6.00000000e-01  8.00000000e-01 
 1.02400573e-03  7.01860878e-01  6.00000000e-01  8.00000000e-01 
 1.02401056e-03  7.01860894e-01  6.00000000e-01  8.00000000e-01 
 1.02402024e-03  7.01860882e-01  6.00000000e-01  8.00000000e-01 
 1.02403959e-03  7.01860902e-01  6.00000000e-01  8.00000000e-01 
 1.02407828e-03  7.01860898e-01  6.00000000e-01  8.00000000e-01 
 1.02415568e-03  7.01860934e-01  6.00000000e-01  8.00000000e-01 
 1.02431046e-03  7.01860962e-01  6.00000000e-01  8.00000000e-01 
 1.02462003e-03  7.01861063e-01  6.00000000e-01  8.00000000e-01 
 1.02523917e-03  7.01861220e-01  6.00000000e-01  8.00000000e-01 
 1.02647744e-03  7.01861578e-01  6.00000000e-01  8.00000000e-01 
 1.02895399e-03  7.01862250e-01  6.00000000e-01  8.00000000e-01 
 1.03187501e-03  7.01863076e-01  6.00000000e-01  8.00000000e-01 
 1.03187501e-03  7.01857182e-01  6.00000000e-01  8.00000000e-01 
 1.03187501e-03  7.01846653e-01  6.00000000e-01  8.00000000e-01 
 1.03187502e-03  7.01831608e-01  6.00000000e-01  8.00000000e-01 
 1.03187502e-03  7.01825017e-01  6.00000000e-01  8.00000000e-01 
 1.03187502e-03  7.01826147e-01  6.00000000e-01  8.00000000e-01 
 1.03187502e-03  7.01827793e-01  6.00000000e-01  8.00000000e-01 
 1.03187502e-03  7.01830584e-01  6.00000000e-01  8.00000000e-01 
 1.03187503e-03  7.01835750e-01  6.00000000e-01  8.00000000e-01 
 1.03187504e-03  7.01843819e-01  6.00000000e-01  8.00000000e-01 
 1.03187506e-03  7.01855272e-01  6.00000000e-01  8.00000000e-01 
 1.03187509e-03  7.01867860e-01  6.00000000e-01  8.00000000e-01 
 1.03187513e-03  7.01871133e-01  6.00000000e-01  8.00000000e-01 
 1.03187517e-03  7.01869583e-01  6.00000000e-01  8.00000000e-01 
 1.03187525e-03  7.01865664e-01  6.00000000e-01  8.00000000e-01 
 1.03187533e-03  7.01863579e-01  6.00000000e-01  8.00000000e-01 
 1.03187547e-03  7.01863018e-01  6.00000000e-01  8.00000000e-01 
 1.03187560e-03  7.01863058e-01  6.00000000e-01  8.00000000e-01 
 1.03187586e-03  7.01863088e-01  6.00000000e-01  8.00000000e-01 
 1.03187638e-03  7.01863054e-01  6.00000000e-01  8.00000000e-01 
 1.03187742e-03  7.01863089e-01  6.00000000e-01  8.00000000e-01 
 1.03187951e-03  7.01863054e-01  6.00000000e-01  8.00000000e-01 
 1.03188367e-03  7.01863091e-01  6.00000000e-01  8.00000000e-01 
 1.03189200e-03  7.01863058e-01  6.00000000e-01  8.00000000e-01 
 1.03190867e-03  7.01863098e-01  6.00000000e-01  8.00000000e-01 
 1.03194199e-03  7.01863072e-01  6.00000000e-01  8.00000000e-01 
 1.03200000e-03  7.01863123e-01  6.00000000e-01  8.00000000e-01 
 1.03200000e-03  7.01980407e-01  6.00000000e-01  8.00000000e-01 
 1.03200000e-03  7.02230829e-01  6.00000000e-01  8.00000000e-01 
 1.03200001e-03  7.02761407e-01  6.00000000e-01  8.00000000e-01 
 1.03200001e-03  7.03952242e-01  6.00000000e-01  8.00000000e-01 
 1.03200001e-03  7.04039547e-01  6.00000000e-01  8.00000000e-01 
 1.03200001e-03  7.04117785e-01  6.00000000e-01  8.00000000e-01 
 1.03200001e-03  7.04222101e-01  6.00000000e-01  8.00000000e-01 
 1.03200002e-03  7.04383063e-01  6.00000000e-01  8.00000000e-01 
 1.03200003e-03  7.04620487e-01  6.00000000e-01  8.00000000e-01 
 1.03200004e-03  7.04898522e-01  6.00000000e-01  8.00000000e-01 
 1.03200005e-03  7.04961731e-01  6.00000000e-01  8.00000000e-01 
 1.03200008e-03  7.04540498e-01  6.00000000e-01  8.00000000e-01 
 1.03200010e-03  7.04126925e-01  6.00000000e-01  8.00000000e-01 
 1.03200014e-03  7.03786266e-01  6.00000000e-01  8.00000000e-01 
 1.03200018e-03  7.03601938e-01  6.00000000e-01  8.00000000e-01 
 1.03200028e-03  7.03500063e-01  6.00000000e-01  8.00000000e-01 
 1.03200043e-03  7.03467004e-01  6.00000000e-01  8.00000000e-01 
 1.03200069e-03  7.03535705e-01  6.00000000e-01  8.00000000e-01 
 1.03200098e-03  7.03606506e-01  6.00000000e-01  8.00000000e-01 
 1.03200141e-03  7.03679707e-01  6.00000000e-01  8.00000000e-01 
 1.03200211e-03  7.03700723e-01  6.00000000e-01  8.00000000e-01 
 1.03200352e-03  7.03714061e-01  6.00000000e-01  8.00000000e-01 
 1.03200632e-03  7.03703878e-01  6.00000000e-01  8.00000000e-01 
 1.03201193e-03  7.03713749e-01  6.00000000e-01  8.00000000e-01 
 1.03202315e-03  7.03704371e-01  6.00000000e-01  8.00000000e-01 
 1.03204558e-03  7.03714372e-01  6.00000000e-01  8.00000000e-01 
 1.03209046e-03  7.03705764e-01  6.00000000e-01  8.00000000e-01 
 1.03218020e-03  7.03717091e-01  6.00000000e-01  8.00000000e-01 
 1.03235969e-03  7.03711235e-01  6.00000000e-01  8.00000000e-01 
 1.03271867e-03  7.03728014e-01  6.00000000e-01  8.00000000e-01 
 1.03343662e-03  7.03733093e-01  6.00000000e-01  8.00000000e-01 
 1.03487253e-03  7.03771705e-01  6.00000000e-01  8.00000000e-01 
 1.03774435e-03  7.03820472e-01  6.00000000e-01  8.00000000e-01 
 1.03987501e-03  7.03873111e-01  6.00000000e-01  8.00000000e-01 
 1.03987501e-03  7.03376882e-01  6.00000000e-01  8.00000000e-01 
 1.03987501e-03  7.02438502e-01  6.00000000e-01  8.00000000e-01 
 1.03987502e-03  7.01195009e-01  6.00000000e-01  8.00000000e-01 
 1.03987502e-03  7.00547028e-01  6.00000000e-01  8.00000000e-01 
 1.03987502e-03  7.00532312e-01  6.00000000e-01  8.00000000e-01 
 1.03987502e-03  7.00519431e-01  6.00000000e-01  8.00000000e-01 
 1.03987502e-03  7.00501504e-01  6.00000000e-01  8.00000000e-01 
 1.03987503e-03  7.00466518e-01  6.00000000e-01  8.00000000e-01 
 1.03987504e-03  7.00424059e-01  6.00000000e-01  8.00000000e-01 
 1.03987505e-03  7.00426218e-01  6.00000000e-01  8.00000000e-01 
 1.03987508e-03  7.00704822e-01  6.00000000e-01  8.00000000e-01 
 1.03987514e-03  7.01357827e-01  6.00000000e-01  8.00000000e-01 
 1.03987521e-03  7.01661651e-01  6.00000000e-01  8.00000000e-01 
 1.03987528e-03  7.01809654e-01  6.00000000e-01  8.00000000e-01 
 1.03987539e-03  7.01846162e-01  6.00000000e-01  8.00000000e-01 
 1.03987553e-03  7.01846976e-01  6.00000000e-01  8.00000000e-01 
 1.03987569e-03  7.01847342e-01  6.00000000e-01  8.00000000e-01 
 1.03987600e-03  7.01846789e-01  6.00000000e-01  8.00000000e-01 
 1.03987663e-03  7.01847368e-01  6.00000000e-01  8.00000000e-01 
 1.03987788e-03  7.01846782e-01  6.00000000e-01  8.00000000e-01 
 1.03988039e-03  7.01847372e-01  6.00000000e-01  8.00000000e-01 
 1.03988540e-03  7.01846782e-01  6.00000000e-01  8.00000000e-01 
 1.03989542e-03  7.01847376e-01  6.00000000e-01  8.00000000e-01 
 1.03991547e-03  7.01846790e-01  6.00000000e-01  8.00000000e-01 
 1.03995556e-03  7.01847393e-01  6.00000000e-01  8.00000000e-01 
 1.04000000e-03  7.01846814e-01  6.00000000e-01  8.00000000e-01 
 1.04000000e-03  7.01850065e-01  6.00000000e-01  8.00000000e-01 
 1.04000000e-03  7.01855538e-01  6.00000000e-01  8.00000000e-01 
 1.04000001e-03  7.01865631e-01  6.00000000e-01  8.00000000e-01 
 1.04000001e-03  7.01872297e-01  6.00000000e-01  8.00000000e-01 
 1.04000001e-03  7.01871495e-01  6.00000000e-01  8.00000000e-01 
 1.04000001e-03  7.01870323e-01  6.00000000e-01  8.00000000e-01 
 1.04000001e-03  7.01868198e-01  6.00000000e-01  8.00000000e-01 
 1.04000002e-03  7.01864249e-01  6.00000000e-01  8.00000000e-01 
 1.04000003e-03  7.01856221e-01  6.00000000e-01  8.00000000e-01 
 1.04000004e-03  7.01848337e-01  6.00000000e-01  8.00000000e-01 
 1.04000005e-03  7.01842637e-01  6.00000000e-01  8.00000000e-01 
 1.04000007e-03  7.01840108e-01  6.00000000e-01  8.00000000e-01 
 1.04000010e-03  7.01842202e-01  6.00000000e-01  8.00000000e-01 
 1.04000014e-03  7.01844505e-01  6.00000000e-01  8.00000000e-01 
 1.04000019e-03  7.01846116e-01  6.00000000e-01  8.00000000e-01 
 1.04000028e-03  7.01847063e-01  6.00000000e-01  8.00000000e-01 
 1.04000048e-03  7.01847110e-01  6.00000000e-01  8.00000000e-01 
 1.04000071e-03  7.01847111e-01  6.00000000e-01  8.00000000e-01 
 1.04000102e-03  7.01847104e-01  6.00000000e-01  8.00000000e-01 
 1.04000143e-03  7.01847116e-01  6.00000000e-01  8.00000000e-01 
 1.04000210e-03  7.01847103e-01  6.00000000e-01  8.00000000e-01 
 1.04000331e-03  7.01847118e-01  6.00000000e-01  8.00000000e-01 
 1.04000573e-03  7.01847104e-01  6.00000000e-01  8.00000000e-01 
 1.04001057e-03  7.01847120e-01  6.00000000e-01  8.00000000e-01 
 1.04002024e-03  7.01847108e-01  6.00000000e-01  8.00000000e-01 
 1.04003959e-03  7.01847128e-01  6.00000000e-01  8.00000000e-01 
 1.04007829e-03  7.01847124e-01  6.00000000e-01  8.00000000e-01 
 1.04015570e-03  7.01847160e-01  6.00000000e-01  8.00000000e-01 
 1.04031050e-03  7.01847188e-01  6.00000000e-01  8.00000000e-01 
