 time            v(Vcmfb)        v(Voutp)        v(Voutn)       
 2.15942774e-04  7.34449266e-01  6.00000000e-01  8.00000000e-01 
 2.16000000e-04  7.34449325e-01  6.00000000e-01  8.00000000e-01 
 2.16000001e-04  7.34566401e-01  6.00000000e-01  8.00000000e-01 
 2.16000003e-04  7.34816386e-01  6.00000000e-01  8.00000000e-01 
 2.16000007e-04  7.35334360e-01  6.00000000e-01  8.00000000e-01 
 2.16000010e-04  7.36448122e-01  6.00000000e-01  8.00000000e-01 
 2.16000011e-04  7.36525446e-01  6.00000000e-01  8.00000000e-01 
 2.16000012e-04  7.36589788e-01  6.00000000e-01  8.00000000e-01 
 2.16000015e-04  7.36670147e-01  6.00000000e-01  8.00000000e-01 
 2.16000018e-04  7.36795683e-01  6.00000000e-01  8.00000000e-01 
 2.16000026e-04  7.36968237e-01  6.00000000e-01  8.00000000e-01 
 2.16000038e-04  7.37171732e-01  6.00000000e-01  8.00000000e-01 
 2.16000050e-04  7.37178441e-01  6.00000000e-01  8.00000000e-01 
 2.16000075e-04  7.36594037e-01  6.00000000e-01  8.00000000e-01 
 2.16000098e-04  7.36030975e-01  6.00000000e-01  8.00000000e-01 
 2.16000135e-04  7.35461611e-01  6.00000000e-01  8.00000000e-01 
 2.16000185e-04  7.34994770e-01  6.00000000e-01  8.00000000e-01 
 2.16000283e-04  7.34425422e-01  6.00000000e-01  8.00000000e-01 
 2.16000438e-04  7.33839537e-01  6.00000000e-01  8.00000000e-01 
 2.16000715e-04  7.33290290e-01  6.00000000e-01  8.00000000e-01 
 2.16001011e-04  7.33018289e-01  6.00000000e-01  8.00000000e-01 
 2.16001489e-04  7.32847337e-01  6.00000000e-01  8.00000000e-01 
 2.16002200e-04  7.32769167e-01  6.00000000e-01  8.00000000e-01 
 2.16003622e-04  7.32766082e-01  6.00000000e-01  8.00000000e-01 
 2.16006467e-04  7.32760900e-01  6.00000000e-01  8.00000000e-01 
 2.16012156e-04  7.32767531e-01  6.00000000e-01  8.00000000e-01 
 2.16023535e-04  7.32760731e-01  6.00000000e-01  8.00000000e-01 
 2.16046292e-04  7.32768209e-01  6.00000000e-01  8.00000000e-01 
 2.16091807e-04  7.32761667e-01  6.00000000e-01  8.00000000e-01 
 2.16182837e-04  7.32770273e-01  6.00000000e-01  8.00000000e-01 
 2.16364896e-04  7.32765704e-01  6.00000000e-01  8.00000000e-01 
 2.16729015e-04  7.32778389e-01  6.00000000e-01  8.00000000e-01 
 2.17457253e-04  7.32781917e-01  6.00000000e-01  8.00000000e-01 
 2.18913728e-04  7.32810812e-01  6.00000000e-01  8.00000000e-01 
 2.21826679e-04  7.32846756e-01  6.00000000e-01  8.00000000e-01 
 2.23875010e-04  7.32884390e-01  6.00000000e-01  8.00000000e-01 
 2.23875011e-04  7.32393104e-01  6.00000000e-01  8.00000000e-01 
 2.23875013e-04  7.31492680e-01  6.00000000e-01  8.00000000e-01 
 2.23875017e-04  7.30306964e-01  6.00000000e-01  8.00000000e-01 
 2.23875020e-04  7.29653756e-01  6.00000000e-01  8.00000000e-01 
 2.23875020e-04  7.29637519e-01  6.00000000e-01  8.00000000e-01 
 2.23875021e-04  7.29621910e-01  6.00000000e-01  8.00000000e-01 
 2.23875023e-04  7.29598744e-01  6.00000000e-01  8.00000000e-01 
 2.23875027e-04  7.29553659e-01  6.00000000e-01  8.00000000e-01 
 2.23875035e-04  7.29492934e-01  6.00000000e-01  8.00000000e-01 
 2.23875050e-04  7.29465776e-01  6.00000000e-01  8.00000000e-01 
 2.23875081e-04  7.29711095e-01  6.00000000e-01  8.00000000e-01 
 2.23875143e-04  7.30415924e-01  6.00000000e-01  8.00000000e-01 
 2.23875205e-04  7.30726417e-01  6.00000000e-01  8.00000000e-01 
 2.23875285e-04  7.30880679e-01  6.00000000e-01  8.00000000e-01 
 2.23875386e-04  7.30917143e-01  6.00000000e-01  8.00000000e-01 
 2.23875534e-04  7.30918053e-01  6.00000000e-01  8.00000000e-01 
 2.23875690e-04  7.30918430e-01  6.00000000e-01  8.00000000e-01 
 2.23876002e-04  7.30917854e-01  6.00000000e-01  8.00000000e-01 
 2.23876627e-04  7.30918457e-01  6.00000000e-01  8.00000000e-01 
 2.23877876e-04  7.30917846e-01  6.00000000e-01  8.00000000e-01 
 2.23880375e-04  7.30918461e-01  6.00000000e-01  8.00000000e-01 
 2.23885372e-04  7.30917846e-01  6.00000000e-01  8.00000000e-01 
 2.23895366e-04  7.30918465e-01  6.00000000e-01  8.00000000e-01 
 2.23915354e-04  7.30917852e-01  6.00000000e-01  8.00000000e-01 
 2.23955329e-04  7.30918479e-01  6.00000000e-01  8.00000000e-01 
 2.24000000e-04  7.30917871e-01  6.00000000e-01  8.00000000e-01 
 2.24000001e-04  7.30921155e-01  6.00000000e-01  8.00000000e-01 
 2.24000003e-04  7.30926674e-01  6.00000000e-01  8.00000000e-01 
 2.24000007e-04  7.30936848e-01  6.00000000e-01  8.00000000e-01 
 2.24000010e-04  7.30943534e-01  6.00000000e-01  8.00000000e-01 
 2.24000011e-04  7.30942727e-01  6.00000000e-01  8.00000000e-01 
 2.24000012e-04  7.30941537e-01  6.00000000e-01  8.00000000e-01 
 2.24000015e-04  7.30939370e-01  6.00000000e-01  8.00000000e-01 
 2.24000019e-04  7.30935323e-01  6.00000000e-01  8.00000000e-01 
 2.24000028e-04  7.30927015e-01  6.00000000e-01  8.00000000e-01 
 2.24000039e-04  7.30918449e-01  6.00000000e-01  8.00000000e-01 
 2.24000051e-04  7.30912688e-01  6.00000000e-01  8.00000000e-01 
 2.24000075e-04  7.30910415e-01  6.00000000e-01  8.00000000e-01 
 2.24000104e-04  7.30912901e-01  6.00000000e-01  8.00000000e-01 
 2.24000138e-04  7.30915401e-01  6.00000000e-01  8.00000000e-01 
 2.24000186e-04  7.30917166e-01  6.00000000e-01  8.00000000e-01 
 2.24000284e-04  7.30918156e-01  6.00000000e-01  8.00000000e-01 
 2.24000478e-04  7.30918201e-01  6.00000000e-01  8.00000000e-01 
 2.24000685e-04  7.30918177e-01  6.00000000e-01  8.00000000e-01 
 2.24000983e-04  7.30918183e-01  6.00000000e-01  8.00000000e-01 
 2.24001339e-04  7.30918179e-01  6.00000000e-01  8.00000000e-01 
 2.24001974e-04  7.30918181e-01  6.00000000e-01  8.00000000e-01 
 2.24002932e-04  7.30918180e-01  6.00000000e-01  8.00000000e-01 
 2.24004849e-04  7.30918182e-01  6.00000000e-01  8.00000000e-01 
 2.24008682e-04  7.30918182e-01  6.00000000e-01  8.00000000e-01 
 2.24016347e-04  7.30918184e-01  6.00000000e-01  8.00000000e-01 
 2.24031679e-04  7.30918187e-01  6.00000000e-01  8.00000000e-01 
 2.24062342e-04  7.30918195e-01  6.00000000e-01  8.00000000e-01 
 2.24123668e-04  7.30918208e-01  6.00000000e-01  8.00000000e-01 
 2.24246321e-04  7.30918236e-01  6.00000000e-01  8.00000000e-01 
 2.24491626e-04  7.30918290e-01  6.00000000e-01  8.00000000e-01 
 2.24982236e-04  7.30918402e-01  6.00000000e-01  8.00000000e-01 
 2.25963457e-04  7.30918622e-01  6.00000000e-01  8.00000000e-01 
 2.27925897e-04  7.30919064e-01  6.00000000e-01  8.00000000e-01 
 2.31850779e-04  7.30919947e-01  6.00000000e-01  8.00000000e-01 
 2.31875010e-04  7.30919954e-01  6.00000000e-01  8.00000000e-01 
 2.31875011e-04  7.30914049e-01  6.00000000e-01  8.00000000e-01 
 2.31875013e-04  7.30903480e-01  6.00000000e-01  8.00000000e-01 
 2.31875017e-04  7.30888718e-01  6.00000000e-01  8.00000000e-01 
 2.31875020e-04  7.30881982e-01  6.00000000e-01  8.00000000e-01 
 2.31875021e-04  7.30883124e-01  6.00000000e-01  8.00000000e-01 
 2.31875022e-04  7.30884763e-01  6.00000000e-01  8.00000000e-01 
 2.31875024e-04  7.30887529e-01  6.00000000e-01  8.00000000e-01 
 2.31875029e-04  7.30892669e-01  6.00000000e-01  8.00000000e-01 
 2.31875038e-04  7.30900702e-01  6.00000000e-01  8.00000000e-01 
 2.31875057e-04  7.30912145e-01  6.00000000e-01  8.00000000e-01 
 2.31875089e-04  7.30924964e-01  6.00000000e-01  8.00000000e-01 
 2.31875131e-04  7.30928579e-01  6.00000000e-01  8.00000000e-01 
 2.31875174e-04  7.30926810e-01  6.00000000e-01  8.00000000e-01 
 2.31875249e-04  7.30922750e-01  6.00000000e-01  8.00000000e-01 
 2.31875325e-04  7.30920540e-01  6.00000000e-01  8.00000000e-01 
 2.31875453e-04  7.30919931e-01  6.00000000e-01  8.00000000e-01 
 2.31875585e-04  7.30919936e-01  6.00000000e-01  8.00000000e-01 
 2.31875849e-04  7.30919978e-01  6.00000000e-01  8.00000000e-01 
 2.31876376e-04  7.30919934e-01  6.00000000e-01  8.00000000e-01 
 2.31877431e-04  7.30919979e-01  6.00000000e-01  8.00000000e-01 
 2.31879540e-04  7.30919935e-01  6.00000000e-01  8.00000000e-01 
 2.31883760e-04  7.30919980e-01  6.00000000e-01  8.00000000e-01 
 2.31892198e-04  7.30919937e-01  6.00000000e-01  8.00000000e-01 
 2.31909075e-04  7.30919986e-01  6.00000000e-01  8.00000000e-01 
 2.31942830e-04  7.30919949e-01  6.00000000e-01  8.00000000e-01 
 2.32000000e-04  7.30920007e-01  6.00000000e-01  8.00000000e-01 
 2.32000001e-04  7.31037105e-01  6.00000000e-01  8.00000000e-01 
 2.32000003e-04  7.31287138e-01  6.00000000e-01  8.00000000e-01 
 2.32000007e-04  7.31806036e-01  6.00000000e-01  8.00000000e-01 
 2.32000010e-04  7.32928400e-01  6.00000000e-01  8.00000000e-01 
 2.32000011e-04  7.33006812e-01  6.00000000e-01  8.00000000e-01 
 2.32000012e-04  7.33072621e-01  6.00000000e-01  8.00000000e-01 
 2.32000015e-04  7.33155473e-01  6.00000000e-01  8.00000000e-01 
 2.32000018e-04  7.33284724e-01  6.00000000e-01  8.00000000e-01 
 2.32000026e-04  7.33464131e-01  6.00000000e-01  8.00000000e-01 
 2.32000038e-04  7.33675629e-01  6.00000000e-01  8.00000000e-01 
 2.32000050e-04  7.33688617e-01  6.00000000e-01  8.00000000e-01 
 2.32000075e-04  7.33121034e-01  6.00000000e-01  8.00000000e-01 
 2.32000098e-04  7.32573931e-01  6.00000000e-01  8.00000000e-01 
 2.32000135e-04  7.32028644e-01  6.00000000e-01  8.00000000e-01 
 2.32000184e-04  7.31592515e-01  6.00000000e-01  8.00000000e-01 
 2.32000282e-04  7.31074199e-01  6.00000000e-01  8.00000000e-01 
 2.32000438e-04  7.30546713e-01  6.00000000e-01  8.00000000e-01 
 2.32000712e-04  7.30068042e-01  6.00000000e-01  8.00000000e-01 
 2.32001008e-04  7.29832412e-01  6.00000000e-01  8.00000000e-01 
 2.32001481e-04  7.29689181e-01  6.00000000e-01  8.00000000e-01 
 2.32002192e-04  7.29620921e-01  6.00000000e-01  8.00000000e-01 
 2.32003614e-04  7.29619715e-01  6.00000000e-01  8.00000000e-01 
 2.32006459e-04  7.29613989e-01  6.00000000e-01  8.00000000e-01 
 2.32012149e-04  7.29620968e-01  6.00000000e-01  8.00000000e-01 
 2.32023528e-04  7.29613892e-01  6.00000000e-01  8.00000000e-01 
 2.32046287e-04  7.29621640e-01  6.00000000e-01  8.00000000e-01 
 2.32091805e-04  7.29614878e-01  6.00000000e-01  8.00000000e-01 
 2.32182840e-04  7.29623775e-01  6.00000000e-01  8.00000000e-01 
 2.32364911e-04  7.29619071e-01  6.00000000e-01  8.00000000e-01 
 2.32729052e-04  7.29632196e-01  6.00000000e-01  8.00000000e-01 
 2.33457335e-04  7.29635898e-01  6.00000000e-01  8.00000000e-01 
 2.34913901e-04  7.29665845e-01  6.00000000e-01  8.00000000e-01 
 2.37827032e-04  7.29703188e-01  6.00000000e-01  8.00000000e-01 
 2.39875010e-04  7.29742197e-01  6.00000000e-01  8.00000000e-01 
 2.39875011e-04  7.29250341e-01  6.00000000e-01  8.00000000e-01 
 2.39875013e-04  7.28345689e-01  6.00000000e-01  8.00000000e-01 
 2.39875017e-04  7.27153928e-01  6.00000000e-01  8.00000000e-01 
 2.39875020e-04  7.26501339e-01  6.00000000e-01  8.00000000e-01 
 2.39875020e-04  7.26485265e-01  6.00000000e-01  8.00000000e-01 
 2.39875021e-04  7.26469951e-01  6.00000000e-01  8.00000000e-01 
 2.39875023e-04  7.26447355e-01  6.00000000e-01  8.00000000e-01 
 2.39875027e-04  7.26403364e-01  6.00000000e-01  8.00000000e-01 
 2.39875035e-04  7.26344616e-01  6.00000000e-01  8.00000000e-01 
 2.39875050e-04  7.26320612e-01  6.00000000e-01  8.00000000e-01 
 2.39875081e-04  7.26569489e-01  6.00000000e-01  8.00000000e-01 
 2.39875143e-04  7.27268367e-01  6.00000000e-01  8.00000000e-01 
 2.39875205e-04  7.27578113e-01  6.00000000e-01  8.00000000e-01 
 2.39875285e-04  7.27731630e-01  6.00000000e-01  8.00000000e-01 
 2.39875386e-04  7.27768129e-01  6.00000000e-01  8.00000000e-01 
 2.39875534e-04  7.27769028e-01  6.00000000e-01  8.00000000e-01 
 2.39875690e-04  7.27769405e-01  6.00000000e-01  8.00000000e-01 
 2.39876003e-04  7.27768831e-01  6.00000000e-01  8.00000000e-01 
 2.39876627e-04  7.27769431e-01  6.00000000e-01  8.00000000e-01 
 2.39877877e-04  7.27768823e-01  6.00000000e-01  8.00000000e-01 
 2.39880376e-04  7.27769435e-01  6.00000000e-01  8.00000000e-01 
 2.39885375e-04  7.27768823e-01  6.00000000e-01  8.00000000e-01 
 2.39895372e-04  7.27769439e-01  6.00000000e-01  8.00000000e-01 
 2.39915366e-04  7.27768829e-01  6.00000000e-01  8.00000000e-01 
 2.39955355e-04  7.27769453e-01  6.00000000e-01  8.00000000e-01 
 2.40000000e-04  7.27768848e-01  6.00000000e-01  8.00000000e-01 
 2.40000001e-04  7.27772129e-01  6.00000000e-01  8.00000000e-01 
 2.40000003e-04  7.27777643e-01  6.00000000e-01  8.00000000e-01 
 2.40000007e-04  7.27787808e-01  6.00000000e-01  8.00000000e-01 
 2.40000010e-04  7.27794492e-01  6.00000000e-01  8.00000000e-01 
 2.40000011e-04  7.27793685e-01  6.00000000e-01  8.00000000e-01 
 2.40000012e-04  7.27792497e-01  6.00000000e-01  8.00000000e-01 
 2.40000015e-04  7.27790334e-01  6.00000000e-01  8.00000000e-01 
 2.40000019e-04  7.27786297e-01  6.00000000e-01  8.00000000e-01 
 2.40000028e-04  7.27778015e-01  6.00000000e-01  8.00000000e-01 
 2.40000039e-04  7.27769528e-01  6.00000000e-01  8.00000000e-01 
 2.40000051e-04  7.27763775e-01  6.00000000e-01  8.00000000e-01 
 2.40000075e-04  7.27761475e-01  6.00000000e-01  8.00000000e-01 
 2.40000104e-04  7.27763928e-01  6.00000000e-01  8.00000000e-01 
 2.40000138e-04  7.27766400e-01  6.00000000e-01  8.00000000e-01 
 2.40000186e-04  7.27768148e-01  6.00000000e-01  8.00000000e-01 
 2.40000284e-04  7.27769131e-01  6.00000000e-01  8.00000000e-01 
 2.40000479e-04  7.27769174e-01  6.00000000e-01  8.00000000e-01 
 2.40000688e-04  7.27769154e-01  6.00000000e-01  8.00000000e-01 
 2.40000988e-04  7.27769157e-01  6.00000000e-01  8.00000000e-01 
 2.40001349e-04  7.27769156e-01  6.00000000e-01  8.00000000e-01 
 2.40001991e-04  7.27769156e-01  6.00000000e-01  8.00000000e-01 
 2.40002970e-04  7.27769157e-01  6.00000000e-01  8.00000000e-01 
 2.40004927e-04  7.27769157e-01  6.00000000e-01  8.00000000e-01 
 2.40008841e-04  7.27769159e-01  6.00000000e-01  8.00000000e-01 
 2.40016670e-04  7.27769159e-01  6.00000000e-01  8.00000000e-01 
 2.40032327e-04  7.27769164e-01  6.00000000e-01  8.00000000e-01 
 2.40063641e-04  7.27769170e-01  6.00000000e-01  8.00000000e-01 
 2.40126270e-04  7.27769186e-01  6.00000000e-01  8.00000000e-01 
 2.40251526e-04  7.27769214e-01  6.00000000e-01  8.00000000e-01 
 2.40502040e-04  7.27769273e-01  6.00000000e-01  8.00000000e-01 
 2.41003067e-04  7.27769387e-01  6.00000000e-01  8.00000000e-01 
 2.42005122e-04  7.27769620e-01  6.00000000e-01  8.00000000e-01 
 2.44009231e-04  7.27770081e-01  6.00000000e-01  8.00000000e-01 
 2.47875010e-04  7.27770975e-01  6.00000000e-01  8.00000000e-01 
 2.47875011e-04  7.27765067e-01  6.00000000e-01  8.00000000e-01 
 2.47875013e-04  7.27754508e-01  6.00000000e-01  8.00000000e-01 
 2.47875017e-04  7.27739711e-01  6.00000000e-01  8.00000000e-01 
 2.47875020e-04  7.27732996e-01  6.00000000e-01  8.00000000e-01 
 2.47875021e-04  7.27734139e-01  6.00000000e-01  8.00000000e-01 
 2.47875022e-04  7.27735785e-01  6.00000000e-01  8.00000000e-01 
 2.47875024e-04  7.27738568e-01  6.00000000e-01  8.00000000e-01 
 2.47875029e-04  7.27743730e-01  6.00000000e-01  8.00000000e-01 
 2.47875038e-04  7.27751793e-01  6.00000000e-01  8.00000000e-01 
 2.47875057e-04  7.27763260e-01  6.00000000e-01  8.00000000e-01 
 2.47875090e-04  7.27776061e-01  6.00000000e-01  8.00000000e-01 
 2.47875131e-04  7.27779530e-01  6.00000000e-01  8.00000000e-01 
 2.47875175e-04  7.27777760e-01  6.00000000e-01  8.00000000e-01 
 2.47875250e-04  7.27773704e-01  6.00000000e-01  8.00000000e-01 
 2.47875327e-04  7.27771532e-01  6.00000000e-01  8.00000000e-01 
 2.47875469e-04  7.27770922e-01  6.00000000e-01  8.00000000e-01 
 2.47875598e-04  7.27770961e-01  6.00000000e-01  8.00000000e-01 
 2.47875856e-04  7.27770997e-01  6.00000000e-01  8.00000000e-01 
 2.47876372e-04  7.27770957e-01  6.00000000e-01  8.00000000e-01 
 2.47877404e-04  7.27770998e-01  6.00000000e-01  8.00000000e-01 
 2.47879468e-04  7.27770958e-01  6.00000000e-01  8.00000000e-01 
 2.47883596e-04  7.27771000e-01  6.00000000e-01  8.00000000e-01 
 2.47891852e-04  7.27770960e-01  6.00000000e-01  8.00000000e-01 
 2.47908363e-04  7.27771006e-01  6.00000000e-01  8.00000000e-01 
 2.47941386e-04  7.27770972e-01  6.00000000e-01  8.00000000e-01 
 2.48000000e-04  7.27771027e-01  6.00000000e-01  8.00000000e-01 
 2.48000001e-04  7.27888146e-01  6.00000000e-01  8.00000000e-01 
 2.48000003e-04  7.28138221e-01  6.00000000e-01  8.00000000e-01 
 2.48000007e-04  7.28658019e-01  6.00000000e-01  8.00000000e-01 
 2.48000010e-04  7.29788018e-01  6.00000000e-01  8.00000000e-01 
 2.48000011e-04  7.29867402e-01  6.00000000e-01  8.00000000e-01 
 2.48000012e-04  7.29934527e-01  6.00000000e-01  8.00000000e-01 
 2.48000015e-04  7.30019624e-01  6.00000000e-01  8.00000000e-01 
 2.48000018e-04  7.30152217e-01  6.00000000e-01  8.00000000e-01 
 2.48000026e-04  7.30337777e-01  6.00000000e-01  8.00000000e-01 
 2.48000038e-04  7.30556431e-01  6.00000000e-01  8.00000000e-01 
 2.48000050e-04  7.30574978e-01  6.00000000e-01  8.00000000e-01 
 2.48000075e-04  7.30022581e-01  6.00000000e-01  8.00000000e-01 
 2.48000098e-04  7.29489753e-01  6.00000000e-01  8.00000000e-01 
 2.48000135e-04  7.28966085e-01  6.00000000e-01  8.00000000e-01 
 2.48000184e-04  7.28557356e-01  6.00000000e-01  8.00000000e-01 
 2.48000282e-04  7.28084516e-01  6.00000000e-01  8.00000000e-01 
 2.48000437e-04  7.27609403e-01  6.00000000e-01  8.00000000e-01 
 2.48000709e-04  7.27192981e-01  6.00000000e-01  8.00000000e-01 
 2.48001005e-04  7.26990404e-01  6.00000000e-01  8.00000000e-01 
 2.48001473e-04  7.26871219e-01  6.00000000e-01  8.00000000e-01 
 2.48002184e-04  7.26811967e-01  6.00000000e-01  8.00000000e-01 
 2.48003604e-04  7.26812362e-01  6.00000000e-01  8.00000000e-01 
 2.48006446e-04  7.26806160e-01  6.00000000e-01  8.00000000e-01 
 2.48012129e-04  7.26813446e-01  6.00000000e-01  8.00000000e-01 
 2.48023494e-04  7.26806126e-01  6.00000000e-01  8.00000000e-01 
 2.48046225e-04  7.26814113e-01  6.00000000e-01  8.00000000e-01 
 2.48091688e-04  7.26807155e-01  6.00000000e-01  8.00000000e-01 
 2.48182613e-04  7.26816310e-01  6.00000000e-01  8.00000000e-01 
 2.48364462e-04  7.26811483e-01  6.00000000e-01  8.00000000e-01 
 2.48728161e-04  7.26824996e-01  6.00000000e-01  8.00000000e-01 
 2.49455559e-04  7.26828842e-01  6.00000000e-01  8.00000000e-01 
 2.50910356e-04  7.26859706e-01  6.00000000e-01  8.00000000e-01 
 2.53819948e-04  7.26898256e-01  6.00000000e-01  8.00000000e-01 
 2.55875010e-04  7.26938620e-01  6.00000000e-01  8.00000000e-01 
 2.55875011e-04  7.26446264e-01  6.00000000e-01  8.00000000e-01 
 2.55875013e-04  7.25537862e-01  6.00000000e-01  8.00000000e-01 
 2.55875017e-04  7.24340661e-01  6.00000000e-01  8.00000000e-01 
 2.55875020e-04  7.23688617e-01  6.00000000e-01  8.00000000e-01 
 2.55875020e-04  7.23672688e-01  6.00000000e-01  8.00000000e-01 
 2.55875021e-04  7.23657639e-01  6.00000000e-01  8.00000000e-01 
 2.55875023e-04  7.23635549e-01  6.00000000e-01  8.00000000e-01 
 2.55875027e-04  7.23592536e-01  6.00000000e-01  8.00000000e-01 
 2.55875035e-04  7.23535553e-01  6.00000000e-01  8.00000000e-01 
 2.55875050e-04  7.23514369e-01  6.00000000e-01  8.00000000e-01 
 2.55875081e-04  7.23766433e-01  6.00000000e-01  8.00000000e-01 
 2.55875143e-04  7.24460070e-01  6.00000000e-01  8.00000000e-01 
 2.55875206e-04  7.24769157e-01  6.00000000e-01  8.00000000e-01 
 2.55875285e-04  7.24922023e-01  6.00000000e-01  8.00000000e-01 
 2.55875386e-04  7.24958547e-01  6.00000000e-01  8.00000000e-01 
 2.55875534e-04  7.24959437e-01  6.00000000e-01  8.00000000e-01 
 2.55875690e-04  7.24959812e-01  6.00000000e-01  8.00000000e-01 
 2.55876003e-04  7.24959240e-01  6.00000000e-01  8.00000000e-01 
 2.55876628e-04  7.24959839e-01  6.00000000e-01  8.00000000e-01 
 2.55877878e-04  7.24959233e-01  6.00000000e-01  8.00000000e-01 
 2.55880378e-04  7.24959843e-01  6.00000000e-01  8.00000000e-01 
 2.55885378e-04  7.24959233e-01  6.00000000e-01  8.00000000e-01 
 2.55895378e-04  7.24959847e-01  6.00000000e-01  8.00000000e-01 
 2.55915378e-04  7.24959239e-01  6.00000000e-01  8.00000000e-01 
 2.55955378e-04  7.24959861e-01  6.00000000e-01  8.00000000e-01 
 2.56000000e-04  7.24959259e-01  6.00000000e-01  8.00000000e-01 
 2.56000001e-04  7.24962536e-01  6.00000000e-01  8.00000000e-01 
 2.56000003e-04  7.24968046e-01  6.00000000e-01  8.00000000e-01 
 2.56000007e-04  7.24978203e-01  6.00000000e-01  8.00000000e-01 
 2.56000010e-04  7.24984885e-01  6.00000000e-01  8.00000000e-01 
 2.56000011e-04  7.24984078e-01  6.00000000e-01  8.00000000e-01 
 2.56000012e-04  7.24982892e-01  6.00000000e-01  8.00000000e-01 
 2.56000015e-04  7.24980732e-01  6.00000000e-01  8.00000000e-01 
 2.56000019e-04  7.24976705e-01  6.00000000e-01  8.00000000e-01 
 2.56000028e-04  7.24968448e-01  6.00000000e-01  8.00000000e-01 
 2.56000039e-04  7.24960030e-01  6.00000000e-01  8.00000000e-01 
 2.56000051e-04  7.24954284e-01  6.00000000e-01  8.00000000e-01 
 2.56000075e-04  7.24951959e-01  6.00000000e-01  8.00000000e-01 
 2.56000104e-04  7.24954371e-01  6.00000000e-01  8.00000000e-01 
 2.56000138e-04  7.24956826e-01  6.00000000e-01  8.00000000e-01 
 2.56000186e-04  7.24958559e-01  6.00000000e-01  8.00000000e-01 
 2.56000284e-04  7.24959538e-01  6.00000000e-01  8.00000000e-01 
 2.56000478e-04  7.24959582e-01  6.00000000e-01  8.00000000e-01 
 2.56000689e-04  7.24959564e-01  6.00000000e-01  8.00000000e-01 
 2.56000991e-04  7.24959566e-01  6.00000000e-01  8.00000000e-01 
 2.56001356e-04  7.24959567e-01  6.00000000e-01  8.00000000e-01 
 2.56002003e-04  7.24959565e-01  6.00000000e-01  8.00000000e-01 
 2.56003001e-04  7.24959567e-01  6.00000000e-01  8.00000000e-01 
 2.56004997e-04  7.24959565e-01  6.00000000e-01  8.00000000e-01 
 2.56008990e-04  7.24959569e-01  6.00000000e-01  8.00000000e-01 
 2.56016976e-04  7.24959568e-01  6.00000000e-01  8.00000000e-01 
 2.56032947e-04  7.24959575e-01  6.00000000e-01  8.00000000e-01 
 2.56064890e-04  7.24959579e-01  6.00000000e-01  8.00000000e-01 
 2.56128776e-04  7.24959597e-01  6.00000000e-01  8.00000000e-01 
 2.56256547e-04  7.24959625e-01  6.00000000e-01  8.00000000e-01 
 2.56512090e-04  7.24959688e-01  6.00000000e-01  8.00000000e-01 
 2.57023175e-04  7.24959805e-01  6.00000000e-01  8.00000000e-01 
 2.58045346e-04  7.24960050e-01  6.00000000e-01  8.00000000e-01 
 2.60089688e-04  7.24960529e-01  6.00000000e-01  8.00000000e-01 
 2.63875010e-04  7.24961425e-01  6.00000000e-01  8.00000000e-01 
 2.63875011e-04  7.24955519e-01  6.00000000e-01  8.00000000e-01 
 2.63875013e-04  7.24944963e-01  6.00000000e-01  8.00000000e-01 
 2.63875017e-04  7.24930140e-01  6.00000000e-01  8.00000000e-01 
 2.63875020e-04  7.24923437e-01  6.00000000e-01  8.00000000e-01 
 2.63875021e-04  7.24924579e-01  6.00000000e-01  8.00000000e-01 
 2.63875022e-04  7.24926225e-01  6.00000000e-01  8.00000000e-01 
 2.63875024e-04  7.24929009e-01  6.00000000e-01  8.00000000e-01 
 2.63875029e-04  7.24934171e-01  6.00000000e-01  8.00000000e-01 
 2.63875038e-04  7.24942235e-01  6.00000000e-01  8.00000000e-01 
 2.63875057e-04  7.24953701e-01  6.00000000e-01  8.00000000e-01 
 2.63875090e-04  7.24966480e-01  6.00000000e-01  8.00000000e-01 
 2.63875131e-04  7.24969926e-01  6.00000000e-01  8.00000000e-01 
 2.63875175e-04  7.24968180e-01  6.00000000e-01  8.00000000e-01 
 2.63875250e-04  7.24964139e-01  6.00000000e-01  8.00000000e-01 
 2.63875327e-04  7.24961977e-01  6.00000000e-01  8.00000000e-01 
 2.63875469e-04  7.24961372e-01  6.00000000e-01  8.00000000e-01 
 2.63875599e-04  7.24961411e-01  6.00000000e-01  8.00000000e-01 
 2.63875857e-04  7.24961446e-01  6.00000000e-01  8.00000000e-01 
 2.63876373e-04  7.24961407e-01  6.00000000e-01  8.00000000e-01 
 2.63877406e-04  7.24961448e-01  6.00000000e-01  8.00000000e-01 
 2.63879472e-04  7.24961408e-01  6.00000000e-01  8.00000000e-01 
 2.63883604e-04  7.24961449e-01  6.00000000e-01  8.00000000e-01 
 2.63891867e-04  7.24961410e-01  6.00000000e-01  8.00000000e-01 
 2.63908394e-04  7.24961455e-01  6.00000000e-01  8.00000000e-01 
 2.63941449e-04  7.24961422e-01  6.00000000e-01  8.00000000e-01 
 2.64000000e-04  7.24961477e-01  6.00000000e-01  8.00000000e-01 
 2.64000001e-04  7.25078614e-01  6.00000000e-01  8.00000000e-01 
 2.64000003e-04  7.25328726e-01  6.00000000e-01  8.00000000e-01 
 2.64000007e-04  7.25849393e-01  6.00000000e-01  8.00000000e-01 
 2.64000010e-04  7.26986168e-01  6.00000000e-01  8.00000000e-01 
