 v-sweep         v(vinp)         v(voutp)       
 4.78000000e-01  4.78000000e-01  1.25940956e+00 
 4.79000000e-01  4.79000000e-01  1.25960854e+00 
 4.80000000e-01  4.80000000e-01  1.25980505e+00 
 4.81000000e-01  4.81000000e-01  1.25998624e+00 
 4.82000000e-01  4.82000000e-01  1.26022644e+00 
 4.83000000e-01  4.83000000e-01  1.26039572e+00 
 4.84000000e-01  4.84000000e-01  1.26057443e+00 
 4.85000000e-01  4.85000000e-01  1.26076408e+00 
 4.86000000e-01  4.86000000e-01  1.26096424e+00 
 4.87000000e-01  4.87000000e-01  1.26114278e+00 
 4.88000000e-01  4.88000000e-01  1.26131035e+00 
 4.89000000e-01  4.89000000e-01  1.26150592e+00 
 4.90000000e-01  4.90000000e-01  1.26168892e+00 
 4.91000000e-01  4.91000000e-01  1.26186685e+00 
 4.92000000e-01  4.92000000e-01  1.26204420e+00 
 4.93000000e-01  4.93000000e-01  1.26219758e+00 
 4.94000000e-01  4.94000000e-01  1.26238792e+00 
 4.95000000e-01  4.95000000e-01  1.26251706e+00 
 4.96000000e-01  4.96000000e-01  1.26272173e+00 
 4.97000000e-01  4.97000000e-01  1.26289805e+00 
 4.98000000e-01  4.98000000e-01  1.26309969e+00 
 4.99000000e-01  4.99000000e-01  1.26320471e+00 
 5.00000000e-01  5.00000000e-01  1.26337468e+00 
 5.01000000e-01  5.01000000e-01  1.26351339e+00 
 5.02000000e-01  5.02000000e-01  1.26367991e+00 
 5.03000000e-01  5.03000000e-01  1.26385341e+00 
 5.04000000e-01  5.04000000e-01  1.26400009e+00 
 5.05000000e-01  5.05000000e-01  1.26413708e+00 
 5.06000000e-01  5.06000000e-01  1.26430608e+00 
 5.07000000e-01  5.07000000e-01  1.26447852e+00 
 5.08000000e-01  5.08000000e-01  1.26459499e+00 
 5.09000000e-01  5.09000000e-01  1.26474251e+00 
 5.10000000e-01  5.10000000e-01  1.26488997e+00 
 5.11000000e-01  5.11000000e-01  1.26504334e+00 
 5.12000000e-01  5.12000000e-01  1.26515832e+00 
 5.13000000e-01  5.13000000e-01  1.26536922e+00 
 5.14000000e-01  5.14000000e-01  1.26547557e+00 
 5.15000000e-01  5.15000000e-01  1.26563247e+00 
 5.16000000e-01  5.16000000e-01  1.26577306e+00 
 5.17000000e-01  5.17000000e-01  1.26586560e+00 
 5.18000000e-01  5.18000000e-01  1.26599970e+00 
 5.19000000e-01  5.19000000e-01  1.26616777e+00 
 5.20000000e-01  5.20000000e-01  1.26625516e+00 
 5.21000000e-01  5.21000000e-01  1.26639184e+00 
 5.22000000e-01  5.22000000e-01  1.26657903e+00 
 5.23000000e-01  5.23000000e-01  1.26669169e+00 
 5.24000000e-01  5.24000000e-01  1.26677038e+00 
 5.25000000e-01  5.25000000e-01  1.26694974e+00 
 5.26000000e-01  5.26000000e-01  1.26708640e+00 
 5.27000000e-01  5.27000000e-01  1.26717553e+00 
 5.28000000e-01  5.28000000e-01  1.26729405e+00 
 5.29000000e-01  5.29000000e-01  1.26743325e+00 
 5.30000000e-01  5.30000000e-01  1.26755541e+00 
 5.31000000e-01  5.31000000e-01  1.26771324e+00 
 5.32000000e-01  5.32000000e-01  1.26780728e+00 
 5.33000000e-01  5.33000000e-01  1.26790900e+00 
 5.34000000e-01  5.34000000e-01  1.26802790e+00 
 5.35000000e-01  5.35000000e-01  1.26816696e+00 
 5.36000000e-01  5.36000000e-01  1.26826416e+00 
 5.37000000e-01  5.37000000e-01  1.26835658e+00 
 5.38000000e-01  5.38000000e-01  1.26849446e+00 
 5.39000000e-01  5.39000000e-01  1.26861695e+00 
 5.40000000e-01  5.40000000e-01  1.26873153e+00 
 5.41000000e-01  5.41000000e-01  1.26880118e+00 
 5.42000000e-01  5.42000000e-01  1.26892903e+00 
 5.43000000e-01  5.43000000e-01  1.26904041e+00 
 5.44000000e-01  5.44000000e-01  1.26916926e+00 
 5.45000000e-01  5.45000000e-01  1.26924527e+00 
 5.46000000e-01  5.46000000e-01  1.26935794e+00 
 5.47000000e-01  5.47000000e-01  1.26948241e+00 
 5.48000000e-01  5.48000000e-01  1.26956197e+00 
 5.49000000e-01  5.49000000e-01  1.26967460e+00 
 5.50000000e-01  5.50000000e-01  1.26973948e+00 
 5.51000000e-01  5.51000000e-01  1.26987526e+00 
 5.52000000e-01  5.52000000e-01  1.26997665e+00 
 5.53000000e-01  5.53000000e-01  1.27008887e+00 
 5.54000000e-01  5.54000000e-01  1.27019049e+00 
 5.55000000e-01  5.55000000e-01  1.27025612e+00 
 5.56000000e-01  5.56000000e-01  1.27037071e+00 
 5.57000000e-01  5.57000000e-01  1.27044529e+00 
 5.58000000e-01  5.58000000e-01  1.27058864e+00 
 5.59000000e-01  5.59000000e-01  1.27066446e+00 
 5.60000000e-01  5.60000000e-01  1.27075540e+00 
 5.61000000e-01  5.61000000e-01  1.27087023e+00 
 5.62000000e-01  5.62000000e-01  1.27095765e+00 
 5.63000000e-01  5.63000000e-01  1.27102070e+00 
 5.64000000e-01  5.64000000e-01  1.27116396e+00 
 5.65000000e-01  5.65000000e-01  1.27121507e+00 
 5.66000000e-01  5.66000000e-01  1.27130079e+00 
 5.67000000e-01  5.67000000e-01  1.27140647e+00 
 5.68000000e-01  5.68000000e-01  1.27150965e+00 
 5.69000000e-01  5.69000000e-01  1.27160345e+00 
 5.70000000e-01  5.70000000e-01  1.27167099e+00 
 5.71000000e-01  5.71000000e-01  1.27176879e+00 
 5.72000000e-01  5.72000000e-01  1.27188219e+00 
 5.73000000e-01  5.73000000e-01  1.27191599e+00 
 5.74000000e-01  5.74000000e-01  1.27199348e+00 
 5.75000000e-01  5.75000000e-01  1.27209729e+00 
 5.76000000e-01  5.76000000e-01  1.27215435e+00 
 5.77000000e-01  5.77000000e-01  1.27228158e+00 
 5.78000000e-01  5.78000000e-01  1.27234976e+00 
 5.79000000e-01  5.79000000e-01  1.27242453e+00 
 5.80000000e-01  5.80000000e-01  1.27251587e+00 
 5.81000000e-01  5.81000000e-01  1.27257966e+00 
 5.82000000e-01  5.82000000e-01  1.27264820e+00 
 5.83000000e-01  5.83000000e-01  1.27275107e+00 
 5.84000000e-01  5.84000000e-01  1.27283750e+00 
 5.85000000e-01  5.85000000e-01  1.27288357e+00 
 5.86000000e-01  5.86000000e-01  1.27297040e+00 
 5.87000000e-01  5.87000000e-01  1.27304521e+00 
 5.88000000e-01  5.88000000e-01  1.27316711e+00 
 5.89000000e-01  5.89000000e-01  1.27319273e+00 
 5.90000000e-01  5.90000000e-01  1.27326638e+00 
 5.91000000e-01  5.91000000e-01  1.27334158e+00 
 5.92000000e-01  5.92000000e-01  1.27348885e+00 
 5.93000000e-01  5.93000000e-01  1.27355154e+00 
 5.94000000e-01  5.94000000e-01  1.27359712e+00 
 5.95000000e-01  5.95000000e-01  1.27367200e+00 
 5.96000000e-01  5.96000000e-01  1.27376416e+00 
 5.97000000e-01  5.97000000e-01  1.27381604e+00 
 5.98000000e-01  5.98000000e-01  1.27388206e+00 
 5.99000000e-01  5.99000000e-01  1.27393881e+00 
 6.00000000e-01  6.00000000e-01  1.27402636e+00 
 6.01000000e-01  6.01000000e-01  1.27413579e+00 
 6.02000000e-01  6.02000000e-01  1.27418851e+00 
 6.03000000e-01  6.03000000e-01  1.27425071e+00 
 6.04000000e-01  6.04000000e-01  1.27429796e+00 
 6.05000000e-01  6.05000000e-01  1.27440555e+00 
 6.06000000e-01  6.06000000e-01  1.27442339e+00 
 6.07000000e-01  6.07000000e-01  1.27451937e+00 
 6.08000000e-01  6.08000000e-01  1.27458248e+00 
 6.09000000e-01  6.09000000e-01  1.27463937e+00 
 6.10000000e-01  6.10000000e-01  1.27468805e+00 
 6.11000000e-01  6.11000000e-01  1.27476583e+00 
 6.12000000e-01  6.12000000e-01  1.27487375e+00 
 6.13000000e-01  6.13000000e-01  1.27494599e+00 
 6.14000000e-01  6.14000000e-01  1.27500202e+00 
 6.15000000e-01  6.15000000e-01  1.27502989e+00 
 6.16000000e-01  6.16000000e-01  1.27513993e+00 
 6.17000000e-01  6.17000000e-01  1.27516630e+00 
 6.18000000e-01  6.18000000e-01  1.27522545e+00 
 6.19000000e-01  6.19000000e-01  1.27529792e+00 
 6.20000000e-01  6.20000000e-01  1.27538015e+00 
 6.21000000e-01  6.21000000e-01  1.27541839e+00 
 6.22000000e-01  6.22000000e-01  1.27548394e+00 
 6.23000000e-01  6.23000000e-01  1.27556687e+00 
 6.24000000e-01  6.24000000e-01  1.27559152e+00 
 6.25000000e-01  6.25000000e-01  1.27567512e+00 
 6.26000000e-01  6.26000000e-01  1.27572615e+00 
 6.27000000e-01  6.27000000e-01  1.27578487e+00 
 6.28000000e-01  6.28000000e-01  1.27583846e+00 
 6.29000000e-01  6.29000000e-01  1.27591539e+00 
 6.30000000e-01  6.30000000e-01  1.27593132e+00 
 6.31000000e-01  6.31000000e-01  1.27600208e+00 
 6.32000000e-01  6.32000000e-01  1.27608537e+00 
 6.33000000e-01  6.33000000e-01  1.27614694e+00 
 6.34000000e-01  6.34000000e-01  1.27617911e+00 
 6.35000000e-01  6.35000000e-01  1.27625816e+00 
 6.36000000e-01  6.36000000e-01  1.27629216e+00 
 6.37000000e-01  6.37000000e-01  1.27636772e+00 
 6.38000000e-01  6.38000000e-01  1.27643267e+00 
 6.39000000e-01  6.39000000e-01  1.27649247e+00 
 6.40000000e-01  6.40000000e-01  1.27655555e+00 
 6.41000000e-01  6.41000000e-01  1.27657403e+00 
 6.42000000e-01  6.42000000e-01  1.27666906e+00 
 6.43000000e-01  6.43000000e-01  1.27665977e+00 
 6.44000000e-01  6.44000000e-01  1.27673192e+00 
 6.45000000e-01  6.45000000e-01  1.27679084e+00 
 6.46000000e-01  6.46000000e-01  1.27685373e+00 
 6.47000000e-01  6.47000000e-01  1.27692396e+00 
 6.48000000e-01  6.48000000e-01  1.27693762e+00 
 6.49000000e-01  6.49000000e-01  1.27703441e+00 
 6.50000000e-01  6.50000000e-01  1.27707288e+00 
 6.51000000e-01  6.51000000e-01  1.27709768e+00 
 6.52000000e-01  6.52000000e-01  1.27715440e+00 
 6.53000000e-01  6.53000000e-01  1.27721374e+00 
 6.54000000e-01  6.54000000e-01  1.27725557e+00 
 6.55000000e-01  6.55000000e-01  1.27728816e+00 
 6.56000000e-01  6.56000000e-01  1.27736066e+00 
 6.57000000e-01  6.57000000e-01  1.27739808e+00 
 6.58000000e-01  6.58000000e-01  1.27749459e+00 
 6.59000000e-01  6.59000000e-01  1.27747907e+00 
 6.60000000e-01  6.60000000e-01  1.27758971e+00 
 6.61000000e-01  6.61000000e-01  1.27761414e+00 
 6.62000000e-01  6.62000000e-01  1.27768496e+00 
 6.63000000e-01  6.63000000e-01  1.27768345e+00 
 6.64000000e-01  6.64000000e-01  1.27773240e+00 
 6.65000000e-01  6.65000000e-01  1.27783838e+00 
 6.66000000e-01  6.66000000e-01  1.27786561e+00 
 6.67000000e-01  6.67000000e-01  1.27788406e+00 
 6.68000000e-01  6.68000000e-01  1.27796979e+00 
 6.69000000e-01  6.69000000e-01  1.27799086e+00 
 6.70000000e-01  6.70000000e-01  1.27803375e+00 
 6.71000000e-01  6.71000000e-01  1.27806510e+00 
 6.72000000e-01  6.72000000e-01  1.27812790e+00 
 6.73000000e-01  6.73000000e-01  1.27816405e+00 
 6.74000000e-01  6.74000000e-01  1.27821587e+00 
 6.75000000e-01  6.75000000e-01  1.27829288e+00 
 6.76000000e-01  6.76000000e-01  1.27829828e+00 
 6.77000000e-01  6.77000000e-01  1.27833407e+00 
 6.78000000e-01  6.78000000e-01  1.27841711e+00 
 6.79000000e-01  6.79000000e-01  1.27842101e+00 
 6.80000000e-01  6.80000000e-01  1.27849687e+00 
 6.81000000e-01  6.81000000e-01  1.27851520e+00 
 6.82000000e-01  6.82000000e-01  1.27854363e+00 
 6.83000000e-01  6.83000000e-01  1.27860615e+00 
 6.84000000e-01  6.84000000e-01  1.27865363e+00 
 6.85000000e-01  6.85000000e-01  1.27868353e+00 
 6.86000000e-01  6.86000000e-01  1.27873809e+00 
 6.87000000e-01  6.87000000e-01  1.27880504e+00 
 6.88000000e-01  6.88000000e-01  1.27882336e+00 
 6.89000000e-01  6.89000000e-01  1.27889153e+00 
 6.90000000e-01  6.90000000e-01  1.27890442e+00 
 6.91000000e-01  6.91000000e-01  1.27890193e+00 
 6.92000000e-01  6.92000000e-01  1.27898474e+00 
 6.93000000e-01  6.93000000e-01  1.27902211e+00 
 6.94000000e-01  6.94000000e-01  1.27905882e+00 
 6.95000000e-01  6.95000000e-01  1.27909329e+00 
 6.96000000e-01  6.96000000e-01  1.27917240e+00 
 6.97000000e-01  6.97000000e-01  1.27918198e+00 
 6.98000000e-01  6.98000000e-01  1.27922428e+00 
 6.99000000e-01  6.99000000e-01  1.27927531e+00 
 7.00000000e-01  7.00000000e-01  1.27930172e+00 
 7.01000000e-01  7.01000000e-01  1.27938177e+00 
 7.02000000e-01  7.02000000e-01  1.27936349e+00 
 7.03000000e-01  7.03000000e-01  1.27944876e+00 
 7.04000000e-01  7.04000000e-01  1.27946085e+00 
 7.05000000e-01  7.05000000e-01  1.27947480e+00 
 7.06000000e-01  7.06000000e-01  1.27955474e+00 
 7.07000000e-01  7.07000000e-01  1.27958031e+00 
 7.08000000e-01  7.08000000e-01  1.27961973e+00 
 7.09000000e-01  7.09000000e-01  1.27965845e+00 
 7.10000000e-01  7.10000000e-01  1.27968895e+00 
 7.11000000e-01  7.11000000e-01  1.27973146e+00 
 7.12000000e-01  7.12000000e-01  1.27977034e+00 
 7.13000000e-01  7.13000000e-01  1.27979703e+00 
 7.14000000e-01  7.14000000e-01  1.27987088e+00 
 7.15000000e-01  7.15000000e-01  1.27989660e+00 
 7.16000000e-01  7.16000000e-01  1.27989771e+00 
 7.17000000e-01  7.17000000e-01  1.27993997e+00 
 7.18000000e-01  7.18000000e-01  1.28001145e+00 
 7.19000000e-01  7.19000000e-01  1.28003681e+00 
 7.20000000e-01  7.20000000e-01  1.28003126e+00 
 7.21000000e-01  7.21000000e-01  1.28010470e+00 
 7.22000000e-01  7.22000000e-01  1.28009430e+00 
 7.23000000e-01  7.23000000e-01  1.28015031e+00 
 7.24000000e-01  7.24000000e-01  1.28018799e+00 
 7.25000000e-01  7.25000000e-01  1.28027166e+00 
 7.26000000e-01  7.26000000e-01  1.28024927e+00 
 7.27000000e-01  7.27000000e-01  1.28028145e+00 
 7.28000000e-01  7.28000000e-01  1.28033610e+00 
 7.29000000e-01  7.29000000e-01  1.28035320e+00 
 7.30000000e-01  7.30000000e-01  1.28038049e+00 
 7.31000000e-01  7.31000000e-01  1.28042665e+00 
 7.32000000e-01  7.32000000e-01  1.28048923e+00 
 7.33000000e-01  7.33000000e-01  1.28050739e+00 
 7.34000000e-01  7.34000000e-01  1.28052102e+00 
 7.35000000e-01  7.35000000e-01  1.28057274e+00 
 7.36000000e-01  7.36000000e-01  1.28058645e+00 
 7.37000000e-01  7.37000000e-01  1.28062307e+00 
 7.38000000e-01  7.38000000e-01  1.28065023e+00 
 7.39000000e-01  7.39000000e-01  1.28073901e+00 
 7.40000000e-01  7.40000000e-01  1.28074260e+00 
 7.41000000e-01  7.41000000e-01  1.28076901e+00 
 7.42000000e-01  7.42000000e-01  1.28081517e+00 
 7.43000000e-01  7.43000000e-01  1.28083002e+00 
 7.44000000e-01  7.44000000e-01  1.28082918e+00 
 7.45000000e-01  7.45000000e-01  1.28088948e+00 
 7.46000000e-01  7.46000000e-01  1.28088276e+00 
 7.47000000e-01  7.47000000e-01  1.28096187e+00 
 7.48000000e-01  7.48000000e-01  1.28100412e+00 
 7.49000000e-01  7.49000000e-01  1.28101876e+00 
 7.50000000e-01  7.50000000e-01  1.28103794e+00 
