 frequency       v(Amag_dB)      v(Aarg)        
 1.00000000e-02  4.22101853e+00  8.81220137e+01 
 1.02305973e-02  4.41882076e+00  8.80787399e+01 
 1.04665121e-02  4.61661286e+00  8.80344705e+01 
 1.07078670e-02  4.81439435e+00  8.79891827e+01 
 1.09547876e-02  5.01216474e+00  8.79428532e+01 
 1.12074020e-02  5.20992350e+00  8.78954581e+01 
 1.14658417e-02  5.40767010e+00  8.78469731e+01 
 1.17302409e-02  5.60540398e+00  8.77973732e+01 
 1.20007371e-02  5.80312454e+00  8.77466330e+01 
 1.22774708e-02  6.00083116e+00  8.76947264e+01 
 1.25605860e-02  6.19852319e+00  8.76416268e+01 
 1.28502297e-02  6.39619996e+00  8.75873068e+01 
 1.31465525e-02  6.59386076e+00  8.75317388e+01 
 1.34497085e-02  6.79150484e+00  8.74748942e+01 
 1.37598551e-02  6.98913143e+00  8.74167439e+01 
 1.40771537e-02  7.18673971e+00  8.73572583e+01 
 1.44017690e-02  7.38432883e+00  8.72964067e+01 
 1.47338699e-02  7.58189791e+00  8.72341583e+01 
 1.50736290e-02  7.77944602e+00  8.71704812e+01 
 1.54212228e-02  7.97697217e+00  8.71053430e+01 
 1.57768320e-02  8.17447535e+00  8.70387104e+01 
 1.61406415e-02  8.37195450e+00  8.69705497e+01 
 1.65128404e-02  8.56940850e+00  8.69008260e+01 
 1.68936220e-02  8.76683618e+00  8.68295040e+01 
 1.72831844e-02  8.96423632e+00  8.67565476e+01 
 1.76817299e-02  9.16160765e+00  8.66819197e+01 
 1.80894658e-02  9.35894883e+00  8.66055825e+01 
 1.85066040e-02  9.55625847e+00  8.65274975e+01 
 1.89333613e-02  9.75353510e+00  8.64476253e+01 
 1.93699595e-02  9.95077720e+00  8.63659255e+01 
 1.98166255e-02  1.01479832e+01  8.62823571e+01 
 2.02735916e-02  1.03451513e+01  8.61968780e+01 
 2.07410951e-02  1.05422799e+01  8.61094453e+01 
 2.12193792e-02  1.07393672e+01  8.60200152e+01 
 2.17086923e-02  1.09364111e+01  8.59285430e+01 
 2.22092889e-02  1.11334098e+01  8.58349829e+01 
 2.27214291e-02  1.13303610e+01  8.57392885e+01 
 2.32453791e-02  1.15272628e+01  8.56414119e+01 
 2.37814113e-02  1.17241126e+01  8.55413048e+01 
 2.43298042e-02  1.19209082e+01  8.54389174e+01 
 2.48908429e-02  1.21176471e+01  8.53341992e+01 
 2.54648190e-02  1.23143266e+01  8.52270985e+01 
 2.60520309e-02  1.25109440e+01  8.51175627e+01 
 2.66527837e-02  1.27074965e+01  8.50055381e+01 
 2.72673897e-02  1.29039811e+01  8.48909698e+01 
 2.78961683e-02  1.31003947e+01  8.47738020e+01 
 2.85394464e-02  1.32967339e+01  8.46539776e+01 
 2.91975583e-02  1.34929954e+01  8.45314387e+01 
 2.98708461e-02  1.36891757e+01  8.44061259e+01 
 3.05596598e-02  1.38852710e+01  8.42779791e+01 
 3.12643573e-02  1.40812774e+01  8.41469366e+01 
 3.19853049e-02  1.42771909e+01  8.40129358e+01 
 3.27228774e-02  1.44730072e+01  8.38759131e+01 
 3.34774581e-02  1.46687220e+01  8.37358033e+01 
 3.42494392e-02  1.48643305e+01  8.35925405e+01 
 3.50392221e-02  1.50598279e+01  8.34460573e+01 
 3.58472171e-02  1.52552093e+01  8.32962852e+01 
 3.66738442e-02  1.54504692e+01  8.31431546e+01 
 3.75195331e-02  1.56456023e+01  8.29865947e+01 
 3.83847234e-02  1.58406028e+01  8.28265334e+01 
 3.92698648e-02  1.60354647e+01  8.26628975e+01 
 4.01754173e-02  1.62301817e+01  8.24956127e+01 
 4.11018515e-02  1.64247473e+01  8.23246034e+01 
 4.20496491e-02  1.66191548e+01  8.21497930e+01 
 4.30193027e-02  1.68133969e+01  8.19711035e+01 
 4.40113162e-02  1.70074663e+01  8.17884561e+01 
 4.50262052e-02  1.72013552e+01  8.16017706e+01 
 4.60644974e-02  1.73950557e+01  8.14109659e+01 
 4.71267322e-02  1.75885592e+01  8.12159598e+01 
 4.82134619e-02  1.77818571e+01  8.10166689e+01 
 4.93252513e-02  1.79749402e+01  8.08130090e+01 
 5.04626783e-02  1.81677990e+01  8.06048948e+01 
 5.16263340e-02  1.83604235e+01  8.03922401e+01 
 5.28168234e-02  1.85528036e+01  8.01749578e+01 
 5.40347650e-02  1.87449284e+01  7.99529600e+01 
 5.52807921e-02  1.89367867e+01  7.97261581e+01 
 5.65555523e-02  1.91283670e+01  7.94944624e+01 
 5.78597080e-02  1.93196570e+01  7.92577830e+01 
 5.91939372e-02  1.95106443e+01  7.90160292e+01 
 6.05589334e-02  1.97013156e+01  7.87691097e+01 
 6.19554061e-02  1.98916574e+01  7.85169329e+01 
 6.33840810e-02  2.00816556e+01  7.82594068e+01 
 6.48457008e-02  2.02712954e+01  7.79964391e+01 
 6.63410251e-02  2.04605615e+01  7.77279377e+01 
 6.78708313e-02  2.06494381e+01  7.74538100e+01 
 6.94359143e-02  2.08379087e+01  7.71739638e+01 
 7.10370877e-02  2.10259563e+01  7.68883071e+01 
 7.26751838e-02  2.12135631e+01  7.65967482e+01 
 7.43510539e-02  2.14007109e+01  7.62991961e+01 
 7.60655691e-02  2.15873805e+01  7.59955602e+01 
 7.78196206e-02  2.17735523e+01  7.56857510e+01 
 7.96141200e-02  2.19592059e+01  7.53696799e+01 
 8.14500001e-02  2.21443202e+01  7.50472597e+01 
 8.33282151e-02  2.23288734e+01  7.47184044e+01 
 8.52497412e-02  2.25128430e+01  7.43830299e+01 
 8.72155772e-02  2.26962056e+01  7.40410537e+01 
 8.92267449e-02  2.28789373e+01  7.36923956e+01 
 9.12842895e-02  2.30610131e+01  7.33369777e+01 
 9.33892805e-02  2.32424077e+01  7.29747247e+01 
 9.55428121e-02  2.34230945e+01  7.26055642e+01 
 9.77460036e-02  2.36030465e+01  7.22294269e+01 
 1.00000000e-01  2.37822358e+01  7.18462470e+01 
 1.02305973e-01  2.39606337e+01  7.14559626e+01 
 1.04665121e-01  2.41382107e+01  7.10585157e+01 
 1.07078670e-01  2.43149366e+01  7.06538526e+01 
 1.09547876e-01  2.44907804e+01  7.02419247e+01 
 1.12074020e-01  2.46657103e+01  6.98226881e+01 
 1.14658417e-01  2.48396938e+01  6.93961046e+01 
