 frequency       v(PSRR_dB)     
 1.00000000e-01  5.88331604e+01 
 1.02305973e-01  5.88331602e+01 
 1.04665121e-01  5.88331600e+01 
 1.07078670e-01  5.88331598e+01 
 1.09547876e-01  5.88331596e+01 
 1.12074020e-01  5.88331593e+01 
 1.14658417e-01  5.88331591e+01 
 1.17302409e-01  5.88331588e+01 
 1.20007371e-01  5.88331586e+01 
 1.22774708e-01  5.88331583e+01 
 1.25605860e-01  5.88331580e+01 
 1.28502297e-01  5.88331577e+01 
 1.31465525e-01  5.88331574e+01 
 1.34497085e-01  5.88331570e+01 
 1.37598551e-01  5.88331567e+01 
 1.40771537e-01  5.88331563e+01 
 1.44017690e-01  5.88331559e+01 
 1.47338699e-01  5.88331555e+01 
 1.50736290e-01  5.88331551e+01 
 1.54212228e-01  5.88331547e+01 
 1.57768320e-01  5.88331542e+01 
 1.61406415e-01  5.88331537e+01 
 1.65128404e-01  5.88331532e+01 
 1.68936220e-01  5.88331527e+01 
 1.72831844e-01  5.88331521e+01 
 1.76817299e-01  5.88331515e+01 
 1.80894658e-01  5.88331509e+01 
 1.85066040e-01  5.88331503e+01 
 1.89333613e-01  5.88331496e+01 
 1.93699595e-01  5.88331489e+01 
 1.98166255e-01  5.88331482e+01 
 2.02735916e-01  5.88331474e+01 
 2.07410951e-01  5.88331466e+01 
 2.12193792e-01  5.88331458e+01 
 2.17086923e-01  5.88331449e+01 
 2.22092889e-01  5.88331440e+01 
 2.27214291e-01  5.88331430e+01 
 2.32453791e-01  5.88331420e+01 
 2.37814113e-01  5.88331410e+01 
 2.43298042e-01  5.88331399e+01 
 2.48908429e-01  5.88331387e+01 
 2.54648190e-01  5.88331375e+01 
 2.60520309e-01  5.88331363e+01 
 2.66527837e-01  5.88331349e+01 
 2.72673897e-01  5.88331336e+01 
 2.78961683e-01  5.88331321e+01 
 2.85394464e-01  5.88331306e+01 
 2.91975583e-01  5.88331290e+01 
 2.98708461e-01  5.88331273e+01 
 3.05596598e-01  5.88331256e+01 
 3.12643573e-01  5.88331238e+01 
 3.19853049e-01  5.88331219e+01 
 3.27228774e-01  5.88331199e+01 
 3.34774581e-01  5.88331178e+01 
 3.42494392e-01  5.88331156e+01 
 3.50392221e-01  5.88331133e+01 
 3.58472171e-01  5.88331109e+01 
 3.66738442e-01  5.88331084e+01 
 3.75195331e-01  5.88331058e+01 
 3.83847234e-01  5.88331031e+01 
 3.92698648e-01  5.88331002e+01 
 4.01754173e-01  5.88330972e+01 
 4.11018515e-01  5.88330941e+01 
 4.20496491e-01  5.88330908e+01 
 4.30193027e-01  5.88330873e+01 
 4.40113162e-01  5.88330837e+01 
 4.50262052e-01  5.88330800e+01 
 4.60644974e-01  5.88330760e+01 
 4.71267322e-01  5.88330719e+01 
 4.82134619e-01  5.88330675e+01 
 4.93252513e-01  5.88330630e+01 
 5.04626783e-01  5.88330583e+01 
 5.16263340e-01  5.88330533e+01 
 5.28168234e-01  5.88330481e+01 
 5.40347650e-01  5.88330427e+01 
 5.52807921e-01  5.88330370e+01 
 5.65555523e-01  5.88330310e+01 
 5.78597080e-01  5.88330248e+01 
 5.91939372e-01  5.88330183e+01 
 6.05589334e-01  5.88330115e+01 
 6.19554061e-01  5.88330043e+01 
 6.33840810e-01  5.88329969e+01 
 6.48457008e-01  5.88329890e+01 
 6.63410251e-01  5.88329808e+01 
 6.78708313e-01  5.88329723e+01 
 6.94359143e-01  5.88329633e+01 
 7.10370877e-01  5.88329539e+01 
 7.26751838e-01  5.88329441e+01 
 7.43510539e-01  5.88329338e+01 
 7.60655691e-01  5.88329230e+01 
 7.78196206e-01  5.88329118e+01 
 7.96141200e-01  5.88329000e+01 
 8.14500001e-01  5.88328876e+01 
 8.33282151e-01  5.88328747e+01 
 8.52497412e-01  5.88328612e+01 
 8.72155772e-01  5.88328470e+01 
 8.92267449e-01  5.88328322e+01 
 9.12842895e-01  5.88328167e+01 
 9.33892805e-01  5.88328005e+01 
 9.55428121e-01  5.88327835e+01 
 9.77460036e-01  5.88327657e+01 
 1.00000000e+00  5.88327471e+01 
 1.02305973e+00  5.88327276e+01 
 1.04665121e+00  5.88327072e+01 
 1.07078670e+00  5.88326859e+01 
 1.09547876e+00  5.88326636e+01 
 1.12074020e+00  5.88326402e+01 
 1.14658417e+00  5.88326157e+01 
 1.17302409e+00  5.88325901e+01 
 1.20007371e+00  5.88325633e+01 
 1.22774708e+00  5.88325353e+01 
 1.25605860e+00  5.88325059e+01 
 1.28502297e+00  5.88324752e+01 
 1.31465525e+00  5.88324430e+01 
 1.34497085e+00  5.88324094e+01 
 1.37598551e+00  5.88323742e+01 
 1.40771537e+00  5.88323373e+01 
 1.44017690e+00  5.88322987e+01 
 1.47338699e+00  5.88322583e+01 
 1.50736290e+00  5.88322160e+01 
 1.54212228e+00  5.88321718e+01 
 1.57768320e+00  5.88321254e+01 
 1.61406415e+00  5.88320770e+01 
 1.65128404e+00  5.88320262e+01 
 1.68936220e+00  5.88319731e+01 
 1.72831844e+00  5.88319176e+01 
 1.76817299e+00  5.88318594e+01 
 1.80894658e+00  5.88317985e+01 
 1.85066040e+00  5.88317348e+01 
 1.89333613e+00  5.88335243e+01 
 1.93699595e+00  5.88334544e+01 
 1.98166255e+00  5.88333814e+01 
 2.02735916e+00  5.88333049e+01 
 2.07410951e+00  5.88332248e+01 
 2.12193792e+00  5.88331410e+01 
 2.17086923e+00  5.88330533e+01 
 2.22092889e+00  5.88329615e+01 
 2.27214291e+00  5.88328654e+01 
 2.32453791e+00  5.88327649e+01 
 2.37814113e+00  5.88326597e+01 
 2.43298042e+00  5.88325495e+01 
 2.48908429e+00  5.88324342e+01 
 2.54648190e+00  5.88323136e+01 
 2.60520309e+00  5.88321873e+01 
 2.66527837e+00  5.88320551e+01 
 2.72673897e+00  5.88319168e+01 
 2.78961683e+00  5.88317720e+01 
 2.85394464e+00  5.88316204e+01 
 2.91975583e+00  5.88333179e+01 
 2.98708461e+00  5.88331519e+01 
 3.05596598e+00  5.88329781e+01 
 3.12643573e+00  5.88327962e+01 
 3.19853049e+00  5.88326059e+01 
 3.27228774e+00  5.88324066e+01 
 3.34774581e+00  5.88321981e+01 
 3.42494392e+00  5.88319798e+01 
 3.50392221e+00  5.88317514e+01 
 3.58472171e+00  5.88315123e+01 
 3.66738442e+00  5.88326541e+01 
 3.75195331e+00  5.88323921e+01 
 3.83847234e+00  5.88321180e+01 
 3.92698648e+00  5.88318310e+01 
 4.01754173e+00  5.88315307e+01 
 4.11018515e+00  5.88312164e+01 
 4.20496491e+00  5.88308875e+01 
 4.30193027e+00  5.88328631e+01 
 4.40113162e+00  5.88325027e+01 
 4.50262052e+00  5.88321255e+01 
 4.60644974e+00  5.88317306e+01 
 4.71267322e+00  5.88313174e+01 
 4.82134619e+00  5.88327410e+01 
 4.93252513e+00  5.88322882e+01 
 5.04626783e+00  5.88318144e+01 
 5.16263340e+00  5.88313186e+01 
 5.28168234e+00  5.88326555e+01 
 5.40347650e+00  5.88321122e+01 
 5.52807921e+00  5.88315437e+01 
 5.65555523e+00  5.88309486e+01 
 5.78597080e+00  5.88326457e+01 
 5.91939372e+00  5.88319937e+01 
 6.05589334e+00  5.88313114e+01 
 6.19554061e+00  5.88315252e+01 
 6.33840810e+00  5.88307777e+01 
 6.48457008e+00  5.88323153e+01 
 6.63410251e+00  5.88333525e+01 
 6.78708313e+00  5.88324953e+01 
 6.94359143e+00  5.88339185e+01 
 7.10370877e+00  5.88329794e+01 
 7.26751838e+00  5.88333888e+01 
 7.43510539e+00  5.88323601e+01 
 7.60655691e+00  5.88331396e+01 
 7.78196206e+00  5.88320128e+01 
 7.96141200e+00  5.88326895e+01 
 8.14500001e+00  5.88333112e+01 
 8.33282151e+00  5.88320192e+01 
 8.52497412e+00  5.88325230e+01 
 8.72155772e+00  5.88329638e+01 
 8.92267449e+00  5.88314824e+01 
 9.12842895e+00  5.88313241e+01 
 9.33892805e+00  5.88320213e+01 
 9.55428121e+00  5.88321789e+01 
 9.77460036e+00  5.88322572e+01 
 1.00000000e+01  5.88327166e+01 
 1.02305973e+01  5.88316972e+01 
 1.04665121e+01  5.88338351e+01 
 1.07078670e+01  5.88335577e+01 
 1.09547876e+01  5.88331808e+01 
 1.12074020e+01  5.88326998e+01 
 1.14658417e+01  5.88321098e+01 
 1.17302409e+01  5.88314057e+01 
 1.20007371e+01  5.88324381e+01 
 1.22774708e+01  5.88319536e+01 
 1.25605860e+01  5.88322661e+01 
 1.28502297e+01  5.88310499e+01 
 1.31465525e+01  5.88334021e+01 
 1.34497085e+01  5.88318924e+01 
 1.37598551e+01  5.88320817e+01 
 1.40771537e+01  5.88316427e+01 
 1.44017690e+01  5.88319597e+01 
 1.47338699e+01  5.88320966e+01 
 1.50736290e+01  5.88311172e+01 
 1.54212228e+01  5.88327244e+01 
 1.57768320e+01  5.88313414e+01 
 1.61406415e+01  5.88320621e+01 
 1.65128404e+01  5.88307011e+01 
 1.68936220e+01  5.88314230e+01 
 1.72831844e+01  5.88332892e+01 
 1.76817299e+01  5.88325763e+01 
 1.80894658e+01  5.88320561e+01 
 1.85066040e+01  5.88312520e+01 
 1.89333613e+01  5.88306146e+01 
 1.93699595e+01  5.88324496e+01 
 1.98166255e+01  5.88307116e+01 
 2.02735916e+01  5.88304886e+01 
 2.07410951e+01  5.88317644e+01 
 2.12193792e+01  5.88303476e+01 
 2.17086923e+01  5.88308593e+01 
 2.22092889e+01  5.88314261e+01 
 2.27214291e+01  5.88306372e+01 
 2.32453791e+01  5.88298643e+01 
 2.37814113e+01  5.88309416e+01 
 2.43298042e+01  5.88292094e+01 
 2.48908429e+01  5.88288189e+01 
 2.54648190e+01  5.88278911e+01 
 2.60520309e+01  5.88287192e+01 
 2.66527837e+01  5.88280315e+01 
 2.72673897e+01  5.88276551e+01 
 2.78961683e+01  5.88275611e+01 
 2.85394464e+01  5.88291105e+01 
 2.91975583e+01  5.88280990e+01 
 2.98708461e+01  5.88282028e+01 
 3.05596598e+01  5.88275330e+01 
 3.12643573e+01  5.88274442e+01 
 3.19853049e+01  5.88269715e+01 
 3.27228774e+01  5.88279296e+01 
 3.34774581e+01  5.88256419e+01 
 3.42494392e+01  5.88260905e+01 
 3.50392221e+01  5.88269128e+01 
 3.58472171e+01  5.88275980e+01 
 3.66738442e+01  5.88267057e+01 
 3.75195331e+01  5.88246482e+01 
 3.83847234e+01  5.88250777e+01 
 3.92698648e+01  5.88242307e+01 
 4.01754173e+01  5.88239008e+01 
 4.11018515e+01  5.88221729e+01 
 4.20496491e+01  5.88226871e+01 
 4.30193027e+01  5.88235226e+01 
 4.40113162e+01  5.88227553e+01 
 4.50262052e+01  5.88244785e+01 
 4.60644974e+01  5.88216678e+01 
 4.71267322e+01  5.88230395e+01 
