 v-sweep         v(Ileak_lv_w_dummy) v(Ileak_hv_w_dummy) v(Ileak_lv_wo_dummy) v(Ileak_hv_wo_dummy)
 0.00000000e+00 -1.75746918e-10 -1.78343757e-14 -1.88700804e-10 -1.76084784e-14 
 1.00000000e-02 -1.18234817e-10 -1.28231671e-14 -1.31188703e-10 -1.25972698e-14 
 2.00000000e-02 -7.82278317e-11 -9.36920623e-15 -9.11817179e-11 -9.14330892e-15 
 3.00000000e-02 -5.04004989e-11 -6.98669634e-15 -6.33543852e-11 -6.76079902e-15 
 4.00000000e-02 -3.10466170e-11 -5.34137114e-15 -4.40005033e-11 -5.11547382e-15 
 5.00000000e-02 -1.75871995e-11 -4.20323156e-15 -3.05410857e-11 -3.97733424e-15 
 6.00000000e-02 -8.22783056e-12 -3.41402985e-15 -2.11817168e-11 -3.18813254e-15 
 7.00000000e-02 -1.72010701e-12 -2.86488790e-15 -1.46739933e-11 -2.63899059e-15 
 8.00000000e-02  2.80442577e-12 -2.48089205e-15 -1.01494605e-11 -2.25499474e-15 
 9.00000000e-02  5.94985721e-12 -2.21050968e-15 -7.00402904e-12 -1.98461237e-15 
 1.00000000e-01  8.55799331e-12 -1.98405453e-15 -4.39589294e-12 -1.75815722e-15 
 1.10000000e-01  9.94926649e-12 -1.85627120e-15 -3.00461976e-12 -1.63037388e-15 
 1.20000000e-01  1.09161628e-11 -1.76213784e-15 -2.03772344e-12 -1.53624053e-15 
 1.30000000e-01  1.15880671e-11 -1.69114857e-15 -1.36581917e-12 -1.46525125e-15 
 1.40000000e-01  1.20549357e-11 -1.63607874e-15 -8.98950577e-13 -1.41018143e-15 
 1.50000000e-01  1.23793064e-11 -1.59196003e-15 -5.74579896e-13 -1.36606272e-15 
 1.60000000e-01  1.26046516e-11 -1.55537236e-15 -3.49234611e-13 -1.32947504e-15 
 1.70000000e-01  1.27611883e-11 -1.52396181e-15 -1.92697971e-13 -1.29806449e-15 
 1.80000000e-01  1.28699173e-11 -1.49611673e-15 -8.39689206e-14 -1.27021942e-15 
 1.90000000e-01  1.29454334e-11 -1.47072178e-15 -8.45283087e-15 -1.24482447e-15 
 2.00000000e-01  1.29978781e-11 -1.44701185e-15  4.39918723e-14 -1.22111453e-15 
 2.10000000e-01  1.30342979e-11 -1.42446071e-15  8.04116861e-14 -1.19856340e-15 
 2.20000000e-01  1.30595884e-11 -1.40270647e-15  1.05702151e-13 -1.17680916e-15 
 2.30000000e-01  1.30771503e-11 -1.38150023e-15  1.23264056e-13 -1.15560292e-15 
 2.40000000e-01  1.30893459e-11 -1.36067083e-15  1.35459623e-13 -1.13477352e-15 
 2.50000000e-01  1.30978157e-11 -1.34010055e-15  1.43929473e-13 -1.11420324e-15 
 2.60000000e-01  1.31036992e-11 -1.31970845e-15  1.49812956e-13 -1.09381114e-15 
 2.70000000e-01  1.31077875e-11 -1.29943887e-15  1.53901207e-13 -1.07354156e-15 
 2.80000000e-01  1.31106298e-11 -1.27925353e-15  1.56743512e-13 -1.05335621e-15 
 2.90000000e-01  1.31126075e-11 -1.25912610e-15  1.58721201e-13 -1.03322879e-15 
 3.00000000e-01  1.31139852e-11 -1.23903850e-15  1.60098968e-13 -1.01314119e-15 
 3.10000000e-01  1.31149468e-11 -1.21897828e-15  1.61060523e-13 -9.93080966e-16 
 3.20000000e-01  1.31156196e-11 -1.19893688e-15  1.61733362e-13 -9.73039566e-16 
 3.30000000e-01  1.31160922e-11 -1.17890842e-15  1.62205959e-13 -9.53011106e-16 
 3.40000000e-01  1.31164259e-11 -1.15888886e-15  1.62539683e-13 -9.32991543e-16 
 3.50000000e-01  1.31166634e-11 -1.13887541e-15  1.62777114e-13 -9.12978096e-16 
 3.60000000e-01  1.31168340e-11 -1.11886616e-15  1.62947782e-13 -8.92968853e-16 
 3.70000000e-01  1.31169584e-11 -1.09885981e-15  1.63072181e-13 -8.72962500e-16 
 3.80000000e-01  1.31170507e-11 -1.07885544e-15  1.63164497e-13 -8.52958133e-16 
 3.90000000e-01  1.31171208e-11 -1.05885244e-15  1.63234587e-13 -8.32955132e-16 
 4.00000000e-01  1.31171755e-11 -1.03885038e-15  1.63289274e-13 -8.12953069e-16 
 4.10000000e-01  1.31172195e-11 -1.01884896e-15  1.63333292e-13 -7.92951652e-16 
 4.20000000e-01  1.31172562e-11 -9.98847989e-16  1.63369920e-13 -7.72950678e-16 
 4.30000000e-01  1.31172877e-11 -9.78847320e-16  1.63401430e-13 -7.52950008e-16 
 4.40000000e-01  1.31173156e-11 -9.58846860e-16  1.63429395e-13 -7.32949548e-16 
 4.50000000e-01  1.31173412e-11 -9.38846544e-16  1.63454906e-13 -7.12949232e-16 
 4.60000000e-01  1.31173650e-11 -9.18846326e-16  1.63478719e-13 -6.92949015e-16 
 4.70000000e-01  1.31173876e-11 -8.98846177e-16  1.63501356e-13 -6.72948865e-16 
 4.80000000e-01  1.31174094e-11 -8.78846075e-16  1.63523180e-13 -6.52948763e-16 
 4.90000000e-01  1.31174307e-11 -8.58846004e-16  1.63544441e-13 -6.32948692e-16 
 5.00000000e-01  1.31174516e-11 -8.38845956e-16  1.63565313e-13 -6.12948644e-16 
 5.10000000e-01  1.31174722e-11 -8.18845923e-16  1.63585915e-13 -5.92948611e-16 
 5.20000000e-01  1.31174926e-11 -7.98845900e-16  1.63606331e-13 -5.72948588e-16 
 5.30000000e-01  1.31175129e-11 -7.78845884e-16  1.63626619e-13 -5.52948572e-16 
 5.40000000e-01  1.31175331e-11 -7.58845873e-16  1.63646817e-13 -5.32948562e-16 
 5.50000000e-01  1.31175532e-11 -7.38845866e-16  1.63666954e-13 -5.12948554e-16 
 5.60000000e-01  1.31175733e-11 -7.18845861e-16  1.63687049e-13 -4.92948549e-16 
 5.70000000e-01  1.31175934e-11 -6.98845857e-16  1.63707114e-13 -4.72948546e-16 
 5.80000000e-01  1.31176134e-11 -6.78845855e-16  1.63727159e-13 -4.52948543e-16 
 5.90000000e-01  1.31176334e-11 -6.58845853e-16  1.63747190e-13 -4.32948542e-16 
 6.00000000e-01  1.31176535e-11 -6.38845852e-16  1.63767211e-13 -4.12948540e-16 
 6.10000000e-01  1.31176735e-11 -6.18845851e-16  1.63787225e-13 -3.92948540e-16 
 6.20000000e-01  1.31176935e-11 -5.98845851e-16  1.63807235e-13 -3.72948539e-16 
 6.30000000e-01  1.31177135e-11 -5.78845850e-16  1.63827242e-13 -3.52948539e-16 
 6.40000000e-01  1.31177335e-11 -5.58845850e-16  1.63847247e-13 -3.32948538e-16 
 6.50000000e-01  1.31177535e-11 -5.38845850e-16  1.63867250e-13 -3.12948538e-16 
 6.60000000e-01  1.31177735e-11 -5.18845850e-16  1.63887252e-13 -2.92948538e-16 
 6.70000000e-01  1.31177935e-11 -4.98845850e-16  1.63907253e-13 -2.72948538e-16 
 6.80000000e-01  1.31178135e-11 -4.78845850e-16  1.63927254e-13 -2.52948538e-16 
 6.90000000e-01  1.31178335e-11 -4.58845850e-16  1.63947255e-13 -2.32948538e-16 
 7.00000000e-01  1.31178535e-11 -4.38845850e-16  1.63967255e-13 -2.12948538e-16 
 7.10000000e-01  1.31178735e-11 -4.18845850e-16  1.63987255e-13 -1.92948538e-16 
 7.20000000e-01  1.31178935e-11 -3.98845850e-16  1.64007255e-13 -1.72948538e-16 
 7.30000000e-01  1.31179135e-11 -3.78845850e-16  1.64027256e-13 -1.52948538e-16 
 7.40000000e-01  1.31179335e-11 -3.58845850e-16  1.64047256e-13 -1.32948538e-16 
 7.50000000e-01  1.31179535e-11 -3.38845850e-16  1.64067256e-13 -1.12948538e-16 
 7.60000000e-01  1.31179735e-11 -3.18845850e-16  1.64087256e-13 -9.29485379e-17 
 7.70000000e-01  1.31179935e-11 -2.98845850e-16  1.64107256e-13 -7.29485379e-17 
 7.80000000e-01  1.31180135e-11 -2.78845850e-16  1.64127256e-13 -5.29485379e-17 
 7.90000000e-01  1.31180335e-11 -2.58845850e-16  1.64147256e-13 -3.29485379e-17 
 8.00000000e-01  1.31180535e-11 -2.38845850e-16  1.64167256e-13 -1.29485378e-17 
 8.10000000e-01  1.31180735e-11 -2.18845850e-16  1.64187256e-13  7.05146219e-18 
 8.20000000e-01  1.31180935e-11 -1.98845850e-16  1.64207256e-13  2.70514622e-17 
 8.30000000e-01  1.31181135e-11 -1.78845849e-16  1.64227256e-13  4.70514623e-17 
