 v-sweep         v(Ileak_lv_w_dummy) v(Ileak_hv_w_dummy) v(Ileak_lv_wo_dummy) v(Ileak_hv_wo_dummy)
 8.40000000e-01  1.31181335e-11 -1.58845849e-16  1.64247257e-13  6.70514624e-17 
 8.50000000e-01  1.31181535e-11 -1.38845849e-16  1.64267257e-13  8.70514626e-17 
 8.60000000e-01  1.31181735e-11 -1.18845849e-16  1.64287257e-13  1.07051463e-16 
 8.70000000e-01  1.31181935e-11 -9.88458486e-17  1.64307257e-13  1.27051463e-16 
 8.80000000e-01  1.31182135e-11 -7.88458481e-17  1.64327258e-13  1.47051464e-16 
 8.90000000e-01  1.31182335e-11 -5.88458474e-17  1.64347258e-13  1.67051464e-16 
 9.00000000e-01  1.31182535e-11 -3.88458464e-17  1.64367258e-13  1.87051465e-16 
 9.10000000e-01  1.31182735e-11 -1.88458448e-17  1.64387259e-13  2.07051467e-16 
 9.20000000e-01  1.31182935e-11  1.15415748e-18  1.64407260e-13  2.27051469e-16 
 9.30000000e-01  1.31183135e-11  2.11541609e-17  1.64427261e-13  2.47051473e-16 
 9.40000000e-01  1.31183335e-11  4.11541659e-17  1.64447262e-13  2.67051478e-16 
 9.50000000e-01  1.31183535e-11  6.11541732e-17  1.64467264e-13  2.87051485e-16 
 9.60000000e-01  1.31183735e-11  8.11541841e-17  1.64487267e-13  3.07051496e-16 
 9.70000000e-01  1.31183935e-11  1.01154200e-16  1.64507271e-13  3.27051512e-16 
 9.80000000e-01  1.31184135e-11  1.21154224e-16  1.64527276e-13  3.47051536e-16 
 9.90000000e-01  1.31184335e-11  1.41154259e-16  1.64547284e-13  3.67051570e-16 
 1.00000000e+00  1.31184535e-11  1.61154310e-16  1.64567295e-13  3.87051622e-16 
 1.01000000e+00  1.31184736e-11  1.81154386e-16  1.64587311e-13  4.07051698e-16 
 1.02000000e+00  1.31184936e-11  2.01154498e-16  1.64607335e-13  4.27051810e-16 
 1.03000000e+00  1.31185136e-11  2.21154663e-16  1.64627368e-13  4.47051975e-16 
 1.04000000e+00  1.31185337e-11  2.41154906e-16  1.64647417e-13  4.67052218e-16 
 1.05000000e+00  1.31185537e-11  2.61155264e-16  1.64667487e-13  4.87052576e-16 
 1.06000000e+00  1.31185738e-11  2.81155792e-16  1.64687589e-13  5.07053104e-16 
 1.07000000e+00  1.31185940e-11  3.01156571e-16  1.64707736e-13  5.27053883e-16 
 1.08000000e+00  1.31186142e-11  3.21157719e-16  1.64727949e-13  5.47055030e-16 
 1.09000000e+00  1.31186345e-11  3.41159410e-16  1.64748257e-13  5.67056722e-16 
 1.10000000e+00  1.31186550e-11  3.61161903e-16  1.64768702e-13  5.87059214e-16 
 1.11000000e+00  1.31186756e-11  3.81165576e-16  1.64789348e-13  6.07062888e-16 
 1.12000000e+00  1.31186965e-11  4.01170990e-16  1.64810282e-13  6.27068302e-16 
 1.13000000e+00  1.31187179e-11  4.21178968e-16  1.64831635e-13  6.47076280e-16 
 1.14000000e+00  1.31187398e-11  4.41190725e-16  1.64853593e-13  6.67088037e-16 
 1.15000000e+00  1.31187627e-11  4.61208050e-16  1.64876428e-13  6.87105362e-16 
 1.16000000e+00  1.31187868e-11  4.81233578e-16  1.64900533e-13  7.07130890e-16 
 1.17000000e+00  1.31188127e-11  5.01271194e-16  1.64926474e-13  7.27168505e-16 
 1.18000000e+00  1.31188413e-11  5.21326617e-16  1.64955076e-13  7.47223929e-16 
 1.19000000e+00  1.31188738e-11  5.41408278e-16  1.64987529e-13  7.67305590e-16 
 1.20000000e+00  1.31189118e-11  5.61528594e-16  1.65025556e-13  7.87425906e-16 
 1.21000000e+00  1.31189579e-11  5.81705856e-16  1.65071654e-13  8.07603168e-16 
 1.22000000e+00  1.31190157e-11  6.01967011e-16  1.65129434e-13  8.27864323e-16 
 1.23000000e+00  1.31190904e-11  6.22351752e-16  1.65204125e-13  8.48249064e-16 
 1.24000000e+00  1.31191895e-11  6.42918549e-16  1.65303297e-13  8.68815861e-16 
 1.25000000e+00  1.31193242e-11  6.63753527e-16  1.65437909e-13  8.89650839e-16 
 1.26000000e+00  1.31195101e-11  6.84983542e-16  1.65623821e-13  9.10880854e-16 
 1.27000000e+00  1.31197702e-11  7.06795445e-16  1.65883994e-13  9.32692756e-16 
 1.28000000e+00  1.31201379e-11  7.29464440e-16  1.66251665e-13  9.55361751e-16 
 1.29000000e+00  1.31206612e-11  7.53395860e-16  1.66774945e-13  9.79293172e-16 
 1.30000000e+00  1.31214097e-11  7.79186642e-16  1.67523474e-13  1.00508395e-15 
 1.31000000e+00  1.31224843e-11  8.07716301e-16  1.68598058e-13  1.03361361e-15 
 1.32000000e+00  1.31240309e-11  8.40278666e-16  1.70144615e-13  1.06617598e-15 
 1.33000000e+00  1.31262606e-11  8.78781700e-16  1.72374357e-13  1.10467901e-15 
 1.34000000e+00  1.31294793e-11  9.26033266e-16  1.75593013e-13  1.15193058e-15 
 1.35000000e+00  1.31341294e-11  9.86169065e-16  1.80243112e-13  1.21206638e-15 
 1.36000000e+00  1.31408515e-11  1.06527714e-15  1.86965204e-13  1.29117445e-15 
 1.37000000e+00  1.31505727e-11  1.17232700e-15  1.96686451e-13  1.39822431e-15 
 1.38000000e+00  1.31646351e-11  1.32052111e-15  2.10748871e-13  1.54641842e-15 
 1.39000000e+00  1.31849812e-11  1.52930281e-15  2.31094945e-13  1.75520012e-15 
 1.40000000e+00  1.32144225e-11  1.82730071e-15  2.60536275e-13  2.05319802e-15 
 1.41000000e+00  1.32570287e-11  2.25666633e-15  3.03142417e-13  2.48256364e-15 
 1.42000000e+00  1.33186899e-11  2.87946320e-15  3.64803681e-13  3.10536051e-15 
 1.43000000e+00  1.34079319e-11  3.78706904e-15  4.54045689e-13  4.01296635e-15 
 1.44000000e+00  1.35370946e-11  5.11401660e-15  5.83208334e-13  5.33991391e-15 
 1.45000000e+00  1.37240384e-11  7.05837280e-15  7.70152126e-13  7.28427012e-15 
 1.46000000e+00  1.39946141e-11  9.91173603e-15  1.04072782e-12  1.01376333e-14 
 1.47000000e+00  1.43862370e-11  1.41033866e-14  1.43235076e-12  1.43292839e-14 
 1.48000000e+00  1.49530602e-11  2.02652915e-14  1.99917397e-12  2.04911889e-14 
 1.49000000e+00  1.57734614e-11  2.93277664e-14  2.81957520e-12  2.95536637e-14 
 1.50000000e+00  1.69608787e-11  4.26603031e-14  4.00699244e-12  4.28862004e-14 
