 frequency       v(PSRR_dB)     
 2.12193792e+05  5.51473017e+01 
 2.17086923e+05  5.51349251e+01 
 2.22092889e+05  5.51231699e+01 
 2.27214291e+05  5.51120268e+01 
 2.32453791e+05  5.51014857e+01 
 2.37814113e+05  5.50915369e+01 
 2.43298042e+05  5.50821725e+01 
 2.48908429e+05  5.50733841e+01 
 2.54648190e+05  5.50651639e+01 
 2.60520309e+05  5.50575051e+01 
 2.66527837e+05  5.50504019e+01 
 2.72673897e+05  5.50438481e+01 
 2.78961683e+05  5.50378391e+01 
 2.85394464e+05  5.50323703e+01 
 2.91975583e+05  5.50274381e+01 
 2.98708461e+05  5.50230393e+01 
 3.05596598e+05  5.50191714e+01 
 3.12643573e+05  5.50158325e+01 
 3.19853049e+05  5.50130215e+01 
 3.27228774e+05  5.50107376e+01 
 3.34774581e+05  5.50089809e+01 
 3.42494392e+05  5.50077517e+01 
 3.50392221e+05  5.50070514e+01 
 3.58472171e+05  5.50068814e+01 
 3.66738442e+05  5.50072441e+01 
 3.75195331e+05  5.50081422e+01 
 3.83847234e+05  5.50095789e+01 
 3.92698648e+05  5.50115581e+01 
 4.01754173e+05  5.50140840e+01 
 4.11018515e+05  5.50171612e+01 
 4.20496491e+05  5.50207952e+01 
 4.30193027e+05  5.50249912e+01 
 4.40113162e+05  5.50297554e+01 
 4.50262052e+05  5.50350941e+01 
 4.60644974e+05  5.50410141e+01 
 4.71267322e+05  5.50475223e+01 
 4.82134619e+05  5.50546262e+01 
 4.93252513e+05  5.50623332e+01 
 5.04626783e+05  5.50706513e+01 
 5.16263340e+05  5.50795885e+01 
 5.28168234e+05  5.50891527e+01 
 5.40347650e+05  5.50993526e+01 
 5.52807921e+05  5.51101962e+01 
 5.65555523e+05  5.51216920e+01 
 5.78597080e+05  5.51338483e+01 
 5.91939372e+05  5.51466735e+01 
 6.05589334e+05  5.51601756e+01 
 6.19554061e+05  5.51743626e+01 
 6.33840810e+05  5.51892421e+01 
 6.48457008e+05  5.52048218e+01 
 6.63410251e+05  5.52211083e+01 
 6.78708313e+05  5.52381083e+01 
 6.94359143e+05  5.52558280e+01 
 7.10370877e+05  5.52742727e+01 
 7.26751838e+05  5.52934473e+01 
