 frequency       v(L_dB)         v(L_arg)        v(Tmb_dB)       v(Tmb_arg)      v(Ttian_dB)     v(Ttian_arg)   
 5.65555523e-02  2.39943492e+01  1.04063654e+02  3.42009674e+01  6.34936411e+00  3.42002901e+01  6.35127251e+00 
 5.78597080e-02  2.42070607e+01  1.04210938e+02  3.42067497e+01  6.49037498e+00  3.42060743e+01  6.49225683e+00 
 5.91939372e-02  2.44205319e+01  1.04365065e+02  3.42127903e+01  6.63426692e+00  3.42121168e+01  6.63612302e+00 
 6.05589334e-02  2.46347948e+01  1.04526080e+02  3.42191003e+01  6.78108151e+00  3.42184286e+01  6.78291264e+00 
 6.19554061e-02  2.48498830e+01  1.04694030e+02  3.42256911e+01  6.93085972e+00  3.42250212e+01  6.93266669e+00 
 6.33840810e-02  2.50658318e+01  1.04868963e+02  3.42325747e+01  7.08364174e+00  3.42319065e+01  7.08542533e+00 
 6.48457008e-02  2.52826786e+01  1.05050929e+02  3.42397632e+01  7.23946692e+00  3.42390966e+01  7.24122791e+00 
 6.63410251e-02  2.55004620e+01  1.05239977e+02  3.42472694e+01  7.39837359e+00  3.42466044e+01  7.40011277e+00 
 6.78708313e-02  2.57192230e+01  1.05436159e+02  3.42551066e+01  7.56039897e+00  3.42544432e+01  7.56211712e+00 
 6.94359143e-02  2.59390048e+01  1.05639524e+02  3.42632885e+01  7.72557903e+00  3.42626266e+01  7.72727692e+00 
 7.10370877e-02  2.61598524e+01  1.05850124e+02  3.42718292e+01  7.89394830e+00  3.42711688e+01  7.89562670e+00 
 7.26751838e-02  2.63818133e+01  1.06068011e+02  3.42807435e+01  8.06553975e+00  3.42800845e+01  8.06719941e+00 
 7.43510539e-02  2.66049370e+01  1.06293236e+02  3.42900465e+01  8.24038460e+00  3.42893888e+01  8.24202629e+00 
 7.60655691e-02  2.68292756e+01  1.06525851e+02  3.42997539e+01  8.41851217e+00  3.42990975e+01  8.42013664e+00 
 7.78196206e-02  2.70548840e+01  1.06765906e+02  3.43098819e+01  8.59994964e+00  3.43092268e+01  8.60155767e+00 
 7.96141200e-02  2.72818195e+01  1.07013451e+02  3.43204473e+01  8.78472194e+00  3.43197935e+01  8.78631424e+00 
 8.14500001e-02  2.75101423e+01  1.07268537e+02  3.43314673e+01  8.97285147e+00  3.43308148e+01  8.97442879e+00 
 8.33282151e-02  2.77399155e+01  1.07531210e+02  3.43429598e+01  9.16435789e+00  3.43423085e+01  9.16592098e+00 
 8.52497412e-02  2.79712055e+01  1.07801519e+02  3.43549432e+01  9.35925795e+00  3.43542931e+01  9.36080753e+00 
 8.72155772e-02  2.82040818e+01  1.08079509e+02  3.43674363e+01  9.55756518e+00  3.43667874e+01  9.55910198e+00 
 8.92267449e-02  2.84386173e+01  1.08365222e+02  3.43804586e+01  9.75928971e+00  3.43798108e+01  9.76081447e+00 
 9.12842895e-02  2.86748885e+01  1.08658701e+02  3.43940301e+01  9.96443798e+00  3.43933835e+01  9.96595141e+00 
 9.33892805e-02  2.89129759e+01  1.08959984e+02  3.44081714e+01  1.01730125e+01  3.44075258e+01  1.01745153e+01 
 9.55428121e-02  2.91529639e+01  1.09269107e+02  3.44229034e+01  1.03850114e+01  3.44222590e+01  1.03865043e+01 
 9.77460036e-02  2.93949409e+01  1.09586103e+02  3.44382479e+01  1.06004285e+01  3.44376046e+01  1.06019122e+01 
 1.00000000e-01  2.96390002e+01  1.09911002e+02  3.44542270e+01  1.08192528e+01  3.44535848e+01  1.08207280e+01 
 1.02305973e-01  2.98852394e+01  1.10243829e+02  3.44708633e+01  1.10414680e+01  3.44702222e+01  1.10429354e+01 
 1.04665121e-01  3.01337613e+01  1.10584605e+02  3.44881800e+01  1.12670525e+01  3.44875399e+01  1.12685128e+01 
 1.07078670e-01  3.03846739e+01  1.10933347e+02  3.45062007e+01  1.14959790e+01  3.45055617e+01  1.14974329e+01 
 1.09547876e-01  3.06380907e+01  1.11290066e+02  3.45249495e+01  1.17282140e+01  3.45243115e+01  1.17296622e+01 
 1.12074020e-01  3.08941313e+01  1.11654770e+02  3.45444509e+01  1.19637177e+01  3.45438140e+01  1.19651609e+01 
 1.14658417e-01  3.11529216e+01  1.12027456e+02  3.45647298e+01  1.22024436e+01  3.45640940e+01  1.22038824e+01 
 1.17302409e-01  3.14145940e+01  1.12408121e+02  3.45858117e+01  1.24443380e+01  3.45851770e+01  1.24457731e+01 
 1.20007371e-01  3.16792883e+01  1.12796749e+02  3.46077220e+01  1.26893398e+01  3.46070884e+01  1.26907720e+01 
 1.22774708e-01  3.19471518e+01  1.13193322e+02  3.46304869e+01  1.29373803e+01  3.46298544e+01  1.29388101e+01 
 1.25605860e-01  3.22183397e+01  1.13597810e+02  3.46541326e+01  1.31883825e+01  3.46535012e+01  1.31898106e+01 
 1.28502297e-01  3.24930166e+01  1.14010176e+02  3.46786855e+01  1.34422610e+01  3.46780553e+01  1.34436881e+01 
 1.31465525e-01  3.27713560e+01  1.14430375e+02  3.47041723e+01  1.36989217e+01  3.47035432e+01  1.37003484e+01 
 1.34497085e-01  3.30535414e+01  1.14858351e+02  3.47306197e+01  1.39582614e+01  3.47299917e+01  1.39596885e+01 
 1.37598551e-01  3.33397676e+01  1.15294038e+02  3.47580545e+01  1.42201675e+01  3.47574277e+01  1.42215955e+01 
 1.40771537e-01  3.36302408e+01  1.15737360e+02  3.47865035e+01  1.44845176e+01  3.47858780e+01  1.44859472e+01 
 1.44017690e-01  3.39251801e+01  1.16188229e+02  3.48159934e+01  1.47511794e+01  3.48153691e+01  1.47526112e+01 
 1.47338699e-01  3.42248183e+01  1.16646545e+02  3.48465508e+01  1.50200102e+01  3.48459278e+01  1.50214449e+01 
 1.50736290e-01  3.45294033e+01  1.17112195e+02  3.48782019e+01  1.52908569e+01  3.48775802e+01  1.52922952e+01 
 1.54212228e-01  3.48391993e+01  1.17585052e+02  3.49109728e+01  1.55635557e+01  3.49103524e+01  1.55649981e+01 
 1.57768320e-01  3.51544886e+01  1.18064976e+02  3.49448891e+01  1.58379317e+01  3.49442701e+01  1.58393787e+01 
 1.61406415e-01  3.54755729e+01  1.18551811e+02  3.49799758e+01  1.61137987e+01  3.49793581e+01  1.61152512e+01 
 1.65128404e-01  3.58027759e+01  1.19045383e+02  3.50162573e+01  1.63909598e+01  3.50156411e+01  1.63924183e+01 
 1.68936220e-01  3.61364449e+01  1.19545504e+02  3.50537576e+01  1.66692063e+01  3.50531428e+01  1.66706713e+01 
 1.72831844e-01  3.64769538e+01  1.20051966e+02  3.50924994e+01  1.69483181e+01  3.50918862e+01  1.69497904e+01 
 1.76817299e-01  3.68247058e+01  1.20564542e+02  3.51325048e+01  1.72280640e+01  3.51318932e+01  1.72295440e+01 
 1.80894658e-01  3.71801371e+01  1.21082983e+02  3.51737949e+01  1.75082009e+01  3.51731849e+01  1.75096893e+01 
 1.85066040e-01  3.75437204e+01  1.21607019e+02  3.52163894e+01  1.77884748e+01  3.52157812e+01  1.77899722e+01 
 1.89333613e-01  3.79159697e+01  1.22136355e+02  3.52603070e+01  1.80686203e+01  3.52597005e+01  1.80701272e+01 
 1.93699595e-01  3.82974455e+01  1.22670670e+02  3.53055648e+01  1.83483611e+01  3.53049600e+01  1.83498781e+01 
 1.98166255e-01  3.86887610e+01  1.23209614e+02  3.53521784e+01  1.86274099e+01  3.53515755e+01  1.86289376e+01 
 2.02735916e-01  3.90905893e+01  1.23752806e+02  3.54001619e+01  1.89054692e+01  3.53995609e+01  1.89070082e+01 
 2.07410951e-01  3.95036721e+01  1.24299827e+02  3.54495275e+01  1.91822314e+01  3.54489285e+01  1.91837822e+01 
 2.12193792e-01  3.99288295e+01  1.24850222e+02  3.55002856e+01  1.94573790e+01  3.54996886e+01  1.94589420e+01 
 2.17086923e-01  4.03669727e+01  1.25403489e+02  3.55524446e+01  1.97305854e+01  3.55518498e+01  1.97321613e+01 
 2.22092889e-01  4.08191181e+01  1.25959073e+02  3.56060107e+01  2.00015156e+01  3.56054181e+01  2.00031048e+01 
 2.27214291e-01  4.12864052e+01  1.26516361e+02  3.56609879e+01  2.02698264e+01  3.56603976e+01  2.02714294e+01 
 2.32453791e-01  4.17701181e+01  1.27074667e+02  3.57173780e+01  2.05351672e+01  3.57167901e+01  2.05367845e+01 
 2.37814113e-01  4.22717119e+01  1.27633221e+02  3.57751801e+01  2.07971811e+01  3.57745946e+01  2.07988133e+01 
 2.43298042e-01  4.27928458e+01  1.28191151e+02  3.58343910e+01  2.10555053e+01  3.58338081e+01  2.10571527e+01 
 2.48908429e-01  4.33354235e+01  1.28747458e+02  3.58950047e+01  2.13097721e+01  3.58944244e+01  2.13114352e+01 
 2.54648190e-01  4.39016454e+01  1.29300985e+02  3.59570124e+01  2.15596100e+01  3.59564348e+01  2.15612891e+01 
 2.60520309e-01  4.44940750e+01  1.29850375e+02  3.60204028e+01  2.18046444e+01  3.60198281e+01  2.18063400e+01 
 2.66527837e-01  4.51157245e+01  1.30394015e+02  3.60851615e+01  2.20444988e+01  3.60845897e+01  2.20462113e+01 
 2.72673897e-01  4.57701675e+01  1.30929951e+02  3.61512712e+01  2.22787959e+01  3.61507024e+01  2.22805256e+01 
 2.78961683e-01  4.64616893e+01  1.31455780e+02  3.62187117e+01  2.25071588e+01  3.62181460e+01  2.25089061e+01 
 2.85394464e-01  4.71954911e+01  1.31968479e+02  3.62874597e+01  2.27292118e+01  3.62868972e+01  2.27309771e+01 
 2.91975583e-01  4.79779721e+01  1.32464166e+02  3.63574890e+01  2.29445822e+01  3.63569299e+01  2.29463656e+01 
 2.98708461e-01  4.88171305e+01  1.32937723e+02  3.64287703e+01  2.31529008e+01  3.64282147e+01  2.31547027e+01 
 3.05596598e-01  4.97231451e+01  1.33382209e+02  3.65012713e+01  2.33538038e+01  3.65007193e+01  2.33556245e+01 
 3.12643573e-01  5.07092494e+01  1.33787908e+02  3.65749566e+01  2.35469336e+01  3.65744083e+01  2.35487732e+01 
 3.19853049e-01  5.17930903e+01  1.34140689e+02  3.66497879e+01  2.37319404e+01  3.66492434e+01  2.37337989e+01 
 3.27228774e-01  5.29989341e+01  1.34419067e+02  3.67257240e+01  2.39084828e+01  3.67251834e+01  2.39103605e+01 
 3.34774581e-01  5.43614472e+01  1.34588545e+02  3.68027206e+01  2.40762299e+01  3.68021841e+01  2.40781271e+01 
 3.42494392e-01  5.59326145e+01  1.34589802e+02  3.68807309e+01  2.42348621e+01  3.68801986e+01  2.42367787e+01 
 3.50392221e-01  5.77955312e+01  1.34311183e+02  3.69597052e+01  2.43840722e+01  3.69591772e+01  2.43860084e+01 
 3.58472171e-01  6.00952319e+01  1.33514404e+02  3.70395911e+01  2.45235668e+01  3.70390676e+01  2.45255226e+01 
 3.66738442e-01  6.31196172e+01  1.31584977e+02  3.71203339e+01  2.46530672e+01  3.71198150e+01  2.46550426e+01 
 3.75195331e-01  6.75689081e+01  1.26330389e+02  3.72018763e+01  2.47723108e+01  3.72013621e+01  2.47743056e+01 
 3.83847234e-01  7.56515114e+01  1.02037896e+02  3.72841588e+01  2.48810516e+01  3.72836495e+01  2.48830660e+01 
 3.92698648e-01  7.50513274e+01 -1.62670302e+00  3.73671200e+01  2.49790619e+01  3.73666157e+01  2.49810955e+01 
 4.01754173e-01  6.75742317e+01 -2.28408012e+01  3.74506962e+01  2.50661325e+01  3.74501971e+01  2.50681852e+01 
 4.11018515e-01  6.35051398e+01 -2.77231170e+01  3.75348223e+01  2.51420740e+01  3.75343284e+01  2.51441456e+01 
 4.20496491e-01  6.07879255e+01 -2.95604093e+01  3.76194312e+01  2.52067172e+01  3.76189427e+01  2.52088076e+01 
 4.30193027e-01  5.87682140e+01 -3.03366464e+01  3.77044547e+01  2.52599146e+01  3.77039718e+01  2.52620232e+01 
 4.40113162e-01  5.71723499e+01 -3.06241012e+01  3.77898232e+01  2.53015393e+01  3.77893460e+01  2.53036659e+01 
 4.50262052e-01  5.58610154e+01 -3.06481220e+01  3.78754663e+01  2.53314876e+01  3.78749949e+01  2.53336318e+01 
 4.60644974e-01  5.47538220e+01 -3.05152960e+01  3.79613125e+01  2.53496778e+01  3.79608470e+01  2.53518393e+01 
 4.71267322e-01  5.38002176e+01 -3.02825854e+01  3.80472898e+01  2.53560513e+01  3.80468304e+01  2.53582296e+01 
 4.82134619e-01  5.29663560e+01 -2.99832244e+01  3.81333259e+01  2.53505728e+01  3.81328728e+01  2.53527675e+01 
 4.93252513e-01  5.22284666e+01 -2.96379347e+01  3.82193483e+01  2.53332300e+01  3.82189015e+01  2.53354404e+01 
 5.04626783e-01  5.15692158e+01 -2.92603290e+01  3.83052845e+01  2.53040343e+01  3.83048441e+01  2.53062596e+01 
 5.16263340e-01  5.09755729e+01 -2.88597351e+01  3.83910621e+01  2.52630196e+01  3.83906283e+01  2.52652593e+01 
 5.28168234e-01  5.04374929e+01 -2.84427714e+01  3.84766095e+01  2.52102436e+01  3.84761824e+01  2.52124971e+01 
 5.40347650e-01  4.99470674e+01 -2.80142737e+01  3.85618555e+01  2.51457863e+01  3.85614352e+01  2.51480529e+01 
 5.52807921e-01  4.94979568e+01 -2.75778637e+01  3.86467299e+01  2.50697504e+01  3.86463165e+01  2.50720294e+01 
 5.65555523e-01  4.90850004e+01 -2.71363131e+01  3.87311637e+01  2.49822606e+01  3.87307573e+01  2.49845511e+01 
 5.78597080e-01  4.87039385e+01 -2.66917818e+01  3.88150889e+01  2.48834631e+01  3.88146896e+01  2.48857640e+01 
 5.91939372e-01  4.83512145e+01 -2.62459804e+01  3.88984393e+01  2.47735244e+01  3.88980472e+01  2.47758351e+01 
 6.05589334e-01  4.80238262e+01 -2.58002823e+01  3.89811501e+01  2.46526315e+01  3.89807653e+01  2.46549512e+01 
 6.19554061e-01  4.77192163e+01 -2.53558029e+01  3.90631585e+01  2.45209908e+01  3.90627810e+01  2.45233185e+01 
 6.33840810e-01  4.74351869e+01 -2.49134578e+01  3.91444036e+01  2.43788269e+01  3.91440337e+01  2.43811616e+01 
 6.48457008e-01  4.71698357e+01 -2.44740047e+01  3.92248269e+01  2.42263823e+01  3.92244644e+01  2.42287228e+01 
 6.63410251e-01  4.69215036e+01 -2.40380751e+01  3.93043719e+01  2.40639151e+01  3.93040170e+01  2.40662606e+01 
 6.78708313e-01  4.66887353e+01 -2.36061982e+01  3.93829847e+01  2.38916998e+01  3.93826374e+01  2.38940493e+01 
 6.94359143e-01  4.64702467e+01 -2.31788197e+01  3.94606139e+01  2.37100248e+01  3.94602742e+01  2.37123772e+01 
 7.10370877e-01  4.62648980e+01 -2.27563157e+01  3.95372107e+01  2.35191919e+01  3.95368788e+01  2.35215459e+01 
 7.26751838e-01  4.60716736e+01 -2.23390045e+01  3.96127293e+01  2.33195144e+01  3.96124050e+01  2.33218691e+01 
 7.43510539e-01  4.58896640e+01 -2.19271552e+01  3.96871264e+01  2.31113169e+01  3.96868099e+01  2.31136713e+01 
 7.60655691e-01  4.57180512e+01 -2.15209951e+01  3.97603619e+01  2.28949337e+01  3.97600531e+01  2.28972864e+01 
 7.78196206e-01  4.55560969e+01 -2.11207160e+01  3.98323984e+01  2.26707067e+01  3.98320974e+01  2.26730569e+01 
 7.96141200e-01  4.54031325e+01 -2.07264784e+01  3.99032017e+01  2.24389854e+01  3.99029084e+01  2.24413319e+01 
 8.14500001e-01  4.52585498e+01 -2.03384162e+01  3.99727405e+01  2.22001252e+01  3.99724550e+01  2.22024667e+01 
 8.33282151e-01  4.51217945e+01 -1.99566396e+01  4.00409866e+01  2.19544853e+01  4.00407088e+01  2.19568210e+01 
 8.52497412e-01  4.49923603e+01 -1.95812383e+01  4.01079148e+01  2.17024292e+01  4.01076447e+01  2.17047577e+01 
 8.72155772e-01  4.48697823e+01 -1.92122837e+01  4.01735029e+01  2.14443215e+01  4.01732404e+01  2.14466418e+01 
 8.92267449e-01  4.47536339e+01 -1.88498310e+01  4.02377317e+01  2.11805285e+01  4.02374768e+01  2.11828396e+01 
 9.12842895e-01  4.46435214e+01 -1.84939211e+01  4.03005849e+01  2.09114155e+01  4.03003376e+01  2.09137164e+01 
 9.33892805e-01  4.45390820e+01 -1.81445824e+01  4.03620492e+01  2.06373474e+01  4.03618093e+01  2.06396368e+01 
 9.55428121e-01  4.44399798e+01 -1.78018317e+01  4.04221141e+01  2.03586854e+01  4.04218816e+01  2.03609627e+01 
 9.77460036e-01  4.43459036e+01 -1.74656757e+01  4.04807717e+01  2.00757884e+01  4.04805467e+01  2.00780524e+01 
 1.00000000e+00  4.42565643e+01 -1.71361120e+01  4.05380172e+01  1.97890101e+01  4.05377994e+01  1.97912598e+01 
 1.02305973e+00  4.41716929e+01 -1.68131300e+01  4.05938480e+01  1.94986993e+01  4.05936374e+01  1.95009338e+01 
 1.04665121e+00  4.40910395e+01 -1.64967121e+01  4.06482641e+01  1.92051979e+01  4.06480606e+01  1.92074165e+01 
 1.07078670e+00  4.40143701e+01 -1.61868341e+01  4.07012680e+01  1.89088418e+01  4.07010715e+01  1.89110433e+01 
 1.09547876e+00  4.39414668e+01 -1.58834658e+01  4.07528646e+01  1.86099582e+01  4.07526750e+01  1.86121418e+01 
 1.12074020e+00  4.38721255e+01 -1.55865721e+01  4.08030606e+01  1.83088664e+01  4.08028778e+01  1.83110313e+01 
 1.14658417e+00  4.38061550e+01 -1.52961133e+01  4.08518652e+01  1.80058762e+01  4.08516891e+01  1.80080219e+01 
 1.17302409e+00  4.37433762e+01 -1.50120454e+01  4.08992893e+01  1.77012885e+01  4.08991197e+01  1.77034141e+01 
 1.20007371e+00  4.36836213e+01 -1.47343211e+01  4.09453457e+01  1.73953936e+01  4.09451826e+01  1.73974984e+01 
 1.22774708e+00  4.36267318e+01 -1.44628898e+01  4.09900489e+01  1.70884717e+01  4.09898921e+01  1.70905549e+01 
