 time            v(vind)         v(vout)         v(vinp)         v(vinn)         v(voutp)        v(voutn)       
 1.41030000e-04  4.28704933e-05  8.48516034e-03  7.50021435e-01  7.49978565e-01  7.41088060e-01  7.32602899e-01 
 1.42030000e-04  4.31541068e-05  8.60459045e-03  7.50021577e-01  7.49978423e-01  7.41147757e-01  7.32543166e-01 
 1.43030000e-04  4.34372943e-05  8.72479230e-03  7.50021719e-01  7.49978281e-01  7.41207858e-01  7.32483065e-01 
 1.44030000e-04  4.37200532e-05  8.84576280e-03  7.50021860e-01  7.49978140e-01  7.41268361e-01  7.32422598e-01 
 1.45030000e-04  4.40023805e-05  8.96749993e-03  7.50022001e-01  7.49977999e-01  7.41329259e-01  7.32361760e-01 
 1.46030000e-04  4.42842735e-05  9.09000267e-03  7.50022142e-01  7.49977858e-01  7.41390542e-01  7.32300540e-01 
 1.47030000e-04  4.45657295e-05  9.21326755e-03  7.50022283e-01  7.49977717e-01  7.41452201e-01  7.32238934e-01 
 1.48030000e-04  4.48467457e-05  9.33729252e-03  7.50022423e-01  7.49977577e-01  7.41514235e-01  7.32176943e-01 
 1.49030000e-04  4.51273192e-05  9.46207816e-03  7.50022564e-01  7.49977436e-01  7.41576634e-01  7.32114556e-01 
 1.50030000e-04  4.54074473e-05  9.58762557e-03  7.50022704e-01  7.49977296e-01  7.41639408e-01  7.32051782e-01 
 1.51030000e-04  4.56871273e-05  9.71393497e-03  7.50022844e-01  7.49977156e-01  7.41702566e-01  7.31988631e-01 
 1.52030000e-04  4.59663563e-05  9.84100342e-03  7.50022983e-01  7.49977017e-01  7.41766104e-01  7.31925101e-01 
 1.53030000e-04  4.62451317e-05  9.96882843e-03  7.50023123e-01  7.49976877e-01  7.41830033e-01  7.31861204e-01 
 1.54030000e-04  4.65234507e-05  1.00974090e-02  7.50023262e-01  7.49976738e-01  7.41894347e-01  7.31796938e-01 
 1.55030000e-04  4.68013105e-05  1.02267435e-02  7.50023401e-01  7.49976599e-01  7.41959042e-01  7.31732298e-01 
 1.56030000e-04  4.70787084e-05  1.03568265e-02  7.50023539e-01  7.49976461e-01  7.42024107e-01  7.31667280e-01 
 1.57030000e-04  4.73556417e-05  1.04876569e-02  7.50023678e-01  7.49976322e-01  7.42089537e-01  7.31601880e-01 
 1.58030000e-04  4.76321075e-05  1.06192352e-02  7.50023816e-01  7.49976184e-01  7.42155333e-01  7.31536098e-01 
 1.59030000e-04  4.79081033e-05  1.07515601e-02  7.50023954e-01  7.49976046e-01  7.42221494e-01  7.31469934e-01 
 1.60030000e-04  4.81836262e-05  1.08846281e-02  7.50024092e-01  7.49975908e-01  7.42288027e-01  7.31403399e-01 
 1.61030000e-04  4.84586736e-05  1.10184375e-02  7.50024229e-01  7.49975771e-01  7.42354938e-01  7.31336501e-01 
 1.62030000e-04  4.87332427e-05  1.11529864e-02  7.50024367e-01  7.49975633e-01  7.42422231e-01  7.31269245e-01 
 1.63030000e-04  4.90073308e-05  1.12882762e-02  7.50024504e-01  7.49975496e-01  7.42489905e-01  7.31201629e-01 
 1.64030000e-04  4.92809352e-05  1.14243056e-02  7.50024640e-01  7.49975360e-01  7.42557949e-01  7.31133643e-01 
 1.65030000e-04  4.95540533e-05  1.15610705e-02  7.50024777e-01  7.49975223e-01  7.42626358e-01  7.31065288e-01 
 1.66030000e-04  4.98266823e-05  1.16985660e-02  7.50024913e-01  7.49975087e-01  7.42695126e-01  7.30996560e-01 
 1.67030000e-04  5.00988195e-05  1.18367911e-02  7.50025049e-01  7.49974951e-01  7.42764263e-01  7.30927472e-01 
 1.68030000e-04  5.03704622e-05  1.19757453e-02  7.50025185e-01  7.49974815e-01  7.42833770e-01  7.30858024e-01 
 1.69030000e-04  5.06416078e-05  1.21154292e-02  7.50025321e-01  7.49974679e-01  7.42903643e-01  7.30788214e-01 
 1.70030000e-04  5.09122537e-05  1.22558424e-02  7.50025456e-01  7.49974544e-01  7.42973873e-01  7.30718031e-01 
 1.71030000e-04  5.11823970e-05  1.23969821e-02  7.50025591e-01  7.49974409e-01  7.43044462e-01  7.30647480e-01 
 1.72030000e-04  5.14520351e-05  1.25388468e-02  7.50025726e-01  7.49974274e-01  7.43115412e-01  7.30576565e-01 
