 time            v(vind)         v(vinp)         v(vinn)         v(voutp)        v(voutn)        v(vout)         v(Vbias)        v(Vbiasc)      
 7.75769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862220e-01  7.36860196e-01  2.02446760e-06  1.28465530e-01  2.75293655e-01 
 7.75894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862213e-01  7.36860189e-01  2.02427627e-06  1.28465531e-01  2.75293656e-01 
 7.76019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862207e-01  7.36860183e-01  2.02402817e-06  1.28465531e-01  2.75293656e-01 
 7.76144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862201e-01  7.36860177e-01  2.02374930e-06  1.28465531e-01  2.75293657e-01 
 7.76269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862194e-01  7.36860171e-01  2.02368011e-06  1.28465532e-01  2.75293657e-01 
 7.76394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862188e-01  7.36860164e-01  2.02368634e-06  1.28465532e-01  2.75293658e-01 
 7.76519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862181e-01  7.36860157e-01  2.02375139e-06  1.28465532e-01  2.75293658e-01 
 7.76644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862174e-01  7.36860150e-01  2.02392169e-06  1.28465533e-01  2.75293658e-01 
 7.76769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862167e-01  7.36860143e-01  2.02420961e-06  1.28465533e-01  2.75293659e-01 
 7.76894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862161e-01  7.36860137e-01  2.02460257e-06  1.28465533e-01  2.75293659e-01 
 7.77019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862155e-01  7.36860129e-01  2.02505823e-06  1.28465534e-01  2.75293660e-01 
 7.77144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862149e-01  7.36860124e-01  2.02544882e-06  1.28465534e-01  2.75293660e-01 
 7.77269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862143e-01  7.36860117e-01  2.02580882e-06  1.28465535e-01  2.75293660e-01 
 7.77394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862137e-01  7.36860111e-01  2.02611040e-06  1.28465535e-01  2.75293661e-01 
 7.77519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862131e-01  7.36860105e-01  2.02645298e-06  1.28465535e-01  2.75293661e-01 
 7.77644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862126e-01  7.36860099e-01  2.02675649e-06  1.28465536e-01  2.75293661e-01 
 7.77769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862120e-01  7.36860093e-01  2.02701799e-06  1.28465536e-01  2.75293662e-01 
 7.77894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862115e-01  7.36860087e-01  2.02723312e-06  1.28465536e-01  2.75293662e-01 
 7.78019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862110e-01  7.36860083e-01  2.02749138e-06  1.28465537e-01  2.75293663e-01 
 7.78144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862105e-01  7.36860077e-01  2.02794335e-06  1.28465537e-01  2.75293663e-01 
 7.78269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862100e-01  7.36860072e-01  2.02852283e-06  1.28465537e-01  2.75293664e-01 
 7.78394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862095e-01  7.36860066e-01  2.02909436e-06  1.28465538e-01  2.75293665e-01 
 7.78519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862090e-01  7.36860060e-01  2.02962415e-06  1.28465538e-01  2.75293665e-01 
 7.78644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862085e-01  7.36860055e-01  2.03021298e-06  1.28465538e-01  2.75293666e-01 
 7.78769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862080e-01  7.36860049e-01  2.03083079e-06  1.28465539e-01  2.75293667e-01 
 7.78894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862074e-01  7.36860043e-01  2.03140397e-06  1.28465539e-01  2.75293668e-01 
 7.79019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862068e-01  7.36860036e-01  2.03203242e-06  1.28465539e-01  2.75293669e-01 
 7.79144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862063e-01  7.36860030e-01  2.03273023e-06  1.28465540e-01  2.75293670e-01 
 7.79269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862057e-01  7.36860024e-01  2.03345434e-06  1.28465540e-01  2.75293671e-01 
 7.79394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862051e-01  7.36860017e-01  2.03422567e-06  1.28465540e-01  2.75293671e-01 
 7.79519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862046e-01  7.36860011e-01  2.03508886e-06  1.28465541e-01  2.75293672e-01 
 7.79644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862039e-01  7.36860003e-01  2.03595363e-06  1.28465541e-01  2.75293673e-01 
 7.79769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862033e-01  7.36859996e-01  2.03688295e-06  1.28465541e-01  2.75293674e-01 
 7.79894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862026e-01  7.36859988e-01  2.03798047e-06  1.28465542e-01  2.75293674e-01 
 7.80019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862020e-01  7.36859981e-01  2.03907592e-06  1.28465542e-01  2.75293675e-01 
 7.80144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862012e-01  7.36859972e-01  2.04014531e-06  1.28465542e-01  2.75293675e-01 
 7.80269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36862005e-01  7.36859964e-01  2.04107477e-06  1.28465543e-01  2.75293676e-01 
 7.80394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861996e-01  7.36859954e-01  2.04181990e-06  1.28465543e-01  2.75293677e-01 
 7.80519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861988e-01  7.36859945e-01  2.04245894e-06  1.28465543e-01  2.75293677e-01 
 7.80644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861979e-01  7.36859936e-01  2.04297170e-06  1.28465544e-01  2.75293677e-01 
 7.80769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861971e-01  7.36859928e-01  2.04336318e-06  1.28465544e-01  2.75293678e-01 
 7.80894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861961e-01  7.36859917e-01  2.04356743e-06  1.28465544e-01  2.75293678e-01 
 7.81019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861951e-01  7.36859907e-01  2.04367304e-06  1.28465545e-01  2.75293679e-01 
 7.81144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861941e-01  7.36859897e-01  2.04372153e-06  1.28465545e-01  2.75293680e-01 
 7.81269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861931e-01  7.36859887e-01  2.04381317e-06  1.28465545e-01  2.75293680e-01 
 7.81394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861920e-01  7.36859876e-01  2.04401329e-06  1.28465545e-01  2.75293681e-01 
 7.81519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861911e-01  7.36859866e-01  2.04427471e-06  1.28465546e-01  2.75293681e-01 
 7.81644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861902e-01  7.36859858e-01  2.04452161e-06  1.28465546e-01  2.75293682e-01 
 7.81769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861893e-01  7.36859848e-01  2.04476819e-06  1.28465546e-01  2.75293682e-01 
 7.81894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861885e-01  7.36859840e-01  2.04501147e-06  1.28465547e-01  2.75293683e-01 
 7.82019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861876e-01  7.36859831e-01  2.04522667e-06  1.28465547e-01  2.75293683e-01 
 7.82144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861868e-01  7.36859823e-01  2.04529881e-06  1.28465548e-01  2.75293683e-01 
 7.82269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861860e-01  7.36859814e-01  2.04543968e-06  1.28465548e-01  2.75293684e-01 
 7.82394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861852e-01  7.36859806e-01  2.04572692e-06  1.28465548e-01  2.75293684e-01 
 7.82519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861844e-01  7.36859798e-01  2.04607975e-06  1.28465549e-01  2.75293684e-01 
 7.82644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861837e-01  7.36859791e-01  2.04629594e-06  1.28465549e-01  2.75293684e-01 
 7.82769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861830e-01  7.36859783e-01  2.04664392e-06  1.28465549e-01  2.75293684e-01 
 7.82894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861823e-01  7.36859776e-01  2.04712127e-06  1.28465549e-01  2.75293684e-01 
 7.83019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861817e-01  7.36859769e-01  2.04754472e-06  1.28465550e-01  2.75293683e-01 
 7.83144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861810e-01  7.36859762e-01  2.04786179e-06  1.28465550e-01  2.75293683e-01 
 7.83269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861803e-01  7.36859755e-01  2.04809227e-06  1.28465550e-01  2.75293683e-01 
 7.83394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861796e-01  7.36859748e-01  2.04820551e-06  1.28465551e-01  2.75293683e-01 
 7.83519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861789e-01  7.36859741e-01  2.04823550e-06  1.28465551e-01  2.75293683e-01 
 7.83644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861782e-01  7.36859733e-01  2.04825792e-06  1.28465551e-01  2.75293683e-01 
 7.83769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861774e-01  7.36859725e-01  2.04836826e-06  1.28465552e-01  2.75293683e-01 
 7.83894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861767e-01  7.36859718e-01  2.04860488e-06  1.28465552e-01  2.75293683e-01 
 7.84019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861760e-01  7.36859712e-01  2.04872404e-06  1.28465552e-01  2.75293683e-01 
 7.84144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861754e-01  7.36859705e-01  2.04861953e-06  1.28465553e-01  2.75293683e-01 
 7.84269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861747e-01  7.36859698e-01  2.04839447e-06  1.28465553e-01  2.75293683e-01 
 7.84394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861739e-01  7.36859691e-01  2.04804068e-06  1.28465554e-01  2.75293683e-01 
 7.84519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861731e-01  7.36859684e-01  2.04764690e-06  1.28465554e-01  2.75293683e-01 
 7.84644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861724e-01  7.36859677e-01  2.04720099e-06  1.28465554e-01  2.75293684e-01 
 7.84769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861717e-01  7.36859670e-01  2.04670952e-06  1.28465554e-01  2.75293684e-01 
 7.84894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861709e-01  7.36859663e-01  2.04610397e-06  1.28465555e-01  2.75293684e-01 
 7.85019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861702e-01  7.36859656e-01  2.04548979e-06  1.28465555e-01  2.75293684e-01 
 7.85144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861695e-01  7.36859650e-01  2.04480385e-06  1.28465555e-01  2.75293684e-01 
 7.85269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861687e-01  7.36859643e-01  2.04402366e-06  1.28465555e-01  2.75293684e-01 
 7.85394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861680e-01  7.36859637e-01  2.04307274e-06  1.28465556e-01  2.75293684e-01 
 7.85519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861673e-01  7.36859631e-01  2.04203214e-06  1.28465556e-01  2.75293684e-01 
 7.85644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861665e-01  7.36859624e-01  2.04100415e-06  1.28465556e-01  2.75293684e-01 
 7.85769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861657e-01  7.36859617e-01  2.04006017e-06  1.28465556e-01  2.75293684e-01 
 7.85894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861649e-01  7.36859610e-01  2.03918712e-06  1.28465557e-01  2.75293684e-01 
 7.86019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861642e-01  7.36859603e-01  2.03825594e-06  1.28465557e-01  2.75293685e-01 
 7.86144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861634e-01  7.36859597e-01  2.03715279e-06  1.28465557e-01  2.75293685e-01 
 7.86269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861627e-01  7.36859591e-01  2.03597520e-06  1.28465558e-01  2.75293685e-01 
 7.86394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861620e-01  7.36859585e-01  2.03482197e-06  1.28465558e-01  2.75293685e-01 
 7.86519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861613e-01  7.36859579e-01  2.03381636e-06  1.28465558e-01  2.75293686e-01 
 7.86644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861606e-01  7.36859573e-01  2.03287096e-06  1.28465558e-01  2.75293686e-01 
 7.86769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861599e-01  7.36859567e-01  2.03199946e-06  1.28465558e-01  2.75293686e-01 
 7.86894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861593e-01  7.36859561e-01  2.03122983e-06  1.28465559e-01  2.75293686e-01 
 7.87019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861586e-01  7.36859555e-01  2.03045572e-06  1.28465559e-01  2.75293686e-01 
 7.87144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861579e-01  7.36859550e-01  2.02968752e-06  1.28465559e-01  2.75293686e-01 
 7.87269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861573e-01  7.36859544e-01  2.02883179e-06  1.28465560e-01  2.75293686e-01 
 7.87394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861567e-01  7.36859539e-01  2.02807183e-06  1.28465560e-01  2.75293686e-01 
 7.87519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861560e-01  7.36859533e-01  2.02735591e-06  1.28465560e-01  2.75293685e-01 
 7.87644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861554e-01  7.36859527e-01  2.02650921e-06  1.28465560e-01  2.75293685e-01 
 7.87769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861547e-01  7.36859521e-01  2.02551068e-06  1.28465561e-01  2.75293685e-01 
 7.87894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861541e-01  7.36859516e-01  2.02448683e-06  1.28465561e-01  2.75293685e-01 
 7.88019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861535e-01  7.36859511e-01  2.02352566e-06  1.28465561e-01  2.75293684e-01 
 7.88144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861528e-01  7.36859506e-01  2.02264355e-06  1.28465562e-01  2.75293684e-01 
 7.88269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861522e-01  7.36859500e-01  2.02183028e-06  1.28465562e-01  2.75293683e-01 
 7.88394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861516e-01  7.36859495e-01  2.02101452e-06  1.28465562e-01  2.75293683e-01 
 7.88519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861510e-01  7.36859490e-01  2.02019477e-06  1.28465562e-01  2.75293682e-01 
 7.88644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861504e-01  7.36859484e-01  2.01942318e-06  1.28465563e-01  2.75293682e-01 
 7.88769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861497e-01  7.36859478e-01  2.01873293e-06  1.28465563e-01  2.75293681e-01 
 7.88894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861491e-01  7.36859473e-01  2.01812454e-06  1.28465563e-01  2.75293681e-01 
 7.89019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861484e-01  7.36859467e-01  2.01751342e-06  1.28465563e-01  2.75293681e-01 
 7.89144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861477e-01  7.36859460e-01  2.01690301e-06  1.28465563e-01  2.75293681e-01 
 7.89269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861470e-01  7.36859453e-01  2.01631673e-06  1.28465564e-01  2.75293681e-01 
 7.89394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861463e-01  7.36859447e-01  2.01585741e-06  1.28465564e-01  2.75293680e-01 
 7.89519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861456e-01  7.36859440e-01  2.01556554e-06  1.28465564e-01  2.75293680e-01 
 7.89644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861449e-01  7.36859434e-01  2.01527556e-06  1.28465564e-01  2.75293680e-01 
 7.89769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861442e-01  7.36859427e-01  2.01495157e-06  1.28465564e-01  2.75293680e-01 
 7.89894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861435e-01  7.36859420e-01  2.01471248e-06  1.28465565e-01  2.75293680e-01 
 7.90019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861427e-01  7.36859413e-01  2.01450034e-06  1.28465565e-01  2.75293680e-01 
 7.90144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861420e-01  7.36859405e-01  2.01438971e-06  1.28465565e-01  2.75293680e-01 
 7.90269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861412e-01  7.36859398e-01  2.01431080e-06  1.28465565e-01  2.75293681e-01 
 7.90394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861406e-01  7.36859392e-01  2.01431271e-06  1.28465565e-01  2.75293681e-01 
 7.90519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861399e-01  7.36859385e-01  2.01444625e-06  1.28465565e-01  2.75293681e-01 
 7.90644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861392e-01  7.36859378e-01  2.01459291e-06  1.28465566e-01  2.75293681e-01 
 7.90769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861386e-01  7.36859372e-01  2.01469810e-06  1.28465566e-01  2.75293682e-01 
 7.90894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861380e-01  7.36859365e-01  2.01489262e-06  1.28465566e-01  2.75293682e-01 
 7.91019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861374e-01  7.36859359e-01  2.01504151e-06  1.28465566e-01  2.75293682e-01 
 7.91144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861368e-01  7.36859352e-01  2.01521842e-06  1.28465566e-01  2.75293682e-01 
 7.91269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861361e-01  7.36859346e-01  2.01549469e-06  1.28465567e-01  2.75293683e-01 
 7.91394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861355e-01  7.36859339e-01  2.01583103e-06  1.28465567e-01  2.75293683e-01 
 7.91519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861350e-01  7.36859334e-01  2.01615606e-06  1.28465567e-01  2.75293684e-01 
 7.91644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861344e-01  7.36859328e-01  2.01643319e-06  1.28465567e-01  2.75293684e-01 
 7.91769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861338e-01  7.36859321e-01  2.01671601e-06  1.28465567e-01  2.75293685e-01 
 7.91894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861331e-01  7.36859314e-01  2.01695884e-06  1.28465568e-01  2.75293685e-01 
 7.92019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861325e-01  7.36859308e-01  2.01713877e-06  1.28465568e-01  2.75293686e-01 
 7.92144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861318e-01  7.36859301e-01  2.01739901e-06  1.28465568e-01  2.75293687e-01 
 7.92269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861311e-01  7.36859293e-01  2.01779506e-06  1.28465568e-01  2.75293687e-01 
 7.92394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861304e-01  7.36859285e-01  2.01819421e-06  1.28465568e-01  2.75293687e-01 
 7.92519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861297e-01  7.36859279e-01  2.01859326e-06  1.28465568e-01  2.75293688e-01 
 7.92644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861291e-01  7.36859272e-01  2.01905641e-06  1.28465569e-01  2.75293688e-01 
 7.92769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861283e-01  7.36859264e-01  2.01957332e-06  1.28465569e-01  2.75293688e-01 
 7.92894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861275e-01  7.36859255e-01  2.02000327e-06  1.28465569e-01  2.75293688e-01 
 7.93019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861268e-01  7.36859247e-01  2.02044577e-06  1.28465569e-01  2.75293688e-01 
 7.93144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861260e-01  7.36859239e-01  2.02095424e-06  1.28465570e-01  2.75293688e-01 
 7.93269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861252e-01  7.36859230e-01  2.02150161e-06  1.28465570e-01  2.75293688e-01 
 7.93394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861243e-01  7.36859222e-01  2.02189843e-06  1.28465570e-01  2.75293688e-01 
 7.93519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861235e-01  7.36859213e-01  2.02207986e-06  1.28465570e-01  2.75293688e-01 
 7.93644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861226e-01  7.36859204e-01  2.02213051e-06  1.28465570e-01  2.75293688e-01 
 7.93769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861218e-01  7.36859196e-01  2.02215815e-06  1.28465571e-01  2.75293689e-01 
 7.93894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861209e-01  7.36859187e-01  2.02217032e-06  1.28465571e-01  2.75293689e-01 
 7.94019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861200e-01  7.36859178e-01  2.02213066e-06  1.28465571e-01  2.75293689e-01 
 7.94144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861192e-01  7.36859170e-01  2.02216979e-06  1.28465571e-01  2.75293690e-01 
 7.94269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861183e-01  7.36859161e-01  2.02213119e-06  1.28465572e-01  2.75293690e-01 
 7.94394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861175e-01  7.36859153e-01  2.02195555e-06  1.28465572e-01  2.75293691e-01 
 7.94519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861168e-01  7.36859146e-01  2.02164364e-06  1.28465572e-01  2.75293691e-01 
 7.94644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861160e-01  7.36859138e-01  2.02116329e-06  1.28465572e-01  2.75293692e-01 
 7.94769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861151e-01  7.36859131e-01  2.02053673e-06  1.28465572e-01  2.75293692e-01 
 7.94894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861144e-01  7.36859124e-01  2.01973658e-06  1.28465572e-01  2.75293693e-01 
 7.95019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861136e-01  7.36859117e-01  2.01896050e-06  1.28465572e-01  2.75293693e-01 
 7.95144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861129e-01  7.36859110e-01  2.01820757e-06  1.28465573e-01  2.75293694e-01 
 7.95269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861122e-01  7.36859104e-01  2.01744494e-06  1.28465573e-01  2.75293694e-01 
 7.95394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861114e-01  7.36859098e-01  2.01665391e-06  1.28465573e-01  2.75293695e-01 
 7.95519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861107e-01  7.36859092e-01  2.01579086e-06  1.28465573e-01  2.75293696e-01 
 7.95644375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861101e-01  7.36859086e-01  2.01498600e-06  1.28465574e-01  2.75293697e-01 
 7.95769375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861095e-01  7.36859081e-01  2.01420938e-06  1.28465574e-01  2.75293697e-01 
 7.95894375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861089e-01  7.36859076e-01  2.01347901e-06  1.28465574e-01  2.75293698e-01 
 7.96019375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861083e-01  7.36859070e-01  2.01267488e-06  1.28465574e-01  2.75293699e-01 
 7.96144375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861076e-01  7.36859064e-01  2.01195317e-06  1.28465574e-01  2.75293699e-01 
 7.96269375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861071e-01  7.36859060e-01  2.01119500e-06  1.28465575e-01  2.75293700e-01 
 7.96394375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861065e-01  7.36859054e-01  2.01039046e-06  1.28465575e-01  2.75293700e-01 
 7.96519375e-04  0.00000000e+00  7.50000000e-01  7.50000000e-01  7.36861059e-01  7.36859049e-01  2.00959947e-06  1.28465575e-01  2.75293701e-01 
