 time            v(vind)         v(vinp)         v(vinn)         v(voutp)        v(voutn)        v(vout)         v(Vbias)        v(Vbiasc)      
 1.20554735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729366e+00  7.12782765e-03  1.49016583e+00  1.28461341e-01  2.75285346e-01 
 1.20567235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729365e+00  7.12785854e-03  1.49016579e+00  1.28461343e-01  2.75285351e-01 
 1.20579735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729364e+00  7.12788913e-03  1.49016575e+00  1.28461344e-01  2.75285355e-01 
 1.20592235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729363e+00  7.12792009e-03  1.49016571e+00  1.28461346e-01  2.75285359e-01 
 1.20604735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729363e+00  7.12795097e-03  1.49016568e+00  1.28461348e-01  2.75285364e-01 
 1.20617235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729362e+00  7.12798224e-03  1.49016564e+00  1.28461350e-01  2.75285368e-01 
 1.20629735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729361e+00  7.12801283e-03  1.49016560e+00  1.28461352e-01  2.75285372e-01 
 1.20642235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729361e+00  7.12804410e-03  1.49016556e+00  1.28461354e-01  2.75285376e-01 
 1.20654735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729360e+00  7.12807425e-03  1.49016552e+00  1.28461356e-01  2.75285380e-01 
 1.20667235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729359e+00  7.12810527e-03  1.49016549e+00  1.28461358e-01  2.75285385e-01 
 1.20679735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729358e+00  7.12813637e-03  1.49016545e+00  1.28461360e-01  2.75285389e-01 
 1.20692235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729358e+00  7.12816732e-03  1.49016541e+00  1.28461362e-01  2.75285393e-01 
 1.20704735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729357e+00  7.12819750e-03  1.49016537e+00  1.28461363e-01  2.75285398e-01 
 1.20717235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729356e+00  7.12822760e-03  1.49016533e+00  1.28461365e-01  2.75285402e-01 
 1.20729735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729355e+00  7.12825821e-03  1.49016530e+00  1.28461367e-01  2.75285406e-01 
 1.20742235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729355e+00  7.12828873e-03  1.49016526e+00  1.28461369e-01  2.75285410e-01 
 1.20754735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729354e+00  7.12831928e-03  1.49016522e+00  1.28461371e-01  2.75285414e-01 
 1.20767235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729353e+00  7.12834979e-03  1.49016518e+00  1.28461373e-01  2.75285419e-01 
 1.20779735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729352e+00  7.12837980e-03  1.49016514e+00  1.28461375e-01  2.75285423e-01 
 1.20792235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729352e+00  7.12841049e-03  1.49016511e+00  1.28461377e-01  2.75285427e-01 
 1.20804735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729351e+00  7.12844103e-03  1.49016507e+00  1.28461379e-01  2.75285431e-01 
 1.20817235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729350e+00  7.12847143e-03  1.49016503e+00  1.28461381e-01  2.75285436e-01 
 1.20829735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729349e+00  7.12850208e-03  1.49016499e+00  1.28461383e-01  2.75285440e-01 
 1.20842235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729349e+00  7.12853239e-03  1.49016496e+00  1.28461384e-01  2.75285444e-01 
 1.20854735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729348e+00  7.12856284e-03  1.49016492e+00  1.28461386e-01  2.75285449e-01 
 1.20867235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729347e+00  7.12859238e-03  1.49016488e+00  1.28461388e-01  2.75285453e-01 
 1.20879735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729346e+00  7.12862262e-03  1.49016484e+00  1.28461390e-01  2.75285458e-01 
 1.20892235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729346e+00  7.12865348e-03  1.49016481e+00  1.28461392e-01  2.75285462e-01 
 1.20904735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729345e+00  7.12868341e-03  1.49016477e+00  1.28461394e-01  2.75285466e-01 
 1.20917235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729344e+00  7.12871345e-03  1.49016473e+00  1.28461396e-01  2.75285470e-01 
 1.20929735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729344e+00  7.12874394e-03  1.49016469e+00  1.28461398e-01  2.75285475e-01 
 1.20942235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729343e+00  7.12877403e-03  1.49016466e+00  1.28461400e-01  2.75285479e-01 
 1.20954735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729342e+00  7.12880406e-03  1.49016462e+00  1.28461402e-01  2.75285483e-01 
 1.20967235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729342e+00  7.12883412e-03  1.49016458e+00  1.28461404e-01  2.75285487e-01 
 1.20979735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729341e+00  7.12886422e-03  1.49016455e+00  1.28461406e-01  2.75285492e-01 
 1.20992235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729340e+00  7.12889434e-03  1.49016451e+00  1.28461408e-01  2.75285496e-01 
 1.21004735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729340e+00  7.12892424e-03  1.49016447e+00  1.28461410e-01  2.75285501e-01 
 1.21017235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729339e+00  7.12895409e-03  1.49016443e+00  1.28461411e-01  2.75285505e-01 
 1.21029735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729338e+00  7.12898382e-03  1.49016440e+00  1.28461413e-01  2.75285509e-01 
 1.21042235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729337e+00  7.12901333e-03  1.49016436e+00  1.28461415e-01  2.75285514e-01 
 1.21054735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729337e+00  7.12904313e-03  1.49016432e+00  1.28461417e-01  2.75285518e-01 
 1.21067235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729336e+00  7.12907240e-03  1.49016429e+00  1.28461419e-01  2.75285523e-01 
 1.21079735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729335e+00  7.12910176e-03  1.49016425e+00  1.28461421e-01  2.75285527e-01 
 1.21092235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729335e+00  7.12913155e-03  1.49016421e+00  1.28461423e-01  2.75285532e-01 
 1.21104735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729334e+00  7.12916106e-03  1.49016418e+00  1.28461425e-01  2.75285536e-01 
 1.21117235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729333e+00  7.12919032e-03  1.49016414e+00  1.28461427e-01  2.75285541e-01 
 1.21129735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729332e+00  7.12921977e-03  1.49016410e+00  1.28461429e-01  2.75285545e-01 
 1.21142235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729332e+00  7.12924895e-03  1.49016407e+00  1.28461431e-01  2.75285550e-01 
 1.21154735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729331e+00  7.12927823e-03  1.49016403e+00  1.28461433e-01  2.75285555e-01 
 1.21167235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729330e+00  7.12930782e-03  1.49016400e+00  1.28461435e-01  2.75285559e-01 
 1.21179735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729330e+00  7.12933717e-03  1.49016396e+00  1.28461436e-01  2.75285564e-01 
 1.21192235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729329e+00  7.12936635e-03  1.49016392e+00  1.28461438e-01  2.75285568e-01 
 1.21204735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729328e+00  7.12939577e-03  1.49016389e+00  1.28461440e-01  2.75285573e-01 
 1.21217235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729327e+00  7.12942497e-03  1.49016385e+00  1.28461442e-01  2.75285578e-01 
 1.21229735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729327e+00  7.12945392e-03  1.49016381e+00  1.28461444e-01  2.75285582e-01 
 1.21242235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729326e+00  7.12948297e-03  1.49016378e+00  1.28461446e-01  2.75285587e-01 
 1.21254735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729325e+00  7.12951185e-03  1.49016374e+00  1.28461448e-01  2.75285591e-01 
 1.21267235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729325e+00  7.12954101e-03  1.49016371e+00  1.28461450e-01  2.75285596e-01 
 1.21279735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729324e+00  7.12956971e-03  1.49016367e+00  1.28461452e-01  2.75285600e-01 
 1.21292235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729323e+00  7.12959851e-03  1.49016363e+00  1.28461454e-01  2.75285605e-01 
 1.21304735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729323e+00  7.12962721e-03  1.49016360e+00  1.28461456e-01  2.75285609e-01 
 1.21317235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729322e+00  7.12965569e-03  1.49016356e+00  1.28461457e-01  2.75285613e-01 
 1.21329735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729321e+00  7.12968380e-03  1.49016353e+00  1.28461459e-01  2.75285618e-01 
 1.21342235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729320e+00  7.12971259e-03  1.49016349e+00  1.28461461e-01  2.75285622e-01 
 1.21354735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729320e+00  7.12974148e-03  1.49016346e+00  1.28461463e-01  2.75285626e-01 
 1.21367235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729319e+00  7.12977041e-03  1.49016342e+00  1.28461465e-01  2.75285631e-01 
 1.21379735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729318e+00  7.12979877e-03  1.49016338e+00  1.28461467e-01  2.75285635e-01 
 1.21392235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729318e+00  7.12982704e-03  1.49016335e+00  1.28461469e-01  2.75285640e-01 
 1.21404735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729317e+00  7.12985547e-03  1.49016331e+00  1.28461471e-01  2.75285644e-01 
 1.21417235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729316e+00  7.12988421e-03  1.49016328e+00  1.28461473e-01  2.75285648e-01 
 1.21429735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729316e+00  7.12991256e-03  1.49016324e+00  1.28461475e-01  2.75285652e-01 
 1.21442235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729315e+00  7.12994052e-03  1.49016321e+00  1.28461477e-01  2.75285656e-01 
 1.21454735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729314e+00  7.12996868e-03  1.49016317e+00  1.28461479e-01  2.75285660e-01 
 1.21467235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729314e+00  7.12999753e-03  1.49016314e+00  1.28461481e-01  2.75285664e-01 
 1.21479735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729313e+00  7.13002562e-03  1.49016310e+00  1.28461483e-01  2.75285668e-01 
 1.21492235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729312e+00  7.13005342e-03  1.49016307e+00  1.28461485e-01  2.75285672e-01 
 1.21504735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729311e+00  7.13008163e-03  1.49016303e+00  1.28461487e-01  2.75285675e-01 
 1.21517235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729311e+00  7.13010971e-03  1.49016300e+00  1.28461489e-01  2.75285679e-01 
 1.21529735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729310e+00  7.13013759e-03  1.49016296e+00  1.28461491e-01  2.75285683e-01 
 1.21542235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729310e+00  7.13016530e-03  1.49016293e+00  1.28461492e-01  2.75285687e-01 
 1.21554735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729309e+00  7.13019326e-03  1.49016290e+00  1.28461494e-01  2.75285690e-01 
 1.21567235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729308e+00  7.13022093e-03  1.49016286e+00  1.28461496e-01  2.75285694e-01 
 1.21579735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729308e+00  7.13024848e-03  1.49016283e+00  1.28461498e-01  2.75285698e-01 
 1.21592235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729307e+00  7.13027623e-03  1.49016279e+00  1.28461500e-01  2.75285702e-01 
 1.21604735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729306e+00  7.13030369e-03  1.49016276e+00  1.28461502e-01  2.75285706e-01 
 1.21617235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729305e+00  7.13033100e-03  1.49016272e+00  1.28461504e-01  2.75285710e-01 
 1.21629735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729305e+00  7.13035866e-03  1.49016269e+00  1.28461506e-01  2.75285714e-01 
 1.21642235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729304e+00  7.13038635e-03  1.49016265e+00  1.28461508e-01  2.75285718e-01 
 1.21654735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729303e+00  7.13041393e-03  1.49016262e+00  1.28461510e-01  2.75285722e-01 
 1.21667235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729303e+00  7.13044163e-03  1.49016259e+00  1.28461512e-01  2.75285725e-01 
 1.21679735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729302e+00  7.13046927e-03  1.49016255e+00  1.28461514e-01  2.75285729e-01 
 1.21692235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729302e+00  7.13049645e-03  1.49016252e+00  1.28461515e-01  2.75285733e-01 
 1.21704735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729301e+00  7.13052301e-03  1.49016248e+00  1.28461517e-01  2.75285737e-01 
 1.21717235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729300e+00  7.13055025e-03  1.49016245e+00  1.28461519e-01  2.75285741e-01 
 1.21729735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729299e+00  7.13057713e-03  1.49016242e+00  1.28461521e-01  2.75285745e-01 
 1.21742235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729299e+00  7.13060383e-03  1.49016238e+00  1.28461523e-01  2.75285749e-01 
 1.21754735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729298e+00  7.13063087e-03  1.49016235e+00  1.28461525e-01  2.75285754e-01 
 1.21767235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729297e+00  7.13065768e-03  1.49016232e+00  1.28461527e-01  2.75285758e-01 
 1.21779735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729297e+00  7.13068424e-03  1.49016228e+00  1.28461529e-01  2.75285762e-01 
 1.21792235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729296e+00  7.13071069e-03  1.49016225e+00  1.28461531e-01  2.75285766e-01 
 1.21804735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729295e+00  7.13073760e-03  1.49016222e+00  1.28461533e-01  2.75285770e-01 
 1.21817235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729295e+00  7.13076465e-03  1.49016218e+00  1.28461535e-01  2.75285774e-01 
 1.21829735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729294e+00  7.13079198e-03  1.49016215e+00  1.28461537e-01  2.75285779e-01 
 1.21842235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729294e+00  7.13081905e-03  1.49016212e+00  1.28461538e-01  2.75285783e-01 
 1.21854735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729293e+00  7.13084515e-03  1.49016208e+00  1.28461540e-01  2.75285788e-01 
 1.21867235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729292e+00  7.13087205e-03  1.49016205e+00  1.28461542e-01  2.75285792e-01 
 1.21879735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729292e+00  7.13089890e-03  1.49016202e+00  1.28461544e-01  2.75285797e-01 
 1.21892235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729291e+00  7.13092526e-03  1.49016199e+00  1.28461546e-01  2.75285801e-01 
 1.21904735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729290e+00  7.13095149e-03  1.49016195e+00  1.28461548e-01  2.75285805e-01 
 1.21917235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729290e+00  7.13097722e-03  1.49016192e+00  1.28461550e-01  2.75285809e-01 
 1.21929735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729289e+00  7.13100383e-03  1.49016189e+00  1.28461552e-01  2.75285814e-01 
 1.21942235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729288e+00  7.13102990e-03  1.49016185e+00  1.28461554e-01  2.75285818e-01 
 1.21954735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729288e+00  7.13105601e-03  1.49016182e+00  1.28461556e-01  2.75285822e-01 
 1.21967235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729287e+00  7.13108180e-03  1.49016179e+00  1.28461558e-01  2.75285827e-01 
 1.21979735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729286e+00  7.13110756e-03  1.49016176e+00  1.28461560e-01  2.75285832e-01 
 1.21992235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729286e+00  7.13113373e-03  1.49016173e+00  1.28461562e-01  2.75285836e-01 
 1.22004735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729285e+00  7.13115976e-03  1.49016169e+00  1.28461564e-01  2.75285840e-01 
 1.22017235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729285e+00  7.13118542e-03  1.49016166e+00  1.28461565e-01  2.75285845e-01 
 1.22029735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729284e+00  7.13121160e-03  1.49016163e+00  1.28461567e-01  2.75285849e-01 
 1.22042235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729283e+00  7.13123710e-03  1.49016160e+00  1.28461569e-01  2.75285853e-01 
 1.22054735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729283e+00  7.13126250e-03  1.49016157e+00  1.28461571e-01  2.75285858e-01 
 1.22067235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729282e+00  7.13128770e-03  1.49016153e+00  1.28461573e-01  2.75285862e-01 
 1.22079735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729281e+00  7.13131277e-03  1.49016150e+00  1.28461575e-01  2.75285866e-01 
 1.22092235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729281e+00  7.13133843e-03  1.49016147e+00  1.28461577e-01  2.75285870e-01 
 1.22104735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729280e+00  7.13136344e-03  1.49016144e+00  1.28461579e-01  2.75285875e-01 
 1.22117235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729279e+00  7.13138845e-03  1.49016141e+00  1.28461581e-01  2.75285879e-01 
 1.22129735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729279e+00  7.13141340e-03  1.49016137e+00  1.28461582e-01  2.75285883e-01 
 1.22142235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729278e+00  7.13143895e-03  1.49016134e+00  1.28461584e-01  2.75285887e-01 
 1.22154735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729278e+00  7.13146385e-03  1.49016131e+00  1.28461586e-01  2.75285892e-01 
 1.22167235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729277e+00  7.13148864e-03  1.49016128e+00  1.28461588e-01  2.75285896e-01 
 1.22179735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729276e+00  7.13151328e-03  1.49016125e+00  1.28461590e-01  2.75285901e-01 
 1.22192235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729276e+00  7.13153844e-03  1.49016122e+00  1.28461592e-01  2.75285905e-01 
 1.22204735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729275e+00  7.13156404e-03  1.49016119e+00  1.28461594e-01  2.75285910e-01 
 1.22217235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729274e+00  7.13158900e-03  1.49016116e+00  1.28461596e-01  2.75285914e-01 
 1.22229735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729274e+00  7.13161323e-03  1.49016112e+00  1.28461598e-01  2.75285919e-01 
 1.22242235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729273e+00  7.13163801e-03  1.49016109e+00  1.28461600e-01  2.75285924e-01 
 1.22254735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729272e+00  7.13166279e-03  1.49016106e+00  1.28461602e-01  2.75285928e-01 
 1.22267235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729272e+00  7.13168699e-03  1.49016103e+00  1.28461604e-01  2.75285933e-01 
 1.22279735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729271e+00  7.13171154e-03  1.49016100e+00  1.28461605e-01  2.75285938e-01 
 1.22292235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729271e+00  7.13173571e-03  1.49016097e+00  1.28461607e-01  2.75285943e-01 
 1.22304735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729270e+00  7.13176012e-03  1.49016094e+00  1.28461609e-01  2.75285947e-01 
 1.22317235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729269e+00  7.13178444e-03  1.49016091e+00  1.28461611e-01  2.75285952e-01 
 1.22329735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729269e+00  7.13180854e-03  1.49016088e+00  1.28461613e-01  2.75285957e-01 
 1.22342235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729268e+00  7.13183265e-03  1.49016085e+00  1.28461615e-01  2.75285961e-01 
 1.22354735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729267e+00  7.13185657e-03  1.49016082e+00  1.28461617e-01  2.75285966e-01 
 1.22367235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729267e+00  7.13188043e-03  1.49016079e+00  1.28461619e-01  2.75285971e-01 
 1.22379735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729266e+00  7.13190461e-03  1.49016076e+00  1.28461621e-01  2.75285975e-01 
 1.22392235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729266e+00  7.13192912e-03  1.49016073e+00  1.28461623e-01  2.75285979e-01 
 1.22404735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729265e+00  7.13195278e-03  1.49016070e+00  1.28461625e-01  2.75285983e-01 
 1.22417235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729264e+00  7.13197642e-03  1.49016067e+00  1.28461627e-01  2.75285988e-01 
 1.22429735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729264e+00  7.13200012e-03  1.49016064e+00  1.28461629e-01  2.75285992e-01 
 1.22442235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729263e+00  7.13202395e-03  1.49016061e+00  1.28461631e-01  2.75285996e-01 
 1.22454735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729263e+00  7.13204716e-03  1.49016058e+00  1.28461633e-01  2.75286001e-01 
 1.22467235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729262e+00  7.13207099e-03  1.49016055e+00  1.28461635e-01  2.75286005e-01 
 1.22479735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729261e+00  7.13209529e-03  1.49016052e+00  1.28461637e-01  2.75286009e-01 
 1.22492235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729261e+00  7.13211890e-03  1.49016049e+00  1.28461638e-01  2.75286013e-01 
 1.22504735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729260e+00  7.13214190e-03  1.49016046e+00  1.28461640e-01  2.75286017e-01 
 1.22517235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729260e+00  7.13216476e-03  1.49016043e+00  1.28461642e-01  2.75286021e-01 
 1.22529735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729259e+00  7.13218831e-03  1.49016040e+00  1.28461644e-01  2.75286026e-01 
 1.22542235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729258e+00  7.13221132e-03  1.49016037e+00  1.28461646e-01  2.75286030e-01 
 1.22554735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729258e+00  7.13223421e-03  1.49016034e+00  1.28461648e-01  2.75286034e-01 
 1.22567235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729257e+00  7.13225658e-03  1.49016032e+00  1.28461650e-01  2.75286038e-01 
 1.22579735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729257e+00  7.13227933e-03  1.49016029e+00  1.28461652e-01  2.75286042e-01 
 1.22592235e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729256e+00  7.13230178e-03  1.49016026e+00  1.28461654e-01  2.75286046e-01 
 1.22604735e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729255e+00  7.13232452e-03  1.49016023e+00  1.28461656e-01  2.75286050e-01 
