 frequency       v(Amag_dB)      v(Aarg)        
 9.77460036e+00  3.98647127e+01  1.65083753e+00 
 1.00000000e+01  3.98648974e+01  1.60802468e+00 
 1.02305973e+01  3.98650738e+01  1.56604542e+00 
 1.04665121e+01  3.98652423e+01  1.52487809e+00 
 1.07078670e+01  3.98654032e+01  1.48450142e+00 
 1.09547876e+01  3.98655568e+01  1.44489454e+00 
 1.12074020e+01  3.98657035e+01  1.40603700e+00 
 1.14658417e+01  3.98658436e+01  1.36790871e+00 
 1.17302409e+01  3.98659773e+01  1.33048994e+00 
 1.20007371e+01  3.98661050e+01  1.29376136e+00 
 1.22774708e+01  3.98662268e+01  1.25770395e+00 
 1.25605860e+01  3.98663432e+01  1.22229907e+00 
 1.28502297e+01  3.98664542e+01  1.18752839e+00 
 1.31465525e+01  3.98665601e+01  1.15337390e+00 
 1.34497085e+01  3.98666612e+01  1.11981793e+00 
 1.37598551e+01  3.98667576e+01  1.08684310e+00 
 1.40771537e+01  3.98668497e+01  1.05443233e+00 
 1.44017690e+01  3.98669374e+01  1.02256883e+00 
 1.47338699e+01  3.98670211e+01  9.91236092e-01 
 1.50736290e+01  3.98671009e+01  9.60417876e-01 
 1.54212228e+01  3.98671769e+01  9.30098211e-01 
 1.57768320e+01  3.98672494e+01  9.00261380e-01 
 1.61406415e+01  3.98673185e+01  8.70891917e-01 
 1.65128404e+01  3.98673842e+01  8.41974591e-01 
 1.68936220e+01  3.98674469e+01  8.13494409e-01 
 1.72831844e+01  3.98675065e+01  7.85436600e-01 
 1.76817299e+01  3.98675632e+01  7.57786610e-01 
 1.80894658e+01  3.98676172e+01  7.30530097e-01 
 1.85066040e+01  3.98676685e+01  7.03652920e-01 
 1.89333613e+01  3.98677173e+01  6.77141135e-01 
 1.93699595e+01  3.98677636e+01  6.50980984e-01 
 1.98166255e+01  3.98678075e+01  6.25158893e-01 
 2.02735916e+01  3.98678492e+01  5.99661460e-01 
 2.07410951e+01  3.98678887e+01  5.74475453e-01 
 2.12193792e+01  3.98679262e+01  5.49587797e-01 
 2.17086923e+01  3.98679616e+01  5.24985574e-01 
 2.22092889e+01  3.98679950e+01  5.00656013e-01 
 2.27214291e+01  3.98680266e+01  4.76586482e-01 
 2.32453791e+01  3.98680564e+01  4.52764485e-01 
 2.37814113e+01  3.98680844e+01  4.29177653e-01 
 2.43298042e+01  3.98681108e+01  4.05813739e-01 
 2.48908429e+01  3.98681355e+01  3.82660610e-01 
 2.54648190e+01  3.98681586e+01  3.59706244e-01 
 2.60520309e+01  3.98681802e+01  3.36938719e-01 
 2.66527837e+01  3.98682003e+01  3.14346211e-01 
 2.72673897e+01  3.98682190e+01  2.91916987e-01 
 2.78961683e+01  3.98682362e+01  2.69639398e-01 
 2.85394464e+01  3.98682521e+01  2.47501872e-01 
 2.91975583e+01  3.98682667e+01  2.25492911e-01 
 2.98708461e+01  3.98682799e+01  2.03601084e-01 
 3.05596598e+01  3.98682919e+01  1.81815018e-01 
 3.12643573e+01  3.98683026e+01  1.60123397e-01 
 3.19853049e+01  3.98683120e+01  1.38514952e-01 
 3.27228774e+01  3.98683203e+01  1.16978460e-01 
 3.34774581e+01  3.98683273e+01  9.55027320e-02 
 3.42494392e+01  3.98683332e+01  7.40766116e-02 
 3.50392221e+01  3.98683379e+01  5.26889683e-02 
 3.58472171e+01  3.98683415e+01  3.13286913e-02 
 3.66738442e+01  3.98683438e+01  9.98468363e-03 
 3.75195331e+01  3.98683451e+01 -1.13541429e-02 
 3.83847234e+01  3.98683452e+01 -3.26988738e-02 
 3.92698648e+01  3.98683441e+01 -5.40605980e-02 
 4.01754173e+01  3.98683419e+01 -7.54504130e-02 
 4.11018515e+01  3.98683386e+01 -9.68794310e-02 
 4.20496491e+01  3.98683341e+01 -1.18358784e-01 
 4.30193027e+01  3.98683284e+01 -1.39899632e-01 
 4.40113162e+01  3.98683215e+01 -1.61513163e-01 
 4.50262052e+01  3.98683135e+01 -1.83210607e-01 
 4.60644974e+01  3.98683042e+01 -2.05003235e-01 
 4.71267322e+01  3.98682937e+01 -2.26902367e-01 
 4.82134619e+01  3.98682820e+01 -2.48919380e-01 
 4.93252513e+01  3.98682689e+01 -2.71065709e-01 
 5.04626783e+01  3.98682546e+01 -2.93352860e-01 
 5.16263340e+01  3.98682389e+01 -3.15792408e-01 
 5.28168234e+01  3.98682219e+01 -3.38396009e-01 
 5.40347650e+01  3.98682035e+01 -3.61175404e-01 
 5.52807921e+01  3.98681836e+01 -3.84142424e-01 
 5.65555523e+01  3.98681623e+01 -4.07308996e-01 
 5.78597080e+01  3.98681394e+01 -4.30687154e-01 
 5.91939372e+01  3.98681149e+01 -4.54289037e-01 
 6.05589334e+01  3.98680889e+01 -4.78126902e-01 
