time,a_3V3,x2t,b_1V5
1.765599320000000105e+01,3.299999999999999822e+00,5.121341249999999914e-06,1.499999969999999960e+00
1.775599320000000247e+01,3.299999999999999822e+00,-1.621185379999999944e-06,1.499999929999999981e+00
1.785599320000000034e+01,3.299999999999999822e+00,4.865674769999999594e-06,1.499999969999999960e+00
1.795599319999999821e+01,3.299999999999999822e+00,-1.373234690000000094e-06,1.499999929999999981e+00
1.805599319999999963e+01,3.299999999999999822e+00,4.625214730000000061e-06,1.499999969999999960e+00
1.815599319999999750e+01,3.299999999999999822e+00,-1.140046410000000101e-06,1.499999939999999921e+00
1.825599319999999892e+01,3.299999999999999822e+00,4.399085930000000363e-06,1.499999969999999960e+00
1.835599320000000034e+01,3.299999999999999822e+00,-9.207707570000000517e-07,1.499999939999999921e+00
1.845599320000000176e+01,3.299999999999999822e+00,4.186463299999999921e-06,1.499999969999999960e+00
1.855599319999999963e+01,3.299999999999999822e+00,-7.146066290000000185e-07,1.499999939999999921e+00
1.865599320000000105e+01,3.299999999999999822e+00,3.986569010000000110e-06,1.499999969999999960e+00
1.875599319999999892e+01,3.299999999999999822e+00,-5.207988019999999472e-07,1.499999939999999921e+00
1.885599320000000034e+01,3.299999999999999822e+00,3.798669779999999798e-06,1.499999969999999960e+00
1.895599319999999821e+01,3.299999999999999822e+00,-3.386353059999999862e-07,1.499999939999999921e+00
1.905599319999999963e+01,3.299999999999999822e+00,3.622074329999999859e-06,1.499999969999999960e+00
1.915599320000000105e+01,3.299999999999999822e+00,-1.674449500000000054e-07,1.499999939999999921e+00
1.925599320000000247e+01,3.299999999999999822e+00,3.456130979999999974e-06,1.499999969999999960e+00
1.935599320000000034e+01,3.299999999999999822e+00,-6.594990690000000170e-09,1.499999939999999921e+00
1.945599320000000176e+01,3.299999999999999822e+00,3.300225370000000098e-06,1.499999969999999960e+00
1.955599319999999963e+01,3.299999999999999822e+00,1.445110710000000088e-07,1.499999939999999921e+00
1.965599319999999750e+01,3.299999999999999822e+00,3.153778349999999799e-06,1.499999969999999960e+00
1.975599319999999892e+01,3.299999999999999822e+00,2.864355610000000071e-07,1.499999939999999921e+00
1.985599320000000034e+01,3.299999999999999822e+00,3.016243940000000172e-06,1.499999969999999960e+00
1.995599320000000176e+01,3.299999999999999822e+00,4.197085890000000077e-07,1.499999939999999921e+00
2.005599319999999963e+01,3.299999999999999822e+00,2.887107420000000087e-06,1.499999960000000021e+00
2.015599320000000105e+01,3.299999999999999822e+00,5.448298929999999715e-07,1.499999939999999921e+00
2.025599319999999892e+01,3.299999999999999822e+00,2.765883610000000114e-06,1.499999960000000021e+00
2.035599320000000034e+01,3.299999999999999822e+00,6.622705759999999855e-07,1.499999939999999921e+00
2.045599319999999821e+01,3.299999999999999822e+00,2.652115080000000054e-06,1.499999960000000021e+00
2.055599319999999963e+01,3.299999999999999822e+00,7.724747449999999884e-07,1.499999939999999921e+00
2.065599320000000105e+01,3.299999999999999822e+00,2.545370649999999851e-06,1.499999960000000021e+00
2.075599319999999892e+01,3.299999999999999822e+00,8.758610560000000281e-07,1.499999939999999921e+00
2.085599320000000034e+01,3.299999999999999822e+00,2.445243829999999862e-06,1.499999960000000021e+00
2.095599320000000176e+01,3.299999999999999822e+00,9.728241680000000302e-07,1.499999939999999921e+00
2.105599319999999963e+01,3.299999999999999822e+00,2.351351449999999908e-06,1.499999960000000021e+00
2.115599319999999750e+01,3.299999999999999822e+00,1.063736120000000029e-06,1.499999939999999921e+00
2.125599319999999892e+01,3.299999999999999822e+00,2.263332280000000202e-06,1.499999960000000021e+00
2.135599320000000034e+01,3.299999999999999822e+00,1.148947639999999937e-06,1.499999939999999921e+00
2.145599320000000176e+01,3.299999999999999822e+00,2.180845800000000061e-06,1.499999960000000021e+00
2.155599319999999963e+01,3.299999999999999822e+00,1.228789309999999966e-06,1.499999939999999921e+00
2.165599320000000105e+01,3.299999999999999822e+00,2.103571040000000049e-06,1.499999960000000021e+00
2.175599320000000247e+01,3.299999999999999822e+00,1.303572799999999906e-06,1.499999939999999921e+00
2.185599319999999679e+01,3.299999999999999822e+00,2.031205399999999819e-06,1.499999960000000021e+00
2.195599319999999821e+01,3.299999999999999822e+00,1.373591890000000086e-06,1.499999939999999921e+00
2.205599319999999963e+01,3.299999999999999822e+00,1.963463649999999986e-06,1.499999960000000021e+00
2.215599320000000105e+01,3.299999999999999822e+00,1.439123510000000065e-06,1.499999939999999921e+00
2.225599319999999892e+01,3.299999999999999822e+00,1.900076919999999949e-06,1.499999960000000021e+00
2.235599320000000034e+01,3.299999999999999822e+00,1.500428699999999992e-06,1.499999950000000082e+00
2.245599320000000176e+01,3.299999999999999822e+00,1.840791749999999950e-06,1.499999960000000021e+00
2.255599320000000318e+01,3.299999999999999822e+00,1.557753560000000032e-06,1.499999950000000082e+00
2.265599319999999750e+01,3.299999999999999822e+00,1.785369239999999895e-06,1.499999960000000021e+00
2.275599319999999892e+01,3.299999999999999822e+00,1.611330030000000019e-06,1.499999950000000082e+00
2.285599320000000034e+01,3.299999999999999822e+00,1.733584169999999975e-06,1.499999960000000021e+00
2.295599319999999821e+01,3.299999999999999822e+00,1.661376760000000070e-06,1.499999950000000082e+00
2.305599319999999963e+01,3.299999999999999822e+00,1.685224260000000099e-06,1.499999960000000021e+00
2.315599320000000105e+01,3.299999999999999822e+00,1.708099859999999918e-06,1.499999950000000082e+00
2.325599320000000247e+01,3.299999999999999822e+00,1.640089410000000100e-06,1.499999960000000021e+00
2.335599320000000034e+01,3.299999999999999822e+00,1.751693599999999967e-06,1.499999950000000082e+00
2.345599319999999821e+01,3.299999999999999822e+00,1.597991009999999989e-06,1.499999960000000021e+00
2.355599319999999963e+01,3.299999999999999822e+00,1.792341099999999988e-06,1.499999950000000082e+00
2.365599320000000105e+01,3.299999999999999822e+00,1.558751270000000059e-06,1.499999960000000021e+00
2.375599319999999892e+01,3.299999999999999822e+00,1.830214969999999952e-06,1.499999950000000082e+00
2.385599320000000034e+01,3.299999999999999822e+00,1.522202609999999950e-06,1.499999960000000021e+00
2.395599320000000176e+01,3.299999999999999822e+00,1.865477890000000022e-06,1.499999950000000082e+00
2.405599320000000318e+01,3.299999999999999822e+00,1.488187079999999930e-06,1.499999960000000021e+00
2.415599319999999750e+01,3.299999999999999822e+00,1.898283230000000045e-06,1.499999950000000082e+00
2.425599319999999892e+01,3.299999999999999822e+00,1.456555799999999920e-06,1.499999960000000021e+00
2.435599320000000034e+01,3.299999999999999822e+00,1.928775530000000028e-06,1.499999950000000082e+00
2.445599319999999821e+01,3.299999999999999822e+00,1.427168439999999940e-06,1.499999960000000021e+00
2.455599319999999963e+01,3.299999999999999822e+00,1.957091019999999899e-06,1.499999950000000082e+00
2.465599320000000105e+01,3.299999999999999822e+00,1.399892730000000027e-06,1.499999960000000021e+00
2.475599320000000247e+01,3.299999999999999822e+00,1.983358099999999983e-06,1.499999950000000082e+00
2.485599320000000034e+01,3.299999999999999822e+00,1.374604019999999905e-06,1.499999960000000021e+00
2.495599319999999821e+01,3.299999999999999822e+00,2.007697810000000167e-06,1.499999950000000082e+00
2.505599319999999963e+01,3.299999999999999822e+00,1.351184800000000001e-06,1.499999960000000021e+00
2.515599320000000105e+01,3.299999999999999822e+00,2.030224210000000003e-06,1.499999950000000082e+00
2.525599319999999892e+01,3.299999999999999822e+00,1.329524349999999960e-06,1.499999960000000021e+00
2.535599320000000034e+01,3.299999999999999822e+00,2.051044799999999811e-06,1.499999950000000082e+00
2.545599320000000176e+01,3.299999999999999822e+00,1.309518289999999980e-06,1.499999960000000021e+00
2.555599319999999963e+01,3.299999999999999822e+00,2.070260910000000188e-06,1.499999950000000082e+00
2.565599320000000105e+01,3.299999999999999822e+00,1.291068260000000074e-06,1.499999960000000021e+00
2.575599319999999892e+01,3.299999999999999822e+00,2.087968030000000029e-06,1.499999950000000082e+00
2.585599320000000034e+01,3.299999999999999822e+00,1.274081549999999995e-06,1.499999960000000021e+00
2.595599319999999821e+01,3.299999999999999822e+00,2.104256160000000123e-06,1.499999950000000082e+00
2.605599319999999963e+01,3.299999999999999822e+00,1.258470800000000062e-06,1.499999960000000021e+00
2.615599320000000105e+01,3.299999999999999822e+00,2.119210100000000186e-06,1.499999950000000082e+00
2.625599320000000247e+01,3.299999999999999822e+00,1.244153679999999989e-06,1.499999960000000021e+00
2.635599320000000034e+01,3.299999999999999822e+00,2.132909790000000091e-06,1.499999950000000082e+00
2.645599319999999821e+01,3.299999999999999822e+00,1.231052599999999957e-06,1.499999960000000021e+00
2.655599319999999963e+01,3.299999999999999822e+00,2.145430549999999892e-06,1.499999950000000082e+00
2.665599319999999750e+01,3.299999999999999822e+00,1.219094430000000022e-06,1.499999960000000021e+00
2.675599319999999892e+01,3.299999999999999822e+00,2.156843359999999995e-06,1.499999950000000082e+00
2.685599320000000034e+01,3.299999999999999822e+00,1.208210260000000087e-06,1.499999960000000021e+00
2.695599320000000176e+01,3.299999999999999822e+00,2.167215099999999907e-06,1.499999950000000082e+00
2.705599319999999963e+01,3.299999999999999822e+00,1.198335179999999955e-06,1.499999960000000021e+00
2.715599320000000105e+01,3.299999999999999822e+00,2.176608819999999855e-06,1.499999950000000082e+00
2.725599319999999892e+01,3.299999999999999822e+00,1.189407989999999969e-06,1.499999960000000021e+00
2.735599320000000034e+01,3.299999999999999822e+00,2.185083889999999846e-06,1.499999950000000082e+00
2.745599319999999821e+01,3.299999999999999822e+00,1.181371050000000047e-06,1.499999960000000021e+00
