time,Vclk,Vs,Vcpp,Vcpn,Voutp,Voutn
5.088447680000000162e+01,1.500000000000000000e+00,-2.579892770000000203e-07,-1.685078530000000013e-06,2.954233219999999912e-09,1.499998769999999926e+00,1.171803449999999966e-06
5.120447680000000190e+01,1.500000000000000000e+00,-2.543923410000000119e-07,-1.667733229999999983e-06,6.640441129999999734e-09,1.499998780000000087e+00,1.162787589999999991e-06
5.152447679999999508e+01,1.500000000000000000e+00,-2.508601719999999996e-07,-1.650683539999999932e-06,1.026267710000000028e-08,1.499998790000000026e+00,1.153921470000000037e-06
5.184447679999999536e+01,1.500000000000000000e+00,-2.473908700000000263e-07,-1.633921970000000008e-06,1.382259530000000079e-08,1.499998790000000026e+00,1.145201340000000054e-06
5.216447680000000275e+01,1.500000000000000000e+00,-2.439826150000000014e-07,-1.617441290000000030e-06,1.732179610000000071e-08,1.499998799999999965e+00,1.136623640000000045e-06
5.248447680000000304e+01,1.500000000000000000e+00,-2.406336660000000153e-07,-1.601234479999999945e-06,2.076182389999999935e-08,1.499998809999999905e+00,1.128184890000000091e-06
5.280447680000000332e+01,1.500000000000000000e+00,-2.373423589999999874e-07,-1.585294780000000005e-06,2.414417159999999945e-08,1.499998809999999905e+00,1.119881739999999899e-06
5.312447679999999650e+01,1.500000000000000000e+00,-2.341070959999999973e-07,-1.569615629999999920e-06,2.747028049999999890e-08,1.499998820000000066e+00,1.111710920000000102e-06
5.344447679999999679e+01,1.500000000000000000e+00,-2.309263449999999935e-07,-1.554190700000000020e-06,3.074154989999999872e-08,1.499998830000000005e+00,1.103669320000000004e-06
5.376447679999999707e+01,1.500000000000000000e+00,-2.277986400000000049e-07,-1.539013860000000094e-06,3.395932590000000285e-08,1.499998830000000005e+00,1.095753860000000081e-06
5.408447680000000446e+01,1.500000000000000000e+00,-2.247225709999999989e-07,-1.524079169999999980e-06,3.712491230000000008e-08,1.499998839999999944e+00,1.087961610000000079e-06
5.440447680000000474e+01,1.500000000000000000e+00,-2.216967799999999992e-07,-1.509380869999999960e-06,4.023957599999999885e-08,1.499998839999999944e+00,1.080289699999999965e-06
5.472447679999999792e+01,1.500000000000000000e+00,-2.187199680000000054e-07,-1.494913399999999982e-06,4.330453699999999765e-08,1.499998850000000106e+00,1.072735360000000065e-06
5.504447679999999821e+01,1.500000000000000000e+00,-2.157908809999999950e-07,-1.480671369999999977e-06,4.632098019999999865e-08,1.499998860000000045e+00,1.065295899999999941e-06
5.536447679999999849e+01,1.500000000000000000e+00,-2.129083139999999906e-07,-1.466649539999999993e-06,4.929005169999999826e-08,1.499998860000000045e+00,1.057968719999999900e-06
5.568447679999999878e+01,1.500000000000000000e+00,-2.100711050000000125e-07,-1.452842850000000099e-06,5.221286109999999948e-08,1.499998869999999984e+00,1.050751299999999907e-06
5.600447680000000616e+01,1.500000000000000000e+00,-2.072781360000000019e-07,-1.439246380000000024e-06,5.509048509999999976e-08,1.499998869999999984e+00,1.043641169999999897e-06
5.632447679999999934e+01,1.500000000000000000e+00,-2.045283279999999889e-07,-1.425855370000000077e-06,5.792396589999999714e-08,1.499998879999999923e+00,1.036635959999999953e-06
5.664447679999999963e+01,1.500000000000000000e+00,-2.018206419999999896e-07,-1.412665200000000015e-06,6.071431310000000244e-08,1.499998879999999923e+00,1.029733369999999992e-06
5.696447679999999991e+01,1.500000000000000000e+00,-1.991540710000000039e-07,-1.399671370000000032e-06,6.346251109999999858e-08,1.499998890000000085e+00,1.022931149999999899e-06
5.728447680000000020e+01,1.500000000000000000e+00,-1.965276479999999916e-07,-1.386869550000000092e-06,6.616950599999999763e-08,1.499998890000000085e+00,1.016227130000000059e-06
5.760447680000000048e+01,1.500000000000000000e+00,-1.939404349999999913e-07,-1.374255510000000096e-06,6.883622329999999519e-08,1.499998900000000024e+00,1.009619200000000020e-06
5.792447680000000076e+01,1.500000000000000000e+00,-1.913915259999999986e-07,-1.361825139999999959e-06,7.146355540000000440e-08,1.499998900000000024e+00,1.003105270000000035e-06
5.824447680000000105e+01,1.500000000000000000e+00,-1.888800479999999967e-07,-1.349574460000000066e-06,7.405237109999999782e-08,1.499998909999999963e+00,9.966833969999999365e-07
5.856447680000000133e+01,1.500000000000000000e+00,-1.864051520000000027e-07,-1.337499609999999967e-06,7.660351450000000133e-08,1.499998909999999963e+00,9.903516109999999914e-07
5.888447680000000162e+01,1.500000000000000000e+00,-1.839660190000000104e-07,-1.325596830000000000e-06,7.911780429999999631e-08,1.499998919999999902e+00,9.841080279999999296e-07
5.920447680000000190e+01,1.500000000000000000e+00,-1.815618560000000019e-07,-1.313862460000000017e-06,8.159603489999999777e-08,1.499998919999999902e+00,9.779508230000000130e-07
5.952447679999999508e+01,1.500000000000000000e+00,-1.791918939999999934e-07,-1.302292950000000057e-06,8.403897820000000528e-08,1.499998930000000064e+00,9.718782179999999330e-07
5.984447679999999536e+01,1.500000000000000000e+00,-1.768553890000000126e-07,-1.290884859999999924e-06,8.644738490000000502e-08,1.499998930000000064e+00,9.658884709999999348e-07
6.016447680000000275e+01,1.500000000000000000e+00,-1.745516180000000042e-07,-1.279634829999999923e-06,8.882198490000000300e-08,1.499998940000000003e+00,9.599799029999999632e-07
6.048447679999999593e+01,1.500000000000000000e+00,-1.722798809999999966e-07,-1.268539609999999911e-06,9.116348610000000486e-08,1.499998940000000003e+00,9.541508630000000641e-07
6.080447679999999622e+01,1.500000000000000000e+00,-1.700394999999999921e-07,-1.257596009999999964e-06,9.347257879999999738e-08,1.499998949999999942e+00,9.483997740000000228e-07
6.112447680000000361e+01,1.500000000000000000e+00,-1.678298160000000089e-07,-1.246800949999999920e-06,9.574993259999999549e-08,1.499998949999999942e+00,9.427250600000000516e-07
6.144447679999999679e+01,1.500000000000000000e+00,-1.656501879999999981e-07,-1.236151420000000083e-06,9.799619670000000099e-08,1.499998949999999942e+00,9.371252260000000213e-07
6.176447680000000418e+01,1.500000000000000000e+00,-1.634999969999999907e-07,-1.225644510000000063e-06,1.002120069999999966e-07,1.499998960000000103e+00,9.315987870000000508e-07
6.208447679999999735e+01,1.500000000000000000e+00,-1.613786379999999892e-07,-1.215277369999999897e-06,1.023979820000000023e-07,1.499998960000000103e+00,9.261443150000000422e-07
6.240447679999999764e+01,1.500000000000000000e+00,-1.592855269999999926e-07,-1.205047229999999912e-06,1.045547200000000023e-07,1.499998970000000043e+00,9.207604110000000029e-07
6.272447680000000503e+01,1.500000000000000000e+00,-1.572200919999999906e-07,-1.194951380000000019e-06,1.066828049999999972e-07,1.499998970000000043e+00,9.154457109999999613e-07
6.304447679999999821e+01,1.500000000000000000e+00,-1.551817809999999926e-07,-1.184987220000000105e-06,1.087828049999999961e-07,1.499998979999999982e+00,9.101988889999999777e-07
6.336447680000000560e+01,1.500000000000000000e+00,-1.531700550000000021e-07,-1.175152160000000091e-06,1.108552750000000007e-07,1.499998979999999982e+00,9.050186629999999546e-07
6.368447679999999878e+01,1.500000000000000000e+00,-1.511843899999999976e-07,-1.165443729999999911e-06,1.129007549999999976e-07,1.499998979999999982e+00,8.999037500000000023e-07
6.400447680000000616e+01,1.500000000000000000e+00,-1.492242770000000122e-07,-1.155859500000000067e-06,1.149197689999999952e-07,1.499998989999999921e+00,8.948529459999999887e-07
6.432447679999999934e+01,1.500000000000000000e+00,-1.472892189999999900e-07,-1.146397079999999938e-06,1.169128289999999978e-07,1.499998989999999921e+00,8.898650439999999821e-07
6.464447679999999252e+01,1.500000000000000000e+00,-1.453787340000000089e-07,-1.137054189999999933e-06,1.188804329999999988e-07,1.499998989999999921e+00,8.849388660000000506e-07
6.496447679999999991e+01,1.500000000000000000e+00,-1.434923520000000051e-07,-1.127828560000000079e-06,1.208230670000000009e-07,1.499999000000000082e+00,8.800732880000000342e-07
6.528447679999999309e+01,1.500000000000000000e+00,-1.416296150000000113e-07,-1.118718010000000088e-06,1.227412050000000029e-07,1.499999000000000082e+00,8.752671920000000067e-07
6.560447680000000048e+01,1.500000000000000000e+00,-1.397900780000000014e-07,-1.109720400000000035e-06,1.246353080000000095e-07,1.499999010000000021e+00,8.705194939999999535e-07
6.592447679999999366e+01,1.500000000000000000e+00,-1.379733050000000086e-07,-1.100833629999999924e-06,1.265058260000000121e-07,1.499999010000000021e+00,8.658291359999999543e-07
6.624447680000000105e+01,1.500000000000000000e+00,-1.361788730000000072e-07,-1.092055670000000016e-06,1.283531999999999955e-07,1.499999010000000021e+00,8.611950839999999638e-07
6.656447680000000844e+01,1.500000000000000000e+00,-1.344063690000000077e-07,-1.083384549999999939e-06,1.301778530000000121e-07,1.499999019999999961e+00,8.566163230000000061e-07
6.688447680000000162e+01,1.500000000000000000e+00,-1.326553910000000079e-07,-1.074818309999999996e-06,1.319802080000000080e-07,1.499999019999999961e+00,8.520918919999999832e-07
6.720447680000000901e+01,1.500000000000000000e+00,-1.309255479999999921e-07,-1.066355069999999932e-06,1.337606699999999965e-07,1.499999019999999961e+00,8.476208219999999799e-07
6.752447680000000219e+01,1.500000000000000000e+00,-1.292164539999999897e-07,-1.057992980000000023e-06,1.355196369999999920e-07,1.499999029999999900e+00,8.432021580000000261e-07
6.784447679999999536e+01,1.500000000000000000e+00,-1.275277390000000083e-07,-1.049730249999999918e-06,1.372574949999999918e-07,1.499999029999999900e+00,8.388350020000000405e-07
6.816447679999998854e+01,1.500000000000000000e+00,-1.258590359999999872e-07,-1.041565099999999936e-06,1.389746260000000052e-07,1.499999029999999900e+00,8.345184440000000045e-07
6.848447679999999593e+01,1.500000000000000000e+00,-1.242099909999999923e-07,-1.033495830000000050e-06,1.406713940000000026e-07,1.499999040000000061e+00,8.302516160000000517e-07
6.880447680000000332e+01,1.500000000000000000e+00,-1.225802570000000089e-07,-1.025520750000000061e-06,1.423481669999999955e-07,1.499999040000000061e+00,8.260336669999999537e-07
6.912447679999999650e+01,1.500000000000000000e+00,-1.209694939999999948e-07,-1.017638219999999948e-06,1.440052919999999985e-07,1.499999040000000061e+00,8.218637679999999856e-07
6.944447680000000389e+01,1.500000000000000000e+00,-1.193773719999999970e-07,-1.009846650000000083e-06,1.456431159999999998e-07,1.499999050000000000e+00,8.177411000000000352e-07
6.976447679999999707e+01,1.500000000000000000e+00,-1.178035679999999952e-07,-1.002144460000000031e-06,1.472619739999999971e-07,1.499999050000000000e+00,8.136648610000000521e-07
7.008447680000000446e+01,1.500000000000000000e+00,-1.162477669999999983e-07,-9.945301389999999210e-07,1.488621939999999889e-07,1.499999050000000000e+00,8.096342590000000220e-07
7.040447680000001185e+01,1.500000000000000000e+00,-1.147096599999999970e-07,-9.870021790000000002e-07,1.504440959999999979e-07,1.499999059999999940e+00,8.056485530000000097e-07
7.072447680000000503e+01,1.500000000000000000e+00,-1.131889449999999943e-07,-9.795591229999999600e-07,1.520079950000000021e-07,1.499999059999999940e+00,8.017069999999999671e-07
7.104447679999999821e+01,1.500000000000000000e+00,-1.116853300000000031e-07,-9.721995429999999142e-07,1.535541969999999997e-07,1.499999059999999940e+00,7.978088470000000213e-07
7.136447679999999139e+01,1.500000000000000000e+00,-1.101985259999999941e-07,-9.649220450000000999e-07,1.550830000000000130e-07,1.499999059999999940e+00,7.939533969999999734e-07
7.168447679999999878e+01,1.500000000000000000e+00,-1.087282519999999936e-07,-9.577252610000000018e-07,1.565946990000000003e-07,1.499999070000000101e+00,7.901399589999999637e-07
7.200447679999999195e+01,1.500000000000000000e+00,-1.072742329999999964e-07,-9.506078569999999689e-07,1.580895780000000125e-07,1.499999070000000101e+00,7.863678430000000303e-07
7.232447679999999934e+01,1.500000000000000000e+00,-1.058362009999999968e-07,-9.435685290000000354e-07,1.595679170000000065e-07,1.499999070000000101e+00,7.826363710000000432e-07
7.264447680000000673e+01,1.500000000000000000e+00,-1.044138920000000031e-07,-9.366059980000000086e-07,1.610299920000000041e-07,1.499999080000000040e+00,7.789449050000000173e-07
7.296447679999999991e+01,1.500000000000000000e+00,-1.030070499999999999e-07,-9.297190140000000130e-07,1.624760679999999871e-07,1.499999080000000040e+00,7.752928049999999604e-07
7.328447680000000730e+01,1.500000000000000000e+00,-1.016154229999999995e-07,-9.229063559999999604e-07,1.639064089999999869e-07,1.499999080000000040e+00,7.716794440000000332e-07
7.360447680000000048e+01,1.500000000000000000e+00,-1.002387660000000000e-07,-9.161668269999999555e-07,1.653212669999999910e-07,1.499999080000000040e+00,7.681042009999999949e-07
7.392447679999999366e+01,1.500000000000000000e+00,-9.887683679999999355e-08,-9.094992569999999895e-07,1.667208980000000017e-07,1.499999089999999979e+00,7.645664890000000454e-07
7.424447680000000105e+01,1.500000000000000000e+00,-9.752940170000000333e-08,-9.029024990000000308e-07,1.681055410000000125e-07,1.499999089999999979e+00,7.610657130000000380e-07
7.456447679999999423e+01,1.500000000000000000e+00,-9.619622919999999689e-08,-8.963754310000000328e-07,1.694754400000000084e-07,1.499999089999999979e+00,7.576013060000000335e-07
7.488447680000000162e+01,1.500000000000000000e+00,-9.487709350000000482e-08,-8.899169560000000395e-07,1.708308299999999950e-07,1.499999099999999919e+00,7.541726949999999652e-07
7.520447679999999480e+01,1.500000000000000000e+00,-9.357177459999999669e-08,-8.835259979999999595e-07,1.721719390000000051e-07,1.499999099999999919e+00,7.507793309999999590e-07
7.552447680000000219e+01,1.500000000000000000e+00,-9.228005569999999605e-08,-8.772015049999999999e-07,1.734989930000000117e-07,1.499999099999999919e+00,7.474206759999999692e-07
7.584447679999999536e+01,1.500000000000000000e+00,-9.100172560000000174e-08,-8.709424460000000208e-07,1.748122109999999884e-07,1.499999099999999919e+00,7.440961999999999791e-07
7.616447680000000275e+01,1.500000000000000000e+00,-8.973657669999999390e-08,-8.647478099999999547e-07,1.761118090000000043e-07,1.499999110000000080e+00,7.408053890000000299e-07
7.648447680000001014e+01,1.500000000000000000e+00,-8.848440580000000040e-08,-8.586166080000000255e-07,1.773980019999999921e-07,1.499999110000000080e+00,7.375477369999999802e-07
7.680447680000000332e+01,1.500000000000000000e+00,-8.724501440000000265e-08,-8.525478730000000078e-07,1.786709909999999928e-07,1.499999110000000080e+00,7.343227349999999954e-07
7.712447679999999650e+01,1.500000000000000000e+00,-8.601820790000000146e-08,-8.465406530000000481e-07,1.799309810000000088e-07,1.499999110000000080e+00,7.311299070000000427e-07
7.744447679999998968e+01,1.500000000000000000e+00,-8.480379510000000207e-08,-8.405940189999999527e-07,1.811781709999999944e-07,1.499999120000000019e+00,7.279687590000000244e-07
7.776447679999999707e+01,1.500000000000000000e+00,-8.360158900000000112e-08,-8.347070600000000170e-07,1.824127559999999953e-07,1.499999120000000019e+00,7.248388379999999911e-07
7.808447680000000446e+01,1.500000000000000000e+00,-8.241140620000000300e-08,-8.288788809999999590e-07,1.836349250000000088e-07,1.499999120000000019e+00,7.217396879999999828e-07
7.840447679999999764e+01,1.500000000000000000e+00,-8.123306789999999704e-08,-8.231086090000000000e-07,1.848448649999999985e-07,1.499999120000000019e+00,7.186708430000000032e-07
7.872447680000000503e+01,1.500000000000000000e+00,-8.006639779999999487e-08,-8.173953829999999813e-07,1.860427579999999894e-07,1.499999129999999958e+00,7.156318620000000408e-07
7.904447679999999821e+01,1.500000000000000000e+00,-7.891122229999999410e-08,-8.117383630000000322e-07,1.872287889999999908e-07,1.499999129999999958e+00,7.126223319999999737e-07
7.936447680000000560e+01,1.500000000000000000e+00,-7.776737389999999591e-08,-8.061367230000000151e-07,1.884031249999999998e-07,1.499999129999999958e+00,7.096418069999999841e-07
7.968447679999999878e+01,1.500000000000000000e+00,-7.663468560000000334e-08,-8.005896549999999637e-07,1.895659460000000075e-07,1.499999129999999958e+00,7.066898749999999540e-07
8.000447680000000616e+01,1.500000000000000000e+00,-7.551299539999999781e-08,-7.950963659999999659e-07,1.907174160000000000e-07,1.499999129999999958e+00,7.037661430000000458e-07
8.032447679999999934e+01,1.500000000000000000e+00,-7.440214379999999633e-08,-7.896560779999999524e-07,1.918577020000000008e-07,1.499999139999999898e+00,7.008701839999999812e-07
8.064447679999999252e+01,1.500000000000000000e+00,-7.330197420000000521e-08,-7.842680270000000106e-07,1.929869669999999923e-07,1.499999139999999898e+00,6.980016249999999953e-07
8.096447679999999991e+01,1.500000000000000000e+00,-7.221233359999999884e-08,-7.789314659999999718e-07,1.941053689999999919e-07,1.499999139999999898e+00,6.951600650000000099e-07
8.128447679999999309e+01,1.500000000000000000e+00,-7.113307090000000351e-08,-7.736456590000000249e-07,1.952130669999999940e-07,1.499999139999999898e+00,6.923451379999999679e-07
8.160447680000000048e+01,1.500000000000000000e+00,-7.006403899999999382e-08,-7.684098880000000006e-07,1.963102119999999904e-07,1.499999150000000059e+00,6.895564679999999877e-07
8.192447680000000787e+01,1.500000000000000000e+00,-6.900509340000000148e-08,-7.632234439999999739e-07,1.973969549999999996e-07,1.499999150000000059e+00,6.867936900000000158e-07
8.224447680000000105e+01,1.500000000000000000e+00,-6.795609139999999589e-08,-7.580856349999999758e-07,1.984734419999999952e-07,1.499999150000000059e+00,6.840564480000000314e-07
8.256447680000000844e+01,1.500000000000000000e+00,-6.691689379999999883e-08,-7.529957809999999748e-07,1.995398210000000112e-07,1.499999150000000059e+00,6.813443920000000353e-07
8.288447680000000162e+01,1.500000000000000000e+00,-6.588736380000000642e-08,-7.479532119999999757e-07,2.005962309999999959e-07,1.499999150000000059e+00,6.786571639999999995e-07
8.320447679999999480e+01,1.500000000000000000e+00,-6.486736739999999579e-08,-7.429572750000000449e-07,2.016428110000000037e-07,1.499999159999999998e+00,6.759944460000000410e-07
8.352447679999998797e+01,1.500000000000000000e+00,-6.385677269999999933e-08,-7.380073239999999566e-07,2.026797010000000129e-07,1.499999159999999998e+00,6.733558879999999489e-07
8.384447679999999536e+01,1.500000000000000000e+00,-6.285544960000000040e-08,-7.331027289999999667e-07,2.037070329999999995e-07,1.499999159999999998e+00,6.707411779999999680e-07
8.416447680000000275e+01,1.500000000000000000e+00,-6.186327249999999866e-08,-7.282428690000000459e-07,2.047249370000000115e-07,1.499999159999999998e+00,6.681499750000000259e-07
8.448447679999999593e+01,1.500000000000000000e+00,-6.088011489999999845e-08,-7.234271360000000004e-07,2.057335470000000056e-07,1.499999159999999998e+00,6.655819819999999981e-07
8.480447680000000332e+01,1.500000000000000000e+00,-5.990585600000000097e-08,-7.186549309999999867e-07,2.067329850000000009e-07,1.499999169999999937e+00,6.630368830000000089e-07
8.512447679999999650e+01,1.500000000000000000e+00,-5.894037470000000235e-08,-7.139256679999999966e-07,2.077233799999999887e-07,1.499999169999999937e+00,6.605143820000000434e-07
8.544447680000000389e+01,1.500000000000000000e+00,-5.798355299999999808e-08,-7.092387690000000511e-07,2.087048520000000075e-07,1.499999169999999937e+00,6.580141650000000214e-07
8.576447680000001128e+01,1.500000000000000000e+00,-5.703527520000000254e-08,-7.045936680000000028e-07,2.096775209999999895e-07,1.499999169999999937e+00,6.555359509999999822e-07
8.608447680000000446e+01,1.500000000000000000e+00,-5.609542750000000264e-08,-6.999898099999999560e-07,2.106415039999999886e-07,1.499999169999999937e+00,6.530794420000000096e-07
8.640447679999999764e+01,1.500000000000000000e+00,-5.516389759999999731e-08,-6.954266470000000404e-07,2.115969200000000130e-07,1.499999180000000099e+00,6.506443689999999747e-07
8.672447679999999082e+01,1.500000000000000000e+00,-5.424057530000000105e-08,-6.909036430000000059e-07,2.125438829999999997e-07,1.499999180000000099e+00,6.482304399999999832e-07
8.704447679999999821e+01,1.500000000000000000e+00,-5.332535379999999967e-08,-6.864202699999999487e-07,2.134824999999999927e-07,1.499999180000000099e+00,6.458373890000000228e-07
8.736447679999999139e+01,1.500000000000000000e+00,-5.241812600000000039e-08,-6.819760089999999979e-07,2.144128860000000123e-07,1.499999180000000099e+00,6.434649600000000121e-07
8.768447679999999878e+01,1.500000000000000000e+00,-5.151878809999999991e-08,-6.775703530000000084e-07,2.153351469999999928e-07,1.499999180000000099e+00,6.411128530000000275e-07
8.800447680000000616e+01,1.500000000000000000e+00,-5.062723750000000190e-08,-6.732027989999999555e-07,2.162493890000000012e-07,1.499999180000000099e+00,6.387808409999999867e-07
8.832447679999999934e+01,1.500000000000000000e+00,-4.974337329999999903e-08,-6.688728569999999677e-07,2.171557169999999949e-07,1.499999190000000038e+00,6.364686519999999617e-07
8.864447680000000673e+01,1.500000000000000000e+00,-4.886709709999999962e-08,-6.645800429999999832e-07,2.180542319999999961e-07,1.499999190000000038e+00,6.341760460000000349e-07
8.896447679999999991e+01,1.500000000000000000e+00,-4.799831129999999904e-08,-6.603238819999999730e-07,2.189450370000000079e-07,1.499999190000000038e+00,6.319027720000000370e-07
8.928447680000000730e+01,1.500000000000000000e+00,-4.713692019999999821e-08,-6.561039060000000395e-07,2.198282280000000080e-07,1.499999190000000038e+00,6.296485860000000358e-07
8.960447680000000048e+01,1.500000000000000000e+00,-4.628282990000000195e-08,-6.519196559999999999e-07,2.207039049999999884e-07,1.499999190000000038e+00,6.274132480000000076e-07
8.992447679999999366e+01,1.500000000000000000e+00,-4.543594869999999921e-08,-6.477706820000000218e-07,2.215721599999999919e-07,1.499999190000000038e+00,6.251965249999999543e-07
9.024447680000000105e+01,1.500000000000000000e+00,-4.459618460000000038e-08,-6.436565389999999732e-07,2.224330910000000032e-07,1.499999199999999977e+00,6.229981879999999982e-07
9.056447679999999423e+01,1.500000000000000000e+00,-4.376344910000000207e-08,-6.395767899999999631e-07,2.232867900000000120e-07,1.499999199999999977e+00,6.208180179999999801e-07
9.088447680000000162e+01,1.500000000000000000e+00,-4.293765389999999762e-08,-6.355310070000000270e-07,2.241333449999999935e-07,1.499999199999999977e+00,6.186557719999999714e-07
9.120447679999999480e+01,1.500000000000000000e+00,-4.211871310000000102e-08,-6.315187670000000070e-07,2.249728470000000130e-07,1.499999199999999977e+00,6.165112429999999624e-07
9.152447680000000219e+01,1.500000000000000000e+00,-4.130654130000000158e-08,-6.275396549999999857e-07,2.258053849999999963e-07,1.499999199999999977e+00,6.143842220000000419e-07
9.184447680000000958e+01,1.500000000000000000e+00,-4.050105500000000082e-08,-6.235932629999999656e-07,2.266310449999999908e-07,1.499999199999999977e+00,6.122744850000000327e-07
9.216447680000000275e+01,1.500000000000000000e+00,-3.970217249999999750e-08,-6.196791899999999742e-07,2.274499090000000026e-07,1.499999209999999916e+00,6.101818260000000346e-07
9.248447679999999593e+01,1.500000000000000000e+00,-3.890981270000000052e-08,-6.157970399999999516e-07,2.282620640000000033e-07,1.499999209999999916e+00,6.081060400000000451e-07
9.280447679999998911e+01,1.500000000000000000e+00,-3.812389580000000098e-08,-6.119464239999999689e-07,2.290675919999999992e-07,1.499999209999999916e+00,6.060469199999999485e-07
9.312447679999999650e+01,1.500000000000000000e+00,-3.734434439999999737e-08,-6.081269610000000206e-07,2.298665690000000012e-07,1.499999209999999916e+00,6.040042770000000122e-07
9.344447680000000389e+01,1.500000000000000000e+00,-3.657108049999999791e-08,-6.043382730000000058e-07,2.306590810000000036e-07,1.499999209999999916e+00,6.019779030000000110e-07
9.376447679999999707e+01,1.500000000000000000e+00,-3.580402910000000186e-08,-6.005799919999999662e-07,2.314452029999999875e-07,1.499999209999999916e+00,5.999676210000000441e-07
9.408447680000000446e+01,1.500000000000000000e+00,-3.504311520000000184e-08,-5.968517519999999506e-07,2.322250129999999974e-07,1.499999220000000077e+00,5.979732249999999994e-07
9.440447679999999764e+01,1.500000000000000000e+00,-3.428826570000000269e-08,-5.931531950000000366e-07,2.329985869999999915e-07,1.499999220000000077e+00,5.959945339999999615e-07
9.472447680000000503e+01,1.500000000000000000e+00,-3.353940860000000130e-08,-5.894839680000000027e-07,2.337659979999999963e-07,1.499999220000000077e+00,5.940313760000000477e-07
9.504447679999999821e+01,1.500000000000000000e+00,-3.279647249999999808e-08,-5.858437249999999701e-07,2.345273219999999964e-07,1.499999220000000077e+00,5.920835509999999559e-07
9.536447680000000560e+01,1.500000000000000000e+00,-3.205938800000000067e-08,-5.822321229999999651e-07,2.352826270000000001e-07,1.499999220000000077e+00,5.901508870000000152e-07
9.568447679999999878e+01,1.500000000000000000e+00,-3.132808560000000182e-08,-5.786488250000000358e-07,2.360319889999999921e-07,1.499999220000000077e+00,5.882332190000000505e-07
9.600447679999999195e+01,1.500000000000000000e+00,-3.060249850000000009e-08,-5.750935020000000476e-07,2.367754719999999926e-07,1.499999220000000077e+00,5.863303539999999970e-07
9.632447679999999934e+01,1.500000000000000000e+00,-2.988255929999999714e-08,-5.715658259999999752e-07,2.375131510000000091e-07,1.499999230000000017e+00,5.844421410000000482e-07
9.664447679999999252e+01,1.500000000000000000e+00,-2.916820239999999854e-08,-5.680654770000000345e-07,2.382450910000000127e-07,1.499999230000000017e+00,5.825684039999999889e-07
9.696447679999999991e+01,1.500000000000000000e+00,-2.845936320000000023e-08,-5.645921390000000319e-07,2.389713589999999817e-07,1.499999230000000017e+00,5.807089739999999475e-07
9.728447680000000730e+01,1.500000000000000000e+00,-2.775597869999999869e-08,-5.611455010000000040e-07,2.396920200000000195e-07,1.499999230000000017e+00,5.788636990000000078e-07
9.760447680000000048e+01,1.500000000000000000e+00,-2.705798510000000004e-08,-5.577252549999999982e-07,2.404071400000000215e-07,1.499999230000000017e+00,5.770324079999999729e-07
9.792447680000000787e+01,1.500000000000000000e+00,-2.636532149999999976e-08,-5.543311009999999850e-07,2.411167820000000044e-07,1.499999230000000017e+00,5.752149549999999487e-07
9.824447680000000105e+01,1.500000000000000000e+00,-2.567792720000000000e-08,-5.509627420000000518e-07,2.418210069999999777e-07,1.499999230000000017e+00,5.734111809999999934e-07
9.856447680000000844e+01,1.500000000000000000e+00,-2.499574180000000136e-08,-5.476198839999999790e-07,2.425198810000000221e-07,1.499999239999999956e+00,5.716209250000000526e-07
9.888447679999998741e+01,1.500000000000000000e+00,-2.431870689999999847e-08,-5.443022399999999962e-07,2.432134600000000230e-07,1.499999239999999956e+00,5.698440400000000165e-07
9.920447679999999480e+01,1.500000000000000000e+00,-2.364676429999999923e-08,-5.410095250000000225e-07,2.439018059999999936e-07,1.499999239999999956e+00,5.680803850000000089e-07
9.952447680000000219e+01,1.500000000000000000e+00,-2.297985639999999853e-08,-5.377414599999999985e-07,2.445849799999999964e-07,1.499999239999999956e+00,5.663298080000000079e-07
9.984447679999999536e+01,1.500000000000000000e+00,-2.231792730000000005e-08,-5.344977699999999857e-07,2.452630380000000226e-07,1.499999239999999956e+00,5.645921589999999986e-07
1.001644770000000051e+02,1.500000000000000000e+00,-2.166092139999999930e-08,-5.312781829999999502e-07,2.459360360000000109e-07,1.499999239999999956e+00,5.628673169999999657e-07
1.004844769999999983e+02,1.500000000000000000e+00,-2.100878400000000035e-08,-5.280824309999999787e-07,2.466040330000000163e-07,1.499999239999999956e+00,5.611551140000000409e-07
1.008044770000000057e+02,1.500000000000000000e+00,-2.036146109999999923e-08,-5.249102509999999641e-07,2.472670839999999737e-07,1.499999249999999895e+00,5.594554330000000115e-07
1.011244769999999988e+02,1.500000000000000000e+00,-1.971890040000000076e-08,-5.217613840000000258e-07,2.479252410000000188e-07,1.499999249999999895e+00,5.577681239999999688e-07
1.014444770000000062e+02,1.500000000000000000e+00,-1.908104830000000110e-08,-5.186355739999999762e-07,2.485785619999999914e-07,1.499999249999999895e+00,5.560930629999999922e-07
1.017644769999999994e+02,1.500000000000000000e+00,-1.844785420000000066e-08,-5.155325689999999599e-07,2.492270970000000199e-07,1.499999249999999895e+00,5.544301099999999976e-07
1.020844769999999926e+02,1.500000000000000000e+00,-1.781926709999999973e-08,-5.124521190000000232e-07,2.498709009999999862e-07,1.499999249999999895e+00,5.527791459999999766e-07
1.024044770000000000e+02,1.500000000000000000e+00,-1.719523730000000065e-08,-5.093939820000000292e-07,2.505100220000000115e-07,1.499999249999999895e+00,5.511400329999999581e-07
