time,Vclk,Vs,Vctail,Vcpp,Vcpn,Voutp,Voutn
4.222273050000000438e+01,1.500000000000000000e+00,3.634972839999999761e-01,3.630127650000000150e-01,1.169081100000000095e+00,1.126682549999999949e+00,1.028573900000000041e+00,4.971837320000000024e-04
4.254273049999999756e+01,1.500000000000000000e+00,3.637959319999999885e-01,3.633157149999999835e-01,1.168808850000000010e+00,1.126378660000000087e+00,1.040062849999999983e+00,4.761452809999999910e-04
4.286273049999999785e+01,1.500000000000000000e+00,3.640918020000000199e-01,3.636158119999999827e-01,1.168538450000000006e+00,1.126077910000000015e+00,1.051522129999999944e+00,4.538152650000000163e-04
4.318273049999999813e+01,1.500000000000000000e+00,3.643849450000000156e-01,3.639131079999999852e-01,1.168269699999999967e+00,1.125780240000000099e+00,1.062951379999999890e+00,4.299764300000000075e-04
4.350273049999999841e+01,1.500000000000000000e+00,3.646754090000000059e-01,3.642076539999999918e-01,1.168002430000000036e+00,1.125485599999999975e+00,1.074349809999999961e+00,4.044855899999999743e-04
4.382273050000000580e+01,1.500000000000000000e+00,3.649632400000000221e-01,3.644994979999999773e-01,1.167736429999999936e+00,1.125193930000000009e+00,1.085716139999999941e+00,3.773312099999999837e-04
4.414273049999999898e+01,1.500000000000000000e+00,3.652484850000000116e-01,3.647886870000000004e-01,1.167471549999999914e+00,1.124905169999999899e+00,1.097048529999999911e+00,3.486976420000000086e-04
4.446273049999999927e+01,1.500000000000000000e+00,3.655311869999999796e-01,3.650752680000000083e-01,1.167207660000000091e+00,1.124619260000000009e+00,1.108344709999999900e+00,3.190143689999999947e-04
4.478273049999999955e+01,1.500000000000000000e+00,3.658113900000000140e-01,3.653592849999999781e-01,1.166944720000000046e+00,1.124336140000000039e+00,1.119602189999999942e+00,2.889581520000000098e-04
4.510273049999999984e+01,1.500000000000000000e+00,3.660891370000000089e-01,3.656407819999999975e-01,1.166682809999999959e+00,1.124055760000000070e+00,1.130818700000000065e+00,2.593819860000000062e-04
4.542273050000000012e+01,1.500000000000000000e+00,3.663644679999999987e-01,3.659198029999999879e-01,1.166422089999999967e+00,1.123778069999999962e+00,1.141992560000000045e+00,2.311758600000000008e-04
4.574273050000000040e+01,1.500000000000000000e+00,3.666374239999999896e-01,3.661963890000000110e-01,1.166162810000000105e+00,1.123503010000000080e+00,1.153122940000000041e+00,2.051053960000000123e-04
4.606273050000000069e+01,1.500000000000000000e+00,3.669080450000000160e-01,3.664705799999999902e-01,1.165905259999999943e+00,1.123230530000000060e+00,1.164209819999999951e+00,1.816912610000000065e-04
4.638273050000000097e+01,1.500000000000000000e+00,3.671763679999999752e-01,3.667424169999999872e-01,1.165649710000000061e+00,1.122960600000000086e+00,1.175253759999999925e+00,1.611679349999999879e-04
4.670273050000000126e+01,1.500000000000000000e+00,3.674424330000000127e-01,3.670119390000000092e-01,1.165396419999999988e+00,1.122693179999999957e+00,1.186255470000000090e+00,1.435168540000000023e-04
4.702273050000000154e+01,1.500000000000000000e+00,3.677062739999999996e-01,3.672791830000000091e-01,1.165145590000000064e+00,1.122428210000000037e+00,1.197215570000000007e+00,1.285404070000000128e-04
4.734273049999999472e+01,1.500000000000000000e+00,3.679679290000000269e-01,3.675441870000000222e-01,1.164897349999999943e+00,1.122165670000000004e+00,1.208134250000000076e+00,1.159415980000000026e-04
4.766273050000000211e+01,1.500000000000000000e+00,3.682274309999999939e-01,3.678069860000000024e-01,1.164651789999999965e+00,1.121905500000000000e+00,1.219011269999999980e+00,1.053882319999999959e-04
4.798273050000000239e+01,1.500000000000000000e+00,3.684848159999999928e-01,3.680676170000000136e-01,1.164408939999999948e+00,1.121647669999999986e+00,1.229845850000000018e+00,9.655528370000000175e-05
4.830273050000000268e+01,1.500000000000000000e+00,3.687401169999999784e-01,3.683261130000000105e-01,1.164168799999999893e+00,1.121392139999999982e+00,1.240636759999999894e+00,8.914799649999999461e-05
4.862273050000000296e+01,1.500000000000000000e+00,3.689933659999999893e-01,3.685825099999999743e-01,1.163931339999999981e+00,1.121138849999999909e+00,1.251382360000000027e+00,8.291131490000000297e-05
4.894273049999999614e+01,1.500000000000000000e+00,3.692445959999999805e-01,3.688368380000000002e-01,1.163696510000000073e+00,1.120887779999999889e+00,1.262080639999999976e+00,7.763101380000000441e-05
4.926273049999999643e+01,1.500000000000000000e+00,3.694938369999999916e-01,3.690891319999999864e-01,1.163464239999999927e+00,1.120638870000000065e+00,1.272729290000000013e+00,7.313050050000000535e-05
4.958273050000000381e+01,1.500000000000000000e+00,3.697411199999999787e-01,3.693394219999999728e-01,1.163234459999999970e+00,1.120392089999999952e+00,1.283325669999999974e+00,6.926581489999999953e-05
4.990273050000000410e+01,1.500000000000000000e+00,3.699864749999999813e-01,3.695877390000000262e-01,1.163007080000000082e+00,1.120147390000000076e+00,1.293866849999999902e+00,6.592025660000000236e-05
5.022273050000000438e+01,1.500000000000000000e+00,3.702299299999999849e-01,3.698341130000000199e-01,1.162782039999999961e+00,1.119904730000000015e+00,1.304349540000000029e+00,6.299935280000000016e-05
5.054273049999999756e+01,1.500000000000000000e+00,3.704715149999999735e-01,3.700785730000000218e-01,1.162559239999999994e+00,1.119664060000000072e+00,1.314770049999999912e+00,6.042645149999999887e-05
5.086273049999999785e+01,1.500000000000000000e+00,3.707112559999999890e-01,3.703211490000000161e-01,1.162338609999999939e+00,1.119425349999999986e+00,1.325124090000000088e+00,5.813900100000000298e-05
5.118273049999999813e+01,1.500000000000000000e+00,3.709491819999999884e-01,3.705618689999999882e-01,1.162120070000000061e+00,1.119188539999999898e+00,1.335406700000000058e+00,5.608546019999999737e-05
5.150273050000000552e+01,1.500000000000000000e+00,3.711853190000000136e-01,3.708007589999999798e-01,1.161903560000000057e+00,1.118953599999999993e+00,1.345611930000000012e+00,5.422273890000000018e-05
5.182273049999999870e+01,1.500000000000000000e+00,3.714196929999999952e-01,3.710378469999999762e-01,1.161688990000000032e+00,1.118720469999999967e+00,1.355732560000000086e+00,5.251405390000000182e-05
5.214273049999999898e+01,1.500000000000000000e+00,3.716523279999999763e-01,3.712731590000000192e-01,1.161476310000000067e+00,1.118489110000000064e+00,1.365759629999999891e+00,5.092708869999999739e-05
5.246273049999999927e+01,1.500000000000000000e+00,3.718832510000000258e-01,3.715067200000000125e-01,1.161265449999999921e+00,1.118259459999999983e+00,1.375681850000000095e+00,4.943235629999999901e-05
5.278273049999999955e+01,1.500000000000000000e+00,3.721124860000000201e-01,3.717385570000000250e-01,1.161056349999999959e+00,1.118031449999999927e+00,1.385484820000000061e+00,4.800168419999999760e-05
5.310273049999999984e+01,1.500000000000000000e+00,3.723400559999999748e-01,3.719686930000000169e-01,1.160848939999999940e+00,1.117805010000000099e+00,1.395149980000000012e+00,4.660677300000000189e-05
5.342273050000000012e+01,1.500000000000000000e+00,3.725659849999999884e-01,3.721971530000000028e-01,1.160643160000000007e+00,1.117580060000000097e+00,1.404653149999999906e+00,4.521713720000000226e-05
5.374273050000000040e+01,1.500000000000000000e+00,3.727902960000000210e-01,3.724239610000000256e-01,1.160438950000000080e+00,1.117356510000000025e+00,1.413963359999999891e+00,4.380137639999999785e-05
5.406273050000000069e+01,1.500000000000000000e+00,3.730130099999999782e-01,3.726491379999999909e-01,1.160236250000000080e+00,1.117134209999999905e+00,1.423040800000000106e+00,4.232452960000000004e-05
5.438273050000000097e+01,1.500000000000000000e+00,3.732341510000000140e-01,3.728727090000000244e-01,1.160034980000000049e+00,1.116913009999999984e+00,1.431835409999999920e+00,4.074653200000000116e-05
5.470273050000000126e+01,1.500000000000000000e+00,3.734537390000000068e-01,3.730946940000000045e-01,1.159835069999999968e+00,1.116692730000000022e+00,1.440284990000000098e+00,3.902916769999999994e-05
5.502273049999999444e+01,1.500000000000000000e+00,3.736717940000000016e-01,3.733151160000000024e-01,1.159636440000000102e+00,1.116473150000000025e+00,1.448316539999999986e+00,3.713788199999999972e-05
5.534273050000000183e+01,1.500000000000000000e+00,3.738883390000000140e-01,3.735339959999999793e-01,1.159439019999999987e+00,1.116254000000000079e+00,1.455848969999999909e+00,3.505089629999999729e-05
5.566273050000000211e+01,1.500000000000000000e+00,3.741033919999999791e-01,3.737513550000000073e-01,1.159242719999999949e+00,1.116035010000000050e+00,1.462799490000000091e+00,3.276838960000000246e-05
5.598273050000000239e+01,1.500000000000000000e+00,3.743169740000000245e-01,3.739672119999999933e-01,1.159047479999999908e+00,1.115815900000000083e+00,1.469093350000000076e+00,3.032004090000000164e-05
5.630273050000000268e+01,1.500000000000000000e+00,3.745291029999999743e-01,3.741815869999999822e-01,1.158853249999999946e+00,1.115596419999999922e+00,1.474675039999999937e+00,2.776607570000000122e-05
5.662273049999999586e+01,1.500000000000000000e+00,3.747397980000000128e-01,3.743945009999999907e-01,1.158660009999999962e+00,1.115376399999999935e+00,1.479517809999999933e+00,2.518919950000000132e-05
5.694273049999999614e+01,1.500000000000000000e+00,3.749490779999999912e-01,3.746059709999999821e-01,1.158467769999999897e+00,1.115155770000000102e+00,1.483628450000000099e+00,2.267925020000000132e-05
5.726273050000000353e+01,1.500000000000000000e+00,3.751569610000000110e-01,3.748160170000000013e-01,1.158276550000000071e+00,1.114934560000000019e+00,1.487045659999999936e+00,2.031637510000000073e-05
5.758273050000000381e+01,1.500000000000000000e+00,3.753634639999999800e-01,3.750246569999999835e-01,1.158086399999999960e+00,1.114712909999999946e+00,1.489832990000000024e+00,1.815888289999999843e-05
5.790273050000000410e+01,1.500000000000000000e+00,3.755686060000000270e-01,3.752319080000000029e-01,1.157897350000000047e+00,1.114490999999999898e+00,1.492069050000000008e+00,1.623873780000000165e-05
5.822273049999999728e+01,1.500000000000000000e+00,3.757724029999999771e-01,3.754377890000000217e-01,1.157709469999999907e+00,1.114269069999999973e+00,1.493837789999999943e+00,1.456381250000000025e-05
5.854273049999999756e+01,1.500000000000000000e+00,3.759748720000000155e-01,3.756423170000000034e-01,1.157522790000000024e+00,1.114047339999999942e+00,1.495220769999999977e+00,1.312393810000000039e-05
5.886273049999999785e+01,1.500000000000000000e+00,3.761760310000000218e-01,3.758455090000000220e-01,1.157337330000000053e+00,1.113826039999999962e+00,1.496292130000000054e+00,1.189780760000000029e-05
5.918273050000000524e+01,1.500000000000000000e+00,3.763758950000000159e-01,3.760473810000000139e-01,1.157153139999999913e+00,1.113605350000000049e+00,1.497116139999999929e+00,1.085888640000000013e-05
5.950273049999999841e+01,1.500000000000000000e+00,3.765744799999999892e-01,3.762479510000000249e-01,1.156970199999999949e+00,1.113385449999999999e+00,1.497746470000000052e+00,9.979632279999999490e-06
5.982273049999999159e+01,1.500000000000000000e+00,3.767718030000000162e-01,3.764472340000000194e-01,1.156788539999999976e+00,1.113166450000000030e+00,1.498226789999999919e+00,9.234074980000000536e-06
6.014273049999999898e+01,1.500000000000000000e+00,3.769678790000000057e-01,3.766452470000000163e-01,1.156608150000000057e+00,1.112948459999999917e+00,1.498591889999999927e+00,8.599123289999999960e-06
6.046273050000000637e+01,1.500000000000000000e+00,3.771627229999999775e-01,3.768420049999999799e-01,1.156429010000000090e+00,1.112731560000000064e+00,1.498869060000000086e+00,8.055021680000000675e-06
6.078273049999999955e+01,1.500000000000000000e+00,3.773563500000000071e-01,3.770375229999999855e-01,1.156251120000000077e+00,1.112515799999999944e+00,1.499079449999999980e+00,7.585302369999999949e-06
6.110273049999999984e+01,1.500000000000000000e+00,3.775487759999999748e-01,3.772318170000000248e-01,1.156074470000000076e+00,1.112301219999999979e+00,1.499239320000000042e+00,7.176476939999999597e-06
6.142273049999999301e+01,1.500000000000000000e+00,3.777400140000000128e-01,3.774249009999999793e-01,1.155899030000000050e+00,1.112087849999999989e+00,1.499361060000000023e+00,6.817622789999999617e-06
6.174273050000000040e+01,1.500000000000000000e+00,3.779300780000000026e-01,3.776167910000000072e-01,1.155724779999999896e+00,1.111875699999999911e+00,1.499454080000000022e+00,6.499955500000000383e-06
6.206273050000000779e+01,1.500000000000000000e+00,3.781189839999999913e-01,3.778075000000000183e-01,1.155551709999999899e+00,1.111664790000000069e+00,1.499525489999999905e+00,6.216434539999999826e-06
6.238273050000000097e+01,1.500000000000000000e+00,3.783067439999999726e-01,3.779970429999999770e-01,1.155379809999999896e+00,1.111455120000000019e+00,1.499580649999999959e+00,5.961421810000000346e-06
6.270273050000000126e+01,1.500000000000000000e+00,3.784933719999999946e-01,3.781854330000000153e-01,1.155209050000000071e+00,1.111246680000000042e+00,1.499623589999999895e+00,5.730396889999999744e-06
6.302273049999999444e+01,1.500000000000000000e+00,3.786788810000000227e-01,3.783726849999999864e-01,1.155039410000000100e+00,1.111039469999999918e+00,1.499657320000000071e+00,5.519725199999999788e-06
6.334273050000000183e+01,1.500000000000000000e+00,3.788632840000000224e-01,3.785588109999999951e-01,1.154870870000000105e+00,1.110833479999999929e+00,1.499684119999999954e+00,5.326472089999999928e-06
6.366273049999999500e+01,1.500000000000000000e+00,3.790465949999999862e-01,3.787438240000000067e-01,1.154703430000000086e+00,1.110628710000000074e+00,1.499705679999999930e+00,5.148255279999999889e-06
6.398273050000000239e+01,1.500000000000000000e+00,3.792288249999999916e-01,3.789277380000000139e-01,1.154537050000000065e+00,1.110425149999999972e+00,1.499723249999999952e+00,4.983128610000000007e-06
6.430273050000000978e+01,1.500000000000000000e+00,3.794099870000000041e-01,3.791105659999999822e-01,1.154371730000000040e+00,1.110222779999999965e+00,1.499737799999999899e+00,4.829490860000000396e-06
6.462273050000000296e+01,1.500000000000000000e+00,3.795900939999999890e-01,3.792923189999999889e-01,1.154207449999999913e+00,1.110021589999999891e+00,1.499750029999999956e+00,4.686014360000000110e-06
6.494273049999999614e+01,1.500000000000000000e+00,3.797691559999999966e-01,3.794730099999999995e-01,1.154044190000000025e+00,1.109821579999999974e+00,1.499760460000000073e+00,4.551589310000000153e-06
6.526273049999998932e+01,1.500000000000000000e+00,3.799471870000000195e-01,3.796526510000000076e-01,1.153881939999999995e+00,1.109622729999999891e+00,1.499769509999999917e+00,4.425280249999999939e-06
6.558273049999999671e+01,1.500000000000000000e+00,3.801241969999999970e-01,3.798312549999999788e-01,1.153720690000000104e+00,1.109425019999999984e+00,1.499777460000000007e+00,4.306292020000000025e-06
6.590273050000000410e+01,1.500000000000000000e+00,3.803001990000000054e-01,3.800088309999999914e-01,1.153560410000000092e+00,1.109228450000000032e+00,1.499784549999999994e+00,4.193943099999999843e-06
6.622273049999999728e+01,1.500000000000000000e+00,3.804752020000000123e-01,3.801853929999999826e-01,1.153401099999999957e+00,1.109033010000000097e+00,1.499790940000000017e+00,4.087644679999999917e-06
6.654273050000000467e+01,1.500000000000000000e+00,3.806492189999999831e-01,3.803609519999999744e-01,1.153242740000000044e+00,1.108838669999999915e+00,1.499796759999999951e+00,3.986884129999999712e-06
6.686273049999999785e+01,1.500000000000000000e+00,3.808222600000000235e-01,3.805355180000000170e-01,1.153085319999999969e+00,1.108645440000000093e+00,1.499802110000000077e+00,3.891211949999999630e-06
6.718273050000000524e+01,1.500000000000000000e+00,3.809943350000000173e-01,3.807091020000000214e-01,1.152928820000000076e+00,1.108453289999999924e+00,1.499807080000000070e+00,3.800231309999999917e-06
6.750273049999999841e+01,1.500000000000000000e+00,3.811654549999999864e-01,3.808817150000000096e-01,1.152773250000000083e+00,1.108262220000000076e+00,1.499811709999999909e+00,3.713589760000000025e-06
6.782273050000000580e+01,1.500000000000000000e+00,3.813356310000000082e-01,3.810533689999999751e-01,1.152618570000000009e+00,1.108072219999999941e+00,1.499816049999999956e+00,3.630972460000000097e-06
6.814273049999999898e+01,1.500000000000000000e+00,3.815048730000000221e-01,3.812240720000000249e-01,1.152464790000000017e+00,1.107883259999999925e+00,1.499820139999999968e+00,3.552096770000000192e-06
6.846273049999999216e+01,1.500000000000000000e+00,3.816731899999999955e-01,3.813938359999999861e-01,1.152311880000000066e+00,1.107695349999999967e+00,1.499824019999999924e+00,3.476707800000000022e-06
6.878273049999999955e+01,1.500000000000000000e+00,3.818405930000000059e-01,3.815626699999999927e-01,1.152159850000000096e+00,1.107508469999999967e+00,1.499827699999999986e+00,3.404574670000000210e-06
6.910273049999999273e+01,1.500000000000000000e+00,3.820070899999999936e-01,3.817305850000000111e-01,1.152008670000000068e+00,1.107322609999999985e+00,1.499831200000000031e+00,3.335487489999999807e-06
6.942273050000000012e+01,1.500000000000000000e+00,3.821726930000000078e-01,3.818975889999999818e-01,1.151858339999999981e+00,1.107137760000000082e+00,1.499834539999999938e+00,3.269254900000000069e-06
6.974273050000000751e+01,1.500000000000000000e+00,3.823374090000000169e-01,3.820636940000000092e-01,1.151708849999999895e+00,1.106953910000000096e+00,1.499837730000000091e+00,3.205701749999999855e-06
7.006273050000000069e+01,1.500000000000000000e+00,3.825012489999999876e-01,3.822289070000000066e-01,1.151560190000000095e+00,1.106771050000000089e+00,1.499840789999999924e+00,3.144667429999999949e-06
7.038273050000000808e+01,1.500000000000000000e+00,3.826642210000000266e-01,3.823932389999999959e-01,1.151412340000000034e+00,1.106589159999999961e+00,1.499843720000000102e+00,3.086004209999999998e-06
7.070273050000000126e+01,1.500000000000000000e+00,3.828263350000000176e-01,3.825566990000000001e-01,1.151265299999999936e+00,1.106408239999999932e+00,1.499846540000000061e+00,3.029575949999999974e-06
7.102273050000000865e+01,1.500000000000000000e+00,3.829875990000000119e-01,3.827192959999999866e-01,1.151119070000000022e+00,1.106228280000000064e+00,1.499849250000000023e+00,2.975256889999999811e-06
7.134273049999998761e+01,1.500000000000000000e+00,3.831480210000000053e-01,3.828810380000000069e-01,1.150973620000000031e+00,1.106049269999999973e+00,1.499851849999999986e+00,2.922930650000000011e-06
7.166273049999999500e+01,1.500000000000000000e+00,3.833076109999999925e-01,3.830419339999999728e-01,1.150828949999999962e+00,1.105871190000000004e+00,1.499854369999999992e+00,2.872489389999999867e-06
7.198273050000000239e+01,1.500000000000000000e+00,3.834663770000000249e-01,3.832019930000000185e-01,1.150685060000000037e+00,1.105694050000000095e+00,1.499856789999999940e+00,2.823832949999999850e-06
7.230273049999999557e+01,1.500000000000000000e+00,3.836243269999999872e-01,3.833612240000000004e-01,1.150541929999999935e+00,1.105517819999999984e+00,1.499859129999999929e+00,2.776868179999999813e-06
7.262273050000000296e+01,1.500000000000000000e+00,3.837814700000000134e-01,3.835196350000000254e-01,1.150399549999999937e+00,1.105342499999999895e+00,1.499861389999999961e+00,2.731508350000000029e-06
7.294273049999999614e+01,1.500000000000000000e+00,3.839378119999999894e-01,3.836772339999999781e-01,1.150257920000000045e+00,1.105168090000000047e+00,1.499863570000000035e+00,2.687672580000000179e-06
7.326273050000000353e+01,1.500000000000000000e+00,3.840933630000000210e-01,3.838340279999999938e-01,1.150117030000000096e+00,1.104994559999999959e+00,1.499865680000000090e+00,2.645285329999999834e-06
7.358273050000001092e+01,1.500000000000000000e+00,3.842481300000000211e-01,3.839900270000000115e-01,1.149976869999999929e+00,1.104821920000000013e+00,1.499867730000000066e+00,2.604276009999999791e-06
7.390273050000000410e+01,1.500000000000000000e+00,3.844021209999999855e-01,3.841452380000000000e-01,1.149837439999999988e+00,1.104650150000000108e+00,1.499869710000000023e+00,2.564578540000000057e-06
7.422273049999999728e+01,1.500000000000000000e+00,3.845553440000000212e-01,3.842996690000000104e-01,1.149698719999999952e+00,1.104479250000000023e+00,1.499871619999999961e+00,2.526130970000000159e-06
7.454273049999999046e+01,1.500000000000000000e+00,3.847078050000000138e-01,3.844533279999999831e-01,1.149560710000000041e+00,1.104309210000000041e+00,1.499873479999999981e+00,2.488875249999999799e-06
7.486273049999999785e+01,1.500000000000000000e+00,3.848595129999999864e-01,3.846062210000000259e-01,1.149423389999999934e+00,1.104140010000000061e+00,1.499875290000000083e+00,2.452756809999999864e-06
7.518273049999999103e+01,1.500000000000000000e+00,3.850104739999999914e-01,3.847583569999999953e-01,1.149286779999999952e+00,1.103971660000000021e+00,1.499877040000000106e+00,2.417724380000000086e-06
7.550273049999999841e+01,1.500000000000000000e+00,3.851606960000000246e-01,3.849097419999999992e-01,1.149150839999999896e+00,1.103804140000000045e+00,1.499878739999999988e+00,2.383729749999999859e-06
7.582273050000000580e+01,1.500000000000000000e+00,3.853101859999999990e-01,3.850603850000000050e-01,1.149015590000000087e+00,1.103637439999999970e+00,1.499880399999999891e+00,2.350727479999999945e-06
7.614273049999999898e+01,1.500000000000000000e+00,3.854589509999999941e-01,3.852102909999999825e-01,1.148881009999999980e+00,1.103471560000000018e+00,1.499881999999999938e+00,2.318674779999999919e-06
7.646273050000000637e+01,1.500000000000000000e+00,3.856069970000000069e-01,3.853594690000000100e-01,1.148747090000000082e+00,1.103306490000000029e+00,1.499883569999999944e+00,2.287531239999999942e-06
7.678273049999999955e+01,1.500000000000000000e+00,3.857543319999999776e-01,3.855079249999999735e-01,1.148613829999999947e+00,1.103142220000000062e+00,1.499885090000000032e+00,2.257258750000000049e-06
7.710273050000000694e+01,1.500000000000000000e+00,3.859009620000000140e-01,3.856556649999999808e-01,1.148481230000000020e+00,1.102978739999999958e+00,1.499886569999999919e+00,2.227821260000000124e-06
7.742273050000000012e+01,1.500000000000000000e+00,3.860468939999999738e-01,3.858026979999999995e-01,1.148349269999999978e+00,1.102816049999999937e+00,1.499888010000000049e+00,2.199184720000000105e-06
7.774273049999999330e+01,1.500000000000000000e+00,3.861921329999999930e-01,3.859490280000000273e-01,1.148217950000000043e+00,1.102654129999999899e+00,1.499889419999999918e+00,2.171316869999999860e-06
7.806273050000000069e+01,1.500000000000000000e+00,3.863366879999999837e-01,3.860946630000000046e-01,1.148087260000000054e+00,1.102492990000000006e+00,1.499890790000000029e+00,2.144187169999999989e-06
7.838273049999999387e+01,1.500000000000000000e+00,3.864805629999999992e-01,3.862396100000000110e-01,1.147957200000000011e+00,1.102332620000000096e+00,1.499892119999999940e+00,2.117766680000000123e-06
7.870273050000000126e+01,1.500000000000000000e+00,3.866237659999999798e-01,3.863838740000000160e-01,1.147827759999999975e+00,1.102173000000000069e+00,1.499893420000000033e+00,2.092027950000000001e-06
7.902273049999999444e+01,1.500000000000000000e+00,3.867663020000000063e-01,3.865274619999999883e-01,1.147698930000000006e+00,1.102014129999999925e+00,1.499894690000000086e+00,2.066944919999999958e-06
7.934273050000000183e+01,1.500000000000000000e+00,3.869081770000000198e-01,3.866703799999999802e-01,1.147570720000000044e+00,1.101855999999999947e+00,1.499895930000000099e+00,2.042492840000000211e-06
7.966273050000000922e+01,1.500000000000000000e+00,3.870493970000000172e-01,3.868126339999999885e-01,1.147443100000000049e+00,1.101698620000000073e+00,1.499897140000000073e+00,2.018648179999999897e-06
7.998273050000000239e+01,1.500000000000000000e+00,3.871899690000000227e-01,3.869542300000000101e-01,1.147316089999999900e+00,1.101541960000000042e+00,1.499898320000000007e+00,1.995388589999999891e-06
8.030273050000000978e+01,1.500000000000000000e+00,3.873298980000000058e-01,3.870951750000000136e-01,1.147189660000000000e+00,1.101386020000000077e+00,1.499899480000000063e+00,1.972692770000000007e-06
8.062273049999998875e+01,1.500000000000000000e+00,3.874691900000000189e-01,3.872354729999999967e-01,1.147063820000000067e+00,1.101230799999999954e+00,1.499900610000000079e+00,1.950540489999999919e-06
8.094273049999999614e+01,1.500000000000000000e+00,3.876078499999999760e-01,3.873751320000000109e-01,1.146938570000000102e+00,1.101076299999999897e+00,1.499901710000000055e+00,1.928912410000000198e-06
8.126273050000000353e+01,1.500000000000000000e+00,3.877458850000000123e-01,3.875141550000000268e-01,1.146813880000000063e+00,1.100922490000000087e+00,1.499902789999999930e+00,1.907790130000000166e-06
8.158273049999999671e+01,1.500000000000000000e+00,3.878832990000000147e-01,3.876525499999999846e-01,1.146689770000000053e+00,1.100769389999999959e+00,1.499903839999999988e+00,1.887156109999999937e-06
8.190273050000000410e+01,1.500000000000000000e+00,3.880200979999999800e-01,3.877903220000000206e-01,1.146566219999999969e+00,1.100616969999999917e+00,1.499904869999999946e+00,1.866993580000000087e-06
8.222273049999999728e+01,1.500000000000000000e+00,3.881562880000000160e-01,3.879274759999999933e-01,1.146443239999999975e+00,1.100465250000000061e+00,1.499905880000000025e+00,1.847286570000000071e-06
8.254273050000000467e+01,1.500000000000000000e+00,3.882918730000000096e-01,3.880640169999999833e-01,1.146320800000000029e+00,1.100314199999999909e+00,1.499906870000000003e+00,1.828019789999999907e-06
8.286273049999999785e+01,1.500000000000000000e+00,3.884268599999999849e-01,3.881999520000000148e-01,1.146198920000000010e+00,1.100163819999999903e+00,1.499907840000000103e+00,1.809178610000000098e-06
8.318273050000000524e+01,1.500000000000000000e+00,3.885612529999999953e-01,3.883352840000000028e-01,1.146077580000000040e+00,1.100014119999999984e+00,1.499908790000000103e+00,1.790749100000000088e-06
8.350273049999999841e+01,1.500000000000000000e+00,3.886950570000000105e-01,3.884700200000000270e-01,1.145956779999999897e+00,1.099865069999999889e+00,1.499909710000000063e+00,1.772717870000000010e-06
8.382273049999999159e+01,1.500000000000000000e+00,3.888282769999999999e-01,3.886041650000000014e-01,1.145836520000000025e+00,1.099716680000000002e+00,1.499910620000000083e+00,1.755072140000000092e-06
8.414273049999999898e+01,1.500000000000000000e+00,3.889609190000000161e-01,3.887377229999999795e-01,1.145716780000000101e+00,1.099568939999999939e+00,1.499911510000000003e+00,1.737799649999999905e-06
8.446273049999999216e+01,1.500000000000000000e+00,3.890929870000000013e-01,3.888707000000000136e-01,1.145597580000000004e+00,1.099421849999999923e+00,1.499912389999999984e+00,1.720888679999999923e-06
8.478273049999999955e+01,1.500000000000000000e+00,3.892244859999999806e-01,3.890031010000000178e-01,1.145478889999999916e+00,1.099275400000000014e+00,1.499913239999999925e+00,1.704327959999999921e-06
8.510273050000000694e+01,1.500000000000000000e+00,3.893554209999999793e-01,3.891349299999999900e-01,1.145360719999999999e+00,1.099129580000000050e+00,1.499914079999999927e+00,1.688106709999999970e-06
8.542273050000000012e+01,1.500000000000000000e+00,3.894857970000000225e-01,3.892661920000000109e-01,1.145243060000000090e+00,1.098984390000000033e+00,1.499914909999999990e+00,1.672214569999999971e-06
8.574273050000000751e+01,1.500000000000000000e+00,3.896156179999999969e-01,3.893968930000000217e-01,1.145125909999999969e+00,1.098839829999999962e+00,1.499915710000000013e+00,1.656641619999999937e-06
8.606273050000000069e+01,1.500000000000000000e+00,3.897448889999999833e-01,3.895270359999999932e-01,1.145009259999999918e+00,1.098695879999999958e+00,1.499916510000000036e+00,1.641378290000000094e-06
8.638273050000000808e+01,1.500000000000000000e+00,3.898736139999999795e-01,3.896566269999999776e-01,1.144893109999999936e+00,1.098552540000000022e+00,1.499917289999999959e+00,1.626415449999999934e-06
8.670273049999998705e+01,1.500000000000000000e+00,3.900017989999999823e-01,3.897856699999999730e-01,1.144777450000000085e+00,1.098409820000000092e+00,1.499918050000000003e+00,1.611744289999999897e-06
8.702273049999999444e+01,1.500000000000000000e+00,3.901294470000000181e-01,3.899141700000000044e-01,1.144662290000000082e+00,1.098267689999999908e+00,1.499918800000000108e+00,1.597356320000000102e-06
8.734273050000000183e+01,1.500000000000000000e+00,3.902565630000000008e-01,3.900421299999999869e-01,1.144547610000000049e+00,1.098126170000000013e+00,1.499919540000000051e+00,1.583243420000000105e-06
8.766273049999999500e+01,1.500000000000000000e+00,3.903831509999999838e-01,3.901695559999999730e-01,1.144433419999999924e+00,1.097985240000000084e+00,1.499920259999999894e+00,1.569397740000000018e-06
8.798273050000000239e+01,1.500000000000000000e+00,3.905092159999999923e-01,3.902964520000000159e-01,1.144319700000000051e+00,1.097844889999999962e+00,1.499920970000000020e+00,1.555811750000000055e-06
8.830273049999999557e+01,1.500000000000000000e+00,3.906347609999999970e-01,3.904228229999999744e-01,1.144206449999999986e+00,1.097705139999999968e+00,1.499921669999999985e+00,1.542478189999999925e-06
