t_analog,t_recon,analog_signal,spikes,recon
1.253722453841572533e-04,7.533310399999999518e-01,2.149994529618846517e+00,-2.500000000000000000e-01,1.340625000000000178e+00
1.256700416914830376e-04,7.544507999999999770e-01,2.149982276037458284e+00,-2.500000000000000000e-01,1.237500000000000266e+00
1.259678379988088219e-04,7.555979200000000340e-01,2.149963020611806552e+00,-2.500000000000000000e-01,1.134375000000000355e+00
1.262656343061346062e-04,7.567789799999999900e-01,2.149936763611548507e+00,-2.500000000000000000e-01,1.031250000000000444e+00
1.265634306134603905e-04,7.580084799999999845e-01,2.149903505404392234e+00,-2.500000000000000000e-01,9.281250000000004219e-01
1.268612269207862020e-04,7.592744799999999739e-01,2.149863246456090948e+00,-2.500000000000000000e-01,8.250000000000003997e-01
1.271590232281119863e-04,7.606201999999999686e-01,2.149815987330439437e+00,-2.500000000000000000e-01,7.218750000000003775e-01
1.274568195354377706e-04,7.620497999999999994e-01,2.149761728689262519e+00,-2.500000000000000000e-01,6.187500000000003553e-01
1.277546158427635549e-04,7.636128599999999489e-01,2.149700471292408377e+00,-2.500000000000000000e-01,5.156250000000003331e-01
1.280524121500893392e-04,7.654127200000000464e-01,2.149632215997737017e+00,-2.500000000000000000e-01,4.125000000000003109e-01
1.283502084574151235e-04,7.675438599999999667e-01,2.149556963761108275e+00,-2.500000000000000000e-01,3.093750000000002887e-01
1.286480047647409349e-04,7.705060000000000242e-01,2.149474715636368050e+00,-2.500000000000000000e-01,2.062500000000002942e-01
1.289458010720667192e-04,7.823473199999999572e-01,2.149385472775334982e+00,2.500000000000000000e-01,3.093750000000002887e-01
1.292435973793925035e-04,7.845079200000000252e-01,2.149289236427781802e+00,2.500000000000000000e-01,4.125000000000003109e-01
1.295413936867182878e-04,7.863204000000000304e-01,2.149186007941420673e+00,2.500000000000000000e-01,5.156250000000003331e-01
1.298391899940440721e-04,7.879178399999999804e-01,2.149075788761881878e+00,2.500000000000000000e-01,6.187500000000003553e-01
1.301369863013698835e-04,7.893668200000000246e-01,2.148958580432696053e+00,2.500000000000000000e-01,7.218750000000003775e-01
1.304347826086956679e-04,7.907031199999999815e-01,2.148834384595269320e+00,2.500000000000000000e-01,8.250000000000003997e-01
1.307325789160214522e-04,7.919728999999999797e-01,2.148703202988864192e+00,2.500000000000000000e-01,9.281250000000004219e-01
1.310303752233472365e-04,7.931812200000000201e-01,2.148565037450571147e+00,2.500000000000000000e-01,1.031250000000000444e+00
1.313281715306730208e-04,7.943679599999999841e-01,2.148419889915286429e+00,2.500000000000000000e-01,1.134375000000000355e+00
1.316259678379988051e-04,7.955159400000000325e-01,2.148267762415683180e+00,2.500000000000000000e-01,1.237500000000000266e+00
1.319237641453246165e-04,7.966372200000000348e-01,2.148108657082182571e+00,2.500000000000000000e-01,1.340625000000000178e+00
1.322215604526504008e-04,7.977474799999999533e-01,2.147942576142925386e+00,2.500000000000000000e-01,1.443750000000000089e+00
1.325193567599761851e-04,7.988336799999999904e-01,2.147769521923739600e+00,2.500000000000000000e-01,1.546875000000000000e+00
1.328171530673019694e-04,7.999242600000000536e-01,2.147589496848108848e+00,2.500000000000000000e-01,1.649999999999999911e+00
1.331149493746277537e-04,8.010210399999999620e-01,2.147402503437137344e+00,2.500000000000000000e-01,1.753124999999999822e+00
1.334127456819535380e-04,8.021253000000000410e-01,2.147208544309515243e+00,2.500000000000000000e-01,1.856249999999999734e+00
1.337105419892793494e-04,8.032348999999999739e-01,2.147007622181482667e+00,2.500000000000000000e-01,1.959374999999999645e+00
1.340083382966051337e-04,8.043756600000000478e-01,2.146799739866789292e+00,2.500000000000000000e-01,2.062499999999999556e+00
1.343061346039309181e-04,8.055255399999999844e-01,2.146584900276658381e+00,2.500000000000000000e-01,2.165624999999999467e+00
1.346039309112567024e-04,8.067031199999999957e-01,2.146363106419743261e+00,2.500000000000000000e-01,2.268749999999999378e+00
1.349017272185824867e-04,8.079344200000000420e-01,2.146134361402085133e+00,2.500000000000000000e-01,2.371874999999999289e+00
1.351995235259082981e-04,8.092202400000000351e-01,2.145898668427072664e+00,2.500000000000000000e-01,2.474999999999999201e+00
1.354973198332340824e-04,8.105721200000000071e-01,2.145656030795393132e+00,2.500000000000000000e-01,2.578124999999999112e+00
1.357951161405598667e-04,8.120053799999999988e-01,2.145406451904989353e+00,2.500000000000000000e-01,2.681249999999999023e+00
1.360929124478856510e-04,8.135917799999999867e-01,2.145149935251009943e+00,2.500000000000000000e-01,2.784374999999998934e+00
1.363907087552114353e-04,8.154085199999999700e-01,2.144886484425761353e+00,2.500000000000000000e-01,2.887499999999998845e+00
1.366885050625372196e-04,8.175354799999999811e-01,2.144616103118658579e+00,2.500000000000000000e-01,2.990624999999998757e+00
1.369863013698630310e-04,8.205483799999999661e-01,2.144338795116170093e+00,2.500000000000000000e-01,3.093749999999998668e+00
1.372840976771888153e-04,8.325453200000000331e-01,2.144054564301769439e+00,-2.500000000000000000e-01,2.990624999999998757e+00
1.375818939845145996e-04,8.346685799999999933e-01,2.143763414655877053e+00,-2.500000000000000000e-01,2.887499999999998845e+00
1.378796902918403840e-04,8.364374999999999449e-01,2.143465350255806978e+00,-2.500000000000000000e-01,2.784374999999998934e+00
1.381774865991661683e-04,8.380113200000000040e-01,2.143160375275707352e+00,-2.500000000000000000e-01,2.681249999999999023e+00
1.384752829064919797e-04,8.394560199999999694e-01,2.142848493986505343e+00,-2.500000000000000000e-01,2.578124999999999112e+00
1.387730792138177640e-04,8.408071200000000189e-01,2.142529710755842753e+00,-2.500000000000000000e-01,2.474999999999999201e+00
1.390708755211435483e-04,8.420607399999999743e-01,2.142204030048020069e+00,-2.500000000000000000e-01,2.371874999999999289e+00
1.393686718284693326e-04,8.432952000000000226e-01,2.141871456423929843e+00,-2.500000000000000000e-01,2.268749999999999378e+00
1.396664681357951169e-04,8.444611199999999540e-01,2.141531994540994521e+00,-2.500000000000000000e-01,2.165624999999999467e+00
1.399642644431209012e-04,8.456128400000000322e-01,2.141185649153101167e+00,-2.500000000000000000e-01,2.062499999999999556e+00
1.402620607504467126e-04,8.467455799999999977e-01,2.140832425110534398e+00,-2.500000000000000000e-01,1.959374999999999645e+00
1.405598570577724969e-04,8.478417400000000104e-01,2.140472327359909333e+00,-2.500000000000000000e-01,1.856249999999999734e+00
1.408576533650982812e-04,8.489383200000000240e-01,2.140105360944100976e+00,-2.500000000000000000e-01,1.753124999999999822e+00
1.411554496724240655e-04,8.500277400000000316e-01,2.139731531002175835e+00,-2.500000000000000000e-01,1.649999999999999911e+00
1.414532459797498498e-04,8.511200399999999666e-01,2.139350842769316863e+00,-2.500000000000000000e-01,1.546875000000000000e+00
1.417510422870756613e-04,8.522121400000000069e-01,2.138963301576752407e+00,-2.500000000000000000e-01,1.443750000000000089e+00
1.420488385944014456e-04,8.533304400000000234e-01,2.138568912851681159e+00,-2.500000000000000000e-01,1.340625000000000178e+00
1.423466349017272299e-04,8.544498400000000160e-01,2.138167682117196211e+00,-2.500000000000000000e-01,1.237500000000000266e+00
1.426444312090530142e-04,8.555978800000000328e-01,2.137759614992206014e+00,-2.500000000000000000e-01,1.134375000000000355e+00
1.429422275163787985e-04,8.567810799999999727e-01,2.137344717191358878e+00,-2.500000000000000000e-01,1.031250000000000444e+00
1.432400238237045828e-04,8.580060800000000043e-01,2.136922994524960373e+00,-2.500000000000000000e-01,9.281250000000004219e-01
1.435378201310303942e-04,8.592724200000000367e-01,2.136494452898892060e+00,-2.500000000000000000e-01,8.250000000000003997e-01
1.438356164383561785e-04,8.606162000000000534e-01,2.136059098314530669e+00,-2.500000000000000000e-01,7.218750000000003775e-01
1.441334127456819628e-04,8.620510000000000117e-01,2.135616936868661941e+00,-2.500000000000000000e-01,6.187500000000003553e-01
1.444312090530077471e-04,8.636173999999999795e-01,2.135167974753396702e+00,-2.500000000000000000e-01,5.156250000000003331e-01
1.447290053603335314e-04,8.654108000000000356e-01,2.134712218256083816e+00,-2.500000000000000000e-01,4.125000000000003109e-01
1.450268016676593429e-04,8.675401400000000152e-01,2.134249673759220922e+00,-2.500000000000000000e-01,3.093750000000002887e-01
1.453245979749851272e-04,8.704987199999999481e-01,2.133780347740366956e+00,-2.500000000000000000e-01,2.062500000000002942e-01
1.456223942823109115e-04,8.823564799999999986e-01,2.133304246772050661e+00,2.500000000000000000e-01,3.093750000000002887e-01
1.459201905896366958e-04,8.845117599999999802e-01,2.132821377521677331e+00,2.500000000000000000e-01,4.125000000000003109e-01
1.462179868969624801e-04,8.863191400000000053e-01,2.132331746751438217e+00,2.500000000000000000e-01,5.156250000000003331e-01
1.465157832042882644e-04,8.879216800000000465e-01,2.131835361318211941e+00,2.500000000000000000e-01,6.187500000000003553e-01
1.468135795116140758e-04,8.893655599999999994e-01,2.131332228173473009e+00,2.500000000000000000e-01,7.218750000000003775e-01
1.471113758189398601e-04,8.907043599999999728e-01,2.130822354363190563e+00,2.500000000000000000e-01,8.250000000000003997e-01
1.474091721262656444e-04,8.919716199999999651e-01,2.130305747027731567e+00,2.500000000000000000e-01,9.281250000000004219e-01
1.477069684335914287e-04,8.931799400000000055e-01,2.129782413401760888e+00,2.500000000000000000e-01,1.031250000000000444e+00
1.480047647409172130e-04,8.943670000000000231e-01,2.129252360814139600e+00,2.500000000000000000e-01,1.134375000000000355e+00
1.483025610482429973e-04,8.955184800000000056e-01,2.128715596687821954e+00,2.500000000000000000e-01,1.237500000000000266e+00
1.486003573555688087e-04,8.966410400000000003e-01,2.128172128539751906e+00,2.500000000000000000e-01,1.340625000000000178e+00
1.488981536628945931e-04,8.977469599999999827e-01,2.127621963980758313e+00,2.500000000000000000e-01,1.443750000000000089e+00
1.491959499702203774e-04,8.988331999999999988e-01,2.127065110715447016e+00,2.500000000000000000e-01,1.546875000000000000e+00
1.494937462775461617e-04,8.999268999999999741e-01,2.126501576542094263e+00,2.500000000000000000e-01,1.649999999999999911e+00
1.497915425848719460e-04,9.010186399999999818e-01,2.125931369352537459e+00,2.500000000000000000e-01,1.753124999999999822e+00
1.500893388921977574e-04,9.021245599999999643e-01,2.125354497132062370e+00,2.500000000000000000e-01,1.856249999999999734e+00
1.503871351995235417e-04,9.032356200000000168e-01,2.124770967959294765e+00,2.500000000000000000e-01,1.959374999999999645e+00
1.506849315068493260e-04,9.043722600000000389e-01,2.124180790006085839e+00,2.500000000000000000e-01,2.062499999999999556e+00
1.509827278141751103e-04,9.055265399999999909e-01,2.123583971537395421e+00,2.500000000000000000e-01,2.165624999999999467e+00
1.512805241215008946e-04,9.066999399999999820e-01,2.122980520911180946e+00,2.500000000000000000e-01,2.268749999999999378e+00
1.515783204288266789e-04,9.079338200000000025e-01,2.122370446578276226e+00,2.500000000000000000e-01,2.371874999999999289e+00
1.518761167361524903e-04,9.092204000000000397e-01,2.121753757082274650e+00,2.500000000000000000e-01,2.474999999999999201e+00
1.521739130434782746e-04,9.105722600000000222e-01,2.121130461059410166e+00,2.500000000000000000e-01,2.578124999999999112e+00
1.524717093508040590e-04,9.120030199999999976e-01,2.120500567238435607e+00,2.500000000000000000e-01,2.681249999999999023e+00
1.527695056581298433e-04,9.135964800000000441e-01,2.119864084440501006e+00,2.500000000000000000e-01,2.784374999999998934e+00
1.530673019654556276e-04,9.154082399999999842e-01,2.119221021579028363e+00,2.500000000000000000e-01,2.887499999999998845e+00
1.533650982727814390e-04,9.175331599999999588e-01,2.118571387659589078e+00,2.500000000000000000e-01,2.990624999999998757e+00
1.536628945801072233e-04,9.205630999999999675e-01,2.117915191779777384e+00,2.500000000000000000e-01,3.093749999999998668e+00
1.539606908874330076e-04,9.325428999999999524e-01,2.117252443129081119e+00,-2.500000000000000000e-01,2.990624999999998757e+00
1.542584871947587919e-04,9.346688399999999453e-01,2.116583150988755158e+00,-2.500000000000000000e-01,2.887499999999998845e+00
1.545562835020845762e-04,9.364388000000000156e-01,2.115907324731690409e+00,-2.500000000000000000e-01,2.784374999999998934e+00
1.548540798094103605e-04,9.380153399999999753e-01,2.115224973822282806e+00,-2.500000000000000000e-01,2.681249999999999023e+00
1.551518761167361719e-04,9.394537200000000476e-01,2.114536107816300525e+00,-2.500000000000000000e-01,2.578124999999999112e+00
1.554496724240619562e-04,9.408043600000000062e-01,2.113840736360750761e+00,-2.500000000000000000e-01,2.474999999999999201e+00
1.557474687313877405e-04,9.420592599999999539e-01,2.113138869193743830e+00,-2.500000000000000000e-01,2.371874999999999289e+00
1.560452650387135248e-04,9.432958200000000071e-01,2.112430516144356840e+00,-2.500000000000000000e-01,2.268749999999999378e+00
1.563430613460393092e-04,9.444611600000000218e-01,2.111715687132497798e+00,-2.500000000000000000e-01,2.165624999999999467e+00
1.566408576533651206e-04,9.456143399999999977e-01,2.110994392168763945e+00,-2.500000000000000000e-01,2.062499999999999556e+00
1.569386539606909049e-04,9.467445399999999678e-01,2.110266641354303641e+00,-2.500000000000000000e-01,1.959374999999999645e+00
1.572364502680166892e-04,9.478406600000000015e-01,2.109532444880673374e+00,-2.500000000000000000e-01,1.856249999999999734e+00
1.575342465753424735e-04,9.489374999999999893e-01,2.108791813029696982e+00,-2.500000000000000000e-01,1.753124999999999822e+00
1.578320428826682578e-04,9.500307000000000057e-01,2.108044756173319101e+00,-2.500000000000000000e-01,1.649999999999999911e+00
1.581298391899940421e-04,9.511216799999999694e-01,2.107291284773462614e+00,-2.500000000000000000e-01,1.546875000000000000e+00
1.584276354973198535e-04,9.522151199999999704e-01,2.106531409381880326e+00,-2.500000000000000000e-01,1.443750000000000089e+00
1.587254318046456378e-04,9.533327400000000118e-01,2.105765140640007971e+00,-2.500000000000000000e-01,1.340625000000000178e+00
1.590232281119714221e-04,9.544515199999999977e-01,2.104992489278814105e+00,-2.500000000000000000e-01,1.237500000000000266e+00
1.593210244192972064e-04,9.555983200000000011e-01,2.104213466118651787e+00,-2.500000000000000000e-01,1.134375000000000355e+00
1.596188207266229907e-04,9.567797599999999791e-01,2.103428082069105365e+00,-2.500000000000000000e-01,1.031250000000000444e+00
1.599166170339487751e-04,9.580092199999999947e-01,2.102636348128838151e+00,-2.500000000000000000e-01,9.281250000000004219e-01
1.602144133412745865e-04,9.592744199999999610e-01,2.101838275385438770e+00,-2.500000000000000000e-01,8.250000000000003997e-01
1.605122096486003708e-04,9.606171199999999910e-01,2.101033875015265728e+00,-2.500000000000000000e-01,7.218750000000003775e-01
1.608100059559261551e-04,9.620498800000000239e-01,2.100223158283290203e+00,-2.500000000000000000e-01,6.187500000000003553e-01
1.611078022632519394e-04,9.636180600000000540e-01,2.099406136542939727e+00,-2.500000000000000000e-01,5.156250000000003331e-01
1.614055985705777237e-04,9.654122800000000115e-01,2.098582821235936979e+00,-2.500000000000000000e-01,4.125000000000003109e-01
1.617033948779035351e-04,9.675432400000000266e-01,2.097753223892142582e+00,-2.500000000000000000e-01,3.093750000000002887e-01
1.620011911852293194e-04,9.705074599999999885e-01,2.096917356129391230e+00,-2.500000000000000000e-01,2.062500000000002942e-01
1.622989874925551037e-04,9.823549599999999993e-01,2.096075229653329153e+00,2.500000000000000000e-01,3.093750000000002887e-01
1.625967837998808880e-04,9.845083799999999608e-01,2.095226856257251136e+00,2.500000000000000000e-01,4.125000000000003109e-01
1.628945801072066723e-04,9.863178400000000012e-01,2.094372247821936206e+00,2.500000000000000000e-01,5.156250000000003331e-01
1.631923764145324566e-04,9.879152799999999512e-01,2.093511416315477547e+00,2.500000000000000000e-01,6.187500000000003553e-01
1.634901727218582681e-04,9.893642599999999954e-01,2.092644373793119961e+00,2.500000000000000000e-01,7.218750000000003775e-01
1.637879690291840524e-04,9.907005599999999523e-01,2.091771132397086230e+00,2.500000000000000000e-01,8.250000000000003997e-01
1.640857653365098367e-04,9.919748400000000244e-01,2.090891704356411473e+00,2.500000000000000000e-01,9.281250000000004219e-01
1.643835616438356210e-04,9.931786599999999909e-01,2.090006101986767728e+00,2.500000000000000000e-01,1.031250000000000444e+00
1.646813579511614053e-04,9.943665000000000420e-01,2.089114337690294754e+00,2.500000000000000000e-01,1.134375000000000355e+00
1.649791542584872167e-04,9.955184799999999834e-01,2.088216423955424617e+00,2.500000000000000000e-01,1.237500000000000266e+00
1.652769505658130010e-04,9.966426600000000136e-01,2.087312373356707607e+00,2.500000000000000000e-01,1.340625000000000178e+00
1.655747468731387853e-04,9.977508000000000488e-01,2.086402198554634602e+00,2.500000000000000000e-01,1.443750000000000089e+00
1.658725431804645696e-04,9.988311399999999507e-01,2.085485912295462985e+00,2.500000000000000000e-01,1.546875000000000000e+00
1.661703394877903539e-04,9.999262799999999451e-01,2.084563527411034567e+00,2.500000000000000000e-01,1.649999999999999911e+00
1.664681357951161382e-04,1.001017379999999957e+00,2.083635056818597509e+00,2.500000000000000000e-01,1.753124999999999822e+00
1.667659321024419496e-04,1.002123300000000050e+00,2.082700513520626462e+00,2.500000000000000000e-01,1.856249999999999734e+00
1.670637284097677339e-04,1.003239159999999908e+00,2.081759910604637831e+00,2.500000000000000000e-01,1.959374999999999645e+00
1.673615247170935183e-04,1.004376079999999893e+00,2.080813261243009027e+00,2.500000000000000000e-01,2.062499999999999556e+00
1.676593210244193026e-04,1.005528079999999935e+00,2.079860578692792838e+00,2.500000000000000000e-01,2.165624999999999467e+00
1.679571173317450869e-04,1.006700579999999956e+00,2.078901876295532247e+00,2.500000000000000000e-01,2.268749999999999378e+00
1.682549136390708983e-04,1.007931219999999906e+00,2.077937167477072133e+00,2.500000000000000000e-01,2.371874999999999289e+00
1.685527099463966826e-04,1.009222980000000103e+00,2.076966465747374535e+00,2.500000000000000000e-01,2.474999999999999201e+00
1.688505062537224669e-04,1.010572739999999969e+00,2.075989784700324581e+00,2.500000000000000000e-01,2.578124999999999112e+00
1.691483025610482512e-04,1.012006460000000052e+00,2.075007138013544861e+00,2.500000000000000000e-01,2.681249999999999023e+00
1.694460988683740355e-04,1.013588699999999898e+00,2.074018539448201359e+00,2.500000000000000000e-01,2.784374999999998934e+00
1.697438951756998198e-04,1.015406880000000012e+00,2.073024002848811165e+00,2.500000000000000000e-01,2.887499999999998845e+00
1.700416914830256312e-04,1.017546019999999940e+00,2.072023542143048846e+00,2.500000000000000000e-01,2.990624999999998757e+00
1.703394877903514155e-04,1.020548739999999954e+00,2.071017171341551055e+00,2.500000000000000000e-01,3.093749999999998668e+00
1.706372840976771998e-04,1.032541759999999975e+00,2.070004904537720680e+00,-2.500000000000000000e-01,2.990624999999998757e+00
1.709350804050029842e-04,1.034666019999999964e+00,2.068986755907529229e+00,-2.500000000000000000e-01,2.887499999999998845e+00
1.712328767123287685e-04,1.036432940000000080e+00,2.067962739709318321e+00,-2.500000000000000000e-01,2.784374999999998934e+00
1.715306730196545799e-04,1.038011419999999907e+00,2.066932870283600288e+00,-2.500000000000000000e-01,2.681249999999999023e+00
1.718284693269803642e-04,1.039457560000000003e+00,2.065897162052857006e+00,-2.500000000000000000e-01,2.578124999999999112e+00
1.721262656343061485e-04,1.040801419999999977e+00,2.064855629521338276e+00,-2.500000000000000000e-01,2.474999999999999201e+00
1.724240619416319328e-04,1.042062260000000018e+00,2.063808287274857989e+00,-2.500000000000000000e-01,2.371874999999999289e+00
1.727218582489577171e-04,1.043291039999999947e+00,2.062755149980591174e+00,-2.500000000000000000e-01,2.268749999999999378e+00
1.730196545562835014e-04,1.044460879999999925e+00,2.061696232386866612e+00,-2.500000000000000000e-01,2.165624999999999467e+00
1.733174508636093128e-04,1.045612200000000103e+00,2.060631549322962108e+00,-2.500000000000000000e-01,2.062499999999999556e+00
1.736152471709350971e-04,1.046742599999999968e+00,2.059561115698897105e+00,-2.500000000000000000e-01,1.959374999999999645e+00
1.739130434782608814e-04,1.047843340000000012e+00,2.058484946505220847e+00,-2.500000000000000000e-01,1.856249999999999734e+00
1.742108397855866657e-04,1.048935860000000053e+00,2.057403056812806774e+00,-2.500000000000000000e-01,1.753124999999999822e+00
1.745086360929124500e-04,1.050029499999999949e+00,2.056315461772637576e+00,-2.500000000000000000e-01,1.649999999999999911e+00
1.748064324002382344e-04,1.051118680000000083e+00,2.055222176615595586e+00,-2.500000000000000000e-01,1.546875000000000000e+00
1.751042287075640458e-04,1.052212560000000074e+00,2.054123216652248729e+00,-2.500000000000000000e-01,1.443750000000000089e+00
1.754020250148898301e-04,1.053331339999999949e+00,2.053018597272634693e+00,-2.500000000000000000e-01,1.340625000000000178e+00
1.756998213222156144e-04,1.054452619999999952e+00,2.051908333946048213e+00,-2.500000000000000000e-01,1.237500000000000266e+00
1.759976176295413987e-04,1.055597300000000072e+00,2.050792442220822132e+00,-2.500000000000000000e-01,1.134375000000000355e+00
1.762954139368671830e-04,1.056779759999999957e+00,2.049670937724110686e+00,-2.500000000000000000e-01,1.031250000000000444e+00
1.765932102441929944e-04,1.058008019999999938e+00,2.048543836161669685e+00,-2.500000000000000000e-01,9.281250000000004219e-01
1.768910065515187787e-04,1.059272599999999898e+00,2.047411153317638455e+00,-2.500000000000000000e-01,8.250000000000003997e-01
1.771888028588445630e-04,1.060618740000000004e+00,2.046272905054316915e+00,-2.500000000000000000e-01,7.218750000000003775e-01
1.774865991661703473e-04,1.062049379999999932e+00,2.045129107311943972e+00,-2.500000000000000000e-01,6.187500000000003553e-01
1.777843954734961316e-04,1.063616799999999918e+00,2.043979776108475477e+00,-2.500000000000000000e-01,5.156250000000003331e-01
1.780821917808219159e-04,1.065413759999999987e+00,2.042824927539357294e+00,-2.500000000000000000e-01,4.125000000000003109e-01
1.783799880881477274e-04,1.067537640000000065e+00,2.041664577777302370e+00,-2.500000000000000000e-01,3.093750000000002887e-01
1.786777843954735117e-04,1.070506560000000107e+00,2.040498743072064247e+00,-2.500000000000000000e-01,2.062500000000002942e-01
1.789755807027992960e-04,1.082361099999999965e+00,2.039327439750207027e+00,2.500000000000000000e-01,3.093750000000002887e-01
1.792733770101250803e-04,1.084504120000000071e+00,2.038150684214879327e+00,2.500000000000000000e-01,4.125000000000003109e-01
1.795711733174508646e-04,1.086321520000000040e+00,2.036968492945582909e+00,2.500000000000000000e-01,5.156250000000003331e-01
1.798689696247766760e-04,1.087919080000000038e+00,2.035780882497943978e+00,2.500000000000000000e-01,6.187500000000003553e-01
1.801667659321024603e-04,1.089368099999999950e+00,2.034587869503477364e+00,2.500000000000000000e-01,7.218750000000003775e-01
1.804645622394282446e-04,1.090703079999999936e+00,2.033389470669359156e+00,2.500000000000000000e-01,8.250000000000003997e-01
1.807623585467540289e-04,1.091969060000000047e+00,2.032185702778187331e+00,2.500000000000000000e-01,9.281250000000004219e-01
1.810601548540798132e-04,1.093180400000000052e+00,2.030976582687750387e+00,2.500000000000000000e-01,1.031250000000000444e+00
1.813579511614055975e-04,1.094365199999999927e+00,2.029762127330789756e+00,2.500000000000000000e-01,1.134375000000000355e+00
1.816557474687314089e-04,1.095517220000000069e+00,2.028542353714762214e+00,2.500000000000000000e-01,1.237500000000000266e+00
1.819535437760571933e-04,1.096638500000000072e+00,2.027317278921604515e+00,2.500000000000000000e-01,1.340625000000000178e+00
1.822513400833829776e-04,1.097748079999999904e+00,2.026086920107489142e+00,2.500000000000000000e-01,1.443750000000000089e+00
1.825491363907087619e-04,1.098834499999999936e+00,2.024851294502589383e+00,2.500000000000000000e-01,1.546875000000000000e+00
1.828469326980345462e-04,1.099925519999999990e+00,2.023610419410834194e+00,2.500000000000000000e-01,1.649999999999999911e+00
1.831447290053603576e-04,1.101020859999999990e+00,2.022364312209667947e+00,2.500000000000000000e-01,1.753124999999999822e+00
1.834425253126861419e-04,1.102119459999999940e+00,2.021112990349806626e+00,2.500000000000000000e-01,1.856249999999999734e+00
1.837403216200119262e-04,1.103239279999999933e+00,2.019856471354993133e+00,2.500000000000000000e-01,1.959374999999999645e+00
1.840381179273377105e-04,1.104378040000000061e+00,2.018594772821751260e+00,2.500000000000000000e-01,2.062499999999999556e+00
1.843359142346634948e-04,1.105526739999999952e+00,2.017327912419141001e+00,2.500000000000000000e-01,2.165624999999999467e+00
1.846337105419892791e-04,1.106702520000000023e+00,2.016055907888509413e+00,2.500000000000000000e-01,2.268749999999999378e+00
1.849315068493150905e-04,1.107932879999999898e+00,2.014778777043243707e+00,2.500000000000000000e-01,2.371874999999999289e+00
1.852293031566408748e-04,1.109220539999999922e+00,2.013496537768519890e+00,2.500000000000000000e-01,2.474999999999999201e+00
1.855270994639666592e-04,1.110572080000000073e+00,2.012209208021054518e+00,2.500000000000000000e-01,2.578124999999999112e+00
1.858248957712924435e-04,1.112005059999999990e+00,2.010916805828851128e+00,2.500000000000000000e-01,2.681249999999999023e+00
1.861226920786182278e-04,1.113592380000000048e+00,2.009619349290948875e+00,2.500000000000000000e-01,2.784374999999998934e+00
1.864204883859440121e-04,1.115405420000000092e+00,2.008316856577169407e+00,2.500000000000000000e-01,2.887499999999998845e+00
1.867182846932698235e-04,1.117535340000000099e+00,2.007009345927861066e+00,2.500000000000000000e-01,2.990624999999998757e+00
1.870160810005956078e-04,1.120551899999999934e+00,2.005696835653645316e+00,2.500000000000000000e-01,3.093749999999998668e+00
1.873138773079213921e-04,1.132547039999999949e+00,2.004379344135158725e+00,-2.500000000000000000e-01,2.990624999999998757e+00
1.876116736152471764e-04,1.134669839999999930e+00,2.003056889822796283e+00,-2.500000000000000000e-01,2.887499999999998845e+00
1.879094699225729607e-04,1.136438459999999928e+00,2.001729491236452052e+00,-2.500000000000000000e-01,2.784374999999998934e+00
1.882072662298987721e-04,1.138008099999999967e+00,2.000397166965262041e+00,-2.500000000000000000e-01,2.681249999999999023e+00
1.885050625372245564e-04,1.139457340000000096e+00,1.999059935667341525e+00,-2.500000000000000000e-01,2.578124999999999112e+00
1.888028588445503407e-04,1.140805080000000027e+00,1.997717816069525032e+00,-2.500000000000000000e-01,2.474999999999999201e+00
1.891006551518761250e-04,1.142061200000000110e+00,1.996370826967103440e+00,-2.500000000000000000e-01,2.371874999999999289e+00
1.893984514592019094e-04,1.143290600000000046e+00,1.995018987223561302e+00,-2.500000000000000000e-01,2.268749999999999378e+00
1.896962477665276937e-04,1.144458399999999987e+00,1.993662315770312610e+00,-2.500000000000000000e-01,2.165624999999999467e+00
1.899940440738535051e-04,1.145614219999999905e+00,1.992300831606434786e+00,-2.500000000000000000e-01,2.062499999999999556e+00
1.902918403811792894e-04,1.146742960000000089e+00,1.990934553798404449e+00,-2.500000000000000000e-01,1.959374999999999645e+00
1.905896366885050737e-04,1.147841820000000013e+00,1.989563501479828300e+00,-2.500000000000000000e-01,1.856249999999999734e+00
1.908874329958308580e-04,1.148938559999999942e+00,1.988187693851177107e+00,-2.500000000000000000e-01,1.753124999999999822e+00
1.911852293031566423e-04,1.150028019999999929e+00,1.986807150179514814e+00,-2.500000000000000000e-01,1.649999999999999911e+00
1.914830256104824537e-04,1.151121040000000040e+00,1.985421889798230310e+00,-2.500000000000000000e-01,1.546875000000000000e+00
1.917808219178082380e-04,1.152212159999999930e+00,1.984031932106766760e+00,-2.500000000000000000e-01,1.443750000000000089e+00
1.920786182251340223e-04,1.153331179999999900e+00,1.982637296570348040e+00,-2.500000000000000000e-01,1.340625000000000178e+00
1.923764145324598066e-04,1.154449939999999897e+00,1.981238002719708513e+00,-2.500000000000000000e-01,1.237500000000000266e+00
1.926742108397855909e-04,1.155597699999999950e+00,1.979834070150817915e+00,-2.500000000000000000e-01,1.134375000000000355e+00
1.929720071471113753e-04,1.156779060000000081e+00,1.978425518524607796e+00,-2.500000000000000000e-01,1.031250000000000444e+00
1.932698034544371867e-04,1.158008799999999949e+00,1.977012367566695517e+00,-2.500000000000000000e-01,9.281250000000004219e-01
1.935675997617629710e-04,1.159274700000000102e+00,1.975594637067108472e+00,-2.500000000000000000e-01,8.250000000000003997e-01
