code,data
1.570000000000000000e+02,9.243375000000000341e-01
1.580000000000000000e+02,9.302249999999999686e-01
1.590000000000000000e+02,9.361125000000000140e-01
1.600000000000000000e+02,9.419999999999999485e-01
1.610000000000000000e+02,9.478874999999999940e-01
1.620000000000000000e+02,9.537750000000000394e-01
1.630000000000000000e+02,9.596624999999999739e-01
1.640000000000000000e+02,9.655500000000000194e-01
1.650000000000000000e+02,9.714374999999999538e-01
1.660000000000000000e+02,9.773249999999999993e-01
1.670000000000000000e+02,9.832125000000000448e-01
1.680000000000000000e+02,9.890999999999999792e-01
1.690000000000000000e+02,9.949875000000000247e-01
1.700000000000000000e+02,1.000874999999999959e+00
1.710000000000000000e+02,1.006762500000000005e+00
1.720000000000000000e+02,1.012650000000000050e+00
1.730000000000000000e+02,1.018537500000000096e+00
1.740000000000000000e+02,1.024424999999999919e+00
1.750000000000000000e+02,1.030312499999999964e+00
1.760000000000000000e+02,1.036200000000000010e+00
1.770000000000000000e+02,1.042087500000000055e+00
1.780000000000000000e+02,1.047975000000000101e+00
1.790000000000000000e+02,1.053862499999999924e+00
1.800000000000000000e+02,1.059749999999999970e+00
1.810000000000000000e+02,1.065637500000000015e+00
1.820000000000000000e+02,1.071525000000000061e+00
1.830000000000000000e+02,1.077412500000000106e+00
1.840000000000000000e+02,1.083299999999999930e+00
1.850000000000000000e+02,1.089187499999999975e+00
1.860000000000000000e+02,1.095075000000000021e+00
1.870000000000000000e+02,1.100962500000000066e+00
1.880000000000000000e+02,1.106849999999999890e+00
1.890000000000000000e+02,1.112737499999999935e+00
1.900000000000000000e+02,1.118624999999999980e+00
1.910000000000000000e+02,1.124512500000000026e+00
1.920000000000000000e+02,1.130400000000000071e+00
1.930000000000000000e+02,1.136287499999999895e+00
1.940000000000000000e+02,1.142174999999999940e+00
1.950000000000000000e+02,1.148062499999999986e+00
1.960000000000000000e+02,1.153950000000000031e+00
1.970000000000000000e+02,1.159837500000000077e+00
1.980000000000000000e+02,1.165724999999999900e+00
1.990000000000000000e+02,1.171612499999999946e+00
2.000000000000000000e+02,1.177499999999999991e+00
2.010000000000000000e+02,1.183387500000000037e+00
2.020000000000000000e+02,1.189275000000000082e+00
2.030000000000000000e+02,1.195162499999999905e+00
2.040000000000000000e+02,1.201049999999999951e+00
2.050000000000000000e+02,1.206937499999999996e+00
2.060000000000000000e+02,1.212825000000000042e+00
2.070000000000000000e+02,1.218712500000000087e+00
2.080000000000000000e+02,1.224599999999999911e+00
2.090000000000000000e+02,1.230487499999999956e+00
2.100000000000000000e+02,1.236375000000000002e+00
2.110000000000000000e+02,1.242262500000000047e+00
2.120000000000000000e+02,1.248150000000000093e+00
2.130000000000000000e+02,1.254037499999999916e+00
2.140000000000000000e+02,1.259924999999999962e+00
2.150000000000000000e+02,1.265812500000000007e+00
2.160000000000000000e+02,1.271700000000000053e+00
2.170000000000000000e+02,1.277587500000000098e+00
2.180000000000000000e+02,1.283474999999999921e+00
2.190000000000000000e+02,1.289362499999999967e+00
2.200000000000000000e+02,1.295250000000000012e+00
2.210000000000000000e+02,1.301137500000000058e+00
2.220000000000000000e+02,1.307025000000000103e+00
2.230000000000000000e+02,1.312912499999999927e+00
2.240000000000000000e+02,1.318799999999999972e+00
2.250000000000000000e+02,1.324687500000000018e+00
2.260000000000000000e+02,1.330575000000000063e+00
2.270000000000000000e+02,1.336462500000000109e+00
2.280000000000000000e+02,1.342349999999999932e+00
2.290000000000000000e+02,1.348237499999999978e+00
2.300000000000000000e+02,1.354125000000000023e+00
2.310000000000000000e+02,1.360012500000000069e+00
2.320000000000000000e+02,1.365899999999999892e+00
2.330000000000000000e+02,1.371787499999999937e+00
2.340000000000000000e+02,1.377674999999999983e+00
2.350000000000000000e+02,1.383562500000000028e+00
2.360000000000000000e+02,1.389450000000000074e+00
2.370000000000000000e+02,1.395337499999999897e+00
2.380000000000000000e+02,1.401224999999999943e+00
2.390000000000000000e+02,1.407112499999999988e+00
2.400000000000000000e+02,1.413000000000000034e+00
2.410000000000000000e+02,1.418887500000000079e+00
2.420000000000000000e+02,1.424774999999999903e+00
2.430000000000000000e+02,1.430662499999999948e+00
2.440000000000000000e+02,1.436549999999999994e+00
2.450000000000000000e+02,1.442437500000000039e+00
2.460000000000000000e+02,1.448325000000000085e+00
2.470000000000000000e+02,1.454212499999999908e+00
2.480000000000000000e+02,1.460099999999999953e+00
2.490000000000000000e+02,1.465987499999999999e+00
2.500000000000000000e+02,1.471875000000000044e+00
2.510000000000000000e+02,1.477762500000000090e+00
2.520000000000000000e+02,1.483649999999999913e+00
2.530000000000000000e+02,1.489537499999999959e+00
2.540000000000000000e+02,1.495425000000000004e+00
2.550000000000000000e+02,1.501312500000000050e+00
