time,vind,vout_dac_upper,voutp1,voutn1,vout_comp_upper,vout_dac_lower,voutp2,voutn2,vout_comp_lower
1.120000110000000006e+02,1.480028949999999899e+00,2.084760370000000168e-02,7.605887860000000167e-01,7.397411820000000526e-01,-4.369368419999999752e-05,-3.721134429999999882e-01,5.638441379999999947e-01,9.359575810000000384e-01,-4.446152080000000204e-05
1.120002980000000008e+02,1.480029830000000102e+00,2.083904019999999885e-02,7.603594580000000436e-01,7.395204180000000127e-01,1.442533919999999966e-06,-3.719688270000000019e-01,5.636551140000000126e-01,9.356239410000000145e-01,1.429994479999999954e-06
1.120252929999999907e+02,1.480106380000000055e+00,2.087693150000000109e-02,7.604158659999999959e-01,7.395389350000000084e-01,1.489740810000000026e+00,-3.717024489999999903e-01,5.638120229999999955e-01,9.355144709999999586e-01,-1.703560010000000028e-04
1.121250169999999997e+02,1.480410350000000097e+00,2.114684910000000015e-02,7.604132019999999548e-01,7.392663529999999872e-01,1.499997400000000036e+00,-3.718935540000000151e-01,5.635687830000000176e-01,9.354623380000000044e-01,1.657521890000000009e-06
1.121251220000000046e+02,1.480410659999999989e+00,2.115462920000000038e-02,7.605651039999999918e-01,7.394104750000000115e-01,1.497288289999999966e+00,-3.719939159999999800e-01,5.636651470000000330e-01,9.356590630000000131e-01,-1.841104080000000032e-02
1.121271130000000085e+02,1.480416710000000080e+00,2.120904029999999899e-02,7.608209449999999707e-01,7.396119049999999584e-01,1.499994929999999949e+00,-3.724695250000000235e-01,5.637455369999999633e-01,9.362150620000000423e-01,5.502401209999999980e-07
1.121856949999999955e+02,1.480594160000000103e+00,2.137507599999999980e-02,7.609660430000000364e-01,7.395909670000000435e-01,1.499999800000000105e+00,-3.726408270000000078e-01,5.637306010000000533e-01,9.363714279999999501e-01,4.168532019999999987e-07
1.122500119999999981e+02,1.480788060000000073e+00,2.155421030000000127e-02,7.610744520000000124e-01,7.395202419999999943e-01,1.499192780000000003e+00,-3.728213409999999728e-01,5.636588829999999994e-01,9.364802239999999722e-01,-9.918644800000001038e-04
1.122505189999999970e+02,1.480789579999999939e+00,1.732429299999999894e-01,8.330478209999999661e-01,6.598048920000000317e-01,1.500004279999999968e+00,-2.020169139999999919e-01,6.447764230000000429e-01,8.467933380000000065e-01,2.319028600000000143e-06
1.122633469999999960e+02,1.480828140000000070e+00,-9.620827349999999667e-03,7.453069620000000173e-01,7.549277890000000157e-01,1.499999810000000044e+00,9.397765409999999861e-03,7.548376730000000423e-01,7.454399080000000399e-01,3.658150969999999784e-07
1.123750199999999921e+02,1.481162150000000066e+00,5.822094159999999864e-05,7.500310350000000126e-01,7.499728140000000431e-01,1.500173570000000067e+00,-5.761830870000000005e-05,7.499725990000000175e-01,7.500302170000000546e-01,2.754895389999999786e-04
1.123752010000000041e+02,1.481162689999999893e+00,-1.118759790000000039e-02,7.466084050000000305e-01,7.577960030000000513e-01,1.500050110000000103e+00,-1.130100290000000084e-02,7.465511559999999935e-01,7.578521590000000252e-01,2.919692030000000114e-05
1.123797989999999913e+02,1.481176379999999959e+00,-1.759252299999999880e-01,6.618689559999999528e-01,8.377941859999999963e-01,1.499999740000000026e+00,-1.760663530000000088e-01,6.617958600000000136e-01,8.378622129999999668e-01,3.166483419999999875e-07
1.128721099999999922e+02,1.482613560000000108e+00,-1.745635600000000065e-01,6.626135159999999580e-01,8.371770760000000200e-01,1.499999580000000110e+00,-1.774297780000000102e-01,6.611238600000000076e-01,8.385536380000000456e-01,2.311922810000000100e-07
1.138721100000000064e+02,1.485358050000000096e+00,-1.719408590000000014e-01,6.639722300000000521e-01,8.359130879999999708e-01,1.499999489999999991e+00,-1.800122919999999904e-01,6.598397030000000552e-01,8.398519949999999623e-01,1.868793059999999871e-07
1.148721100000000064e+02,1.487867990000000029e+00,-1.695419290000000079e-01,6.652087319999999693e-01,8.347506609999999494e-01,1.499999459999999951e+00,-1.823747689999999921e-01,6.586652629999999453e-01,8.410400319999999930e-01,1.727202070000000105e-07
1.158721099999999922e+02,1.490142979999999895e+00,-1.673666639999999983e-01,6.663291630000000021e-01,8.336958279999999721e-01,1.499999450000000012e+00,-1.845168500000000100e-01,6.576007959999999875e-01,8.421176470000000247e-01,1.659316480000000001e-07
1.168721099999999922e+02,1.492182660000000105e+00,-1.654149430000000087e-01,6.673351379999999944e-01,8.327500799999999481e-01,1.499999440000000073e+00,-1.864382119999999921e-01,6.566465150000000417e-01,8.430847280000000055e-01,1.619928029999999869e-07
1.178721100000000064e+02,1.493986700000000001e+00,-1.636866650000000090e-01,6.682274310000000384e-01,8.319140959999999918e-01,1.499999429999999911e+00,-1.881385670000000065e-01,6.558025979999999588e-01,8.439411650000000487e-01,1.594415089999999983e-07
1.188721100000000064e+02,1.495554829999999891e+00,-1.621817489999999862e-01,6.690065189999999662e-01,8.311882689999999796e-01,1.499999429999999911e+00,-1.896176639999999913e-01,6.550691929999999941e-01,8.446868570000000132e-01,1.576511280000000011e-07
1.198721100000000064e+02,1.496886790000000023e+00,-1.609001220000000065e-01,6.696727359999999907e-01,8.305728580000000250e-01,1.499999429999999911e+00,-1.908752860000000051e-01,6.544464250000000538e-01,8.453217109999999757e-01,1.563083429999999993e-07
1.208721099999999922e+02,1.497982380000000058e+00,-1.598417109999999974e-01,6.702263370000000053e-01,8.300680480000000028e-01,1.499999419999999972e+00,-1.919112530000000039e-01,6.539343960000000289e-01,8.458456490000000327e-01,1.551445959999999942e-07
1.218721099999999922e+02,1.498841410000000041e+00,-1.590064379999999999e-01,6.706675370000000358e-01,8.296739749999999525e-01,1.499999419999999972e+00,-1.927254210000000079e-01,6.535331859999999882e-01,8.462586069999999960e-01,1.539062490000000051e-07
1.228721099999999922e+02,1.499463769999999974e+00,-1.583942140000000054e-01,6.709965199999999852e-01,8.293907339999999628e-01,1.499999419999999972e+00,-1.933176809999999912e-01,6.532428559999999829e-01,8.465605370000000018e-01,1.520263500000000132e-07
1.238721099999999922e+02,1.499849339999999920e+00,-1.580049370000000120e-01,6.712134570000000133e-01,8.292183939999999698e-01,1.499999410000000033e+00,-1.936879579999999934e-01,6.530634469999999636e-01,8.467514050000000125e-01,1.485351079999999943e-07
1.248721099999999922e+02,1.499998060000000022e+00,-1.578384850000000006e-01,6.713185120000000339e-01,8.291569970000000067e-01,1.499999400000000094e+00,-1.938362150000000061e-01,6.529949809999999744e-01,8.468311960000000083e-01,1.434623639999999881e-07
1.258721100000000064e+02,1.499909919999999897e+00,-1.578947139999999916e-01,6.713118439999999909e-01,8.292065579999999825e-01,1.499999389999999932e+00,-1.937624490000000033e-01,6.530374610000000413e-01,8.467999099999999890e-01,1.392997300000000099e-07
1.268721100000000064e+02,1.499584929999999927e+00,-1.581734579999999890e-01,6.711936179999999919e-01,8.293670749999999536e-01,1.499999389999999932e+00,-1.934666919999999957e-01,6.531908730000000052e-01,8.466575650000000008e-01,1.372706320000000006e-07
1.278721100000000064e+02,1.499023130000000092e+00,-1.586745220000000123e-01,6.709640000000000049e-01,8.296385219999999894e-01,1.499999389999999932e+00,-1.929490120000000031e-01,6.534551830000000505e-01,8.464041949999999703e-01,1.365694000000000053e-07
1.280000119999999981e+02,1.498934200000000105e+00,-1.587271660000000029e-01,6.706240150000000177e-01,8.293511810000000484e-01,1.499934730000000105e+00,-1.928351829999999933e-01,6.531911889999999499e-01,8.460263719999999710e-01,-4.717080689999999995e-05
1.280005699999999820e+02,1.498933800000000094e+00,-1.586646610000000124e-01,6.705451180000000511e-01,8.292097790000000357e-01,1.499999709999999986e+00,-1.927583999999999964e-01,6.531174880000000238e-01,8.458758880000000202e-01,-6.917219190000000553e-08
1.280284210000000087e+02,1.498913919999999900e+00,-1.584807950000000076e-01,6.706669560000000363e-01,8.291477510000000439e-01,1.133517430000000023e-07,-1.925109560000000108e-01,6.532691189999999537e-01,8.457800739999999928e-01,1.754025050000000034e-07
1.281250210000000038e+02,1.498843539999999974e+00,-1.584574519999999986e-01,6.704953059999999576e-01,8.289527580000000118e-01,2.546470909999999988e-05,-1.923516650000000050e-01,6.531624289999999888e-01,8.455140939999999938e-01,2.583599179999999953e-05
1.281252670000000080e+02,1.498843359999999958e+00,-1.585943519999999940e-01,6.706762360000000367e-01,8.292705889999999469e-01,3.598032189999999814e-03,-1.925060809999999956e-01,6.533353109999999742e-01,8.458413919999999697e-01,2.845349699999999860e-03
1.281285540000000083e+02,1.498840919999999910e+00,-1.588374929999999963e-01,6.707653620000000316e-01,8.296028549999999724e-01,3.753072859999999922e-06,-1.927793060000000114e-01,6.534189310000000361e-01,8.461982380000000470e-01,1.691258920000000071e-07
1.282500009999999975e+02,1.498749200000000004e+00,-1.589201970000000130e-01,6.707956990000000230e-01,8.297158959999999528e-01,5.167150350000000112e-05,-1.926942630000000045e-01,6.535314599999999530e-01,8.462257239999999570e-01,1.439999530000000017e-04
1.282500349999999969e+02,1.498749169999999964e+00,-1.589198380000000077e-01,6.707937200000000377e-01,8.297135580000000177e-01,1.708191059999999886e-04,-1.926938579999999956e-01,6.535295039999999833e-01,8.462233620000000345e-01,3.277058739999999981e-04
1.282565629999999999e+02,1.498744150000000053e+00,-1.589247990000000055e-01,6.707933710000000271e-01,8.297181710000000043e-01,2.879429480000000228e-07,-1.926896170000000075e-01,6.535336520000000204e-01,8.462232680000000284e-01,1.720051709999999956e-07
1.283750170000000139e+02,1.498651139999999993e+00,-1.590088209999999946e-01,6.707587280000000263e-01,8.297675490000000487e-01,-1.181193799999999980e-04,-1.926033709999999954e-01,6.535822629999999966e-01,8.461856340000000198e-01,-2.496286979999999783e-04
1.283751219999999762e+02,1.498651050000000096e+00,-1.590091780000000010e-01,6.707616199999999473e-01,8.297707979999999761e-01,2.295085689999999923e-07,-1.926035720000000007e-01,6.535852300000000170e-01,8.461888029999999894e-01,1.874238809999999951e-06
1.284012340000000165e+02,1.498630099999999965e+00,-1.590281610000000012e-01,6.707541889999999452e-01,8.297823500000000019e-01,2.282768099999999989e-07,-1.925841809999999932e-01,6.535965759999999847e-01,8.461807569999999501e-01,1.703698799999999977e-07
1.292097339999999974e+02,1.497901600000000055e+00,-1.596908659999999869e-01,6.704595749999999743e-01,8.301504410000000167e-01,1.780722579999999909e-07,-1.919089549999999922e-01,6.539583380000000279e-01,8.458672929999999646e-01,1.692888739999999943e-07
1.302097339999999974e+02,1.496786659999999936e+00,-1.607108319999999979e-01,6.699792639999999633e-01,8.306900959999999889e-01,1.710000029999999936e-07,-1.908731220000000062e-01,6.544904609999999678e-01,8.453635830000000295e-01,1.688410809999999989e-07
1.312097339999999974e+02,1.495435360000000102e+00,-1.619522049999999880e-01,6.693840779999999935e-01,8.313362829999999537e-01,1.693496559999999873e-07,-1.896157669999999906e-01,6.551291830000000038e-01,8.447449500000000500e-01,1.687365849999999876e-07
1.322097339999999974e+02,1.493847909999999946e+00,-1.634146880000000024e-01,6.686765869999999889e-01,8.320912750000000191e-01,1.688796879999999940e-07,-1.881371500000000030e-01,6.558767330000000451e-01,8.440138839999999920e-01,1.686768880000000129e-07
1.332097340000000258e+02,1.492024570000000105e+00,-1.650979280000000049e-01,6.678578149999999658e-01,8.329557429999999707e-01,1.687386289999999907e-07,-1.864375369999999865e-01,6.567337720000000489e-01,8.431713090000000355e-01,1.686768829999999947e-07
1.342097339999999974e+02,1.489965619999999991e+00,-1.670015340000000070e-01,6.669283750000000177e-01,8.339299089999999692e-01,1.686956299999999985e-07,-1.845172200000000096e-01,6.577005169999999845e-01,8.422177379999999935e-01,1.686768809999999875e-07
1.352097339999999974e+02,1.487671390000000038e+00,-1.691250699999999885e-01,6.658887310000000115e-01,8.350138019999999717e-01,1.686824600000000023e-07,-1.823765220000000131e-01,6.587770050000000266e-01,8.411535270000000120e-01,1.686619609999999960e-07
1.362097339999999974e+02,1.485142240000000058e+00,-1.714680670000000018e-01,6.647392880000000392e-01,8.362073549999999855e-01,1.686784209999999887e-07,-1.800157980000000046e-01,6.599631750000000130e-01,8.399789730000000176e-01,1.686619609999999960e-07
1.372097339999999974e+02,1.482378570000000062e+00,-1.740300110000000122e-01,6.634804279999999554e-01,8.375104380000000237e-01,1.686771819999999941e-07,-1.774354370000000014e-01,6.612589079999999786e-01,8.386943449999999523e-01,1.686768800000000103e-07
1.382097339999999974e+02,1.479380810000000102e+00,-1.768103490000000055e-01,6.621125270000000063e-01,8.389228760000000396e-01,1.686768009999999884e-07,-1.746358610000000033e-01,6.626640459999999511e-01,8.372999070000000099e-01,1.686768800000000103e-07
1.392097339999999974e+02,1.476149439999999924e+00,-1.798084879999999885e-01,6.606359689999999896e-01,8.404444570000000336e-01,1.686766849999999912e-07,-1.716175229999999940e-01,6.641783959999999487e-01,8.357959190000000538e-01,1.686470410000000044e-07
1.402097339999999974e+02,1.472684969999999982e+00,-1.830237889999999923e-01,6.590511500000000300e-01,8.420749389999999668e-01,1.686766489999999929e-07,-1.683809139999999926e-01,6.658017400000000308e-01,8.341826540000000234e-01,1.686619599999999923e-07
1.412097339999999974e+02,1.468987940000000103e+00,-1.864555720000000139e-01,6.573584820000000217e-01,8.438140539999999801e-01,1.686766380000000060e-07,-1.649265540000000030e-01,6.675338360000000471e-01,8.324603900000000500e-01,1.686619599999999923e-07
1.422097339999999974e+02,1.465058949999999971e+00,-1.901031079999999929e-01,6.555583950000000160e-01,8.456615029999999811e-01,1.686766339999999914e-07,-1.612549980000000105e-01,6.693744219999999689e-01,8.306294199999999517e-01,1.686619609999999960e-07
1.432097340000000258e+02,1.460898599999999936e+00,-1.939656250000000026e-01,6.536513430000000513e-01,8.476169669999999989e-01,1.686766329999999878e-07,-1.573668340000000110e-01,6.713232139999999459e-01,8.286900480000000124e-01,1.686768800000000103e-07
1.440000009999999975e+02,1.457447589999999904e+00,-1.971698620000000013e-01,6.520834509999999806e-01,8.492533129999999542e-01,8.336112420000000274e-06,-1.541415560000000129e-01,6.729542039999999448e-01,8.270957599999999577e-01,8.494026899999999229e-06
1.440000349999999969e+02,1.457447439999999927e+00,-1.970957419999999904e-01,6.516419850000000347e-01,8.487377270000000529e-01,4.435934649999999780e-05,-1.540816010000000125e-01,6.725085809999999942e-01,8.265901810000000349e-01,4.491084840000000145e-05
1.440043630000000121e+02,1.457428149999999922e+00,-1.969499710000000015e-01,6.517652139999999816e-01,8.487151840000000114e-01,1.266096110000000118e-07,-1.539300000000000113e-01,6.726363629999999594e-01,8.265663629999999706e-01,1.685396919999999935e-07
1.441250110000000006e+02,1.456888509999999970e+00,-1.972915829999999926e-01,6.515889870000000084e-01,8.488805699999999455e-01,-5.475562510000000307e-06,-1.532823550000000090e-01,6.729531859999999810e-01,8.262355409999999623e-01,-5.595340750000000254e-06
1.441250450000000001e+02,1.456888359999999993e+00,-1.972869529999999871e-01,6.515135349999999770e-01,8.488004879999999641e-01,-6.091005770000000179e-05,-1.532784150000000012e-01,6.728806489999999974e-01,8.261590640000000541e-01,-6.417853240000000290e-05
1.441264259999999808e+02,1.456882170000000087e+00,-1.976650689999999988e-01,6.516706629999999834e-01,8.493357320000000099e-01,-2.130463889999999851e-06,-1.535892229999999969e-01,6.730586779999999658e-01,8.266478999999999910e-01,-2.170819489999999797e-06
1.441464159999999879e+02,1.456792419999999977e+00,-1.977763720000000058e-01,6.516826249999999598e-01,8.494589970000000489e-01,1.710104110000000027e-07,-1.535277300000000011e-01,6.731534040000000108e-01,8.266811339999999841e-01,1.709972910000000026e-07
1.442500110000000006e+02,1.456325880000000073e+00,-1.982110900000000064e-01,6.515056200000000075e-01,8.497167089999999590e-01,-1.093631039999999941e-04,-1.530931160000000013e-01,6.734090529999999797e-01,8.265021689999999532e-01,-3.042751480000000148e-04
1.442504189999999937e+02,1.456324039999999931e+00,-1.982118589999999902e-01,6.515023399999999576e-01,8.497141990000000034e-01,9.896223220000001017e-07,-1.530904489999999896e-01,6.734074839999999451e-01,8.264979329999999624e-01,1.874375769999999988e-06
1.443548670000000129e+02,1.455851149999999983e+00,-1.986509609999999870e-01,6.512928380000000406e-01,8.499437990000000553e-01,1.704710760000000027e-07,-1.526484889999999983e-01,6.736364750000000123e-01,8.262849639999999551e-01,1.704654960000000107e-07
1.443750259999999912e+02,1.455759589999999992e+00,-1.987348270000000028e-01,6.512530210000000430e-01,8.499878469999999631e-01,1.554934500000000012e-04,-1.525617690000000137e-01,6.736815520000000168e-01,8.262433209999999750e-01,3.392076019999999865e-04
1.443766579999999919e+02,1.455752179999999951e+00,-1.987428689999999887e-01,6.512486339999999929e-01,8.499915030000000371e-01,1.613316430000000070e-07,-1.525559949999999998e-01,6.736840419999999829e-01,8.262400370000000382e-01,1.524370070000000026e-07
1.447097339999999974e+02,1.454225749999999984e+00,-2.001601530000000073e-01,6.505603570000000335e-01,8.507205110000000126e-01,1.698330130000000036e-07,-1.511293659999999872e-01,6.744110300000000224e-01,8.255403959999999541e-01,1.698179310000000068e-07
1.457097339999999974e+02,1.449489980000000067e+00,-2.045566410000000113e-01,6.484019140000000236e-01,8.529585549999999516e-01,1.690212289999999988e-07,-1.467026859999999988e-01,6.766434089999999735e-01,8.233460940000000283e-01,1.689903479999999982e-07
1.467097339999999974e+02,1.444525330000000052e+00,-2.091648809999999969e-01,6.461304559999999642e-01,8.552953370000000444e-01,1.687814639999999968e-07,-1.420616040000000080e-01,6.789749859999999471e-01,8.210365889999999833e-01,1.688112039999999876e-07
1.477097340000000258e+02,1.439332559999999983e+00,-2.139839590000000014e-01,6.437518330000000510e-01,8.577357920000000524e-01,1.687087199999999956e-07,-1.372069340000000026e-01,6.814107019999999793e-01,8.186176360000000374e-01,1.687067339999999912e-07
1.487097339999999974e+02,1.433912510000000085e+00,-2.190128389999999869e-01,6.412679340000000394e-01,8.602807719999999714e-01,1.686864730000000011e-07,-1.321394640000000120e-01,6.839514709999999775e-01,8.160909360000000445e-01,1.686619650000000105e-07
1.497097339999999974e+02,1.428266030000000075e+00,-2.242504140000000090e-01,6.386799069999999912e-01,8.629303210000000002e-01,1.686796520000000072e-07,-1.268600079999999963e-01,6.865974160000000159e-01,8.134574239999999845e-01,1.686768819999999911e-07
1.507097339999999974e+02,1.422394010000000097e+00,-2.296955149999999890e-01,6.359886729999999488e-01,8.656841880000000211e-01,1.686775590000000117e-07,-1.213694049999999997e-01,6.893483849999999524e-01,8.107177899999999937e-01,1.686619609999999960e-07
1.517097339999999974e+02,1.416297370000000111e+00,-2.353469149999999899e-01,6.331950669999999448e-01,8.685419819999999902e-01,1.686769170000000122e-07,-1.156685280000000066e-01,6.922040950000000192e-01,8.078726229999999564e-01,1.686470410000000044e-07
1.527097339999999974e+02,1.409977089999999933e+00,-2.412033239999999967e-01,6.302999009999999958e-01,8.715032249999999925e-01,1.686767200000000122e-07,-1.097582799999999997e-01,6.951641929999999858e-01,8.049224729999999717e-01,1.686470410000000044e-07
1.537097339999999974e+02,1.403434150000000047e+00,-2.472633929999999980e-01,6.273039809999999550e-01,8.745673739999999530e-01,1.686766600000000063e-07,-1.036395989999999989e-01,6.982282749999999538e-01,8.018678740000000360e-01,1.686768800000000103e-07
1.547097339999999974e+02,1.396669589999999905e+00,-2.535256980000000215e-01,6.242081229999999481e-01,8.777338220000000524e-01,1.686766409999999904e-07,-9.731345389999999929e-02,7.013959029999999872e-01,7.987093570000000087e-01,1.686768800000000103e-07
1.557097339999999974e+02,1.389684490000000050e+00,-2.599887559999999875e-01,6.210131610000000357e-01,8.810019169999999678e-01,1.686766349999999951e-07,-9.078084529999999597e-02,7.046666110000000538e-01,7.954474559999999972e-01,1.686619609999999960e-07
1.567097339999999974e+02,1.382479940000000074e+00,-2.666510180000000174e-01,6.177199450000000480e-01,8.843709629999999544e-01,1.686766329999999878e-07,-8.404280760000000516e-02,7.080399090000000228e-01,7.920827160000000200e-01,1.686619599999999923e-07
1.577097340000000258e+02,1.375057069999999992e+00,-2.735108729999999877e-01,6.143293450000000266e-01,8.878402170000000426e-01,1.686766329999999878e-07,-7.710040679999999313e-02,7.115152850000000528e-01,7.886156920000000348e-01,1.686619599999999923e-07
1.587097339999999974e+02,1.367417069999999901e+00,-2.805666430000000044e-01,6.108422479999999766e-01,8.914088909999999810e-01,1.686766329999999878e-07,-6.995474150000000058e-02,7.150922090000000342e-01,7.850469500000000211e-01,1.686768800000000103e-07
1.597097339999999974e+02,1.359561140000000057e+00,-2.878165859999999854e-01,6.072595600000000315e-01,8.950761470000000442e-01,1.686766329999999878e-07,-6.260694229999999583e-02,7.187701319999999505e-01,7.813770740000000048e-01,1.686619599999999923e-07
1.600000110000000006e+02,1.357240489999999911e+00,-2.899498429999999849e-01,6.060011279999999445e-01,8.959509709999999849e-01,-4.369197429999999811e-05,-6.043473509999999771e-02,7.196695760000000330e-01,7.801043119999999664e-01,-4.446334730000000174e-05
1.600002990000000125e+02,1.357238179999999961e+00,-2.898322030000000105e-01,6.058101569999999603e-01,8.956423599999999707e-01,1.432779280000000084e-06,-6.040581450000000185e-02,7.194528799999999613e-01,7.798586950000000462e-01,1.421922609999999955e-06
1.600223979999999813e+02,1.357060759999999977e+00,-2.896967140000000218e-01,6.059055140000000339e-01,8.956022280000000002e-01,1.168721329999999953e-07,-6.014831100000000291e-02,7.196184159999999830e-01,7.797667270000000483e-01,-5.552835499999999870e-05
1.601250169999999855e+02,1.356235550000000067e+00,-2.903616769999999847e-01,6.054314320000000471e-01,8.957931099999999480e-01,1.285302060000000063e-06,-5.933022970000000063e-02,7.198890479999999759e-01,7.792192780000000152e-01,6.149432179999999995e-07
1.601251220000000046e+02,1.356234710000000065e+00,-2.904527350000000174e-01,6.055277439999999789e-01,8.959804789999999963e-01,-1.880400809999999839e-02,-5.935956070000000112e-02,7.200200350000000027e-01,7.793795959999999523e-01,-2.070550490000000118e-02
1.601271250000000066e+02,1.356218579999999951e+00,-2.908919360000000176e-01,6.056092530000000140e-01,8.965011889999999761e-01,2.643275799999999947e-07,-5.947912670000000263e-02,7.201960530000000027e-01,7.796751800000000232e-01,2.629959669999999941e-07
1.601905530000000226e+02,1.355707360000000028e+00,-2.913695800000000169e-01,6.054433420000000510e-01,8.968129230000000396e-01,1.709223580000000018e-07,-5.900201869999999876e-02,7.204990599999999690e-01,7.795010789999999856e-01,1.707302670000000098e-07
1.602500160000000164e+02,1.355227320000000013e+00,-2.918138809999999972e-01,6.052368959999999687e-01,8.970507770000000214e-01,-1.486419239999999962e-04,-5.855440010000000084e-02,7.207364840000000106e-01,7.792908840000000170e-01,-2.807601139999999938e-04
1.602516479999999888e+02,1.355214130000000017e+00,-2.918247359999999735e-01,6.052313950000000053e-01,8.970561320000000061e-01,1.473249430000000090e-07,-5.854075050000000224e-02,7.207431789999999561e-01,7.792839299999999580e-01,1.224037000000000123e-07
1.603750110000000006e+02,1.354215769999999930e+00,-2.927455270000000054e-01,6.047840429999999934e-01,8.975295699999999988e-01,-3.796899220000000323e-05,-5.760700910000000202e-02,7.212186320000000261e-01,7.788256409999999574e-01,-1.065896609999999935e-04
1.603750450000000001e+02,1.354215500000000016e+00,-2.927463120000000085e-01,6.047852540000000499e-01,8.975315670000000301e-01,-2.846690159999999917e-05,-5.760729259999999852e-02,7.212200920000000348e-01,7.788273850000000387e-01,-7.279271220000000124e-05
1.603815730000000030e+02,1.354162579999999894e+00,-2.927945659999999783e-01,6.047606770000000243e-01,8.975552430000000026e-01,1.705352589999999979e-07,-5.755724110000000338e-02,7.212444249999999668e-01,7.788016660000000035e-01,1.704791939999999898e-07
1.609597339999999974e+02,1.349439470000000085e+00,-2.971487609999999835e-01,6.026255740000000527e-01,8.997743350000000362e-01,1.695421050000000074e-07,-5.313959029999999750e-02,7.234729669999999668e-01,7.766125579999999529e-01,1.694530680000000105e-07
1.619597339999999974e+02,1.341102280000000091e+00,-3.048291479999999942e-01,5.988412990000000491e-01,9.036704469999999878e-01,1.689365050000000036e-07,-4.534136300000000258e-02,7.273877029999999966e-01,7.727290660000000200e-01,1.688858619999999967e-07
1.629597339999999974e+02,1.332553319999999930e+00,-3.126974800000000276e-01,5.949590999999999630e-01,9.076565800000000461e-01,1.687558600000000009e-07,-3.734486079999999736e-02,7.313959859999999980e-01,7.687408470000000049e-01,1.687515110000000009e-07
1.639597339999999974e+02,1.323793929999999897e+00,-3.207518340000000134e-01,5.909832459999999621e-01,9.117350800000000310e-01,1.687008990000000006e-07,-2.915136960000000096e-02,7.355006299999999886e-01,7.646519999999999984e-01,1.686918100000000116e-07
1.649597339999999974e+02,1.314825499999999980e+00,-3.289901700000000262e-01,5.869156599999999502e-01,9.159058300000000319e-01,1.686840759999999881e-07,-2.076219229999999930e-02,7.397020180000000167e-01,7.604642099999999738e-01,1.686768829999999947e-07
1.659597339999999974e+02,1.305649440000000050e+00,-3.374103800000000097e-01,5.827576939999999928e-01,9.201680749999999742e-01,1.686789169999999880e-07,-1.217865909999999927e-02,7.439999449999999959e-01,7.561786040000000320e-01,1.686619609999999960e-07
1.669597339999999974e+02,1.296267199999999953e+00,-3.460103059999999897e-01,5.785104850000000187e-01,9.245207909999999529e-01,1.686773339999999896e-07,-3.402129800000000103e-03,7.483939840000000121e-01,7.517961130000000436e-01,1.686768809999999875e-07
1.679597339999999974e+02,1.286680269999999959e+00,-3.547877449999999877e-01,5.741750559999999615e-01,9.289628020000000319e-01,1.686768480000000001e-07,5.566005970000000198e-03,7.528835990000000145e-01,7.473175930000000022e-01,1.686768800000000103e-07
1.689597339999999974e+02,1.276890159999999996e+00,-3.637404590000000160e-01,5.697523650000000384e-01,9.334928249999999705e-01,1.686766989999999890e-07,1.472432859999999941e-02,7.574681930000000118e-01,7.427438650000000031e-01,1.686619609999999960e-07
1.699597339999999974e+02,1.266898410000000030e+00,-3.728661870000000156e-01,5.652433159999999956e-01,9.381095029999999557e-01,1.686766530000000074e-07,2.407138860000000019e-02,7.621471250000000364e-01,7.380757369999999540e-01,1.686470410000000044e-07
1.709597339999999974e+02,1.256706609999999946e+00,-3.821626519999999916e-01,5.606487719999999619e-01,9.428114239999999535e-01,1.686766390000000096e-07,3.360570680000000282e-02,7.669197210000000542e-01,7.333140139999999585e-01,1.686619609999999960e-07
1.719597339999999974e+02,1.246316350000000073e+00,-3.916275799999999752e-01,5.559695620000000282e-01,9.475971420000000034e-01,1.686766349999999951e-07,4.332577449999999719e-02,7.717852769999999918e-01,7.284595019999999810e-01,1.686619599999999923e-07
1.729597339999999974e+02,1.235729290000000091e+00,-4.012587149999999880e-01,5.512064800000000542e-01,9.524651950000000422e-01,1.686766329999999878e-07,5.323005349999999913e-02,7.767430640000000386e-01,7.235130100000000120e-01,1.686619609999999960e-07
1.739597339999999974e+02,1.224947089999999905e+00,-4.110538300000000089e-01,5.463602950000000513e-01,9.574141250000000047e-01,1.686766329999999878e-07,6.331697669999999945e-02,7.817923270000000091e-01,7.184753499999999571e-01,1.686918000000000018e-07
1.749597339999999974e+02,1.213971460000000002e+00,-4.210107539999999871e-01,5.414317499999999894e-01,9.624425039999999765e-01,1.686766329999999878e-07,7.358494790000000285e-02,7.869322859999999809e-01,7.133473380000000530e-01,1.686768800000000103e-07
1.759597339999999974e+02,1.202804130000000082e+00,-4.311273840000000024e-01,5.364215669999999880e-01,9.675489510000000459e-01,1.686766329999999878e-07,8.403234249999999572e-02,7.921621380000000157e-01,7.081297960000000336e-01,1.686619599999999923e-07
1.760000160000000164e+02,1.202350299999999983e+00,-4.314119739999999759e-01,5.357886050000000289e-01,9.672005790000000047e-01,-1.671547589999999885e-05,8.443232740000000680e-02,7.919382149999999454e-01,7.075058870000000555e-01,-1.655490670000000068e-05
1.760011030000000005e+02,1.202338050000000047e+00,-4.312874270000000010e-01,5.358644209999999797e-01,9.671518489999999524e-01,1.453750309999999964e-07,8.440365630000000452e-02,7.919471369999999677e-01,7.075434809999999741e-01,1.457482489999999926e-07
